[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:04:56 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p004
[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:04:56 budgets=iscas99__b15_1:278
[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:04:56 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:04:56 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=172 node=N5740 type=observe q_typed_reliable_context=2.862749 sequence=322.897545
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=173 node=N7436 type=observe q_typed_reliable_context=4.842862 sequence=327.740407
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=174 node=N4521 type=observe q_typed_reliable_context=2.693951 sequence=330.434357
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=175 node=N2157 type=observe q_typed_reliable_context=1.264855 sequence=331.699212
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=176 node=N2952 type=control1 q_typed_reliable_context=1.308216 sequence=333.007428
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=177 node=N2894 type=control1 q_typed_reliable_context=1.259696 sequence=334.267124
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=178 node=N7855 type=control0 q_typed_reliable_context=1.179526 sequence=335.446650
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=179 node=N3410 type=control1 q_typed_reliable_context=1.098930 sequence=336.545581
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=180 node=N2837 type=control1 q_typed_reliable_context=1.699110 sequence=338.244690
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=181 node=N578 type=observe q_typed_reliable_context=0.863517 sequence=339.108207
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=182 node=N7542 type=control0 q_typed_reliable_context=0.755075 sequence=339.863282
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=183 node=N7453 type=observe q_typed_reliable_context=0.830658 sequence=340.693940
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=184 node=N3180 type=control1 q_typed_reliable_context=0.976192 sequence=341.670133
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=185 node=N7500 type=observe q_typed_reliable_context=0.794772 sequence=342.464905
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=186 node=N3067 type=control1 q_typed_reliable_context=1.202475 sequence=343.667380
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=187 node=N8790 type=control1 q_typed_reliable_context=1.598657 sequence=345.266037
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=188 node=N8240 type=control1 q_typed_reliable_context=2.374636 sequence=347.640672
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=189 node=N8789 type=control1 q_typed_reliable_context=4.234367 sequence=351.875039
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=190 node=N8239 type=control1 q_typed_reliable_context=4.275336 sequence=356.150375
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=191 node=N6673 type=observe q_typed_reliable_context=2.576594 sequence=358.726969
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=192 node=N1949 type=observe q_typed_reliable_context=1.273330 sequence=360.000299
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=193 node=N5873 type=observe q_typed_reliable_context=1.940156 sequence=361.940455
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=194 node=N5356 type=observe q_typed_reliable_context=2.163379 sequence=364.103833
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=195 node=N7401 type=observe q_typed_reliable_context=1.725408 sequence=365.829241
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=196 node=N714 type=observe q_typed_reliable_context=1.782697 sequence=367.611938
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=197 node=N5473 type=observe q_typed_reliable_context=1.350956 sequence=368.962893
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=198 node=N679 type=observe q_typed_reliable_context=2.023485 sequence=370.986379
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=199 node=N8607 type=control1 q_typed_reliable_context=2.216032 sequence=373.202411
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=200 node=N6667 type=observe q_typed_reliable_context=3.983665 sequence=377.186077
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=201 node=N5879 type=observe q_typed_reliable_context=2.016086 sequence=379.202163
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=202 node=N722 type=observe q_typed_reliable_context=2.742222 sequence=381.944385
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=203 node=N715 type=observe q_typed_reliable_context=2.494061 sequence=384.438445
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=204 node=N6573 type=observe q_typed_reliable_context=1.470811 sequence=385.909257
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=205 node=N7550 type=observe q_typed_reliable_context=2.192225 sequence=388.101482
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=206 node=N5725 type=observe q_typed_reliable_context=1.528215 sequence=389.629697
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=207 node=N759 type=observe q_typed_reliable_context=1.804103 sequence=391.433799
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=208 node=N4551 type=observe q_typed_reliable_context=1.496228 sequence=392.930027
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=209 node=N758 type=observe q_typed_reliable_context=1.242332 sequence=394.172359
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=210 node=N705 type=observe q_typed_reliable_context=1.896708 sequence=396.069068
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=211 node=N7439 type=observe q_typed_reliable_context=1.183260 sequence=397.252328
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=212 node=N652 type=control1 q_typed_reliable_context=1.965825 sequence=399.218153
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=213 node=N4460 type=control0 q_typed_reliable_context=1.963247 sequence=401.181400
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=214 node=N734 type=observe q_typed_reliable_context=6.262452 sequence=407.443852
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=215 node=N8238 type=control1 q_typed_reliable_context=6.166538 sequence=413.610390
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=216 node=N706 type=observe q_typed_reliable_context=5.615106 sequence=419.225496
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=217 node=N8606 type=control1 q_typed_reliable_context=5.614984 sequence=424.840481
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=218 node=N719 type=observe q_typed_reliable_context=4.696773 sequence=429.537254
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=219 node=N8237 type=control1 q_typed_reliable_context=4.222475 sequence=433.759728
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=220 node=N4505 type=observe q_typed_reliable_context=2.053942 sequence=435.813670
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=221 node=N4421 type=control0 q_typed_reliable_context=4.928457 sequence=440.742127
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=222 node=N902 type=control1 q_typed_reliable_context=6.899673 sequence=447.641800
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=223 node=N5456 type=observe q_typed_reliable_context=5.926201 sequence=453.568002
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=224 node=N699 type=observe q_typed_reliable_context=5.962763 sequence=459.530764
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=225 node=N7404 type=observe q_typed_reliable_context=6.202404 sequence=465.733168
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=226 node=N708 type=observe q_typed_reliable_context=4.011281 sequence=469.744449
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=227 node=N1874 type=observe q_typed_reliable_context=5.351859 sequence=475.096308
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=228 node=N7512 type=observe q_typed_reliable_context=5.379965 sequence=480.476273
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=229 node=N1351 type=observe q_typed_reliable_context=2.596977 sequence=483.073250
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=230 node=N8605 type=control1 q_typed_reliable_context=3.361568 sequence=486.434819
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=231 node=N5334 type=observe q_typed_reliable_context=4.863813 sequence=491.298632
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=232 node=N8236 type=control1 q_typed_reliable_context=4.929112 sequence=496.227744
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=233 node=N5439 type=observe q_typed_reliable_context=3.395904 sequence=499.623648
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=234 node=N7432 type=observe q_typed_reliable_context=5.079980 sequence=504.703628
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=235 node=N4497 type=observe q_typed_reliable_context=3.272487 sequence=507.976115
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=236 node=N4359 type=control0 q_typed_reliable_context=2.254860 sequence=510.230975
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=237 node=N4367 type=control0 q_typed_reliable_context=3.852787 sequence=514.083762
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=238 node=N5422 type=observe q_typed_reliable_context=4.138796 sequence=518.222558
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=239 node=N6952 type=observe q_typed_reliable_context=6.516037 sequence=524.738595
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=240 node=N6660 type=observe q_typed_reliable_context=5.696161 sequence=530.434756
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=241 node=N6932 type=observe q_typed_reliable_context=4.677592 sequence=535.112348
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=242 node=N684 type=observe q_typed_reliable_context=4.183893 sequence=539.296242
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=243 node=N5390 type=observe q_typed_reliable_context=5.813057 sequence=545.109299
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=244 node=N7380 type=observe q_typed_reliable_context=5.394500 sequence=550.503798
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=245 node=N2181 type=observe q_typed_reliable_context=2.343538 sequence=552.847336
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=246 node=N515 type=control1 q_typed_reliable_context=5.332713 sequence=558.180049
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=247 node=N753 type=observe q_typed_reliable_context=6.029258 sequence=564.209307
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=248 node=N4513 type=observe q_typed_reliable_context=5.757806 sequence=569.967113
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=249 node=N3009 type=control1 q_typed_reliable_context=2.968843 sequence=572.935956
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=250 node=N689 type=observe q_typed_reliable_context=0.923926 sequence=573.859882
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=251 node=N765 type=observe q_typed_reliable_context=5.616059 sequence=579.475941
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=252 node=N695 type=observe q_typed_reliable_context=5.470907 sequence=584.946848
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=253 node=N729 type=observe q_typed_reliable_context=0.999833 sequence=585.946681
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=254 node=N764 type=observe q_typed_reliable_context=5.517797 sequence=591.464478
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=255 node=N5373 type=observe q_typed_reliable_context=5.581508 sequence=597.045986
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=256 node=N2779 type=control1 q_typed_reliable_context=1.791559 sequence=598.837545
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=257 node=N8235 type=control1 q_typed_reliable_context=1.164172 sequence=600.001718
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=258 node=N8234 type=control1 q_typed_reliable_context=6.022169 sequence=606.023887
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=259 node=N4532 type=control0 q_typed_reliable_context=2.645557 sequence=608.669444
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=260 node=N686 type=observe q_typed_reliable_context=5.839467 sequence=614.508910
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=261 node=N4442 type=control0 q_typed_reliable_context=1.582459 sequence=616.091369
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=262 node=N2721 type=control1 q_typed_reliable_context=5.545488 sequence=621.636857
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=263 node=N543 type=observe q_typed_reliable_context=5.619228 sequence=627.256085
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=264 node=N2652 type=control1 q_typed_reliable_context=2.417466 sequence=629.673551
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=265 node=N8233 type=control1 q_typed_reliable_context=1.694725 sequence=631.368276
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=266 node=N8783 type=control1 q_typed_reliable_context=6.158136 sequence=637.526412
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=267 node=N8608 type=control1 q_typed_reliable_context=5.054319 sequence=642.580732
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=268 node=N763 type=observe q_typed_reliable_context=1.760570 sequence=644.341302
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=269 node=N6736 type=control1 q_typed_reliable_context=3.498675 sequence=647.839977
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=270 node=N6730 type=control1 q_typed_reliable_context=1.419750 sequence=649.259728
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=271 node=N2358 type=control1 q_typed_reliable_context=1.333401 sequence=650.593128
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=272 node=N6741 type=control1 q_typed_reliable_context=1.195070 sequence=651.788198
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=273 node=N2159 type=observe q_typed_reliable_context=7.272224 sequence=659.060422
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=274 node=N756 type=observe q_typed_reliable_context=2.617055 sequence=661.677477
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=275 node=N7381 type=observe q_typed_reliable_context=6.273386 sequence=667.950863
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=276 node=N6593 type=control1 q_typed_reliable_context=6.711594 sequence=674.662458
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=277 node=N6743 type=control1 q_typed_reliable_context=3.745853 sequence=678.408310
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=278 node=N898 type=observe q_typed_reliable_context=1.651204 sequence=680.059514
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p004/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:08:10 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=194.734 plan_csv=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p004/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:08:10 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-adaptive-refine/m0.004] [eval iscas99__b15_1] {
[b15-r6-adaptive-refine/m0.004] [eval iscas99__b15_1]   "records": 2,
[b15-r6-adaptive-refine/m0.004] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p004/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-adaptive-refine/m0.004] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p004/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-adaptive-refine/m0.004] [eval iscas99__b15_1] }
[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:08:17 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12203000000000008 plan_sec=194.734 eval_sec=6.833 total_sec=201.579
[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:08:17 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12203000000000008 positives=1 negatives=0 elapsed=201.58
