[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:01:18 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p002
[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:01:18 budgets=iscas99__b15_1:278
[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:01:18 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:01:18 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=172 node=N2837 type=control1 q_typed_reliable_context=1.621632 sequence=297.295767
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=173 node=N7401 type=observe q_typed_reliable_context=2.309361 sequence=299.605128
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=174 node=N3009 type=control1 q_typed_reliable_context=1.316511 sequence=300.921639
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=175 node=N771 type=observe q_typed_reliable_context=0.696545 sequence=301.618184
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=176 node=N5356 type=observe q_typed_reliable_context=1.513422 sequence=303.131607
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=177 node=N6534 type=observe q_typed_reliable_context=1.488700 sequence=304.620307
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=178 node=N712 type=observe q_typed_reliable_context=2.154717 sequence=306.775023
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=179 node=N4489 type=observe q_typed_reliable_context=1.465849 sequence=308.240873
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=180 node=N7385 type=observe q_typed_reliable_context=2.221401 sequence=310.462274
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=181 node=N723 type=observe q_typed_reliable_context=3.161746 sequence=313.624020
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=182 node=N7855 type=control0 q_typed_reliable_context=1.906029 sequence=315.530049
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=183 node=N8790 type=control1 q_typed_reliable_context=1.030106 sequence=316.560155
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=184 node=N7542 type=control0 q_typed_reliable_context=1.665660 sequence=318.225815
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=185 node=N3067 type=control1 q_typed_reliable_context=1.185044 sequence=319.410860
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=186 node=N8789 type=control1 q_typed_reliable_context=1.499742 sequence=320.910601
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=187 node=N7627 type=observe q_typed_reliable_context=1.255050 sequence=322.165651
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=188 node=N5617 type=observe q_typed_reliable_context=1.466086 sequence=323.631737
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=189 node=N7648 type=observe q_typed_reliable_context=1.799623 sequence=325.431360
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=190 node=N4521 type=observe q_typed_reliable_context=1.738867 sequence=327.170227
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=191 node=N715 type=observe q_typed_reliable_context=2.364645 sequence=329.534872
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=192 node=N725 type=observe q_typed_reliable_context=2.418861 sequence=331.953732
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=193 node=N714 type=observe q_typed_reliable_context=2.316283 sequence=334.270015
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=194 node=N5873 type=observe q_typed_reliable_context=1.494792 sequence=335.764807
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=195 node=N8240 type=control1 q_typed_reliable_context=1.656637 sequence=337.421445
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=196 node=N8607 type=control1 q_typed_reliable_context=1.738114 sequence=339.159558
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=197 node=N8239 type=control1 q_typed_reliable_context=2.144244 sequence=341.303802
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=198 node=N652 type=control1 q_typed_reliable_context=1.687604 sequence=342.991407
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=199 node=N8238 type=control1 q_typed_reliable_context=0.977450 sequence=343.968856
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=200 node=N5740 type=observe q_typed_reliable_context=0.839108 sequence=344.807964
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=201 node=N8606 type=control1 q_typed_reliable_context=0.977388 sequence=345.785352
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=202 node=N703 type=observe q_typed_reliable_context=0.801531 sequence=346.586883
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=203 node=N8237 type=control1 q_typed_reliable_context=1.552855 sequence=348.139737
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=204 node=N902 type=control1 q_typed_reliable_context=1.598534 sequence=349.738272
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=205 node=N7436 type=observe q_typed_reliable_context=1.286949 sequence=351.025220
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=206 node=N6673 type=observe q_typed_reliable_context=1.557875 sequence=352.583096
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=207 node=N5879 type=observe q_typed_reliable_context=1.516088 sequence=354.099184
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=208 node=N5877 type=observe q_typed_reliable_context=1.364202 sequence=355.463386
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=209 node=N4460 type=control0 q_typed_reliable_context=1.456540 sequence=356.919926
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=210 node=N4529 type=observe q_typed_reliable_context=2.558908 sequence=359.478834
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=211 node=N5473 type=observe q_typed_reliable_context=1.395520 sequence=360.874354
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=212 node=N8605 type=control1 q_typed_reliable_context=3.661888 sequence=364.536242
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=213 node=N705 type=observe q_typed_reliable_context=6.051258 sequence=370.587500
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=214 node=N8236 type=control1 q_typed_reliable_context=6.702095 sequence=377.289595
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=215 node=N515 type=control1 q_typed_reliable_context=6.628617 sequence=383.918212
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=216 node=N5456 type=observe q_typed_reliable_context=6.583747 sequence=390.501959
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=217 node=N2181 type=observe q_typed_reliable_context=5.906643 sequence=396.408601
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=218 node=N679 type=observe q_typed_reliable_context=5.476723 sequence=401.885325
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=219 node=N5725 type=observe q_typed_reliable_context=5.810749 sequence=407.696073
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=220 node=N7550 type=observe q_typed_reliable_context=2.611205 sequence=410.307278
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=221 node=N5422 type=observe q_typed_reliable_context=5.837649 sequence=416.144927
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=222 node=N7439 type=observe q_typed_reliable_context=5.411380 sequence=421.556307
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=223 node=N706 type=observe q_typed_reliable_context=3.706066 sequence=425.262373
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=224 node=N4421 type=control0 q_typed_reliable_context=6.489652 sequence=431.752025
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=225 node=N4359 type=control0 q_typed_reliable_context=6.201342 sequence=437.953367
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=226 node=N4367 type=control0 q_typed_reliable_context=5.914192 sequence=443.867560
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=227 node=N6581 type=observe q_typed_reliable_context=5.969390 sequence=449.836949
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=228 node=N4497 type=observe q_typed_reliable_context=4.462097 sequence=454.299046
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=229 node=N4532 type=control0 q_typed_reliable_context=4.075426 sequence=458.374472
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=230 node=N5439 type=observe q_typed_reliable_context=6.468046 sequence=464.842518
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=231 node=N2151 type=observe q_typed_reliable_context=5.926374 sequence=470.768892
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=232 node=N7432 type=observe q_typed_reliable_context=2.796534 sequence=473.565426
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=233 node=N4442 type=control0 q_typed_reliable_context=5.457458 sequence=479.022884
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=234 node=N5390 type=observe q_typed_reliable_context=5.947805 sequence=484.970689
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=235 node=N5202 type=observe q_typed_reliable_context=5.863261 sequence=490.833950
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=236 node=N6660 type=observe q_typed_reliable_context=6.739380 sequence=497.573330
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=237 node=N5373 type=observe q_typed_reliable_context=2.726250 sequence=500.299580
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=238 node=N1874 type=observe q_typed_reliable_context=5.405572 sequence=505.705152
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=239 node=N5334 type=observe q_typed_reliable_context=1.721909 sequence=507.427061
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=240 node=N6682 type=observe q_typed_reliable_context=1.871800 sequence=509.298861
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=241 node=N7380 type=observe q_typed_reliable_context=5.462073 sequence=514.760934
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=242 node=N4505 type=observe q_typed_reliable_context=3.409190 sequence=518.170124
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=243 node=N699 type=observe q_typed_reliable_context=4.038421 sequence=522.208545
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=244 node=N1351 type=observe q_typed_reliable_context=5.544162 sequence=527.752706
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=245 node=N719 type=observe q_typed_reliable_context=3.819421 sequence=531.572127
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=246 node=N708 type=observe q_typed_reliable_context=4.421370 sequence=535.993497
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=247 node=N734 type=observe q_typed_reliable_context=4.111352 sequence=540.104848
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=248 node=N2159 type=observe q_typed_reliable_context=4.170755 sequence=544.275603
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=249 node=N1951 type=observe q_typed_reliable_context=0.548571 sequence=544.824175
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=250 node=N4513 type=observe q_typed_reliable_context=3.630156 sequence=548.454331
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=251 node=N4469 type=control0 q_typed_reliable_context=2.581230 sequence=551.035561
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=252 node=N7720 type=control0 q_typed_reliable_context=5.837442 sequence=556.873003
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=253 node=N8235 type=control1 q_typed_reliable_context=6.005011 sequence=562.878015
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=254 node=N8234 type=control1 q_typed_reliable_context=6.970333 sequence=569.848348
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=255 node=N6677 type=observe q_typed_reliable_context=6.416330 sequence=576.264678
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=256 node=N7381 type=observe q_typed_reliable_context=5.730000 sequence=581.994678
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=257 node=N686 type=observe q_typed_reliable_context=6.054792 sequence=588.049470
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=258 node=N729 type=observe q_typed_reliable_context=5.054737 sequence=593.104207
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=259 node=N684 type=observe q_typed_reliable_context=5.161176 sequence=598.265383
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=260 node=N6688 type=observe q_typed_reliable_context=1.510558 sequence=599.775941
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=261 node=N4436 type=control0 q_typed_reliable_context=4.635964 sequence=604.411905
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=262 node=N764 type=observe q_typed_reliable_context=5.646597 sequence=610.058502
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=263 node=N7422 type=observe q_typed_reliable_context=5.217708 sequence=615.276211
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=264 node=N4338 type=control0 q_typed_reliable_context=2.530653 sequence=617.806863
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=265 node=N8783 type=control1 q_typed_reliable_context=5.381083 sequence=623.187946
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=266 node=N5665 type=control0 q_typed_reliable_context=6.034907 sequence=629.222853
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=267 node=N8233 type=control1 q_typed_reliable_context=6.291162 sequence=635.514015
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=268 node=N7512 type=observe q_typed_reliable_context=5.989200 sequence=641.503215
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=269 node=N763 type=observe q_typed_reliable_context=5.636738 sequence=647.139953
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=270 node=N4544 type=observe q_typed_reliable_context=5.675420 sequence=652.815374
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=271 node=N689 type=observe q_typed_reliable_context=4.234776 sequence=657.050149
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=272 node=N5671 type=control0 q_typed_reliable_context=6.320205 sequence=663.370354
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=273 node=N1854 type=observe q_typed_reliable_context=6.216915 sequence=669.587269
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=274 node=N6743 type=control1 q_typed_reliable_context=5.759464 sequence=675.346733
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=275 node=N8608 type=control1 q_typed_reliable_context=5.818529 sequence=681.165262
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=276 node=N2243 type=observe q_typed_reliable_context=5.405539 sequence=686.570801
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=277 node=N759 type=observe q_typed_reliable_context=4.349793 sequence=690.920594
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=278 node=N6741 type=control1 q_typed_reliable_context=5.096502 sequence=696.017096
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p002/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:04:31 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=193.38 plan_csv=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p002/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:04:31 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-adaptive-refine/m0.002] [eval iscas99__b15_1] {
[b15-r6-adaptive-refine/m0.002] [eval iscas99__b15_1]   "records": 2,
[b15-r6-adaptive-refine/m0.002] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p002/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-adaptive-refine/m0.002] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p002/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-adaptive-refine/m0.002] [eval iscas99__b15_1] }
[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:04:37 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12263000000000013 plan_sec=193.38 eval_sec=6.004 total_sec=199.4
[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:04:37 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12263000000000013 positives=1 negatives=0 elapsed=199.401
