[b15-r6-adaptive-refine/m0.00325] [gmean] 2026-07-21T11:04:56 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p00325
[b15-r6-adaptive-refine/m0.00325] [gmean] 2026-07-21T11:04:56 budgets=iscas99__b15_1:278
[b15-r6-adaptive-refine/m0.00325] [gmean] 2026-07-21T11:04:56 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive-refine/m0.00325] [gmean] 2026-07-21T11:04:56 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=170 node=N7402 type=observe q_typed_reliable_context=1.503845 sequence=281.806733
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=171 node=N7614 type=observe q_typed_reliable_context=1.144797 sequence=282.951530
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=172 node=N714 type=observe q_typed_reliable_context=1.956634 sequence=284.908164
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=173 node=N7385 type=observe q_typed_reliable_context=1.660591 sequence=286.568756
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=174 node=N723 type=observe q_typed_reliable_context=1.756652 sequence=288.325408
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=175 node=N2157 type=observe q_typed_reliable_context=1.935418 sequence=290.260825
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=176 node=N7681 type=observe q_typed_reliable_context=1.693911 sequence=291.954736
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=177 node=N4529 type=observe q_typed_reliable_context=1.363246 sequence=293.317982
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=178 node=N7473 type=control0 q_typed_reliable_context=1.337364 sequence=294.655346
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=179 node=N2721 type=control1 q_typed_reliable_context=1.152519 sequence=295.807865
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=180 node=N2952 type=control1 q_typed_reliable_context=1.141115 sequence=296.948980
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=181 node=N7873 type=control1 q_typed_reliable_context=1.683692 sequence=298.632672
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=182 node=N2837 type=control1 q_typed_reliable_context=1.732492 sequence=300.365164
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=183 node=N7442 type=control0 q_typed_reliable_context=1.260307 sequence=301.625471
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=184 node=N1949 type=observe q_typed_reliable_context=3.062380 sequence=304.687851
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=185 node=N6674 type=observe q_typed_reliable_context=1.750558 sequence=306.438409
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=186 node=N5873 type=observe q_typed_reliable_context=1.502562 sequence=307.940971
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=187 node=N5356 type=observe q_typed_reliable_context=2.036287 sequence=309.977257
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=188 node=N7401 type=observe q_typed_reliable_context=1.867182 sequence=311.844439
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=189 node=N715 type=observe q_typed_reliable_context=2.477543 sequence=314.321982
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=190 node=N725 type=observe q_typed_reliable_context=1.988512 sequence=316.310494
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=191 node=N703 type=observe q_typed_reliable_context=2.326418 sequence=318.636912
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=192 node=N6688 type=observe q_typed_reliable_context=1.262751 sequence=319.899663
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=193 node=N7542 type=control0 q_typed_reliable_context=0.920042 sequence=320.819705
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=194 node=N3067 type=control1 q_typed_reliable_context=1.441615 sequence=322.261321
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=195 node=N7405 type=observe q_typed_reliable_context=1.564517 sequence=323.825838
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=196 node=N6668 type=observe q_typed_reliable_context=1.157778 sequence=324.983615
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=197 node=N5473 type=observe q_typed_reliable_context=1.076918 sequence=326.060534
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=198 node=N705 type=observe q_typed_reliable_context=1.990512 sequence=328.051046
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=199 node=N8790 type=control1 q_typed_reliable_context=2.140455 sequence=330.191500
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=200 node=N7550 type=observe q_typed_reliable_context=2.433614 sequence=332.625114
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=201 node=N5725 type=observe q_typed_reliable_context=1.479059 sequence=334.104173
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=202 node=N8240 type=control1 q_typed_reliable_context=1.368085 sequence=335.472258
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=203 node=N4537 type=observe q_typed_reliable_context=3.118903 sequence=338.591161
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=204 node=N6573 type=observe q_typed_reliable_context=0.901665 sequence=339.492826
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=205 node=N3009 type=control1 q_typed_reliable_context=1.088386 sequence=340.581212
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=206 node=N7472 type=control0 q_typed_reliable_context=1.077478 sequence=341.658690
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=207 node=N2652 type=control1 q_typed_reliable_context=0.934846 sequence=342.593536
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=208 node=N2894 type=control1 q_typed_reliable_context=0.978054 sequence=343.571590
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=209 node=N706 type=observe q_typed_reliable_context=2.113019 sequence=345.684609
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=210 node=N8607 type=control1 q_typed_reliable_context=1.451739 sequence=347.136348
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=211 node=N8239 type=control1 q_typed_reliable_context=2.175565 sequence=349.311913
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=212 node=N8789 type=control1 q_typed_reliable_context=2.790247 sequence=352.102160
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=213 node=N8606 type=control1 q_typed_reliable_context=3.003629 sequence=355.105790
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=214 node=N8238 type=control1 q_typed_reliable_context=2.460807 sequence=357.566597
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=215 node=N8237 type=control1 q_typed_reliable_context=1.945818 sequence=359.512415
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=216 node=N902 type=control1 q_typed_reliable_context=2.060793 sequence=361.573208
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=217 node=N8605 type=control1 q_typed_reliable_context=1.853260 sequence=363.426467
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=218 node=N8236 type=control1 q_typed_reliable_context=1.689731 sequence=365.116198
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=219 node=N652 type=control1 q_typed_reliable_context=1.542699 sequence=366.658897
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=220 node=N515 type=control1 q_typed_reliable_context=1.189430 sequence=367.848326
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=221 node=N5439 type=observe q_typed_reliable_context=1.299023 sequence=369.147350
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=222 node=N679 type=observe q_typed_reliable_context=6.486421 sequence=375.633770
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=223 node=N5390 type=observe q_typed_reliable_context=6.983244 sequence=382.617015
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=224 node=N6660 type=observe q_typed_reliable_context=7.221524 sequence=389.838539
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=225 node=N4505 type=observe q_typed_reliable_context=5.331472 sequence=395.170011
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=226 node=N2151 type=observe q_typed_reliable_context=2.355286 sequence=397.525297
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=227 node=N5373 type=observe q_typed_reliable_context=6.848694 sequence=404.373990
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=228 node=N5422 type=observe q_typed_reliable_context=6.544822 sequence=410.918813
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=229 node=N7439 type=observe q_typed_reliable_context=5.730000 sequence=416.648813
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=230 node=N2779 type=control1 q_typed_reliable_context=1.060050 sequence=417.708863
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=231 node=N8235 type=control1 q_typed_reliable_context=4.274422 sequence=421.983285
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=232 node=N2181 type=observe q_typed_reliable_context=5.302188 sequence=427.285473
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=233 node=N1874 type=observe q_typed_reliable_context=5.512207 sequence=432.797681
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=234 node=N5334 type=observe q_typed_reliable_context=5.828484 sequence=438.626165
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=235 node=N6658 type=observe q_typed_reliable_context=6.031751 sequence=444.657916
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=236 node=N5202 type=observe q_typed_reliable_context=1.732001 sequence=446.389917
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=237 node=N719 type=observe q_typed_reliable_context=4.732791 sequence=451.122708
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=238 node=N7383 type=observe q_typed_reliable_context=5.400305 sequence=456.523013
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=239 node=N2072 type=observe q_typed_reliable_context=0.500166 sequence=457.023179
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=240 node=N4497 type=observe q_typed_reliable_context=0.637828 sequence=457.661008
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=241 node=N6952 type=observe q_typed_reliable_context=1.069700 sequence=458.730707
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=242 node=N5456 type=observe q_typed_reliable_context=0.682868 sequence=459.413575
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=243 node=N699 type=observe q_typed_reliable_context=0.896673 sequence=460.310249
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=244 node=N6681 type=observe q_typed_reliable_context=1.080301 sequence=461.390550
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=245 node=N734 type=observe q_typed_reliable_context=1.287654 sequence=462.678204
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=246 node=N708 type=observe q_typed_reliable_context=1.425620 sequence=464.103823
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=247 node=N7380 type=observe q_typed_reliable_context=1.410247 sequence=465.514070
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=248 node=N2159 type=observe q_typed_reliable_context=1.752612 sequence=467.266682
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=249 node=N4513 type=observe q_typed_reliable_context=1.208126 sequence=468.474808
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=250 node=N1351 type=observe q_typed_reliable_context=1.112343 sequence=469.587151
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=251 node=N531 type=observe q_typed_reliable_context=0.663184 sequence=470.250335
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=252 node=N533 type=observe q_typed_reliable_context=0.403021 sequence=470.653356
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=253 node=N535 type=observe q_typed_reliable_context=0.420921 sequence=471.074277
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=254 node=N537 type=observe q_typed_reliable_context=0.519717 sequence=471.593993
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=255 node=N539 type=observe q_typed_reliable_context=0.527744 sequence=472.121737
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=256 node=N541 type=observe q_typed_reliable_context=0.560646 sequence=472.682383
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=257 node=N543 type=observe q_typed_reliable_context=0.569427 sequence=473.251810
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=258 node=N545 type=observe q_typed_reliable_context=0.578826 sequence=473.830636
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=259 node=N6656 type=observe q_typed_reliable_context=0.860277 sequence=474.690913
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=260 node=N686 type=observe q_typed_reliable_context=0.867246 sequence=475.558159
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=261 node=N729 type=observe q_typed_reliable_context=1.006867 sequence=476.565026
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=262 node=N898 type=observe q_typed_reliable_context=1.029084 sequence=477.594110
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=263 node=N7381 type=observe q_typed_reliable_context=1.285422 sequence=478.879531
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=264 node=N684 type=observe q_typed_reliable_context=1.667470 sequence=480.547002
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=265 node=N8783 type=control1 q_typed_reliable_context=1.773830 sequence=482.320832
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=266 node=N4489 type=observe q_typed_reliable_context=0.700429 sequence=483.021260
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=267 node=N689 type=observe q_typed_reliable_context=1.853765 sequence=484.875025
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=268 node=N8233 type=control1 q_typed_reliable_context=1.687651 sequence=486.562676
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=269 node=N8234 type=control1 q_typed_reliable_context=2.003794 sequence=488.566470
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=270 node=N8608 type=control1 q_typed_reliable_context=2.161370 sequence=490.727840
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=271 node=N6593 type=control1 q_typed_reliable_context=1.708712 sequence=492.436552
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=272 node=N4460 type=control0 q_typed_reliable_context=0.807827 sequence=493.244379
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=273 node=N2358 type=control1 q_typed_reliable_context=1.616189 sequence=494.860568
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=274 node=N4442 type=control0 q_typed_reliable_context=1.039090 sequence=495.899659
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=275 node=N4532 type=control0 q_typed_reliable_context=1.209787 sequence=497.109445
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=276 node=N4421 type=control0 q_typed_reliable_context=7.094647 sequence=504.204092
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=277 node=N4469 type=control0 q_typed_reliable_context=6.848100 sequence=511.052192
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] [plan] step=278 node=N4436 type=control0 q_typed_reliable_context=6.356125 sequence=517.408317
[b15-r6-adaptive-refine/m0.00325] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p00325/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive-refine/m0.00325] [gmean] 2026-07-21T11:08:30 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=214.764 plan_csv=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p00325/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive-refine/m0.00325] [gmean] 2026-07-21T11:08:30 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-adaptive-refine/m0.00325] [eval iscas99__b15_1] {
[b15-r6-adaptive-refine/m0.00325] [eval iscas99__b15_1]   "records": 2,
[b15-r6-adaptive-refine/m0.00325] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p00325/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-adaptive-refine/m0.00325] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p00325/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-adaptive-refine/m0.00325] [eval iscas99__b15_1] }
[b15-r6-adaptive-refine/m0.00325] [gmean] 2026-07-21T11:08:37 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12295 plan_sec=214.764 eval_sec=6.831 total_sec=221.608
[b15-r6-adaptive-refine/m0.00325] [gmean] 2026-07-21T11:08:37 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12295 positives=1 negatives=0 elapsed=221.609
