[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:51:53 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p0005
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:51:53 budgets=iscas99__b15_1:278
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:51:53 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:51:53 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=155 node=N7628 type=observe q_typed_residual_context=0.893922 sequence=355.765670
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=156 node=N3410 type=control1 q_typed_residual_context=0.741552 sequence=356.507222
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=157 node=N5627 type=observe q_typed_residual_context=1.878355 sequence=358.385577
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=158 node=N7624 type=observe q_typed_residual_context=2.097667 sequence=360.483244
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=159 node=N4521 type=observe q_typed_residual_context=3.419692 sequence=363.902936
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=160 node=N6948 type=observe q_typed_residual_context=4.036669 sequence=367.939605
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=161 node=N7465 type=observe q_typed_residual_context=4.031134 sequence=371.970739
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=162 node=N5617 type=observe q_typed_residual_context=4.141077 sequence=376.111816
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=163 node=N2102 type=observe q_typed_residual_context=2.990981 sequence=379.102797
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=164 node=N5028 type=observe q_typed_residual_context=2.770893 sequence=381.873690
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=165 node=N7385 type=observe q_typed_residual_context=5.420636 sequence=387.294327
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=166 node=N6531 type=observe q_typed_residual_context=4.643717 sequence=391.938044
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=167 node=N705 type=observe q_typed_residual_context=4.819196 sequence=396.757239
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=168 node=N7855 type=control0 q_typed_residual_context=5.145762 sequence=401.903001
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=169 node=N7614 type=observe q_typed_residual_context=4.755755 sequence=406.658756
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=170 node=N3180 type=control1 q_typed_residual_context=0.901732 sequence=407.560488
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=171 node=N722 type=observe q_typed_residual_context=1.521039 sequence=409.081527
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=172 node=N5877 type=observe q_typed_residual_context=4.677268 sequence=413.758794
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=173 node=N712 type=observe q_typed_residual_context=2.457264 sequence=416.216058
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=174 node=N5740 type=observe q_typed_residual_context=3.868500 sequence=420.084558
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=175 node=N7436 type=observe q_typed_residual_context=4.701182 sequence=424.785740
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=176 node=N7681 type=observe q_typed_residual_context=1.473898 sequence=426.259638
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=177 node=N3467 type=control1 q_typed_residual_context=5.283166 sequence=431.542804
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=178 node=N4529 type=observe q_typed_residual_context=4.575103 sequence=436.117907
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=179 node=N2952 type=control1 q_typed_residual_context=0.796148 sequence=436.914055
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=180 node=N2721 type=control1 q_typed_residual_context=1.998582 sequence=438.912637
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=181 node=N2894 type=control1 q_typed_residual_context=2.958737 sequence=441.871374
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=182 node=N2652 type=control1 q_typed_residual_context=4.223100 sequence=446.094474
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=183 node=N2779 type=control1 q_typed_residual_context=3.674863 sequence=449.769338
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=184 node=N6688 type=observe q_typed_residual_context=3.094432 sequence=452.863770
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=185 node=N5077 type=observe q_typed_residual_context=3.100121 sequence=455.963891
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=186 node=N3009 type=control1 q_typed_residual_context=2.516971 sequence=458.480862
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=187 node=N8790 type=control1 q_typed_residual_context=3.481733 sequence=461.962595
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=188 node=N2837 type=control1 q_typed_residual_context=1.437317 sequence=463.399912
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=189 node=N8240 type=control1 q_typed_residual_context=2.463416 sequence=465.863329
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=190 node=N7453 type=observe q_typed_residual_context=0.758863 sequence=466.622192
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=191 node=N578 type=observe q_typed_residual_context=0.582432 sequence=467.204624
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=192 node=N7500 type=observe q_typed_residual_context=0.597906 sequence=467.802530
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=193 node=N8239 type=control1 q_typed_residual_context=1.169862 sequence=468.972392
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=194 node=N8789 type=control1 q_typed_residual_context=1.036007 sequence=470.008399
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=195 node=N8607 type=control1 q_typed_residual_context=1.146673 sequence=471.155072
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=196 node=N6673 type=observe q_typed_residual_context=1.462311 sequence=472.617383
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=197 node=N725 type=observe q_typed_residual_context=1.479906 sequence=474.097289
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=198 node=N714 type=observe q_typed_residual_context=1.639222 sequence=475.736511
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=199 node=N652 type=control1 q_typed_residual_context=1.500944 sequence=477.237455
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=200 node=N8238 type=control1 q_typed_residual_context=1.854155 sequence=479.091610
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=201 node=N8606 type=control1 q_typed_residual_context=1.725476 sequence=480.817086
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=202 node=N3067 type=control1 q_typed_residual_context=1.582490 sequence=482.399576
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=203 node=N8237 type=control1 q_typed_residual_context=1.783129 sequence=484.182705
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=204 node=N902 type=control1 q_typed_residual_context=2.010894 sequence=486.193599
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=205 node=N8605 type=control1 q_typed_residual_context=1.723739 sequence=487.917339
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=206 node=N5873 type=observe q_typed_residual_context=1.019221 sequence=488.936560
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=207 node=N8236 type=control1 q_typed_residual_context=1.800235 sequence=490.736794
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=208 node=N7405 type=observe q_typed_residual_context=0.971866 sequence=491.708661
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=209 node=N5473 type=observe q_typed_residual_context=1.208127 sequence=492.916787
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=210 node=N679 type=observe q_typed_residual_context=1.606745 sequence=494.523533
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=211 node=N7401 type=observe q_typed_residual_context=1.136255 sequence=495.659788
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=212 node=N6667 type=observe q_typed_residual_context=2.060001 sequence=497.719789
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=213 node=N1598 type=observe q_typed_residual_context=0.938349 sequence=498.658138
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=214 node=N6573 type=observe q_typed_residual_context=1.470569 sequence=500.128707
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=215 node=N5356 type=observe q_typed_residual_context=1.512766 sequence=501.641473
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=216 node=N715 type=observe q_typed_residual_context=1.788195 sequence=503.429668
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=217 node=N4489 type=observe q_typed_residual_context=1.285475 sequence=504.715143
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=218 node=N703 type=observe q_typed_residual_context=1.854826 sequence=506.569969
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=219 node=N5456 type=observe q_typed_residual_context=1.210641 sequence=507.780610
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=220 node=N5422 type=observe q_typed_residual_context=1.263828 sequence=509.044438
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=221 node=N706 type=observe q_typed_residual_context=1.658477 sequence=510.702915
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=222 node=N5879 type=observe q_typed_residual_context=3.119812 sequence=513.822728
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=223 node=N5725 type=observe q_typed_residual_context=1.602920 sequence=515.425648
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=224 node=N6581 type=observe q_typed_residual_context=1.689323 sequence=517.114971
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=225 node=N4513 type=observe q_typed_residual_context=1.381057 sequence=518.496027
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=226 node=N2151 type=observe q_typed_residual_context=1.596022 sequence=520.092049
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=227 node=N719 type=observe q_typed_residual_context=2.971213 sequence=523.063262
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=228 node=N7439 type=observe q_typed_residual_context=1.966363 sequence=525.029624
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=229 node=N4460 type=control0 q_typed_residual_context=1.575835 sequence=526.605460
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=230 node=N5439 type=observe q_typed_residual_context=1.945616 sequence=528.551076
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=231 node=N1874 type=observe q_typed_residual_context=2.377835 sequence=530.928911
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=232 node=N5334 type=observe q_typed_residual_context=1.694815 sequence=532.623727
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=233 node=N4359 type=control0 q_typed_residual_context=4.697711 sequence=537.321437
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=234 node=N6660 type=observe q_typed_residual_context=5.025779 sequence=542.347216
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=235 node=N734 type=observe q_typed_residual_context=5.822803 sequence=548.170019
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=236 node=N5202 type=observe q_typed_residual_context=1.715752 sequence=549.885771
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=237 node=N7380 type=observe q_typed_residual_context=2.358246 sequence=552.244017
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=238 node=N4505 type=observe q_typed_residual_context=2.374185 sequence=554.618201
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=239 node=N5390 type=observe q_typed_residual_context=1.701769 sequence=556.319970
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=240 node=N699 type=observe q_typed_residual_context=2.791991 sequence=559.111961
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=241 node=N4421 type=control0 q_typed_residual_context=4.978067 sequence=564.090029
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=242 node=N4532 type=control0 q_typed_residual_context=6.042469 sequence=570.132498
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=243 node=N4442 type=control0 q_typed_residual_context=4.250590 sequence=574.383087
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=244 node=N1949 type=observe q_typed_residual_context=3.108782 sequence=577.491869
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=245 node=N6932 type=observe q_typed_residual_context=5.936404 sequence=583.428273
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=246 node=N6656 type=observe q_typed_residual_context=2.954881 sequence=586.383154
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=247 node=N5373 type=observe q_typed_residual_context=5.508418 sequence=591.891571
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=248 node=N2181 type=observe q_typed_residual_context=5.040243 sequence=596.931815
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=249 node=N708 type=observe q_typed_residual_context=5.625991 sequence=602.557806
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=250 node=N2159 type=observe q_typed_residual_context=5.899058 sequence=608.456864
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=251 node=N4497 type=observe q_typed_residual_context=4.243064 sequence=612.699928
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=252 node=N7381 type=observe q_typed_residual_context=3.764050 sequence=616.463977
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=253 node=N765 type=observe q_typed_residual_context=4.050217 sequence=620.514194
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=254 node=N1351 type=observe q_typed_residual_context=5.366017 sequence=625.880212
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=255 node=N764 type=observe q_typed_residual_context=2.296615 sequence=628.176827
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=256 node=N686 type=observe q_typed_residual_context=4.978032 sequence=633.154859
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=257 node=N539 type=observe q_typed_residual_context=4.753383 sequence=637.908242
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=258 node=N729 type=observe q_typed_residual_context=5.385355 sequence=643.293598
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=259 node=N684 type=observe q_typed_residual_context=1.188229 sequence=644.481827
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=260 node=N8235 type=control1 q_typed_residual_context=5.836093 sequence=650.317920
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=261 node=N545 type=observe q_typed_residual_context=3.816482 sequence=654.134402
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=262 node=N515 type=control1 q_typed_residual_context=4.176517 sequence=658.310919
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=263 node=N7542 type=control0 q_typed_residual_context=6.646581 sequence=664.957499
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=264 node=N7720 type=control0 q_typed_residual_context=2.764558 sequence=667.722057
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=265 node=N6678 type=observe q_typed_residual_context=0.897135 sequence=668.619192
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=266 node=N8783 type=control1 q_typed_residual_context=6.263990 sequence=674.883182
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=267 node=N7433 type=observe q_typed_residual_context=2.076219 sequence=676.959401
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=268 node=N4537 type=observe q_typed_residual_context=5.201473 sequence=682.160873
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=269 node=N7512 type=observe q_typed_residual_context=0.507417 sequence=682.668291
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=270 node=N898 type=observe q_typed_residual_context=5.029882 sequence=687.698173
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=271 node=N763 type=observe q_typed_residual_context=6.284607 sequence=693.982780
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=272 node=N689 type=observe q_typed_residual_context=1.174660 sequence=695.157440
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=273 node=N756 type=observe q_typed_residual_context=5.691604 sequence=700.849044
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=274 node=N2271 type=observe q_typed_residual_context=1.477853 sequence=702.326897
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=275 node=N696 type=observe q_typed_residual_context=5.607581 sequence=707.934478
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=276 node=N2259 type=observe q_typed_residual_context=4.529079 sequence=712.463557
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=277 node=N7463 type=observe q_typed_residual_context=4.498655 sequence=716.962212
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=278 node=N8233 type=control1 q_typed_residual_context=5.059402 sequence=722.021614
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p0005/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:55:11 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=198.279 plan_csv=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p0005/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:55:11 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [eval iscas99__b15_1] {
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [eval iscas99__b15_1]   "records": 2,
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p0005/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p0005/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [eval iscas99__b15_1] }
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:55:17 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12584000000000006 plan_sec=198.279 eval_sec=6.045 total_sec=204.339
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:55:17 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12584000000000006 positives=1 negatives=0 elapsed=204.34
