[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:48:23 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p005
[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:48:23 budgets=iscas99__b15_1:278
[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:48:23 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:48:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=161 node=N722 type=observe q_typed_residual_context=3.671865 sequence=353.320718
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=162 node=N3467 type=control1 q_typed_residual_context=1.832002 sequence=355.152721
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=163 node=N2837 type=control1 q_typed_residual_context=3.068048 sequence=358.220768
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=164 node=N3009 type=control1 q_typed_residual_context=2.816886 sequence=361.037655
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=165 node=N7482 type=observe q_typed_residual_context=3.095720 sequence=364.133375
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=166 node=N2149 type=observe q_typed_residual_context=3.247686 sequence=367.381061
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=167 node=N7442 type=control0 q_typed_residual_context=5.211306 sequence=372.592367
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=168 node=N6674 type=observe q_typed_residual_context=4.436984 sequence=377.029351
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=169 node=N7873 type=control1 q_typed_residual_context=1.731941 sequence=378.761292
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=170 node=N2102 type=observe q_typed_residual_context=5.839938 sequence=384.601230
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=171 node=N3067 type=control1 q_typed_residual_context=5.785993 sequence=390.387223
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=172 node=N8790 type=control1 q_typed_residual_context=2.494357 sequence=392.881580
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=173 node=N8240 type=control1 q_typed_residual_context=3.356305 sequence=396.237884
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=174 node=N8789 type=control1 q_typed_residual_context=3.671688 sequence=399.909573
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=175 node=N8239 type=control1 q_typed_residual_context=3.958963 sequence=403.868536
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=176 node=N8607 type=control1 q_typed_residual_context=3.927977 sequence=407.796513
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=177 node=N4529 type=observe q_typed_residual_context=2.038601 sequence=409.835114
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=178 node=N5867 type=observe q_typed_residual_context=1.035223 sequence=410.870337
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=179 node=N2157 type=observe q_typed_residual_context=1.730733 sequence=412.601070
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=180 node=N7385 type=observe q_typed_residual_context=0.901588 sequence=413.502658
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=181 node=N5356 type=observe q_typed_residual_context=0.966815 sequence=414.469473
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=182 node=N5877 type=observe q_typed_residual_context=0.591304 sequence=415.060777
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=183 node=N7589 type=control1 q_typed_residual_context=2.100324 sequence=417.161102
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=184 node=N694 type=observe q_typed_residual_context=3.635215 sequence=420.796316
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=185 node=N652 type=control1 q_typed_residual_context=3.325538 sequence=424.121854
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=186 node=N8238 type=control1 q_typed_residual_context=5.738297 sequence=429.860151
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=187 node=N8606 type=control1 q_typed_residual_context=2.682447 sequence=432.542598
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=188 node=N7624 type=observe q_typed_residual_context=2.008268 sequence=434.550866
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=189 node=N8237 type=control1 q_typed_residual_context=3.480300 sequence=438.031166
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=190 node=N902 type=control1 q_typed_residual_context=5.315556 sequence=443.346722
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=191 node=N8605 type=control1 q_typed_residual_context=4.930430 sequence=448.277152
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=192 node=N7627 type=observe q_typed_residual_context=2.920099 sequence=451.197251
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=193 node=N8236 type=control1 q_typed_residual_context=3.367072 sequence=454.564324
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=194 node=N515 type=control1 q_typed_residual_context=4.990304 sequence=459.554628
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=195 node=N6534 type=observe q_typed_residual_context=5.416659 sequence=464.971287
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=196 node=N723 type=observe q_typed_residual_context=2.878224 sequence=467.849511
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=197 node=N712 type=observe q_typed_residual_context=4.984390 sequence=472.833901
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=198 node=N5873 type=observe q_typed_residual_context=3.735860 sequence=476.569761
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=199 node=N4460 type=control0 q_typed_residual_context=3.569927 sequence=480.139688
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=200 node=N7436 type=observe q_typed_residual_context=5.339672 sequence=485.479360
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=201 node=N4521 type=observe q_typed_residual_context=2.709044 sequence=488.188404
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=202 node=N725 type=observe q_typed_residual_context=2.413762 sequence=490.602167
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=203 node=N714 type=observe q_typed_residual_context=6.735341 sequence=497.337507
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=204 node=N5740 type=observe q_typed_residual_context=5.936378 sequence=503.273885
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=205 node=N7614 type=observe q_typed_residual_context=6.016380 sequence=509.290265
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=206 node=N715 type=observe q_typed_residual_context=3.311203 sequence=512.601467
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=207 node=N5726 type=control1 q_typed_residual_context=5.319268 sequence=517.920735
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=208 node=N4421 type=control0 q_typed_residual_context=5.507615 sequence=523.428350
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=209 node=N6948 type=observe q_typed_residual_context=5.459718 sequence=528.888068
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=210 node=N5617 type=observe q_typed_residual_context=2.903474 sequence=531.791541
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=211 node=N5627 type=observe q_typed_residual_context=1.630166 sequence=533.421707
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=212 node=N5879 type=observe q_typed_residual_context=1.654270 sequence=535.075977
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=213 node=N4359 type=control0 q_typed_residual_context=2.158273 sequence=537.234250
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=214 node=N7439 type=observe q_typed_residual_context=4.194979 sequence=541.429229
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=215 node=N4367 type=control0 q_typed_residual_context=2.086981 sequence=543.516210
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=216 node=N5473 type=observe q_typed_residual_context=3.628360 sequence=547.144570
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=217 node=N4532 type=control0 q_typed_residual_context=3.660490 sequence=550.805060
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=218 node=N7405 type=observe q_typed_residual_context=5.677573 sequence=556.482632
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=219 node=N6581 type=observe q_typed_residual_context=4.015769 sequence=560.498402
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=220 node=N703 type=observe q_typed_residual_context=2.631396 sequence=563.129798
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=221 node=N4442 type=control0 q_typed_residual_context=1.816236 sequence=564.946034
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=222 node=N4544 type=observe q_typed_residual_context=2.333763 sequence=567.279797
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=223 node=N6573 type=observe q_typed_residual_context=3.195849 sequence=570.475646
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=224 node=N706 type=observe q_typed_residual_context=2.746329 sequence=573.221975
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=225 node=N6736 type=control1 q_typed_residual_context=3.786902 sequence=577.008877
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=226 node=N8235 type=control1 q_typed_residual_context=3.600918 sequence=580.609795
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=227 node=N5390 type=observe q_typed_residual_context=1.838529 sequence=582.448324
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=228 node=N705 type=observe q_typed_residual_context=5.277450 sequence=587.725774
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=229 node=N5456 type=observe q_typed_residual_context=3.337259 sequence=591.063033
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=230 node=N8234 type=control1 q_typed_residual_context=6.114448 sequence=597.177481
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=231 node=N6660 type=observe q_typed_residual_context=3.349984 sequence=600.527465
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=232 node=N7401 type=observe q_typed_residual_context=1.316856 sequence=601.844321
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=233 node=N679 type=observe q_typed_residual_context=2.210454 sequence=604.054775
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=234 node=N5439 type=observe q_typed_residual_context=2.073790 sequence=606.128564
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=235 node=N7550 type=observe q_typed_residual_context=3.500461 sequence=609.629025
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=236 node=N4489 type=observe q_typed_residual_context=2.305819 sequence=611.934844
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=237 node=N5422 type=observe q_typed_residual_context=3.203378 sequence=615.138222
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=238 node=N2151 type=observe q_typed_residual_context=6.881705 sequence=622.019927
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=239 node=N4469 type=control0 q_typed_residual_context=2.133494 sequence=624.153422
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=240 node=N7720 type=control0 q_typed_residual_context=5.107315 sequence=629.260737
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=241 node=N8783 type=control1 q_typed_residual_context=7.191422 sequence=636.452159
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=242 node=N8233 type=control1 q_typed_residual_context=6.767210 sequence=643.219369
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=243 node=N6658 type=observe q_typed_residual_context=2.500915 sequence=645.720284
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=244 node=N5202 type=observe q_typed_residual_context=1.451777 sequence=647.172060
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=245 node=N719 type=observe q_typed_residual_context=3.654834 sequence=650.826894
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=246 node=N7380 type=observe q_typed_residual_context=2.513155 sequence=653.340050
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=247 node=N1874 type=observe q_typed_residual_context=1.465576 sequence=654.805625
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=248 node=N6743 type=control1 q_typed_residual_context=2.340689 sequence=657.146314
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=249 node=N8608 type=control1 q_typed_residual_context=5.005138 sequence=662.151452
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=250 node=N4436 type=control0 q_typed_residual_context=1.232450 sequence=663.383902
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=251 node=N4338 type=control0 q_typed_residual_context=6.414418 sequence=669.798320
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=252 node=N6741 type=control1 q_typed_residual_context=6.923140 sequence=676.721461
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=253 node=N1987 type=observe q_typed_residual_context=6.157752 sequence=682.879213
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=254 node=N4497 type=observe q_typed_residual_context=2.886211 sequence=685.765424
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=255 node=N5373 type=observe q_typed_residual_context=1.937905 sequence=687.703329
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=256 node=N5334 type=observe q_typed_residual_context=3.549906 sequence=691.253235
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=257 node=N6656 type=observe q_typed_residual_context=6.293230 sequence=697.546465
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=258 node=N754 type=observe q_typed_residual_context=0.876150 sequence=698.422616
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=259 node=N699 type=observe q_typed_residual_context=5.293830 sequence=703.716446
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=260 node=N734 type=observe q_typed_residual_context=6.041348 sequence=709.757793
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=261 node=N7383 type=observe q_typed_residual_context=6.875459 sequence=716.633252
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=262 node=N2159 type=observe q_typed_residual_context=5.034099 sequence=721.667351
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=263 node=N1351 type=observe q_typed_residual_context=6.098365 sequence=727.765716
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=264 node=N5715 type=control0 q_typed_residual_context=5.703441 sequence=733.469157
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=265 node=N5671 type=control0 q_typed_residual_context=2.841149 sequence=736.310306
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=266 node=N4879 type=control0 q_typed_residual_context=5.198370 sequence=741.508676
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=267 node=N4537 type=observe q_typed_residual_context=2.659888 sequence=744.168564
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=268 node=N5665 type=control0 q_typed_residual_context=1.635907 sequence=745.804470
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=269 node=N2348 type=control0 q_typed_residual_context=3.660450 sequence=749.464920
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=270 node=N6734 type=control1 q_typed_residual_context=2.263272 sequence=751.728192
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=271 node=N5727 type=control0 q_typed_residual_context=2.761472 sequence=754.489664
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=272 node=N1478 type=control0 q_typed_residual_context=1.998158 sequence=756.487822
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=273 node=N4391 type=control0 q_typed_residual_context=1.722670 sequence=758.210492
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=274 node=N3142 type=control0 q_typed_residual_context=1.672289 sequence=759.882781
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=275 node=N686 type=observe q_typed_residual_context=3.172856 sequence=763.055637
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=276 node=N3147 type=control0 q_typed_residual_context=2.527800 sequence=765.583437
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=277 node=N729 type=observe q_typed_residual_context=4.866674 sequence=770.450111
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=278 node=N1854 type=observe q_typed_residual_context=2.694497 sequence=773.144608
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p005/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:51:46 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=203.373 plan_csv=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p005/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:51:46 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-adaptive/incumbent/c64/range/0.005] [eval iscas99__b15_1] {
[b15-r6-adaptive/incumbent/c64/range/0.005] [eval iscas99__b15_1]   "records": 2,
[b15-r6-adaptive/incumbent/c64/range/0.005] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p005/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-adaptive/incumbent/c64/range/0.005] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p005/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-adaptive/incumbent/c64/range/0.005] [eval iscas99__b15_1] }
[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:51:52 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12185000000000001 plan_sec=203.373 eval_sec=6.26 total_sec=209.649
[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:51:52 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12185000000000001 positives=1 negatives=0 elapsed=209.65
