[b15-r6-adaptive/cone_toplist/c80/range/0.001] [gmean] 2026-07-21T10:55:45 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c80_range_m0p001
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [gmean] 2026-07-21T10:55:45 budgets=iscas99__b15_1:278
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [gmean] 2026-07-21T10:55:45 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c80__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [gmean] 2026-07-21T10:55:45 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=157 node=N7500 type=observe q_typed_residual_context=0.929897 sequence=266.170314
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=158 node=N642 type=control1 q_typed_residual_context=1.451117 sequence=267.621432
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=159 node=N7453 type=observe q_typed_residual_context=0.284413 sequence=267.905844
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=160 node=N5007 type=observe q_typed_residual_context=1.557748 sequence=269.463592
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=161 node=N7801 type=observe q_typed_residual_context=0.946077 sequence=270.409669
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=162 node=N7463 type=observe q_typed_residual_context=0.789065 sequence=271.198734
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=163 node=N5000 type=observe q_typed_residual_context=0.985230 sequence=272.183964
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=164 node=N3009 type=control1 q_typed_residual_context=0.634085 sequence=272.818049
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=165 node=N545 type=observe q_typed_residual_context=1.747889 sequence=274.565938
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=166 node=N7515 type=observe q_typed_residual_context=2.471467 sequence=277.037405
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=167 node=N893 type=control1 q_typed_residual_context=0.439639 sequence=277.477044
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=168 node=N791 type=observe q_typed_residual_context=1.286156 sequence=278.763199
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=169 node=N3067 type=control1 q_typed_residual_context=0.644370 sequence=279.407570
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=170 node=N7589 type=control1 q_typed_residual_context=1.191332 sequence=280.598902
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=171 node=N6666 type=observe q_typed_residual_context=0.382761 sequence=280.981663
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=172 node=N2191 type=observe q_typed_residual_context=1.552180 sequence=282.533843
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=173 node=N2193 type=observe q_typed_residual_context=1.660571 sequence=284.194414
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=174 node=N2952 type=control1 q_typed_residual_context=1.332238 sequence=285.526652
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=175 node=N7624 type=observe q_typed_residual_context=0.974793 sequence=286.501444
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=176 node=N1552 type=observe q_typed_residual_context=0.380460 sequence=286.881904
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=177 node=N2188 type=observe q_typed_residual_context=1.038374 sequence=287.920278
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=178 node=N7466 type=observe q_typed_residual_context=1.274284 sequence=289.194562
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=179 node=N2274 type=observe q_typed_residual_context=1.699608 sequence=290.894171
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=180 node=N8790 type=control1 q_typed_residual_context=1.150326 sequence=292.044497
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=181 node=N7677 type=observe q_typed_residual_context=0.209951 sequence=292.254448
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=182 node=N626 type=control1 q_typed_residual_context=0.312827 sequence=292.567274
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=183 node=N490 type=observe q_typed_residual_context=0.256483 sequence=292.823757
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=184 node=N8607 type=control1 q_typed_residual_context=1.017399 sequence=293.841156
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=185 node=N8240 type=control1 q_typed_residual_context=1.234658 sequence=295.075814
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=186 node=N8238 type=control1 q_typed_residual_context=1.290246 sequence=296.366061
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=187 node=N8789 type=control1 q_typed_residual_context=1.504489 sequence=297.870550
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=188 node=N5867 type=observe q_typed_residual_context=0.792925 sequence=298.663474
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=189 node=N8239 type=control1 q_typed_residual_context=1.014986 sequence=299.678460
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=190 node=N8237 type=control1 q_typed_residual_context=1.297167 sequence=300.975627
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=191 node=N7668 type=observe q_typed_residual_context=0.634297 sequence=301.609923
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=192 node=N902 type=control1 q_typed_residual_context=1.018673 sequence=302.628596
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=193 node=N8606 type=control1 q_typed_residual_context=0.946734 sequence=303.575330
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=194 node=N8236 type=control1 q_typed_residual_context=1.128513 sequence=304.703843
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=195 node=N8605 type=control1 q_typed_residual_context=1.354562 sequence=306.058405
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=196 node=N652 type=control1 q_typed_residual_context=1.244853 sequence=307.303257
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=197 node=N2894 type=control1 q_typed_residual_context=1.140902 sequence=308.444159
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=198 node=N2779 type=control1 q_typed_residual_context=1.209516 sequence=309.653675
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=199 node=N8235 type=control1 q_typed_residual_context=1.412096 sequence=311.065772
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=200 node=N2837 type=control1 q_typed_residual_context=1.363209 sequence=312.428980
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=201 node=N8234 type=control1 q_typed_residual_context=1.512027 sequence=313.941007
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=202 node=N7683 type=observe q_typed_residual_context=1.059158 sequence=315.000166
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=203 node=N6593 type=control1 q_typed_residual_context=1.444501 sequence=316.444666
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=204 node=N2721 type=control1 q_typed_residual_context=1.198753 sequence=317.643419
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=205 node=N8783 type=control1 q_typed_residual_context=1.407568 sequence=319.050986
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=206 node=N8233 type=control1 q_typed_residual_context=1.690987 sequence=320.741973
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=207 node=N2652 type=control1 q_typed_residual_context=2.280289 sequence=323.022262
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=208 node=N8608 type=control1 q_typed_residual_context=2.228921 sequence=325.251182
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=209 node=N4614 type=observe q_typed_residual_context=1.243779 sequence=326.494961
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=210 node=N7622 type=observe q_typed_residual_context=1.507280 sequence=328.002241
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=211 node=N7619 type=observe q_typed_residual_context=1.914657 sequence=329.916898
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=212 node=N4460 type=control0 q_typed_residual_context=1.664866 sequence=331.581764
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=213 node=N7674 type=observe q_typed_residual_context=1.016842 sequence=332.598606
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=214 node=N7617 type=observe q_typed_residual_context=1.215657 sequence=333.814263
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=215 node=N4421 type=control0 q_typed_residual_context=1.158237 sequence=334.972500
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=216 node=N7800 type=observe q_typed_residual_context=0.965035 sequence=335.937535
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=217 node=N7612 type=observe q_typed_residual_context=1.387007 sequence=337.324542
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=218 node=N4359 type=control0 q_typed_residual_context=1.010321 sequence=338.334863
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=219 node=N628 type=control1 q_typed_residual_context=0.963283 sequence=339.298146
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=220 node=N624 type=control1 q_typed_residual_context=0.811515 sequence=340.109661
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=221 node=N7855 type=control0 q_typed_residual_context=0.628056 sequence=340.737717
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=222 node=N7472 type=control0 q_typed_residual_context=0.451460 sequence=341.189177
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=223 node=N5726 type=control1 q_typed_residual_context=0.301430 sequence=341.490606
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=224 node=N2358 type=control1 q_typed_residual_context=0.409865 sequence=341.900471
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=225 node=N2276 type=control1 q_typed_residual_context=0.966315 sequence=342.866786
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=226 node=N546 type=observe q_typed_residual_context=0.319955 sequence=343.186742
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=227 node=N4367 type=control0 q_typed_residual_context=0.564883 sequence=343.751624
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=228 node=N544 type=observe q_typed_residual_context=0.271290 sequence=344.022914
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=229 node=N4532 type=control0 q_typed_residual_context=0.574862 sequence=344.597776
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=230 node=N543 type=observe q_typed_residual_context=0.382605 sequence=344.980381
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=231 node=N704 type=observe q_typed_residual_context=1.357920 sequence=346.338301
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=232 node=N4469 type=control0 q_typed_residual_context=0.339581 sequence=346.677882
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=233 node=N4442 type=control0 q_typed_residual_context=0.213320 sequence=346.891202
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=234 node=N542 type=observe q_typed_residual_context=0.416584 sequence=347.307785
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=235 node=N541 type=observe q_typed_residual_context=0.815427 sequence=348.123212
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=236 node=N7131 type=observe q_typed_residual_context=0.929959 sequence=349.053171
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=237 node=N7130 type=observe q_typed_residual_context=0.945995 sequence=349.999167
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=238 node=N7125 type=observe q_typed_residual_context=1.128839 sequence=351.128005
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=239 node=N7124 type=observe q_typed_residual_context=1.358732 sequence=352.486737
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=240 node=N7103 type=observe q_typed_residual_context=1.429448 sequence=353.916185
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=241 node=N841 type=observe q_typed_residual_context=1.506348 sequence=355.422533
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=242 node=N6664 type=observe q_typed_residual_context=1.453196 sequence=356.875729
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=243 node=N8405 type=observe q_typed_residual_context=0.793160 sequence=357.668889
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=244 node=N900 type=observe q_typed_residual_context=0.913539 sequence=358.582428
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=245 node=N789 type=observe q_typed_residual_context=0.950986 sequence=359.533414
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=246 node=N7669 type=observe q_typed_residual_context=0.816989 sequence=360.350403
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=247 node=N7100 type=observe q_typed_residual_context=0.734464 sequence=361.084867
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=248 node=N7939 type=observe q_typed_residual_context=1.036805 sequence=362.121672
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=249 node=N7942 type=observe q_typed_residual_context=1.058564 sequence=363.180236
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=250 node=N6730 type=control1 q_typed_residual_context=0.000065 sequence=363.180301
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=251 node=N7945 type=observe q_typed_residual_context=0.881260 sequence=364.061561
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=252 node=N6736 type=control1 q_typed_residual_context=0.039659 sequence=364.101220
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=253 node=N7948 type=observe q_typed_residual_context=0.923974 sequence=365.025194
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=254 node=N4879 type=control0 q_typed_residual_context=2.214320 sequence=367.239514
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=255 node=N6947 type=control0 q_typed_residual_context=0.713391 sequence=367.952905
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=256 node=N2348 type=control0 q_typed_residual_context=1.273724 sequence=369.226629
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=257 node=N1478 type=control0 q_typed_residual_context=1.642823 sequence=370.869451
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=258 node=N7464 type=observe q_typed_residual_context=1.244782 sequence=372.114233
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=259 node=N7954 type=observe q_typed_residual_context=0.862114 sequence=372.976347
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=260 node=N7957 type=observe q_typed_residual_context=1.004516 sequence=373.980863
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=261 node=N7960 type=observe q_typed_residual_context=0.971536 sequence=374.952400
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=262 node=N7963 type=observe q_typed_residual_context=0.995663 sequence=375.948062
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=263 node=N6741 type=control1 q_typed_residual_context=1.114733 sequence=377.062795
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=264 node=N6743 type=control1 q_typed_residual_context=0.933288 sequence=377.996084
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=265 node=N7966 type=observe q_typed_residual_context=1.200842 sequence=379.196926
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=266 node=N7969 type=observe q_typed_residual_context=1.100696 sequence=380.297621
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=267 node=N4338 type=control0 q_typed_residual_context=0.482168 sequence=380.779789
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=268 node=N540 type=observe q_typed_residual_context=1.326975 sequence=382.106764
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=269 node=N7876 type=control1 q_typed_residual_context=1.581206 sequence=383.687970
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=270 node=N7874 type=control1 q_typed_residual_context=2.533508 sequence=386.221478
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=271 node=N4436 type=control0 q_typed_residual_context=0.623925 sequence=386.845404
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=272 node=N7978 type=observe q_typed_residual_context=1.671000 sequence=388.516404
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=273 node=N7975 type=observe q_typed_residual_context=1.391195 sequence=389.907599
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=274 node=N618 type=observe q_typed_residual_context=1.657585 sequence=391.565184
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=275 node=N7878 type=control1 q_typed_residual_context=0.896746 sequence=392.461930
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=276 node=N7984 type=observe q_typed_residual_context=1.320565 sequence=393.782494
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=277 node=N7987 type=observe q_typed_residual_context=1.032306 sequence=394.814800
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] [plan] step=278 node=N7990 type=observe q_typed_residual_context=1.096446 sequence=395.911246
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c80_range_m0p001/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c80__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [gmean] 2026-07-21T11:00:06 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=261.824 plan_csv=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c80_range_m0p001/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c80__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [gmean] 2026-07-21T11:00:06 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [eval iscas99__b15_1] {
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [eval iscas99__b15_1]   "records": 2,
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c80_range_m0p001/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c80__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c80_range_m0p001/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c80__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [eval iscas99__b15_1] }
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [gmean] 2026-07-21T11:00:13 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.1015600000000001 plan_sec=261.824 eval_sec=6.468 total_sec=268.308
[b15-r6-adaptive/cone_toplist/c80/range/0.001] [gmean] 2026-07-21T11:00:13 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c80__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.1015600000000001 positives=1 negatives=0 elapsed=268.309
