[b15-r6-adaptive/incumbent/c64/iqr/0.002] [gmean] 2026-07-21T10:48:23 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_iqr_m0p002
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [gmean] 2026-07-21T10:48:23 budgets=iscas99__b15_1:278
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [gmean] 2026-07-21T10:48:23 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [gmean] 2026-07-21T10:48:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=157 node=N725 type=observe q_typed_residual_context=3.643932 sequence=294.845216
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=158 node=N2157 type=observe q_typed_residual_context=4.176871 sequence=299.022087
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=159 node=N4529 type=observe q_typed_residual_context=3.888781 sequence=302.910868
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=160 node=N5617 type=observe q_typed_residual_context=3.721202 sequence=306.632070
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=161 node=N2106 type=observe q_typed_residual_context=2.120901 sequence=308.752970
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=162 node=N3295 type=control1 q_typed_residual_context=1.349936 sequence=310.102907
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=163 node=N3180 type=control1 q_typed_residual_context=1.792871 sequence=311.895778
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=164 node=N3467 type=control1 q_typed_residual_context=1.728348 sequence=313.624126
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=165 node=N2652 type=control1 q_typed_residual_context=1.396873 sequence=315.020999
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=166 node=N2721 type=control1 q_typed_residual_context=1.088181 sequence=316.109180
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=167 node=N2894 type=control1 q_typed_residual_context=1.007854 sequence=317.117035
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=168 node=N2952 type=control1 q_typed_residual_context=1.000817 sequence=318.117852
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=169 node=N2779 type=control1 q_typed_residual_context=0.889842 sequence=319.007694
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=170 node=N6534 type=observe q_typed_residual_context=0.821503 sequence=319.829197
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=171 node=N7453 type=observe q_typed_residual_context=0.856303 sequence=320.685500
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=172 node=N7500 type=observe q_typed_residual_context=0.982685 sequence=321.668185
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=173 node=N578 type=observe q_typed_residual_context=1.230515 sequence=322.898700
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=174 node=N7401 type=observe q_typed_residual_context=1.578568 sequence=324.477268
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=175 node=N5738 type=observe q_typed_residual_context=1.134933 sequence=325.612201
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=176 node=N2102 type=observe q_typed_residual_context=1.095132 sequence=326.707334
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=177 node=N1688 type=observe q_typed_residual_context=0.593732 sequence=327.301065
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=178 node=N7614 type=observe q_typed_residual_context=1.006634 sequence=328.307699
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=179 node=N714 type=observe q_typed_residual_context=1.152093 sequence=329.459792
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=180 node=N7385 type=observe q_typed_residual_context=0.971306 sequence=330.431098
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=181 node=N5356 type=observe q_typed_residual_context=0.923593 sequence=331.354691
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=182 node=N7681 type=observe q_typed_residual_context=0.896632 sequence=332.251324
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=183 node=N6688 type=observe q_typed_residual_context=0.455376 sequence=332.706699
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=184 node=N5879 type=observe q_typed_residual_context=1.568331 sequence=334.275030
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=185 node=N6677 type=observe q_typed_residual_context=0.750765 sequence=335.025796
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=186 node=N4521 type=observe q_typed_residual_context=1.178395 sequence=336.204190
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=187 node=N5028 type=observe q_typed_residual_context=0.708214 sequence=336.912404
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=188 node=N5873 type=observe q_typed_residual_context=1.459111 sequence=338.371515
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=189 node=N5740 type=observe q_typed_residual_context=1.047382 sequence=339.418896
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=190 node=N771 type=observe q_typed_residual_context=0.694005 sequence=340.112902
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=191 node=N5877 type=observe q_typed_residual_context=1.082789 sequence=341.195691
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=192 node=N703 type=observe q_typed_residual_context=1.500113 sequence=342.695803
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=193 node=N1949 type=observe q_typed_residual_context=0.708224 sequence=343.404027
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=194 node=N5473 type=observe q_typed_residual_context=1.096640 sequence=344.500667
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=195 node=N2181 type=observe q_typed_residual_context=0.711441 sequence=345.212108
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=196 node=N712 type=observe q_typed_residual_context=1.275930 sequence=346.488038
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=197 node=N6673 type=observe q_typed_residual_context=1.952366 sequence=348.440404
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=198 node=N722 type=observe q_typed_residual_context=1.447239 sequence=349.887643
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=199 node=N705 type=observe q_typed_residual_context=1.291602 sequence=351.179245
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=200 node=N7404 type=observe q_typed_residual_context=1.208006 sequence=352.387252
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=201 node=N7550 type=observe q_typed_residual_context=1.412277 sequence=353.799529
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=202 node=N3067 type=control1 q_typed_residual_context=1.229984 sequence=355.029513
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=203 node=N8790 type=control1 q_typed_residual_context=1.602541 sequence=356.632054
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=204 node=N8240 type=control1 q_typed_residual_context=2.104117 sequence=358.736170
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=205 node=N8789 type=control1 q_typed_residual_context=2.307070 sequence=361.043240
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=206 node=N3009 type=control1 q_typed_residual_context=1.348278 sequence=362.391518
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=207 node=N8607 type=control1 q_typed_residual_context=2.018509 sequence=364.410027
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=208 node=N752 type=observe q_typed_residual_context=0.853299 sequence=365.263326
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=209 node=N758 type=observe q_typed_residual_context=0.566711 sequence=365.830037
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=210 node=N8239 type=control1 q_typed_residual_context=1.394032 sequence=367.224069
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=211 node=N4489 type=observe q_typed_residual_context=1.096168 sequence=368.320237
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=212 node=N7512 type=control1 q_typed_residual_context=1.930556 sequence=370.250793
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=213 node=N652 type=control1 q_typed_residual_context=2.799477 sequence=373.050270
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=214 node=N5725 type=observe q_typed_residual_context=2.970866 sequence=376.021136
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=215 node=N8238 type=control1 q_typed_residual_context=3.127194 sequence=379.148330
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=216 node=N8606 type=control1 q_typed_residual_context=5.858711 sequence=385.007042
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=217 node=N8237 type=control1 q_typed_residual_context=5.928171 sequence=390.935212
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=218 node=N902 type=control1 q_typed_residual_context=5.429152 sequence=396.364364
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=219 node=N8605 type=control1 q_typed_residual_context=5.647517 sequence=402.011881
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=220 node=N2837 type=control1 q_typed_residual_context=3.005968 sequence=405.017849
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=221 node=N8236 type=control1 q_typed_residual_context=3.433099 sequence=408.450948
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=222 node=N5456 type=observe q_typed_residual_context=1.607005 sequence=410.057953
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=223 node=N5334 type=observe q_typed_residual_context=2.321220 sequence=412.379173
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=224 node=N7439 type=observe q_typed_residual_context=2.883578 sequence=415.262751
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=225 node=N7442 type=control0 q_typed_residual_context=1.944434 sequence=417.207185
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=226 node=N5439 type=observe q_typed_residual_context=1.247519 sequence=418.454703
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=227 node=N5283 type=observe q_typed_residual_context=2.384705 sequence=420.839408
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=228 node=N4513 type=observe q_typed_residual_context=3.553020 sequence=424.392429
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=229 node=N5422 type=observe q_typed_residual_context=2.080971 sequence=426.473400
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=230 node=N1598 type=observe q_typed_residual_context=2.342818 sequence=428.816218
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=231 node=N2159 type=observe q_typed_residual_context=3.231671 sequence=432.047888
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=232 node=N7380 type=observe q_typed_residual_context=2.898505 sequence=434.946393
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=233 node=N1874 type=observe q_typed_residual_context=5.481884 sequence=440.428277
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=234 node=N2151 type=observe q_typed_residual_context=2.314970 sequence=442.743247
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=235 node=N1351 type=observe q_typed_residual_context=1.453070 sequence=444.196317
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=236 node=N5390 type=observe q_typed_residual_context=1.773455 sequence=445.969773
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=237 node=N699 type=observe q_typed_residual_context=2.281843 sequence=448.251615
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=238 node=N715 type=observe q_typed_residual_context=1.011596 sequence=449.263212
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=239 node=N6952 type=observe q_typed_residual_context=1.498539 sequence=450.761751
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=240 node=N7432 type=observe q_typed_residual_context=3.564940 sequence=454.326691
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=241 node=N4551 type=observe q_typed_residual_context=4.819551 sequence=459.146241
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=242 node=N5373 type=observe q_typed_residual_context=3.138903 sequence=462.285144
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=243 node=N6667 type=observe q_typed_residual_context=6.008270 sequence=468.293415
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=244 node=N7855 type=control0 q_typed_residual_context=1.747378 sequence=470.040793
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=245 node=N679 type=observe q_typed_residual_context=6.106945 sequence=476.147738
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=246 node=N8235 type=control1 q_typed_residual_context=1.985294 sequence=478.133032
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=247 node=N6668 type=observe q_typed_residual_context=3.890295 sequence=482.023327
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=248 node=N1854 type=observe q_typed_residual_context=1.544723 sequence=483.568050
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=249 node=N7381 type=observe q_typed_residual_context=4.937132 sequence=488.505181
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=250 node=N686 type=observe q_typed_residual_context=4.053089 sequence=492.558270
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=251 node=N531 type=observe q_typed_residual_context=2.652614 sequence=495.210884
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=252 node=N533 type=observe q_typed_residual_context=4.419345 sequence=499.630229
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=253 node=N535 type=observe q_typed_residual_context=5.777376 sequence=505.407605
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=254 node=N719 type=observe q_typed_residual_context=7.408468 sequence=512.816073
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=255 node=N706 type=observe q_typed_residual_context=2.558489 sequence=515.374562
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=256 node=N734 type=observe q_typed_residual_context=1.387309 sequence=516.761871
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=257 node=N2008 type=observe q_typed_residual_context=1.031487 sequence=517.793358
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=258 node=N8234 type=control1 q_typed_residual_context=3.776559 sequence=521.569917
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=259 node=N708 type=observe q_typed_residual_context=5.553509 sequence=527.123426
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=260 node=N6678 type=observe q_typed_residual_context=2.453200 sequence=529.576626
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=261 node=N729 type=observe q_typed_residual_context=6.719535 sequence=536.296161
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=262 node=N545 type=observe q_typed_residual_context=2.442346 sequence=538.738507
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=263 node=N6593 type=control1 q_typed_residual_context=5.668560 sequence=544.407067
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=264 node=N898 type=observe q_typed_residual_context=4.154671 sequence=548.561738
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=265 node=N4537 type=observe q_typed_residual_context=5.071551 sequence=553.633289
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=266 node=N8783 type=control1 q_typed_residual_context=3.537756 sequence=557.171045
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=267 node=N695 type=observe q_typed_residual_context=6.858409 sequence=564.029453
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=268 node=N2259 type=observe q_typed_residual_context=5.475841 sequence=569.505294
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=269 node=N684 type=observe q_typed_residual_context=6.949139 sequence=576.454433
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=270 node=N7444 type=observe q_typed_residual_context=2.505719 sequence=578.960152
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=271 node=N6660 type=observe q_typed_residual_context=2.886517 sequence=581.846669
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=272 node=N8233 type=control1 q_typed_residual_context=7.001944 sequence=588.848613
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=273 node=N2271 type=observe q_typed_residual_context=5.992541 sequence=594.841154
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=274 node=N543 type=observe q_typed_residual_context=6.333559 sequence=601.174712
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=275 node=N541 type=observe q_typed_residual_context=6.069720 sequence=607.244432
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=276 node=N689 type=observe q_typed_residual_context=6.647387 sequence=613.891819
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=277 node=N4505 type=observe q_typed_residual_context=4.766799 sequence=618.658618
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] [plan] step=278 node=N2267 type=observe q_typed_residual_context=2.112621 sequence=620.771239
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_iqr_m0p002/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [gmean] 2026-07-21T10:51:29 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=186.71 plan_csv=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_iqr_m0p002/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [gmean] 2026-07-21T10:51:29 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [eval iscas99__b15_1] {
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [eval iscas99__b15_1]   "records": 2,
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_iqr_m0p002/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_iqr_m0p002/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [eval iscas99__b15_1] }
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [gmean] 2026-07-21T10:51:35 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12302000000000013 plan_sec=186.71 eval_sec=5.949 total_sec=192.674
[b15-r6-adaptive/incumbent/c64/iqr/0.002] [gmean] 2026-07-21T10:51:35 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12302000000000013 positives=1 negatives=0 elapsed=192.675
