[b15-r6-adaptive/incumbent/c64/range/0.003] [gmean] 2026-07-21T10:48:23 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p003
[b15-r6-adaptive/incumbent/c64/range/0.003] [gmean] 2026-07-21T10:48:23 budgets=iscas99__b15_1:278
[b15-r6-adaptive/incumbent/c64/range/0.003] [gmean] 2026-07-21T10:48:23 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/incumbent/c64/range/0.003] [gmean] 2026-07-21T10:48:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=161 node=N7465 type=observe q_typed_residual_context=1.892191 sequence=308.436637
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=162 node=N723 type=observe q_typed_residual_context=2.911312 sequence=311.347949
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=163 node=N7482 type=observe q_typed_residual_context=0.917551 sequence=312.265499
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=164 node=N2149 type=observe q_typed_residual_context=1.410093 sequence=313.675592
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=165 node=N7442 type=control0 q_typed_residual_context=1.455872 sequence=315.131465
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=166 node=N2102 type=observe q_typed_residual_context=2.171358 sequence=317.302823
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=167 node=N6948 type=observe q_typed_residual_context=0.838577 sequence=318.141399
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=168 node=N5627 type=observe q_typed_residual_context=0.741791 sequence=318.883191
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=169 node=N771 type=observe q_typed_residual_context=0.108392 sequence=318.991583
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=170 node=N5617 type=observe q_typed_residual_context=1.941311 sequence=320.932894
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=171 node=N4529 type=observe q_typed_residual_context=1.897127 sequence=322.830021
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=172 node=N7385 type=observe q_typed_residual_context=2.405493 sequence=325.235514
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=173 node=N6673 type=observe q_typed_residual_context=2.377809 sequence=327.613323
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=174 node=N679 type=observe q_typed_residual_context=1.957553 sequence=329.570876
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=175 node=N7614 type=observe q_typed_residual_context=1.305923 sequence=330.876799
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=176 node=N7473 type=control0 q_typed_residual_context=3.119216 sequence=333.996015
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=177 node=N2106 type=observe q_typed_residual_context=1.814221 sequence=335.810235
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=178 node=N5877 type=observe q_typed_residual_context=1.364674 sequence=337.174909
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=179 node=N694 type=observe q_typed_residual_context=2.925825 sequence=340.100734
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=180 node=N2779 type=control1 q_typed_residual_context=1.600170 sequence=341.700904
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=181 node=N7436 type=observe q_typed_residual_context=1.659655 sequence=343.360559
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=182 node=N6531 type=observe q_typed_residual_context=0.963417 sequence=344.323976
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=183 node=N5356 type=observe q_typed_residual_context=0.914955 sequence=345.238931
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=184 node=N4521 type=observe q_typed_residual_context=0.405747 sequence=345.644677
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=185 node=N712 type=observe q_typed_residual_context=2.210915 sequence=347.855592
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=186 node=N725 type=observe q_typed_residual_context=2.147014 sequence=350.002606
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=187 node=N714 type=observe q_typed_residual_context=3.737649 sequence=353.740255
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=188 node=N5873 type=observe q_typed_residual_context=3.575815 sequence=357.316070
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=189 node=N7627 type=observe q_typed_residual_context=2.389379 sequence=359.705449
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=190 node=N5740 type=observe q_typed_residual_context=1.676783 sequence=361.382232
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=191 node=N715 type=observe q_typed_residual_context=2.102648 sequence=363.484880
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=192 node=N3067 type=control1 q_typed_residual_context=0.699442 sequence=364.184322
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=193 node=N8790 type=control1 q_typed_residual_context=1.616474 sequence=365.800796
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=194 node=N8240 type=control1 q_typed_residual_context=1.836744 sequence=367.637540
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=195 node=N3009 type=control1 q_typed_residual_context=1.402713 sequence=369.040253
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=196 node=N8789 type=control1 q_typed_residual_context=1.797764 sequence=370.838017
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=197 node=N8239 type=control1 q_typed_residual_context=2.171642 sequence=373.009658
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=198 node=N8607 type=control1 q_typed_residual_context=2.403522 sequence=375.413180
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=199 node=N2837 type=control1 q_typed_residual_context=1.536618 sequence=376.949798
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=200 node=N652 type=control1 q_typed_residual_context=1.625737 sequence=378.575535
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=201 node=N8238 type=control1 q_typed_residual_context=1.909719 sequence=380.485254
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=202 node=N7855 type=control0 q_typed_residual_context=1.136763 sequence=381.622016
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=203 node=N8606 type=control1 q_typed_residual_context=1.523566 sequence=383.145582
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=204 node=N8237 type=control1 q_typed_residual_context=2.415621 sequence=385.561203
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=205 node=N902 type=control1 q_typed_residual_context=2.438319 sequence=387.999523
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=206 node=N8605 type=control1 q_typed_residual_context=2.448546 sequence=390.448069
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=207 node=N8236 type=control1 q_typed_residual_context=2.468479 sequence=392.916548
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=208 node=N515 type=control1 q_typed_residual_context=3.890686 sequence=396.807233
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=209 node=N7405 type=observe q_typed_residual_context=3.485671 sequence=400.292905
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=210 node=N7513 type=control1 q_typed_residual_context=1.123818 sequence=401.416722
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=211 node=N7542 type=control0 q_typed_residual_context=1.513325 sequence=402.930048
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=212 node=N8235 type=control1 q_typed_residual_context=2.561000 sequence=405.491048
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=213 node=N5879 type=observe q_typed_residual_context=1.371824 sequence=406.862871
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=214 node=N6667 type=observe q_typed_residual_context=1.469683 sequence=408.332554
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=215 node=N7401 type=observe q_typed_residual_context=0.644256 sequence=408.976810
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=216 node=N5473 type=observe q_typed_residual_context=0.914541 sequence=409.891351
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=217 node=N706 type=observe q_typed_residual_context=0.837564 sequence=410.728915
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=218 node=N4513 type=observe q_typed_residual_context=1.597541 sequence=412.326456
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=219 node=N703 type=observe q_typed_residual_context=1.203517 sequence=413.529973
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=220 node=N5422 type=observe q_typed_residual_context=1.452919 sequence=414.982892
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=221 node=N705 type=observe q_typed_residual_context=2.511348 sequence=417.494240
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=222 node=N5725 type=observe q_typed_residual_context=2.698955 sequence=420.193195
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=223 node=N8234 type=control1 q_typed_residual_context=1.298645 sequence=421.491840
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=224 node=N5456 type=observe q_typed_residual_context=0.758805 sequence=422.250645
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=225 node=N2181 type=observe q_typed_residual_context=1.376261 sequence=423.626905
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=226 node=N6581 type=observe q_typed_residual_context=1.365340 sequence=424.992246
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=227 node=N5439 type=observe q_typed_residual_context=1.378930 sequence=426.371176
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=228 node=N4497 type=observe q_typed_residual_context=1.373031 sequence=427.744207
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=229 node=N7550 type=observe q_typed_residual_context=2.522118 sequence=430.266325
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=230 node=N2151 type=observe q_typed_residual_context=3.218746 sequence=433.485072
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=231 node=N7404 type=observe q_typed_residual_context=2.221001 sequence=435.706073
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=232 node=N6593 type=control1 q_typed_residual_context=1.389006 sequence=437.095079
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=233 node=N8783 type=control1 q_typed_residual_context=1.836513 sequence=438.931593
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=234 node=N8233 type=control1 q_typed_residual_context=2.698526 sequence=441.630118
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=235 node=N5390 type=observe q_typed_residual_context=1.887982 sequence=443.518100
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=236 node=N6660 type=observe q_typed_residual_context=1.730093 sequence=445.248193
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=237 node=N5334 type=observe q_typed_residual_context=1.418520 sequence=446.666713
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=238 node=N5373 type=observe q_typed_residual_context=1.086254 sequence=447.752966
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=239 node=N7439 type=observe q_typed_residual_context=1.152977 sequence=448.905944
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=240 node=N1874 type=observe q_typed_residual_context=1.343096 sequence=450.249040
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=241 node=N699 type=observe q_typed_residual_context=1.698291 sequence=451.947330
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=242 node=N4505 type=observe q_typed_residual_context=1.279043 sequence=453.226373
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=243 node=N719 type=observe q_typed_residual_context=1.895109 sequence=455.121482
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=244 node=N708 type=observe q_typed_residual_context=2.532881 sequence=457.654363
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=245 node=N8608 type=control1 q_typed_residual_context=3.095258 sequence=460.749621
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=246 node=N4460 type=control0 q_typed_residual_context=1.564715 sequence=462.314335
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=247 node=N1951 type=observe q_typed_residual_context=5.794786 sequence=468.109121
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=248 node=N6656 type=observe q_typed_residual_context=4.923187 sequence=473.032308
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=249 node=N734 type=observe q_typed_residual_context=5.580506 sequence=478.612814
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=250 node=N7380 type=observe q_typed_residual_context=5.955405 sequence=484.568219
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=251 node=N686 type=observe q_typed_residual_context=2.420512 sequence=486.988731
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=252 node=N6932 type=observe q_typed_residual_context=1.671699 sequence=488.660430
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=253 node=N2159 type=observe q_typed_residual_context=2.577019 sequence=491.237449
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=254 node=N4489 type=observe q_typed_residual_context=1.945162 sequence=493.182611
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=255 node=N6658 type=observe q_typed_residual_context=6.214054 sequence=499.396665
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=256 node=N1351 type=observe q_typed_residual_context=2.886594 sequence=502.283260
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=257 node=N7383 type=observe q_typed_residual_context=5.116185 sequence=507.399445
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=258 node=N684 type=observe q_typed_residual_context=1.897463 sequence=509.296908
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=259 node=N1688 type=observe q_typed_residual_context=0.872941 sequence=510.169849
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=260 node=N6741 type=control1 q_typed_residual_context=0.747443 sequence=510.917292
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=261 node=N2358 type=control1 q_typed_residual_context=0.805209 sequence=511.722502
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=262 node=N6743 type=control1 q_typed_residual_context=0.620294 sequence=512.342796
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=263 node=N1598 type=observe q_typed_residual_context=0.799360 sequence=513.142156
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=264 node=N1854 type=observe q_typed_residual_context=0.850194 sequence=513.992350
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=265 node=N7472 type=control0 q_typed_residual_context=1.021879 sequence=515.014229
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=266 node=N6688 type=observe q_typed_residual_context=1.156938 sequence=516.171167
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=267 node=N6678 type=observe q_typed_residual_context=1.089531 sequence=517.260698
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=268 node=N729 type=observe q_typed_residual_context=0.961330 sequence=518.222028
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=269 node=N689 type=observe q_typed_residual_context=2.244324 sequence=520.466352
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=270 node=N765 type=observe q_typed_residual_context=0.423245 sequence=520.889597
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=271 node=N4367 type=control0 q_typed_residual_context=0.783588 sequence=521.673185
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=272 node=N2008 type=observe q_typed_residual_context=2.052863 sequence=523.726048
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=273 node=N764 type=observe q_typed_residual_context=0.753847 sequence=524.479895
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=274 node=N695 type=observe q_typed_residual_context=1.315293 sequence=525.795188
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=275 node=N758 type=observe q_typed_residual_context=0.505903 sequence=526.301091
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=276 node=N2243 type=observe q_typed_residual_context=1.348369 sequence=527.649460
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=277 node=N898 type=observe q_typed_residual_context=0.781299 sequence=528.430759
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] [plan] step=278 node=N7381 type=observe q_typed_residual_context=1.369193 sequence=529.799952
[b15-r6-adaptive/incumbent/c64/range/0.003] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p003/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/incumbent/c64/range/0.003] [gmean] 2026-07-21T10:51:28 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=184.971 plan_csv=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p003/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/incumbent/c64/range/0.003] [gmean] 2026-07-21T10:51:28 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-adaptive/incumbent/c64/range/0.003] [eval iscas99__b15_1] {
[b15-r6-adaptive/incumbent/c64/range/0.003] [eval iscas99__b15_1]   "records": 2,
[b15-r6-adaptive/incumbent/c64/range/0.003] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p003/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-adaptive/incumbent/c64/range/0.003] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p003/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-adaptive/incumbent/c64/range/0.003] [eval iscas99__b15_1] }
[b15-r6-adaptive/incumbent/c64/range/0.003] [gmean] 2026-07-21T10:51:35 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12411000000000005 plan_sec=184.971 eval_sec=7.377 total_sec=192.357
[b15-r6-adaptive/incumbent/c64/range/0.003] [gmean] 2026-07-21T10:51:35 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12411000000000005 positives=1 negatives=0 elapsed=192.357
