[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:51:53 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p005
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:51:53 budgets=iscas99__b15_1:278
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:51:53 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:51:53 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=157 node=N7482 type=observe q_typed_residual_context=5.120033 sequence=261.291775
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=158 node=N5867 type=observe q_typed_residual_context=2.045876 sequence=263.337652
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=159 node=N2157 type=observe q_typed_residual_context=2.602261 sequence=265.939913
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=160 node=N5617 type=observe q_typed_residual_context=3.559944 sequence=269.499857
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=161 node=N4521 type=observe q_typed_residual_context=2.286022 sequence=271.785879
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=162 node=N5627 type=observe q_typed_residual_context=3.241348 sequence=275.027227
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=163 node=N6948 type=observe q_typed_residual_context=2.531361 sequence=277.558588
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=164 node=N6531 type=observe q_typed_residual_context=2.045417 sequence=279.604005
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=165 node=N578 type=observe q_typed_residual_context=1.532676 sequence=281.136681
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=166 node=N725 type=observe q_typed_residual_context=2.075210 sequence=283.211891
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=167 node=N2149 type=observe q_typed_residual_context=2.383170 sequence=285.595061
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=168 node=N7402 type=observe q_typed_residual_context=3.087176 sequence=288.682237
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=169 node=N722 type=observe q_typed_residual_context=3.458678 sequence=292.140914
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=170 node=N712 type=observe q_typed_residual_context=3.009480 sequence=295.150394
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=171 node=N5878 type=observe q_typed_residual_context=2.322731 sequence=297.473125
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=172 node=N7627 type=observe q_typed_residual_context=2.181150 sequence=299.654275
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=173 node=N5740 type=observe q_typed_residual_context=2.287297 sequence=301.941572
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=174 node=N7436 type=observe q_typed_residual_context=2.650321 sequence=304.591894
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=175 node=N7473 type=control0 q_typed_residual_context=1.900647 sequence=306.492541
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=176 node=N4529 type=observe q_typed_residual_context=2.463050 sequence=308.955591
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=177 node=N2952 type=control1 q_typed_residual_context=0.772642 sequence=309.728233
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=178 node=N2721 type=control1 q_typed_residual_context=0.905513 sequence=310.633746
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=179 node=N7873 type=control1 q_typed_residual_context=0.860475 sequence=311.494221
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=180 node=N2837 type=control1 q_typed_residual_context=1.052300 sequence=312.546521
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=181 node=N7442 type=control0 q_typed_residual_context=0.756069 sequence=313.302590
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=182 node=N1987 type=observe q_typed_residual_context=5.319136 sequence=318.621726
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=183 node=N6682 type=observe q_typed_residual_context=0.907915 sequence=319.529641
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=184 node=N703 type=observe q_typed_residual_context=1.461772 sequence=320.991413
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=185 node=N723 type=observe q_typed_residual_context=1.729373 sequence=322.720785
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=186 node=N5873 type=observe q_typed_residual_context=1.737966 sequence=324.458751
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=187 node=N714 type=observe q_typed_residual_context=2.275278 sequence=326.734029
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=188 node=N7401 type=observe q_typed_residual_context=1.527980 sequence=328.262009
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=189 node=N5473 type=observe q_typed_residual_context=0.969910 sequence=329.231919
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=190 node=N705 type=observe q_typed_residual_context=1.978939 sequence=331.210858
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=191 node=N7542 type=control0 q_typed_residual_context=0.893816 sequence=332.104674
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=192 node=N3067 type=control1 q_typed_residual_context=1.432230 sequence=333.536904
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=193 node=N1949 type=observe q_typed_residual_context=0.562525 sequence=334.099429
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=194 node=N3009 type=control1 q_typed_residual_context=0.829460 sequence=334.928889
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=195 node=N8790 type=control1 q_typed_residual_context=2.208431 sequence=337.137320
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=196 node=N8240 type=control1 q_typed_residual_context=2.144599 sequence=339.281918
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=197 node=N8789 type=control1 q_typed_residual_context=2.916293 sequence=342.198212
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=198 node=N8239 type=control1 q_typed_residual_context=3.804031 sequence=346.002243
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=199 node=N6673 type=observe q_typed_residual_context=6.654739 sequence=352.656982
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=200 node=N8607 type=control1 q_typed_residual_context=4.917177 sequence=357.574158
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=201 node=N5456 type=observe q_typed_residual_context=5.810561 sequence=363.384720
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=202 node=N706 type=observe q_typed_residual_context=3.449104 sequence=366.833824
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=203 node=N6573 type=observe q_typed_residual_context=3.026327 sequence=369.860151
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=204 node=N7550 type=observe q_typed_residual_context=2.171520 sequence=372.031671
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=205 node=N7405 type=observe q_typed_residual_context=0.831975 sequence=372.863646
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=206 node=N4497 type=observe q_typed_residual_context=1.730342 sequence=374.593988
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=207 node=N5356 type=observe q_typed_residual_context=1.277840 sequence=375.871828
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=208 node=N715 type=observe q_typed_residual_context=1.488004 sequence=377.359833
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=209 node=N6667 type=observe q_typed_residual_context=2.242860 sequence=379.602692
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=210 node=N679 type=observe q_typed_residual_context=3.669335 sequence=383.272027
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=211 node=N719 type=observe q_typed_residual_context=3.799631 sequence=387.071658
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=212 node=N4505 type=observe q_typed_residual_context=2.682724 sequence=389.754382
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=213 node=N5439 type=observe q_typed_residual_context=1.951812 sequence=391.706194
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=214 node=N2151 type=observe q_typed_residual_context=4.188220 sequence=395.894414
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=215 node=N7439 type=observe q_typed_residual_context=3.405423 sequence=399.299836
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=216 node=N5422 type=observe q_typed_residual_context=2.191118 sequence=401.490954
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=217 node=N6581 type=observe q_typed_residual_context=4.089547 sequence=405.580501
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=218 node=N708 type=observe q_typed_residual_context=3.233368 sequence=408.813869
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=219 node=N5390 type=observe q_typed_residual_context=2.159229 sequence=410.973098
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=220 node=N1874 type=observe q_typed_residual_context=3.474234 sequence=414.447332
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=221 node=N5202 type=observe q_typed_residual_context=2.017860 sequence=416.465192
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=222 node=N7383 type=observe q_typed_residual_context=2.025724 sequence=418.490916
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=223 node=N4489 type=observe q_typed_residual_context=1.229311 sequence=419.720227
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=224 node=N5334 type=observe q_typed_residual_context=1.360732 sequence=421.080959
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=225 node=N652 type=control1 q_typed_residual_context=1.985215 sequence=423.066174
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=226 node=N734 type=observe q_typed_residual_context=2.691477 sequence=425.757652
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=227 node=N8238 type=control1 q_typed_residual_context=3.340188 sequence=429.097839
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=228 node=N6660 type=observe q_typed_residual_context=3.039876 sequence=432.137715
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=229 node=N5373 type=observe q_typed_residual_context=1.755562 sequence=433.893276
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=230 node=N8606 type=control1 q_typed_residual_context=2.446824 sequence=436.340101
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=231 node=N699 type=observe q_typed_residual_context=3.596484 sequence=439.936585
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=232 node=N7380 type=observe q_typed_residual_context=2.282970 sequence=442.219556
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=233 node=N6932 type=observe q_typed_residual_context=1.534561 sequence=443.754117
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=234 node=N4460 type=control0 q_typed_residual_context=1.056840 sequence=444.810957
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=235 node=N8237 type=control1 q_typed_residual_context=1.587933 sequence=446.398889
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=236 node=N4421 type=control0 q_typed_residual_context=1.655617 sequence=448.054507
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=237 node=N902 type=control1 q_typed_residual_context=2.286245 sequence=450.340751
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=238 node=N2159 type=observe q_typed_residual_context=4.802271 sequence=455.143022
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=239 node=N6688 type=observe q_typed_residual_context=4.089555 sequence=459.232577
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=240 node=N4367 type=control0 q_typed_residual_context=1.004006 sequence=460.236583
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=241 node=N8605 type=control1 q_typed_residual_context=1.491797 sequence=461.728380
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=242 node=N8236 type=control1 q_typed_residual_context=2.357019 sequence=464.085399
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=243 node=N4513 type=observe q_typed_residual_context=4.016246 sequence=468.101645
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=244 node=N4532 type=control0 q_typed_residual_context=1.349353 sequence=469.450998
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=245 node=N515 type=control1 q_typed_residual_context=1.109984 sequence=470.560982
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=246 node=N1351 type=observe q_typed_residual_context=1.801528 sequence=472.362510
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=247 node=N6658 type=observe q_typed_residual_context=3.160368 sequence=475.522879
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=248 node=N686 type=observe q_typed_residual_context=1.207852 sequence=476.730730
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=249 node=N729 type=observe q_typed_residual_context=1.558532 sequence=478.289262
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=250 node=N531 type=observe q_typed_residual_context=0.747133 sequence=479.036396
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=251 node=N533 type=observe q_typed_residual_context=1.240872 sequence=480.277268
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=252 node=N535 type=observe q_typed_residual_context=0.943242 sequence=481.220510
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=253 node=N537 type=observe q_typed_residual_context=0.963450 sequence=482.183960
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=254 node=N539 type=observe q_typed_residual_context=1.014130 sequence=483.198090
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=255 node=N541 type=observe q_typed_residual_context=0.985061 sequence=484.183151
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=256 node=N543 type=observe q_typed_residual_context=0.870863 sequence=485.054014
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=257 node=N758 type=observe q_typed_residual_context=2.484277 sequence=487.538291
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=258 node=N7381 type=observe q_typed_residual_context=2.854737 sequence=490.393028
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=259 node=N689 type=observe q_typed_residual_context=1.356882 sequence=491.749910
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=260 node=N765 type=observe q_typed_residual_context=3.017060 sequence=494.766970
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=261 node=N898 type=observe q_typed_residual_context=2.895569 sequence=497.662539
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=262 node=N2894 type=control1 q_typed_residual_context=6.145572 sequence=503.808111
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=263 node=N4551 type=observe q_typed_residual_context=1.160240 sequence=504.968351
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=264 node=N684 type=observe q_typed_residual_context=1.909689 sequence=506.878040
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=265 node=N2243 type=observe q_typed_residual_context=6.076901 sequence=512.954941
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=266 node=N7433 type=observe q_typed_residual_context=4.597771 sequence=517.552712
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=267 node=N545 type=observe q_typed_residual_context=2.894363 sequence=520.447075
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=268 node=N695 type=observe q_typed_residual_context=2.553286 sequence=523.000361
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=269 node=N2271 type=observe q_typed_residual_context=2.440138 sequence=525.440499
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=270 node=N7463 type=observe q_typed_residual_context=5.116766 sequence=530.557265
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=271 node=N4537 type=observe q_typed_residual_context=4.554276 sequence=535.111541
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=272 node=N696 type=observe q_typed_residual_context=2.844080 sequence=537.955620
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=273 node=N5000 type=observe q_typed_residual_context=5.988706 sequence=543.944326
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=274 node=N2259 type=observe q_typed_residual_context=5.331884 sequence=549.276210
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=275 node=N4442 type=control0 q_typed_residual_context=2.905120 sequence=552.181330
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=276 node=N6678 type=observe q_typed_residual_context=5.864894 sequence=558.046224
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=277 node=N2779 type=control1 q_typed_residual_context=2.800799 sequence=560.847023
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=278 node=N8235 type=control1 q_typed_residual_context=5.538552 sequence=566.385575
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p005/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:55:09 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=196.313 plan_csv=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p005/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:55:09 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [eval iscas99__b15_1] {
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [eval iscas99__b15_1]   "records": 2,
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p005/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p005/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [eval iscas99__b15_1] }
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:55:15 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12539 plan_sec=196.313 eval_sec=6.355 total_sec=202.683
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:55:15 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12539 positives=1 negatives=0 elapsed=202.684
