step,node,type,planner,candidate_strategy
608,N3375,observe,portfolio,weighted_round_robin
609,N19336,observe,portfolio,weighted_round_robin
610,N3367,observe,portfolio,weighted_round_robin
611,N12654,observe,portfolio,weighted_round_robin
612,N3359,observe,portfolio,weighted_round_robin
613,N3535,observe,portfolio,weighted_round_robin
614,N13456,observe,portfolio,weighted_round_robin
615,N2695,observe,portfolio,weighted_round_robin
616,N3842,observe,portfolio,weighted_round_robin
617,N3562,observe,portfolio,weighted_round_robin
618,N3478,observe,portfolio,weighted_round_robin
619,N12587,observe,portfolio,weighted_round_robin
620,N8122,observe,portfolio,weighted_round_robin
621,N3435,observe,portfolio,weighted_round_robin
622,N25261,observe,portfolio,weighted_round_robin
623,N26453,observe,portfolio,weighted_round_robin
624,N12223,observe,portfolio,weighted_round_robin
625,N3451,observe,portfolio,weighted_round_robin
626,N3806,observe,portfolio,weighted_round_robin
627,N7446,observe,portfolio,weighted_round_robin
628,N27303,observe,portfolio,weighted_round_robin
629,N3495,observe,portfolio,weighted_round_robin
630,N7243,observe,portfolio,weighted_round_robin
631,N3808,observe,portfolio,weighted_round_robin
632,N12220,observe,portfolio,weighted_round_robin
633,N7935,observe,portfolio,weighted_round_robin
634,N3496,observe,portfolio,weighted_round_robin
635,N21846,observe,portfolio,weighted_round_robin
636,N12663,observe,portfolio,weighted_round_robin
637,N3544,observe,portfolio,weighted_round_robin
638,N19840,observe,portfolio,weighted_round_robin
639,N8135,observe,portfolio,weighted_round_robin
640,N3486,observe,portfolio,weighted_round_robin
641,N3464,observe,portfolio,weighted_round_robin
642,N26464,observe,portfolio,weighted_round_robin
643,N12620,observe,portfolio,weighted_round_robin
644,N25326,observe,portfolio,weighted_round_robin
645,N7933,observe,portfolio,weighted_round_robin
646,N7213,observe,portfolio,weighted_round_robin
647,N9219,observe,portfolio,weighted_round_robin
648,N2692,observe,portfolio,weighted_round_robin
649,N19331,observe,portfolio,weighted_round_robin
650,N8141,observe,portfolio,weighted_round_robin
651,N12516,observe,portfolio,weighted_round_robin
652,N9577,observe,portfolio,weighted_round_robin
653,N24690,observe,portfolio,weighted_round_robin
654,N8947,observe,portfolio,weighted_round_robin
655,N9569,observe,portfolio,weighted_round_robin
656,N9581,observe,portfolio,weighted_round_robin
657,N7934,observe,portfolio,weighted_round_robin
658,N19869,observe,portfolio,weighted_round_robin
659,N12552,observe,portfolio,weighted_round_robin
660,N8140,observe,portfolio,weighted_round_robin
661,N19329,observe,portfolio,weighted_round_robin
662,N2694,observe,portfolio,weighted_round_robin
663,N12665,observe,portfolio,weighted_round_robin
664,N8130,observe,portfolio,weighted_round_robin
665,N22174,observe,portfolio,weighted_round_robin
666,N8002,observe,portfolio,weighted_round_robin
667,N12556,observe,portfolio,weighted_round_robin
668,N13458,observe,portfolio,weighted_round_robin
669,N21744,observe,portfolio,weighted_round_robin
670,N12622,observe,portfolio,weighted_round_robin
671,N8139,observe,portfolio,weighted_round_robin
672,N8091,observe,portfolio,weighted_round_robin
673,N20155,observe,portfolio,weighted_round_robin
674,N12522,observe,portfolio,weighted_round_robin
675,N7998,observe,portfolio,weighted_round_robin
676,N19872,observe,portfolio,weighted_round_robin
677,N25621,observe,portfolio,weighted_round_robin
678,N2248,observe,portfolio,weighted_round_robin
679,N20867,observe,portfolio,weighted_round_robin
680,N8137,observe,portfolio,weighted_round_robin
681,N24475,observe,portfolio,weighted_round_robin
682,N3686,observe,portfolio,weighted_round_robin
683,N3298,observe,portfolio,weighted_round_robin
684,N12628,observe,portfolio,weighted_round_robin
685,N24105,observe,portfolio,weighted_round_robin
686,N12560,observe,portfolio,weighted_round_robin
687,N8138,observe,portfolio,weighted_round_robin
688,N12595,observe,portfolio,weighted_round_robin
689,N19969,observe,portfolio,weighted_round_robin
690,N8136,observe,portfolio,weighted_round_robin
691,N19855,observe,portfolio,weighted_round_robin
692,N3335,observe,portfolio,weighted_round_robin
693,N23737,observe,portfolio,weighted_round_robin
694,N9221,observe,portfolio,weighted_round_robin
695,N3401,observe,portfolio,weighted_round_robin
696,N3445,observe,portfolio,weighted_round_robin
697,N23218,observe,portfolio,weighted_round_robin
698,N3458,observe,portfolio,weighted_round_robin
699,N12586,observe,portfolio,weighted_round_robin
700,N12751,observe,portfolio,weighted_round_robin
701,N23555,observe,portfolio,weighted_round_robin
702,N8131,observe,portfolio,weighted_round_robin
703,N12590,observe,portfolio,weighted_round_robin
704,N12594,observe,portfolio,weighted_round_robin
705,N25442,observe,portfolio,weighted_round_robin
706,N8142,observe,portfolio,weighted_round_robin
707,N25733,observe,portfolio,weighted_round_robin
708,N31225,control0,portfolio,weighted_round_robin
709,N7931,observe,portfolio,weighted_round_robin
710,N12597,observe,portfolio,weighted_round_robin
711,N3415,observe,portfolio,weighted_round_robin
712,N8143,observe,portfolio,weighted_round_robin
713,N19326,observe,portfolio,weighted_round_robin
714,N8129,observe,portfolio,weighted_round_robin
715,N25250,observe,portfolio,weighted_round_robin
716,N22064,observe,portfolio,weighted_round_robin
717,N27653,observe,portfolio,weighted_round_robin
718,N21849,observe,portfolio,weighted_round_robin
719,N25718,observe,portfolio,weighted_round_robin
720,N9634,observe,portfolio,weighted_round_robin
721,N28198,observe,portfolio,weighted_round_robin
722,N8134,observe,portfolio,weighted_round_robin
723,N8126,observe,portfolio,weighted_round_robin
724,N8123,observe,portfolio,weighted_round_robin
725,N19856,observe,portfolio,weighted_round_robin
726,N7991,observe,portfolio,weighted_round_robin
727,N27219,observe,portfolio,weighted_round_robin
728,N2249,observe,portfolio,weighted_round_robin
729,N23037,observe,portfolio,weighted_round_robin
730,N2245,observe,portfolio,weighted_round_robin
731,N7990,observe,portfolio,weighted_round_robin
732,N25251,observe,portfolio,weighted_round_robin
733,N21555,observe,portfolio,weighted_round_robin
734,N28045,observe,portfolio,weighted_round_robin
735,N12667,observe,portfolio,weighted_round_robin
736,N28041,observe,portfolio,weighted_round_robin
737,N28139,observe,portfolio,weighted_round_robin
738,N28050,observe,portfolio,weighted_round_robin
739,N7993,observe,portfolio,weighted_round_robin
740,N7994,observe,portfolio,weighted_round_robin
741,N18628,observe,portfolio,weighted_round_robin
742,N7996,observe,portfolio,weighted_round_robin
743,N7995,observe,portfolio,weighted_round_robin
744,N8127,observe,portfolio,weighted_round_robin
745,N7950,observe,portfolio,weighted_round_robin
746,N3785,observe,portfolio,weighted_round_robin
747,N13629,observe,portfolio,weighted_round_robin
748,N7997,observe,portfolio,weighted_round_robin
749,N28174,observe,portfolio,weighted_round_robin
750,N9197,observe,portfolio,weighted_round_robin
751,N12633,observe,portfolio,weighted_round_robin
752,N13919,control1,portfolio,weighted_round_robin
753,N23921,observe,portfolio,weighted_round_robin
754,N31234,control0,portfolio,weighted_round_robin
755,N31201,control0,portfolio,weighted_round_robin
756,N27507,control0,portfolio,weighted_round_robin
757,N28146,observe,portfolio,weighted_round_robin
758,N29578,control0,portfolio,weighted_round_robin
759,N28047,observe,portfolio,weighted_round_robin
760,N28040,observe,portfolio,weighted_round_robin
761,N19727,observe,portfolio,weighted_round_robin
762,N28048,observe,portfolio,weighted_round_robin
763,N9655,observe,portfolio,weighted_round_robin
764,N12531,observe,portfolio,weighted_round_robin
765,N19728,observe,portfolio,weighted_round_robin
766,N29439,observe,portfolio,weighted_round_robin
767,N7604,observe,portfolio,weighted_round_robin
768,N9670,observe,portfolio,weighted_round_robin
769,N19729,observe,portfolio,weighted_round_robin
770,N25747,observe,portfolio,weighted_round_robin
771,N28054,observe,portfolio,weighted_round_robin
772,N12565,observe,portfolio,weighted_round_robin
773,N19730,observe,portfolio,weighted_round_robin
774,N28055,observe,portfolio,weighted_round_robin
775,N28038,observe,portfolio,weighted_round_robin
776,N12599,observe,portfolio,weighted_round_robin
777,N19731,observe,portfolio,weighted_round_robin
778,N28052,observe,portfolio,weighted_round_robin
779,N3579,observe,portfolio,weighted_round_robin
780,N28036,observe,portfolio,weighted_round_robin
781,N19732,observe,portfolio,weighted_round_robin
782,N12701,observe,portfolio,weighted_round_robin
783,N2876,observe,portfolio,weighted_round_robin
784,N12735,observe,portfolio,weighted_round_robin
785,N19733,observe,portfolio,weighted_round_robin
786,N28153,observe,portfolio,weighted_round_robin
787,N28046,observe,portfolio,weighted_round_robin
788,N9663,observe,portfolio,weighted_round_robin
789,N30855,observe,portfolio,weighted_round_robin
790,N28034,observe,portfolio,weighted_round_robin
791,N28043,observe,portfolio,weighted_round_robin
792,N3424,observe,portfolio,weighted_round_robin
793,N19721,observe,portfolio,weighted_round_robin
794,N3460,observe,portfolio,weighted_round_robin
795,N3431,observe,portfolio,weighted_round_robin
796,N3439,observe,portfolio,weighted_round_robin
797,N19722,observe,portfolio,weighted_round_robin
798,N3447,observe,portfolio,weighted_round_robin
799,N3417,observe,portfolio,weighted_round_robin
800,N3410,observe,portfolio,weighted_round_robin
801,N19734,observe,portfolio,weighted_round_robin
802,N28035,observe,portfolio,weighted_round_robin
803,N3473,observe,portfolio,weighted_round_robin
804,N28037,observe,portfolio,weighted_round_robin
805,N19735,observe,portfolio,weighted_round_robin
806,N3481,observe,portfolio,weighted_round_robin
807,N28044,observe,portfolio,weighted_round_robin
808,N3396,observe,portfolio,weighted_round_robin
809,N19736,observe,portfolio,weighted_round_robin
810,N28039,observe,portfolio,weighted_round_robin
811,N3389,observe,portfolio,weighted_round_robin
812,N28033,observe,portfolio,weighted_round_robin
813,N19725,observe,portfolio,weighted_round_robin
814,N3453,observe,portfolio,weighted_round_robin
815,N3403,observe,portfolio,weighted_round_robin
816,N3466,observe,portfolio,weighted_round_robin
817,N30012,observe,portfolio,weighted_round_robin
818,N28086,observe,portfolio,weighted_round_robin
819,N22075,observe,portfolio,weighted_round_robin
820,N3490,observe,portfolio,weighted_round_robin
821,N25734,observe,portfolio,weighted_round_robin
822,N28094,observe,portfolio,weighted_round_robin
823,N25750,observe,portfolio,weighted_round_robin
824,N28056,observe,portfolio,weighted_round_robin
825,N22496,observe,portfolio,weighted_round_robin
826,N3558,observe,portfolio,weighted_round_robin
827,N3567,observe,portfolio,weighted_round_robin
828,N28090,observe,portfolio,weighted_round_robin
829,N19523,observe,portfolio,weighted_round_robin
830,N3511,observe,portfolio,weighted_round_robin
831,N28073,observe,portfolio,weighted_round_robin
832,N3540,observe,portfolio,weighted_round_robin
833,N19529,observe,portfolio,weighted_round_robin
834,N28079,observe,portfolio,weighted_round_robin
835,N3549,observe,portfolio,weighted_round_robin
836,N3501,observe,portfolio,weighted_round_robin
837,N19530,observe,portfolio,weighted_round_robin
838,N28077,observe,portfolio,weighted_round_robin
839,N28096,observe,portfolio,weighted_round_robin
840,N3521,observe,portfolio,weighted_round_robin
841,N19531,observe,portfolio,weighted_round_robin
842,N3531,observe,portfolio,weighted_round_robin
843,N28098,observe,portfolio,weighted_round_robin
844,N28110,observe,portfolio,weighted_round_robin
845,N19532,observe,portfolio,weighted_round_robin
846,N3327,observe,portfolio,weighted_round_robin
847,N27652,observe,portfolio,weighted_round_robin
848,N9949,observe,portfolio,weighted_round_robin
849,N19533,observe,portfolio,weighted_round_robin
850,N28106,observe,portfolio,weighted_round_robin
851,N12718,observe,portfolio,weighted_round_robin
852,N16588,control1,portfolio,weighted_round_robin
853,N19534,observe,portfolio,weighted_round_robin
854,N2856,observe,portfolio,weighted_round_robin
855,N28114,observe,portfolio,weighted_round_robin
856,N26455,observe,portfolio,weighted_round_robin
857,N19535,observe,portfolio,weighted_round_robin
858,N28102,observe,portfolio,weighted_round_robin
859,N21847,observe,portfolio,weighted_round_robin
860,N26475,observe,portfolio,weighted_round_robin
861,N19536,observe,portfolio,weighted_round_robin
862,N28081,observe,portfolio,weighted_round_robin
863,N26466,observe,portfolio,weighted_round_robin
864,N29423,control0,portfolio,weighted_round_robin
865,N19537,observe,portfolio,weighted_round_robin
866,N28083,observe,portfolio,weighted_round_robin
867,N5373,observe,portfolio,weighted_round_robin
868,N12548,observe,portfolio,weighted_round_robin
869,N19538,observe,portfolio,weighted_round_robin
870,N8958,observe,portfolio,weighted_round_robin
871,N25225,observe,portfolio,weighted_round_robin
872,N5445,observe,portfolio,weighted_round_robin
873,N31051,observe,portfolio,weighted_round_robin
874,N29422,control0,portfolio,weighted_round_robin
875,N29418,control0,portfolio,weighted_round_robin
876,N28088,observe,portfolio,weighted_round_robin
877,N31052,observe,portfolio,weighted_round_robin
878,N5349,observe,portfolio,weighted_round_robin
879,N5397,observe,portfolio,weighted_round_robin
880,N5421,observe,portfolio,weighted_round_robin
881,N31053,observe,portfolio,weighted_round_robin
882,N5325,observe,portfolio,weighted_round_robin
883,N31238,control0,portfolio,weighted_round_robin
884,N28251,observe,portfolio,weighted_round_robin
885,N19524,observe,portfolio,weighted_round_robin
886,N5973,observe,portfolio,weighted_round_robin
887,N28306,observe,portfolio,weighted_round_robin
888,N5901,observe,portfolio,weighted_round_robin
889,N19527,observe,portfolio,weighted_round_robin
890,N5997,observe,portfolio,weighted_round_robin
891,N25329,observe,portfolio,weighted_round_robin
892,N22045,observe,portfolio,weighted_round_robin
893,N30599,observe,portfolio,weighted_round_robin
894,N28312,observe,portfolio,weighted_round_robin
895,N5925,observe,portfolio,weighted_round_robin
896,N5949,observe,portfolio,weighted_round_robin
897,N27261,observe,portfolio,weighted_round_robin
898,N5853,observe,portfolio,weighted_round_robin
899,N5829,observe,portfolio,weighted_round_robin
900,N28149,observe,portfolio,weighted_round_robin
901,N28623,observe,portfolio,weighted_round_robin
902,N5877,observe,portfolio,weighted_round_robin
903,N6021,observe,portfolio,weighted_round_robin
904,N5301,observe,portfolio,weighted_round_robin
905,N22058,observe,portfolio,weighted_round_robin
906,N2024,observe,portfolio,weighted_round_robin
907,N5279,observe,portfolio,weighted_round_robin
908,N3969,observe,portfolio,weighted_round_robin
909,N14122,observe,portfolio,weighted_round_robin
910,N3295,observe,portfolio,weighted_round_robin
911,N26495,observe,portfolio,weighted_round_robin
912,N5810,observe,portfolio,weighted_round_robin
913,N28191,observe,portfolio,weighted_round_robin
914,N2146,control0,portfolio,weighted_round_robin
915,N26462,observe,portfolio,weighted_round_robin
916,N5190,observe,portfolio,weighted_round_robin
917,N28160,observe,portfolio,weighted_round_robin
918,N5189,observe,portfolio,weighted_round_robin
919,N3847,observe,portfolio,weighted_round_robin
920,N12247,observe,portfolio,weighted_round_robin
921,N28132,observe,portfolio,weighted_round_robin
922,N9561,observe,portfolio,weighted_round_robin
923,N26798,control0,portfolio,weighted_round_robin
924,N31203,control0,portfolio,weighted_round_robin
925,N27260,observe,portfolio,weighted_round_robin
926,N13644,control0,portfolio,weighted_round_robin
927,N28779,observe,portfolio,weighted_round_robin
928,N28785,observe,portfolio,weighted_round_robin
929,N32139,observe,portfolio,weighted_round_robin
930,N28777,observe,portfolio,weighted_round_robin
931,N28781,observe,portfolio,weighted_round_robin
932,N28797,observe,portfolio,weighted_round_robin
933,N19337,observe,portfolio,weighted_round_robin
934,N28783,observe,portfolio,weighted_round_robin
935,N31221,control0,portfolio,weighted_round_robin
936,N28795,observe,portfolio,weighted_round_robin
937,N28167,observe,portfolio,weighted_round_robin
938,N28793,observe,portfolio,weighted_round_robin
939,N28791,observe,portfolio,weighted_round_robin
940,N28789,observe,portfolio,weighted_round_robin
941,N25241,observe,portfolio,weighted_round_robin
942,N27502,control0,portfolio,weighted_round_robin
943,N27504,control0,portfolio,weighted_round_robin
944,N26650,control0,portfolio,weighted_round_robin
945,N19338,observe,portfolio,weighted_round_robin
946,N9417,observe,portfolio,weighted_round_robin
947,N20864,observe,portfolio,weighted_round_robin
948,N26649,control0,portfolio,weighted_round_robin
949,N22341,observe,portfolio,weighted_round_robin
950,N27506,control0,portfolio,weighted_round_robin
951,N28104,observe,portfolio,weighted_round_robin
952,N26460,observe,portfolio,weighted_round_robin
953,N31954,observe,portfolio,weighted_round_robin
954,N26647,control0,portfolio,weighted_round_robin
955,N26645,control0,portfolio,weighted_round_robin
956,N28112,observe,portfolio,weighted_round_robin
957,N29526,observe,portfolio,weighted_round_robin
958,N25226,observe,portfolio,weighted_round_robin
959,N28752,observe,portfolio,weighted_round_robin
960,N28772,observe,portfolio,weighted_round_robin
961,N14121,observe,portfolio,weighted_round_robin
962,N12484,observe,portfolio,weighted_round_robin
963,N26643,control0,portfolio,weighted_round_robin
964,N3690,observe,portfolio,weighted_round_robin
965,N29527,observe,portfolio,weighted_round_robin
966,N21098,observe,portfolio,weighted_round_robin
967,N26641,control0,portfolio,weighted_round_robin
968,N27494,control0,portfolio,weighted_round_robin
969,N29528,observe,portfolio,weighted_round_robin
970,N3717,observe,portfolio,weighted_round_robin
971,N27375,observe,portfolio,weighted_round_robin
972,N27367,observe,portfolio,weighted_round_robin
973,N19340,observe,portfolio,weighted_round_robin
974,N28108,observe,portfolio,weighted_round_robin
975,N27377,observe,portfolio,weighted_round_robin
976,N27383,observe,portfolio,weighted_round_robin
977,N24290,observe,portfolio,weighted_round_robin
978,N3726,observe,portfolio,weighted_round_robin
979,N27382,observe,portfolio,weighted_round_robin
980,N27386,observe,portfolio,weighted_round_robin
981,N29529,observe,portfolio,weighted_round_robin
982,N3683,observe,portfolio,weighted_round_robin
983,N12490,observe,portfolio,weighted_round_robin
984,N27384,observe,portfolio,weighted_round_robin
985,N29510,observe,portfolio,weighted_round_robin
986,N27385,observe,portfolio,weighted_round_robin
987,N27381,observe,portfolio,weighted_round_robin
988,N9434,observe,portfolio,weighted_round_robin
989,N27215,observe,portfolio,weighted_round_robin
990,N22046,observe,portfolio,weighted_round_robin
991,N26458,observe,portfolio,weighted_round_robin
992,N8915,observe,portfolio,weighted_round_robin
993,N19339,observe,portfolio,weighted_round_robin
994,N27496,control0,portfolio,weighted_round_robin
