[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:06:39 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/epoch_012/q_typed_reliable_context/alpha_0p10_decay_16
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:06:39 budgets=iscas99__b15_1:278
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:06:39 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [gmean] 2026-07-21T10:06:39 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=135 node=N2106 type=observe q_typed_reliable_context=2.081877 sequence=383.733387
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=136 node=N3180 type=control1 q_typed_reliable_context=6.416134 sequence=390.149521
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=137 node=N645 type=control1 q_typed_reliable_context=6.363551 sequence=396.513072
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=138 node=N6534 type=observe q_typed_reliable_context=6.186627 sequence=402.699698
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=139 node=N7424 type=control1 q_typed_reliable_context=5.069888 sequence=407.769586
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=140 node=N7892 type=control1 q_typed_reliable_context=6.081541 sequence=413.851127
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=141 node=N5876 type=observe q_typed_reliable_context=5.344432 sequence=419.195559
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=142 node=N7879 type=control1 q_typed_reliable_context=2.459307 sequence=421.654866
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=143 node=N636 type=control1 q_typed_reliable_context=6.229661 sequence=427.884527
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=144 node=N616 type=control1 q_typed_reliable_context=6.592471 sequence=434.476998
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=145 node=N7402 type=observe q_typed_reliable_context=6.196710 sequence=440.673709
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=146 node=N2149 type=observe q_typed_reliable_context=6.766325 sequence=447.440034
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=147 node=N3295 type=control1 q_typed_reliable_context=6.022026 sequence=453.462061
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=148 node=N630 type=control1 q_typed_reliable_context=6.014979 sequence=459.477039
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=149 node=N7454 type=observe q_typed_reliable_context=5.943014 sequence=465.420053
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=150 node=N723 type=observe q_typed_reliable_context=6.646268 sequence=472.066321
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=151 node=N642 type=control1 q_typed_reliable_context=6.014739 sequence=478.081060
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=152 node=N649 type=control1 q_typed_reliable_context=3.972361 sequence=482.053421
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=153 node=N6533 type=observe q_typed_reliable_context=3.117585 sequence=485.171006
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=154 node=N714 type=observe q_typed_reliable_context=5.826730 sequence=490.997736
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=155 node=N7385 type=observe q_typed_reliable_context=4.772519 sequence=495.770255
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=156 node=N3525 type=control1 q_typed_reliable_context=3.744381 sequence=499.514636
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=157 node=N5878 type=observe q_typed_reliable_context=3.422006 sequence=502.936642
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=158 node=N7442 type=control0 q_typed_reliable_context=3.584157 sequence=506.520799
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=159 node=N725 type=observe q_typed_reliable_context=5.866361 sequence=512.387160
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=160 node=N703 type=observe q_typed_reliable_context=5.914616 sequence=518.301776
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=161 node=N3467 type=control1 q_typed_reliable_context=5.948407 sequence=524.250183
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=162 node=N1607 type=control1 q_typed_reliable_context=5.765494 sequence=530.015677
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=163 node=N647 type=control1 q_typed_reliable_context=7.165037 sequence=537.180714
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=164 node=N5356 type=observe q_typed_reliable_context=6.746421 sequence=543.927135
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=165 node=N1586 type=control1 q_typed_reliable_context=2.140781 sequence=546.067916
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=166 node=N7614 type=observe q_typed_reliable_context=1.389881 sequence=547.457797
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=167 node=N712 type=observe q_typed_reliable_context=5.839749 sequence=553.297545
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=168 node=N7405 type=observe q_typed_reliable_context=1.990813 sequence=555.288358
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=169 node=N5740 type=observe q_typed_reliable_context=2.332238 sequence=557.620596
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=170 node=N7473 type=control0 q_typed_reliable_context=1.733644 sequence=559.354240
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=171 node=N5874 type=observe q_typed_reliable_context=3.944524 sequence=563.298764
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=172 node=N715 type=observe q_typed_reliable_context=1.747816 sequence=565.046580
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=173 node=N2652 type=control1 q_typed_reliable_context=3.447601 sequence=568.494181
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=174 node=N752 type=observe q_typed_reliable_context=0.320623 sequence=568.814804
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=175 node=N5866 type=observe q_typed_reliable_context=5.901513 sequence=574.716317
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=176 node=N5456 type=observe q_typed_reliable_context=1.518705 sequence=576.235022
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=177 node=N705 type=observe q_typed_reliable_context=5.297963 sequence=581.532985
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=178 node=N2721 type=control1 q_typed_reliable_context=6.899505 sequence=588.432490
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=179 node=N7436 type=observe q_typed_reliable_context=1.889753 sequence=590.322244
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=180 node=N5473 type=observe q_typed_reliable_context=1.876355 sequence=592.198598
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=181 node=N706 type=observe q_typed_reliable_context=6.139583 sequence=598.338181
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=182 node=N2894 type=control1 q_typed_reliable_context=8.221327 sequence=606.559508
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=183 node=N2952 type=control1 q_typed_reliable_context=1.625475 sequence=608.184984
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=184 node=N2779 type=control1 q_typed_reliable_context=1.199004 sequence=609.383988
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=185 node=N763 type=observe q_typed_reliable_context=0.497619 sequence=609.881607
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=186 node=N679 type=observe q_typed_reliable_context=2.064628 sequence=611.946235
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=187 node=N5439 type=observe q_typed_reliable_context=2.378794 sequence=614.325029
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=188 node=N5422 type=observe q_typed_reliable_context=2.528436 sequence=616.853465
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=189 node=N1879 type=observe q_typed_reliable_context=2.235833 sequence=619.089298
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=190 node=N2151 type=observe q_typed_reliable_context=6.183612 sequence=625.272910
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=191 node=N7439 type=observe q_typed_reliable_context=2.713323 sequence=627.986233
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=192 node=N6685 type=observe q_typed_reliable_context=3.495145 sequence=631.481378
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=193 node=N5390 type=observe q_typed_reliable_context=1.331020 sequence=632.812398
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=194 node=N1987 type=observe q_typed_reliable_context=0.782567 sequence=633.594965
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=195 node=N699 type=observe q_typed_reliable_context=0.484516 sequence=634.079481
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=196 node=N759 type=observe q_typed_reliable_context=6.475597 sequence=640.555078
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=197 node=N719 type=observe q_typed_reliable_context=0.870514 sequence=641.425592
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=198 node=N708 type=observe q_typed_reliable_context=4.927912 sequence=646.353504
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=199 node=N7383 type=observe q_typed_reliable_context=1.423652 sequence=647.777156
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=200 node=N5202 type=observe q_typed_reliable_context=1.379601 sequence=649.156758
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=201 node=N734 type=observe q_typed_reliable_context=1.878411 sequence=651.035169
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=202 node=N5334 type=observe q_typed_reliable_context=1.630410 sequence=652.665578
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=203 node=N5373 type=observe q_typed_reliable_context=1.102730 sequence=653.768309
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=204 node=N6673 type=observe q_typed_reliable_context=3.337033 sequence=657.105341
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=205 node=N1351 type=observe q_typed_reliable_context=2.646886 sequence=659.752227
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=206 node=N7380 type=observe q_typed_reliable_context=1.470076 sequence=661.222303
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=207 node=N686 type=observe q_typed_reliable_context=1.182342 sequence=662.404645
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=208 node=N7855 type=control0 q_typed_reliable_context=0.993013 sequence=663.397658
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=209 node=N7542 type=control0 q_typed_reliable_context=1.752173 sequence=665.149831
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=210 node=N2837 type=control1 q_typed_reliable_context=1.927179 sequence=667.077010
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=211 node=N3009 type=control1 q_typed_reliable_context=1.185837 sequence=668.262847
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=212 node=N3067 type=control1 q_typed_reliable_context=1.115198 sequence=669.378046
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=213 node=N2159 type=observe q_typed_reliable_context=0.817172 sequence=670.195217
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=214 node=N8790 type=control1 q_typed_reliable_context=1.161731 sequence=671.356948
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=215 node=N6668 type=observe q_typed_reliable_context=1.849814 sequence=673.206763
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=216 node=N729 type=observe q_typed_reliable_context=2.141908 sequence=675.348671
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=217 node=N7381 type=observe q_typed_reliable_context=3.470473 sequence=678.819143
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=218 node=N689 type=observe q_typed_reliable_context=2.324385 sequence=681.143528
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=219 node=N8789 type=control1 q_typed_reliable_context=2.071927 sequence=683.215455
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=220 node=N8240 type=control1 q_typed_reliable_context=1.791811 sequence=685.007267
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=221 node=N2072 type=observe q_typed_reliable_context=0.564591 sequence=685.571858
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=222 node=N684 type=observe q_typed_reliable_context=3.157328 sequence=688.729185
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=223 node=N2271 type=observe q_typed_reliable_context=4.444681 sequence=693.173866
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=224 node=N6660 type=observe q_typed_reliable_context=2.918357 sequence=696.092223
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=225 node=N5160 type=observe q_typed_reliable_context=2.048001 sequence=698.140224
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=226 node=N8239 type=control1 q_typed_reliable_context=2.150857 sequence=700.291081
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=227 node=N8607 type=control1 q_typed_reliable_context=1.976978 sequence=702.268059
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=228 node=N7433 type=observe q_typed_reliable_context=1.253587 sequence=703.521645
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=229 node=N2259 type=observe q_typed_reliable_context=2.254888 sequence=705.776533
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=230 node=N5735 type=observe q_typed_reliable_context=2.419144 sequence=708.195677
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=231 node=N2267 type=observe q_typed_reliable_context=3.199583 sequence=711.395260
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=232 node=N1598 type=observe q_typed_reliable_context=1.238616 sequence=712.633876
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=233 node=N5094 type=observe q_typed_reliable_context=3.383174 sequence=716.017050
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=234 node=N6656 type=observe q_typed_reliable_context=3.800644 sequence=719.817694
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=235 node=N2243 type=observe q_typed_reliable_context=1.656674 sequence=721.474368
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=236 node=N695 type=observe q_typed_reliable_context=2.263959 sequence=723.738327
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=237 node=N5111 type=observe q_typed_reliable_context=2.927364 sequence=726.665691
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=238 node=N6537 type=observe q_typed_reliable_context=1.548621 sequence=728.214313
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=239 node=N2263 type=observe q_typed_reliable_context=2.880357 sequence=731.094669
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=240 node=N6658 type=observe q_typed_reliable_context=2.381720 sequence=733.476389
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=241 node=N4900 type=observe q_typed_reliable_context=1.456777 sequence=734.933166
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=242 node=N2251 type=observe q_typed_reliable_context=6.400982 sequence=741.334148
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=243 node=N697 type=observe q_typed_reliable_context=5.436993 sequence=746.771141
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=244 node=N1688 type=observe q_typed_reliable_context=2.018543 sequence=748.789685
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=245 node=N696 type=observe q_typed_reliable_context=5.577746 sequence=754.367430
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=246 node=N2247 type=observe q_typed_reliable_context=4.059308 sequence=758.426738
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=247 node=N6678 type=observe q_typed_reliable_context=1.673571 sequence=760.100309
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=248 node=N1352 type=observe q_typed_reliable_context=5.481518 sequence=765.581827
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=249 node=N7452 type=observe q_typed_reliable_context=2.512764 sequence=768.094591
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=250 node=N680 type=observe q_typed_reliable_context=2.959967 sequence=771.054558
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=251 node=N6677 type=observe q_typed_reliable_context=1.265246 sequence=772.319804
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=252 node=N2216 type=observe q_typed_reliable_context=5.163627 sequence=777.483431
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=253 node=N2255 type=observe q_typed_reliable_context=5.800241 sequence=783.283672
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=254 node=N2218 type=observe q_typed_reliable_context=4.246294 sequence=787.529966
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=255 node=N732 type=observe q_typed_reliable_context=4.222089 sequence=791.752054
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=256 node=N6682 type=observe q_typed_reliable_context=1.632539 sequence=793.384593
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=257 node=N2185 type=observe q_typed_reliable_context=6.687935 sequence=800.072528
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=258 node=N733 type=observe q_typed_reliable_context=6.811536 sequence=806.884064
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=259 node=N2205 type=observe q_typed_reliable_context=5.621428 sequence=812.505492
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=260 node=N2203 type=observe q_typed_reliable_context=5.315155 sequence=817.820647
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=261 node=N717 type=observe q_typed_reliable_context=5.131493 sequence=822.952139
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=262 node=N735 type=observe q_typed_reliable_context=5.112465 sequence=828.064605
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=263 node=N6657 type=observe q_typed_reliable_context=2.069268 sequence=830.133873
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=264 node=N2226 type=observe q_typed_reliable_context=7.054377 sequence=837.188250
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=265 node=N2201 type=observe q_typed_reliable_context=7.043111 sequence=844.231361
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=266 node=N7444 type=observe q_typed_reliable_context=2.483310 sequence=846.714671
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=267 node=N2212 type=observe q_typed_reliable_context=4.097909 sequence=850.812580
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=268 node=N4460 type=control0 q_typed_reliable_context=6.691422 sequence=857.504001
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=269 node=N4421 type=control0 q_typed_reliable_context=6.814562 sequence=864.318563
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=270 node=N4359 type=control0 q_typed_reliable_context=6.758140 sequence=871.076704
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=271 node=N652 type=control1 q_typed_reliable_context=6.113715 sequence=877.190418
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=272 node=N8238 type=control1 q_typed_reliable_context=7.009382 sequence=884.199801
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=273 node=N7440 type=observe q_typed_reliable_context=5.535748 sequence=889.735549
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=274 node=N8606 type=control1 q_typed_reliable_context=3.334939 sequence=893.070487
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=275 node=N1348 type=observe q_typed_reliable_context=7.286291 sequence=900.356778
[b15-round6/cone_toplist/epoch_012/q_typed_reliable_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=276 node=N2214 type=observe q_typed_reliable_context=3.624216 sequence=903.980995
