[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:09:50 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:09:50 budgets=iscas99__b15_1:278
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:09:50 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T10:09:50 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=131 node=N645 type=control1 q_typed_residual_context=1.734244 sequence=319.699983
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=132 node=N3813 type=control0 q_typed_residual_context=1.233168 sequence=320.933151
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=133 node=N5356 type=observe q_typed_residual_context=1.371698 sequence=322.304849
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=134 node=N616 type=control1 q_typed_residual_context=1.390564 sequence=323.695413
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=135 node=N5874 type=observe q_typed_residual_context=1.420421 sequence=325.115834
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=136 node=N3799 type=control0 q_typed_residual_context=1.827714 sequence=326.943548
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=137 node=N7401 type=observe q_typed_residual_context=1.780366 sequence=328.723914
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=138 node=N2149 type=observe q_typed_residual_context=3.290986 sequence=332.014900
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=139 node=N636 type=control1 q_typed_residual_context=1.810173 sequence=333.825073
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=140 node=N7627 type=observe q_typed_residual_context=1.741118 sequence=335.566192
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=141 node=N3792 type=control0 q_typed_residual_context=2.649501 sequence=338.215692
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=142 node=N7820 type=control0 q_typed_residual_context=2.161739 sequence=340.377431
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=143 node=N5740 type=observe q_typed_residual_context=1.187292 sequence=341.564723
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=144 node=N694 type=observe q_typed_residual_context=2.137211 sequence=343.701934
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=145 node=N3785 type=control0 q_typed_residual_context=1.093750 sequence=344.795683
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=146 node=N2106 type=observe q_typed_residual_context=1.301688 sequence=346.097371
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=147 node=N7385 type=observe q_typed_residual_context=1.129191 sequence=347.226562
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=148 node=N3295 type=control1 q_typed_residual_context=0.894818 sequence=348.121381
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=149 node=N3410 type=control1 q_typed_residual_context=0.862891 sequence=348.984272
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=150 node=N630 type=control1 q_typed_residual_context=0.987652 sequence=349.971923
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=151 node=N642 type=control1 q_typed_residual_context=1.196354 sequence=351.168277
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=152 node=N1987 type=observe q_typed_residual_context=0.836788 sequence=352.005065
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=153 node=N649 type=control1 q_typed_residual_context=1.378511 sequence=353.383575
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=154 node=N6531 type=observe q_typed_residual_context=1.210582 sequence=354.594157
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=155 node=N715 type=observe q_typed_residual_context=1.451408 sequence=356.045566
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=156 node=N723 type=observe q_typed_residual_context=1.652567 sequence=357.698132
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=157 node=N3525 type=control1 q_typed_residual_context=1.025655 sequence=358.723788
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=158 node=N3180 type=control1 q_typed_residual_context=0.920665 sequence=359.644452
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=159 node=N1607 type=control1 q_typed_residual_context=1.046061 sequence=360.690513
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=160 node=N647 type=control1 q_typed_residual_context=0.982140 sequence=361.672654
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=161 node=N5878 type=observe q_typed_residual_context=0.969738 sequence=362.642392
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=162 node=N712 type=observe q_typed_residual_context=2.320808 sequence=364.963200
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=163 node=N1586 type=control1 q_typed_residual_context=3.926935 sequence=368.890135
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=164 node=N3467 type=control1 q_typed_residual_context=1.219290 sequence=370.109425
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=165 node=N7424 type=control1 q_typed_residual_context=0.986116 sequence=371.095541
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_residual_context=0.908212 sequence=372.003753
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_residual_context=0.880161 sequence=372.883913
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=168 node=N5473 type=observe q_typed_residual_context=2.573141 sequence=375.457055
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_residual_context=1.220831 sequence=376.677886
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_residual_context=1.157035 sequence=377.834920
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=171 node=N7614 type=observe q_typed_residual_context=1.750952 sequence=379.585873
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=172 node=N628 type=control1 q_typed_residual_context=0.455984 sequence=380.041857
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=173 node=N2894 type=control1 q_typed_residual_context=0.950214 sequence=380.992071
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=174 node=N2952 type=control1 q_typed_residual_context=0.895771 sequence=381.887842
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=175 node=N2779 type=control1 q_typed_residual_context=0.901146 sequence=382.788989
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=176 node=N6685 type=observe q_typed_residual_context=1.148610 sequence=383.937598
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=177 node=N725 type=observe q_typed_residual_context=1.617408 sequence=385.555006
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=178 node=N705 type=observe q_typed_residual_context=1.709384 sequence=387.264390
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=179 node=N5422 type=observe q_typed_residual_context=1.655659 sequence=388.920049
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=180 node=N706 type=observe q_typed_residual_context=2.579069 sequence=391.499118
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=181 node=N7414 type=control1 q_typed_residual_context=2.303921 sequence=393.803039
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=182 node=N7405 type=observe q_typed_residual_context=1.822360 sequence=395.625399
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=183 node=N7873 type=control1 q_typed_residual_context=1.239248 sequence=396.864647
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=184 node=N2837 type=control1 q_typed_residual_context=1.208890 sequence=398.073537
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=185 node=N3009 type=control1 q_typed_residual_context=1.482839 sequence=399.556376
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=186 node=N6678 type=observe q_typed_residual_context=0.958024 sequence=400.514399
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=187 node=N679 type=observe q_typed_residual_context=2.282851 sequence=402.797250
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=188 node=N5456 type=observe q_typed_residual_context=3.208529 sequence=406.005779
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=189 node=N5439 type=observe q_typed_residual_context=4.471047 sequence=410.476826
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=190 node=N2151 type=observe q_typed_residual_context=1.998140 sequence=412.474966
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=191 node=N7439 type=observe q_typed_residual_context=2.122702 sequence=414.597669
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=192 node=N2580 type=control1 q_typed_residual_context=2.173229 sequence=416.770897
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=193 node=N3067 type=control1 q_typed_residual_context=4.032502 sequence=420.803400
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=194 node=N8790 type=control1 q_typed_residual_context=2.235269 sequence=423.038669
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=195 node=N8240 type=control1 q_typed_residual_context=2.576350 sequence=425.615019
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=196 node=N8789 type=control1 q_typed_residual_context=2.178180 sequence=427.793199
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=197 node=N8239 type=control1 q_typed_residual_context=1.580480 sequence=429.373679
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=198 node=N8607 type=control1 q_typed_residual_context=1.468046 sequence=430.841726
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=199 node=N6682 type=observe q_typed_residual_context=0.597754 sequence=431.439480
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=200 node=N7589 type=control1 q_typed_residual_context=0.983733 sequence=432.423213
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=201 node=N5390 type=observe q_typed_residual_context=6.209363 sequence=438.632577
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=202 node=N652 type=control1 q_typed_residual_context=6.030178 sequence=444.662755
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=203 node=N8238 type=control1 q_typed_residual_context=6.133157 sequence=450.795912
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=204 node=N5202 type=observe q_typed_residual_context=6.967347 sequence=457.763259
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=205 node=N8606 type=control1 q_typed_residual_context=7.019700 sequence=464.782959
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=206 node=N5373 type=observe q_typed_residual_context=6.860057 sequence=471.643016
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=207 node=N8237 type=control1 q_typed_residual_context=6.984437 sequence=478.627453
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=208 node=N902 type=control1 q_typed_residual_context=6.999169 sequence=485.626623
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=209 node=N5334 type=observe q_typed_residual_context=7.158602 sequence=492.785225
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=210 node=N8605 type=control1 q_typed_residual_context=7.125740 sequence=499.910965
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=211 node=N7382 type=observe q_typed_residual_context=7.240783 sequence=507.151748
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=212 node=N6538 type=observe q_typed_residual_context=5.313104 sequence=512.464853
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=213 node=N8236 type=control1 q_typed_residual_context=3.668326 sequence=516.133179
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=214 node=N515 type=control1 q_typed_residual_context=5.530232 sequence=521.663411
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=215 node=N6668 type=observe q_typed_residual_context=4.452476 sequence=526.115887
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=216 node=N719 type=observe q_typed_residual_context=5.555689 sequence=531.671577
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=217 node=N6736 type=control1 q_typed_residual_context=5.863670 sequence=537.535246
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=218 node=N5726 type=control1 q_typed_residual_context=6.745226 sequence=544.280472
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=219 node=N699 type=observe q_typed_residual_context=3.457089 sequence=547.737560
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=220 node=N734 type=observe q_typed_residual_context=6.085234 sequence=553.822795
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=221 node=N708 type=observe q_typed_residual_context=4.185064 sequence=558.007859
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=222 node=N7380 type=observe q_typed_residual_context=2.952843 sequence=560.960702
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=223 node=N2159 type=observe q_typed_residual_context=1.146963 sequence=562.107664
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=224 node=N6660 type=observe q_typed_residual_context=1.420324 sequence=563.527989
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=225 node=N8235 type=control1 q_typed_residual_context=2.224422 sequence=565.752411
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=226 node=N1351 type=observe q_typed_residual_context=1.436269 sequence=567.188680
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=227 node=N6730 type=control1 q_typed_residual_context=1.161099 sequence=568.349779
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=228 node=N7383 type=observe q_typed_residual_context=3.371213 sequence=571.720993
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=229 node=N2072 type=observe q_typed_residual_context=0.898064 sequence=572.619056
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=230 node=N686 type=observe q_typed_residual_context=3.906445 sequence=576.525501
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=231 node=N729 type=observe q_typed_residual_context=5.806045 sequence=582.331547
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=232 node=N6658 type=observe q_typed_residual_context=4.975888 sequence=587.307434
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=233 node=N684 type=observe q_typed_residual_context=3.979092 sequence=591.286527
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=234 node=N689 type=observe q_typed_residual_context=5.971368 sequence=597.257895
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=235 node=N2243 type=observe q_typed_residual_context=6.021457 sequence=603.279352
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=236 node=N8234 type=control1 q_typed_residual_context=5.530496 sequence=608.809847
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=237 node=N5735 type=observe q_typed_residual_context=0.917981 sequence=609.727828
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=238 node=N6593 type=control1 q_typed_residual_context=4.160546 sequence=613.888374
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=239 node=N6656 type=observe q_typed_residual_context=2.263180 sequence=616.151553
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=240 node=N8783 type=control1 q_typed_residual_context=3.035858 sequence=619.187411
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=241 node=N7433 type=observe q_typed_residual_context=1.816813 sequence=621.004224
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=242 node=N8233 type=control1 q_typed_residual_context=2.481090 sequence=623.485314
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=243 node=N2271 type=observe q_typed_residual_context=2.246650 sequence=625.731964
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=244 node=N765 type=observe q_typed_residual_context=0.939354 sequence=626.671318
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=245 node=N5094 type=observe q_typed_residual_context=2.282839 sequence=628.954157
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=246 node=N2259 type=observe q_typed_residual_context=5.730000 sequence=634.684157
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=247 node=N6743 type=control1 q_typed_residual_context=6.939253 sequence=641.623409
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=248 node=N5160 type=observe q_typed_residual_context=6.860780 sequence=648.484190
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=249 node=N7447 type=observe q_typed_residual_context=4.847765 sequence=653.331955
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=250 node=N5111 type=observe q_typed_residual_context=1.638169 sequence=654.970124
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=251 node=N2267 type=observe q_typed_residual_context=6.401397 sequence=661.371521
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=252 node=N2263 type=observe q_typed_residual_context=6.762258 sequence=668.133779
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=253 node=N6537 type=observe q_typed_residual_context=6.375986 sequence=674.509765
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=254 node=N695 type=observe q_typed_residual_context=4.393751 sequence=678.903515
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=255 node=N8608 type=control1 q_typed_residual_context=6.103633 sequence=685.007148
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=256 node=N7443 type=observe q_typed_residual_context=3.152347 sequence=688.159495
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=257 node=N6741 type=control1 q_typed_residual_context=1.785322 sequence=689.944817
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=258 node=N2251 type=observe q_typed_residual_context=6.629559 sequence=696.574376
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=259 node=N2358 type=control1 q_typed_residual_context=7.939139 sequence=704.513515
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=260 node=N696 type=observe q_typed_residual_context=3.231427 sequence=707.744942
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=261 node=N6594 type=control1 q_typed_residual_context=1.154982 sequence=708.899924
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=262 node=N6657 type=observe q_typed_residual_context=0.421467 sequence=709.321391
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=263 node=N1879 type=observe q_typed_residual_context=2.109053 sequence=711.430444
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=264 node=N697 type=observe q_typed_residual_context=6.257654 sequence=717.688099
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=265 node=N2247 type=observe q_typed_residual_context=4.642975 sequence=722.331073
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=266 node=N1598 type=observe q_typed_residual_context=3.921564 sequence=726.252637
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=267 node=N1352 type=observe q_typed_residual_context=4.912017 sequence=731.164655
[b15-round6/cone_toplist_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=268 node=N7444 type=observe q_typed_residual_context=5.313699 sequence=736.478354
