[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T09:54:17 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T09:54:17 budgets=iscas99__b15_1:278
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T09:54:17 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T09:54:17 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=137 node=N7401 type=observe q_typed_residual_context=0.855340 sequence=316.096642
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=138 node=N2149 type=observe q_typed_residual_context=2.270526 sequence=318.367167
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=139 node=N2102 type=observe q_typed_residual_context=0.839175 sequence=319.206343
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=140 node=N3785 type=control0 q_typed_residual_context=1.190874 sequence=320.397217
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=141 node=N7614 type=observe q_typed_residual_context=1.318445 sequence=321.715662
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=142 node=N3681 type=control0 q_typed_residual_context=1.698047 sequence=323.413709
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=143 node=N712 type=observe q_typed_residual_context=5.181930 sequence=328.595639
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=144 node=N5878 type=observe q_typed_residual_context=1.730462 sequence=330.326101
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=145 node=N1411 type=control0 q_typed_residual_context=1.782374 sequence=332.108475
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=146 node=N2106 type=observe q_typed_residual_context=1.039419 sequence=333.147894
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=147 node=N7385 type=observe q_typed_residual_context=1.428452 sequence=334.576346
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=148 node=N3295 type=control1 q_typed_residual_context=1.099974 sequence=335.676320
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=149 node=N3410 type=control1 q_typed_residual_context=0.885578 sequence=336.561898
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=150 node=N630 type=control1 q_typed_residual_context=0.937353 sequence=337.499251
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=151 node=N642 type=control1 q_typed_residual_context=1.197946 sequence=338.697197
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=152 node=N649 type=control1 q_typed_residual_context=1.206995 sequence=339.904191
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=153 node=N5874 type=observe q_typed_residual_context=0.999995 sequence=340.904186
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=154 node=N7424 type=control1 q_typed_residual_context=1.014690 sequence=341.918876
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=155 node=N3525 type=control1 q_typed_residual_context=0.939767 sequence=342.858643
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=156 node=N1607 type=control1 q_typed_residual_context=1.019033 sequence=343.877676
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_residual_context=1.529951 sequence=345.407627
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=158 node=N3180 type=control1 q_typed_residual_context=0.772333 sequence=346.179961
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=159 node=N1586 type=control1 q_typed_residual_context=1.042716 sequence=347.222677
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=160 node=N3467 type=control1 q_typed_residual_context=0.738270 sequence=347.960947
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=161 node=N6531 type=observe q_typed_residual_context=0.768460 sequence=348.729407
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=162 node=N715 type=observe q_typed_residual_context=1.217544 sequence=349.946952
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=163 node=N725 type=observe q_typed_residual_context=1.709007 sequence=351.655959
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=164 node=N7454 type=observe q_typed_residual_context=1.917558 sequence=353.573517
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=165 node=N714 type=observe q_typed_residual_context=1.320638 sequence=354.894155
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_residual_context=1.269186 sequence=356.163341
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=167 node=N5740 type=observe q_typed_residual_context=0.782799 sequence=356.946140
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=168 node=N2721 type=control1 q_typed_residual_context=1.134413 sequence=358.080554
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=169 node=N7436 type=observe q_typed_residual_context=1.129707 sequence=359.210261
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=170 node=N705 type=observe q_typed_residual_context=4.246881 sequence=363.457142
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=171 node=N2580 type=control1 q_typed_residual_context=1.606582 sequence=365.063724
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=172 node=N2894 type=control1 q_typed_residual_context=1.093142 sequence=366.156866
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=173 node=N2952 type=control1 q_typed_residual_context=0.890177 sequence=367.047043
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=174 node=N2779 type=control1 q_typed_residual_context=0.870098 sequence=367.917141
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=175 node=N6685 type=observe q_typed_residual_context=0.712943 sequence=368.630083
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=176 node=N5473 type=observe q_typed_residual_context=1.468200 sequence=370.098283
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=177 node=N703 type=observe q_typed_residual_context=2.678714 sequence=372.776997
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=178 node=N5422 type=observe q_typed_residual_context=2.284253 sequence=375.061250
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=179 node=N706 type=observe q_typed_residual_context=3.259824 sequence=378.321074
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=180 node=N7414 type=control1 q_typed_residual_context=2.667639 sequence=380.988713
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=181 node=N7405 type=observe q_typed_residual_context=3.140755 sequence=384.129468
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=182 node=N771 type=observe q_typed_residual_context=5.789371 sequence=389.918839
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=183 node=N7873 type=control1 q_typed_residual_context=3.756137 sequence=393.674976
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=184 node=N6682 type=observe q_typed_residual_context=6.791293 sequence=400.466269
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=185 node=N679 type=observe q_typed_residual_context=7.119922 sequence=407.586192
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=186 node=N5456 type=observe q_typed_residual_context=7.037350 sequence=414.623542
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=187 node=N5439 type=observe q_typed_residual_context=6.367591 sequence=420.991133
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=188 node=N2837 type=control1 q_typed_residual_context=6.219341 sequence=427.210474
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=189 node=N6678 type=observe q_typed_residual_context=0.577276 sequence=427.787750
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=190 node=N7439 type=observe q_typed_residual_context=5.140928 sequence=432.928678
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=191 node=N2151 type=observe q_typed_residual_context=1.903931 sequence=434.832610
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=192 node=N5390 type=observe q_typed_residual_context=4.891310 sequence=439.723919
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=193 node=N5202 type=observe q_typed_residual_context=7.140787 sequence=446.864707
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=194 node=N5373 type=observe q_typed_residual_context=6.814456 sequence=453.679163
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=195 node=N5334 type=observe q_typed_residual_context=1.279168 sequence=454.958332
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=196 node=N763 type=observe q_typed_residual_context=6.929817 sequence=461.888148
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=197 node=N7382 type=observe q_typed_residual_context=4.017485 sequence=465.905633
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=198 node=N719 type=observe q_typed_residual_context=7.131906 sequence=473.037539
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=199 node=N699 type=observe q_typed_residual_context=1.811122 sequence=474.848661
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=200 node=N765 type=observe q_typed_residual_context=6.259201 sequence=481.107862
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=201 node=N734 type=observe q_typed_residual_context=4.403957 sequence=485.511819
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=202 node=N708 type=observe q_typed_residual_context=6.124377 sequence=491.636196
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=203 node=N7383 type=observe q_typed_residual_context=6.367929 sequence=498.004125
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=204 node=N1351 type=observe q_typed_residual_context=5.844475 sequence=503.848600
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=205 node=N686 type=observe q_typed_residual_context=4.025490 sequence=507.874090
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=206 node=N7380 type=observe q_typed_residual_context=2.449890 sequence=510.323980
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=207 node=N6673 type=observe q_typed_residual_context=3.758153 sequence=514.082133
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=208 node=N684 type=observe q_typed_residual_context=4.194076 sequence=518.276209
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=209 node=N2159 type=observe q_typed_residual_context=0.988662 sequence=519.264871
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=210 node=N729 type=observe q_typed_residual_context=2.135792 sequence=521.400663
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=211 node=N689 type=observe q_typed_residual_context=5.103381 sequence=526.504044
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=212 node=N6668 type=observe q_typed_residual_context=1.614048 sequence=528.118092
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=213 node=N2243 type=observe q_typed_residual_context=2.476332 sequence=530.594424
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=214 node=N5735 type=observe q_typed_residual_context=3.549935 sequence=534.144358
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=215 node=N7433 type=observe q_typed_residual_context=2.634922 sequence=536.779281
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=216 node=N2271 type=observe q_typed_residual_context=3.202796 sequence=539.982077
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=217 node=N1987 type=observe q_typed_residual_context=0.575829 sequence=540.557906
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=218 node=N5094 type=observe q_typed_residual_context=2.760271 sequence=543.318176
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=219 node=N6660 type=observe q_typed_residual_context=6.757107 sequence=550.075283
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=220 node=N2259 type=observe q_typed_residual_context=5.584252 sequence=555.659535
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=221 node=N5160 type=observe q_typed_residual_context=5.964206 sequence=561.623741
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=222 node=N7447 type=observe q_typed_residual_context=4.815452 sequence=566.439193
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=223 node=N5111 type=observe q_typed_residual_context=2.710090 sequence=569.149283
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=224 node=N2267 type=observe q_typed_residual_context=5.730000 sequence=574.879283
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=225 node=N2263 type=observe q_typed_residual_context=5.929204 sequence=580.808487
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=226 node=N6658 type=observe q_typed_residual_context=7.052504 sequence=587.860990
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=227 node=N6537 type=observe q_typed_residual_context=2.076941 sequence=589.937931
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=228 node=N695 type=observe q_typed_residual_context=2.990369 sequence=592.928300
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=229 node=N7443 type=observe q_typed_residual_context=5.284235 sequence=598.212535
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=230 node=N2251 type=observe q_typed_residual_context=2.870923 sequence=601.083458
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=231 node=N696 type=observe q_typed_residual_context=6.548246 sequence=607.631704
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=232 node=N3067 type=control1 q_typed_residual_context=0.290015 sequence=607.921720
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=233 node=N8790 type=control1 q_typed_residual_context=4.572107 sequence=612.493827
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=234 node=N8240 type=control1 q_typed_residual_context=3.838589 sequence=616.332416
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=235 node=N8789 type=control1 q_typed_residual_context=3.532997 sequence=619.865413
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=236 node=N8239 type=control1 q_typed_residual_context=3.785486 sequence=623.650898
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=237 node=N6656 type=observe q_typed_residual_context=4.379151 sequence=628.030050
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=238 node=N754 type=observe q_typed_residual_context=1.134976 sequence=629.165026
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=239 node=N697 type=observe q_typed_residual_context=3.833648 sequence=632.998674
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=240 node=N2247 type=observe q_typed_residual_context=5.730000 sequence=638.728674
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=241 node=N1352 type=observe q_typed_residual_context=6.607726 sequence=645.336400
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=242 node=N8607 type=control1 q_typed_residual_context=4.908585 sequence=650.244984
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=243 node=N7444 type=observe q_typed_residual_context=3.495110 sequence=653.740094
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=244 node=N680 type=observe q_typed_residual_context=3.946589 sequence=657.686684
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=245 node=N7452 type=observe q_typed_residual_context=6.907333 sequence=664.594017
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=246 node=N732 type=observe q_typed_residual_context=6.826134 sequence=671.420151
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=247 node=N2216 type=observe q_typed_residual_context=6.842307 sequence=678.262458
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=248 node=N2218 type=observe q_typed_residual_context=6.471073 sequence=684.733531
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=249 node=N2255 type=observe q_typed_residual_context=6.628494 sequence=691.362025
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=250 node=N4900 type=observe q_typed_residual_context=6.510091 sequence=697.872116
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=251 node=N7696 type=control0 q_typed_residual_context=0.053320 sequence=697.925436
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=252 node=N7542 type=control0 q_typed_residual_context=2.105073 sequence=700.030509
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=253 node=N652 type=control1 q_typed_residual_context=4.605746 sequence=704.636255
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=254 node=N8238 type=control1 q_typed_residual_context=3.530866 sequence=708.167121
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=255 node=N8606 type=control1 q_typed_residual_context=2.562454 sequence=710.729576
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=256 node=N8237 type=control1 q_typed_residual_context=2.882712 sequence=713.612288
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=257 node=N753 type=observe q_typed_residual_context=1.069941 sequence=714.682229
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=258 node=N2185 type=observe q_typed_residual_context=3.442413 sequence=718.124642
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=259 node=N733 type=observe q_typed_residual_context=5.455503 sequence=723.580145
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=260 node=N902 type=control1 q_typed_residual_context=6.844456 sequence=730.424601
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=261 node=N8605 type=control1 q_typed_residual_context=6.641796 sequence=737.066397
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=262 node=N2203 type=observe q_typed_residual_context=6.011544 sequence=743.077941
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=263 node=N735 type=observe q_typed_residual_context=5.996438 sequence=749.074379
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=264 node=N2205 type=observe q_typed_residual_context=6.795351 sequence=755.869730
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=265 node=N7440 type=observe q_typed_residual_context=5.947907 sequence=761.817636
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=266 node=N628 type=control1 q_typed_residual_context=0.566823 sequence=762.384459
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=267 node=N8236 type=control1 q_typed_residual_context=4.190812 sequence=766.575271
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=268 node=N515 type=control1 q_typed_residual_context=7.291759 sequence=773.867030
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=269 node=N6657 type=observe q_typed_residual_context=5.988946 sequence=779.855976
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=270 node=N2201 type=observe q_typed_residual_context=3.088423 sequence=782.944400
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=271 node=N2226 type=observe q_typed_residual_context=4.201406 sequence=787.145806
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=272 node=N717 type=observe q_typed_residual_context=6.032373 sequence=793.178179
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=273 node=N1599 type=observe q_typed_residual_context=4.649658 sequence=797.827837
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=274 node=N626 type=control1 q_typed_residual_context=0.567994 sequence=798.395831
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=275 node=N5726 type=control1 q_typed_residual_context=3.734843 sequence=802.130674
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=276 node=N764 type=observe q_typed_residual_context=6.606572 sequence=808.737246
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=277 node=N2220 type=observe q_typed_residual_context=5.334021 sequence=814.071267
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=278 node=N1348 type=observe q_typed_residual_context=5.769543 sequence=819.840810
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
