[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [gmean] 2026-07-21T10:06:39 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/epoch_012/q_typed_residual_context/alpha_0p05_decay_16
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [gmean] 2026-07-21T10:06:39 budgets=iscas99__b15_1:278
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [gmean] 2026-07-21T10:06:39 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [gmean] 2026-07-21T10:06:39 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=138 node=N645 type=control1 q_typed_residual_context=1.436512 sequence=352.396753
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=139 node=N616 type=control1 q_typed_residual_context=1.657067 sequence=354.053820
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=140 node=N636 type=control1 q_typed_residual_context=1.858452 sequence=355.912272
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=141 node=N2106 type=observe q_typed_residual_context=1.048699 sequence=356.960971
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=142 node=N2149 type=observe q_typed_residual_context=1.832213 sequence=358.793184
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=143 node=N7877 type=control1 q_typed_residual_context=1.050669 sequence=359.843853
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=144 node=N3295 type=control1 q_typed_residual_context=0.844872 sequence=360.688724
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=145 node=N3410 type=control1 q_typed_residual_context=0.778132 sequence=361.466857
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=146 node=N5876 type=observe q_typed_residual_context=0.973138 sequence=362.439995
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=147 node=N630 type=control1 q_typed_residual_context=1.325724 sequence=363.765719
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=148 node=N7424 type=control1 q_typed_residual_context=1.004978 sequence=364.770697
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=149 node=N642 type=control1 q_typed_residual_context=1.307549 sequence=366.078247
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=150 node=N649 type=control1 q_typed_residual_context=1.083725 sequence=367.161971
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=151 node=N1987 type=observe q_typed_residual_context=0.815091 sequence=367.977062
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=152 node=N5740 type=observe q_typed_residual_context=0.934213 sequence=368.911276
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=153 node=N7385 type=observe q_typed_residual_context=1.123285 sequence=370.034560
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=154 node=N3525 type=control1 q_typed_residual_context=0.864954 sequence=370.899514
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=155 node=N3180 type=control1 q_typed_residual_context=0.885044 sequence=371.784558
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=156 node=N1607 type=control1 q_typed_residual_context=1.189192 sequence=372.973751
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_residual_context=1.413177 sequence=374.386928
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=158 node=N1586 type=control1 q_typed_residual_context=2.256116 sequence=376.643043
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=159 node=N3467 type=control1 q_typed_residual_context=2.285024 sequence=378.928067
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=160 node=N6531 type=observe q_typed_residual_context=1.434168 sequence=380.362235
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=161 node=N715 type=observe q_typed_residual_context=1.497155 sequence=381.859390
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=162 node=N723 type=observe q_typed_residual_context=1.329600 sequence=383.188990
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=163 node=N714 type=observe q_typed_residual_context=1.616009 sequence=384.804999
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=164 node=N5874 type=observe q_typed_residual_context=1.244870 sequence=386.049869
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=165 node=N578 type=observe q_typed_residual_context=1.796875 sequence=387.846744
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=166 node=N5473 type=observe q_typed_residual_context=2.239357 sequence=390.086100
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_residual_context=2.757223 sequence=392.843323
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=168 node=N703 type=observe q_typed_residual_context=2.180989 sequence=395.024312
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=169 node=N7454 type=observe q_typed_residual_context=1.931946 sequence=396.956258
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=170 node=N2580 type=control1 q_typed_residual_context=1.423124 sequence=398.379382
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=171 node=N2652 type=control1 q_typed_residual_context=1.248191 sequence=399.627573
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=172 node=N2721 type=control1 q_typed_residual_context=0.903292 sequence=400.530865
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=173 node=N2894 type=control1 q_typed_residual_context=0.808629 sequence=401.339494
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=174 node=N2952 type=control1 q_typed_residual_context=0.849797 sequence=402.189292
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=175 node=N2779 type=control1 q_typed_residual_context=0.896089 sequence=403.085381
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=176 node=N7414 type=control1 q_typed_residual_context=0.721469 sequence=403.806850
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=177 node=N7873 type=control1 q_typed_residual_context=0.991678 sequence=404.798528
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=178 node=N6685 type=observe q_typed_residual_context=1.334086 sequence=406.132614
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=179 node=N725 type=observe q_typed_residual_context=2.230472 sequence=408.363086
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=180 node=N706 type=observe q_typed_residual_context=2.837786 sequence=411.200872
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=181 node=N2837 type=control1 q_typed_residual_context=2.274860 sequence=413.475732
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=182 node=N3009 type=control1 q_typed_residual_context=2.377070 sequence=415.852802
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=183 node=N7589 type=control1 q_typed_residual_context=0.725521 sequence=416.578323
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=184 node=N5456 type=observe q_typed_residual_context=2.990821 sequence=419.569144
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=185 node=N3067 type=control1 q_typed_residual_context=7.000625 sequence=426.569769
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=186 node=N705 type=observe q_typed_residual_context=3.230692 sequence=429.800461
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=187 node=N8790 type=control1 q_typed_residual_context=4.145485 sequence=433.945946
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=188 node=N7405 type=observe q_typed_residual_context=2.041070 sequence=435.987016
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=189 node=N8240 type=control1 q_typed_residual_context=3.457768 sequence=439.444783
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=190 node=N1598 type=observe q_typed_residual_context=5.414821 sequence=444.859604
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=191 node=N5422 type=observe q_typed_residual_context=2.178831 sequence=447.038435
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=192 node=N679 type=observe q_typed_residual_context=4.785050 sequence=451.823485
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=193 node=N8789 type=control1 q_typed_residual_context=4.797570 sequence=456.621055
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=194 node=N8239 type=control1 q_typed_residual_context=6.954642 sequence=463.575697
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=195 node=N8607 type=control1 q_typed_residual_context=6.578553 sequence=470.154250
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=196 node=N6668 type=observe q_typed_residual_context=6.015358 sequence=476.169607
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=197 node=N5439 type=observe q_typed_residual_context=6.376627 sequence=482.546234
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=198 node=N7439 type=observe q_typed_residual_context=5.632467 sequence=488.178702
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=199 node=N2151 type=observe q_typed_residual_context=1.936929 sequence=490.115630
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=200 node=N5390 type=observe q_typed_residual_context=5.677089 sequence=495.792719
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=201 node=N764 type=observe q_typed_residual_context=1.841833 sequence=497.634552
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=202 node=N699 type=observe q_typed_residual_context=2.131087 sequence=499.765639
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=203 node=N5202 type=observe q_typed_residual_context=2.952153 sequence=502.717792
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=204 node=N5373 type=observe q_typed_residual_context=6.525077 sequence=509.242869
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=205 node=N7382 type=observe q_typed_residual_context=6.737011 sequence=515.979880
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=206 node=N5334 type=observe q_typed_residual_context=5.600459 sequence=521.580340
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=207 node=N719 type=observe q_typed_residual_context=5.798398 sequence=527.378738
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=208 node=N6660 type=observe q_typed_residual_context=6.189367 sequence=533.568105
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=209 node=N734 type=observe q_typed_residual_context=4.920168 sequence=538.488273
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=210 node=N7696 type=control0 q_typed_residual_context=0.041786 sequence=538.530059
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=211 node=N708 type=observe q_typed_residual_context=2.309214 sequence=540.839273
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=212 node=N753 type=observe q_typed_residual_context=1.305874 sequence=542.145147
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=213 node=N7383 type=observe q_typed_residual_context=2.894997 sequence=545.040144
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=214 node=N1351 type=observe q_typed_residual_context=5.009903 sequence=550.050047
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=215 node=N686 type=observe q_typed_residual_context=5.613759 sequence=555.663805
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=216 node=N2159 type=observe q_typed_residual_context=5.635510 sequence=561.299315
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=217 node=N7380 type=observe q_typed_residual_context=2.071251 sequence=563.370565
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=218 node=N729 type=observe q_typed_residual_context=4.220332 sequence=567.590897
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=219 node=N6658 type=observe q_typed_residual_context=2.364531 sequence=569.955429
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=220 node=N684 type=observe q_typed_residual_context=2.817414 sequence=572.772843
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=221 node=N7694 type=control0 q_typed_residual_context=0.188578 sequence=572.961421
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=222 node=N652 type=control1 q_typed_residual_context=2.322957 sequence=575.284378
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=223 node=N689 type=observe q_typed_residual_context=4.427583 sequence=579.711961
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=224 node=N8238 type=control1 q_typed_residual_context=2.717268 sequence=582.429229
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=225 node=N2243 type=observe q_typed_residual_context=2.646822 sequence=585.076052
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=226 node=N4460 type=control0 q_typed_residual_context=0.613858 sequence=585.689910
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=227 node=N8606 type=control1 q_typed_residual_context=7.132397 sequence=592.822306
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=228 node=N5735 type=observe q_typed_residual_context=2.730152 sequence=595.552459
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=229 node=N8237 type=control1 q_typed_residual_context=4.971984 sequence=600.524443
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=230 node=N6656 type=observe q_typed_residual_context=2.773116 sequence=603.297559
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=231 node=N902 type=control1 q_typed_residual_context=2.195467 sequence=605.493026
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=232 node=N7433 type=observe q_typed_residual_context=2.537880 sequence=608.030905
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=233 node=N8605 type=control1 q_typed_residual_context=2.315199 sequence=610.346104
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=234 node=N765 type=observe q_typed_residual_context=1.383581 sequence=611.729686
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=235 node=N2271 type=observe q_typed_residual_context=2.959787 sequence=614.689473
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=236 node=N5094 type=observe q_typed_residual_context=3.978560 sequence=618.668033
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=237 node=N4421 type=control0 q_typed_residual_context=6.659905 sequence=625.327938
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=238 node=N8236 type=control1 q_typed_residual_context=6.344298 sequence=631.672236
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=239 node=N4359 type=control0 q_typed_residual_context=6.358757 sequence=638.030994
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=240 node=N2267 type=observe q_typed_residual_context=5.481867 sequence=643.512861
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=241 node=N5160 type=observe q_typed_residual_context=6.037016 sequence=649.549877
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=242 node=N515 type=control1 q_typed_residual_context=6.681091 sequence=656.230968
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=243 node=N7447 type=observe q_typed_residual_context=5.571850 sequence=661.802818
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=244 node=N2259 type=observe q_typed_residual_context=1.398908 sequence=663.201725
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=245 node=N5111 type=observe q_typed_residual_context=3.459781 sequence=666.661506
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=246 node=N4367 type=control0 q_typed_residual_context=6.179751 sequence=672.841258
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=247 node=N2263 type=observe q_typed_residual_context=6.455924 sequence=679.297181
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=248 node=N6736 type=control1 q_typed_residual_context=6.893769 sequence=686.190951
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=249 node=N695 type=observe q_typed_residual_context=5.826295 sequence=692.017246
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=250 node=N6537 type=observe q_typed_residual_context=3.713296 sequence=695.730542
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=251 node=N4532 type=control0 q_typed_residual_context=0.520728 sequence=696.251270
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=252 node=N5726 type=control1 q_typed_residual_context=0.919452 sequence=697.170722
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=253 node=N4442 type=control0 q_typed_residual_context=0.536355 sequence=697.707078
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=254 node=N6678 type=observe q_typed_residual_context=1.143448 sequence=698.850526
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=255 node=N6730 type=control1 q_typed_residual_context=6.487639 sequence=705.338165
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=256 node=N2251 type=observe q_typed_residual_context=5.672373 sequence=711.010538
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=257 node=N696 type=observe q_typed_residual_context=5.761267 sequence=716.771805
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=258 node=N6956 type=control0 q_typed_residual_context=4.052853 sequence=720.824658
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=259 node=N8235 type=control1 q_typed_residual_context=4.030860 sequence=724.855518
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=260 node=N7444 type=observe q_typed_residual_context=3.917714 sequence=728.773232
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=261 node=N2247 type=observe q_typed_residual_context=3.665331 sequence=732.438563
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=262 node=N7720 type=control0 q_typed_residual_context=6.755878 sequence=739.194442
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=263 node=N8234 type=control1 q_typed_residual_context=7.009773 sequence=746.204215
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=264 node=N697 type=observe q_typed_residual_context=5.641234 sequence=751.845449
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=265 node=N6593 type=control1 q_typed_residual_context=4.762333 sequence=756.607782
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=266 node=N7443 type=observe q_typed_residual_context=0.882786 sequence=757.490568
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=267 node=N6532 type=observe q_typed_residual_context=2.435258 sequence=759.925827
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=268 node=N1352 type=observe q_typed_residual_context=6.533864 sequence=766.459690
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=269 node=N8783 type=control1 q_typed_residual_context=5.837853 sequence=772.297543
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=270 node=N680 type=observe q_typed_residual_context=1.760876 sequence=774.058419
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=271 node=N2216 type=observe q_typed_residual_context=3.552643 sequence=777.611063
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=272 node=N732 type=observe q_typed_residual_context=3.162367 sequence=780.773429
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=273 node=N7452 type=observe q_typed_residual_context=3.273828 sequence=784.047257
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=274 node=N8233 type=control1 q_typed_residual_context=2.652473 sequence=786.699731
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=275 node=N6743 type=control1 q_typed_residual_context=0.586837 sequence=787.286567
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=276 node=N8608 type=control1 q_typed_residual_context=1.881041 sequence=789.167608
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=277 node=N6741 type=control1 q_typed_residual_context=0.038743 sequence=789.206352
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=278 node=N2358 type=control1 q_typed_residual_context=1.953445 sequence=791.159796
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/epoch_012/q_typed_residual_context/alpha_0p05_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.05/d16] [gmean] 2026-07-21T10:09:25 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=166.151 plan_csv=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/epoch_012/q_typed_residual_context/alpha_0p05_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
