[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:03:32 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/best_final_horizon/q_typed_trust_context/alpha_0p05_decay_16
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:03:32 budgets=iscas99__b15_1:278
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:03:32 variant_start id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [gmean] 2026-07-21T10:03:32 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_trust_context
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=135 node=N636 type=control1 q_typed_trust_context=0.789566 sequence=311.438971
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=136 node=N1411 type=control0 q_typed_trust_context=0.689830 sequence=312.128800
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=137 node=N5740 type=observe q_typed_trust_context=0.710317 sequence=312.839117
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=138 node=N7401 type=observe q_typed_trust_context=0.842602 sequence=313.681719
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=139 node=N2149 type=observe q_typed_trust_context=1.765027 sequence=315.446746
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=140 node=N4520 type=control0 q_typed_trust_context=0.837189 sequence=316.283935
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=141 node=N5878 type=observe q_typed_trust_context=0.962311 sequence=317.246246
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=142 node=N3681 type=control0 q_typed_trust_context=2.474540 sequence=319.720786
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=143 node=N7614 type=observe q_typed_trust_context=1.370556 sequence=321.091342
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=144 node=N5473 type=observe q_typed_trust_context=1.272930 sequence=322.364272
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=145 node=N2102 type=observe q_typed_trust_context=1.617554 sequence=323.981826
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=146 node=N712 type=observe q_typed_trust_context=1.950400 sequence=325.932225
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=147 node=N5874 type=observe q_typed_trust_context=1.329694 sequence=327.261919
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=148 node=N7385 type=observe q_typed_trust_context=2.779363 sequence=330.041282
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=149 node=N3295 type=control1 q_typed_trust_context=0.966377 sequence=331.007659
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=150 node=N6531 type=observe q_typed_trust_context=0.891119 sequence=331.898778
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=151 node=N714 type=observe q_typed_trust_context=1.536341 sequence=333.435120
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=152 node=N630 type=control1 q_typed_trust_context=1.516932 sequence=334.952052
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=153 node=N642 type=control1 q_typed_trust_context=1.683717 sequence=336.635769
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=154 node=N649 type=control1 q_typed_trust_context=1.831030 sequence=338.466799
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=155 node=N723 type=observe q_typed_trust_context=2.129172 sequence=340.595971
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=156 node=N7424 type=control1 q_typed_trust_context=1.069991 sequence=341.665963
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=157 node=N3525 type=control1 q_typed_trust_context=0.890664 sequence=342.556626
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=158 node=N3410 type=control1 q_typed_trust_context=0.840995 sequence=343.397621
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=159 node=N1607 type=control1 q_typed_trust_context=1.039770 sequence=344.437391
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=160 node=N7627 type=observe q_typed_trust_context=0.871616 sequence=345.309007
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=161 node=N715 type=observe q_typed_trust_context=1.994676 sequence=347.303683
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=162 node=N647 type=control1 q_typed_trust_context=3.580897 sequence=350.884580
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=163 node=N1586 type=control1 q_typed_trust_context=1.865230 sequence=352.749811
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=164 node=N3180 type=control1 q_typed_trust_context=1.103989 sequence=353.853799
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=165 node=N3467 type=control1 q_typed_trust_context=0.919070 sequence=354.772869
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_trust_context=0.885926 sequence=355.658795
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=167 node=N2106 type=observe q_typed_trust_context=0.772133 sequence=356.430928
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=168 node=N2721 type=control1 q_typed_trust_context=1.018245 sequence=357.449173
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=169 node=N7405 type=observe q_typed_trust_context=0.399967 sequence=357.849140
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=170 node=N703 type=observe q_typed_trust_context=2.620640 sequence=360.469780
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=171 node=N752 type=observe q_typed_trust_context=0.854325 sequence=361.324104
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=172 node=N725 type=observe q_typed_trust_context=1.585864 sequence=362.909969
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=173 node=N705 type=observe q_typed_trust_context=2.116689 sequence=365.026658
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=174 node=N2894 type=control1 q_typed_trust_context=1.705608 sequence=366.732266
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=175 node=N2952 type=control1 q_typed_trust_context=1.502866 sequence=368.235132
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=176 node=N5422 type=observe q_typed_trust_context=1.215396 sequence=369.450529
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=177 node=N2779 type=control1 q_typed_trust_context=2.122962 sequence=371.573490
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=178 node=N706 type=observe q_typed_trust_context=2.923762 sequence=374.497252
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=179 node=N7436 type=observe q_typed_trust_context=1.843134 sequence=376.340386
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=180 node=N7414 type=control1 q_typed_trust_context=1.880420 sequence=378.220806
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=181 node=N7873 type=control1 q_typed_trust_context=2.666689 sequence=380.887495
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=182 node=N2072 type=observe q_typed_trust_context=3.447679 sequence=384.335174
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=183 node=N2580 type=control1 q_typed_trust_context=7.327238 sequence=391.662412
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=184 node=N771 type=observe q_typed_trust_context=6.884991 sequence=398.547403
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=185 node=N2837 type=control1 q_typed_trust_context=6.853786 sequence=405.401189
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=186 node=N6685 type=observe q_typed_trust_context=2.171797 sequence=407.572986
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=187 node=N679 type=observe q_typed_trust_context=7.038297 sequence=414.611284
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=188 node=N5456 type=observe q_typed_trust_context=6.927672 sequence=421.538956
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=189 node=N5439 type=observe q_typed_trust_context=6.350400 sequence=427.889355
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=190 node=N2151 type=observe q_typed_trust_context=6.452813 sequence=434.342169
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=191 node=N7439 type=observe q_typed_trust_context=2.160870 sequence=436.503038
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=192 node=N7589 type=control1 q_typed_trust_context=3.109667 sequence=439.612706
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=193 node=N6538 type=observe q_typed_trust_context=6.579890 sequence=446.192596
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=194 node=N8790 type=control1 q_typed_trust_context=4.722976 sequence=450.915573
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=195 node=N5390 type=observe q_typed_trust_context=7.121277 sequence=458.036849
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=196 node=N6682 type=observe q_typed_trust_context=6.083801 sequence=464.120650
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=197 node=N699 type=observe q_typed_trust_context=3.842543 sequence=467.963193
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=198 node=N5202 type=observe q_typed_trust_context=5.854874 sequence=473.818067
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=199 node=N719 type=observe q_typed_trust_context=1.375063 sequence=475.193130
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=200 node=N7382 type=observe q_typed_trust_context=6.048422 sequence=481.241551
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=201 node=N8240 type=control1 q_typed_trust_context=5.668981 sequence=486.910532
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=202 node=N8789 type=control1 q_typed_trust_context=6.280553 sequence=493.191086
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=203 node=N5334 type=observe q_typed_trust_context=6.172697 sequence=499.363783
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=204 node=N8239 type=control1 q_typed_trust_context=6.823198 sequence=506.186981
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=205 node=N5373 type=observe q_typed_trust_context=6.611787 sequence=512.798767
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=206 node=N8607 type=control1 q_typed_trust_context=7.136360 sequence=519.935128
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=207 node=N6668 type=observe q_typed_trust_context=7.157505 sequence=527.092633
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=208 node=N734 type=observe q_typed_trust_context=5.518121 sequence=532.610754
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=209 node=N708 type=observe q_typed_trust_context=5.829747 sequence=538.440501
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=210 node=N7380 type=observe q_typed_trust_context=6.394108 sequence=544.834609
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=211 node=N2159 type=observe q_typed_trust_context=1.191303 sequence=546.025913
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=212 node=N6660 type=observe q_typed_trust_context=1.512769 sequence=547.538682
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=213 node=N3009 type=control1 q_typed_trust_context=0.454296 sequence=547.992978
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=214 node=N1351 type=observe q_typed_trust_context=4.300410 sequence=552.293387
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=215 node=N7383 type=observe q_typed_trust_context=1.459578 sequence=553.752965
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=216 node=N3067 type=control1 q_typed_trust_context=0.317339 sequence=554.070304
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=217 node=N652 type=control1 q_typed_trust_context=3.672488 sequence=557.742792
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=218 node=N686 type=observe q_typed_trust_context=1.205005 sequence=558.947797
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=219 node=N729 type=observe q_typed_trust_context=2.630628 sequence=561.578425
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=220 node=N8238 type=control1 q_typed_trust_context=2.023183 sequence=563.601608
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=221 node=N6658 type=observe q_typed_trust_context=1.769448 sequence=565.371056
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=222 node=N8606 type=control1 q_typed_trust_context=2.566816 sequence=567.937871
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=223 node=N689 type=observe q_typed_trust_context=2.922947 sequence=570.860818
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=224 node=N8237 type=control1 q_typed_trust_context=3.313159 sequence=574.173977
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=225 node=N684 type=observe q_typed_trust_context=2.838047 sequence=577.012024
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=226 node=N2243 type=observe q_typed_trust_context=2.555934 sequence=579.567959
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=227 node=N6678 type=observe q_typed_trust_context=1.403351 sequence=580.971310
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=228 node=N902 type=control1 q_typed_trust_context=5.269471 sequence=586.240781
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=229 node=N5735 type=observe q_typed_trust_context=5.965220 sequence=592.206001
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=230 node=N7433 type=observe q_typed_trust_context=7.279196 sequence=599.485197
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=231 node=N2271 type=observe q_typed_trust_context=6.438880 sequence=605.924077
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=232 node=N8605 type=control1 q_typed_trust_context=6.491767 sequence=612.415844
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=233 node=N8236 type=control1 q_typed_trust_context=3.418318 sequence=615.834162
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=234 node=N765 type=observe q_typed_trust_context=1.200081 sequence=617.034243
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=235 node=N515 type=control1 q_typed_trust_context=2.846673 sequence=619.880916
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=236 node=N5160 type=observe q_typed_trust_context=6.101015 sequence=625.981931
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=237 node=N2267 type=observe q_typed_trust_context=6.585047 sequence=632.566978
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=238 node=N5111 type=observe q_typed_trust_context=7.080075 sequence=639.647053
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=239 node=N2259 type=observe q_typed_trust_context=6.904299 sequence=646.551352
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=240 node=N7447 type=observe q_typed_trust_context=5.996308 sequence=652.547660
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=241 node=N5094 type=observe q_typed_trust_context=2.841854 sequence=655.389514
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=242 node=N2263 type=observe q_typed_trust_context=6.805262 sequence=662.194776
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=243 node=N6537 type=observe q_typed_trust_context=6.940392 sequence=669.135168
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=244 node=N6656 type=observe q_typed_trust_context=5.728762 sequence=674.863931
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=245 node=N695 type=observe q_typed_trust_context=6.211244 sequence=681.075174
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=246 node=N7443 type=observe q_typed_trust_context=5.881045 sequence=686.956219
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=247 node=N2251 type=observe q_typed_trust_context=2.794883 sequence=689.751102
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=248 node=N696 type=observe q_typed_trust_context=6.638964 sequence=696.390066
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=249 node=N697 type=observe q_typed_trust_context=6.282040 sequence=702.672106
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=250 node=N2247 type=observe q_typed_trust_context=6.524597 sequence=709.196703
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=251 node=N5726 type=control1 q_typed_trust_context=1.853701 sequence=711.050404
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=252 node=N6657 type=observe q_typed_trust_context=0.520966 sequence=711.571369
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=253 node=N1352 type=observe q_typed_trust_context=5.345539 sequence=716.916908
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=254 node=N7444 type=observe q_typed_trust_context=4.885522 sequence=721.802430
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=255 node=N680 type=observe q_typed_trust_context=3.795409 sequence=725.597840
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=256 node=N7452 type=observe q_typed_trust_context=6.041115 sequence=731.638955
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=257 node=N6730 type=control1 q_typed_trust_context=6.515767 sequence=738.154722
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=258 node=N732 type=observe q_typed_trust_context=6.370302 sequence=744.525024
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=259 node=N8235 type=control1 q_typed_trust_context=6.754794 sequence=751.279819
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=260 node=N2216 type=observe q_typed_trust_context=6.400839 sequence=757.680657
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=261 node=N7694 type=control0 q_typed_trust_context=0.248510 sequence=757.929167
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=262 node=N4460 type=control0 q_typed_trust_context=3.978286 sequence=761.907453
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=263 node=N1879 type=observe q_typed_trust_context=5.777624 sequence=767.685078
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=264 node=N6659 type=observe q_typed_trust_context=1.909584 sequence=769.594662
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=265 node=N2218 type=observe q_typed_trust_context=7.122018 sequence=776.716679
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=266 node=N2255 type=observe q_typed_trust_context=6.702382 sequence=783.419061
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=267 node=N4900 type=observe q_typed_trust_context=0.764781 sequence=784.183842
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=268 node=N2185 type=observe q_typed_trust_context=6.045287 sequence=790.229129
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=269 node=N717 type=observe q_typed_trust_context=6.041511 sequence=796.270640
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=270 node=N1598 type=observe q_typed_trust_context=3.444764 sequence=799.715404
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=271 node=N2203 type=observe q_typed_trust_context=5.806963 sequence=805.522367
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=272 node=N6684 type=observe q_typed_trust_context=1.425780 sequence=806.948147
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=273 node=N733 type=observe q_typed_trust_context=4.257518 sequence=811.205664
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=274 node=N2205 type=observe q_typed_trust_context=7.153977 sequence=818.359642
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=275 node=N735 type=observe q_typed_trust_context=5.375169 sequence=823.734811
[b15-round6/cone_toplist/best_final_horizon/q_typed_trust_context/a0.05/d16] [plan iscas99__b15_1] [plan] step=276 node=N7440 type=observe q_typed_trust_context=6.006561 sequence=829.741371
