[b15-round3/long32_balanced/decay_128] [gmean] 2026-07-20T21:06:31 out_dir=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_128
[b15-round3/long32_balanced/decay_128] [gmean] 2026-07-20T21:06:31 budgets=iscas99__b15_1:278
[b15-round3/long32_balanced/decay_128] [gmean] 2026-07-20T21:06:31 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round3/long32_balanced/decay_128] [gmean] 2026-07-20T21:06:31 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=177 node=N703 type=observe q_typed_residual_context=3.251653 sequence=473.909794
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=178 node=N7414 type=control1 q_typed_residual_context=3.005080 sequence=476.914874
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=179 node=N7873 type=control1 q_typed_residual_context=1.361470 sequence=478.276344
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=180 node=N2837 type=control1 q_typed_residual_context=1.052471 sequence=479.328815
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=181 node=N3009 type=control1 q_typed_residual_context=0.964961 sequence=480.293776
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=182 node=N759 type=observe q_typed_residual_context=0.883485 sequence=481.177261
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=183 node=N7589 type=control1 q_typed_residual_context=1.925781 sequence=483.103042
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=184 node=N3067 type=control1 q_typed_residual_context=2.838964 sequence=485.942005
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=185 node=N8790 type=control1 q_typed_residual_context=1.828607 sequence=487.770613
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=186 node=N5456 type=observe q_typed_residual_context=2.331165 sequence=490.101777
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=187 node=N679 type=observe q_typed_residual_context=0.914317 sequence=491.016094
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=188 node=N8240 type=control1 q_typed_residual_context=0.894787 sequence=491.910881
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=189 node=N5422 type=observe q_typed_residual_context=1.338744 sequence=493.249625
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=190 node=N8789 type=control1 q_typed_residual_context=6.945274 sequence=500.194899
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=191 node=N8239 type=control1 q_typed_residual_context=4.157897 sequence=504.352796
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=192 node=N706 type=observe q_typed_residual_context=2.483694 sequence=506.836490
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=193 node=N7439 type=observe q_typed_residual_context=2.484554 sequence=509.321044
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=194 node=N8607 type=control1 q_typed_residual_context=1.945820 sequence=511.266864
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=195 node=N7405 type=observe q_typed_residual_context=5.967502 sequence=517.234366
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=196 node=N5439 type=observe q_typed_residual_context=2.017134 sequence=519.251500
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=197 node=N628 type=control1 q_typed_residual_context=0.836624 sequence=520.088124
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=198 node=N652 type=control1 q_typed_residual_context=2.186474 sequence=522.274599
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=199 node=N8238 type=control1 q_typed_residual_context=0.969969 sequence=523.244568
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=200 node=N8606 type=control1 q_typed_residual_context=1.004110 sequence=524.248678
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=201 node=N765 type=observe q_typed_residual_context=5.947931 sequence=530.196609
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=202 node=N5202 type=observe q_typed_residual_context=2.172810 sequence=532.369420
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=203 node=N2151 type=observe q_typed_residual_context=2.655296 sequence=535.024716
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=204 node=N719 type=observe q_typed_residual_context=5.181889 sequence=540.206605
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=205 node=N5390 type=observe q_typed_residual_context=4.507243 sequence=544.713848
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=206 node=N8237 type=control1 q_typed_residual_context=6.045667 sequence=550.759515
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=207 node=N5334 type=observe q_typed_residual_context=7.028679 sequence=557.788194
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=208 node=N902 type=control1 q_typed_residual_context=7.172196 sequence=564.960390
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=209 node=N756 type=observe q_typed_residual_context=5.081108 sequence=570.041497
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=210 node=N8605 type=control1 q_typed_residual_context=2.734900 sequence=572.776397
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=211 node=N8236 type=control1 q_typed_residual_context=3.465453 sequence=576.241850
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=212 node=N7382 type=observe q_typed_residual_context=4.465519 sequence=580.707369
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=213 node=N5373 type=observe q_typed_residual_context=7.083626 sequence=587.790996
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=214 node=N708 type=observe q_typed_residual_context=6.974096 sequence=594.765092
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=215 node=N734 type=observe q_typed_residual_context=6.968421 sequence=601.733512
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=216 node=N515 type=control1 q_typed_residual_context=6.456897 sequence=608.190410
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=217 node=N6677 type=observe q_typed_residual_context=3.709158 sequence=611.899567
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=218 node=N699 type=observe q_typed_residual_context=3.305092 sequence=615.204660
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=219 node=N7383 type=observe q_typed_residual_context=5.626649 sequence=620.831309
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=220 node=N1351 type=observe q_typed_residual_context=6.632644 sequence=627.463953
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=221 node=N686 type=observe q_typed_residual_context=3.911705 sequence=631.375658
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=222 node=N7380 type=observe q_typed_residual_context=2.287955 sequence=633.663613
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=223 node=N2159 type=observe q_typed_residual_context=1.105219 sequence=634.768832
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=224 node=N6736 type=control1 q_typed_residual_context=0.646975 sequence=635.415807
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=225 node=N2072 type=observe q_typed_residual_context=1.896977 sequence=637.312784
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=226 node=N5726 type=control1 q_typed_residual_context=0.773065 sequence=638.085849
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=227 node=N771 type=observe q_typed_residual_context=2.961278 sequence=641.047126
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=228 node=N6668 type=observe q_typed_residual_context=6.514792 sequence=647.561918
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=229 node=N689 type=observe q_typed_residual_context=1.656876 sequence=649.218794
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=230 node=N729 type=observe q_typed_residual_context=5.128845 sequence=654.347639
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=231 node=N684 type=observe q_typed_residual_context=6.129862 sequence=660.477501
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=232 node=N6730 type=control1 q_typed_residual_context=3.707111 sequence=664.184612
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=233 node=N8235 type=control1 q_typed_residual_context=4.757242 sequence=668.941854
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=234 node=N6734 type=control1 q_typed_residual_context=1.863559 sequence=670.805412
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=235 node=N8234 type=control1 q_typed_residual_context=5.838420 sequence=676.643832
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=236 node=N2243 type=observe q_typed_residual_context=2.140092 sequence=678.783924
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=237 node=N6660 type=observe q_typed_residual_context=5.853114 sequence=684.637038
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=238 node=N5735 type=observe q_typed_residual_context=5.896755 sequence=690.533793
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=239 node=N7433 type=observe q_typed_residual_context=6.961580 sequence=697.495373
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=240 node=N6593 type=control1 q_typed_residual_context=5.910809 sequence=703.406182
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=241 node=N8783 type=control1 q_typed_residual_context=6.621461 sequence=710.027643
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=242 node=N1879 type=observe q_typed_residual_context=6.752527 sequence=716.780170
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=243 node=N2271 type=observe q_typed_residual_context=5.888090 sequence=722.668260
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=244 node=N5094 type=observe q_typed_residual_context=7.017769 sequence=729.686029
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=245 node=N2259 type=observe q_typed_residual_context=3.540980 sequence=733.227010
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=246 node=N8233 type=control1 q_typed_residual_context=7.287681 sequence=740.514691
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=247 node=N5160 type=observe q_typed_residual_context=7.325707 sequence=747.840398
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=248 node=N6658 type=observe q_typed_residual_context=7.098755 sequence=754.939153
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=249 node=N7447 type=observe q_typed_residual_context=4.875454 sequence=759.814607
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=250 node=N5111 type=observe q_typed_residual_context=3.670086 sequence=763.484693
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=251 node=N2267 type=observe q_typed_residual_context=6.897094 sequence=770.381787
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=252 node=N6743 type=control1 q_typed_residual_context=7.053359 sequence=777.435145
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=253 node=N8608 type=control1 q_typed_residual_context=6.736378 sequence=784.171523
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=254 node=N2263 type=observe q_typed_residual_context=6.347958 sequence=790.519481
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=255 node=N6656 type=observe q_typed_residual_context=6.470089 sequence=796.989571
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=256 node=N6537 type=observe q_typed_residual_context=1.880173 sequence=798.869743
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=257 node=N695 type=observe q_typed_residual_context=1.909217 sequence=800.778960
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=258 node=N6741 type=control1 q_typed_residual_context=1.823317 sequence=802.602277
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=259 node=N7443 type=observe q_typed_residual_context=1.701863 sequence=804.304141
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=260 node=N2358 type=control1 q_typed_residual_context=1.647182 sequence=805.951323
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=261 node=N2251 type=observe q_typed_residual_context=3.813071 sequence=809.764394
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=262 node=N7694 type=control0 q_typed_residual_context=0.222116 sequence=809.986510
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=263 node=N4460 type=control0 q_typed_residual_context=2.260980 sequence=812.247490
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=264 node=N1598 type=observe q_typed_residual_context=2.564611 sequence=814.812101
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=265 node=N696 type=observe q_typed_residual_context=7.022678 sequence=821.834779
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=266 node=N697 type=observe q_typed_residual_context=5.469625 sequence=827.304404
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=267 node=N2247 type=observe q_typed_residual_context=6.529887 sequence=833.834291
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=268 node=N1599 type=observe q_typed_residual_context=1.056785 sequence=834.891076
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=269 node=N6532 type=observe q_typed_residual_context=7.058709 sequence=841.949785
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=270 node=N1352 type=observe q_typed_residual_context=6.725003 sequence=848.674787
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=271 node=N680 type=observe q_typed_residual_context=5.243417 sequence=853.918204
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=272 node=N7452 type=observe q_typed_residual_context=6.611307 sequence=860.529512
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=273 node=N732 type=observe q_typed_residual_context=6.221302 sequence=866.750814
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=274 node=N2216 type=observe q_typed_residual_context=6.186269 sequence=872.937083
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=275 node=N4900 type=observe q_typed_residual_context=5.439189 sequence=878.376272
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=276 node=N7444 type=observe q_typed_residual_context=3.797747 sequence=882.174019
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=277 node=N626 type=control1 q_typed_residual_context=1.839229 sequence=884.013248
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] [plan] step=278 node=N6739 type=control1 q_typed_residual_context=3.228088 sequence=887.241336
[b15-round3/long32_balanced/decay_128] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_128/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round3/long32_balanced/decay_128] [gmean] 2026-07-20T21:09:21 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=169.195 plan_csv=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_128/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round3/long32_balanced/decay_128] [gmean] 2026-07-20T21:09:21 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round3/long32_balanced/decay_128] [eval iscas99__b15_1] {
[b15-round3/long32_balanced/decay_128] [eval iscas99__b15_1]   "records": 2,
[b15-round3/long32_balanced/decay_128] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_128/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round3/long32_balanced/decay_128] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_128/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round3/long32_balanced/decay_128] [eval iscas99__b15_1] }
[b15-round3/long32_balanced/decay_128] [gmean] 2026-07-20T21:09:28 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12091000000000007 plan_sec=169.195 eval_sec=7.137 total_sec=176.345
[b15-round3/long32_balanced/decay_128] [gmean] 2026-07-20T21:09:28 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12091000000000007 positives=1 negatives=0 elapsed=176.346
