[b15-round3/long32_return/decay_0] [gmean] 2026-07-20T21:06:31 out_dir=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_return/decay_0
[b15-round3/long32_return/decay_0] [gmean] 2026-07-20T21:06:31 budgets=iscas99__b15_1:278
[b15-round3/long32_return/decay_0] [gmean] 2026-07-20T21:06:31 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round3/long32_return/decay_0] [gmean] 2026-07-20T21:06:31 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=182 node=N706 type=observe q_typed_residual_context=1.555860 sequence=428.551707
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=183 node=N7873 type=control1 q_typed_residual_context=1.140729 sequence=429.692435
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=184 node=N2072 type=observe q_typed_residual_context=0.707158 sequence=430.399594
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=185 node=N2837 type=control1 q_typed_residual_context=0.305390 sequence=430.704984
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=186 node=N3009 type=control1 q_typed_residual_context=0.765153 sequence=431.470137
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=187 node=N7441 type=control0 q_typed_residual_context=0.890955 sequence=432.361092
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=188 node=N1879 type=observe q_typed_residual_context=0.699516 sequence=433.060608
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=189 node=N7589 type=control1 q_typed_residual_context=0.988484 sequence=434.049092
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=190 node=N7442 type=control0 q_typed_residual_context=0.962837 sequence=435.011930
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=191 node=N679 type=observe q_typed_residual_context=1.074839 sequence=436.086768
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=192 node=N3067 type=control1 q_typed_residual_context=0.688939 sequence=436.775708
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=193 node=N1598 type=observe q_typed_residual_context=1.071558 sequence=437.847266
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=194 node=N5456 type=observe q_typed_residual_context=1.241003 sequence=439.088269
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=195 node=N7696 type=control0 q_typed_residual_context=1.216850 sequence=440.305119
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=196 node=N8790 type=control1 q_typed_residual_context=1.632547 sequence=441.937667
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=197 node=N7473 type=control0 q_typed_residual_context=0.840604 sequence=442.778270
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=198 node=N8240 type=control1 q_typed_residual_context=3.229422 sequence=446.007692
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=199 node=N6668 type=observe q_typed_residual_context=6.007268 sequence=452.014960
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=200 node=N5439 type=observe q_typed_residual_context=5.207805 sequence=457.222766
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=201 node=N8789 type=control1 q_typed_residual_context=6.063667 sequence=463.286432
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=202 node=N5202 type=observe q_typed_residual_context=6.949887 sequence=470.236319
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=203 node=N8239 type=control1 q_typed_residual_context=6.902664 sequence=477.138983
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=204 node=N7439 type=observe q_typed_residual_context=6.076615 sequence=483.215598
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=205 node=N8607 type=control1 q_typed_residual_context=1.669719 sequence=484.885318
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=206 node=N5390 type=observe q_typed_residual_context=3.536446 sequence=488.421764
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=207 node=N2151 type=observe q_typed_residual_context=3.609156 sequence=492.030920
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=208 node=N6660 type=observe q_typed_residual_context=6.390457 sequence=498.421377
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=209 node=N719 type=observe q_typed_residual_context=5.801988 sequence=504.223365
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=210 node=N652 type=control1 q_typed_residual_context=6.035841 sequence=510.259205
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=211 node=N5334 type=observe q_typed_residual_context=4.168173 sequence=514.427379
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=212 node=N8238 type=control1 q_typed_residual_context=4.397478 sequence=518.824856
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=213 node=N6685 type=observe q_typed_residual_context=2.287904 sequence=521.112760
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=214 node=N7380 type=observe q_typed_residual_context=2.973179 sequence=524.085939
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=215 node=N734 type=observe q_typed_residual_context=5.944724 sequence=530.030663
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=216 node=N708 type=observe q_typed_residual_context=6.256774 sequence=536.287437
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=217 node=N5373 type=observe q_typed_residual_context=6.233916 sequence=542.521353
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=218 node=N699 type=observe q_typed_residual_context=5.932750 sequence=548.454102
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=219 node=N2159 type=observe q_typed_residual_context=6.652367 sequence=555.106469
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=220 node=N8606 type=control1 q_typed_residual_context=3.316556 sequence=558.423025
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=221 node=N8237 type=control1 q_typed_residual_context=4.393745 sequence=562.816770
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=222 node=N6658 type=observe q_typed_residual_context=2.659128 sequence=565.475898
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=223 node=N1351 type=observe q_typed_residual_context=0.745238 sequence=566.221136
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=224 node=N7433 type=observe q_typed_residual_context=5.189402 sequence=571.410538
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=225 node=N902 type=control1 q_typed_residual_context=2.923329 sequence=574.333868
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=226 node=N8605 type=control1 q_typed_residual_context=6.481784 sequence=580.815652
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=227 node=N1987 type=observe q_typed_residual_context=5.979887 sequence=586.795539
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=228 node=N8236 type=control1 q_typed_residual_context=3.044705 sequence=589.840244
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=229 node=N4460 type=control0 q_typed_residual_context=3.839189 sequence=593.679433
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=230 node=N686 type=observe q_typed_residual_context=3.580178 sequence=597.259610
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=231 node=N729 type=observe q_typed_residual_context=6.106783 sequence=603.366393
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=232 node=N684 type=observe q_typed_residual_context=6.109806 sequence=609.476199
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=233 node=N6656 type=observe q_typed_residual_context=6.672663 sequence=616.148862
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=234 node=N7447 type=observe q_typed_residual_context=2.425939 sequence=618.574801
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=235 node=N689 type=observe q_typed_residual_context=4.010834 sequence=622.585635
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=236 node=N2243 type=observe q_typed_residual_context=6.736398 sequence=629.322033
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=237 node=N5735 type=observe q_typed_residual_context=3.568425 sequence=632.890458
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=238 node=N515 type=control1 q_typed_residual_context=2.402399 sequence=635.292857
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=239 node=N2271 type=observe q_typed_residual_context=6.255772 sequence=641.548629
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=240 node=N6736 type=control1 q_typed_residual_context=3.083304 sequence=644.631933
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=241 node=N758 type=observe q_typed_residual_context=1.320477 sequence=645.952410
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=242 node=N5094 type=observe q_typed_residual_context=3.069526 sequence=649.021936
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=243 node=N2259 type=observe q_typed_residual_context=6.441454 sequence=655.463390
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=244 node=N5726 type=control1 q_typed_residual_context=6.297318 sequence=661.760708
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=245 node=N7444 type=observe q_typed_residual_context=4.050743 sequence=665.811451
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=246 node=N5160 type=observe q_typed_residual_context=3.594435 sequence=669.405885
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=247 node=N6730 type=control1 q_typed_residual_context=6.906836 sequence=676.312722
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=248 node=N8235 type=control1 q_typed_residual_context=6.065063 sequence=682.377785
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=249 node=N1688 type=observe q_typed_residual_context=4.605005 sequence=686.982790
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=250 node=N5111 type=observe q_typed_residual_context=2.818748 sequence=689.801538
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=251 node=N2267 type=observe q_typed_residual_context=6.739460 sequence=696.540998
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=252 node=N6532 type=observe q_typed_residual_context=4.094245 sequence=700.635243
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=253 node=N2263 type=observe q_typed_residual_context=6.300912 sequence=706.936155
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=254 node=N696 type=observe q_typed_residual_context=6.744738 sequence=713.680893
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=255 node=N2251 type=observe q_typed_residual_context=4.388696 sequence=718.069590
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=256 node=N695 type=observe q_typed_residual_context=5.473978 sequence=723.543568
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=257 node=N4900 type=observe q_typed_residual_context=3.186962 sequence=726.730529
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=258 node=N4421 type=control0 q_typed_residual_context=3.662750 sequence=730.393279
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=259 node=N6537 type=observe q_typed_residual_context=7.042128 sequence=737.435407
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=260 node=N4359 type=control0 q_typed_residual_context=1.679416 sequence=739.114824
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=261 node=N1599 type=observe q_typed_residual_context=5.801887 sequence=744.916711
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=262 node=N697 type=observe q_typed_residual_context=5.337602 sequence=750.254313
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=263 node=N4367 type=control0 q_typed_residual_context=4.824769 sequence=755.079082
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=264 node=N6680 type=observe q_typed_residual_context=6.359344 sequence=761.438426
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=265 node=N2247 type=observe q_typed_residual_context=6.156989 sequence=767.595415
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=266 node=N1352 type=observe q_typed_residual_context=5.566894 sequence=773.162309
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=267 node=N680 type=observe q_typed_residual_context=5.640568 sequence=778.802877
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=268 node=N7452 type=observe q_typed_residual_context=5.620204 sequence=784.423081
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=269 node=N4532 type=control0 q_typed_residual_context=5.947711 sequence=790.370792
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=270 node=N4442 type=control0 q_typed_residual_context=5.754104 sequence=796.124896
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=271 node=N6956 type=control0 q_typed_residual_context=3.578451 sequence=799.703346
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=272 node=N8234 type=control1 q_typed_residual_context=7.069644 sequence=806.772990
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=273 node=N4469 type=control0 q_typed_residual_context=6.684758 sequence=813.457748
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=274 node=N7425 type=observe q_typed_residual_context=3.455292 sequence=816.913040
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=275 node=N732 type=observe q_typed_residual_context=2.922791 sequence=819.835831
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=276 node=N2216 type=observe q_typed_residual_context=5.701874 sequence=825.537705
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=277 node=N6593 type=control1 q_typed_residual_context=6.437298 sequence=831.975003
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] [plan] step=278 node=N2218 type=observe q_typed_residual_context=2.554820 sequence=834.529823
[b15-round3/long32_return/decay_0] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_return/decay_0/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round3/long32_return/decay_0] [gmean] 2026-07-20T21:09:21 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=169.399 plan_csv=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_return/decay_0/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round3/long32_return/decay_0] [gmean] 2026-07-20T21:09:21 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round3/long32_return/decay_0] [eval iscas99__b15_1] {
[b15-round3/long32_return/decay_0] [eval iscas99__b15_1]   "records": 2,
[b15-round3/long32_return/decay_0] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_return/decay_0/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round3/long32_return/decay_0] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_return/decay_0/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round3/long32_return/decay_0] [eval iscas99__b15_1] }
[b15-round3/long32_return/decay_0] [gmean] 2026-07-20T21:09:28 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11667000000000005 plan_sec=169.399 eval_sec=7.606 total_sec=177.015
[b15-round3/long32_return/decay_0] [gmean] 2026-07-20T21:09:28 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11667000000000005 positives=1 negatives=0 elapsed=177.016
