[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:06:31 out_dir=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_32
[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:06:31 budgets=iscas99__b15_1:278
[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:06:31 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:06:31 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=177 node=N2952 type=control1 q_typed_residual_context=1.899994 sequence=368.602783
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=178 node=N7405 type=observe q_typed_residual_context=2.010812 sequence=370.613595
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=179 node=N5422 type=observe q_typed_residual_context=1.970489 sequence=372.584084
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=180 node=N706 type=observe q_typed_residual_context=3.858512 sequence=376.442596
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=181 node=N2779 type=control1 q_typed_residual_context=1.681813 sequence=378.124409
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=182 node=N6538 type=observe q_typed_residual_context=2.528638 sequence=380.653047
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=183 node=N7873 type=control1 q_typed_residual_context=5.997600 sequence=386.650647
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=184 node=N1879 type=observe q_typed_residual_context=2.858639 sequence=389.509286
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=185 node=N679 type=observe q_typed_residual_context=7.074547 sequence=396.583833
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=186 node=N5456 type=observe q_typed_residual_context=6.598582 sequence=403.182415
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=187 node=N7414 type=control1 q_typed_residual_context=5.979319 sequence=409.161734
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=188 node=N1599 type=observe q_typed_residual_context=3.269513 sequence=412.431247
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=189 node=N7589 type=control1 q_typed_residual_context=4.495299 sequence=416.926546
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=190 node=N6581 type=observe q_typed_residual_context=6.825430 sequence=423.751976
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=191 node=N5439 type=observe q_typed_residual_context=2.802521 sequence=426.554497
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=192 node=N7439 type=observe q_typed_residual_context=4.602088 sequence=431.156585
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=193 node=N5334 type=observe q_typed_residual_context=2.670014 sequence=433.826599
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=194 node=N5390 type=observe q_typed_residual_context=6.568761 sequence=440.395360
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=195 node=N6685 type=observe q_typed_residual_context=0.321989 sequence=440.717350
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=196 node=N699 type=observe q_typed_residual_context=2.913942 sequence=443.631292
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=197 node=N5373 type=observe q_typed_residual_context=3.909671 sequence=447.540963
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=198 node=N5202 type=observe q_typed_residual_context=0.711097 sequence=448.252060
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=199 node=N1598 type=observe q_typed_residual_context=6.364872 sequence=454.616933
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=200 node=N7382 type=observe q_typed_residual_context=3.033738 sequence=457.650670
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=201 node=N719 type=observe q_typed_residual_context=6.346473 sequence=463.997143
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=202 node=N6660 type=observe q_typed_residual_context=4.174283 sequence=468.171426
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=203 node=N708 type=observe q_typed_residual_context=5.542446 sequence=473.713872
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=204 node=N734 type=observe q_typed_residual_context=5.632932 sequence=479.346804
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=205 node=N2159 type=observe q_typed_residual_context=1.993528 sequence=481.340331
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=206 node=N7383 type=observe q_typed_residual_context=1.824628 sequence=483.164960
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=207 node=N6658 type=observe q_typed_residual_context=1.624193 sequence=484.789153
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=208 node=N1351 type=observe q_typed_residual_context=1.661510 sequence=486.450663
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=209 node=N686 type=observe q_typed_residual_context=2.103296 sequence=488.553960
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=210 node=N7380 type=observe q_typed_residual_context=1.817897 sequence=490.371856
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=211 node=N2151 type=observe q_typed_residual_context=1.075328 sequence=491.447184
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=212 node=N729 type=observe q_typed_residual_context=1.214606 sequence=492.661790
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=213 node=N684 type=observe q_typed_residual_context=2.672591 sequence=495.334381
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=214 node=N3067 type=control1 q_typed_residual_context=0.728810 sequence=496.063191
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=215 node=N8790 type=control1 q_typed_residual_context=3.034408 sequence=499.097599
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=216 node=N6656 type=observe q_typed_residual_context=2.154703 sequence=501.252302
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=217 node=N689 type=observe q_typed_residual_context=2.299473 sequence=503.551775
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=218 node=N6682 type=observe q_typed_residual_context=0.841928 sequence=504.393703
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=219 node=N2271 type=observe q_typed_residual_context=4.465304 sequence=508.859007
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=220 node=N8240 type=control1 q_typed_residual_context=6.314384 sequence=515.173391
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=221 node=N8789 type=control1 q_typed_residual_context=5.263811 sequence=520.437202
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=222 node=N8239 type=control1 q_typed_residual_context=1.195343 sequence=521.632546
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=223 node=N765 type=observe q_typed_residual_context=3.041805 sequence=524.674351
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=224 node=N8607 type=control1 q_typed_residual_context=1.770905 sequence=526.445256
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=225 node=N5160 type=observe q_typed_residual_context=4.690676 sequence=531.135932
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=226 node=N7433 type=observe q_typed_residual_context=7.212031 sequence=538.347963
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=227 node=N2267 type=observe q_typed_residual_context=6.549551 sequence=544.897513
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=228 node=N5735 type=observe q_typed_residual_context=6.865746 sequence=551.763260
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=229 node=N2259 type=observe q_typed_residual_context=6.442837 sequence=558.206097
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=230 node=N5111 type=observe q_typed_residual_context=6.997302 sequence=565.203399
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=231 node=N2243 type=observe q_typed_residual_context=6.420848 sequence=571.624247
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=232 node=N5094 type=observe q_typed_residual_context=6.716998 sequence=578.341244
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=233 node=N7447 type=observe q_typed_residual_context=4.420179 sequence=582.761423
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=234 node=N2263 type=observe q_typed_residual_context=2.695577 sequence=585.457001
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=235 node=N695 type=observe q_typed_residual_context=6.703530 sequence=592.160530
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=236 node=N6537 type=observe q_typed_residual_context=6.963601 sequence=599.124132
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=237 node=N2251 type=observe q_typed_residual_context=6.485611 sequence=605.609742
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=238 node=N696 type=observe q_typed_residual_context=6.626946 sequence=612.236688
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=239 node=N7443 type=observe q_typed_residual_context=4.462537 sequence=616.699225
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=240 node=N652 type=control1 q_typed_residual_context=3.022562 sequence=619.721787
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=241 node=N1987 type=observe q_typed_residual_context=2.714614 sequence=622.436401
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=242 node=N764 type=observe q_typed_residual_context=4.812368 sequence=627.248769
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=243 node=N2247 type=observe q_typed_residual_context=4.707506 sequence=631.956275
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=244 node=N680 type=observe q_typed_residual_context=7.133326 sequence=639.089602
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=245 node=N8238 type=control1 q_typed_residual_context=5.660376 sequence=644.749978
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=246 node=N697 type=observe q_typed_residual_context=6.054798 sequence=650.804776
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=247 node=N8606 type=control1 q_typed_residual_context=6.293697 sequence=657.098473
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=248 node=N7452 type=observe q_typed_residual_context=6.283731 sequence=663.382204
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=249 node=N1352 type=observe q_typed_residual_context=3.691636 sequence=667.073839
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=250 node=N7444 type=observe q_typed_residual_context=5.196876 sequence=672.270715
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=251 node=N1688 type=observe q_typed_residual_context=2.581449 sequence=674.852165
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=252 node=N6684 type=observe q_typed_residual_context=3.298812 sequence=678.150977
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=253 node=N2218 type=observe q_typed_residual_context=7.533020 sequence=685.683996
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=254 node=N2255 type=observe q_typed_residual_context=7.385250 sequence=693.069247
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=255 node=N732 type=observe q_typed_residual_context=5.461393 sequence=698.530640
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=256 node=N2216 type=observe q_typed_residual_context=6.078078 sequence=704.608718
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=257 node=N4900 type=observe q_typed_residual_context=5.355431 sequence=709.964149
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=258 node=N6562 type=observe q_typed_residual_context=5.387810 sequence=715.351959
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=259 node=N2205 type=observe q_typed_residual_context=6.087372 sequence=721.439331
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=260 node=N8237 type=control1 q_typed_residual_context=6.056961 sequence=727.496292
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=261 node=N733 type=observe q_typed_residual_context=5.856851 sequence=733.353142
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=262 node=N2185 type=observe q_typed_residual_context=5.873771 sequence=739.226913
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=263 node=N902 type=control1 q_typed_residual_context=6.341512 sequence=745.568426
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=264 node=N717 type=observe q_typed_residual_context=5.072632 sequence=750.641058
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=265 node=N8605 type=control1 q_typed_residual_context=6.336679 sequence=756.977737
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=266 node=N2203 type=observe q_typed_residual_context=5.658724 sequence=762.636461
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=267 node=N7440 type=observe q_typed_residual_context=4.834403 sequence=767.470864
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=268 node=N8236 type=control1 q_typed_residual_context=6.132132 sequence=773.602995
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=269 node=N735 type=observe q_typed_residual_context=5.837756 sequence=779.440751
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=270 node=N2201 type=observe q_typed_residual_context=5.561382 sequence=785.002133
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=271 node=N515 type=control1 q_typed_residual_context=6.282969 sequence=791.285103
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=272 node=N4460 type=control0 q_typed_residual_context=3.389106 sequence=794.674208
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=273 node=N2226 type=observe q_typed_residual_context=6.187410 sequence=800.861618
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=274 node=N3009 type=control1 q_typed_residual_context=1.007865 sequence=801.869483
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=275 node=N6680 type=observe q_typed_residual_context=0.211234 sequence=802.080717
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=276 node=N2837 type=control1 q_typed_residual_context=1.314776 sequence=803.395493
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=277 node=N5726 type=control1 q_typed_residual_context=6.108203 sequence=809.503696
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=278 node=N6730 type=control1 q_typed_residual_context=6.027157 sequence=815.530853
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_32/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:09:20 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=168.847 plan_csv=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_32/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:09:20 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round3/long32_balanced/decay_32] [eval iscas99__b15_1] {
[b15-round3/long32_balanced/decay_32] [eval iscas99__b15_1]   "records": 2,
[b15-round3/long32_balanced/decay_32] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_32/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round3/long32_balanced/decay_32] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_32/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round3/long32_balanced/decay_32] [eval iscas99__b15_1] }
[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:09:28 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12287000000000015 plan_sec=168.847 eval_sec=7.322 total_sec=176.179
[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:09:28 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12287000000000015 positives=1 negatives=0 elapsed=176.18
