[b15-round3/long32_marginal/decay_32] [gmean] 2026-07-20T21:09:54 out_dir=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_marginal/decay_32
[b15-round3/long32_marginal/decay_32] [gmean] 2026-07-20T21:09:54 budgets=iscas99__b15_1:278
[b15-round3/long32_marginal/decay_32] [gmean] 2026-07-20T21:09:54 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round3/long32_marginal/decay_32] [gmean] 2026-07-20T21:09:54 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=177 node=N2837 type=control1 q_typed_residual_context=1.748034 sequence=470.405158
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=178 node=N3009 type=control1 q_typed_residual_context=1.625566 sequence=472.030724
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=179 node=N703 type=observe q_typed_residual_context=1.495548 sequence=473.526272
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=180 node=N7589 type=control1 q_typed_residual_context=1.034094 sequence=474.560366
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=181 node=N3067 type=control1 q_typed_residual_context=1.409345 sequence=475.969711
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=182 node=N6678 type=observe q_typed_residual_context=1.281461 sequence=477.251172
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=183 node=N725 type=observe q_typed_residual_context=4.104380 sequence=481.355552
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=184 node=N705 type=observe q_typed_residual_context=5.395143 sequence=486.750695
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=185 node=N8790 type=control1 q_typed_residual_context=3.774976 sequence=490.525670
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=186 node=N8240 type=control1 q_typed_residual_context=2.205593 sequence=492.731263
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=187 node=N7405 type=observe q_typed_residual_context=1.380506 sequence=494.111769
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=188 node=N8789 type=control1 q_typed_residual_context=2.842914 sequence=496.954683
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=189 node=N8239 type=control1 q_typed_residual_context=3.353184 sequence=500.307867
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=190 node=N5422 type=observe q_typed_residual_context=6.294110 sequence=506.601978
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=191 node=N706 type=observe q_typed_residual_context=6.068052 sequence=512.670030
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=192 node=N7590 type=control1 q_typed_residual_context=4.736925 sequence=517.406955
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=193 node=N8607 type=control1 q_typed_residual_context=6.875110 sequence=524.282064
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=194 node=N6685 type=observe q_typed_residual_context=2.492200 sequence=526.774265
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=195 node=N679 type=observe q_typed_residual_context=1.961729 sequence=528.735994
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=196 node=N652 type=control1 q_typed_residual_context=5.225419 sequence=533.961413
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=197 node=N5456 type=observe q_typed_residual_context=7.021093 sequence=540.982505
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=198 node=N8238 type=control1 q_typed_residual_context=7.214832 sequence=548.197337
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=199 node=N8606 type=control1 q_typed_residual_context=7.203052 sequence=555.400389
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=200 node=N5439 type=observe q_typed_residual_context=6.874336 sequence=562.274725
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=201 node=N8237 type=control1 q_typed_residual_context=5.664544 sequence=567.939269
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=202 node=N1688 type=observe q_typed_residual_context=4.432435 sequence=572.371704
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=203 node=N626 type=control1 q_typed_residual_context=1.102802 sequence=573.474506
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=204 node=N902 type=control1 q_typed_residual_context=3.558391 sequence=577.032897
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=205 node=N8605 type=control1 q_typed_residual_context=3.591013 sequence=580.623910
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=206 node=N8236 type=control1 q_typed_residual_context=5.367559 sequence=585.991470
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=207 node=N515 type=control1 q_typed_residual_context=5.121655 sequence=591.113125
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=208 node=N2151 type=observe q_typed_residual_context=2.728991 sequence=593.842115
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=209 node=N7439 type=observe q_typed_residual_context=5.501197 sequence=599.343312
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=210 node=N6736 type=control1 q_typed_residual_context=1.332117 sequence=600.675430
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=211 node=N5726 type=control1 q_typed_residual_context=5.323175 sequence=605.998605
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=212 node=N763 type=observe q_typed_residual_context=2.316324 sequence=608.314928
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=213 node=N5202 type=observe q_typed_residual_context=2.385561 sequence=610.700490
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=214 node=N719 type=observe q_typed_residual_context=6.077463 sequence=616.777953
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=215 node=N758 type=observe q_typed_residual_context=6.092067 sequence=622.870020
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=216 node=N5334 type=observe q_typed_residual_context=5.031061 sequence=627.901080
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=217 node=N734 type=observe q_typed_residual_context=2.652115 sequence=630.553196
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=218 node=N7383 type=observe q_typed_residual_context=6.060075 sequence=636.613270
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=219 node=N7442 type=control0 q_typed_residual_context=5.755282 sequence=642.368553
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=220 node=N5390 type=observe q_typed_residual_context=2.672343 sequence=645.040896
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=221 node=N708 type=observe q_typed_residual_context=6.031866 sequence=651.072761
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=222 node=N5373 type=observe q_typed_residual_context=6.166305 sequence=657.239067
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=223 node=N699 type=observe q_typed_residual_context=6.368272 sequence=663.607339
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=224 node=N6673 type=observe q_typed_residual_context=6.871179 sequence=670.478518
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=225 node=N2159 type=observe q_typed_residual_context=6.603360 sequence=677.081878
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=226 node=N1351 type=observe q_typed_residual_context=2.407280 sequence=679.489158
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=227 node=N7380 type=observe q_typed_residual_context=2.552308 sequence=682.041466
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=228 node=N8235 type=control1 q_typed_residual_context=2.406360 sequence=684.447826
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=229 node=N6734 type=control1 q_typed_residual_context=1.163005 sequence=685.610832
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=230 node=N686 type=observe q_typed_residual_context=4.278626 sequence=689.889458
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=231 node=N8234 type=control1 q_typed_residual_context=2.887115 sequence=692.776573
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=232 node=N6668 type=observe q_typed_residual_context=1.676088 sequence=694.452661
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=233 node=N729 type=observe q_typed_residual_context=2.238760 sequence=696.691421
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=234 node=N684 type=observe q_typed_residual_context=4.031041 sequence=700.722463
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=235 node=N6593 type=control1 q_typed_residual_context=2.508478 sequence=703.230941
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=236 node=N8783 type=control1 q_typed_residual_context=1.988537 sequence=705.219478
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=237 node=N7433 type=observe q_typed_residual_context=1.107190 sequence=706.326668
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=238 node=N6730 type=control1 q_typed_residual_context=6.614897 sequence=712.941565
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=239 node=N8233 type=control1 q_typed_residual_context=6.968123 sequence=719.909688
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=240 node=N6743 type=control1 q_typed_residual_context=3.295865 sequence=723.205553
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=241 node=N8608 type=control1 q_typed_residual_context=6.480485 sequence=729.686038
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=242 node=N6741 type=control1 q_typed_residual_context=2.019331 sequence=731.705369
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=243 node=N2358 type=control1 q_typed_residual_context=4.002844 sequence=735.708213
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=244 node=N765 type=observe q_typed_residual_context=0.560568 sequence=736.268781
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=245 node=N5735 type=observe q_typed_residual_context=3.314746 sequence=739.583526
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=246 node=N2271 type=observe q_typed_residual_context=5.115632 sequence=744.699159
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=247 node=N5094 type=observe q_typed_residual_context=7.116833 sequence=751.815992
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=248 node=N7447 type=observe q_typed_residual_context=2.597331 sequence=754.413323
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=249 node=N1987 type=observe q_typed_residual_context=3.527032 sequence=757.940354
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=250 node=N2259 type=observe q_typed_residual_context=7.508542 sequence=765.448896
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=251 node=N5160 type=observe q_typed_residual_context=7.579456 sequence=773.028352
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=252 node=N689 type=observe q_typed_residual_context=6.055795 sequence=779.084147
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=253 node=N6660 type=observe q_typed_residual_context=6.954667 sequence=786.038814
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=254 node=N2267 type=observe q_typed_residual_context=5.934598 sequence=791.973411
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=255 node=N7694 type=control0 q_typed_residual_context=0.247026 sequence=792.220438
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=256 node=N5111 type=observe q_typed_residual_context=3.400425 sequence=795.620863
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=257 node=N6739 type=control1 q_typed_residual_context=1.433983 sequence=797.054846
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=258 node=N2263 type=observe q_typed_residual_context=3.724274 sequence=800.779120
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=259 node=N4460 type=control0 q_typed_residual_context=3.992457 sequence=804.771577
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=260 node=N6592 type=control1 q_typed_residual_context=3.962550 sequence=808.734127
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=261 node=N7444 type=observe q_typed_residual_context=3.269577 sequence=812.003704
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=262 node=N6729 type=control1 q_typed_residual_context=7.200246 sequence=819.203949
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=263 node=N6682 type=observe q_typed_residual_context=2.440577 sequence=821.644527
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=264 node=N2251 type=observe q_typed_residual_context=6.919456 sequence=828.563982
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=265 node=N695 type=observe q_typed_residual_context=4.844113 sequence=833.408095
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=266 node=N6537 type=observe q_typed_residual_context=3.254409 sequence=836.662505
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=267 node=N2247 type=observe q_typed_residual_context=2.682726 sequence=839.345230
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=268 node=N697 type=observe q_typed_residual_context=5.153047 sequence=844.498277
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=269 node=N6658 type=observe q_typed_residual_context=3.572498 sequence=848.070775
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=270 node=N696 type=observe q_typed_residual_context=2.063917 sequence=850.134692
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=271 node=N1352 type=observe q_typed_residual_context=2.886429 sequence=853.021121
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=272 node=N4900 type=observe q_typed_residual_context=4.483802 sequence=857.504923
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=273 node=N680 type=observe q_typed_residual_context=3.708666 sequence=861.213589
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=274 node=N2276 type=control1 q_typed_residual_context=6.155369 sequence=867.368958
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=275 node=N6656 type=observe q_typed_residual_context=4.033653 sequence=871.402611
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=276 node=N2332 type=control1 q_typed_residual_context=1.434394 sequence=872.837005
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=277 node=N732 type=observe q_typed_residual_context=1.465530 sequence=874.302535
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] [plan] step=278 node=N6728 type=control1 q_typed_residual_context=2.053658 sequence=876.356193
[b15-round3/long32_marginal/decay_32] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_marginal/decay_32/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round3/long32_marginal/decay_32] [gmean] 2026-07-20T21:12:48 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=173.801 plan_csv=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_marginal/decay_32/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round3/long32_marginal/decay_32] [gmean] 2026-07-20T21:12:48 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round3/long32_marginal/decay_32] [eval iscas99__b15_1] {
[b15-round3/long32_marginal/decay_32] [eval iscas99__b15_1]   "records": 2,
[b15-round3/long32_marginal/decay_32] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_marginal/decay_32/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round3/long32_marginal/decay_32] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_marginal/decay_32/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round3/long32_marginal/decay_32] [eval iscas99__b15_1] }
[b15-round3/long32_marginal/decay_32] [gmean] 2026-07-20T21:12:55 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11729 plan_sec=173.801 eval_sec=6.987 total_sec=180.799
[b15-round3/long32_marginal/decay_32] [gmean] 2026-07-20T21:12:55 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11729 positives=1 negatives=0 elapsed=180.799
