step,node,type,planner,candidate_strategy
608,N3805,observe,portfolio,weighted_round_robin
609,N3471,observe,portfolio,weighted_round_robin
610,N9639,observe,portfolio,weighted_round_robin
611,N3479,observe,portfolio,weighted_round_robin
612,N7285,observe,portfolio,weighted_round_robin
613,N3408,observe,portfolio,weighted_round_robin
614,N7548,observe,portfolio,weighted_round_robin
615,N26505,observe,portfolio,weighted_round_robin
616,N12300,observe,portfolio,weighted_round_robin
617,N3478,observe,portfolio,weighted_round_robin
618,N2711,observe,portfolio,weighted_round_robin
619,N3573,observe,portfolio,weighted_round_robin
620,N25720,observe,portfolio,weighted_round_robin
621,N3579,observe,portfolio,weighted_round_robin
622,N19836,observe,portfolio,weighted_round_robin
623,N3364,observe,portfolio,weighted_round_robin
624,N10956,observe,portfolio,weighted_round_robin
625,N3422,observe,portfolio,weighted_round_robin
626,N25742,observe,portfolio,weighted_round_robin
627,N5158,observe,portfolio,weighted_round_robin
628,N12451,observe,portfolio,weighted_round_robin
629,N3372,observe,portfolio,weighted_round_robin
630,N7496,observe,portfolio,weighted_round_robin
631,N14168,observe,portfolio,weighted_round_robin
632,N12227,observe,portfolio,weighted_round_robin
633,N14169,observe,portfolio,weighted_round_robin
634,N7333,observe,portfolio,weighted_round_robin
635,N14105,observe,portfolio,weighted_round_robin
636,N12255,observe,portfolio,weighted_round_robin
637,N14104,observe,portfolio,weighted_round_robin
638,N5157,observe,portfolio,weighted_round_robin
639,N14106,observe,portfolio,weighted_round_robin
640,N9605,observe,portfolio,weighted_round_robin
641,N14108,observe,portfolio,weighted_round_robin
642,N19834,observe,portfolio,weighted_round_robin
643,N14110,observe,portfolio,weighted_round_robin
644,N9591,observe,portfolio,weighted_round_robin
645,N14112,observe,portfolio,weighted_round_robin
646,N12355,observe,portfolio,weighted_round_robin
647,N14114,observe,portfolio,weighted_round_robin
648,N25244,observe,portfolio,weighted_round_robin
649,N14116,observe,portfolio,weighted_round_robin
650,N12649,observe,portfolio,weighted_round_robin
651,N22512,observe,portfolio,weighted_round_robin
652,N12657,observe,portfolio,weighted_round_robin
653,N22514,observe,portfolio,weighted_round_robin
654,N19842,observe,portfolio,weighted_round_robin
655,N22516,observe,portfolio,weighted_round_robin
656,N7432,observe,portfolio,weighted_round_robin
657,N22518,observe,portfolio,weighted_round_robin
658,N7349,observe,portfolio,weighted_round_robin
659,N22528,observe,portfolio,weighted_round_robin
660,N12268,observe,portfolio,weighted_round_robin
661,N31018,observe,portfolio,weighted_round_robin
662,N12211,observe,portfolio,weighted_round_robin
663,N31020,observe,portfolio,weighted_round_robin
664,N20546,control1,portfolio,weighted_round_robin
665,N3298,observe,portfolio,weighted_round_robin
666,N7765,control1,portfolio,weighted_round_robin
667,N3830,observe,portfolio,weighted_round_robin
668,N13797,control1,portfolio,weighted_round_robin
669,N3842,observe,portfolio,weighted_round_robin
670,N1987,control1,portfolio,weighted_round_robin
671,N3497,observe,portfolio,weighted_round_robin
672,N27607,control1,portfolio,weighted_round_robin
673,N3487,observe,portfolio,weighted_round_robin
674,N8004,observe,portfolio,weighted_round_robin
675,N3496,observe,portfolio,weighted_round_robin
676,N26507,control1,portfolio,weighted_round_robin
677,N2723,control0,portfolio,weighted_round_robin
678,N7759,control1,portfolio,weighted_round_robin
679,N2235,observe,portfolio,weighted_round_robin
680,N29406,control1,portfolio,weighted_round_robin
681,N2238,observe,portfolio,weighted_round_robin
682,N7690,control1,portfolio,weighted_round_robin
683,N2239,observe,portfolio,weighted_round_robin
684,N30925,control0,portfolio,weighted_round_robin
685,N3445,observe,portfolio,weighted_round_robin
686,N25715,observe,portfolio,weighted_round_robin
687,N14167,observe,portfolio,weighted_round_robin
688,N22049,observe,portfolio,weighted_round_robin
689,N3414,observe,portfolio,weighted_round_robin
690,N12717,observe,portfolio,weighted_round_robin
691,N3400,observe,portfolio,weighted_round_robin
692,N12403,observe,portfolio,weighted_round_robin
693,N3515,observe,portfolio,weighted_round_robin
694,N7464,observe,portfolio,weighted_round_robin
695,N3415,observe,portfolio,weighted_round_robin
696,N30926,control0,portfolio,weighted_round_robin
697,N3401,observe,portfolio,weighted_round_robin
698,N27564,control0,portfolio,weighted_round_robin
699,N3516,observe,portfolio,weighted_round_robin
700,N27576,control0,portfolio,weighted_round_robin
701,N3486,observe,portfolio,weighted_round_robin
702,N27589,control0,portfolio,weighted_round_robin
703,N27363,observe,portfolio,weighted_round_robin
704,N27585,control0,portfolio,weighted_round_robin
705,N3338,observe,portfolio,weighted_round_robin
706,N27574,control0,portfolio,weighted_round_robin
707,N3458,observe,portfolio,weighted_round_robin
708,N26792,control0,portfolio,weighted_round_robin
709,N3554,observe,portfolio,weighted_round_robin
710,N26769,control0,portfolio,weighted_round_robin
711,N3506,observe,portfolio,weighted_round_robin
712,N26786,control0,portfolio,weighted_round_robin
713,N27439,observe,portfolio,weighted_round_robin
714,N26794,control0,portfolio,weighted_round_robin
715,N3536,observe,portfolio,weighted_round_robin
716,N27551,control0,portfolio,weighted_round_robin
717,N3545,observe,portfolio,weighted_round_robin
718,N26790,control0,portfolio,weighted_round_robin
719,N26518,observe,portfolio,weighted_round_robin
720,N12513,observe,portfolio,weighted_round_robin
721,N3527,observe,portfolio,weighted_round_robin
722,N8128,observe,portfolio,weighted_round_robin
723,N3764,observe,portfolio,weighted_round_robin
724,N7397,observe,portfolio,weighted_round_robin
725,N26508,observe,portfolio,weighted_round_robin
726,N9624,observe,portfolio,weighted_round_robin
727,N31019,observe,portfolio,weighted_round_robin
728,N12252,observe,portfolio,weighted_round_robin
729,N14093,observe,portfolio,weighted_round_robin
730,N6026,observe,portfolio,weighted_round_robin
731,N14095,observe,portfolio,weighted_round_robin
732,N29408,control1,portfolio,weighted_round_robin
733,N14096,observe,portfolio,weighted_round_robin
734,N26788,control0,portfolio,weighted_round_robin
735,N14097,observe,portfolio,weighted_round_robin
736,N26796,control0,portfolio,weighted_round_robin
737,N14098,observe,portfolio,weighted_round_robin
738,N12275,observe,portfolio,weighted_round_robin
739,N14099,observe,portfolio,weighted_round_robin
740,N29409,control1,portfolio,weighted_round_robin
741,N14100,observe,portfolio,weighted_round_robin
742,N26784,control0,portfolio,weighted_round_robin
743,N14101,observe,portfolio,weighted_round_robin
744,N26771,control0,portfolio,weighted_round_robin
745,N14102,observe,portfolio,weighted_round_robin
746,N26782,control0,portfolio,weighted_round_robin
747,N14103,observe,portfolio,weighted_round_robin
748,N30924,control0,portfolio,weighted_round_robin
749,N31721,observe,portfolio,weighted_round_robin
750,N26773,control0,portfolio,weighted_round_robin
751,N26086,observe,portfolio,weighted_round_robin
752,N2025,control1,portfolio,weighted_round_robin
753,N29548,observe,portfolio,weighted_round_robin
754,N26775,control0,portfolio,weighted_round_robin
755,N31722,observe,portfolio,weighted_round_robin
756,N30934,control0,portfolio,weighted_round_robin
757,N26130,observe,portfolio,weighted_round_robin
758,N26654,control0,portfolio,weighted_round_robin
759,N26085,observe,portfolio,weighted_round_robin
760,N30933,control0,portfolio,weighted_round_robin
761,N3387,observe,portfolio,weighted_round_robin
762,N30932,control0,portfolio,weighted_round_robin
763,N3292,observe,portfolio,weighted_round_robin
764,N31075,control1,portfolio,weighted_round_robin
765,N26129,observe,portfolio,weighted_round_robin
766,N7725,control1,portfolio,weighted_round_robin
767,N3380,observe,portfolio,weighted_round_robin
768,N7718,control1,portfolio,weighted_round_robin
769,N3330,observe,portfolio,weighted_round_robin
770,N30931,control0,portfolio,weighted_round_robin
771,N2250,observe,portfolio,weighted_round_robin
772,N30930,control0,portfolio,weighted_round_robin
773,N14007,observe,portfolio,weighted_round_robin
774,N29579,control1,portfolio,weighted_round_robin
775,N3563,observe,portfolio,weighted_round_robin
776,N30929,control0,portfolio,weighted_round_robin
777,N3293,observe,portfolio,weighted_round_robin
778,N19870,observe,portfolio,weighted_round_robin
779,N3530,observe,portfolio,weighted_round_robin
780,N25712,observe,portfolio,weighted_round_robin
781,N3557,observe,portfolio,weighted_round_robin
782,N7512,observe,portfolio,weighted_round_robin
783,N31021,observe,portfolio,weighted_round_robin
784,N25232,observe,portfolio,weighted_round_robin
785,N14012,observe,portfolio,weighted_round_robin
786,N7381,observe,portfolio,weighted_round_robin
787,N13992,observe,portfolio,weighted_round_robin
788,N12271,observe,portfolio,weighted_round_robin
789,N3510,observe,portfolio,weighted_round_robin
790,N13454,observe,portfolio,weighted_round_robin
791,N3539,observe,portfolio,weighted_round_robin
792,N24576,observe,portfolio,weighted_round_robin
793,N3566,observe,portfolio,weighted_round_robin
794,N13794,control1,portfolio,weighted_round_robin
795,N3548,observe,portfolio,weighted_round_robin
796,N12562,observe,portfolio,weighted_round_robin
797,N3520,observe,portfolio,weighted_round_robin
798,N8121,observe,portfolio,weighted_round_robin
799,N7909,observe,portfolio,weighted_round_robin
800,N25714,observe,portfolio,weighted_round_robin
801,N7896,observe,portfolio,weighted_round_robin
802,N7195,observe,portfolio,weighted_round_robin
803,N7914,observe,portfolio,weighted_round_robin
804,N12319,observe,portfolio,weighted_round_robin
805,N7904,observe,portfolio,weighted_round_robin
806,N7301,observe,portfolio,weighted_round_robin
807,N25340,observe,portfolio,weighted_round_robin
808,N27509,control0,portfolio,weighted_round_robin
809,N26108,observe,portfolio,weighted_round_robin
810,N12209,observe,portfolio,weighted_round_robin
811,N26100,observe,portfolio,weighted_round_robin
812,N12504,observe,portfolio,weighted_round_robin
813,N26102,observe,portfolio,weighted_round_robin
814,N25721,observe,portfolio,weighted_round_robin
815,N26104,observe,portfolio,weighted_round_robin
816,N7147,observe,portfolio,weighted_round_robin
817,N26106,observe,portfolio,weighted_round_robin
818,N12236,observe,portfolio,weighted_round_robin
819,N26110,observe,portfolio,weighted_round_robin
820,N2038,control1,portfolio,weighted_round_robin
821,N22339,observe,portfolio,weighted_round_robin
822,N12553,observe,portfolio,weighted_round_robin
823,N22340,observe,portfolio,weighted_round_robin
824,N8124,observe,portfolio,weighted_round_robin
825,N22342,observe,portfolio,weighted_round_robin
826,N7179,observe,portfolio,weighted_round_robin
827,N14180,observe,portfolio,weighted_round_robin
828,N12284,observe,portfolio,weighted_round_robin
829,N25855,observe,portfolio,weighted_round_robin
830,N22042,observe,portfolio,weighted_round_robin
831,N8915,observe,portfolio,weighted_round_robin
832,N12168,observe,portfolio,weighted_round_robin
833,N19723,observe,portfolio,weighted_round_robin
834,N12273,observe,portfolio,weighted_round_robin
835,N26126,observe,portfolio,weighted_round_robin
836,N12289,observe,portfolio,weighted_round_robin
837,N26112,observe,portfolio,weighted_round_robin
838,N12528,observe,portfolio,weighted_round_robin
839,N26114,observe,portfolio,weighted_round_robin
840,N7163,observe,portfolio,weighted_round_robin
841,N26116,observe,portfolio,weighted_round_robin
842,N12287,observe,portfolio,weighted_round_robin
843,N27362,observe,portfolio,weighted_round_robin
844,N2023,observe,portfolio,weighted_round_robin
845,N26120,observe,portfolio,weighted_round_robin
846,N8125,observe,portfolio,weighted_round_robin
847,N26122,observe,portfolio,weighted_round_robin
848,N25748,observe,portfolio,weighted_round_robin
849,N31007,observe,portfolio,weighted_round_robin
850,N12257,observe,portfolio,weighted_round_robin
851,N26124,observe,portfolio,weighted_round_robin
852,N12524,observe,portfolio,weighted_round_robin
853,N25283,observe,portfolio,weighted_round_robin
854,N9578,observe,portfolio,weighted_round_robin
855,N28993,observe,portfolio,weighted_round_robin
856,N7211,observe,portfolio,weighted_round_robin
857,N29009,observe,portfolio,weighted_round_robin
858,N12316,observe,portfolio,weighted_round_robin
859,N2217,observe,portfolio,weighted_round_robin
860,N5738,observe,portfolio,weighted_round_robin
861,N24799,observe,portfolio,weighted_round_robin
862,N5690,observe,portfolio,weighted_round_robin
863,N31845,observe,portfolio,weighted_round_robin
864,N12660,observe,portfolio,weighted_round_robin
865,N24797,observe,portfolio,weighted_round_robin
866,N8132,observe,portfolio,weighted_round_robin
867,N24798,observe,portfolio,weighted_round_robin
868,N30928,control0,portfolio,weighted_round_robin
869,N28491,observe,portfolio,weighted_round_robin
870,N30927,control0,portfolio,weighted_round_robin
871,N31720,observe,portfolio,weighted_round_robin
872,N31073,control1,portfolio,weighted_round_robin
873,N31006,observe,portfolio,weighted_round_robin
874,N7992,observe,portfolio,weighted_round_robin
875,N24800,observe,portfolio,weighted_round_robin
876,N7721,control1,portfolio,weighted_round_robin
877,N28489,observe,portfolio,weighted_round_robin
878,N7227,observe,portfolio,weighted_round_robin
879,N28490,observe,portfolio,weighted_round_robin
880,N9525,observe,portfolio,weighted_round_robin
881,N28492,observe,portfolio,weighted_round_robin
882,N12239,observe,portfolio,weighted_round_robin
883,N25282,observe,portfolio,weighted_round_robin
884,N12519,observe,portfolio,weighted_round_robin
885,N2226,observe,portfolio,weighted_round_robin
886,N2262,observe,portfolio,weighted_round_robin
887,N13983,observe,portfolio,weighted_round_robin
888,N12616,observe,portfolio,weighted_round_robin
889,N13997,observe,portfolio,weighted_round_robin
890,N3351,observe,portfolio,weighted_round_robin
891,N25280,observe,portfolio,weighted_round_robin
892,N8133,observe,portfolio,weighted_round_robin
893,N25281,observe,portfolio,weighted_round_robin
894,N3383,observe,portfolio,weighted_round_robin
895,N31782,observe,portfolio,weighted_round_robin
896,N3343,observe,portfolio,weighted_round_robin
897,N14002,observe,portfolio,weighted_round_robin
898,N3375,observe,portfolio,weighted_round_robin
899,N27214,observe,portfolio,weighted_round_robin
900,N3367,observe,portfolio,weighted_round_robin
901,N20627,observe,portfolio,weighted_round_robin
902,N12654,observe,portfolio,weighted_round_robin
903,N19726,observe,portfolio,weighted_round_robin
904,N3359,observe,portfolio,weighted_round_robin
905,N31393,observe,portfolio,weighted_round_robin
906,N13456,observe,portfolio,weighted_round_robin
907,N21373,observe,portfolio,weighted_round_robin
908,N2695,observe,portfolio,weighted_round_robin
909,N14145,observe,portfolio,weighted_round_robin
910,N12587,observe,portfolio,weighted_round_robin
911,N14092,observe,portfolio,weighted_round_robin
912,N8122,observe,portfolio,weighted_round_robin
913,N26618,observe,portfolio,weighted_round_robin
914,N25261,observe,portfolio,weighted_round_robin
915,N3490,observe,portfolio,weighted_round_robin
916,N26453,observe,portfolio,weighted_round_robin
917,N27360,observe,portfolio,weighted_round_robin
918,N12223,observe,portfolio,weighted_round_robin
919,N20626,observe,portfolio,weighted_round_robin
920,N3806,observe,portfolio,weighted_round_robin
921,N29393,observe,portfolio,weighted_round_robin
922,N7446,observe,portfolio,weighted_round_robin
923,N14065,observe,portfolio,weighted_round_robin
924,N27303,observe,portfolio,weighted_round_robin
925,N24608,observe,portfolio,weighted_round_robin
926,N7243,observe,portfolio,weighted_round_robin
927,N24610,observe,portfolio,weighted_round_robin
928,N3808,observe,portfolio,weighted_round_robin
929,N26609,observe,portfolio,weighted_round_robin
930,N12220,observe,portfolio,weighted_round_robin
931,N26611,observe,portfolio,weighted_round_robin
932,N21846,observe,portfolio,weighted_round_robin
933,N26613,observe,portfolio,weighted_round_robin
934,N12663,observe,portfolio,weighted_round_robin
935,N26615,observe,portfolio,weighted_round_robin
936,N19840,observe,portfolio,weighted_round_robin
937,N26617,observe,portfolio,weighted_round_robin
938,N8135,observe,portfolio,weighted_round_robin
939,N24612,observe,portfolio,weighted_round_robin
940,N26464,observe,portfolio,weighted_round_robin
941,N20624,observe,portfolio,weighted_round_robin
942,N12620,observe,portfolio,weighted_round_robin
943,N20625,observe,portfolio,weighted_round_robin
944,N25326,observe,portfolio,weighted_round_robin
945,N24622,observe,portfolio,weighted_round_robin
946,N7213,observe,portfolio,weighted_round_robin
947,N24636,observe,portfolio,weighted_round_robin
948,N9219,observe,portfolio,weighted_round_robin
949,N24648,observe,portfolio,weighted_round_robin
950,N2692,observe,portfolio,weighted_round_robin
951,N24654,observe,portfolio,weighted_round_robin
952,N8141,observe,portfolio,weighted_round_robin
953,N24624,observe,portfolio,weighted_round_robin
954,N12516,observe,portfolio,weighted_round_robin
955,N24628,observe,portfolio,weighted_round_robin
956,N9577,observe,portfolio,weighted_round_robin
957,N24638,observe,portfolio,weighted_round_robin
958,N8947,observe,portfolio,weighted_round_robin
959,N26099,observe,portfolio,weighted_round_robin
960,N9569,observe,portfolio,weighted_round_robin
961,N3500,observe,portfolio,weighted_round_robin
962,N9581,observe,portfolio,weighted_round_robin
963,N5163,observe,portfolio,weighted_round_robin
964,N19869,observe,portfolio,weighted_round_robin
965,N27562,control0,portfolio,weighted_round_robin
966,N12552,observe,portfolio,weighted_round_robin
967,N24640,observe,portfolio,weighted_round_robin
968,N8140,observe,portfolio,weighted_round_robin
969,N24650,observe,portfolio,weighted_round_robin
970,N2694,observe,portfolio,weighted_round_robin
971,N24632,observe,portfolio,weighted_round_robin
972,N12665,observe,portfolio,weighted_round_robin
973,N24615,observe,portfolio,weighted_round_robin
974,N8130,observe,portfolio,weighted_round_robin
975,N24618,observe,portfolio,weighted_round_robin
976,N8002,observe,portfolio,weighted_round_robin
977,N24626,observe,portfolio,weighted_round_robin
978,N12556,observe,portfolio,weighted_round_robin
979,N24630,observe,portfolio,weighted_round_robin
980,N13458,observe,portfolio,weighted_round_robin
981,N24642,observe,portfolio,weighted_round_robin
982,N12622,observe,portfolio,weighted_round_robin
983,N24644,observe,portfolio,weighted_round_robin
984,N8139,observe,portfolio,weighted_round_robin
985,N24652,observe,portfolio,weighted_round_robin
986,N8091,observe,portfolio,weighted_round_robin
987,N31719,observe,portfolio,weighted_round_robin
988,N12522,observe,portfolio,weighted_round_robin
989,N29972,observe,portfolio,weighted_round_robin
990,N7998,observe,portfolio,weighted_round_robin
991,N19278,observe,portfolio,weighted_round_robin
992,N19872,observe,portfolio,weighted_round_robin
993,N24656,observe,portfolio,weighted_round_robin
994,N2248,observe,portfolio,weighted_round_robin
