[typed-five/b20_C] [gmean] 2026-07-20T16:08:06 out_dir=autoresearch/loop-260720-0945/typed_winner_round1_five/b20_C
[typed-five/b20_C] [gmean] 2026-07-20T16:08:06 budgets=iscas99__b20:616
[typed-five/b20_C] [gmean] 2026-07-20T16:08:06 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five/b20_C] [gmean] 2026-07-20T16:08:06 [1/1] plan_start benchmark=iscas99__b20 budget=616 planner=greedy score=q_pred_context
[typed-five/b20_C] [plan iscas99__b20] [plan] step=218 node=N10777 type=observe q_pred_context=5.194702 sequence=686.595394
[typed-five/b20_C] [plan iscas99__b20] [plan] step=219 node=N12449 type=observe q_pred_context=0.993793 sequence=687.589187
[typed-five/b20_C] [plan iscas99__b20] [plan] step=220 node=N16594 type=observe q_pred_context=0.823788 sequence=688.412975
[typed-five/b20_C] [plan iscas99__b20] [plan] step=221 node=N1800 type=observe q_pred_context=3.132935 sequence=691.545910
[typed-five/b20_C] [plan iscas99__b20] [plan] step=222 node=N1801 type=observe q_pred_context=2.336186 sequence=693.882096
[typed-five/b20_C] [plan iscas99__b20] [plan] step=223 node=N10785 type=observe q_pred_context=4.809082 sequence=698.691178
[typed-five/b20_C] [plan iscas99__b20] [plan] step=224 node=N1420 type=observe q_pred_context=2.021505 sequence=700.712683
[typed-five/b20_C] [plan iscas99__b20] [plan] step=225 node=N2317 type=observe q_pred_context=4.778502 sequence=705.491185
[typed-five/b20_C] [plan iscas99__b20] [plan] step=226 node=N10791 type=observe q_pred_context=5.890074 sequence=711.381259
[typed-five/b20_C] [plan iscas99__b20] [plan] step=227 node=N12514 type=observe q_pred_context=7.705392 sequence=719.086651
[typed-five/b20_C] [plan iscas99__b20] [plan] step=228 node=N1422 type=observe q_pred_context=1.295618 sequence=720.382268
[typed-five/b20_C] [plan iscas99__b20] [plan] step=229 node=N14302 type=observe q_pred_context=1.165209 sequence=721.547477
[typed-five/b20_C] [plan iscas99__b20] [plan] step=230 node=N1405 type=observe q_pred_context=1.096777 sequence=722.644255
[typed-five/b20_C] [plan iscas99__b20] [plan] step=231 node=N837 type=observe q_pred_context=1.380487 sequence=724.024741
[typed-five/b20_C] [plan iscas99__b20] [plan] step=232 node=N844 type=observe q_pred_context=1.078653 sequence=725.103394
[typed-five/b20_C] [plan iscas99__b20] [plan] step=233 node=N10783 type=observe q_pred_context=6.688104 sequence=731.791498
[typed-five/b20_C] [plan iscas99__b20] [plan] step=234 node=N1400 type=observe q_pred_context=0.880008 sequence=732.671505
[typed-five/b20_C] [plan iscas99__b20] [plan] step=235 node=N846 type=observe q_pred_context=1.495796 sequence=734.167302
[typed-five/b20_C] [plan iscas99__b20] [plan] step=236 node=N10774 type=observe q_pred_context=5.982403 sequence=740.149705
[typed-five/b20_C] [plan iscas99__b20] [plan] step=237 node=N1427 type=observe q_pred_context=0.891091 sequence=741.040796
[typed-five/b20_C] [plan iscas99__b20] [plan] step=238 node=N3304 type=observe q_pred_context=4.138345 sequence=745.179141
[typed-five/b20_C] [plan iscas99__b20] [plan] step=239 node=N3979 type=observe q_pred_context=1.379058 sequence=746.558199
[typed-five/b20_C] [plan iscas99__b20] [plan] step=240 node=N10787 type=observe q_pred_context=5.822357 sequence=752.380556
[typed-five/b20_C] [plan iscas99__b20] [plan] step=241 node=N10765 type=observe q_pred_context=7.126402 sequence=759.506959
[typed-five/b20_C] [plan iscas99__b20] [plan] step=242 node=N3306 type=observe q_pred_context=8.524954 sequence=768.031913
[typed-five/b20_C] [plan iscas99__b20] [plan] step=243 node=N1416 type=observe q_pred_context=1.199260 sequence=769.231173
[typed-five/b20_C] [plan iscas99__b20] [plan] step=244 node=N14296 type=observe q_pred_context=0.878652 sequence=770.109825
[typed-five/b20_C] [plan iscas99__b20] [plan] step=245 node=N16590 type=observe q_pred_context=1.419317 sequence=771.529142
[typed-five/b20_C] [plan iscas99__b20] [plan] step=246 node=N16593 type=observe q_pred_context=1.361807 sequence=772.890950
[typed-five/b20_C] [plan iscas99__b20] [plan] step=247 node=N16635 type=observe q_pred_context=6.154843 sequence=779.045793
[typed-five/b20_C] [plan iscas99__b20] [plan] step=248 node=N3368 type=observe q_pred_context=1.670205 sequence=780.715998
[typed-five/b20_C] [plan iscas99__b20] [plan] step=249 node=N10781 type=observe q_pred_context=7.433916 sequence=788.149914
[typed-five/b20_C] [plan iscas99__b20] [plan] step=250 node=N10786 type=observe q_pred_context=7.359344 sequence=795.509259
[typed-five/b20_C] [plan iscas99__b20] [plan] step=251 node=N10773 type=observe q_pred_context=8.140128 sequence=803.649387
[typed-five/b20_C] [plan iscas99__b20] [plan] step=252 node=N10768 type=observe q_pred_context=8.089576 sequence=811.738963
[typed-five/b20_C] [plan iscas99__b20] [plan] step=253 node=N3360 type=observe q_pred_context=6.121715 sequence=817.860678
[typed-five/b20_C] [plan iscas99__b20] [plan] step=254 node=N3362 type=observe q_pred_context=3.869553 sequence=821.730231
[typed-five/b20_C] [plan iscas99__b20] [plan] step=255 node=N1424 type=observe q_pred_context=1.967818 sequence=823.698049
[typed-five/b20_C] [plan iscas99__b20] [plan] step=256 node=N3453 type=observe q_pred_context=8.286161 sequence=831.984210
[typed-five/b20_C] [plan iscas99__b20] [plan] step=257 node=N3450 type=observe q_pred_context=8.233787 sequence=840.217997
[typed-five/b20_C] [plan iscas99__b20] [plan] step=258 node=N12524 type=observe q_pred_context=4.423555 sequence=844.641552
[typed-five/b20_C] [plan iscas99__b20] [plan] step=259 node=N915 type=observe q_pred_context=7.466856 sequence=852.108408
[typed-five/b20_C] [plan iscas99__b20] [plan] step=260 node=N16680 type=observe q_pred_context=0.906277 sequence=853.014685
[typed-five/b20_C] [plan iscas99__b20] [plan] step=261 node=N14378 type=observe q_pred_context=1.220309 sequence=854.234994
[typed-five/b20_C] [plan iscas99__b20] [plan] step=262 node=N16693 type=observe q_pred_context=3.237697 sequence=857.472692
[typed-five/b20_C] [plan iscas99__b20] [plan] step=263 node=N16695 type=observe q_pred_context=2.912939 sequence=860.385630
[typed-five/b20_C] [plan iscas99__b20] [plan] step=264 node=N16678 type=observe q_pred_context=0.954542 sequence=861.340173
[typed-five/b20_C] [plan iscas99__b20] [plan] step=265 node=N3371 type=observe q_pred_context=1.144482 sequence=862.484654
[typed-five/b20_C] [plan iscas99__b20] [plan] step=266 node=N3356 type=observe q_pred_context=1.132222 sequence=863.616877
[typed-five/b20_C] [plan iscas99__b20] [plan] step=267 node=N956 type=observe q_pred_context=6.178973 sequence=869.795849
[typed-five/b20_C] [plan iscas99__b20] [plan] step=268 node=N1414 type=observe q_pred_context=1.822923 sequence=871.618772
[typed-five/b20_C] [plan iscas99__b20] [plan] step=269 node=N916 type=observe q_pred_context=0.863247 sequence=872.482019
[typed-five/b20_C] [plan iscas99__b20] [plan] step=270 node=N955 type=observe q_pred_context=5.800748 sequence=878.282767
[typed-five/b20_C] [plan iscas99__b20] [plan] step=271 node=N957 type=observe q_pred_context=5.856880 sequence=884.139648
[typed-five/b20_C] [plan iscas99__b20] [plan] step=272 node=N959 type=observe q_pred_context=6.170541 sequence=890.310189
[typed-five/b20_C] [plan iscas99__b20] [plan] step=273 node=N958 type=observe q_pred_context=6.715562 sequence=897.025751
[typed-five/b20_C] [plan iscas99__b20] [plan] step=274 node=N3307 type=observe q_pred_context=5.140355 sequence=902.166107
[typed-five/b20_C] [plan iscas99__b20] [plan] step=275 node=N3357 type=observe q_pred_context=4.993298 sequence=907.159404
[typed-five/b20_C] [plan iscas99__b20] [plan] step=276 node=N3309 type=observe q_pred_context=4.954160 sequence=912.113564
[typed-five/b20_C] [plan iscas99__b20] [plan] step=277 node=N3336 type=observe q_pred_context=1.862367 sequence=913.975931
[typed-five/b20_C] [plan iscas99__b20] [plan] step=278 node=N1402 type=observe q_pred_context=1.215695 sequence=915.191625
[typed-five/b20_C] [plan iscas99__b20] [plan] step=279 node=N8764 type=control0 q_pred_context=1.733149 sequence=916.924774
[typed-five/b20_C] [plan iscas99__b20] [plan] step=280 node=N927 type=observe q_pred_context=0.974999 sequence=917.899773
[typed-five/b20_C] [plan iscas99__b20] [plan] step=281 node=N3981 type=observe q_pred_context=3.330978 sequence=921.230751
[typed-five/b20_C] [plan iscas99__b20] [plan] step=282 node=N4035 type=observe q_pred_context=3.067400 sequence=924.298151
[typed-five/b20_C] [plan iscas99__b20] [plan] step=283 node=N4039 type=observe q_pred_context=2.402800 sequence=926.700951
[typed-five/b20_C] [plan iscas99__b20] [plan] step=284 node=N4041 type=observe q_pred_context=2.171284 sequence=928.872236
[typed-five/b20_C] [plan iscas99__b20] [plan] step=285 node=N921 type=observe q_pred_context=1.279078 sequence=930.151313
[typed-five/b20_C] [plan iscas99__b20] [plan] step=286 node=N12549 type=observe q_pred_context=4.213964 sequence=934.365277
[typed-five/b20_C] [plan iscas99__b20] [plan] step=287 node=N12546 type=observe q_pred_context=4.313454 sequence=938.678731
[typed-five/b20_C] [plan iscas99__b20] [plan] step=288 node=N922 type=observe q_pred_context=1.924639 sequence=940.603370
[typed-five/b20_C] [plan iscas99__b20] [plan] step=289 node=N12609 type=observe q_pred_context=3.870528 sequence=944.473898
[typed-five/b20_C] [plan iscas99__b20] [plan] step=290 node=N12612 type=observe q_pred_context=4.456287 sequence=948.930186
[typed-five/b20_C] [plan iscas99__b20] [plan] step=291 node=N12539 type=observe q_pred_context=3.012809 sequence=951.942994
[typed-five/b20_C] [plan iscas99__b20] [plan] step=292 node=N12523 type=observe q_pred_context=1.285071 sequence=953.228066
[typed-five/b20_C] [plan iscas99__b20] [plan] step=293 node=N12529 type=observe q_pred_context=1.318933 sequence=954.546999
[typed-five/b20_C] [plan iscas99__b20] [plan] step=294 node=N12249 type=observe q_pred_context=1.559103 sequence=956.106101
[typed-five/b20_C] [plan iscas99__b20] [plan] step=295 node=N12251 type=observe q_pred_context=1.440763 sequence=957.546864
[typed-five/b20_C] [plan iscas99__b20] [plan] step=296 node=N12528 type=observe q_pred_context=1.539580 sequence=959.086444
[typed-five/b20_C] [plan iscas99__b20] [plan] step=297 node=N12515 type=observe q_pred_context=1.776534 sequence=960.862978
[typed-five/b20_C] [plan iscas99__b20] [plan] step=298 node=N12466 type=observe q_pred_context=2.928431 sequence=963.791409
[typed-five/b20_C] [plan iscas99__b20] [plan] step=299 node=N12494 type=observe q_pred_context=1.966908 sequence=965.758317
[typed-five/b20_C] [plan iscas99__b20] [plan] step=300 node=N12498 type=observe q_pred_context=4.485094 sequence=970.243411
[typed-five/b20_C] [plan iscas99__b20] [plan] step=301 node=N12464 type=observe q_pred_context=4.383266 sequence=974.626677
[typed-five/b20_C] [plan iscas99__b20] [plan] step=302 node=N12496 type=observe q_pred_context=2.401089 sequence=977.027766
[typed-five/b20_C] [plan iscas99__b20] [plan] step=303 node=N12493 type=observe q_pred_context=2.140501 sequence=979.168267
[typed-five/b20_C] [plan iscas99__b20] [plan] step=304 node=N12500 type=observe q_pred_context=3.642064 sequence=982.810331
[typed-five/b20_C] [plan iscas99__b20] [plan] step=305 node=N12566 type=observe q_pred_context=2.839757 sequence=985.650088
[typed-five/b20_C] [plan iscas99__b20] [plan] step=306 node=N12569 type=observe q_pred_context=3.709903 sequence=989.359991
[typed-five/b20_C] [plan iscas99__b20] [plan] step=307 node=N12497 type=observe q_pred_context=1.876909 sequence=991.236900
[typed-five/b20_C] [plan iscas99__b20] [plan] step=308 node=N12465 type=observe q_pred_context=1.670363 sequence=992.907263
[typed-five/b20_C] [plan iscas99__b20] [plan] step=309 node=N3984 type=observe q_pred_context=1.241909 sequence=994.149172
[typed-five/b20_C] [plan iscas99__b20] [plan] step=310 node=N12598 type=observe q_pred_context=1.170524 sequence=995.319696
[typed-five/b20_C] [plan iscas99__b20] [plan] step=311 node=N12572 type=observe q_pred_context=3.079512 sequence=998.399208
[typed-five/b20_C] [plan iscas99__b20] [plan] step=312 node=N10767 type=observe q_pred_context=4.014836 sequence=1002.414043
[typed-five/b20_C] [plan iscas99__b20] [plan] step=313 node=N10780 type=observe q_pred_context=4.284066 sequence=1006.698110
[typed-five/b20_C] [plan iscas99__b20] [plan] step=314 node=N10784 type=observe q_pred_context=4.103557 sequence=1010.801667
[typed-five/b20_C] [plan iscas99__b20] [plan] step=315 node=N10782 type=observe q_pred_context=4.227316 sequence=1015.028982
[typed-five/b20_C] [plan iscas99__b20] [plan] step=316 node=N10788 type=observe q_pred_context=4.340907 sequence=1019.369890
[typed-five/b20_C] [plan iscas99__b20] [plan] step=317 node=N10779 type=observe q_pred_context=4.092064 sequence=1023.461954
[typed-five/b20_C] [plan iscas99__b20] [plan] step=318 node=N10766 type=observe q_pred_context=3.674779 sequence=1027.136733
[typed-five/b20_C] [plan iscas99__b20] [plan] step=319 node=N12558 type=observe q_pred_context=1.350911 sequence=1028.487643
[typed-five/b20_C] [plan iscas99__b20] [plan] step=320 node=N12594 type=observe q_pred_context=1.365491 sequence=1029.853134
[typed-five/b20_C] [plan iscas99__b20] [plan] step=321 node=N4069 type=control1 q_pred_context=1.315988 sequence=1031.169122
[typed-five/b20_C] [plan iscas99__b20] [plan] step=322 node=N12527 type=observe q_pred_context=1.396647 sequence=1032.565769
[typed-five/b20_C] [plan iscas99__b20] [plan] step=323 node=N10775 type=observe q_pred_context=3.896464 sequence=1036.462233
[typed-five/b20_C] [plan iscas99__b20] [plan] step=324 node=N10789 type=observe q_pred_context=3.208015 sequence=1039.670248
[typed-five/b20_C] [plan iscas99__b20] [plan] step=325 node=N4066 type=control1 q_pred_context=1.396994 sequence=1041.067242
[typed-five/b20_C] [plan iscas99__b20] [plan] step=326 node=N12331 type=observe q_pred_context=1.206805 sequence=1042.274047
[typed-five/b20_C] [plan iscas99__b20] [plan] step=327 node=N12341 type=observe q_pred_context=1.293615 sequence=1043.567662
[typed-five/b20_C] [plan iscas99__b20] [plan] step=328 node=N12319 type=observe q_pred_context=1.650617 sequence=1045.218278
[typed-five/b20_C] [plan iscas99__b20] [plan] step=329 node=N12469 type=observe q_pred_context=2.338676 sequence=1047.556954
[typed-five/b20_C] [plan iscas99__b20] [plan] step=330 node=N12339 type=observe q_pred_context=1.754794 sequence=1049.311749
[typed-five/b20_C] [plan iscas99__b20] [plan] step=331 node=N10792 type=observe q_pred_context=4.331324 sequence=1053.643073
[typed-five/b20_C] [plan iscas99__b20] [plan] step=332 node=N10790 type=observe q_pred_context=4.094126 sequence=1057.737200
[typed-five/b20_C] [plan iscas99__b20] [plan] step=333 node=N10770 type=observe q_pred_context=3.639569 sequence=1061.376769
[typed-five/b20_C] [plan iscas99__b20] [plan] step=334 node=N12488 type=observe q_pred_context=1.577577 sequence=1062.954346
[typed-five/b20_C] [plan iscas99__b20] [plan] step=335 node=N12486 type=observe q_pred_context=2.045655 sequence=1065.000001
[typed-five/b20_C] [plan iscas99__b20] [plan] step=336 node=N12575 type=observe q_pred_context=3.555185 sequence=1068.555186
[typed-five/b20_C] [plan iscas99__b20] [plan] step=337 node=N12409 type=observe q_pred_context=2.183939 sequence=1070.739125
[typed-five/b20_C] [plan iscas99__b20] [plan] step=338 node=N12372 type=observe q_pred_context=2.071414 sequence=1072.810539
[typed-five/b20_C] [plan iscas99__b20] [plan] step=339 node=N10776 type=observe q_pred_context=3.607586 sequence=1076.418125
[typed-five/b20_C] [plan iscas99__b20] [plan] step=340 node=N12302 type=observe q_pred_context=3.949769 sequence=1080.367894
[typed-five/b20_C] [plan iscas99__b20] [plan] step=341 node=N12470 type=observe q_pred_context=1.612813 sequence=1081.980706
[typed-five/b20_C] [plan iscas99__b20] [plan] step=342 node=N12280 type=observe q_pred_context=2.045535 sequence=1084.026241
[typed-five/b20_C] [plan iscas99__b20] [plan] step=343 node=N10769 type=observe q_pred_context=3.658265 sequence=1087.684506
[typed-five/b20_C] [plan iscas99__b20] [plan] step=344 node=N10778 type=observe q_pred_context=3.565769 sequence=1091.250274
[typed-five/b20_C] [plan iscas99__b20] [plan] step=345 node=N12281 type=observe q_pred_context=1.457260 sequence=1092.707535
[typed-five/b20_C] [plan iscas99__b20] [plan] step=346 node=N12300 type=observe q_pred_context=2.049578 sequence=1094.757113
[typed-five/b20_C] [plan iscas99__b20] [plan] step=347 node=N12282 type=observe q_pred_context=2.013602 sequence=1096.770715
[typed-five/b20_C] [plan iscas99__b20] [plan] step=348 node=N12360 type=observe q_pred_context=2.183515 sequence=1098.954230
[typed-five/b20_C] [plan iscas99__b20] [plan] step=349 node=N12387 type=observe q_pred_context=1.726728 sequence=1100.680958
[typed-five/b20_C] [plan iscas99__b20] [plan] step=350 node=N12373 type=observe q_pred_context=1.703527 sequence=1102.384485
[typed-five/b20_C] [plan iscas99__b20] [plan] step=351 node=N12374 type=observe q_pred_context=1.706367 sequence=1104.090853
[typed-five/b20_C] [plan iscas99__b20] [plan] step=352 node=N12286 type=observe q_pred_context=2.795889 sequence=1106.886742
[typed-five/b20_C] [plan iscas99__b20] [plan] step=353 node=N12413 type=observe q_pred_context=1.678273 sequence=1108.565014
[typed-five/b20_C] [plan iscas99__b20] [plan] step=354 node=N12370 type=observe q_pred_context=1.517397 sequence=1110.082411
[typed-five/b20_C] [plan iscas99__b20] [plan] step=355 node=N12385 type=observe q_pred_context=1.614381 sequence=1111.696792
[typed-five/b20_C] [plan iscas99__b20] [plan] step=356 node=N12422 type=observe q_pred_context=1.363694 sequence=1113.060486
[typed-five/b20_C] [plan iscas99__b20] [plan] step=357 node=N12368 type=observe q_pred_context=1.300802 sequence=1114.361288
[typed-five/b20_C] [plan iscas99__b20] [plan] step=358 node=N12621 type=observe q_pred_context=1.253378 sequence=1115.614666
[typed-five/b20_C] [plan iscas99__b20] [plan] step=359 node=N16653 type=observe q_pred_context=3.627247 sequence=1119.241913
[typed-five/b20_C] [plan iscas99__b20] [plan] step=360 node=N10150 type=observe q_pred_context=1.471191 sequence=1120.713104
[typed-five/b20_C] [plan iscas99__b20] [plan] step=361 node=N12622 type=observe q_pred_context=1.562933 sequence=1122.276037
[typed-five/b20_C] [plan iscas99__b20] [plan] step=362 node=N12357 type=observe q_pred_context=1.818492 sequence=1124.094528
[typed-five/b20_C] [plan iscas99__b20] [plan] step=363 node=N5056 type=observe q_pred_context=1.689130 sequence=1125.783658
[typed-five/b20_C] [plan iscas99__b20] [plan] step=364 node=N12418 type=observe q_pred_context=1.423789 sequence=1127.207447
[typed-five/b20_C] [plan iscas99__b20] [plan] step=365 node=N12391 type=observe q_pred_context=1.238955 sequence=1128.446402
[typed-five/b20_C] [plan iscas99__b20] [plan] step=366 node=N903 type=observe q_pred_context=3.779928 sequence=1132.226330
[typed-five/b20_C] [plan iscas99__b20] [plan] step=367 node=N14369 type=observe q_pred_context=3.213750 sequence=1135.440080
[typed-five/b20_C] [plan iscas99__b20] [plan] step=368 node=N14382 type=observe q_pred_context=3.467526 sequence=1138.907606
[typed-five/b20_C] [plan iscas99__b20] [plan] step=369 node=N14383 type=observe q_pred_context=3.629562 sequence=1142.537168
[typed-five/b20_C] [plan iscas99__b20] [plan] step=370 node=N12332 type=observe q_pred_context=0.972285 sequence=1143.509453
[typed-five/b20_C] [plan iscas99__b20] [plan] step=371 node=N12327 type=observe q_pred_context=1.306473 sequence=1144.815926
[typed-five/b20_C] [plan iscas99__b20] [plan] step=372 node=N14386 type=observe q_pred_context=1.019195 sequence=1145.835120
[typed-five/b20_C] [plan iscas99__b20] [plan] step=373 node=N14301 type=observe q_pred_context=0.812099 sequence=1146.647220
[typed-five/b20_C] [plan iscas99__b20] [plan] step=374 node=N16737 type=observe q_pred_context=2.813523 sequence=1149.460743
[typed-five/b20_C] [plan iscas99__b20] [plan] step=375 node=N902 type=observe q_pred_context=1.719655 sequence=1151.180397
[typed-five/b20_C] [plan iscas99__b20] [plan] step=376 node=N901 type=observe q_pred_context=3.437260 sequence=1154.617657
[typed-five/b20_C] [plan iscas99__b20] [plan] step=377 node=N14368 type=observe q_pred_context=3.386640 sequence=1158.004297
[typed-five/b20_C] [plan iscas99__b20] [plan] step=378 node=N4149 type=observe q_pred_context=1.897042 sequence=1159.901340
[typed-five/b20_C] [plan iscas99__b20] [plan] step=379 node=N14370 type=observe q_pred_context=1.007330 sequence=1160.908669
[typed-five/b20_C] [plan iscas99__b20] [plan] step=380 node=N6936 type=observe q_pred_context=3.149864 sequence=1164.058533
[typed-five/b20_C] [plan iscas99__b20] [plan] step=381 node=N4143 type=observe q_pred_context=2.187754 sequence=1166.246288
[typed-five/b20_C] [plan iscas99__b20] [plan] step=382 node=N900 type=observe q_pred_context=3.773924 sequence=1170.020212
[typed-five/b20_C] [plan iscas99__b20] [plan] step=383 node=N6924 type=observe q_pred_context=2.618237 sequence=1172.638448
[typed-five/b20_C] [plan iscas99__b20] [plan] step=384 node=N10391 type=observe q_pred_context=3.021385 sequence=1175.659834
[typed-five/b20_C] [plan iscas99__b20] [plan] step=385 node=N14420 type=observe q_pred_context=2.221477 sequence=1177.881311
[typed-five/b20_C] [plan iscas99__b20] [plan] step=386 node=N16725 type=observe q_pred_context=3.687714 sequence=1181.569025
[typed-five/b20_C] [plan iscas99__b20] [plan] step=387 node=N14365 type=observe q_pred_context=3.431543 sequence=1185.000568
[typed-five/b20_C] [plan iscas99__b20] [plan] step=388 node=N14375 type=observe q_pred_context=3.392141 sequence=1188.392709
[typed-five/b20_C] [plan iscas99__b20] [plan] step=389 node=N16670 type=observe q_pred_context=3.422330 sequence=1191.815038
[typed-five/b20_C] [plan iscas99__b20] [plan] step=390 node=N16671 type=observe q_pred_context=3.900136 sequence=1195.715174
[typed-five/b20_C] [plan iscas99__b20] [plan] step=391 node=N16726 type=observe q_pred_context=2.720610 sequence=1198.435784
[typed-five/b20_C] [plan iscas99__b20] [plan] step=392 node=N16755 type=observe q_pred_context=2.602243 sequence=1201.038028
[typed-five/b20_C] [plan iscas99__b20] [plan] step=393 node=N11458 type=observe q_pred_context=3.844521 sequence=1204.882549
[typed-five/b20_C] [plan iscas99__b20] [plan] step=394 node=N14460 type=observe q_pred_context=4.640670 sequence=1209.523218
[typed-five/b20_C] [plan iscas99__b20] [plan] step=395 node=N16764 type=observe q_pred_context=4.109646 sequence=1213.632864
[typed-five/b20_C] [plan iscas99__b20] [plan] step=396 node=N14435 type=observe q_pred_context=2.480715 sequence=1216.113579
[typed-five/b20_C] [plan iscas99__b20] [plan] step=397 node=N14438 type=observe q_pred_context=2.498771 sequence=1218.612349
[typed-five/b20_C] [plan iscas99__b20] [plan] step=398 node=N10909 type=observe q_pred_context=3.988893 sequence=1222.601242
[typed-five/b20_C] [plan iscas99__b20] [plan] step=399 node=N16673 type=observe q_pred_context=3.580611 sequence=1226.181853
[typed-five/b20_C] [plan iscas99__b20] [plan] step=400 node=N9719 type=observe q_pred_context=3.943177 sequence=1230.125030
[typed-five/b20_C] [plan iscas99__b20] [plan] step=401 node=N11926 type=observe q_pred_context=4.124528 sequence=1234.249558
[typed-five/b20_C] [plan iscas99__b20] [plan] step=402 node=N16674 type=observe q_pred_context=3.874230 sequence=1238.123788
[typed-five/b20_C] [plan iscas99__b20] [plan] step=403 node=N16675 type=observe q_pred_context=1.714306 sequence=1239.838094
[typed-five/b20_C] [plan iscas99__b20] [plan] step=404 node=N14462 type=observe q_pred_context=4.454677 sequence=1244.292771
[typed-five/b20_C] [plan iscas99__b20] [plan] step=405 node=N16682 type=observe q_pred_context=2.143718 sequence=1246.436489
[typed-five/b20_C] [plan iscas99__b20] [plan] step=406 node=N16683 type=observe q_pred_context=1.476219 sequence=1247.912708
[typed-five/b20_C] [plan iscas99__b20] [plan] step=407 node=N16677 type=observe q_pred_context=1.340441 sequence=1249.253149
[typed-five/b20_C] [plan iscas99__b20] [plan] step=408 node=N14449 type=observe q_pred_context=1.574905 sequence=1250.828054
[typed-five/b20_C] [plan iscas99__b20] [plan] step=409 node=N16676 type=observe q_pred_context=1.360914 sequence=1252.188969
[typed-five/b20_C] [plan iscas99__b20] [plan] step=410 node=N16689 type=observe q_pred_context=2.731115 sequence=1254.920084
[typed-five/b20_C] [plan iscas99__b20] [plan] step=411 node=N14448 type=observe q_pred_context=1.897204 sequence=1256.817288
[typed-five/b20_C] [plan iscas99__b20] [plan] step=412 node=N14457 type=observe q_pred_context=3.600460 sequence=1260.417748
[typed-five/b20_C] [plan iscas99__b20] [plan] step=413 node=N16690 type=observe q_pred_context=3.352046 sequence=1263.769793
[typed-five/b20_C] [plan iscas99__b20] [plan] step=414 node=N937 type=observe q_pred_context=3.509789 sequence=1267.279582
[typed-five/b20_C] [plan iscas99__b20] [plan] step=415 node=N5060 type=observe q_pred_context=1.378873 sequence=1268.658454
[typed-five/b20_C] [plan iscas99__b20] [plan] step=416 node=N16637 type=observe q_pred_context=2.683790 sequence=1271.342245
[typed-five/b20_C] [plan iscas99__b20] [plan] step=417 node=N16766 type=observe q_pred_context=2.555278 sequence=1273.897522
[typed-five/b20_C] [plan iscas99__b20] [plan] step=418 node=N16619 type=observe q_pred_context=3.869430 sequence=1277.766953
[typed-five/b20_C] [plan iscas99__b20] [plan] step=419 node=N12442 type=observe q_pred_context=1.349945 sequence=1279.116898
[typed-five/b20_C] [plan iscas99__b20] [plan] step=420 node=N14324 type=observe q_pred_context=3.514765 sequence=1282.631663
[typed-five/b20_C] [plan iscas99__b20] [plan] step=421 node=N16734 type=observe q_pred_context=1.715293 sequence=1284.346955
[typed-five/b20_C] [plan iscas99__b20] [plan] step=422 node=N14342 type=observe q_pred_context=2.365520 sequence=1286.712476
[typed-five/b20_C] [plan iscas99__b20] [plan] step=423 node=N14344 type=observe q_pred_context=2.292956 sequence=1289.005432
[typed-five/b20_C] [plan iscas99__b20] [plan] step=424 node=N16753 type=observe q_pred_context=1.907123 sequence=1290.912555
[typed-five/b20_C] [plan iscas99__b20] [plan] step=425 node=N16626 type=observe q_pred_context=3.177329 sequence=1294.089884
[typed-five/b20_C] [plan iscas99__b20] [plan] step=426 node=N16627 type=observe q_pred_context=1.846588 sequence=1295.936471
[typed-five/b20_C] [plan iscas99__b20] [plan] step=427 node=N16633 type=observe q_pred_context=1.804482 sequence=1297.740953
[typed-five/b20_C] [plan iscas99__b20] [plan] step=428 node=N16639 type=observe q_pred_context=2.025546 sequence=1299.766499
[typed-five/b20_C] [plan iscas99__b20] [plan] step=429 node=N16640 type=observe q_pred_context=3.218615 sequence=1302.985114
[typed-five/b20_C] [plan iscas99__b20] [plan] step=430 node=N16644 type=observe q_pred_context=1.432861 sequence=1304.417975
[typed-five/b20_C] [plan iscas99__b20] [plan] step=431 node=N16645 type=observe q_pred_context=1.465095 sequence=1305.883070
[typed-five/b20_C] [plan iscas99__b20] [plan] step=432 node=N16646 type=observe q_pred_context=1.356426 sequence=1307.239497
[typed-five/b20_C] [plan iscas99__b20] [plan] step=433 node=N16761 type=observe q_pred_context=2.913802 sequence=1310.153299
[typed-five/b20_C] [plan iscas99__b20] [plan] step=434 node=N14346 type=observe q_pred_context=1.410739 sequence=1311.564038
[typed-five/b20_C] [plan iscas99__b20] [plan] step=435 node=N16728 type=observe q_pred_context=2.921843 sequence=1314.485881
[typed-five/b20_C] [plan iscas99__b20] [plan] step=436 node=N8910 type=observe q_pred_context=3.159950 sequence=1317.645831
[typed-five/b20_C] [plan iscas99__b20] [plan] step=437 node=N12785 type=observe q_pred_context=2.900082 sequence=1320.545913
[typed-five/b20_C] [plan iscas99__b20] [plan] step=438 node=N16648 type=observe q_pred_context=1.422350 sequence=1321.968263
[typed-five/b20_C] [plan iscas99__b20] [plan] step=439 node=N12633 type=observe q_pred_context=3.342921 sequence=1325.311185
[typed-five/b20_C] [plan iscas99__b20] [plan] step=440 node=N1708 type=observe q_pred_context=2.630962 sequence=1327.942147
