[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [gmean] 2026-07-21T10:29:18 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/marginal_only/cone_toplist_sa/epoch_012/alpha_0p20_decay_16
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [gmean] 2026-07-21T10:29:18 budgets=iscas99__b15_1:278
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [gmean] 2026-07-21T10:29:18 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [gmean] 2026-07-21T10:29:18 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=147 node=N642 type=control1 q_typed_reliable_context=3.580877 sequence=477.828660
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=148 node=N7721 type=control0 q_typed_reliable_context=4.043514 sequence=481.872174
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=149 node=N649 type=control1 q_typed_reliable_context=2.585829 sequence=484.458003
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=150 node=N1411 type=control0 q_typed_reliable_context=1.578583 sequence=486.036585
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=151 node=N3467 type=control1 q_typed_reliable_context=1.906501 sequence=487.943086
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=152 node=N7820 type=control0 q_typed_reliable_context=2.286695 sequence=490.229782
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=153 node=N8040 type=control0 q_typed_reliable_context=2.153605 sequence=492.383386
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=154 node=N8044 type=control0 q_typed_reliable_context=2.213858 sequence=494.597244
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_reliable_context=1.845272 sequence=496.442516
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=156 node=N647 type=control1 q_typed_reliable_context=3.971607 sequence=500.414123
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=157 node=N3525 type=control1 q_typed_reliable_context=4.421977 sequence=504.836100
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=158 node=N1586 type=control1 q_typed_reliable_context=5.477328 sequence=510.313428
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=159 node=N5356 type=observe q_typed_reliable_context=6.974240 sequence=517.287667
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=160 node=N6533 type=observe q_typed_reliable_context=2.011007 sequence=519.298674
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=161 node=N2149 type=observe q_typed_reliable_context=1.640425 sequence=520.939099
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=162 node=N5878 type=observe q_typed_reliable_context=1.420931 sequence=522.360030
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=163 node=N5740 type=observe q_typed_reliable_context=1.656216 sequence=524.016245
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=164 node=N7405 type=observe q_typed_reliable_context=2.183290 sequence=526.199536
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=165 node=N712 type=observe q_typed_reliable_context=2.974917 sequence=529.174453
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=166 node=N5473 type=observe q_typed_reliable_context=2.178185 sequence=531.352638
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=167 node=N5874 type=observe q_typed_reliable_context=1.333505 sequence=532.686143
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=168 node=N714 type=observe q_typed_reliable_context=1.493545 sequence=534.179688
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=169 node=N5876 type=observe q_typed_reliable_context=2.407770 sequence=536.587458
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=170 node=N7627 type=observe q_typed_reliable_context=2.618435 sequence=539.205892
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=171 node=N5603 type=observe q_typed_reliable_context=2.892124 sequence=542.098016
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=172 node=N7436 type=observe q_typed_reliable_context=2.823092 sequence=544.921109
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=173 node=N723 type=observe q_typed_reliable_context=1.675834 sequence=546.596943
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=174 node=N715 type=observe q_typed_reliable_context=2.392377 sequence=548.989319
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=175 node=N7441 type=control0 q_typed_reliable_context=1.289480 sequence=550.278799
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=176 node=N7442 type=control0 q_typed_reliable_context=0.977149 sequence=551.255949
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=177 node=N7696 type=control0 q_typed_reliable_context=0.928282 sequence=552.184231
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=178 node=N752 type=observe q_typed_reliable_context=0.692989 sequence=552.877220
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=179 node=N725 type=observe q_typed_reliable_context=1.567091 sequence=554.444310
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=180 node=N679 type=observe q_typed_reliable_context=1.615291 sequence=556.059601
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=181 node=N7473 type=control0 q_typed_reliable_context=1.119246 sequence=557.178847
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=182 node=N8052 type=control0 q_typed_reliable_context=1.057599 sequence=558.236446
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=183 node=N5456 type=observe q_typed_reliable_context=1.592535 sequence=559.828981
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=184 node=N705 type=observe q_typed_reliable_context=2.192708 sequence=562.021689
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=185 node=N1598 type=observe q_typed_reliable_context=1.046609 sequence=563.068298
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=186 node=N1879 type=observe q_typed_reliable_context=1.228570 sequence=564.296868
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=187 node=N6673 type=observe q_typed_reliable_context=1.549834 sequence=565.846702
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=188 node=N703 type=observe q_typed_reliable_context=1.896760 sequence=567.743462
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=189 node=N7439 type=observe q_typed_reliable_context=1.998690 sequence=569.742151
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=190 node=N719 type=observe q_typed_reliable_context=3.014598 sequence=572.756749
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=191 node=N706 type=observe q_typed_reliable_context=2.937008 sequence=575.693757
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=192 node=N5439 type=observe q_typed_reliable_context=2.158285 sequence=577.852041
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=193 node=N5422 type=observe q_typed_reliable_context=1.815389 sequence=579.667430
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=194 node=N7404 type=observe q_typed_reliable_context=1.530345 sequence=581.197774
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=195 node=N7855 type=control0 q_typed_reliable_context=1.112266 sequence=582.310040
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=196 node=N2952 type=control1 q_typed_reliable_context=0.936855 sequence=583.246895
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=197 node=N7542 type=control0 q_typed_reliable_context=2.139662 sequence=585.386557
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=198 node=N2894 type=control1 q_typed_reliable_context=0.746597 sequence=586.133154
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=199 node=N2779 type=control1 q_typed_reliable_context=0.830977 sequence=586.964131
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=200 node=N2721 type=control1 q_typed_reliable_context=0.912532 sequence=587.876663
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=201 node=N2652 type=control1 q_typed_reliable_context=0.944606 sequence=588.821269
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=202 node=N3009 type=control1 q_typed_reliable_context=0.938911 sequence=589.760180
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=203 node=N3067 type=control1 q_typed_reliable_context=1.015134 sequence=590.775314
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=204 node=N2837 type=control1 q_typed_reliable_context=1.184889 sequence=591.960202
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=205 node=N8790 type=control1 q_typed_reliable_context=1.225108 sequence=593.185311
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=206 node=N8240 type=control1 q_typed_reliable_context=1.312964 sequence=594.498275
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=207 node=N8789 type=control1 q_typed_reliable_context=1.443186 sequence=595.941460
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=208 node=N8239 type=control1 q_typed_reliable_context=1.624907 sequence=597.566367
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=209 node=N8607 type=control1 q_typed_reliable_context=1.851607 sequence=599.417974
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=210 node=N2151 type=observe q_typed_reliable_context=1.641504 sequence=601.059478
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=211 node=N6668 type=observe q_typed_reliable_context=1.123722 sequence=602.183200
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=212 node=N5334 type=observe q_typed_reliable_context=1.324672 sequence=603.507871
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=213 node=N734 type=observe q_typed_reliable_context=1.958708 sequence=605.466579
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=214 node=N7380 type=observe q_typed_reliable_context=1.327362 sequence=606.793941
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=215 node=N5390 type=observe q_typed_reliable_context=1.224435 sequence=608.018376
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=216 node=N5283 type=observe q_typed_reliable_context=1.376400 sequence=609.394775
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=217 node=N1987 type=observe q_typed_reliable_context=1.593694 sequence=610.988470
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=218 node=N6660 type=observe q_typed_reliable_context=2.668933 sequence=613.657402
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=219 node=N5373 type=observe q_typed_reliable_context=2.360389 sequence=616.017791
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=220 node=N699 type=observe q_typed_reliable_context=4.612124 sequence=620.629915
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=221 node=N708 type=observe q_typed_reliable_context=5.069586 sequence=625.699500
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=222 node=N6658 type=observe q_typed_reliable_context=2.623563 sequence=628.323063
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=223 node=N7381 type=observe q_typed_reliable_context=2.025963 sequence=630.349026
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=224 node=N8238 type=control1 q_typed_reliable_context=2.346464 sequence=632.695490
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=225 node=N652 type=control1 q_typed_reliable_context=2.147813 sequence=634.843304
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=226 node=N8606 type=control1 q_typed_reliable_context=1.768283 sequence=636.611587
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=227 node=N1351 type=observe q_typed_reliable_context=2.380486 sequence=638.992073
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=228 node=N8237 type=control1 q_typed_reliable_context=2.101548 sequence=641.093621
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=229 node=N6682 type=observe q_typed_reliable_context=1.787646 sequence=642.881267
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=230 node=N689 type=observe q_typed_reliable_context=4.290002 sequence=647.171268
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=231 node=N902 type=control1 q_typed_reliable_context=5.647041 sequence=652.818310
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=232 node=N729 type=observe q_typed_reliable_context=3.322286 sequence=656.140596
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=233 node=N684 type=observe q_typed_reliable_context=4.263236 sequence=660.403832
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=234 node=N2159 type=observe q_typed_reliable_context=2.379652 sequence=662.783484
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=235 node=N8605 type=control1 q_typed_reliable_context=1.685721 sequence=664.469205
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=236 node=N8236 type=control1 q_typed_reliable_context=2.141970 sequence=666.611175
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=237 node=N515 type=control1 q_typed_reliable_context=3.487172 sequence=670.098346
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=238 node=N1688 type=observe q_typed_reliable_context=1.898640 sequence=671.996986
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=239 node=N2243 type=observe q_typed_reliable_context=6.053507 sequence=678.050494
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=240 node=N686 type=observe q_typed_reliable_context=3.665272 sequence=681.715765
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=241 node=N7444 type=observe q_typed_reliable_context=1.635135 sequence=683.350900
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=242 node=N2271 type=observe q_typed_reliable_context=3.626639 sequence=686.977539
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=243 node=N6656 type=observe q_typed_reliable_context=7.262366 sequence=694.239905
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=244 node=N5735 type=observe q_typed_reliable_context=2.830418 sequence=697.070323
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=245 node=N2267 type=observe q_typed_reliable_context=3.388425 sequence=700.458748
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=246 node=N5094 type=observe q_typed_reliable_context=3.358755 sequence=703.817502
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=247 node=N7391 type=observe q_typed_reliable_context=2.624385 sequence=706.441887
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=248 node=N2259 type=observe q_typed_reliable_context=3.747815 sequence=710.189702
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=249 node=N6736 type=control1 q_typed_reliable_context=7.192007 sequence=717.381709
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=250 node=N5160 type=observe q_typed_reliable_context=4.009131 sequence=721.390840
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=251 node=N4460 type=control0 q_typed_reliable_context=2.248456 sequence=723.639296
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=252 node=N6678 type=observe q_typed_reliable_context=5.633276 sequence=729.272572
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=253 node=N2263 type=observe q_typed_reliable_context=6.560001 sequence=735.832573
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=254 node=N6537 type=observe q_typed_reliable_context=6.979494 sequence=742.812067
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=255 node=N695 type=observe q_typed_reliable_context=2.077560 sequence=744.889627
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=256 node=N5111 type=observe q_typed_reliable_context=3.140419 sequence=748.030046
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=257 node=N2251 type=observe q_typed_reliable_context=2.708281 sequence=750.738327
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=258 node=N4900 type=observe q_typed_reliable_context=1.962927 sequence=752.701254
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=259 node=N2072 type=observe q_typed_reliable_context=1.355930 sequence=754.057184
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=260 node=N6677 type=observe q_typed_reliable_context=6.046790 sequence=760.103973
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=261 node=N1352 type=observe q_typed_reliable_context=6.463516 sequence=766.567490
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=262 node=N680 type=observe q_typed_reliable_context=4.747501 sequence=771.314991
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=263 node=N2247 type=observe q_typed_reliable_context=4.836284 sequence=776.151275
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=264 node=N697 type=observe q_typed_reliable_context=4.121680 sequence=780.272955
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=265 node=N696 type=observe q_typed_reliable_context=2.955429 sequence=783.228384
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=266 node=N7452 type=observe q_typed_reliable_context=1.894664 sequence=785.123048
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=267 node=N6657 type=observe q_typed_reliable_context=0.682972 sequence=785.806020
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=268 node=N2255 type=observe q_typed_reliable_context=3.981153 sequence=789.787172
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=269 node=N732 type=observe q_typed_reliable_context=4.078239 sequence=793.865412
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=270 node=N2216 type=observe q_typed_reliable_context=3.772906 sequence=797.638318
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=271 node=N6680 type=observe q_typed_reliable_context=1.308953 sequence=798.947271
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=272 node=N2218 type=observe q_typed_reliable_context=5.674088 sequence=804.621359
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=273 node=N717 type=observe q_typed_reliable_context=5.534165 sequence=810.155524
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=274 node=N2185 type=observe q_typed_reliable_context=4.729528 sequence=814.885052
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=275 node=N733 type=observe q_typed_reliable_context=4.458395 sequence=819.343447
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=276 node=N2183 type=observe q_typed_reliable_context=4.644069 sequence=823.987516
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=277 node=N6562 type=observe q_typed_reliable_context=1.782951 sequence=825.770467
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] [plan] step=278 node=N2203 type=observe q_typed_reliable_context=3.184083 sequence=828.954550
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6/b15_selection/marginal_only/cone_toplist_sa/epoch_012/alpha_0p20_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [gmean] 2026-07-21T10:32:05 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=166.361 plan_csv=autoresearch/loop-260720-0945/model_training_round6/b15_selection/marginal_only/cone_toplist_sa/epoch_012/alpha_0p20_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [gmean] 2026-07-21T10:32:05 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [eval iscas99__b15_1] {
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [eval iscas99__b15_1]   "records": 2,
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round6/b15_selection/marginal_only/cone_toplist_sa/epoch_012/alpha_0p20_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round6/b15_selection/marginal_only/cone_toplist_sa/epoch_012/alpha_0p20_decay_16/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [eval iscas99__b15_1] }
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [gmean] 2026-07-21T10:32:11 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11702000000000001 plan_sec=166.361 eval_sec=6.68 total_sec=173.054
[b15-r6-marginal/cone_toplist_sa/epoch_012/a0.20] [gmean] 2026-07-21T10:32:11 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11702000000000001 positives=1 negatives=0 elapsed=173.055
