[v4_hybrid gpu6] [2026-07-04T16:17:42+08:00] start name=v4_hybrid gpu=6 score_field=hybrid_pred checkpoint=runs/mainline_accuracy_improve_v4_reduction_sign/best.pt
[v4_hybrid gpu6] [gmean] 2026-07-04T16:17:42 out_dir=autoresearch/improve-260704-1035/b21_world_rerank_hard_scores/v4_hybrid
[v4_hybrid gpu6] [gmean] 2026-07-04T16:17:42 budgets=iscas99__b21:628
[v4_hybrid gpu6] [gmean] 2026-07-04T16:17:42 variant_start id=greedy__cumulative__hybrid_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0
[v4_hybrid gpu6] [gmean] 2026-07-04T16:17:42 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=hybrid_pred
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=190 node=N21194 type=control1 hybrid_pred=4240552396821889024.000000 sequence=21163045951390425088.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=191 node=N21941 type=observe hybrid_pred=5303177866207297536.000000 sequence=26466223817597722624.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=192 node=N21943 type=observe hybrid_pred=6632081841836785664.000000 sequence=33098305659434508288.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=193 node=N1436 type=observe hybrid_pred=8293990454584672256.000000 sequence=41392296114019180544.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=194 node=N1441 type=observe hybrid_pred=10372353974119432192.000000 sequence=51764650088138612736.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=195 node=N21032 type=observe hybrid_pred=12971527049033285632.000000 sequence=64736177137171898368.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=196 node=N21034 type=observe hybrid_pred=16222024853459304448.000000 sequence=80958201990631194624.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=197 node=N21036 type=observe hybrid_pred=20287045682105155584.000000 sequence=101245247672736350208.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=198 node=__buf_split_13652 type=observe hybrid_pred=25370710913729953792.000000 sequence=126615958586466304000.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=199 node=N21041 type=observe hybrid_pred=31728264819737886720.000000 sequence=158344223406204190720.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=200 node=N21043 type=observe hybrid_pred=39678956889085837312.000000 sequence=198023180295290028032.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=201 node=N21045 type=observe hybrid_pred=49621966776742969344.000000 sequence=247645147072032997376.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=202 node=N14789 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=203 node=N8768 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=204 node=__buf_split_3777 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=205 node=__buf_split_3770 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=206 node=__buf_split_3769 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=207 node=__buf_split_3776 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=208 node=N14784 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=209 node=N8811 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=210 node=N2566 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=211 node=N22426 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=212 node=N22429 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=213 node=__buf_split_4147 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=214 node=N22466 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=215 node=N22436 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=216 node=N22439 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=217 node=N22442 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=218 node=N22449 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=219 node=N22454 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=220 node=N34149 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=221 node=N21929 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=222 node=N21931 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=223 node=N21933 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=224 node=N21935 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=225 node=N21938 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=226 node=N21940 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=227 node=N21942 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=228 node=N21944 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=229 node=N21031 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=230 node=N21033 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=231 node=N21035 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=232 node=N21037 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=233 node=N21040 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=234 node=N21042 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=235 node=N21044 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=236 node=N21046 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=237 node=N22092 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=238 node=N22093 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=239 node=N22094 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=240 node=N21195 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=241 node=N1678 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=242 node=N21206 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=243 node=__buf_split_20084 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=244 node=__buf_split_20085 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=245 node=__buf_split_20087 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=246 node=__buf_split_11422 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=247 node=__buf_split_13653 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=248 node=__buf_split_11423 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=249 node=N14740 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=250 node=__buf_split_20079 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=251 node=N8630 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=252 node=__buf_split_20106 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=253 node=__buf_split_20109 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=254 node=__buf_split_20091 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=255 node=__buf_split_20112 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=256 node=N49273 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=257 node=N49274 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=258 node=N49276 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=259 node=__buf_split_20107 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=260 node=__buf_split_20088 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=261 node=__buf_split_20110 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=262 node=N27224 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=263 node=__buf_split_20092 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=264 node=__buf_split_20113 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=265 node=N22686 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=266 node=N14809 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=267 node=__buf_split_20089 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=268 node=N4945 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=269 node=__buf_split_20098 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=270 node=__buf_split_20101 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=271 node=__buf_split_20083 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=272 node=N40933 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=273 node=N40933 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=274 node=N40961 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=275 node=N40961 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=276 node=N40837 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=277 node=N40837 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=278 node=N40909 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=279 node=N40909 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=280 node=N39469 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=281 node=N39469 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=282 node=N39436 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=283 node=N39436 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=284 node=N40890 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=285 node=N40890 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=286 node=N39572 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=287 node=N39572 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=288 node=N40952 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=289 node=N40952 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=290 node=N39494 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=291 node=N39494 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=292 node=N40862 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=293 node=N40862 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=294 node=N41205 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=295 node=N41205 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=296 node=N39515 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=297 node=N39515 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=298 node=N40918 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=299 node=N40918 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=300 node=N40938 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=301 node=N40938 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=302 node=N41170 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=303 node=N41170 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=304 node=N39446 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=305 node=N39446 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=306 node=N40847 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=307 node=N40847 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=308 node=N40871 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=309 node=N40871 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=310 node=N41166 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=311 node=N41166 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=312 node=N39546 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=313 node=N39546 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=314 node=N40895 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=315 node=N40895 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=316 node=N40112 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=317 node=N40112 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=318 node=N39465 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=319 node=N39465 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=320 node=N39485 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=321 node=N39485 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=322 node=__buf_split_20104 type=observe hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=323 node=N41162 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=324 node=N41162 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=325 node=N39669 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=326 node=N39669 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=327 node=N39688 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=328 node=N39688 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=329 node=N39705 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=330 node=N39705 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=331 node=N39724 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=332 node=N39724 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=333 node=N39742 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=334 node=N39742 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=335 node=N39761 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=336 node=N39761 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=337 node=N39779 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=338 node=N39779 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=339 node=N39797 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=340 node=N39797 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=341 node=N39814 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=342 node=N39814 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=343 node=N39832 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=344 node=N39832 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=345 node=N39850 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=346 node=N39850 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=347 node=N39868 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=348 node=N39868 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=349 node=N39885 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=350 node=N39885 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=351 node=N39904 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=352 node=N39904 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=353 node=N39921 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=354 node=N39921 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=355 node=N39938 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=356 node=N39938 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=357 node=N39954 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=358 node=N39954 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=359 node=N39972 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=360 node=N39972 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=361 node=N39988 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=362 node=N39988 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=363 node=N40004 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=364 node=N40004 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=365 node=N40019 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=366 node=N40019 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=367 node=N40034 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=368 node=N40034 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=369 node=N40047 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=370 node=N40047 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=371 node=N40058 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=372 node=N40058 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=373 node=N40069 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=374 node=N40069 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=375 node=N40080 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=376 node=N40080 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=377 node=N40089 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=378 node=N40089 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=379 node=N40098 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=380 node=N40098 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=381 node=N40104 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=382 node=N40104 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=383 node=N40109 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=384 node=N40109 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=385 node=N39537 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=386 node=N39537 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=387 node=N39562 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=388 node=N39562 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=389 node=N39671 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=390 node=N39671 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=391 node=N39690 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=392 node=N39690 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=393 node=N39707 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=394 node=N39707 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=395 node=N39726 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=396 node=N39726 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=397 node=N39744 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=398 node=N39744 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=399 node=N39763 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=400 node=N39763 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=401 node=N39781 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=402 node=N39781 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=403 node=N39799 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=404 node=N39799 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=405 node=N39816 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=406 node=N39816 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=407 node=N39834 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=408 node=N39834 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=409 node=N39852 type=control0 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=410 node=N39852 type=control1 hybrid_pred=nan sequence=nan
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=411 node=N39870 type=control0 hybrid_pred=nan sequence=nan
