[v4_derived_hard_reduction_hybrid gpu5] [2026-07-04T16:17:42+08:00] start name=v4_derived_hard_reduction_hybrid gpu=5 score_field=derived_hard_reduction_hybrid_pred checkpoint=runs/mainline_accuracy_improve_v4_reduction_sign/best.pt
[v4_derived_hard_reduction_hybrid gpu5] [gmean] 2026-07-04T16:17:42 out_dir=autoresearch/improve-260704-1035/b21_world_rerank_hard_scores/v4_derived_hard_reduction_hybrid
[v4_derived_hard_reduction_hybrid gpu5] [gmean] 2026-07-04T16:17:42 budgets=iscas99__b21:628
[v4_derived_hard_reduction_hybrid gpu5] [gmean] 2026-07-04T16:17:42 variant_start id=greedy__cumulative__derived_hard_reduction_hybrid_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0
[v4_derived_hard_reduction_hybrid gpu5] [gmean] 2026-07-04T16:17:42 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=derived_hard_reduction_hybrid_pred
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=153 node=N38530 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=154 node=N38539 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=155 node=N38545 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=156 node=N38554 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=157 node=N38560 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=158 node=N38569 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=159 node=N58872 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=160 node=N38635 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=161 node=N38644 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=162 node=N34098 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=163 node=N14779 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=164 node=N14780 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=165 node=N14781 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=166 node=N8742 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=167 node=N8743 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=168 node=N8744 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=169 node=__buf_split_21819 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=170 node=N14786 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=171 node=N4686 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=172 node=N4691 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=173 node=N21930 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=174 node=N21932 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=175 node=N21934 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=176 node=N21939 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=177 node=N21941 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=178 node=N21943 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=179 node=N1436 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=180 node=N1441 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=181 node=N21032 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=182 node=N21034 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=183 node=N21036 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=184 node=N21041 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=185 node=N21043 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=186 node=N21045 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=187 node=N14789 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=188 node=N8768 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=189 node=__buf_split_3777 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=190 node=__buf_split_3770 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=191 node=__buf_split_3769 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=192 node=N58871 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=193 node=__buf_split_3768 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=194 node=__buf_split_3776 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=195 node=N14784 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=196 node=N14760 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=197 node=__buf_split_21818 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=198 node=N8811 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=199 node=N5773 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=200 node=N2566 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=201 node=N22426 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=202 node=N22429 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=203 node=N22410 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=204 node=N22413 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=205 node=N22416 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=206 node=N22423 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=207 node=__buf_split_4147 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=208 node=N22461 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=209 node=N22466 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=210 node=N22473 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=211 node=N22478 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=212 node=N22436 type=observe derived_hard_reduction_hybrid_pred=0.000000 sequence=-234.205468
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=213 node=N22439 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=214 node=N22442 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=215 node=N22449 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=216 node=N22454 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=217 node=N34149 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=218 node=N22485 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=219 node=N21929 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=220 node=N21931 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=221 node=N21933 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=222 node=N21935 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=223 node=N21938 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=224 node=N21940 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=225 node=N21942 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=226 node=N21944 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=227 node=N21031 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=228 node=N21033 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=229 node=N21035 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=230 node=N21037 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=231 node=N21040 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=232 node=N21042 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=233 node=N21044 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=234 node=N21046 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=235 node=N22092 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=236 node=N22093 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=237 node=N21194 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=238 node=N22094 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=239 node=N21195 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=240 node=N1678 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=241 node=N21206 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=242 node=__buf_split_20084 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=243 node=__buf_split_20085 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=244 node=__buf_split_20087 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=245 node=__buf_split_13652 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=246 node=__buf_split_11422 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=247 node=__buf_split_13653 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=248 node=__buf_split_11423 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=249 node=N14740 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=250 node=__buf_split_20079 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=251 node=N8630 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=252 node=__buf_split_20106 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=253 node=__buf_split_20109 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=254 node=__buf_split_20091 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=255 node=__buf_split_20112 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=256 node=N49273 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=257 node=N49274 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=258 node=N49276 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=259 node=__buf_split_20107 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=260 node=__buf_split_20088 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=261 node=__buf_split_20110 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=262 node=N27224 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=263 node=__buf_split_20092 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=264 node=__buf_split_20113 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=265 node=N22686 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=266 node=N14809 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=267 node=__buf_split_20089 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=268 node=N4945 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=269 node=__buf_split_20098 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=270 node=__buf_split_20101 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=271 node=__buf_split_20083 type=observe derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=272 node=N40933 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=273 node=N40933 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=274 node=N40961 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=275 node=N40961 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=276 node=N40837 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=277 node=N40837 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=278 node=N40909 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=279 node=N40909 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=280 node=N39469 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=281 node=N39469 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=282 node=N39436 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=283 node=N39436 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=284 node=N40890 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=285 node=N40890 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=286 node=N39572 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=287 node=N39572 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=288 node=N40952 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=289 node=N40952 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=290 node=N39494 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=291 node=N39494 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=292 node=N40862 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=293 node=N40862 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=294 node=N41205 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=295 node=N41205 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=296 node=N39515 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=297 node=N39515 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=298 node=N40918 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=299 node=N40918 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=300 node=N40938 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=301 node=N40938 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=302 node=N41170 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=303 node=N41170 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=304 node=N39446 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=305 node=N39446 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=306 node=N40847 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=307 node=N40847 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=308 node=N40871 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=309 node=N40871 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=310 node=N41166 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=311 node=N41166 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=312 node=N39546 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=313 node=N39546 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=314 node=N40895 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=315 node=N40895 type=control1 derived_hard_reduction_hybrid_pred=nan sequence=nan
[v4_derived_hard_reduction_hybrid gpu5] [plan iscas99__b21] [plan] step=316 node=N40112 type=control0 derived_hard_reduction_hybrid_pred=nan sequence=nan
