[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [gmean] 2026-07-21T05:04:46 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [gmean] 2026-07-21T05:04:46 budgets=iscas99__b15_1:278
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [gmean] 2026-07-21T05:04:46 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [gmean] 2026-07-21T05:04:46 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=137 node=N3180 type=control1 q_typed_reliable_context=2.468164 sequence=404.123216
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=138 node=N2580 type=control1 q_typed_reliable_context=1.722419 sequence=405.845635
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=139 node=N6674 type=observe q_typed_reliable_context=0.851033 sequence=406.696668
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=140 node=N2106 type=observe q_typed_reliable_context=0.889217 sequence=407.585885
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=141 node=N7421 type=control1 q_typed_reliable_context=0.964771 sequence=408.550656
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=142 node=N7590 type=control1 q_typed_reliable_context=0.899967 sequence=409.450623
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=143 node=N758 type=observe q_typed_reliable_context=0.860489 sequence=410.311112
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=144 node=N703 type=observe q_typed_reliable_context=1.393065 sequence=411.704177
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=145 node=N7385 type=observe q_typed_reliable_context=1.247493 sequence=412.951670
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=146 node=N725 type=observe q_typed_reliable_context=1.894562 sequence=414.846232
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=147 node=N642 type=control1 q_typed_reliable_context=1.249858 sequence=416.096090
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=148 node=N3295 type=control1 q_typed_reliable_context=2.741904 sequence=418.837994
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=149 node=N7454 type=observe q_typed_reliable_context=1.085643 sequence=419.923637
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=150 node=N2149 type=observe q_typed_reliable_context=1.827105 sequence=421.750742
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=151 node=N5876 type=observe q_typed_reliable_context=1.418056 sequence=423.168798
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=152 node=N7721 type=control0 q_typed_reliable_context=1.361400 sequence=424.530198
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=153 node=N7401 type=observe q_typed_reliable_context=2.560544 sequence=427.090742
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=154 node=N649 type=control1 q_typed_reliable_context=1.990338 sequence=429.081080
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_reliable_context=2.682453 sequence=431.763533
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=156 node=N3237 type=control1 q_typed_reliable_context=3.165822 sequence=434.929355
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=157 node=N3525 type=control1 q_typed_reliable_context=1.604233 sequence=436.533588
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=158 node=N5356 type=observe q_typed_reliable_context=1.110084 sequence=437.643672
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=159 node=N712 type=observe q_typed_reliable_context=1.050944 sequence=438.694616
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=160 node=N5740 type=observe q_typed_reliable_context=0.987145 sequence=439.681761
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=161 node=N3467 type=control1 q_typed_reliable_context=1.218091 sequence=440.899851
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=162 node=N6534 type=observe q_typed_reliable_context=0.895986 sequence=441.795838
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=163 node=N1586 type=control1 q_typed_reliable_context=1.137693 sequence=442.933531
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=164 node=N714 type=observe q_typed_reliable_context=1.959262 sequence=444.892793
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=165 node=N7614 type=observe q_typed_reliable_context=1.820397 sequence=446.713190
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=166 node=N647 type=control1 q_typed_reliable_context=2.631958 sequence=449.345148
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=167 node=N630 type=control1 q_typed_reliable_context=2.828442 sequence=452.173589
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=168 node=N2721 type=control1 q_typed_reliable_context=1.744135 sequence=453.917724
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=169 node=N2894 type=control1 q_typed_reliable_context=1.205471 sequence=455.123195
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=170 node=N2952 type=control1 q_typed_reliable_context=1.118167 sequence=456.241362
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=171 node=N2779 type=control1 q_typed_reliable_context=1.038446 sequence=457.279808
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=172 node=N5874 type=observe q_typed_reliable_context=1.248018 sequence=458.527825
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=173 node=N2652 type=control1 q_typed_reliable_context=1.098810 sequence=459.626635
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=174 node=N7873 type=control1 q_typed_reliable_context=0.814067 sequence=460.440702
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=175 node=N5473 type=observe q_typed_reliable_context=1.036922 sequence=461.477624
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=176 node=N2837 type=control1 q_typed_reliable_context=1.162583 sequence=462.640207
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=177 node=N3009 type=control1 q_typed_reliable_context=1.256282 sequence=463.896489
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=178 node=N715 type=observe q_typed_reliable_context=1.516499 sequence=465.412988
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=179 node=N7414 type=control1 q_typed_reliable_context=1.449398 sequence=466.862386
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=180 node=N3067 type=control1 q_typed_reliable_context=1.720973 sequence=468.583359
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=181 node=N7439 type=observe q_typed_reliable_context=1.019881 sequence=469.603240
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=182 node=N723 type=observe q_typed_reliable_context=0.992330 sequence=470.595571
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=183 node=N8790 type=control1 q_typed_reliable_context=2.411473 sequence=473.007044
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=184 node=N8240 type=control1 q_typed_reliable_context=0.937666 sequence=473.944709
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=185 node=N7589 type=control1 q_typed_reliable_context=0.921044 sequence=474.865753
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=186 node=N705 type=observe q_typed_reliable_context=1.056438 sequence=475.922191
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=187 node=N8789 type=control1 q_typed_reliable_context=0.838656 sequence=476.760847
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=188 node=N8239 type=control1 q_typed_reliable_context=1.401670 sequence=478.162517
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=189 node=N7405 type=observe q_typed_reliable_context=2.481974 sequence=480.644491
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=190 node=N8607 type=control1 q_typed_reliable_context=2.248485 sequence=482.892976
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=191 node=N5422 type=observe q_typed_reliable_context=6.060000 sequence=488.952976
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=192 node=N706 type=observe q_typed_reliable_context=6.064250 sequence=495.017226
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=193 node=N771 type=observe q_typed_reliable_context=5.439213 sequence=500.456439
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=194 node=N640 type=control1 q_typed_reliable_context=0.136939 sequence=500.593378
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=195 node=N652 type=control1 q_typed_reliable_context=1.341907 sequence=501.935286
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=196 node=N8238 type=control1 q_typed_reliable_context=1.938216 sequence=503.873501
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=197 node=N8606 type=control1 q_typed_reliable_context=2.480766 sequence=506.354267
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=198 node=N8237 type=control1 q_typed_reliable_context=1.219830 sequence=507.574097
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=199 node=N902 type=control1 q_typed_reliable_context=1.442227 sequence=509.016324
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=200 node=N764 type=observe q_typed_reliable_context=1.752720 sequence=510.769044
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=201 node=N679 type=observe q_typed_reliable_context=2.025304 sequence=512.794347
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=202 node=N8605 type=control1 q_typed_reliable_context=2.657459 sequence=515.451806
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=203 node=N8236 type=control1 q_typed_reliable_context=1.886635 sequence=517.338441
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=204 node=N515 type=control1 q_typed_reliable_context=1.206005 sequence=518.544446
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=205 node=N7436 type=observe q_typed_reliable_context=1.463059 sequence=520.007506
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=206 node=N5456 type=observe q_typed_reliable_context=1.177307 sequence=521.184812
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=207 node=N5439 type=observe q_typed_reliable_context=1.993871 sequence=523.178684
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=208 node=N2151 type=observe q_typed_reliable_context=2.060378 sequence=525.239062
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=209 node=N6736 type=control1 q_typed_reliable_context=5.218290 sequence=530.457352
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=210 node=N5726 type=control1 q_typed_reliable_context=7.049500 sequence=537.506852
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=211 node=N6730 type=control1 q_typed_reliable_context=1.993175 sequence=539.500027
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=212 node=N759 type=observe q_typed_reliable_context=6.929730 sequence=546.429757
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=213 node=N8235 type=control1 q_typed_reliable_context=5.263848 sequence=551.693605
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=214 node=N5334 type=observe q_typed_reliable_context=1.469170 sequence=553.162774
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=215 node=N5390 type=observe q_typed_reliable_context=6.820062 sequence=559.982836
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=216 node=N5202 type=observe q_typed_reliable_context=6.159224 sequence=566.142059
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=217 node=N5373 type=observe q_typed_reliable_context=6.871729 sequence=573.013788
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=218 node=N6734 type=control1 q_typed_reliable_context=3.873608 sequence=576.887396
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=219 node=N8234 type=control1 q_typed_reliable_context=6.766195 sequence=583.653591
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=220 node=N6593 type=control1 q_typed_reliable_context=7.048114 sequence=590.701705
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=221 node=N8783 type=control1 q_typed_reliable_context=5.302443 sequence=596.004148
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=222 node=N8233 type=control1 q_typed_reliable_context=6.886930 sequence=602.891078
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=223 node=N6678 type=observe q_typed_reliable_context=3.848511 sequence=606.739589
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=224 node=N2072 type=observe q_typed_reliable_context=1.895956 sequence=608.635545
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=225 node=N719 type=observe q_typed_reliable_context=3.262209 sequence=611.897754
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=226 node=N7383 type=observe q_typed_reliable_context=4.523872 sequence=616.421626
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=227 node=N6743 type=control1 q_typed_reliable_context=6.591352 sequence=623.012977
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=228 node=N8608 type=control1 q_typed_reliable_context=7.098556 sequence=630.111534
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=229 node=N708 type=observe q_typed_reliable_context=6.263509 sequence=636.375043
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=230 node=N734 type=observe q_typed_reliable_context=7.069449 sequence=643.444492
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=231 node=N699 type=observe q_typed_reliable_context=6.762749 sequence=650.207241
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=232 node=N7442 type=control0 q_typed_reliable_context=5.480514 sequence=655.687755
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=233 node=N7380 type=observe q_typed_reliable_context=3.347593 sequence=659.035348
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=234 node=N6668 type=observe q_typed_reliable_context=1.068870 sequence=660.104218
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=235 node=N686 type=observe q_typed_reliable_context=1.733946 sequence=661.838164
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=236 node=N1351 type=observe q_typed_reliable_context=2.248735 sequence=664.086898
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=237 node=N6741 type=control1 q_typed_reliable_context=1.105709 sequence=665.192607
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=238 node=N2159 type=observe q_typed_reliable_context=2.446760 sequence=667.639367
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=239 node=N729 type=observe q_typed_reliable_context=1.911191 sequence=669.550558
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=240 node=N2358 type=control1 q_typed_reliable_context=2.199971 sequence=671.750529
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=241 node=N6660 type=observe q_typed_reliable_context=1.647166 sequence=673.397695
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=242 node=N684 type=observe q_typed_reliable_context=2.259906 sequence=675.657601
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=243 node=N7433 type=observe q_typed_reliable_context=1.289720 sequence=676.947322
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=244 node=N1598 type=observe q_typed_reliable_context=4.145824 sequence=681.093146
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=245 node=N689 type=observe q_typed_reliable_context=3.680321 sequence=684.773467
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=246 node=N756 type=observe q_typed_reliable_context=4.113646 sequence=688.887112
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=247 node=N2271 type=observe q_typed_reliable_context=5.730000 sequence=694.617112
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=248 node=N5094 type=observe q_typed_reliable_context=5.616504 sequence=700.233617
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=249 node=N7447 type=observe q_typed_reliable_context=0.512294 sequence=700.745910
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=250 node=N2259 type=observe q_typed_reliable_context=7.511396 sequence=708.257306
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=251 node=N5735 type=observe q_typed_reliable_context=6.186060 sequence=714.443366
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=252 node=N2267 type=observe q_typed_reliable_context=6.974386 sequence=721.417753
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=253 node=N5160 type=observe q_typed_reliable_context=7.272576 sequence=728.690329
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=254 node=N6656 type=observe q_typed_reliable_context=6.766017 sequence=735.456346
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=255 node=N765 type=observe q_typed_reliable_context=2.315497 sequence=737.771843
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=256 node=N5111 type=observe q_typed_reliable_context=6.099288 sequence=743.871130
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=257 node=N2251 type=observe q_typed_reliable_context=5.636942 sequence=749.508072
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=258 node=N2247 type=observe q_typed_reliable_context=6.793301 sequence=756.301373
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=259 node=N695 type=observe q_typed_reliable_context=6.805087 sequence=763.106459
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=260 node=N6537 type=observe q_typed_reliable_context=6.645297 sequence=769.751757
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=261 node=N7444 type=observe q_typed_reliable_context=2.418738 sequence=772.170494
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=262 node=N2263 type=observe q_typed_reliable_context=5.945229 sequence=778.115723
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=263 node=N696 type=observe q_typed_reliable_context=6.902900 sequence=785.018624
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=264 node=N6658 type=observe q_typed_reliable_context=3.838729 sequence=788.857353
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=265 node=N6739 type=control1 q_typed_reliable_context=2.327157 sequence=791.184509
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=266 node=N697 type=observe q_typed_reliable_context=3.350169 sequence=794.534679
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=267 node=N6592 type=control1 q_typed_reliable_context=5.762562 sequence=800.297241
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=268 node=N1352 type=observe q_typed_reliable_context=3.399364 sequence=803.696605
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=269 node=N6729 type=control1 q_typed_reliable_context=5.638306 sequence=809.334911
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=270 node=N4900 type=observe q_typed_reliable_context=2.154513 sequence=811.489423
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=271 node=N2276 type=control1 q_typed_reliable_context=4.771506 sequence=816.260930
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=272 node=N680 type=observe q_typed_reliable_context=5.464590 sequence=821.725520
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=273 node=N7694 type=control0 q_typed_reliable_context=0.229004 sequence=821.954523
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=274 node=N4460 type=control0 q_typed_reliable_context=4.319206 sequence=826.273729
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=275 node=N2332 type=control1 q_typed_reliable_context=7.090824 sequence=833.364553
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=276 node=N732 type=observe q_typed_reliable_context=4.664509 sequence=838.029062
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=277 node=N6728 type=control1 q_typed_reliable_context=2.954462 sequence=840.983524
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=278 node=N4421 type=control0 q_typed_reliable_context=3.448667 sequence=844.432191
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
