[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 budgets=iscas99__b15_1:278
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=137 node=N616 type=control1 q_typed_reliable_context=4.950624 sequence=343.324319
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=138 node=N8003 type=control0 q_typed_reliable_context=3.765205 sequence=347.089524
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=139 node=N7727 type=control0 q_typed_reliable_context=6.144890 sequence=353.234415
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=140 node=N636 type=control1 q_typed_reliable_context=5.268008 sequence=358.502423
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=141 node=N7726 type=control0 q_typed_reliable_context=6.004259 sequence=364.506682
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=142 node=N3295 type=control1 q_typed_reliable_context=5.422866 sequence=369.929548
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=143 node=N3467 type=control1 q_typed_reliable_context=6.721668 sequence=376.651216
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=144 node=N630 type=control1 q_typed_reliable_context=6.939703 sequence=383.590919
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=145 node=N642 type=control1 q_typed_reliable_context=6.993852 sequence=390.584771
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=146 node=N649 type=control1 q_typed_reliable_context=6.014469 sequence=396.599240
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=147 node=N5878 type=observe q_typed_reliable_context=4.221278 sequence=400.820518
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=148 node=N3525 type=control1 q_typed_reliable_context=6.549314 sequence=407.369832
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=149 node=N5356 type=observe q_typed_reliable_context=6.003865 sequence=413.373697
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=150 node=N1411 type=control0 q_typed_reliable_context=4.092188 sequence=417.465885
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=151 node=N7627 type=observe q_typed_reliable_context=4.399699 sequence=421.865584
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=152 node=N712 type=observe q_typed_reliable_context=3.033420 sequence=424.899004
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=153 node=N5876 type=observe q_typed_reliable_context=1.448597 sequence=426.347601
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=154 node=N7735 type=control0 q_typed_reliable_context=2.524097 sequence=428.871698
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=155 node=N6538 type=observe q_typed_reliable_context=1.103043 sequence=429.974741
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=156 node=N647 type=control1 q_typed_reliable_context=1.365345 sequence=431.340086
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=157 node=N1586 type=control1 q_typed_reliable_context=1.865509 sequence=433.205595
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=158 node=N1607 type=control1 q_typed_reliable_context=4.625675 sequence=437.831270
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=159 node=N7385 type=observe q_typed_reliable_context=6.598657 sequence=444.429927
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=160 node=N722 type=observe q_typed_reliable_context=5.901710 sequence=450.331637
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=161 node=N6674 type=observe q_typed_reliable_context=3.312101 sequence=453.643738
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=162 node=N7411 type=control1 q_typed_reliable_context=1.503809 sequence=455.147547
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=163 node=N703 type=observe q_typed_reliable_context=2.176993 sequence=457.324540
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=164 node=N723 type=observe q_typed_reliable_context=2.189489 sequence=459.514029
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=165 node=N715 type=observe q_typed_reliable_context=6.114278 sequence=465.628307
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_reliable_context=5.944809 sequence=471.573116
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=167 node=N5874 type=observe q_typed_reliable_context=4.737707 sequence=476.310823
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=168 node=N7436 type=observe q_typed_reliable_context=2.964576 sequence=479.275399
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=169 node=N7421 type=control1 q_typed_reliable_context=2.301469 sequence=481.576867
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=170 node=N5740 type=observe q_typed_reliable_context=2.861772 sequence=484.438639
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=171 node=N705 type=observe q_typed_reliable_context=3.008414 sequence=487.447053
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=172 node=N7441 type=control0 q_typed_reliable_context=3.416818 sequence=490.863872
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=173 node=N7442 type=control0 q_typed_reliable_context=2.947681 sequence=493.811552
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=174 node=N2894 type=control1 q_typed_reliable_context=2.280973 sequence=496.092526
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=175 node=N7696 type=control0 q_typed_reliable_context=1.584582 sequence=497.677108
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=176 node=N2952 type=control1 q_typed_reliable_context=1.886235 sequence=499.563343
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=177 node=N7473 type=control0 q_typed_reliable_context=1.337179 sequence=500.900522
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=178 node=N2779 type=control1 q_typed_reliable_context=1.617942 sequence=502.518464
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=179 node=N2721 type=control1 q_typed_reliable_context=1.399941 sequence=503.918405
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=180 node=N7873 type=control1 q_typed_reliable_context=1.653588 sequence=505.571993
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=181 node=N2837 type=control1 q_typed_reliable_context=1.678084 sequence=507.250077
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=182 node=N3009 type=control1 q_typed_reliable_context=1.655814 sequence=508.905891
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=183 node=N7589 type=control1 q_typed_reliable_context=1.289794 sequence=510.195685
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=184 node=N3067 type=control1 q_typed_reliable_context=1.476039 sequence=511.671724
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=185 node=N7454 type=observe q_typed_reliable_context=1.064815 sequence=512.736539
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=186 node=N8790 type=control1 q_typed_reliable_context=1.714833 sequence=514.451372
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=187 node=N8240 type=control1 q_typed_reliable_context=1.544016 sequence=515.995387
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=188 node=N8789 type=control1 q_typed_reliable_context=1.835759 sequence=517.831146
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=189 node=N8239 type=control1 q_typed_reliable_context=2.025799 sequence=519.856945
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=190 node=N8607 type=control1 q_typed_reliable_context=2.116325 sequence=521.973270
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=191 node=N7405 type=observe q_typed_reliable_context=0.958641 sequence=522.931911
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=192 node=N6668 type=observe q_typed_reliable_context=0.918654 sequence=523.850565
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=193 node=N5473 type=observe q_typed_reliable_context=1.043821 sequence=524.894386
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=194 node=N714 type=observe q_typed_reliable_context=1.415249 sequence=526.309635
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=195 node=N706 type=observe q_typed_reliable_context=2.033829 sequence=528.343465
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=196 node=N5456 type=observe q_typed_reliable_context=2.268003 sequence=530.611468
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=197 node=N1987 type=observe q_typed_reliable_context=0.187787 sequence=530.799255
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=198 node=N5422 type=observe q_typed_reliable_context=5.471940 sequence=536.271195
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=199 node=N679 type=observe q_typed_reliable_context=5.902895 sequence=542.174090
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=200 node=N652 type=control1 q_typed_reliable_context=6.546985 sequence=548.721075
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=201 node=N6660 type=observe q_typed_reliable_context=2.637731 sequence=551.358806
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=202 node=N8238 type=control1 q_typed_reliable_context=2.510186 sequence=553.868992
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=203 node=N5439 type=observe q_typed_reliable_context=1.965343 sequence=555.834336
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=204 node=N8606 type=control1 q_typed_reliable_context=3.427697 sequence=559.262032
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=205 node=N8237 type=control1 q_typed_reliable_context=2.771337 sequence=562.033369
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=206 node=N7439 type=observe q_typed_reliable_context=2.393357 sequence=564.426726
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=207 node=N902 type=control1 q_typed_reliable_context=3.562530 sequence=567.989257
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=208 node=N2151 type=observe q_typed_reliable_context=7.112911 sequence=575.102167
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=209 node=N8605 type=control1 q_typed_reliable_context=2.692147 sequence=577.794314
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=210 node=N7472 type=control0 q_typed_reliable_context=3.306773 sequence=581.101087
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=211 node=N8236 type=control1 q_typed_reliable_context=6.985106 sequence=588.086193
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=212 node=N515 type=control1 q_typed_reliable_context=2.888929 sequence=590.975122
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=213 node=N5390 type=observe q_typed_reliable_context=2.121973 sequence=593.097095
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=214 node=N4460 type=control0 q_typed_reliable_context=3.906731 sequence=597.003825
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=215 node=N5202 type=observe q_typed_reliable_context=6.528805 sequence=603.532630
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=216 node=N765 type=observe q_typed_reliable_context=3.593434 sequence=607.126064
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=217 node=N5334 type=observe q_typed_reliable_context=6.528035 sequence=613.654099
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=218 node=N5373 type=observe q_typed_reliable_context=6.270131 sequence=619.924230
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=219 node=N7380 type=observe q_typed_reliable_context=6.979785 sequence=626.904015
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=220 node=N719 type=observe q_typed_reliable_context=5.795931 sequence=632.699946
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=221 node=N699 type=observe q_typed_reliable_context=5.928262 sequence=638.628208
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=222 node=N5726 type=control1 q_typed_reliable_context=3.715038 sequence=642.343246
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=223 node=N6682 type=observe q_typed_reliable_context=0.797820 sequence=643.141066
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=224 node=N734 type=observe q_typed_reliable_context=5.155462 sequence=648.296527
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=225 node=N708 type=observe q_typed_reliable_context=6.072461 sequence=654.368988
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=226 node=N2159 type=observe q_typed_reliable_context=1.686893 sequence=656.055881
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=227 node=N6658 type=observe q_typed_reliable_context=1.257997 sequence=657.313878
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=228 node=N7381 type=observe q_typed_reliable_context=1.684975 sequence=658.998853
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=229 node=N8235 type=control1 q_typed_reliable_context=2.336529 sequence=661.335382
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=230 node=N1598 type=observe q_typed_reliable_context=0.914872 sequence=662.250255
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=231 node=N729 type=observe q_typed_reliable_context=3.643409 sequence=665.893663
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=232 node=N1351 type=observe q_typed_reliable_context=4.898021 sequence=670.791685
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=233 node=N684 type=observe q_typed_reliable_context=2.538106 sequence=673.329791
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=234 node=N686 type=observe q_typed_reliable_context=2.647437 sequence=675.977227
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=235 node=N6656 type=observe q_typed_reliable_context=2.870997 sequence=678.848224
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=236 node=N4421 type=control0 q_typed_reliable_context=2.069965 sequence=680.918189
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=237 node=N4359 type=control0 q_typed_reliable_context=1.745835 sequence=682.664025
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=238 node=N7433 type=observe q_typed_reliable_context=4.965965 sequence=687.629989
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=239 node=N689 type=observe q_typed_reliable_context=6.244892 sequence=693.874881
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=240 node=N2243 type=observe q_typed_reliable_context=4.001650 sequence=697.876531
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=241 node=N5735 type=observe q_typed_reliable_context=1.540649 sequence=699.417180
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=242 node=N2271 type=observe q_typed_reliable_context=3.723514 sequence=703.140694
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=243 node=N5094 type=observe q_typed_reliable_context=3.485689 sequence=706.626383
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=244 node=N6730 type=control1 q_typed_reliable_context=1.141226 sequence=707.767610
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=245 node=N8234 type=control1 q_typed_reliable_context=6.373433 sequence=714.141042
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=246 node=N6593 type=control1 q_typed_reliable_context=2.608818 sequence=716.749860
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=247 node=N8783 type=control1 q_typed_reliable_context=1.896325 sequence=718.646186
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=248 node=N8233 type=control1 q_typed_reliable_context=2.730724 sequence=721.376910
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=249 node=N6734 type=control1 q_typed_reliable_context=1.527044 sequence=722.903953
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=250 node=N8608 type=control1 q_typed_reliable_context=3.599844 sequence=726.503797
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=251 node=N6743 type=control1 q_typed_reliable_context=1.373628 sequence=727.877425
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=252 node=N2358 type=control1 q_typed_reliable_context=3.351721 sequence=731.229147
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=253 node=N6736 type=control1 q_typed_reliable_context=0.764864 sequence=731.994011
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=254 node=N6741 type=control1 q_typed_reliable_context=2.137137 sequence=734.131148
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=255 node=N6592 type=control1 q_typed_reliable_context=2.597408 sequence=736.728556
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=256 node=N4532 type=control0 q_typed_reliable_context=4.654725 sequence=741.383281
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=257 node=N6594 type=control1 q_typed_reliable_context=4.241095 sequence=745.624376
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=258 node=N6739 type=control1 q_typed_reliable_context=6.210002 sequence=751.834378
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=259 node=N2276 type=control1 q_typed_reliable_context=6.874405 sequence=758.708783
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=260 node=N2332 type=control1 q_typed_reliable_context=3.408772 sequence=762.117555
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=261 node=N6728 type=control1 q_typed_reliable_context=2.333306 sequence=764.450861
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=262 node=N6595 type=control1 q_typed_reliable_context=2.249444 sequence=766.700305
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=263 node=N4442 type=control0 q_typed_reliable_context=1.773744 sequence=768.474049
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=264 node=N6731 type=control1 q_typed_reliable_context=1.543282 sequence=770.017331
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=265 node=N6816 type=control1 q_typed_reliable_context=4.962589 sequence=774.979920
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=266 node=N6588 type=control1 q_typed_reliable_context=2.251977 sequence=777.231896
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=267 node=N6589 type=control1 q_typed_reliable_context=5.818794 sequence=783.050690
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=268 node=N6956 type=control0 q_typed_reliable_context=3.168105 sequence=786.218795
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=269 node=N6729 type=control1 q_typed_reliable_context=1.539009 sequence=787.757804
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=270 node=N6735 type=control1 q_typed_reliable_context=2.945331 sequence=790.703134
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=271 node=N8782 type=control1 q_typed_reliable_context=6.406910 sequence=797.110044
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=272 node=N7720 type=control0 q_typed_reliable_context=2.560467 sequence=799.670511
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=273 node=N6961 type=control1 q_typed_reliable_context=3.773841 sequence=803.444352
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=274 node=N8232 type=control1 q_typed_reliable_context=5.147330 sequence=808.591682
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=275 node=N6740 type=control1 q_typed_reliable_context=1.731770 sequence=810.323452
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=276 node=N4436 type=control0 q_typed_reliable_context=4.210391 sequence=814.533843
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=277 node=N2331 type=control1 q_typed_reliable_context=2.906112 sequence=817.439955
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=278 node=N6733 type=control1 q_typed_reliable_context=3.815178 sequence=821.255133
