[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:01:51 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p40_h1_c2
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:01:51 budgets=iscas99__b15_1:278
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:01:51 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:01:51 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=142 node=N630 type=control1 q_typed_reliable_context=2.909862 sequence=468.704591
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=143 node=N7872 type=control1 q_typed_reliable_context=1.805142 sequence=470.509732
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=144 node=N642 type=control1 q_typed_reliable_context=2.610698 sequence=473.120430
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=145 node=N649 type=control1 q_typed_reliable_context=1.857673 sequence=474.978103
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=146 node=N3467 type=control1 q_typed_reliable_context=1.903495 sequence=476.881598
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=147 node=N3525 type=control1 q_typed_reliable_context=2.111589 sequence=478.993187
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=148 node=N1607 type=control1 q_typed_reliable_context=4.427085 sequence=483.420273
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=149 node=N647 type=control1 q_typed_reliable_context=4.841475 sequence=488.261748
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=150 node=N6531 type=observe q_typed_reliable_context=5.417622 sequence=493.679369
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=151 node=N1586 type=control1 q_typed_reliable_context=7.300976 sequence=500.980346
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=152 node=N5356 type=observe q_typed_reliable_context=4.352737 sequence=505.333083
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=153 node=N3295 type=control1 q_typed_reliable_context=6.484427 sequence=511.817510
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=154 node=N7385 type=observe q_typed_reliable_context=6.491972 sequence=518.309482
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=155 node=N2149 type=observe q_typed_reliable_context=7.127950 sequence=525.437432
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=156 node=N5603 type=observe q_typed_reliable_context=7.189479 sequence=532.626912
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=157 node=N7627 type=observe q_typed_reliable_context=6.708945 sequence=539.335856
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=158 node=N1411 type=control0 q_typed_reliable_context=3.521270 sequence=542.857126
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=159 node=N5740 type=observe q_typed_reliable_context=2.948251 sequence=545.805377
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=160 node=N5878 type=observe q_typed_reliable_context=3.217453 sequence=549.022830
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=161 node=N714 type=observe q_typed_reliable_context=5.807991 sequence=554.830821
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=162 node=N5876 type=observe q_typed_reliable_context=3.420224 sequence=558.251044
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=163 node=N2652 type=control1 q_typed_reliable_context=3.442502 sequence=561.693546
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=164 node=N6538 type=observe q_typed_reliable_context=4.984576 sequence=566.678122
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=165 node=N7436 type=observe q_typed_reliable_context=5.581164 sequence=572.259286
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=166 node=N723 type=observe q_typed_reliable_context=2.869996 sequence=575.129282
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=167 node=N7441 type=control0 q_typed_reliable_context=3.140510 sequence=578.269793
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=168 node=N2721 type=control1 q_typed_reliable_context=1.970036 sequence=580.239829
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=169 node=N2894 type=control1 q_typed_reliable_context=1.138413 sequence=581.378242
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=170 node=N2952 type=control1 q_typed_reliable_context=1.227300 sequence=582.605542
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=171 node=N7442 type=control0 q_typed_reliable_context=1.279330 sequence=583.884872
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=172 node=N2779 type=control1 q_typed_reliable_context=1.380085 sequence=585.264957
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=173 node=N7696 type=control0 q_typed_reliable_context=1.256912 sequence=586.521870
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=174 node=N6685 type=observe q_typed_reliable_context=0.743141 sequence=587.265011
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=175 node=N706 type=observe q_typed_reliable_context=2.091689 sequence=589.356700
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=176 node=N722 type=observe q_typed_reliable_context=1.979020 sequence=591.335720
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=177 node=N5874 type=observe q_typed_reliable_context=2.000396 sequence=593.336116
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=178 node=N8052 type=control0 q_typed_reliable_context=2.597473 sequence=595.933589
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=179 node=N7401 type=observe q_typed_reliable_context=6.499984 sequence=602.433573
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=180 node=N712 type=observe q_typed_reliable_context=1.767567 sequence=604.201139
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=181 node=N5473 type=observe q_typed_reliable_context=3.137610 sequence=607.338749
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=182 node=N715 type=observe q_typed_reliable_context=4.871431 sequence=612.210180
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=183 node=N771 type=observe q_typed_reliable_context=1.793672 sequence=614.003852
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=184 node=N6674 type=observe q_typed_reliable_context=5.818149 sequence=619.822001
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=185 node=N725 type=observe q_typed_reliable_context=6.997202 sequence=626.819203
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=186 node=N703 type=observe q_typed_reliable_context=1.130023 sequence=627.949226
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=187 node=N7855 type=control0 q_typed_reliable_context=3.221205 sequence=631.170431
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=188 node=N5422 type=observe q_typed_reliable_context=5.892604 sequence=637.063035
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=189 node=N705 type=observe q_typed_reliable_context=5.721591 sequence=642.784626
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=190 node=N7542 type=control0 q_typed_reliable_context=5.865179 sequence=648.649805
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=191 node=N2837 type=control1 q_typed_reliable_context=3.743064 sequence=652.392868
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=192 node=N3009 type=control1 q_typed_reliable_context=1.335146 sequence=653.728015
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=193 node=N7405 type=observe q_typed_reliable_context=0.945334 sequence=654.673348
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=194 node=N3067 type=control1 q_typed_reliable_context=1.809324 sequence=656.482673
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=195 node=N679 type=observe q_typed_reliable_context=2.127470 sequence=658.610143
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=196 node=N8790 type=control1 q_typed_reliable_context=3.174252 sequence=661.784395
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=197 node=N5456 type=observe q_typed_reliable_context=1.549865 sequence=663.334260
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=198 node=N8240 type=control1 q_typed_reliable_context=2.600541 sequence=665.934801
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=199 node=N7454 type=observe q_typed_reliable_context=0.886650 sequence=666.821452
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=200 node=N8789 type=control1 q_typed_reliable_context=1.745980 sequence=668.567432
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=201 node=N8607 type=control1 q_typed_reliable_context=2.473806 sequence=671.041238
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=202 node=N8239 type=control1 q_typed_reliable_context=2.651996 sequence=673.693234
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=203 node=N6581 type=observe q_typed_reliable_context=2.838493 sequence=676.531727
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=204 node=N5439 type=observe q_typed_reliable_context=1.164779 sequence=677.696506
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=205 node=N7439 type=observe q_typed_reliable_context=2.007407 sequence=679.703913
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=206 node=N5202 type=observe q_typed_reliable_context=1.835420 sequence=681.539333
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=207 node=N5390 type=observe q_typed_reliable_context=6.054069 sequence=687.593402
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=208 node=N2151 type=observe q_typed_reliable_context=7.349149 sequence=694.942551
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=209 node=N6660 type=observe q_typed_reliable_context=2.426358 sequence=697.368909
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=210 node=N5373 type=observe q_typed_reliable_context=2.854358 sequence=700.223268
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=211 node=N5334 type=observe q_typed_reliable_context=6.046103 sequence=706.269371
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=212 node=N1598 type=observe q_typed_reliable_context=3.488777 sequence=709.758148
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=213 node=N7380 type=observe q_typed_reliable_context=6.588949 sequence=716.347097
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=214 node=N719 type=observe q_typed_reliable_context=5.866674 sequence=722.213772
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=215 node=N699 type=observe q_typed_reliable_context=5.841020 sequence=728.054792
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=216 node=N6658 type=observe q_typed_reliable_context=1.426464 sequence=729.481255
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=217 node=N734 type=observe q_typed_reliable_context=1.364926 sequence=730.846181
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=218 node=N708 type=observe q_typed_reliable_context=3.910945 sequence=734.757126
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=219 node=N1987 type=observe q_typed_reliable_context=1.447204 sequence=736.204330
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=220 node=N4460 type=control0 q_typed_reliable_context=3.827553 sequence=740.031884
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=221 node=N1351 type=observe q_typed_reliable_context=6.330572 sequence=746.362456
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=222 node=N2159 type=observe q_typed_reliable_context=1.305078 sequence=747.667533
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=223 node=N7381 type=observe q_typed_reliable_context=2.028274 sequence=749.695808
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=224 node=N652 type=control1 q_typed_reliable_context=2.169773 sequence=751.865581
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=225 node=N8238 type=control1 q_typed_reliable_context=2.136984 sequence=754.002564
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=226 node=N8606 type=control1 q_typed_reliable_context=2.318356 sequence=756.320920
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=227 node=N6656 type=observe q_typed_reliable_context=1.883981 sequence=758.204901
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=228 node=N686 type=observe q_typed_reliable_context=1.704148 sequence=759.909049
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=229 node=N6678 type=observe q_typed_reliable_context=0.681858 sequence=760.590908
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=230 node=N689 type=observe q_typed_reliable_context=2.648745 sequence=763.239653
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=231 node=N8237 type=control1 q_typed_reliable_context=3.183806 sequence=766.423459
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=232 node=N902 type=control1 q_typed_reliable_context=3.333230 sequence=769.756689
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=233 node=N8605 type=control1 q_typed_reliable_context=2.705248 sequence=772.461938
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=234 node=N8236 type=control1 q_typed_reliable_context=2.782485 sequence=775.244423
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=235 node=N515 type=control1 q_typed_reliable_context=2.491492 sequence=777.735914
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=236 node=N729 type=observe q_typed_reliable_context=1.867228 sequence=779.603142
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=237 node=N684 type=observe q_typed_reliable_context=2.762032 sequence=782.365174
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=238 node=N2243 type=observe q_typed_reliable_context=1.039787 sequence=783.404961
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=239 node=N7444 type=observe q_typed_reliable_context=0.763254 sequence=784.168215
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=240 node=N5094 type=observe q_typed_reliable_context=3.823297 sequence=787.991512
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=241 node=N2271 type=observe q_typed_reliable_context=6.412787 sequence=794.404300
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=242 node=N7433 type=observe q_typed_reliable_context=5.123101 sequence=799.527401
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=243 node=N4421 type=control0 q_typed_reliable_context=5.737404 sequence=805.264804
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=244 node=N6532 type=observe q_typed_reliable_context=6.353589 sequence=811.618393
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=245 node=N5160 type=observe q_typed_reliable_context=5.974188 sequence=817.592581
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=246 node=N2267 type=observe q_typed_reliable_context=5.392628 sequence=822.985210
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=247 node=N5111 type=observe q_typed_reliable_context=5.511937 sequence=828.497147
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=248 node=N2259 type=observe q_typed_reliable_context=5.203846 sequence=833.700993
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=249 node=N5735 type=observe q_typed_reliable_context=3.672277 sequence=837.373270
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=250 node=N4359 type=control0 q_typed_reliable_context=1.996834 sequence=839.370104
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=251 node=N763 type=observe q_typed_reliable_context=3.084600 sequence=842.454705
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=252 node=N2263 type=observe q_typed_reliable_context=5.975284 sequence=848.429988
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=253 node=N6537 type=observe q_typed_reliable_context=6.414352 sequence=854.844340
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=254 node=N695 type=observe q_typed_reliable_context=1.753131 sequence=856.597471
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=255 node=N2247 type=observe q_typed_reliable_context=5.283731 sequence=861.881202
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=256 node=N697 type=observe q_typed_reliable_context=4.417702 sequence=866.298904
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=257 node=N4900 type=observe q_typed_reliable_context=1.609701 sequence=867.908605
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=258 node=N4367 type=control0 q_typed_reliable_context=1.278137 sequence=869.186742
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=259 node=N4532 type=control0 q_typed_reliable_context=6.709832 sequence=875.896574
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=260 node=N4442 type=control0 q_typed_reliable_context=6.444937 sequence=882.341511
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=261 node=N5726 type=control1 q_typed_reliable_context=6.724499 sequence=889.066010
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=262 node=N6956 type=control0 q_typed_reliable_context=2.659983 sequence=891.725993
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=263 node=N4469 type=control0 q_typed_reliable_context=3.749179 sequence=895.475171
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=264 node=N7720 type=control0 q_typed_reliable_context=5.818355 sequence=901.293526
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=265 node=N8235 type=control1 q_typed_reliable_context=6.848693 sequence=908.142219
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=266 node=N4436 type=control0 q_typed_reliable_context=2.335788 sequence=910.478006
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=267 node=N4338 type=control0 q_typed_reliable_context=2.416158 sequence=912.894164
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=268 node=N6680 type=observe q_typed_reliable_context=6.190278 sequence=919.084442
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=269 node=N1352 type=observe q_typed_reliable_context=6.316188 sequence=925.400630
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=270 node=N2251 type=observe q_typed_reliable_context=5.053581 sequence=930.454211
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=271 node=N680 type=observe q_typed_reliable_context=4.868185 sequence=935.322397
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=272 node=N696 type=observe q_typed_reliable_context=3.373519 sequence=938.695915
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=273 node=N5665 type=control0 q_typed_reliable_context=0.848447 sequence=939.544362
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=274 node=N5671 type=control0 q_typed_reliable_context=2.156342 sequence=941.700704
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=275 node=N765 type=observe q_typed_reliable_context=3.539992 sequence=945.240696
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=276 node=N2218 type=observe q_typed_reliable_context=5.933307 sequence=951.174003
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=277 node=N2255 type=observe q_typed_reliable_context=5.885039 sequence=957.059042
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=278 node=N7452 type=observe q_typed_reliable_context=1.801489 sequence=958.860531
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p40_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:04:38 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=166.42 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p40_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:04:38 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [eval iscas99__b15_1] {
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [eval iscas99__b15_1]   "records": 2,
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p40_h1_c2/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p40_h1_c2/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-reliable/prefix_cql_sa/epoch_012/a0p40_h1_c2] [eval iscas99__b15_1] }
