[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:13:38 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/epoch_012/a0p40_h1_c2
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:13:38 budgets=iscas99__b15_1:278
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:13:38 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:13:38 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=140 node=N3352 type=control1 q_typed_reliable_context=5.615317 sequence=512.037524
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=141 node=N620 type=control1 q_typed_reliable_context=6.833349 sequence=518.870873
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=142 node=N3410 type=control1 q_typed_reliable_context=5.473577 sequence=524.344450
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=143 node=N638 type=control1 q_typed_reliable_context=5.639322 sequence=529.983772
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=144 node=N7870 type=control1 q_typed_reliable_context=1.709303 sequence=531.693075
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=145 node=N7454 type=observe q_typed_reliable_context=0.804334 sequence=532.497409
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=146 node=N8011 type=control0 q_typed_reliable_context=0.533045 sequence=533.030454
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=147 node=N7424 type=control1 q_typed_reliable_context=2.168966 sequence=535.199420
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=148 node=N8013 type=control0 q_typed_reliable_context=0.136600 sequence=535.336020
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=149 node=N6674 type=observe q_typed_reliable_context=2.118069 sequence=537.454089
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=150 node=N715 type=observe q_typed_reliable_context=2.400881 sequence=539.854970
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=151 node=N3237 type=control1 q_typed_reliable_context=5.437643 sequence=545.292614
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=152 node=N7436 type=observe q_typed_reliable_context=3.348790 sequence=548.641404
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=153 node=N723 type=observe q_typed_reliable_context=6.198441 sequence=554.839845
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=154 node=N703 type=observe q_typed_reliable_context=6.603689 sequence=561.443534
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=155 node=N7877 type=control1 q_typed_reliable_context=7.311222 sequence=568.754756
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=156 node=N7879 type=control1 q_typed_reliable_context=7.172503 sequence=575.927259
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=157 node=N725 type=observe q_typed_reliable_context=6.332674 sequence=582.259934
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=158 node=N645 type=control1 q_typed_reliable_context=7.015805 sequence=589.275739
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=159 node=N705 type=observe q_typed_reliable_context=6.358652 sequence=595.634390
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=160 node=N616 type=control1 q_typed_reliable_context=6.819734 sequence=602.454124
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=161 node=N7405 type=observe q_typed_reliable_context=2.517885 sequence=604.972010
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=162 node=N5422 type=observe q_typed_reliable_context=6.183053 sequence=611.155063
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=163 node=N706 type=observe q_typed_reliable_context=6.095022 sequence=617.250085
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=164 node=N1987 type=observe q_typed_reliable_context=5.923270 sequence=623.173355
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=165 node=N1599 type=observe q_typed_reliable_context=4.808964 sequence=627.982319
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=166 node=N636 type=control1 q_typed_reliable_context=5.689909 sequence=633.672229
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=167 node=N2072 type=observe q_typed_reliable_context=5.279566 sequence=638.951795
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=168 node=N1598 type=observe q_typed_reliable_context=2.502391 sequence=641.454186
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=169 node=N679 type=observe q_typed_reliable_context=3.725664 sequence=645.179849
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=170 node=N5456 type=observe q_typed_reliable_context=1.468225 sequence=646.648075
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=171 node=N6685 type=observe q_typed_reliable_context=2.294530 sequence=648.942605
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=172 node=N5439 type=observe q_typed_reliable_context=1.899701 sequence=650.842306
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=173 node=N7439 type=observe q_typed_reliable_context=2.039385 sequence=652.881691
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=174 node=N5202 type=observe q_typed_reliable_context=1.801520 sequence=654.683211
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=175 node=N5373 type=observe q_typed_reliable_context=3.522529 sequence=658.205741
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=176 node=N1688 type=observe q_typed_reliable_context=3.428513 sequence=661.634254
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=177 node=N6678 type=observe q_typed_reliable_context=1.730595 sequence=663.364848
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=178 node=N708 type=observe q_typed_reliable_context=3.402726 sequence=666.767574
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=179 node=N719 type=observe q_typed_reliable_context=2.779986 sequence=669.547559
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=180 node=N6682 type=observe q_typed_reliable_context=2.310834 sequence=671.858393
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=181 node=N699 type=observe q_typed_reliable_context=3.675176 sequence=675.533570
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=182 node=N5390 type=observe q_typed_reliable_context=2.922752 sequence=678.456322
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=183 node=N7383 type=observe q_typed_reliable_context=2.434828 sequence=680.891150
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=184 node=N686 type=observe q_typed_reliable_context=5.636022 sequence=686.527173
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=185 node=N5334 type=observe q_typed_reliable_context=5.970366 sequence=692.497539
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=186 node=N7382 type=observe q_typed_reliable_context=6.552239 sequence=699.049778
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=187 node=N1351 type=observe q_typed_reliable_context=4.696210 sequence=703.745988
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=188 node=N734 type=observe q_typed_reliable_context=2.242628 sequence=705.988616
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=189 node=N3295 type=control1 q_typed_reliable_context=2.235247 sequence=708.223863
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=190 node=N3467 type=control1 q_typed_reliable_context=2.663364 sequence=710.887227
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=191 node=N6668 type=observe q_typed_reliable_context=1.929583 sequence=712.816811
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=192 node=N684 type=observe q_typed_reliable_context=1.876271 sequence=714.693082
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=193 node=N7380 type=observe q_typed_reliable_context=1.904144 sequence=716.597225
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=194 node=N689 type=observe q_typed_reliable_context=1.136548 sequence=717.733773
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=195 node=N1879 type=observe q_typed_reliable_context=0.539617 sequence=718.273390
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=196 node=N6660 type=observe q_typed_reliable_context=3.529414 sequence=721.802804
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=197 node=N729 type=observe q_typed_reliable_context=2.105188 sequence=723.907992
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=198 node=N5094 type=observe q_typed_reliable_context=1.271482 sequence=725.179474
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=199 node=N630 type=control1 q_typed_reliable_context=2.646851 sequence=727.826325
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=200 node=N2159 type=observe q_typed_reliable_context=0.709980 sequence=728.536305
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=201 node=N2271 type=observe q_typed_reliable_context=1.378549 sequence=729.914854
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=202 node=N642 type=control1 q_typed_reliable_context=1.969555 sequence=731.884409
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=203 node=N7381 type=observe q_typed_reliable_context=0.376503 sequence=732.260912
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=204 node=N6656 type=observe q_typed_reliable_context=0.303830 sequence=732.564741
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=205 node=N649 type=control1 q_typed_reliable_context=0.357763 sequence=732.922504
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=206 node=N771 type=observe q_typed_reliable_context=0.320386 sequence=733.242891
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=207 node=N2151 type=observe q_typed_reliable_context=1.290032 sequence=734.532923
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=208 node=N2243 type=observe q_typed_reliable_context=1.872289 sequence=736.405212
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=209 node=N5160 type=observe q_typed_reliable_context=0.462572 sequence=736.867784
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=210 node=N5735 type=observe q_typed_reliable_context=2.203269 sequence=739.071052
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=211 node=N2251 type=observe q_typed_reliable_context=1.856792 sequence=740.927845
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=212 node=N7433 type=observe q_typed_reliable_context=1.130864 sequence=742.058709
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=213 node=N6658 type=observe q_typed_reliable_context=2.612960 sequence=744.671669
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=214 node=N6537 type=observe q_typed_reliable_context=2.592870 sequence=747.264539
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=215 node=N2259 type=observe q_typed_reliable_context=1.497080 sequence=748.761618
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=216 node=N697 type=observe q_typed_reliable_context=1.465636 sequence=750.227255
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=217 node=N3525 type=control1 q_typed_reliable_context=1.888637 sequence=752.115892
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=218 node=N2267 type=observe q_typed_reliable_context=1.431371 sequence=753.547264
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=219 node=N695 type=observe q_typed_reliable_context=1.531282 sequence=755.078546
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=220 node=N7443 type=observe q_typed_reliable_context=0.738292 sequence=755.816838
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=221 node=N5111 type=observe q_typed_reliable_context=2.311397 sequence=758.128235
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=222 node=N6657 type=observe q_typed_reliable_context=2.149115 sequence=760.277350
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=223 node=N1352 type=observe q_typed_reliable_context=4.313706 sequence=764.591055
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=224 node=N696 type=observe q_typed_reliable_context=2.985606 sequence=767.576661
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=225 node=N2247 type=observe q_typed_reliable_context=1.752449 sequence=769.329110
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=226 node=N2263 type=observe q_typed_reliable_context=1.303264 sequence=770.632373
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=227 node=N7444 type=observe q_typed_reliable_context=2.284328 sequence=772.916702
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=228 node=N7452 type=observe q_typed_reliable_context=4.743632 sequence=777.660334
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=229 node=N6680 type=observe q_typed_reliable_context=0.611330 sequence=778.271664
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=230 node=N765 type=observe q_typed_reliable_context=0.493900 sequence=778.765564
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=231 node=N764 type=observe q_typed_reliable_context=0.594240 sequence=779.359804
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=232 node=N752 type=observe q_typed_reliable_context=2.502900 sequence=781.862704
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=233 node=N759 type=observe q_typed_reliable_context=3.020295 sequence=784.882999
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=234 node=N758 type=observe q_typed_reliable_context=4.825735 sequence=789.708734
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=235 node=N753 type=observe q_typed_reliable_context=4.943450 sequence=794.652184
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=236 node=N754 type=observe q_typed_reliable_context=6.062216 sequence=800.714400
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=237 node=N756 type=observe q_typed_reliable_context=5.928471 sequence=806.642871
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=238 node=N7847 type=control0 q_typed_reliable_context=1.239509 sequence=807.882380
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=239 node=N7872 type=control1 q_typed_reliable_context=1.792471 sequence=809.674852
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=240 node=N1607 type=control1 q_typed_reliable_context=5.162051 sequence=814.836902
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=241 node=N647 type=control1 q_typed_reliable_context=2.375326 sequence=817.212229
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=242 node=N1586 type=control1 q_typed_reliable_context=3.943427 sequence=821.155656
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=243 node=N2201 type=observe q_typed_reliable_context=2.150804 sequence=823.306460
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=244 node=N2185 type=observe q_typed_reliable_context=2.056305 sequence=825.362764
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=245 node=N2218 type=observe q_typed_reliable_context=2.361374 sequence=827.724139
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=246 node=N7440 type=observe q_typed_reliable_context=4.453557 sequence=832.177695
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=247 node=N2205 type=observe q_typed_reliable_context=1.842065 sequence=834.019761
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=248 node=N1347 type=observe q_typed_reliable_context=3.708905 sequence=837.728666
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=249 node=N2226 type=observe q_typed_reliable_context=3.552426 sequence=841.281092
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=250 node=N717 type=observe q_typed_reliable_context=2.017260 sequence=843.298352
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=251 node=N8046 type=control0 q_typed_reliable_context=0.443289 sequence=843.741641
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=252 node=N2203 type=observe q_typed_reliable_context=2.380378 sequence=846.122019
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=253 node=N2255 type=observe q_typed_reliable_context=1.994424 sequence=848.116442
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=254 node=N8038 type=control0 q_typed_reliable_context=0.404597 sequence=848.521040
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=255 node=N7696 type=control0 q_typed_reliable_context=3.205008 sequence=851.726048
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=256 node=N8052 type=control0 q_typed_reliable_context=1.985649 sequence=853.711698
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=257 node=N4900 type=observe q_typed_reliable_context=0.710610 sequence=854.422308
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=258 node=N8470 type=observe q_typed_reliable_context=2.020331 sequence=856.442639
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=259 node=N735 type=observe q_typed_reliable_context=1.627935 sequence=858.070574
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=260 node=N733 type=observe q_typed_reliable_context=1.544211 sequence=859.614785
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=261 node=N680 type=observe q_typed_reliable_context=2.369038 sequence=861.983823
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=262 node=N685 type=observe q_typed_reliable_context=2.562039 sequence=864.545862
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=263 node=N4758 type=observe q_typed_reliable_context=3.950887 sequence=868.496749
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=264 node=N732 type=observe q_typed_reliable_context=4.900429 sequence=873.397178
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=265 node=N690 type=observe q_typed_reliable_context=4.827129 sequence=878.224307
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=266 node=N730 type=observe q_typed_reliable_context=5.087151 sequence=883.311458
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=267 node=N687 type=observe q_typed_reliable_context=5.452401 sequence=888.763859
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=268 node=N2209 type=observe q_typed_reliable_context=5.741423 sequence=894.505282
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=269 node=N2220 type=observe q_typed_reliable_context=5.447068 sequence=899.952350
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=270 node=N4798 type=observe q_typed_reliable_context=5.707712 sequence=905.660063
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=271 node=N727 type=observe q_typed_reliable_context=6.307599 sequence=911.967661
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=272 node=N728 type=observe q_typed_reliable_context=5.715061 sequence=917.682722
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=273 node=N2207 type=observe q_typed_reliable_context=5.534614 sequence=923.217336
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=274 node=N2216 type=observe q_typed_reliable_context=5.773758 sequence=928.991094
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=275 node=N2212 type=observe q_typed_reliable_context=5.509926 sequence=934.501020
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=276 node=N2214 type=observe q_typed_reliable_context=5.463625 sequence=939.964645
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=277 node=N2222 type=observe q_typed_reliable_context=5.464106 sequence=945.428751
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=278 node=N4837 type=observe q_typed_reliable_context=5.214259 sequence=950.643010
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/epoch_012/a0p40_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:16:22 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=164.185 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/epoch_012/a0p40_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:16:22 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [eval iscas99__b15_1] {
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [eval iscas99__b15_1]   "records": 2,
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/epoch_012/a0p40_h1_c2/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
