[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T05:04:46 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T05:04:46 budgets=iscas99__b15_1:278
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T05:04:46 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T05:04:46 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=137 node=N3180 type=control1 q_typed_reliable_context=2.468157 sequence=404.267384
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=138 node=N2580 type=control1 q_typed_reliable_context=1.722422 sequence=405.989806
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=139 node=N6674 type=observe q_typed_reliable_context=0.851034 sequence=406.840840
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=140 node=N2106 type=observe q_typed_reliable_context=0.889216 sequence=407.730056
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=141 node=N7421 type=control1 q_typed_reliable_context=0.964771 sequence=408.694827
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=142 node=N7590 type=control1 q_typed_reliable_context=0.899968 sequence=409.594795
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=143 node=N758 type=observe q_typed_reliable_context=0.860489 sequence=410.455284
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=144 node=N703 type=observe q_typed_reliable_context=1.393064 sequence=411.848348
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=145 node=N7385 type=observe q_typed_reliable_context=1.247494 sequence=413.095842
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=146 node=N725 type=observe q_typed_reliable_context=1.894562 sequence=414.990404
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=147 node=N642 type=control1 q_typed_reliable_context=1.249858 sequence=416.240262
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=148 node=N3295 type=control1 q_typed_reliable_context=2.741902 sequence=418.982164
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=149 node=N7454 type=observe q_typed_reliable_context=1.085643 sequence=420.067807
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=150 node=N2149 type=observe q_typed_reliable_context=1.827106 sequence=421.894913
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=151 node=N5876 type=observe q_typed_reliable_context=1.418055 sequence=423.312968
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=152 node=N7721 type=control0 q_typed_reliable_context=1.361401 sequence=424.674369
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=153 node=N7401 type=observe q_typed_reliable_context=2.560545 sequence=427.234914
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=154 node=N649 type=control1 q_typed_reliable_context=1.990338 sequence=429.225252
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_reliable_context=2.682451 sequence=431.907703
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=156 node=N3237 type=control1 q_typed_reliable_context=3.165826 sequence=435.073529
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=157 node=N3525 type=control1 q_typed_reliable_context=1.604232 sequence=436.677762
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=158 node=N5356 type=observe q_typed_reliable_context=1.110084 sequence=437.787846
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=159 node=N712 type=observe q_typed_reliable_context=1.050944 sequence=438.838789
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=160 node=N5740 type=observe q_typed_reliable_context=0.987145 sequence=439.825934
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=161 node=N3467 type=control1 q_typed_reliable_context=1.218091 sequence=441.044026
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=162 node=N6534 type=observe q_typed_reliable_context=0.895987 sequence=441.940013
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=163 node=N1586 type=control1 q_typed_reliable_context=1.137693 sequence=443.077705
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=164 node=N714 type=observe q_typed_reliable_context=1.959262 sequence=445.036967
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=165 node=N7614 type=observe q_typed_reliable_context=1.820398 sequence=446.857366
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=166 node=N647 type=control1 q_typed_reliable_context=2.631958 sequence=449.489323
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=167 node=N630 type=control1 q_typed_reliable_context=2.828438 sequence=452.317762
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=168 node=N2721 type=control1 q_typed_reliable_context=1.744135 sequence=454.061897
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=169 node=N2894 type=control1 q_typed_reliable_context=1.205470 sequence=455.267367
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=170 node=N2952 type=control1 q_typed_reliable_context=1.118167 sequence=456.385534
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=171 node=N2779 type=control1 q_typed_reliable_context=1.038446 sequence=457.423980
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=172 node=N5874 type=observe q_typed_reliable_context=1.248021 sequence=458.672001
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=173 node=N2652 type=control1 q_typed_reliable_context=1.098809 sequence=459.770811
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=174 node=N7873 type=control1 q_typed_reliable_context=0.814067 sequence=460.584878
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=175 node=N5473 type=observe q_typed_reliable_context=1.036922 sequence=461.621800
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=176 node=N2837 type=control1 q_typed_reliable_context=1.162582 sequence=462.784382
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=177 node=N3009 type=control1 q_typed_reliable_context=1.256285 sequence=464.040667
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=178 node=N715 type=observe q_typed_reliable_context=1.516499 sequence=465.557167
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=179 node=N7414 type=control1 q_typed_reliable_context=1.449395 sequence=467.006562
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=180 node=N3067 type=control1 q_typed_reliable_context=1.720968 sequence=468.727530
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=181 node=N7439 type=observe q_typed_reliable_context=1.019884 sequence=469.747413
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=182 node=N723 type=observe q_typed_reliable_context=0.992329 sequence=470.739742
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=183 node=N8790 type=control1 q_typed_reliable_context=2.411475 sequence=473.151217
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=184 node=N8240 type=control1 q_typed_reliable_context=0.937665 sequence=474.088882
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=185 node=N7589 type=control1 q_typed_reliable_context=0.921044 sequence=475.009927
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=186 node=N705 type=observe q_typed_reliable_context=1.056437 sequence=476.066364
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=187 node=N8789 type=control1 q_typed_reliable_context=0.838657 sequence=476.905021
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=188 node=N8239 type=control1 q_typed_reliable_context=1.401670 sequence=478.306690
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=189 node=N7405 type=observe q_typed_reliable_context=2.481972 sequence=480.788662
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=190 node=N8607 type=control1 q_typed_reliable_context=2.248487 sequence=483.037149
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=191 node=N5422 type=observe q_typed_reliable_context=6.060000 sequence=489.097149
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=192 node=N706 type=observe q_typed_reliable_context=6.064250 sequence=495.161399
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=193 node=N771 type=observe q_typed_reliable_context=5.439220 sequence=500.600619
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=194 node=N640 type=control1 q_typed_reliable_context=0.136940 sequence=500.737558
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=195 node=N652 type=control1 q_typed_reliable_context=1.341907 sequence=502.079465
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=196 node=N8238 type=control1 q_typed_reliable_context=1.938215 sequence=504.017680
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=197 node=N8606 type=control1 q_typed_reliable_context=2.480766 sequence=506.498446
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=198 node=N8237 type=control1 q_typed_reliable_context=1.219832 sequence=507.718278
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=199 node=N902 type=control1 q_typed_reliable_context=1.442226 sequence=509.160504
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=200 node=N764 type=observe q_typed_reliable_context=1.752719 sequence=510.913223
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=201 node=N679 type=observe q_typed_reliable_context=2.025303 sequence=512.938527
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=202 node=N8605 type=control1 q_typed_reliable_context=2.657459 sequence=515.595986
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=203 node=N8236 type=control1 q_typed_reliable_context=1.886633 sequence=517.482619
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=204 node=N515 type=control1 q_typed_reliable_context=1.206005 sequence=518.688624
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=205 node=N7436 type=observe q_typed_reliable_context=1.463057 sequence=520.151681
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=206 node=N5456 type=observe q_typed_reliable_context=1.177307 sequence=521.328988
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=207 node=N5439 type=observe q_typed_reliable_context=1.993872 sequence=523.322859
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=208 node=N2151 type=observe q_typed_reliable_context=2.060383 sequence=525.383242
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=209 node=N6736 type=control1 q_typed_reliable_context=5.218265 sequence=530.601507
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=210 node=N5726 type=control1 q_typed_reliable_context=7.049506 sequence=537.651013
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=211 node=N6730 type=control1 q_typed_reliable_context=1.993170 sequence=539.644182
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=212 node=N759 type=observe q_typed_reliable_context=6.929730 sequence=546.573913
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=213 node=N8235 type=control1 q_typed_reliable_context=5.263847 sequence=551.837760
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=214 node=N5334 type=observe q_typed_reliable_context=1.469170 sequence=553.306929
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=215 node=N5390 type=observe q_typed_reliable_context=6.820060 sequence=560.126989
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=216 node=N5202 type=observe q_typed_reliable_context=6.159233 sequence=566.286222
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=217 node=N5373 type=observe q_typed_reliable_context=6.871729 sequence=573.157951
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=218 node=N6734 type=control1 q_typed_reliable_context=3.873607 sequence=577.031558
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=219 node=N8234 type=control1 q_typed_reliable_context=6.766198 sequence=583.797756
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=220 node=N6593 type=control1 q_typed_reliable_context=7.048115 sequence=590.845871
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=221 node=N8783 type=control1 q_typed_reliable_context=5.302441 sequence=596.148312
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=222 node=N8233 type=control1 q_typed_reliable_context=6.886933 sequence=603.035244
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=223 node=N6678 type=observe q_typed_reliable_context=3.848511 sequence=606.883755
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=224 node=N2072 type=observe q_typed_reliable_context=1.895956 sequence=608.779711
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=225 node=N719 type=observe q_typed_reliable_context=3.262209 sequence=612.041920
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=226 node=N7383 type=observe q_typed_reliable_context=4.523872 sequence=616.565792
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=227 node=N6743 type=control1 q_typed_reliable_context=6.591356 sequence=623.157148
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=228 node=N8608 type=control1 q_typed_reliable_context=7.098555 sequence=630.255703
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=229 node=N708 type=observe q_typed_reliable_context=6.263509 sequence=636.519212
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=230 node=N734 type=observe q_typed_reliable_context=7.069447 sequence=643.588659
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=231 node=N699 type=observe q_typed_reliable_context=6.762747 sequence=650.351406
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=232 node=N7442 type=control0 q_typed_reliable_context=5.480508 sequence=655.831914
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=233 node=N7380 type=observe q_typed_reliable_context=3.347592 sequence=659.179506
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=234 node=N6668 type=observe q_typed_reliable_context=1.068872 sequence=660.248378
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=235 node=N686 type=observe q_typed_reliable_context=1.733946 sequence=661.982324
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=236 node=N1351 type=observe q_typed_reliable_context=2.248736 sequence=664.231060
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=237 node=N6741 type=control1 q_typed_reliable_context=1.105708 sequence=665.336768
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=238 node=N2159 type=observe q_typed_reliable_context=2.446761 sequence=667.783529
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=239 node=N729 type=observe q_typed_reliable_context=1.911191 sequence=669.694720
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=240 node=N2358 type=control1 q_typed_reliable_context=2.199971 sequence=671.894691
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=241 node=N6660 type=observe q_typed_reliable_context=1.647166 sequence=673.541857
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=242 node=N684 type=observe q_typed_reliable_context=2.259906 sequence=675.801763
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=243 node=N7433 type=observe q_typed_reliable_context=1.289720 sequence=677.091483
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=244 node=N1598 type=observe q_typed_reliable_context=4.145824 sequence=681.237307
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=245 node=N689 type=observe q_typed_reliable_context=3.680321 sequence=684.917628
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=246 node=N756 type=observe q_typed_reliable_context=4.113646 sequence=689.031274
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=247 node=N2271 type=observe q_typed_reliable_context=5.730000 sequence=694.761274
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=248 node=N5094 type=observe q_typed_reliable_context=5.616504 sequence=700.377778
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=249 node=N7447 type=observe q_typed_reliable_context=0.512294 sequence=700.890072
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=250 node=N2259 type=observe q_typed_reliable_context=7.511396 sequence=708.401468
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=251 node=N5735 type=observe q_typed_reliable_context=6.186060 sequence=714.587528
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=252 node=N2267 type=observe q_typed_reliable_context=6.974387 sequence=721.561915
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=253 node=N5160 type=observe q_typed_reliable_context=7.272576 sequence=728.834491
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=254 node=N6656 type=observe q_typed_reliable_context=6.766017 sequence=735.600509
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=255 node=N765 type=observe q_typed_reliable_context=2.315497 sequence=737.916005
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=256 node=N5111 type=observe q_typed_reliable_context=6.099288 sequence=744.015293
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=257 node=N2251 type=observe q_typed_reliable_context=5.636942 sequence=749.652235
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=258 node=N2247 type=observe q_typed_reliable_context=6.793303 sequence=756.445538
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=259 node=N695 type=observe q_typed_reliable_context=6.805085 sequence=763.250623
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=260 node=N6537 type=observe q_typed_reliable_context=6.645297 sequence=769.895920
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=261 node=N7444 type=observe q_typed_reliable_context=2.418738 sequence=772.314658
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=262 node=N2263 type=observe q_typed_reliable_context=5.945229 sequence=778.259887
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=263 node=N696 type=observe q_typed_reliable_context=6.902900 sequence=785.162787
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=264 node=N6658 type=observe q_typed_reliable_context=3.838729 sequence=789.001516
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=265 node=N6739 type=control1 q_typed_reliable_context=2.327157 sequence=791.328673
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=266 node=N697 type=observe q_typed_reliable_context=3.350169 sequence=794.678842
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=267 node=N6592 type=control1 q_typed_reliable_context=5.762562 sequence=800.441404
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=268 node=N1352 type=observe q_typed_reliable_context=3.399363 sequence=803.840768
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=269 node=N6729 type=control1 q_typed_reliable_context=5.638306 sequence=809.479074
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=270 node=N4900 type=observe q_typed_reliable_context=2.154512 sequence=811.633586
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=271 node=N2276 type=control1 q_typed_reliable_context=4.771506 sequence=816.405092
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=272 node=N680 type=observe q_typed_reliable_context=5.464590 sequence=821.869682
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=273 node=N7694 type=control0 q_typed_reliable_context=0.229004 sequence=822.098686
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=274 node=N4460 type=control0 q_typed_reliable_context=4.319206 sequence=826.417892
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=275 node=N2332 type=control1 q_typed_reliable_context=7.090824 sequence=833.508715
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=276 node=N732 type=observe q_typed_reliable_context=4.664509 sequence=838.173225
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=277 node=N6728 type=control1 q_typed_reliable_context=2.954462 sequence=841.127687
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=278 node=N4421 type=control0 q_typed_reliable_context=3.448667 sequence=844.576354
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p20_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
