[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [gmean] 2026-07-21T05:10:47 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/epoch_012/a0p10_h1_c2
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [gmean] 2026-07-21T05:10:47 budgets=iscas99__b15_1:278
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [gmean] 2026-07-21T05:10:47 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [gmean] 2026-07-21T05:10:47 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=140 node=N2106 type=observe q_typed_reliable_context=0.889216 sequence=407.603933
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=141 node=N7421 type=control1 q_typed_reliable_context=0.964771 sequence=408.568703
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=142 node=N7590 type=control1 q_typed_reliable_context=0.899968 sequence=409.468671
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=143 node=N758 type=observe q_typed_reliable_context=0.860489 sequence=410.329160
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=144 node=N703 type=observe q_typed_reliable_context=1.393064 sequence=411.722225
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=145 node=N7385 type=observe q_typed_reliable_context=1.247494 sequence=412.969719
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=146 node=N725 type=observe q_typed_reliable_context=1.894562 sequence=414.864281
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=147 node=N642 type=control1 q_typed_reliable_context=1.249858 sequence=416.114139
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=148 node=N3295 type=control1 q_typed_reliable_context=2.741902 sequence=418.856041
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=149 node=N7454 type=observe q_typed_reliable_context=1.085643 sequence=419.941684
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=150 node=N2149 type=observe q_typed_reliable_context=1.827106 sequence=421.768790
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=151 node=N5876 type=observe q_typed_reliable_context=1.418055 sequence=423.186845
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=152 node=N7721 type=control0 q_typed_reliable_context=1.361401 sequence=424.548246
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=153 node=N7401 type=observe q_typed_reliable_context=2.560545 sequence=427.108790
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=154 node=N649 type=control1 q_typed_reliable_context=1.990338 sequence=429.099128
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_reliable_context=2.682451 sequence=431.781580
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=156 node=N3237 type=control1 q_typed_reliable_context=3.165826 sequence=434.947406
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=157 node=N3525 type=control1 q_typed_reliable_context=1.604232 sequence=436.551638
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=158 node=N5356 type=observe q_typed_reliable_context=1.110084 sequence=437.661722
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=159 node=N712 type=observe q_typed_reliable_context=1.050944 sequence=438.712666
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=160 node=N5740 type=observe q_typed_reliable_context=0.987145 sequence=439.699811
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=161 node=N3467 type=control1 q_typed_reliable_context=1.218091 sequence=440.917902
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=162 node=N6534 type=observe q_typed_reliable_context=0.895987 sequence=441.813889
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=163 node=N1586 type=control1 q_typed_reliable_context=1.137693 sequence=442.951582
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=164 node=N714 type=observe q_typed_reliable_context=1.959262 sequence=444.910844
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=165 node=N7614 type=observe q_typed_reliable_context=1.820398 sequence=446.731242
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=166 node=N647 type=control1 q_typed_reliable_context=2.631958 sequence=449.363200
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=167 node=N630 type=control1 q_typed_reliable_context=2.828438 sequence=452.191638
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=168 node=N2721 type=control1 q_typed_reliable_context=1.744135 sequence=453.935773
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=169 node=N2894 type=control1 q_typed_reliable_context=1.205470 sequence=455.141244
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=170 node=N2952 type=control1 q_typed_reliable_context=1.118167 sequence=456.259410
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=171 node=N2779 type=control1 q_typed_reliable_context=1.038446 sequence=457.297857
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=172 node=N5874 type=observe q_typed_reliable_context=1.248021 sequence=458.545878
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=173 node=N2652 type=control1 q_typed_reliable_context=1.098809 sequence=459.644687
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=174 node=N7873 type=control1 q_typed_reliable_context=0.814067 sequence=460.458754
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=175 node=N5473 type=observe q_typed_reliable_context=1.036922 sequence=461.495676
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=176 node=N2837 type=control1 q_typed_reliable_context=1.162582 sequence=462.658258
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=177 node=N3009 type=control1 q_typed_reliable_context=1.256285 sequence=463.914543
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=178 node=N715 type=observe q_typed_reliable_context=1.516499 sequence=465.431043
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=179 node=N7414 type=control1 q_typed_reliable_context=1.449395 sequence=466.880438
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=180 node=N3067 type=control1 q_typed_reliable_context=1.720968 sequence=468.601406
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=181 node=N7439 type=observe q_typed_reliable_context=1.019884 sequence=469.621290
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=182 node=N723 type=observe q_typed_reliable_context=0.992329 sequence=470.613618
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=183 node=N8790 type=control1 q_typed_reliable_context=2.411475 sequence=473.025094
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=184 node=N8240 type=control1 q_typed_reliable_context=0.937665 sequence=473.962759
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=185 node=N7589 type=control1 q_typed_reliable_context=0.921044 sequence=474.883803
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=186 node=N705 type=observe q_typed_reliable_context=1.056437 sequence=475.940240
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=187 node=N8789 type=control1 q_typed_reliable_context=0.838657 sequence=476.778897
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=188 node=N8239 type=control1 q_typed_reliable_context=1.401670 sequence=478.180567
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=189 node=N7405 type=observe q_typed_reliable_context=2.481972 sequence=480.662539
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=190 node=N8607 type=control1 q_typed_reliable_context=2.248487 sequence=482.911025
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=191 node=N5422 type=observe q_typed_reliable_context=6.060000 sequence=488.971025
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=192 node=N706 type=observe q_typed_reliable_context=6.064250 sequence=495.035275
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=193 node=N771 type=observe q_typed_reliable_context=5.439220 sequence=500.474495
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=194 node=N640 type=control1 q_typed_reliable_context=0.136940 sequence=500.611435
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=195 node=N652 type=control1 q_typed_reliable_context=1.341907 sequence=501.953342
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=196 node=N8238 type=control1 q_typed_reliable_context=1.938215 sequence=503.891557
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=197 node=N8606 type=control1 q_typed_reliable_context=2.480766 sequence=506.372323
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=198 node=N8237 type=control1 q_typed_reliable_context=1.219832 sequence=507.592155
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=199 node=N902 type=control1 q_typed_reliable_context=1.442226 sequence=509.034381
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=200 node=N764 type=observe q_typed_reliable_context=1.752719 sequence=510.787100
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=201 node=N679 type=observe q_typed_reliable_context=2.025303 sequence=512.812403
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=202 node=N8605 type=control1 q_typed_reliable_context=2.657459 sequence=515.469862
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=203 node=N8236 type=control1 q_typed_reliable_context=1.886633 sequence=517.356495
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=204 node=N515 type=control1 q_typed_reliable_context=1.206005 sequence=518.562501
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=205 node=N7436 type=observe q_typed_reliable_context=1.463057 sequence=520.025557
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=206 node=N5456 type=observe q_typed_reliable_context=1.177307 sequence=521.202864
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=207 node=N5439 type=observe q_typed_reliable_context=1.993872 sequence=523.196736
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=208 node=N2151 type=observe q_typed_reliable_context=2.060383 sequence=525.257118
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=209 node=N6736 type=control1 q_typed_reliable_context=5.218265 sequence=530.475383
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=210 node=N5726 type=control1 q_typed_reliable_context=7.049506 sequence=537.524889
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=211 node=N6730 type=control1 q_typed_reliable_context=1.993170 sequence=539.518059
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=212 node=N759 type=observe q_typed_reliable_context=6.929730 sequence=546.447789
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=213 node=N8235 type=control1 q_typed_reliable_context=5.263847 sequence=551.711636
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=214 node=N5334 type=observe q_typed_reliable_context=1.469170 sequence=553.180806
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=215 node=N5390 type=observe q_typed_reliable_context=6.820060 sequence=560.000865
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=216 node=N5202 type=observe q_typed_reliable_context=6.159233 sequence=566.160099
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=217 node=N5373 type=observe q_typed_reliable_context=6.871729 sequence=573.031827
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=218 node=N6734 type=control1 q_typed_reliable_context=3.873607 sequence=576.905435
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=219 node=N8234 type=control1 q_typed_reliable_context=6.766198 sequence=583.671633
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=220 node=N6593 type=control1 q_typed_reliable_context=7.048115 sequence=590.719747
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=221 node=N8783 type=control1 q_typed_reliable_context=5.302441 sequence=596.022188
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=222 node=N8233 type=control1 q_typed_reliable_context=6.886933 sequence=602.909121
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=223 node=N6678 type=observe q_typed_reliable_context=3.848511 sequence=606.757632
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=224 node=N2072 type=observe q_typed_reliable_context=1.895956 sequence=608.653588
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=225 node=N719 type=observe q_typed_reliable_context=3.262209 sequence=611.915797
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=226 node=N7383 type=observe q_typed_reliable_context=4.523872 sequence=616.439668
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=227 node=N6743 type=control1 q_typed_reliable_context=6.591356 sequence=623.031025
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=228 node=N8608 type=control1 q_typed_reliable_context=7.098555 sequence=630.129580
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=229 node=N708 type=observe q_typed_reliable_context=6.263509 sequence=636.393089
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=230 node=N734 type=observe q_typed_reliable_context=7.069447 sequence=643.462536
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=231 node=N699 type=observe q_typed_reliable_context=6.762747 sequence=650.225283
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=232 node=N7442 type=control0 q_typed_reliable_context=5.480508 sequence=655.705791
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=233 node=N7380 type=observe q_typed_reliable_context=3.347592 sequence=659.053382
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=234 node=N6668 type=observe q_typed_reliable_context=1.068872 sequence=660.122254
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=235 node=N686 type=observe q_typed_reliable_context=1.733946 sequence=661.856200
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=236 node=N1351 type=observe q_typed_reliable_context=2.248736 sequence=664.104936
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=237 node=N6741 type=control1 q_typed_reliable_context=1.105708 sequence=665.210644
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=238 node=N2159 type=observe q_typed_reliable_context=2.446761 sequence=667.657405
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=239 node=N729 type=observe q_typed_reliable_context=1.911191 sequence=669.568596
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=240 node=N2358 type=control1 q_typed_reliable_context=2.199971 sequence=671.768567
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=241 node=N6660 type=observe q_typed_reliable_context=1.647166 sequence=673.415734
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=242 node=N684 type=observe q_typed_reliable_context=2.259906 sequence=675.675639
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=243 node=N7433 type=observe q_typed_reliable_context=1.289720 sequence=676.965359
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=244 node=N1598 type=observe q_typed_reliable_context=4.145824 sequence=681.111183
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=245 node=N689 type=observe q_typed_reliable_context=3.680321 sequence=684.791504
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=246 node=N756 type=observe q_typed_reliable_context=4.113646 sequence=688.905150
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=247 node=N2271 type=observe q_typed_reliable_context=5.730000 sequence=694.635150
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=248 node=N5094 type=observe q_typed_reliable_context=5.616504 sequence=700.251654
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=249 node=N7447 type=observe q_typed_reliable_context=0.512294 sequence=700.763948
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=250 node=N2259 type=observe q_typed_reliable_context=7.511396 sequence=708.275345
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=251 node=N5735 type=observe q_typed_reliable_context=6.186060 sequence=714.461404
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=252 node=N2267 type=observe q_typed_reliable_context=6.974387 sequence=721.435792
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=253 node=N5160 type=observe q_typed_reliable_context=7.272576 sequence=728.708368
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=254 node=N6656 type=observe q_typed_reliable_context=6.766017 sequence=735.474385
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=255 node=N765 type=observe q_typed_reliable_context=2.315497 sequence=737.789882
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=256 node=N5111 type=observe q_typed_reliable_context=6.099288 sequence=743.889169
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=257 node=N2251 type=observe q_typed_reliable_context=5.636942 sequence=749.526111
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=258 node=N2247 type=observe q_typed_reliable_context=6.793303 sequence=756.319415
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=259 node=N695 type=observe q_typed_reliable_context=6.805085 sequence=763.124499
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=260 node=N6537 type=observe q_typed_reliable_context=6.645297 sequence=769.769797
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=261 node=N7444 type=observe q_typed_reliable_context=2.418738 sequence=772.188534
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=262 node=N2263 type=observe q_typed_reliable_context=5.945229 sequence=778.133763
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=263 node=N696 type=observe q_typed_reliable_context=6.902900 sequence=785.036663
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=264 node=N6658 type=observe q_typed_reliable_context=3.838729 sequence=788.875392
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=265 node=N6739 type=control1 q_typed_reliable_context=2.327157 sequence=791.202550
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=266 node=N697 type=observe q_typed_reliable_context=3.350169 sequence=794.552719
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=267 node=N6592 type=control1 q_typed_reliable_context=5.762562 sequence=800.315281
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=268 node=N1352 type=observe q_typed_reliable_context=3.399363 sequence=803.714644
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=269 node=N6729 type=control1 q_typed_reliable_context=5.638306 sequence=809.352950
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=270 node=N4900 type=observe q_typed_reliable_context=2.154512 sequence=811.507463
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=271 node=N2276 type=control1 q_typed_reliable_context=4.771506 sequence=816.278969
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=272 node=N680 type=observe q_typed_reliable_context=5.464590 sequence=821.743559
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=273 node=N7694 type=control0 q_typed_reliable_context=0.229004 sequence=821.972563
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=274 node=N4460 type=control0 q_typed_reliable_context=4.319206 sequence=826.291768
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=275 node=N2332 type=control1 q_typed_reliable_context=7.090824 sequence=833.382592
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=276 node=N732 type=observe q_typed_reliable_context=4.664509 sequence=838.047101
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=277 node=N6728 type=control1 q_typed_reliable_context=2.954462 sequence=841.001563
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=278 node=N4421 type=control0 q_typed_reliable_context=3.448667 sequence=844.450230
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/epoch_012/a0p10_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [gmean] 2026-07-21T05:13:31 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=163.374 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/epoch_012/a0p10_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [gmean] 2026-07-21T05:13:31 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [eval iscas99__b15_1] {
[b15-reliable/prefix_toplist_sa/epoch_012/a0p10_h1_c2] [eval iscas99__b15_1]   "records": 2,
