[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [gmean] 2026-07-21T04:58:52 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p20_h1_c2
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [gmean] 2026-07-21T04:58:52 budgets=iscas99__b15_1:278
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [gmean] 2026-07-21T04:58:52 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [gmean] 2026-07-21T04:58:52 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=142 node=N7721 type=control0 q_typed_reliable_context=1.352151 sequence=399.459999
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=143 node=N8040 type=control0 q_typed_reliable_context=1.269696 sequence=400.729695
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=144 node=N645 type=control1 q_typed_reliable_context=1.506140 sequence=402.235835
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=145 node=N8044 type=control0 q_typed_reliable_context=2.775569 sequence=405.011404
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=146 node=N5878 type=observe q_typed_reliable_context=1.164607 sequence=406.176011
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=147 node=N1987 type=observe q_typed_reliable_context=0.201046 sequence=406.377057
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=148 node=N636 type=control1 q_typed_reliable_context=2.596835 sequence=408.973891
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=149 node=N5740 type=observe q_typed_reliable_context=2.918821 sequence=411.892713
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=150 node=N616 type=control1 q_typed_reliable_context=3.660270 sequence=415.552983
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=151 node=N7424 type=control1 q_typed_reliable_context=4.300604 sequence=419.853587
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=152 node=N7614 type=observe q_typed_reliable_context=2.014810 sequence=421.868398
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=153 node=N630 type=control1 q_typed_reliable_context=1.403463 sequence=423.271860
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=154 node=N5876 type=observe q_typed_reliable_context=4.858282 sequence=428.130142
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=155 node=N712 type=observe q_typed_reliable_context=2.325912 sequence=430.456054
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=156 node=N5874 type=observe q_typed_reliable_context=1.491710 sequence=431.947764
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=157 node=N5603 type=observe q_typed_reliable_context=1.795419 sequence=433.743183
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=158 node=N1879 type=observe q_typed_reliable_context=0.601781 sequence=434.344965
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=159 node=N7385 type=observe q_typed_reliable_context=2.008064 sequence=436.353028
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=160 node=N6677 type=observe q_typed_reliable_context=0.575716 sequence=436.928745
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=161 node=N725 type=observe q_typed_reliable_context=2.422221 sequence=439.350965
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=162 node=N679 type=observe q_typed_reliable_context=1.085938 sequence=440.436903
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=163 node=N723 type=observe q_typed_reliable_context=2.703640 sequence=443.140543
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=164 node=N714 type=observe q_typed_reliable_context=3.998470 sequence=447.139013
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=165 node=N649 type=control1 q_typed_reliable_context=3.924309 sequence=451.063322
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=166 node=N3467 type=control1 q_typed_reliable_context=5.900078 sequence=456.963400
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=167 node=N7627 type=observe q_typed_reliable_context=3.172994 sequence=460.136394
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=168 node=N7436 type=observe q_typed_reliable_context=2.784410 sequence=462.920804
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=169 node=N642 type=control1 q_typed_reliable_context=1.259292 sequence=464.180096
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=170 node=N5473 type=observe q_typed_reliable_context=2.782351 sequence=466.962446
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=171 node=N703 type=observe q_typed_reliable_context=3.722885 sequence=470.685331
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=172 node=N7441 type=control0 q_typed_reliable_context=2.379798 sequence=473.065129
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=173 node=N7442 type=control0 q_typed_reliable_context=2.281145 sequence=475.346274
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=174 node=N7696 type=control0 q_typed_reliable_context=2.367249 sequence=477.713523
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=175 node=N1607 type=control1 q_typed_reliable_context=2.410105 sequence=480.123628
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=176 node=N3525 type=control1 q_typed_reliable_context=2.556918 sequence=482.680547
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=177 node=N647 type=control1 q_typed_reliable_context=2.062795 sequence=484.743342
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=178 node=N1586 type=control1 q_typed_reliable_context=4.609629 sequence=489.352971
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=179 node=N3295 type=control1 q_typed_reliable_context=3.322865 sequence=492.675836
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=180 node=N7473 type=control0 q_typed_reliable_context=2.556613 sequence=495.232449
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=181 node=N2652 type=control1 q_typed_reliable_context=1.755699 sequence=496.988148
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=182 node=N2721 type=control1 q_typed_reliable_context=1.909804 sequence=498.897952
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=183 node=N2894 type=control1 q_typed_reliable_context=2.499331 sequence=501.397282
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=184 node=N2952 type=control1 q_typed_reliable_context=3.157358 sequence=504.554641
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=185 node=N2779 type=control1 q_typed_reliable_context=4.803754 sequence=509.358394
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=186 node=N8052 type=control0 q_typed_reliable_context=5.413314 sequence=514.771708
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=187 node=N6533 type=observe q_typed_reliable_context=2.094367 sequence=516.866075
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=188 node=N5356 type=observe q_typed_reliable_context=2.005987 sequence=518.872062
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=189 node=N715 type=observe q_typed_reliable_context=2.664227 sequence=521.536289
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=190 node=N705 type=observe q_typed_reliable_context=4.315097 sequence=525.851386
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=191 node=N5456 type=observe q_typed_reliable_context=4.496315 sequence=530.347701
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=192 node=N6673 type=observe q_typed_reliable_context=5.629734 sequence=535.977436
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=193 node=N706 type=observe q_typed_reliable_context=5.540892 sequence=541.518327
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=194 node=N7855 type=control0 q_typed_reliable_context=5.766095 sequence=547.284422
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=195 node=N5439 type=observe q_typed_reliable_context=4.846947 sequence=552.131369
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=196 node=N7542 type=control0 q_typed_reliable_context=6.242584 sequence=558.373953
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=197 node=N7404 type=observe q_typed_reliable_context=7.138272 sequence=565.512225
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=198 node=N5422 type=observe q_typed_reliable_context=5.665482 sequence=571.177707
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=199 node=N7439 type=observe q_typed_reliable_context=5.191192 sequence=576.368899
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=200 node=N5334 type=observe q_typed_reliable_context=2.052526 sequence=578.421424
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=201 node=N7405 type=observe q_typed_reliable_context=6.982647 sequence=585.404072
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=202 node=N5390 type=observe q_typed_reliable_context=6.921553 sequence=592.325624
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=203 node=N2151 type=observe q_typed_reliable_context=4.962854 sequence=597.288478
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=204 node=N2837 type=control1 q_typed_reliable_context=3.786563 sequence=601.075041
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=205 node=N6668 type=observe q_typed_reliable_context=1.825782 sequence=602.900824
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=206 node=N719 type=observe q_typed_reliable_context=2.235074 sequence=605.135897
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=207 node=N3009 type=control1 q_typed_reliable_context=3.512881 sequence=608.648778
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=208 node=N3067 type=control1 q_typed_reliable_context=1.626538 sequence=610.275316
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=209 node=N8790 type=control1 q_typed_reliable_context=1.937983 sequence=612.213299
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=210 node=N699 type=observe q_typed_reliable_context=3.883077 sequence=616.096376
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=211 node=N1599 type=observe q_typed_reliable_context=0.791595 sequence=616.887971
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=212 node=N5373 type=observe q_typed_reliable_context=2.117583 sequence=619.005554
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=213 node=N6660 type=observe q_typed_reliable_context=3.616654 sequence=622.622208
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=214 node=N684 type=observe q_typed_reliable_context=3.039498 sequence=625.661706
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=215 node=N734 type=observe q_typed_reliable_context=3.270923 sequence=628.932629
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=216 node=N708 type=observe q_typed_reliable_context=3.125156 sequence=632.057785
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=217 node=N8240 type=control1 q_typed_reliable_context=2.800718 sequence=634.858502
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=218 node=N7380 type=observe q_typed_reliable_context=2.939647 sequence=637.798149
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=219 node=N8789 type=control1 q_typed_reliable_context=2.667717 sequence=640.465867
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=220 node=N2159 type=observe q_typed_reliable_context=1.420688 sequence=641.886554
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=221 node=N8239 type=control1 q_typed_reliable_context=1.830537 sequence=643.717091
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=222 node=N1598 type=observe q_typed_reliable_context=0.585667 sequence=644.302758
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=223 node=N8607 type=control1 q_typed_reliable_context=3.210320 sequence=647.513079
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=224 node=N1351 type=observe q_typed_reliable_context=3.254407 sequence=650.767486
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=225 node=N6658 type=observe q_typed_reliable_context=1.528828 sequence=652.296313
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=226 node=N686 type=observe q_typed_reliable_context=1.586334 sequence=653.882648
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=227 node=N6685 type=observe q_typed_reliable_context=0.533770 sequence=654.416417
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=228 node=N689 type=observe q_typed_reliable_context=4.263079 sequence=658.679497
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=229 node=N729 type=observe q_typed_reliable_context=4.751047 sequence=663.430543
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=230 node=N7381 type=observe q_typed_reliable_context=3.138477 sequence=666.569020
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=231 node=N652 type=control1 q_typed_reliable_context=2.011621 sequence=668.580641
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=232 node=N5094 type=observe q_typed_reliable_context=2.213591 sequence=670.794232
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=233 node=N2271 type=observe q_typed_reliable_context=3.003334 sequence=673.797566
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=234 node=N6656 type=observe q_typed_reliable_context=2.761695 sequence=676.559261
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=235 node=N8238 type=control1 q_typed_reliable_context=2.066898 sequence=678.626159
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=236 node=N6678 type=observe q_typed_reliable_context=0.707661 sequence=679.333820
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=237 node=N8606 type=control1 q_typed_reliable_context=3.447030 sequence=682.780850
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=238 node=N695 type=observe q_typed_reliable_context=4.167231 sequence=686.948081
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=239 node=N2259 type=observe q_typed_reliable_context=4.256751 sequence=691.204831
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=240 node=N8237 type=control1 q_typed_reliable_context=3.049377 sequence=694.254209
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=241 node=N902 type=control1 q_typed_reliable_context=3.304247 sequence=697.558456
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=242 node=N696 type=observe q_typed_reliable_context=1.882513 sequence=699.440968
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=243 node=N2267 type=observe q_typed_reliable_context=2.724625 sequence=702.165593
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=244 node=N8605 type=control1 q_typed_reliable_context=2.749243 sequence=704.914836
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=245 node=N7444 type=observe q_typed_reliable_context=2.041013 sequence=706.955850
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=246 node=N5160 type=observe q_typed_reliable_context=3.288069 sequence=710.243919
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=247 node=N5735 type=observe q_typed_reliable_context=7.365914 sequence=717.609833
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=248 node=N2263 type=observe q_typed_reliable_context=7.069910 sequence=724.679742
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=249 node=N5111 type=observe q_typed_reliable_context=7.138194 sequence=731.817937
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=250 node=N2243 type=observe q_typed_reliable_context=2.290586 sequence=734.108523
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=251 node=N6537 type=observe q_typed_reliable_context=2.087288 sequence=736.195811
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=252 node=N2072 type=observe q_typed_reliable_context=0.773071 sequence=736.968882
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=253 node=N7391 type=observe q_typed_reliable_context=4.772420 sequence=741.741302
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=254 node=N2251 type=observe q_typed_reliable_context=3.532946 sequence=745.274248
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=255 node=N8236 type=control1 q_typed_reliable_context=7.174857 sequence=752.449106
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=256 node=N697 type=observe q_typed_reliable_context=4.500830 sequence=756.949936
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=257 node=N515 type=control1 q_typed_reliable_context=3.303544 sequence=760.253480
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=258 node=N6659 type=observe q_typed_reliable_context=3.070868 sequence=763.324349
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=259 node=N1352 type=observe q_typed_reliable_context=6.688466 sequence=770.012815
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=260 node=N4900 type=observe q_typed_reliable_context=2.565005 sequence=772.577819
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=261 node=N680 type=observe q_typed_reliable_context=6.444897 sequence=779.022716
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=262 node=N2247 type=observe q_typed_reliable_context=6.853453 sequence=785.876169
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=263 node=N1688 type=observe q_typed_reliable_context=2.765200 sequence=788.641370
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=264 node=N7452 type=observe q_typed_reliable_context=6.546112 sequence=795.187481
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=265 node=N4460 type=control0 q_typed_reliable_context=2.238003 sequence=797.425484
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=266 node=N6682 type=observe q_typed_reliable_context=5.962911 sequence=803.388395
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=267 node=N2216 type=observe q_typed_reliable_context=6.477033 sequence=809.865429
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=268 node=N2218 type=observe q_typed_reliable_context=6.636981 sequence=816.502410
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=269 node=N2255 type=observe q_typed_reliable_context=5.840526 sequence=822.342936
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=270 node=N2183 type=observe q_typed_reliable_context=4.591994 sequence=826.934930
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=271 node=N732 type=observe q_typed_reliable_context=4.204475 sequence=831.139405
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=272 node=N2185 type=observe q_typed_reliable_context=4.280588 sequence=835.419993
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=273 node=N6562 type=observe q_typed_reliable_context=3.016521 sequence=838.436514
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=274 node=N717 type=observe q_typed_reliable_context=2.991062 sequence=841.427576
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=275 node=N6736 type=control1 q_typed_reliable_context=7.084822 sequence=848.512398
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=276 node=N2205 type=observe q_typed_reliable_context=6.177779 sequence=854.690177
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=277 node=N6680 type=observe q_typed_reliable_context=2.293801 sequence=856.983978
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=278 node=N2203 type=observe q_typed_reliable_context=6.336293 sequence=863.320271
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p20_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [gmean] 2026-07-21T05:01:32 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=160.296 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p20_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [gmean] 2026-07-21T05:01:32 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [eval iscas99__b15_1] {
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [eval iscas99__b15_1]   "records": 2,
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p20_h1_c2/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p20_h1_c2/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [eval iscas99__b15_1] }
