[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T04:52:59 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/best_final_horizon/a0p20_h1_c2
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T04:52:59 budgets=iscas99__b15_1:278
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T04:52:59 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T04:52:59 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=138 node=N3180 type=control1 q_typed_reliable_context=2.511793 sequence=400.801098
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=139 node=N3467 type=control1 q_typed_reliable_context=1.585307 sequence=402.386405
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=140 node=N630 type=control1 q_typed_reliable_context=1.662573 sequence=404.048979
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=141 node=N642 type=control1 q_typed_reliable_context=5.444696 sequence=409.493674
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=142 node=N3295 type=control1 q_typed_reliable_context=6.158275 sequence=415.651949
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=143 node=N649 type=control1 q_typed_reliable_context=6.358440 sequence=422.010389
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=144 node=N3525 type=control1 q_typed_reliable_context=5.533539 sequence=427.543928
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=145 node=N5878 type=observe q_typed_reliable_context=2.686741 sequence=430.230669
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=146 node=N8003 type=control0 q_typed_reliable_context=1.458779 sequence=431.689447
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=147 node=N5738 type=observe q_typed_reliable_context=1.196073 sequence=432.885521
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=148 node=N7679 type=observe q_typed_reliable_context=1.308890 sequence=434.194411
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=149 node=N2106 type=observe q_typed_reliable_context=1.576668 sequence=435.771079
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=150 node=N6674 type=observe q_typed_reliable_context=1.217937 sequence=436.989016
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=151 node=N1607 type=control1 q_typed_reliable_context=1.748367 sequence=438.737383
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=152 node=N7436 type=observe q_typed_reliable_context=1.959995 sequence=440.697377
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=153 node=N647 type=control1 q_typed_reliable_context=1.966182 sequence=442.663560
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=154 node=N5876 type=observe q_typed_reliable_context=1.093645 sequence=443.757205
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=155 node=N1586 type=control1 q_typed_reliable_context=1.153506 sequence=444.910711
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=156 node=N2072 type=observe q_typed_reliable_context=1.633836 sequence=446.544546
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=157 node=N712 type=observe q_typed_reliable_context=0.835142 sequence=447.379689
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=158 node=N7627 type=observe q_typed_reliable_context=2.209198 sequence=449.588887
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=159 node=N725 type=observe q_typed_reliable_context=1.620278 sequence=451.209165
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=160 node=N5028 type=observe q_typed_reliable_context=5.003389 sequence=456.212554
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=161 node=N5740 type=observe q_typed_reliable_context=1.043895 sequence=457.256449
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=162 node=N7424 type=control1 q_typed_reliable_context=0.881739 sequence=458.138187
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=163 node=N6531 type=observe q_typed_reliable_context=0.977371 sequence=459.115559
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=164 node=N2652 type=control1 q_typed_reliable_context=0.930305 sequence=460.045864
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=165 node=N2721 type=control1 q_typed_reliable_context=0.940886 sequence=460.986750
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=166 node=N5077 type=observe q_typed_reliable_context=1.488050 sequence=462.474800
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=167 node=N2894 type=control1 q_typed_reliable_context=0.771871 sequence=463.246672
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=168 node=N5356 type=observe q_typed_reliable_context=0.909052 sequence=464.155724
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=169 node=N2952 type=control1 q_typed_reliable_context=0.827450 sequence=464.983174
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=170 node=N2779 type=control1 q_typed_reliable_context=0.878963 sequence=465.862137
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=171 node=N5874 type=observe q_typed_reliable_context=0.878147 sequence=466.740284
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=172 node=N7614 type=observe q_typed_reliable_context=1.095591 sequence=467.835876
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=173 node=N7401 type=observe q_typed_reliable_context=1.287140 sequence=469.123016
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=174 node=N703 type=observe q_typed_reliable_context=1.353552 sequence=470.476568
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=175 node=N723 type=observe q_typed_reliable_context=1.390511 sequence=471.867079
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=176 node=N714 type=observe q_typed_reliable_context=1.510889 sequence=473.377968
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=177 node=N7405 type=observe q_typed_reliable_context=0.912908 sequence=474.290876
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=178 node=N1987 type=observe q_typed_reliable_context=0.630047 sequence=474.920924
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=179 node=N1879 type=observe q_typed_reliable_context=0.626090 sequence=475.547013
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=180 node=N6685 type=observe q_typed_reliable_context=0.726187 sequence=476.273200
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=181 node=N5473 type=observe q_typed_reliable_context=1.538226 sequence=477.811427
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=182 node=N706 type=observe q_typed_reliable_context=0.867174 sequence=478.678601
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=183 node=N715 type=observe q_typed_reliable_context=1.345881 sequence=480.024482
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=184 node=N5456 type=observe q_typed_reliable_context=1.425100 sequence=481.449582
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=185 node=N7439 type=observe q_typed_reliable_context=1.533915 sequence=482.983497
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=186 node=N5422 type=observe q_typed_reliable_context=5.420832 sequence=488.404329
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=187 node=N705 type=observe q_typed_reliable_context=5.531139 sequence=493.935468
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=188 node=N753 type=observe q_typed_reliable_context=2.387700 sequence=496.323168
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=189 node=N679 type=observe q_typed_reliable_context=5.271440 sequence=501.594609
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=190 node=N5439 type=observe q_typed_reliable_context=5.241555 sequence=506.836164
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=191 node=N7404 type=observe q_typed_reliable_context=4.132805 sequence=510.968969
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=192 node=N5390 type=observe q_typed_reliable_context=1.786118 sequence=512.755087
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=193 node=N754 type=observe q_typed_reliable_context=1.495825 sequence=514.250912
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=194 node=N2151 type=observe q_typed_reliable_context=5.773338 sequence=520.024249
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=195 node=N5334 type=observe q_typed_reliable_context=0.756542 sequence=520.780791
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=196 node=N734 type=observe q_typed_reliable_context=5.351851 sequence=526.132642
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=197 node=N7382 type=observe q_typed_reliable_context=5.257478 sequence=531.390120
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=198 node=N5373 type=observe q_typed_reliable_context=0.777341 sequence=532.167461
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=199 node=N6668 type=observe q_typed_reliable_context=1.291909 sequence=533.459371
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=200 node=N699 type=observe q_typed_reliable_context=1.533656 sequence=534.993027
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=201 node=N719 type=observe q_typed_reliable_context=3.203132 sequence=538.196159
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=202 node=N708 type=observe q_typed_reliable_context=2.180467 sequence=540.376625
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=203 node=N7380 type=observe q_typed_reliable_context=2.288863 sequence=542.665488
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=204 node=N2159 type=observe q_typed_reliable_context=0.426528 sequence=543.092016
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=205 node=N6660 type=observe q_typed_reliable_context=1.310225 sequence=544.402241
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=206 node=N2837 type=control1 q_typed_reliable_context=1.181289 sequence=545.583529
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=207 node=N1351 type=observe q_typed_reliable_context=1.370904 sequence=546.954433
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=208 node=N3009 type=control1 q_typed_reliable_context=1.326794 sequence=548.281227
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=209 node=N686 type=observe q_typed_reliable_context=1.072015 sequence=549.353242
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=210 node=N1598 type=observe q_typed_reliable_context=1.251530 sequence=550.604772
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=211 node=N729 type=observe q_typed_reliable_context=3.447563 sequence=554.052335
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=212 node=N7381 type=observe q_typed_reliable_context=4.073739 sequence=558.126075
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=213 node=N3067 type=control1 q_typed_reliable_context=1.558208 sequence=559.684283
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=214 node=N6658 type=observe q_typed_reliable_context=1.038588 sequence=560.722871
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=215 node=N684 type=observe q_typed_reliable_context=1.966036 sequence=562.688907
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=216 node=N689 type=observe q_typed_reliable_context=4.139896 sequence=566.828803
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=217 node=N7589 type=control1 q_typed_reliable_context=2.113851 sequence=568.942654
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=218 node=N8790 type=control1 q_typed_reliable_context=2.788627 sequence=571.731281
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=219 node=N8240 type=control1 q_typed_reliable_context=2.248307 sequence=573.979588
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=220 node=N8789 type=control1 q_typed_reliable_context=2.080967 sequence=576.060555
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=221 node=N8239 type=control1 q_typed_reliable_context=3.600435 sequence=579.660991
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=222 node=N8607 type=control1 q_typed_reliable_context=3.530913 sequence=583.191904
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=223 node=N7512 type=control1 q_typed_reliable_context=5.913515 sequence=589.105419
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=224 node=N652 type=control1 q_typed_reliable_context=5.595992 sequence=594.701410
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=225 node=N8238 type=control1 q_typed_reliable_context=5.568405 sequence=600.269815
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=226 node=N8606 type=control1 q_typed_reliable_context=6.158761 sequence=606.428576
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=227 node=N8237 type=control1 q_typed_reliable_context=6.575236 sequence=613.003812
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=228 node=N902 type=control1 q_typed_reliable_context=6.334771 sequence=619.338582
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=229 node=N2271 type=observe q_typed_reliable_context=6.404953 sequence=625.743536
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=230 node=N1688 type=observe q_typed_reliable_context=0.761571 sequence=626.505107
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=231 node=N6656 type=observe q_typed_reliable_context=7.165384 sequence=633.670490
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=232 node=N5094 type=observe q_typed_reliable_context=4.000207 sequence=637.670697
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=233 node=N2259 type=observe q_typed_reliable_context=3.287020 sequence=640.957718
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=234 node=N7855 type=control0 q_typed_reliable_context=6.572129 sequence=647.529846
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=235 node=N7443 type=observe q_typed_reliable_context=1.578813 sequence=649.108660
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=236 node=N8236 type=control1 q_typed_reliable_context=3.657863 sequence=652.766523
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=237 node=N8605 type=control1 q_typed_reliable_context=6.822075 sequence=659.588598
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=238 node=N515 type=control1 q_typed_reliable_context=4.636214 sequence=664.224812
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=239 node=N5160 type=observe q_typed_reliable_context=6.749222 sequence=670.974034
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=240 node=N2243 type=observe q_typed_reliable_context=7.241988 sequence=678.216022
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=241 node=N5111 type=observe q_typed_reliable_context=1.883213 sequence=680.099235
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=242 node=N5735 type=observe q_typed_reliable_context=4.422993 sequence=684.522229
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=243 node=N2267 type=observe q_typed_reliable_context=6.453016 sequence=690.975245
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=244 node=N6736 type=control1 q_typed_reliable_context=6.489786 sequence=697.465031
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=245 node=N6532 type=observe q_typed_reliable_context=5.254287 sequence=702.719318
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=246 node=N2263 type=observe q_typed_reliable_context=6.246044 sequence=708.965362
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=247 node=N695 type=observe q_typed_reliable_context=6.784802 sequence=715.750165
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=248 node=N6730 type=control1 q_typed_reliable_context=6.094182 sequence=721.844347
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=249 node=N1599 type=observe q_typed_reliable_context=5.050802 sequence=726.895148
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=250 node=N8235 type=control1 q_typed_reliable_context=4.147568 sequence=731.042716
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=251 node=N7391 type=observe q_typed_reliable_context=2.599192 sequence=733.641908
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=252 node=N2251 type=observe q_typed_reliable_context=4.429260 sequence=738.071168
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=253 node=N6537 type=observe q_typed_reliable_context=6.971858 sequence=745.043026
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=254 node=N697 type=observe q_typed_reliable_context=3.527157 sequence=748.570183
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=255 node=N6678 type=observe q_typed_reliable_context=4.379818 sequence=752.950001
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=256 node=N1352 type=observe q_typed_reliable_context=6.468757 sequence=759.418759
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=257 node=N680 type=observe q_typed_reliable_context=5.759619 sequence=765.178378
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=258 node=N2247 type=observe q_typed_reliable_context=6.364606 sequence=771.542984
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=259 node=N696 type=observe q_typed_reliable_context=4.239985 sequence=775.782969
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=260 node=N7452 type=observe q_typed_reliable_context=3.143252 sequence=778.926221
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=261 node=N4900 type=observe q_typed_reliable_context=1.311354 sequence=780.237575
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=262 node=N7444 type=observe q_typed_reliable_context=2.243743 sequence=782.481318
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=263 node=N5726 type=control1 q_typed_reliable_context=1.965555 sequence=784.446873
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=264 node=N732 type=observe q_typed_reliable_context=6.355472 sequence=790.802345
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=265 node=N8234 type=control1 q_typed_reliable_context=6.949138 sequence=797.751483
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=266 node=N2216 type=observe q_typed_reliable_context=5.104621 sequence=802.856104
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=267 node=N6593 type=control1 q_typed_reliable_context=3.456093 sequence=806.312197
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=268 node=N2218 type=observe q_typed_reliable_context=3.039638 sequence=809.351835
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=269 node=N2255 type=observe q_typed_reliable_context=6.496061 sequence=815.847896
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=270 node=N8783 type=control1 q_typed_reliable_context=3.413877 sequence=819.261773
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=271 node=N2183 type=observe q_typed_reliable_context=4.803997 sequence=824.065770
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=272 node=N8233 type=control1 q_typed_reliable_context=4.602561 sequence=828.668332
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=273 node=N6562 type=observe q_typed_reliable_context=2.560757 sequence=831.229088
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=274 node=N6743 type=control1 q_typed_reliable_context=1.561200 sequence=832.790288
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=275 node=N771 type=observe q_typed_reliable_context=6.903709 sequence=839.693997
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=276 node=N7472 type=control0 q_typed_reliable_context=6.842425 sequence=846.536421
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=277 node=N8608 type=control1 q_typed_reliable_context=7.061089 sequence=853.597510
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=278 node=N717 type=observe q_typed_reliable_context=5.790440 sequence=859.387950
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/best_final_horizon/a0p20_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T04:55:48 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=169.1 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/best_final_horizon/a0p20_h1_c2/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
