* Log file for the circuit netlist_full_scan.bench.
test  268: 1100001101001010110101001010100011101111011101010101011110111001111010010011101111111001100001001110010110010100111100011101110011110010001100100110110011000001001001111001001111111000100011011100011011001010111001100100101001010110111011110101111001000100111011101010110010011110110111011010101011111100001001011110110011110000011110001001110001111110110100000000010110111100111001101111000000100101011111010111111011011001100111111010110010111101101100110001111000110111010111001001011010010110011011011010101101101001111 0011111111111111111111101111111100110011000011111111111111110111111111111101111111111001101100100110001001111001110011010000000100001011000111000101000001001001111001001111111000100011011100011011001010111001100100100111101101110110101010111111011111111111111111111111111111110110101011011011001111101111101111111111111111111000000000000000000000000000000011000000000101101111110001110010100010011100011111101100000000000000100111000111111011000000000000001001110110011111110111001001011010010000011001010101010111111101110111111101110110011111101111111001110110001000111111010001110101011010010011011001100011110000111101010111111011111101110011101111100110101101101101010000101000001010011010011011100100100101100110100101010011000010100100111111111100101101000101000011000100010001001101111110010001000010    1 faults detected
test  269: 0111001001010001100010000110101110101001111111111010111111000101010101110010100111001010111110110100110000101110110010110111000001111001011111001011110101000010010110000011101011100001100111010000110110000011001001000000001110101111101111111000011111101111101101110011101111000110010000101101011000001100101000110101010110010101011110001111000000100111001100011000011100010101011011000110000101000101010110010110101111011011000001000011111010110100010100100010111001000100001110111011010111010011101110010100100101111110100 1111000000111010111110111011100010010010110011110100111100001111111011111010111000000000000000000000000000000000001001011001000101111001101001001111000010010110000011101011100001100111010000110110000011001001000011110001100100001011010110000011101001011111111010111111000101011110011111111001011001011101011011101110000100010001000101000011000110110101010000111100111001100011011111100010010101011001011010111101101100000100001111101011010001010010001011111110101101010011100101001110101101000001100011011100001100110100101110010001000100111100110111011011110010101100101100110000011000000011010101111010100101001010000011111111101101010110010111011011111110101100110100111111111010001100101001001110111101011011101111110010101111001111101000111110101101110000111101111111011000000100110110010000000100000001   77 faults detected
test  270: 0111010110001111101101010010010101000111100010000110100111010011111001001001110110000011111000110111111000011011111111110101010110000011100111001100000110000110001001001010011111001001110101010100000100011110111101100101100110010111111110010100101111011110101001001110100100011001110000000011101011111011000001110101000111011101000100110011100100101111110110011111010011100000111010110001111011110001010000110000101100111100000110110100000100000011011001110111101100010011111001100101101110111011011100010000101010010100001 0011111011111111101111111111101100000001111011010001111110110111111111111111111111101100000110011100111000001101011001001001110110000011110000101101000110001001001010011111001001110101010100000100011110111101100101000110011100000000111010111110111111111111111111111111111111011111000010011101001111111111111111111111111111110100011110111100011010111000001111101000100011110111100010101100101101111011011011111111110001011011011110110110111111100111011110110100001111000001101110010010011010011000110110011001010111111111111101111101011110111011111011111101011011101001110111010001010100011010100011010000000011100000100111010111110101100110111011100111000111011100101101010010101110001011011010011111101100001100110001110100011001000000001110110001011100011101000111111111000000010101011100101110010000000011   69 faults detected
test  271: 1000001000010111001000110101100000111011001110011111010001011000111011001110000100001011111101111111011111011100000110101100011011111110001001000101100110100110000110001101110101101101000111000001001110101101010010000100101101101101110110100111000110110010101100000111100101100010001010111110100110100000101000011100010011001000101100001000001101001110111001110110001101110101010111101011001101101101111101111101001110111001100100010111100111001011111011010001110110010100011000111011000110000101110001111001101110001110000 0111010001001100100011100001010010000101010010000010010001110010110111011011011010001100110100010010001111111011011011101111100000101111000111110100100110000110001101110101101101000111000001001110101101010010000101011000100010101111101001101000111011101110011011110001011000100000101100111010000011001000100110010110001011100000000000000000000000000000000001110010001100010001101001111110101111110111110100111011100110010001011110011100101111101101000111001110001111010000100001110011011110001111100101110101110111111111111111111100010111011011010111101001000111111100110111011001110100111011011011011101011111010000110100111111101111010010000011100101110111111111111111111111111110000011110001011010000011000011111010111100010100000000000000001101111110111101001111111111000000001111011100101110110010001110   98 faults detected
test  272: 1000010000111011000000000010001111000011100011110110000100001101011010010011001001011111110001100010111100101100011100111000110000010010110011110011111111111000100110000001000110001101101111000001101110010101110111101101100100111110110011010001000010100101111100100011110101100000011111111000101100111011110010000101111001011111011111100010110100110000010111110111000111101010010100100101110000110001010111001010110101011111110001110110111110101010000111001100001100101111110101101111101101110100101110010101000001100110111 1111111011111111111111101111111111100100110011011111111001001101110111111111111111011111111001111001101001000001111110011100011010011110100011000100111000100110000001000110001101101111000001101110010101110111101101011000000111111110001011001110111111111111111111111111111111010101100010100101101111111111111111111111111111111100011000011101001001010010101111111011101111011111100001100001011111111111111111111111111111101111111111111111111111111111111011100110111111111010010011001001011110110001001110100011011110111111000010100000100101111001111011010011100011111101011111111001110101011011100011110011110010011010110111110111101111010111110111101111011010101111111111111111111100001111101001111101000101011101111010111111001010100111100001001111010101101110111111111111011100011111001111111110001101000010    8 faults detected
test  273: 0101000100000110000001011000110110001100000001110110101100010010000110001001010010100001001000110110010101101010101111111100111011110010011101011110100111111101011100000110001000011111111001011111011001111011101100111000000111010001110000001111010011011011111011110001001101110010110101000100100100011011100011001001000100110111001100111000001111110100000101001001011001000010110011010100011010101101110111011010001010010011011010101100100111111110000001101100100000101010110011111110110101100011100001101010100101100011001 0111111111110111101111101111111111010001101100010001111101111101011111001101111100011100101111010111001001111011110110001001010010100001000011000100111101011100000110001000011111111001011111011001111011101100111011011100101101010001001001000110111111111111111111111111111111101011000000101001001111111101111111111111111111111101101010110001010110011010000110000100010101001011100001010110000111111111111110111101001111101010111111111111111111010111111010000011000010000101001010010001100011010000110110011001101100001011000111111100101101101111111000011011000010001001001111011001110100011010111011100001110011110010110101011111110111100001000111110111000011011100101111011001101010001010111010011101100000100010010110011110010100000111100100110001110100101101000000000001000000000101001110101110010000001010    9 faults detected
test  274: 1100111111110001100101101011010110100100011101000010001010010000101111001111111100011101100111001101001101111111011101111010111110011011011100001101111011111100110001000111101001111101000111010000001110000111110101011000000010110000001100100110001010111100110010101000110110001000110000101111000110110011111001111101010011111101000101011001010110110111010010111001111001101010100000100011111010101001000111000100001001110011011000100101110000100101000001110010111111111011010101001100101011101000010111101001110010101100010 0010001011111100101011111001111111000111111011010011011000110010011000000110100000011011110110000111011011001111101111001111111100011101101000110010111100110001000111101001111101000111010000001110000111110101011001100010001100001011110001101100110100111001000110101010010100101101010010010001010010111010100110010101011011111100000000000000000000000000000000001100010110100010010010101101111010001000111110100111101110001000010111000010010100000111001011101100010110111000111111110011110000111000100100010011011111111101110111111111011100001011001011011111110001101000011001111000110100101010010100111101011101011110011010110111110111011111110111111111110011110111111111010100111110001111111001101101001001111000010111110010101010110101010000101111111111110001000111111110001000000101011000101110000000000000   34 faults detected
test  275: 0100001010001100101011101000010011110000110001000101110100000110100111000101011011001000101100011011111100010001000100011011111000110110000000100100010110100010110101001000001001111000100110001001000011011100101010100111010100001001111111010111111011011001100111010110111101100101000110001001010001100001011101000101010000101100100000110000011011011011101101110011010001100111111001110000000000101111100101111011001000000100101000111101100111011010000011001111011111100011100100111010001001000101110111110011010101000010111 0001111011110111101111101111101001100110010000010011111111111111111111001101110111101101000100100000001101100011110111000101011011001000101101000111100010110101001000001001111000100110001001000011011100101010100111011001010001100010010100011000111111111111111111111111111111010011001100010000001111111111111111111111111110111111101000000000011100111111001111011001110110111011011011000001100110011111111111111010010010101011110110111101111110101100111111100010110100010011011010100011100001010000011010110000100101111010100100110111011011001101011110011111000111011101110111010001110100011010111101110011010111010100111101111111111111101011101111101111111011110111011111010000001010001110101011110010001111100001011010111111100010100011111000100011011111111111110111111111011000000000001110000000010000000011    6 faults detected
test  276: 1110101110110010101011111101001001110011101110110101011111110110100110001010011111011110110111000110100000100101000100011010010110100111000110001101110110011100101011101011000101100011011110000010110110011111001000000101010011001110100001001110000000000101000010011001100100100010111101110110001100001101101001110011001000001011000010110100010101000010110011100000000100110001011010000000001100110101010000101101001110100011000100100110010000111101101000111111100101101000001010100101011110101001010110101010111101101000101 1001111011111111101111111111111101100110010000101000001111111111111111111001110101001101110110001100011100101101011100010001010010000010110001110110011100101011101011000101100011011110000010110110011111001000000101001000101111011101100011000011011111111111111111111111111111110111101010101101011111101111010111111111110110111101011001100000000010110100011010000000111001101000010101000101110111000111111101111110011100111110111001011011111111100111111111101000101101111011111001010001100101111110001000001010010101001010000100101011001011000110010010111111000101011100110111111001110101010011111001110011111111010101110101111111111011101101101111100111011111111111111101110100101111001110001011000100010111010001101010010111110010110011101000110001011111111111111101000010011010000000001100010000000100100010   12 faults detected
test  277: 1101010101010100101100001111011000010000010000101001000101110111011000110011111001100100000101101010101101010000111100011001011001011110110010110110101100011011101110111011001100000011010100110000001001110000100101101101001001010010110100011010001101100001110010010011111100101001010111010110001011110101101100111100000001000011100010110101110011110000010011110010110001101000001001000110100000001100010101101100111010101100110100010000000011111010000011011011011001100010101100111010010101111001010011010100000111011011000 1100011000001000000111110011011011110010010011100001101000101100010110100101001001000110101101101001101111010011001100011110000101011010101011010101011011101110111011001100000011010100110000001001110000100101101111001010010101110101100010111101110000010000101001000101110111001000110001100110010011110101001011100110101000110001100000001011000100100000101110111101000110101110101001010011000001010110110011101010110011010001000000001111101000001101101101111011000000100110011111001100011001000101110101101110011111101011011010110111001101101100000111011111000001011000110111110001111101010110110001110111000101011000110111111111110101011111101111101101110110110111101111111110001110001010111000010011100000111000100011101111010100100011100011001011110100001100000000111101001100010001101011010000010101001000    1 faults detected
test  278: 1011101001110001100100110101111111010111111111000100110100101111011111000010000001010011010001001100010110111001101111100100101000001101011011000001101010101011000010101011110000000000011100110110101010110110010111010110000011110011110111011110010101000010101011101100110001110101100010000000001100101000101010000001010101100100110011111011011100100000001011111011010010100110001011111101010010101001011100101011010000010010110110000110001011000000101011010001100101010000100011100101011101100101001111110111010001011101111 1101111111111111101111101111111100011100111010000100111100111101110111101111111111101010110000011011010110000010110101010001000100001011100111000100101011000010101011110000000000011100110110101010110110010111010100011101011000100000000011001010111111111111111111111111111111010111111111001100111110111111111111111111111111111100101010010101111110100011001011000111111000110110110101110111001111111011111111001011111111011000111010111111110010111111110110011101111011001010000001000011111101110101010101010011010101010111010110111000101101010000111011011001010010101101010111110001110101011010010001010001100111110010110101110111100111101111110011101111111010010111111101111100001110001010101010010010101101110101111010000111011101000111101000000011111101101100000111111110001000010001001100111110000100011011   11 faults detected
test  279: 0010111011110000010101001001011010010110110101100011010110101000101101100110010100010010000100011111011111111011110100100100000100101100110001011111101100010101100010101110110001001010011110000010001000100110011110010101010011100011101111010111010111011100111000110101010101011100111000111011111110101010001110001011001111101101111111011001011111110111110000101111000001100100011010001000100110000101111001011100000011001111000010010111111101010011011001100111010110111000101110110111010110000101111111110011101111101110101 1011111111111111101111101111111101111000001000000100110111111101111011101011111111000110111111010001100110100100010101010001000100000010000011110100010101100010101110110001001010011110000010001000100110011110010101010111001110001110111111101010111111111111111111111111111111000100011101111001111111111111111111111111111011111101000011001000100010110001001110110101110101111100011000010111100111110101110001111101111101011011111111111101011111110111011111101110100001001000101001100110110000101011011110011000110101000110000111111100000011010010010110101101101111101000010111011001110101011110001010010000011011100110101110010111100001101111101011100111111111010100111111110100111110001010101010011110100111110000101111001110011000000111111010100001111110001100000111000011001000010001001100010000010000000011    4 faults detected
test  280: 1010111010111011000011111111001111001101101110100100100111001000001000101001111010110101000010111010111101011110101100101110000110011101001111000000011100011101100101101001000000010011010000101001110000001001111110001000101001011101001100101011011010100011000111001010000011011001011101001111001011110001001111010011101111100111011010111010001101001001010000001111110000101010000101100101110101001111001111111011110001100001001101001111101011000010011011110110010010001110011000101111111000010101000101010101001010010110000 1001101010011111111000101111001000110001010000101000011101101010011001011101001010000111000000011110010111001100000101100101000010100001010001100010011101100101101001000000010011010000101001110000001001111110001000110110010111010011110010111100101101101110100100100111001000010111001010111000100101000011111110100011001110001011100101011101001101000010101010011010101100101101101001010011000100111111101111000110000100110100111110101100001001101111011001010110000010101101011110010100010000011011110010111001111011111111110111111100100100011111101011101111000000101001011011000001010101010010010101111110111001100100100100010011011110000110001110101111001111101100101111011101001000000111110001010100111011100001110010010110001110110100011100000111010110001111110000111100011000010000110100111110110000000100    2 faults detected
test  281: 0011111000110101110101010001111101110111111000001010000000001011110000101110110100000011011010110111010001000010111101011111010111011011101001111011011110001011010100100101011100100000100111001001010111010101000000011001001110100111000111101100011100101000111111001101111001011010100011101010101101010101110001111010111011011000110100110100111111110110001100011010101100010100101111111110101101100100000100111101001111111100101101101100011010110111000001110000101111101100101111101000000000100110110000111110001001010010110 0010110001101101110101111000111010001111100011111100001100011011110001110010111001001111011011110010111011011101010000101110110100000011011101001111001011010100100101011100100000100111001001010111010101000000011010010110101000111010101011010101110111011000001010000000001011101010101010001010101100100000000010111110100110111101001101101011111111101001010001010100111001110010000000011011110000010011110100111111110010110110110001101011011100000111000010110010111011000000101101110100001001100100100000101111101000010011101101111100101101111100111110110111100100001000001101101000100100000010011101110011110100110000011011100011000111010010111100001011000001000111110110011000011001001010001000101011011000000101011111010011000100000011101000101000000100010001000010111101101001000100010000111110000100001011    1 faults detected
test  282: 1111000111011011101011100000001100101011100100001101000110000010010010111000101100010110110011001100000000001111011010100110100001110111101010010101010011101100111110000010010011011000010010010111110000001111000101111110011110000110101111001110011110010101010110100100000111101100001000000111110010010010011101001011000010111010000101010110011010100000001111011110011101011110011010010010101110100100100001101011000100101111010000011100110000100001111011010011101111101001001110001010000101001010000101010001010011100110001 0011111111110111101111101111101111111011100010000010111111111011111011111011111110111001010101001010111101110000110010111000101100010110110001100110101100111110000010010011011000010010010111110000001111000101111101111011000010000001111100100100111111111111111111111111111111001100110011011100011111110110111111111111011111111101001011101010010010110011110110110000100001111111010100110011110011001110111111011110111101100001110011100110110111101111001110100110001101101000110100011101001011110011011011111111111101110110000000110011000111111000001010100011100111111101011111110001110100011111001000110001010010110101111110111110111001001110110111100111010111100110101111110110011110001010011011111001111010111101100011001110011011000011111010000101010101111111110010111101010000100001011100010000110000000010    2 faults detected
test  283: 0101011100010011110010111100101101101010101011111111111101001011101011000000010010111000110011110111100010100101010101010000001001000000100110010110010101001110110101111000110100010110010011001001111000111010101110100111111001111101100010000010100101011111111000111000010111100000001100110110110000011101100100001001100110101011100011011011110011101010011100110000101111000111010110111010111011110101010011010100101111101010000011111000011100111100011101001101001001000010011000111111000010100000011111100100100111100101100 1100011001010110011101000010011000111101111000101001100010100000100011011111001111110101001101001100100000010010000101010101010010100011110111100100001110110101111000110100010110010011001001111000111010101110100101111000000011001101101100000111001010001011111111111101001011111100100100111111000000101000011111100011001000010001011110111010111011010111000101011110011000110101000110000101111101001101010010111110101000001111100001110011110001110100110100100101101100011101001000000011010100110011000111110101010111111101111100111110011101101011000010111110010111111101110111111001010101000010010000111100011010100101100110111100111111111111110111001101011111111110111110011101001001000110111011010100100111100000110101001100000011111001011010011111110001110011110111111110011000000100010000111110001000000001   74 faults detected
test  284: 0101110011111110110011111001000101010010011011011010100110100010111101101101110000001010100111101111110110000100011100011010001101100110000011111011111100001100010100110011001110100100100000000101110100100100001011010100010000110010011100100000011001000101001000110100101011110001011101100011100101101001000101010010001000111001001110000101001000110010010101101101111010110001000000111110000010010011011101111010011011010101001010110000001001000001111100101100100001011011101010001001100010110111000010110011100011000011101 1011111111111111101111101111111101001011000100101000101111111111011101101111011111000111111011111000001100110110011100011100010000110111111011110110001100010100110011001110100100100000000101110100100100001011010110111100010111011000111001011010111111111111111111111111111111010010010001010011011111111011111111011111111111111110010010000011111000000100011010010100011011110101100101011111101101111111111011101101011101111011011110110100100111110111111110000011100101010000001110110110111100101001100011010001010111111111111111111101011111111001110111111111110111101100111111010001110101011010110011110011101111011010110101110111110011001011111111100111110011011110101111011000111111001111011001111010000100100000000000100110000000110001010000000001110101001100111101111111011100001010001101000000010001000010   15 faults detected
test  285: 0100101010111111110000010101101000010110011011110110110000000000001101111110011001100111011001100111110001110011010001011101110110001010001111010101100000010000110010100111011101110000111101111000010100111010000011000000001111111011001000111110101101101010010111100011100101011100100101011000011000101110101110110001000100110110011111101101110110000111110100001001101000111111101110001100111111000010000001001011001000010011010001110111001001101111101100100011100010100010101100111111010111011111111000001111011101110101000 0011100010110010001100110111010100000000000000000000101010111110001001101111111000000000110101011110001010001101100010111010011000111000001100111101010000110010100111011101110000111101111000010100111010000011000001000011001010011101110111000011110110011011110110110000000000010011010100101001011111011101011111100110101000101010000111111001100011101111111011010001100001101010010011101010000000000100101100100001001101000111011100100110111110110010001110010101001011100110011001111110110101110100100011001111110001001000101001011011001000101100010100100111010111111001110100111000100101000100110001111001010100010001010010101111100000010000111110001000100011101110100110010001001110001001101010001001000000100000000110000010010000110111110001000000100100000000111000000000011000000100011000111110011100000000    3 faults detected
test  286: 1101010111101101110000011001001000101111111010101101110110001001111011100001001110011100010101110110010111001111001111001101010000111101001001111001011101101110001110101001110111110010000101100101111010011101011000100000000001110101101111001111000001001101001011010100110011011110001011000101111111101110001010100000000011100111010100110000110110100000100110111010011100111101101101111010110111111101110101001010111101110001011111001010100100111001101111111000101110110100110101110011000000101010111001101111110110000001111 1111111111111111101111111111101101010001001111100011100101111001111111111111111110010111010011110010010111100001010001000000000101011110000010100101101110001110101001110111110010000101100101111010011101011000100000110111100010110001011111111011111111111111111111111111111111000000000000000000001111111111111111111111111111111100000000000000000000000000000010110100010011011111010010011111111011011011111010001100111110000000110110111110100011001111100000000001111000111001110010000111011111110011110101000001111111111111111110111111110100110101001110111101010110011001011111010001110110010010100001010001000011110001111111110111110001111111101011100111010010010111101101111100101110001011111010011100101100110000100101000101011100000111101010001101111100001100000111111111001000000001001100101110010000001011   18 faults detected
test  287: 1010000010100110000100010001111000100100000000100110101001101101011000000110101110110011011100101010101010000110010111000001011111011110110010001011001001000100001110000001111010010101101101100101101110001010110100010010011000110101110011100101011010111111100111100110100100101001100011000011010001010110100110001000000010111011101110111100010110101000001101111010101000001011011111111101000001010010010010101010111000110010010001011110100000011111110101001001110001101101101000010110110011000111001011010110001010001110011 1111111011111111101111101111111111001010101010100000011101010111111111011111111111110010011010001001101111011111010001110100110000101010101010011101000100001110000001111010010101101101100101101110001010110100010001001010011000110000110100010101111111111111111111111111111111000000000000000000001111111111111111110011111111111010010100000101111111110110100011010100010001111101010010111001100010110001010001000111101101111000101100010100010001111011011110001110011011001101110101100000011110101010110010101001011111111101111111111111000111110001010110110111100000111001011111010001010101010010101001110101001010100000101111010110110001100001101111100111100110011111101111010010011011001010111011011101101000101000000101011101010000100111010110010101110100001110110000111100011000000101001110111110010000000010   16 faults detected
test  288: 1100100011000001111000110110001010110000001011100111100110100110100110011110010101000101110111000001100001001000000010010011010001110110101101100111110011011000011011111000011010111011010001000010101110010111110100000100011110101100101101111111000011100011110000101111001100000110001010100001101011010111000111010111011000110101011100011000001001101000101100111000101010111111111000111001100010101010110000111101111000000011100010101001001010011100100001000001001000010100010110000111111110000011011111011010011010001111100 0111101010110001101110101110001101101101111100111001110001111111011010011010111100011001111100110110101101110001011000101010011100101001010000011011011000011011111000011010111011010001000010101110010111110100000111000001100010101000011010110101010000101011100111000110100110001011001011011111011000001111111100001101000101000000000000000000000000000000000001011100011001011101001101111101111000101000101100001111111100000000100100101001110010000100000100101111101110100010101001111001100000011111001001101111010111111101110100011111100100011111001011001110110000101100010001110000110100100000100001111111001111011101011010111111100111010010001111010011111010100110100110110111111110001111111001011000100100000000110010101001011010000111010000000000100100000000110010111100011110011110111111111110001011101000   40 faults detected
test  289: 1011001111110001000100110000111110100000010000101000111110111001110100000000100010000001010101110110010001010100000010000101011010110111100011010101101011011100011111001111010000101110111010011000111100000010111000110111100001110001111101010100000010000111000111000010110111111001000001100010001100010100100001000010010100111011100011000110011001001110011100000100111100010010000100000110000101011111001001111011110110000101001100100011111110101101101011000110111010011101000100111000000010111001000001000000010100011111100 0000011001110010000000001000110010110011100110101000010000010101011111000111000011111010110101011000111101101011001111011111101010111011001000110001011100011111001111010000101110111010011000111100000010111000110101111110010000011000100011000101100000110000101000011110111001010000111001000111110011101000000011100100010111001011110101000011000001000010010000011011111000110001101100110100110100100111101111011000010100110010001111111010110110101100011011111111101010000001000100000000101111110011000011110010000111011100111000100001110100111100111110111111100101011000101110011001111101110011011111111101100001111110110101010101111111001110111111111111101011011111111111111010111110000110001001011000011100000100011010101110011101010111110100010001010001011100110010111101011100011010011001111110010111001101   12 faults detected
test  290: 1101111010001010011111000000100010011101010101100100001110100100000101000110011101110101111110010111011001111000011011001001000101001110101010010001101101010100001000011000011011110000011000100010000001010101100111010010001111011110001000010111000110011010111001011011011011111010010101111110100101111110010110010010011011100100101111110011011101101110011001101111010111100111011101000111111100010111000110001001000100001000110101011111100010011100111111000010100111101110000100010111011110011000111111010010110111000010111 1011111111111111101111101111111111100101110110011110010101111101111111111111111100110110110001001010101110010100011001101100001111001101110100111101010100001000011000011011110000011000100010000001010101100111010010111110100101011111101001011111111111111111111111111111111111100001111011111000011111111111111111111110011111111111010001111111000101110111001110110111011101001010000110001110011101111110110110111001110111111101111111101101111111111101101010000010111110101110111001100010100111101101101101010001111110110010101001110011010001000101001110011101100010111000110111110001010101010011110001010000010011100010101111110111101101001001011011111111011110100101011111110111111110001011101000111010100101111111011111001111010011000111110010100111111110001100000101000010001000001011001110101110110000000010   10 faults detected
test  291: 0001101111110100100110011010010010010100000000111001010000001101011000110010010011101001011110111000011111000100010101001000011001011101011100100000110010000001100001110100101101100111001000011001101010010101101101101111111100010010001100010010101100010000011111101011011000110011111101101111100111101001001100010110111101110111001000101101101001010010100111101000101011011010101101011110101111110001100110110111011010011001000000101001100101111011100000000001100000011011010101010100101011000010110000000000010000101010011 0101111111111111111111101111101001111100111000011111111111100110011001101101111111101001100000100111010111010011011111110001100110000011000010011100000001100001110100101101100111001000011001101010010101101101101110001100111111011011111001111010111111111111111111111111111111000000110100101110101111111111111111111111111111111100011111101011110101101010110111011110011111011011111100110001001111111111111111111111110111111111111111011111101111111100111111001010011010010111001001001100011110111100110100001111011111111101110110111100010110001111101011100001000011111000111111010001110100011010101000011001010010110110110110110110110101100100100011100111100011011110101101011000011001111011111111110101101110100000110011110100010100000011010110010001111100111110110101111111011000011111011100111111010000001010    1 faults detected
test  292: 1100010111100010011010000011000010011110001100101010101100110110000110000011010000110010100101000000010110100000010001110110010101110010100100000110001110101010011000111110000011010111101111010101011000000101111100001100100000101000101000111101000000111111011010011011010111111100010101011011110001001010110110011010001100010100101011010101101000110001111001011101100100011000011100111011101101010000111101101101111001101110001010000010011110100100000110001000111111010010010101100000100010100011101001011101000010011100010 0001010110100011000101100110110100000000000000000000000001011110001010001010000010001110001100000100101001110101001000111011111101001011111110110010101010011000111110000011010111101111010101011000000101111100001100100000101000101000111101000000111110001100101010101100110110101010111001101011001000101000100000110101001001011100010101101110111001110000110001001000111101101010100011111110010011110110110111100110111000101000001001111010010000011000100011111100010101001100001011000001100101001111001010000101010011111111111111011101010110101001111110101111100010001001111101000000100101001001100111111110001111000000000010010011000100010011111111001011110100111110110100011001101011111110111100110011101000000000000100000000010001000111110000000000100100000000111000111101111111011110000111101111110001100001    2 faults detected
test  293: 1101000101001000000000111101100011111011110010111101000111001111010110101011111010010101010101001100101101000001000001000001111100101100010111110000100000101110011101010010001001010100110100001100100011011011001011011101000001011111010000100101110011010110001011100001001100011100100111100100011101000110100100011000000011111001000100100011010111001100000000111100010001101001111100010011110110110110111001111011010000101010001001111011011100100011011111000010000110111010100000110110110101000111101111100011110111101001011 1011111011111111101111101111111111100001101010000000111111111111111101111101111111000000100001111101000110100111110110101011111010010101011010010101101110011101010010001001010100110100001100100011011011001011011111000111001001111001000111010001011111111111111111111111111111111101111000111110111110011111111111111111111111111111011011011110010001111100101111000111100000000110011101011000100011110111111111000010101000100111101101111110111101111100001000001001011010101001011111010101101011010111000110111111101100111100111010110110011010010000011111001011001000111100101111110001010100011010001000110100010011100111101100110111101111000000110111101111101111101100101101111100001111001010011010011111110011110100010010010110010111000011111100110111010101111101000000000000100001000101011110010000100000001010    1 faults detected
test  294: 0010000010001011010101000000001110110001000111110111001000111010101110111010000100000011000101110111111010101011011101001000101011111001101000010000101001001011000111011100001001110001101111011001010000001011001001100111011000101010111000101111001100000010011010111010110000111101010011001001010001011111110000010011001100000111010000101000111110001011100011101100010101110010100000000100100000000011010001010101111110101011111101010111101101011011011111100001010000011110111011100100011101100011111100110000000001110011001 0101111111110111101111101111111100011010001000111001011011111010011111101111111111110010100001000010110011111010111110111010000100000011000011001100001011000111011100001001110001101111011001010000001011001001100100001111010100110010010100010111011111111111111111111111111111110000000001100111111110111111100111111111111111111010000000001001000000001010011111000110111000111010001111100010110101111101110111111010111111111111011111111101111111111110110111110011000011000000100001011101110010101110110000011001011101011000100110110101101010111010111001000011100010101101111111110001010100110010111000101001100010111011111110111110101101001001100111110111010111010111101111111010111110001010001000000000101111000000110011001110010100000011100011000001110100101111110000111100010000010001001100010000000100001010    1 faults detected
test  295: 1000001100010100000100100001110100101001011111011010001110000100011100110011011000101000000010110110100111100000111000010100101011110110000111000001000110110100011011001100001011010000111000011111001011110001000111100101100000111101010001110001111001110000100110001010001000100001000111100010010001000011101111000111011111111000101010100010000011100111101001000100010000110100100110111110000101101110001101110010011101110000011110101010010001011010101110011101001111011000011110111110110101101100000010010110011100001000011 1101111111111111101111101111111101001010100100110001111111001111110111111111111111001100010000011100001101111010110011000000000000001101001001100100110100011011001100001011010000111000011111001011110001000111100110001000010001111000100100010000011111111111111111111111111111000111001101001000001111111111111111111111100011111111101101000011111011001001011011000100010010111100111000001000100111111010111010111011110101101001111110101110101110111101011010001000010000010100011011001100111100010110001000111001111111111111111101111110101111111111001011100111001111111001011111110001010101010010001000110000010010100111100100111110101011010001001111111111111111100100101101010001011111001011111011010011111011100011000100110110010010100101010000101011110100001110110000111100111101010101001111000000100001010010    9 faults detected
test  296: 1100010100101100110010010110111011111111110100011101101000010001011101100100000001010100111111111001110110001111011000001000101100000100110100101000010011011000011100101001010101000010011010001110110110110110111000001001011101100000111110100010010011110111110010001101011010000100101001110010011011110100011001000000101001010000110010011110100101101111010111110110011111011100001110100010111010010110111111110110110110100111010011001110110101100000111110011011001101011010000110100101100110011011110101110100000011011101011 0001111111111111111111101111111110101100010011111011110100100010111111001011011101011001000010100101100100000110111000001101111000110111001111111100011000011100101001010101000010011010001110110110110110111000001010100001001010011100100110111101111111111111111111111111111111000000000000000000001111111111111111111001111111111100000000000000000000000000000010110010000010100001001011010001101011101101110011110111111111011100111011011100111101111111110111011101011100101010000000100110111111000011101001010111111111111111111111111111010111101011001110011111110111101111011111011011110111110010100001110001010111110100110101111111111011001101101111110111011111010111101101110010011100001011111001110011000100000000000000000100010000100000000000000001110100001100000000111101001000000000001110111110110000000011    3 faults detected
test  297: 0111011011111000001001111000011001011101100101011101011001000001001100000110110000010110000111110101111110000000010010100001101011111110111100001111111010010111011000101001010000011100100010101100100111000100100100000001001010011100010001100100001000011000101000011000010010111000111001110101100011110110000111100110100110111000110010011010111010100100011110001000010101001100001111101110111100110100110000111000101010110100011010001010101011111001110111111110111000111000011001111000001110110100110100100100101110011101000 1000110101110110010110011110000101001001110001101001001000010011000100011100101001001011111110000111101111111010100010100100000000111111010111110001010111011000101001010000011100100010101100100111000100100100000000101110001110011101011000111101111101100101011101011001000001100101011110001110000101101110000011110011000011100001011001111011101111100001100110111100011010111001110001110100010011000011100010101011010001101000101010101111100111011111111011111101000001101000001101100000110101101011111001011101011111111101111111111101001100111011100111100101000111011101011111110101111101111110011101111101101110011000110110110111101111011101011011100101110111010101111111011101001101001011010000110001100011011011011100100100000000000000110000101101111110001110110101111111111101011111111011101110001001000000   20 faults detected
