deep_node	original_net	original_kind	original_gate	original_order	deep_gate	boundary_exact	local_truth_exact	global_signature_exact	deep_is_sink	paper_candidate_legal
N5118	P2_U4084	GATE	NAND	4596	NOT	True	True	True	False	True
N5119	P2_U4085	GATE	NAND	4597	NOT	True	True	True	False	True
N5120	P2_U4086	GATE	NAND	4598	NOT	True	True	True	False	True
N5121	P2_U4087	GATE	NAND	4599	NOT	True	True	True	False	True
N5122	P2_U4088	GATE	NAND	4600	NOT	True	True	True	False	True
N5123	P2_U4089	GATE	NAND	4601	NOT	True	True	True	False	True
N5124	P2_U4090	GATE	NAND	4602	NOT	True	True	True	False	True
N5125	P2_U4091	GATE	NAND	4603	NOT	True	True	True	False	True
N5126	P2_U4092	GATE	NAND	4604	NOT	True	True	True	False	True
N5127	P2_U4093	GATE	NAND	4605	NOT	True	True	True	False	True
N5128	P2_U4094	GATE	NOT	4606	NOT	True	True	True	False	True
N5129	P2_U4095	GATE	NAND	4607	NOT	True	True	True	False	True
N5130	P2_U4096	GATE	NAND	4608	NOT	True	True	True	False	True
N5131	P2_U4097	GATE	NAND	4609	NOT	True	True	True	False	True
N5132	P2_U4098	GATE	NAND	4610	NOT	True	True	True	False	True
N5133	P2_U4099	GATE	NAND	4611	NOT	True	True	True	False	True
N5134	P2_U4100	GATE	NAND	4612	NOT	True	True	True	False	True
N5135	P2_U4101	GATE	NAND	4613	NOT	True	True	True	False	True
N5136	P2_U4102	GATE	NAND	4614	NOT	True	True	True	False	True
N5137	P2_U4103	GATE	NOT	4615	NOT	True	True	True	False	True
N5138	P2_U4104	GATE	NAND	4616	NOT	True	True	True	False	True
N5139	P2_U4105	GATE	NAND	4617	NOT	True	True	True	False	True
N5140	P2_U4106	GATE	NAND	4618	NOT	True	True	True	False	True
N5141	P2_U4107	GATE	NAND	4619	NOT	True	True	True	False	True
N5142	P2_U4108	GATE	NAND	4620	NOT	True	True	True	False	True
N5143	P2_U4109	GATE	NAND	4621	NOT	True	True	True	False	True
N5144	P2_U4110	GATE	NAND	4622	NOT	True	True	True	False	True
N5145	P2_U4111	GATE	NAND	4623	NOT	True	True	True	False	True
N5146	P2_U4112	GATE	NOT	4624	NOT	True	True	True	False	True
N5147	P2_U4113	GATE	NAND	4625	NOT	True	True	True	False	True
N5148	P2_U4114	GATE	NAND	4626	NOT	True	True	True	False	True
N5149	P2_U4115	GATE	NAND	4627	NOT	True	True	True	False	True
N5150	P2_U4116	GATE	NAND	4628	NOT	True	True	True	False	True
N5151	P2_U4117	GATE	NAND	4629	NOT	True	True	True	False	True
N5152	P2_U4118	GATE	NAND	4630	NOT	True	True	True	False	True
N5153	P2_U4119	GATE	NAND	4631	NOT	True	True	True	False	True
N5154	P2_U4120	GATE	NAND	4632	NOT	True	True	True	False	True
N5155	P2_U4121	GATE	NOT	4633	NOT	True	True	True	False	True
N5156	P2_U4122	GATE	NAND	4634	NOT	True	True	True	False	True
N5157	P2_U4123	GATE	NAND	4635	NOT	True	True	True	False	True
N5158	P2_U4124	GATE	NAND	4636	NOT	True	True	True	False	True
N5159	P2_U4125	GATE	NAND	4637	NOT	True	True	True	False	True
N5160	P2_U4126	GATE	NAND	4638	NOT	True	True	True	False	True
N5161	P2_U4127	GATE	NAND	4639	NOT	True	True	True	False	True
N5162	P2_U4128	GATE	NAND	4640	NOT	True	True	True	False	True
N5163	P2_U4129	GATE	NAND	4641	NOT	True	True	True	False	True
N5164	P2_U4130	GATE	NOT	4642	NOT	True	True	True	False	True
N5165	P2_U4131	GATE	NAND	4643	NOT	True	True	True	False	True
N5166	P2_U4132	GATE	NAND	4644	NOT	True	True	True	False	True
N5167	P2_U4133	GATE	NAND	4645	NOT	True	True	True	False	True
N5168	P2_U4134	GATE	NAND	4646	NOT	True	True	True	False	True
N5169	P2_U4135	GATE	NAND	4647	NOT	True	True	True	False	True
N5170	P2_U4136	GATE	NAND	4648	NOT	True	True	True	False	True
N5171	P2_U4137	GATE	NAND	4649	NOT	True	True	True	False	True
N5172	P2_U4138	GATE	NAND	4650	NOT	True	True	True	False	True
N5173	P2_U4139	GATE	NOT	4651	NOT	True	True	True	False	True
N5174	P2_U4140	GATE	NAND	4652	NOT	True	True	True	False	True
N5175	P2_U4141	GATE	NAND	4653	NOT	True	True	True	False	True
N5176	P2_U4142	GATE	NAND	4654	NOT	True	True	True	False	True
N5177	P2_U4143	GATE	NAND	4655	NOT	True	True	True	False	True
N5178	P2_U4144	GATE	NAND	4656	NOT	True	True	True	False	True
N5179	P2_U4145	GATE	NAND	4657	NOT	True	True	True	False	True
N5180	P2_U4146	GATE	NAND	4658	NOT	True	True	True	False	True
N5181	P2_U4147	GATE	NAND	4659	NOT	True	True	True	False	True
N5182	P2_U4148	GATE	NOT	4660	NOT	True	True	True	False	True
N5183	P2_U4149	GATE	NAND	4661	NOT	True	True	True	False	True
N5184	P2_U4150	GATE	NAND	4662	NOT	True	True	True	False	True
N5185	P2_U4151	GATE	NAND	4663	NOT	True	True	True	False	True
N5186	P2_U4152	GATE	NAND	4664	NOT	True	True	True	False	True
N5187	P2_U4153	GATE	NAND	4665	NOT	True	True	True	False	True
N5188	P2_U4154	GATE	NAND	4666	NOT	True	True	True	False	True
N5189	P2_U4155	GATE	NAND	4667	NOT	True	True	True	False	True
N5190	P2_U4156	GATE	NAND	4668	NOT	True	True	True	False	True
N5191	P2_U4157	GATE	NOT	4669	NOT	True	True	True	False	True
N5192	P2_U4158	GATE	NAND	4670	NOT	True	True	True	False	True
N5193	P2_U4159	GATE	NAND	4671	NOT	True	True	True	False	True
N5194	P2_U4160	GATE	NAND	4672	NOT	True	True	True	False	True
N5195	P2_U4161	GATE	NAND	4673	NOT	True	True	True	False	True
N5196	P2_U4162	GATE	NAND	4674	NOT	True	True	True	False	True
N5197	P2_U4163	GATE	NAND	4675	NOT	True	True	True	False	True
N5198	P2_U4164	GATE	NAND	4676	NOT	True	True	True	False	True
N5199	P2_U4165	GATE	NAND	4677	NOT	True	True	True	False	True
N5200	P2_U4166	GATE	NOT	4678	NOT	True	True	True	False	True
N5201	P2_U4167	GATE	NAND	4679	NOT	True	True	True	False	True
N5202	P2_U4168	GATE	NAND	4680	NOT	True	True	True	False	True
N5203	P2_U4169	GATE	NAND	4681	NOT	True	True	True	False	True
N5204	P2_U4170	GATE	NAND	4682	NOT	True	True	True	False	True
N5205	P2_U4171	GATE	NAND	4683	NOT	True	True	True	False	True
N5206	P2_U4172	GATE	NAND	4684	NOT	True	True	True	False	True
N5207	P2_U4173	GATE	NAND	4685	NOT	True	True	True	False	True
N5208	P2_U4174	GATE	NAND	4686	NOT	True	True	True	False	True
N5209	P2_U4175	GATE	NOT	4687	NOT	True	True	True	False	True
N5210	P2_U4176	GATE	NAND	4688	NOT	True	True	True	False	True
N5211	P2_U4177	GATE	NAND	4689	NOT	True	True	True	False	True
N5212	P2_U4178	GATE	NAND	4690	NOT	True	True	True	False	True
N5213	P2_U4179	GATE	NAND	4691	NOT	True	True	True	False	True
N5214	P2_U4180	GATE	NAND	4692	NOT	True	True	True	False	True
N5215	P2_U4181	GATE	NAND	4693	NOT	True	True	True	False	True
N5216	P2_U4182	GATE	NAND	4694	NOT	True	True	True	False	True
N5217	P2_U4183	GATE	NAND	4695	NOT	True	True	True	False	True
N5218	P2_U4184	GATE	NOT	4696	NOT	True	True	True	False	True
N5219	P2_U4185	GATE	NAND	4697	NOT	True	True	True	False	True
N5220	P2_U4186	GATE	NAND	4698	NOT	True	True	True	False	True
N5221	P2_U4187	GATE	NAND	4699	NOT	True	True	True	False	True
N5222	P2_U4188	GATE	NAND	4700	NOT	True	True	True	False	True
N5223	P2_U4189	GATE	NAND	4701	NOT	True	True	True	False	True
N5224	P2_U4190	GATE	NAND	4702	NOT	True	True	True	False	True
N5225	P2_U4191	GATE	NAND	4703	NOT	True	True	True	False	True
N5226	P2_U4192	GATE	NAND	4704	NOT	True	True	True	False	True
N5227	P2_U4193	GATE	NOT	4705	NOT	True	True	True	False	True
N5228	P2_U4194	GATE	NAND	4706	NOT	True	True	True	False	True
N5229	P2_U4195	GATE	NAND	4707	NOT	True	True	True	False	True
N5230	P2_U4196	GATE	NAND	4708	NOT	True	True	True	False	True
N5231	P2_U4197	GATE	NAND	4709	NOT	True	True	True	False	True
N5232	P2_U4198	GATE	NAND	4710	NOT	True	True	True	False	True
N5233	P2_U4199	GATE	NAND	4711	NOT	True	True	True	False	True
N5234	P2_U4200	GATE	NAND	4712	NOT	True	True	True	False	True
N5235	P2_U4201	GATE	NAND	4713	NOT	True	True	True	False	True
N5236	P2_U4202	GATE	NOT	4714	NOT	True	True	True	False	True
N5237	P2_U4203	GATE	NAND	4715	NOT	True	True	True	False	True
N5238	P2_U4204	GATE	NAND	4716	NOT	True	True	True	False	True
N5239	P2_U4205	GATE	NAND	4717	NOT	True	True	True	False	True
N5240	P2_U4206	GATE	NAND	4718	NOT	True	True	True	False	True
N5241	P2_U4207	GATE	NAND	4719	NOT	True	True	True	False	True
N5242	P2_U4208	GATE	NAND	4720	NOT	True	True	True	False	True
N5243	P2_U4209	GATE	NAND	4721	NOT	True	True	True	False	True
N5244	P2_U4210	GATE	NAND	4722	NOT	True	True	True	False	True
N5245	P2_U4211	GATE	NOT	4723	NOT	True	True	True	False	True
N5246	P2_U4212	GATE	NAND	4724	NOT	True	True	True	False	True
N5247	P2_U4213	GATE	NAND	4725	NOT	True	True	True	False	True
N5248	P2_U4214	GATE	NAND	4726	NOT	True	True	True	False	True
N5249	P2_U4215	GATE	NAND	4727	NOT	True	True	True	False	True
N5250	P2_U4216	GATE	NAND	4728	NOT	True	True	True	False	True
N5251	P2_U4217	GATE	NAND	4729	NOT	True	True	True	False	True
N5252	P2_U4218	GATE	NAND	4730	NOT	True	True	True	False	True
N5253	P2_U4219	GATE	NAND	4731	NOT	True	True	True	False	True
N5254	P2_U4220	GATE	NOT	4732	NOT	True	True	True	False	True
N5255	P2_U4221	GATE	NAND	4733	NOT	True	True	True	False	True
N5256	P2_U4222	GATE	NAND	4734	NOT	True	True	True	False	True
N5257	P2_U4223	GATE	NAND	4735	NOT	True	True	True	False	True
N5258	P2_U4224	GATE	NAND	4736	NOT	True	True	True	False	True
N5259	P2_U4225	GATE	NAND	4737	NOT	True	True	True	False	True
N5260	P2_U4226	GATE	NAND	4738	NOT	True	True	True	False	True
N5261	P2_U4227	GATE	NAND	4739	NOT	True	True	True	False	True
N5262	P2_U4228	GATE	NAND	4740	NOT	True	True	True	False	True
N5263	P2_U4229	GATE	NOT	4741	NOT	True	True	True	False	True
N5264	P2_U4230	GATE	NAND	4742	NOT	True	True	True	False	True
N5265	P2_U4231	GATE	NAND	4743	NOT	True	True	True	False	True
N5266	P2_U4232	GATE	NAND	4744	NOT	True	True	True	False	True
N5267	P2_U4233	GATE	NAND	4745	NOT	True	True	True	False	True
N5268	P2_U4234	GATE	NAND	4746	NOT	True	True	True	False	True
N5269	P2_U4235	GATE	NAND	4747	NOT	True	True	True	False	True
N5270	P2_U4236	GATE	NAND	4748	NOT	True	True	True	False	True
N5271	P2_U4237	GATE	NAND	4749	NOT	True	True	True	False	True
N5272	P2_U4238	GATE	NOT	4750	NOT	True	True	True	False	True
N5273	P2_U4239	GATE	NAND	4751	NOT	True	True	True	False	True
N5274	P2_U4240	GATE	NAND	4752	NOT	True	True	True	False	True
N5275	P2_U4241	GATE	NAND	4753	NOT	True	True	True	False	True
N5276	P2_U4242	GATE	NAND	4754	NOT	True	True	True	False	True
N5277	P2_U4243	GATE	NAND	4755	NOT	True	True	True	False	True
N5278	P2_U4244	GATE	NAND	4756	NOT	True	True	True	False	True
N5279	P2_U4245	GATE	NAND	4757	NOT	True	True	True	False	True
N5280	P2_U4246	GATE	NAND	4758	NOT	True	True	True	False	True
N5281	P2_U4247	GATE	NOT	4759	NOT	True	True	True	False	True
N5282	P2_U4248	GATE	NAND	4760	NOT	True	True	True	False	True
N5283	P2_U4249	GATE	NAND	4761	NOT	True	True	True	False	True
N5284	P2_U4250	GATE	NAND	4762	NOT	True	True	True	False	True
N5285	P2_U4251	GATE	NAND	4763	NOT	True	True	True	False	True
N5286	P2_U4252	GATE	NAND	4764	NOT	True	True	True	False	True
N5287	P2_U4253	GATE	NAND	4765	NOT	True	True	True	False	True
N5288	P2_U4254	GATE	NAND	4766	NOT	True	True	True	False	True
N5289	P2_U4255	GATE	NAND	4767	NOT	True	True	True	False	True
N5290	P2_U4256	GATE	NOT	4768	NOT	True	True	True	False	True
N5291	P2_U4257	GATE	NAND	4769	NOT	True	True	True	False	True
N5292	P2_U4258	GATE	NAND	4770	NOT	True	True	True	False	True
N5293	P2_U4259	GATE	NAND	4771	NOT	True	True	True	False	True
N5294	P2_U4260	GATE	NAND	4772	NOT	True	True	True	False	True
N5295	P2_U4261	GATE	NAND	4773	NOT	True	True	True	False	True
N5296	P2_U4262	GATE	NAND	4774	NOT	True	True	True	False	True
N5297	P2_U4263	GATE	NAND	4775	NOT	True	True	True	False	True
N5298	P2_U4264	GATE	NAND	4776	NOT	True	True	True	False	True
N5299	P2_U4265	GATE	NOT	4777	NOT	True	True	True	False	True
N5300	P2_U4266	GATE	NAND	4778	NOT	True	True	True	False	True
N5301	P2_U4267	GATE	NAND	4779	NOT	True	True	True	False	True
N5302	P2_U4268	GATE	NAND	4780	NOT	True	True	True	False	True
N5303	P2_U4269	GATE	NAND	4781	NOT	True	True	True	False	True
N5304	P2_U4270	GATE	NAND	4782	NOT	True	True	True	False	True
N5305	P2_U4271	GATE	NAND	4783	NOT	True	True	True	False	True
N5306	P2_U4272	GATE	NAND	4784	NOT	True	True	True	False	True
N5307	P2_U4273	GATE	NAND	4785	NOT	True	True	True	False	True
N5308	P2_U4274	GATE	NOT	4786	NOT	True	True	True	False	True
N5309	P2_U4275	GATE	NAND	4787	NOT	True	True	True	False	True
N5310	P2_U4276	GATE	NAND	4788	NOT	True	True	True	False	True
N5311	P2_U4277	GATE	NAND	4789	NOT	True	True	True	False	True
N5312	P2_U4278	GATE	NAND	4790	NOT	True	True	True	False	True
N5313	P2_U4279	GATE	NAND	4791	NOT	True	True	True	False	True
N5314	P2_U4280	GATE	NAND	4792	NOT	True	True	True	False	True
N5315	P2_U4281	GATE	NAND	4793	NOT	True	True	True	False	True
N5316	P2_U4282	GATE	NAND	4794	NOT	True	True	True	False	True
N5317	P2_U4283	GATE	NOT	4795	NOT	True	True	True	False	True
N5318	P2_U4284	GATE	NAND	4796	NOT	True	True	True	False	True
N5319	P2_U4285	GATE	NAND	4797	NOT	True	True	True	False	True
N5320	P2_U4286	GATE	NAND	4798	NOT	True	True	True	False	True
N5321	P2_U4287	GATE	NAND	4799	NOT	True	True	True	False	True
N5322	P2_U4288	GATE	NAND	4800	NOT	True	True	True	False	True
N5323	P2_U4289	GATE	NAND	4801	NOT	True	True	True	False	True
N5324	P2_U4290	GATE	NAND	4802	NOT	True	True	True	False	True
N5325	P2_U4291	GATE	NAND	4803	NOT	True	True	True	False	True
N5326	P2_U4292	GATE	NOT	4804	NOT	True	True	True	False	True
N5327	P2_U4293	GATE	NAND	4805	NOT	True	True	True	False	True
N5328	P2_U4294	GATE	NAND	4806	NOT	True	True	True	False	True
N5329	P2_U4295	GATE	NAND	4807	NOT	True	True	True	False	True
N5330	P2_U4296	GATE	NAND	4808	NOT	True	True	True	False	True
N5331	P2_U4297	GATE	NAND	4809	NOT	True	True	True	False	True
N5332	P2_U4298	GATE	NAND	4810	NOT	True	True	True	False	True
N5333	P2_U4299	GATE	NAND	4811	NOT	True	True	True	False	True
N5334	P2_U4300	GATE	NAND	4812	NOT	True	True	True	False	True
N5335	P2_U4301	GATE	NOT	4813	NOT	True	True	True	False	True
N5336	P2_U4302	GATE	NAND	4814	NOT	True	True	True	False	True
N5337	P2_U4303	GATE	NAND	4815	NOT	True	True	True	False	True
N5338	P2_U4304	GATE	NAND	4816	NOT	True	True	True	False	True
N5339	P2_U4305	GATE	NAND	4817	NOT	True	True	True	False	True
N5340	P2_U4306	GATE	NAND	4818	NOT	True	True	True	False	True
N5341	P2_U4307	GATE	NAND	4819	NOT	True	True	True	False	True
N5342	P2_U4308	GATE	NAND	4820	NOT	True	True	True	False	True
N5343	P2_U4309	GATE	NAND	4821	NOT	True	True	True	False	True
N5344	P2_U4310	GATE	NOT	4822	NOT	True	True	True	False	True
N5345	P2_U4311	GATE	NAND	4823	NOT	True	True	True	False	True
N5346	P2_U4312	GATE	NAND	4824	NOT	True	True	True	False	True
N5347	P2_U4313	GATE	NAND	4825	NOT	True	True	True	False	True
N5348	P2_U4314	GATE	NAND	4826	NOT	True	True	True	False	True
N5349	P2_U4315	GATE	NAND	4827	NOT	True	True	True	False	True
N5350	P2_U4316	GATE	NAND	4828	NOT	True	True	True	False	True
N5351	P2_U4317	GATE	NAND	4829	NOT	True	True	True	False	True
N5352	P2_U4318	GATE	NAND	4830	NOT	True	True	True	False	True
N5353	P2_U4319	GATE	NOT	4831	NOT	True	True	True	False	True
N5354	P2_U4320	GATE	NAND	4832	NOT	True	True	True	False	True
N5355	P2_U4321	GATE	NAND	4833	NOT	True	True	True	False	True
N5356	P2_U4322	GATE	NAND	4834	NOT	True	True	True	False	True
N5357	P2_U4323	GATE	NAND	4835	NOT	True	True	True	False	True
N5358	P2_U4324	GATE	NAND	4836	NOT	True	True	True	False	True
N5359	P2_U4325	GATE	NAND	4837	NOT	True	True	True	False	True
N5360	P2_U4326	GATE	NAND	4838	NOT	True	True	True	False	True
N5361	P2_U4327	GATE	NAND	4839	NOT	True	True	True	False	True
N5362	P2_U4328	GATE	NOT	4840	NOT	True	True	True	False	True
N5363	P2_U4329	GATE	NAND	4841	NOT	True	True	True	False	True
N5364	P2_U4330	GATE	NAND	4842	NOT	True	True	True	False	True
N5365	P2_U4331	GATE	NAND	4843	NOT	True	True	True	False	True
N5366	P2_U4332	GATE	NAND	4844	NOT	True	True	True	False	True
N5367	P2_U4333	GATE	NAND	4845	NOT	True	True	True	False	True
N5368	P2_U4334	GATE	NAND	4846	NOT	True	True	True	False	True
N5369	P2_U4335	GATE	NAND	4847	NOT	True	True	True	False	True
N5370	P2_U4336	GATE	NAND	4848	NOT	True	True	True	False	True
N5371	P2_U4337	GATE	NOT	4849	NOT	True	True	True	False	True
N5372	P2_U4338	GATE	NAND	4850	NOT	True	True	True	False	True
N5373	P2_U4339	GATE	NAND	4851	NOT	True	True	True	False	True
N5374	P2_U4340	GATE	NAND	4852	NOT	True	True	True	False	True
N5375	P2_U4341	GATE	NAND	4853	NOT	True	True	True	False	True
N5376	P2_U4342	GATE	NAND	4854	NOT	True	True	True	False	True
N5377	P2_U4343	GATE	NAND	4855	NOT	True	True	True	False	True
N5378	P2_U4344	GATE	NAND	4856	NOT	True	True	True	False	True
N5379	P2_U4345	GATE	NAND	4857	NOT	True	True	True	False	True
N5380	P2_U4346	GATE	NOT	4858	NOT	True	True	True	False	True
N5381	P2_U4347	GATE	NAND	4859	NOT	True	True	True	False	True
N5382	P2_U4348	GATE	NAND	4860	NOT	True	True	True	False	True
N5383	P2_U4349	GATE	NAND	4861	NOT	True	True	True	False	True
N5384	P2_U4350	GATE	NAND	4862	NOT	True	True	True	False	True
N5385	P2_U4351	GATE	NAND	4863	NOT	True	True	True	False	True
N5386	P2_U4352	GATE	NAND	4864	NOT	True	True	True	False	True
N5387	P2_U4353	GATE	NAND	4865	NOT	True	True	True	False	True
N5388	P2_U4354	GATE	NAND	4866	NOT	True	True	True	False	True
N5389	P2_U4355	GATE	NOT	4867	NOT	True	True	True	False	True
N5390	P2_U4356	GATE	NAND	4868	NOT	True	True	True	False	True
N5391	P2_U4357	GATE	NAND	4869	NOT	True	True	True	False	True
N5392	P2_U4358	GATE	NAND	4870	NOT	True	True	True	False	True
N5393	P2_U4359	GATE	NAND	4871	NOT	True	True	True	False	True
N5394	P2_U4360	GATE	NAND	4872	NOT	True	True	True	False	True
N5395	P2_U4361	GATE	NAND	4873	NOT	True	True	True	False	True
N5396	P2_U4362	GATE	NAND	4874	NOT	True	True	True	False	True
N5397	P2_U4363	GATE	NAND	4875	NOT	True	True	True	False	True
N5398	P2_U4364	GATE	NOT	4876	NOT	True	True	True	False	True
N5399	P2_U4365	GATE	NAND	4877	NOT	True	True	True	False	True
N5400	P2_U4366	GATE	NAND	4878	NOT	True	True	True	False	True
N5401	P2_U4367	GATE	NAND	4879	NOT	True	True	True	False	True
N5402	P2_U4368	GATE	NAND	4880	NOT	True	True	True	False	True
N5403	P2_U4369	GATE	NAND	4881	NOT	True	True	True	False	True
N5404	P2_U4370	GATE	NAND	4882	NOT	True	True	True	False	True
N5405	P2_U4371	GATE	NAND	4883	NOT	True	True	True	False	True
N5406	P2_U4372	GATE	NAND	4884	NOT	True	True	True	False	True
N5407	P2_U4373	GATE	NOT	4885	NOT	True	True	True	False	True
N5408	P2_U4374	GATE	NAND	4886	NOT	True	True	True	False	True
N5409	P2_U4375	GATE	NAND	4887	NOT	True	True	True	False	True
N5410	P2_U4376	GATE	NAND	4888	NOT	True	True	True	False	True
N5411	P2_U4377	GATE	NAND	4889	NOT	True	True	True	False	True
N5412	P2_U4378	GATE	NAND	4890	NOT	True	True	True	False	True
N5413	P2_U4379	GATE	NAND	4891	NOT	True	True	True	False	True
N5414	P2_U4380	GATE	NAND	4892	NOT	True	True	True	False	True
N5415	P2_U4381	GATE	NAND	4893	NOT	True	True	True	False	True
N5416	P2_U4382	GATE	NOT	4894	NOT	True	True	True	False	True
N5417	P2_U4383	GATE	NAND	4895	NOT	True	True	True	False	True
N5418	P2_U4384	GATE	NAND	4896	NOT	True	True	True	False	True
N5419	P2_U4385	GATE	NAND	4897	NOT	True	True	True	False	True
N5420	P2_U4386	GATE	NAND	4898	NOT	True	True	True	False	True
N5421	P2_U4387	GATE	NAND	4899	NOT	True	True	True	False	True
N5422	P2_U4388	GATE	NAND	4900	NOT	True	True	True	False	True
N5423	P2_U4389	GATE	NAND	4901	NOT	True	True	True	False	True
N5424	P2_U4390	GATE	NAND	4902	NOT	True	True	True	False	True
N5425	P2_U4391	GATE	NOT	4903	NOT	True	True	True	False	True
N5426	P2_U4392	GATE	NAND	4904	NOT	True	True	True	False	True
N5427	P2_U4393	GATE	NAND	4905	NOT	True	True	True	False	True
N5428	P2_U4394	GATE	NAND	4906	NOT	True	True	True	False	True
N5429	P2_U4395	GATE	NAND	4907	NOT	True	True	True	False	True
N5430	P2_U4396	GATE	NAND	4908	NOT	True	True	True	False	True
N5431	P2_U4397	GATE	NAND	4909	NOT	True	True	True	False	True
N5432	P2_U4398	GATE	NAND	4910	NOT	True	True	True	False	True
N5433	P2_U4399	GATE	NAND	4911	NOT	True	True	True	False	True
N5434	P2_U4400	GATE	NOT	4912	NOT	True	True	True	False	True
N5435	P2_U4401	GATE	NAND	4913	NOT	True	True	True	False	True
N5436	P2_U4402	GATE	NAND	4914	NOT	True	True	True	False	True
N5437	P2_U4403	GATE	NAND	4915	NOT	True	True	True	False	True
N5438	P2_U4404	GATE	NAND	4916	NOT	True	True	True	False	True
N5439	P2_U4405	GATE	NAND	4917	NOT	True	True	True	False	True
N5440	P2_U4406	GATE	NAND	4918	NOT	True	True	True	False	True
N5441	P2_U4407	GATE	NAND	4919	NOT	True	True	True	False	True
N5442	P2_U4408	GATE	NAND	4920	NOT	True	True	True	False	True
N5443	P2_U4409	GATE	NOT	4921	NOT	True	True	True	False	True
N5444	P2_U4410	GATE	NAND	4922	NOT	True	True	True	False	True
N5445	P2_U4411	GATE	NAND	4923	NOT	True	True	True	False	True
N5446	P2_U4412	GATE	NAND	4924	NOT	True	True	True	False	True
N5447	P2_U4413	GATE	NAND	4925	NOT	True	True	True	False	True
N5448	P2_U4414	GATE	NAND	4926	NOT	True	True	True	False	True
N5449	P2_U4415	GATE	NAND	4927	NOT	True	True	True	False	True
N5450	P2_U4416	GATE	NAND	4928	NOT	True	True	True	False	True
N5451	P2_U4417	GATE	NAND	4929	NOT	True	True	True	False	True
N5452	P2_U4418	GATE	NOT	4930	NOT	True	True	True	False	True
N5453	P2_U4419	GATE	NAND	4931	NOT	True	True	True	False	True
N5454	P2_U4420	GATE	NAND	4932	NOT	True	True	True	False	True
N5455	P2_U4421	GATE	NAND	4933	NOT	True	True	True	False	True
N5456	P2_U4422	GATE	NAND	4934	NOT	True	True	True	False	True
N5457	P2_U4423	GATE	NAND	4935	NOT	True	True	True	False	True
N5458	P2_U4424	GATE	NAND	4936	NOT	True	True	True	False	True
N5459	P2_U4425	GATE	NAND	4937	NOT	True	True	True	False	True
N5460	P2_U4426	GATE	NAND	4938	NOT	True	True	True	False	True
N5461	P2_U4427	GATE	NOT	4939	NOT	True	True	True	False	True
N5462	P2_U4428	GATE	NAND	4940	NOT	True	True	True	False	True
N5463	P2_U4429	GATE	NAND	4941	NOT	True	True	True	False	True
N5464	P2_U4430	GATE	NAND	4942	NOT	True	True	True	False	True
N5465	P2_U4431	GATE	NAND	4943	NOT	True	True	True	False	True
N5466	P2_U4432	GATE	NAND	4944	NOT	True	True	True	False	True
N5467	P2_U4433	GATE	NAND	4945	NOT	True	True	True	False	True
N5468	P2_U4434	GATE	NAND	4946	NOT	True	True	True	False	True
N5469	P2_U4435	GATE	NAND	4947	NOT	True	True	True	False	True
N5470	P2_U4436	GATE	NOT	4948	NOT	True	True	True	False	True
N5471	P2_U4437	GATE	NAND	4949	NOT	True	True	True	False	True
N5472	P2_U4438	GATE	NAND	4950	NOT	True	True	True	False	True
N5473	P2_U4439	GATE	NAND	4951	NOT	True	True	True	False	True
N5474	P2_U4440	GATE	NAND	4952	NOT	True	True	True	False	True
N5475	P2_U4441	GATE	NAND	4953	NOT	True	True	True	False	True
N5476	P2_U4442	GATE	NAND	4954	NOT	True	True	True	False	True
N5477	P2_U4443	GATE	NAND	4955	NOT	True	True	True	False	True
N5478	P2_U4444	GATE	NAND	4956	NOT	True	True	True	False	True
N5479	P2_U4445	GATE	NOT	4957	NOT	True	True	True	False	True
N5480	P2_U4446	GATE	NAND	4958	NOT	True	True	True	False	True
N5481	P2_U4447	GATE	NAND	4959	NOT	True	True	True	False	True
N5482	P2_U4448	GATE	NAND	4960	NOT	True	True	True	False	True
N5483	P2_U4449	GATE	NAND	4961	NOT	True	True	True	False	True
N5484	P2_U4450	GATE	NAND	4962	NOT	True	True	True	False	True
N5485	P2_U4451	GATE	NAND	4963	NOT	True	True	True	False	True
N5486	P2_U4452	GATE	NAND	4964	NOT	True	True	True	False	True
N5487	P2_U4453	GATE	NAND	4965	NOT	True	True	True	False	True
N5488	P2_U4454	GATE	NOT	4966	NOT	True	True	True	False	True
N5489	P2_U4455	GATE	NAND	4967	NOT	True	True	True	False	True
N5490	P2_U4456	GATE	NAND	4968	NOT	True	True	True	False	True
N5491	P2_U4457	GATE	NAND	4969	NOT	True	True	True	False	True
N5492	P2_U4458	GATE	NAND	4970	NOT	True	True	True	False	True
N5493	P2_U4459	GATE	NAND	4971	NOT	True	True	True	False	True
N5494	P2_U4460	GATE	NAND	4972	NOT	True	True	True	False	True
N5495	P2_U4461	GATE	NAND	4973	NOT	True	True	True	False	True
N5496	P2_U4462	GATE	NAND	4974	NOT	True	True	True	False	True
N5497	P2_U4463	GATE	NOT	4975	NOT	True	True	True	False	True
N5498	P2_U4464	GATE	NAND	4976	NOT	True	True	True	False	True
N5499	P2_U4465	GATE	NAND	4977	NOT	True	True	True	False	True
N5500	P2_U4466	GATE	NAND	4978	NOT	True	True	True	False	True
N5501	P2_U4467	GATE	NAND	4979	NOT	True	True	True	False	True
N5502	P2_U4468	GATE	NAND	4980	NOT	True	True	True	False	True
N5503	P2_U4469	GATE	NAND	4981	NOT	True	True	True	False	True
