[b15-r8/moe_experts_within/epoch_010/a0.20] [gmean] 2026-07-21T15:22:16 out_dir=autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_experts_within/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75
[b15-r8/moe_experts_within/epoch_010/a0.20] [gmean] 2026-07-21T15:22:16 budgets=iscas99__b15_1:278
[b15-r8/moe_experts_within/epoch_010/a0.20] [gmean] 2026-07-21T15:22:16 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r8/moe_experts_within/epoch_010/a0.20] [gmean] 2026-07-21T15:22:16 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=158 node=N2894 type=control1 q_typed_reliable_context=3.429504 sequence=306.275362
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=159 node=N6674 type=observe q_typed_reliable_context=2.705995 sequence=308.981357
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=160 node=N4529 type=observe q_typed_reliable_context=1.903022 sequence=310.884380
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=161 node=N5617 type=observe q_typed_reliable_context=2.745625 sequence=313.630005
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=162 node=N7624 type=observe q_typed_reliable_context=2.222938 sequence=315.852943
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=163 node=N7465 type=observe q_typed_reliable_context=2.656694 sequence=318.509637
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=164 node=N6948 type=observe q_typed_reliable_context=2.392722 sequence=320.902360
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=165 node=N5627 type=observe q_typed_reliable_context=2.293449 sequence=323.195809
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=166 node=N2106 type=observe q_typed_reliable_context=1.430916 sequence=324.626725
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=167 node=N7473 type=control0 q_typed_reliable_context=2.593010 sequence=327.219735
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=168 node=N2149 type=observe q_typed_reliable_context=5.309584 sequence=332.529319
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=169 node=N7385 type=observe q_typed_reliable_context=4.676769 sequence=337.206088
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=170 node=N723 type=observe q_typed_reliable_context=2.006048 sequence=339.212136
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=171 node=N712 type=observe q_typed_reliable_context=3.387368 sequence=342.599503
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=172 node=N5877 type=observe q_typed_reliable_context=2.500287 sequence=345.099790
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=173 node=N7613 type=observe q_typed_reliable_context=2.388300 sequence=347.488091
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=174 node=N5740 type=observe q_typed_reliable_context=2.462557 sequence=349.950647
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=175 node=N7436 type=observe q_typed_reliable_context=4.458368 sequence=354.409015
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=176 node=N4521 type=observe q_typed_reliable_context=3.219873 sequence=357.628888
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=177 node=N6531 type=observe q_typed_reliable_context=2.424749 sequence=360.053637
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=178 node=N703 type=observe q_typed_reliable_context=4.718970 sequence=364.772608
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=179 node=N7626 type=observe q_typed_reliable_context=4.729457 sequence=369.502064
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=180 node=N5873 type=observe q_typed_reliable_context=2.419855 sequence=371.921920
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=181 node=N725 type=observe q_typed_reliable_context=5.452278 sequence=377.374198
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=182 node=N714 type=observe q_typed_reliable_context=4.700842 sequence=382.075040
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=183 node=N5356 type=observe q_typed_reliable_context=3.477910 sequence=385.552949
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=184 node=N7855 type=control0 q_typed_reliable_context=1.916134 sequence=387.469083
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=185 node=N715 type=observe q_typed_reliable_context=2.847299 sequence=390.316382
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=186 node=N7542 type=control0 q_typed_reliable_context=1.704979 sequence=392.021361
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=187 node=N2952 type=control1 q_typed_reliable_context=1.434208 sequence=393.455569
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=188 node=N2837 type=control1 q_typed_reliable_context=1.161580 sequence=394.617149
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=189 node=N3067 type=control1 q_typed_reliable_context=1.151780 sequence=395.768929
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=190 node=N8790 type=control1 q_typed_reliable_context=1.644769 sequence=397.413698
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=191 node=N8240 type=control1 q_typed_reliable_context=1.575781 sequence=398.989480
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=192 node=N3009 type=control1 q_typed_reliable_context=1.428846 sequence=400.418326
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=193 node=N8789 type=control1 q_typed_reliable_context=1.420607 sequence=401.838933
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=194 node=N8239 type=control1 q_typed_reliable_context=1.579151 sequence=403.418084
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=195 node=N7401 type=observe q_typed_reliable_context=0.755609 sequence=404.173693
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=196 node=N8607 type=control1 q_typed_reliable_context=1.344963 sequence=405.518655
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=197 node=N7453 type=observe q_typed_reliable_context=0.841038 sequence=406.359693
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=198 node=N578 type=observe q_typed_reliable_context=1.096597 sequence=407.456291
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=199 node=N2779 type=control1 q_typed_reliable_context=1.131042 sequence=408.587332
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=200 node=N6685 type=observe q_typed_reliable_context=0.681675 sequence=409.269007
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=201 node=N5473 type=observe q_typed_reliable_context=2.021582 sequence=411.290589
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=202 node=N705 type=observe q_typed_reliable_context=6.178964 sequence=417.469553
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=203 node=N2181 type=observe q_typed_reliable_context=3.712270 sequence=421.181823
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=204 node=N4505 type=observe q_typed_reliable_context=3.323177 sequence=424.505001
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=205 node=N5456 type=observe q_typed_reliable_context=5.243051 sequence=429.748052
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=206 node=N706 type=observe q_typed_reliable_context=6.503696 sequence=436.251749
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=207 node=N6573 type=observe q_typed_reliable_context=5.214536 sequence=441.466285
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=208 node=N652 type=control1 q_typed_reliable_context=3.871574 sequence=445.337859
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=209 node=N8238 type=control1 q_typed_reliable_context=6.057481 sequence=451.395341
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=210 node=N5879 type=observe q_typed_reliable_context=4.258785 sequence=455.654126
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=211 node=N5725 type=observe q_typed_reliable_context=4.700729 sequence=460.354855
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=212 node=N7439 type=observe q_typed_reliable_context=2.612645 sequence=462.967499
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=213 node=N679 type=observe q_typed_reliable_context=2.610826 sequence=465.578325
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=214 node=N5439 type=observe q_typed_reliable_context=4.387569 sequence=469.965894
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=215 node=N6581 type=observe q_typed_reliable_context=6.437337 sequence=476.403231
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=216 node=N5422 type=observe q_typed_reliable_context=5.049324 sequence=481.452554
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=217 node=N8606 type=control1 q_typed_reliable_context=5.811893 sequence=487.264448
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=218 node=N8237 type=control1 q_typed_reliable_context=5.865545 sequence=493.129993
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=219 node=N7405 type=observe q_typed_reliable_context=3.302641 sequence=496.432633
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=220 node=N4497 type=observe q_typed_reliable_context=3.701603 sequence=500.134236
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=221 node=N7550 type=observe q_typed_reliable_context=3.640850 sequence=503.775087
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=222 node=N902 type=control1 q_typed_reliable_context=6.305661 sequence=510.080747
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=223 node=N8605 type=control1 q_typed_reliable_context=5.690536 sequence=515.771283
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=224 node=N2151 type=observe q_typed_reliable_context=5.677132 sequence=521.448415
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=225 node=N5390 type=observe q_typed_reliable_context=5.821240 sequence=527.269655
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=226 node=N5334 type=observe q_typed_reliable_context=5.344901 sequence=532.614557
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=227 node=N6660 type=observe q_typed_reliable_context=5.737491 sequence=538.352047
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=228 node=N5373 type=observe q_typed_reliable_context=2.054110 sequence=540.406157
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=229 node=N1874 type=observe q_typed_reliable_context=5.835560 sequence=546.241717
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=230 node=N5202 type=observe q_typed_reliable_context=3.090911 sequence=549.332628
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=231 node=N8236 type=control1 q_typed_reliable_context=4.327164 sequence=553.659791
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=232 node=N7383 type=observe q_typed_reliable_context=2.404713 sequence=556.064504
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=233 node=N515 type=control1 q_typed_reliable_context=3.512027 sequence=559.576531
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=234 node=N4513 type=observe q_typed_reliable_context=3.665833 sequence=563.242364
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=235 node=N719 type=observe q_typed_reliable_context=6.388455 sequence=569.630819
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=236 node=N699 type=observe q_typed_reliable_context=6.179825 sequence=575.810644
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=237 node=N4460 type=control0 q_typed_reliable_context=4.507413 sequence=580.318057
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=238 node=N6682 type=observe q_typed_reliable_context=5.961862 sequence=586.279920
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=239 node=N708 type=observe q_typed_reliable_context=5.546958 sequence=591.826878
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=240 node=N734 type=observe q_typed_reliable_context=5.550476 sequence=597.377353
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=241 node=N2159 type=observe q_typed_reliable_context=6.001434 sequence=603.378787
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=242 node=N6932 type=observe q_typed_reliable_context=2.117305 sequence=605.496092
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=243 node=N7380 type=observe q_typed_reliable_context=4.555376 sequence=610.051469
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=244 node=N4421 type=control0 q_typed_reliable_context=3.585447 sequence=613.636916
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=245 node=N4489 type=observe q_typed_reliable_context=6.197183 sequence=619.834099
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=246 node=N6658 type=observe q_typed_reliable_context=6.074529 sequence=625.908628
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=247 node=N1351 type=observe q_typed_reliable_context=2.297920 sequence=628.206548
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=248 node=N765 type=observe q_typed_reliable_context=1.759221 sequence=629.965769
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=249 node=N686 type=observe q_typed_reliable_context=5.023258 sequence=634.989027
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=250 node=N729 type=observe q_typed_reliable_context=4.831654 sequence=639.820681
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=251 node=N7381 type=observe q_typed_reliable_context=4.964816 sequence=644.785496
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=252 node=N1951 type=observe q_typed_reliable_context=0.964403 sequence=645.749900
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=253 node=N684 type=observe q_typed_reliable_context=5.666492 sequence=651.416392
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=254 node=N1598 type=observe q_typed_reliable_context=4.080000 sequence=655.496392
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=255 node=N7472 type=control0 q_typed_reliable_context=5.665182 sequence=661.161574
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=256 node=N8235 type=control1 q_typed_reliable_context=6.339935 sequence=667.501508
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=257 node=N1688 type=observe q_typed_reliable_context=1.735027 sequence=669.236535
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=258 node=N4532 type=control0 q_typed_reliable_context=5.538782 sequence=674.775317
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=259 node=N541 type=observe q_typed_reliable_context=5.875973 sequence=680.651289
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=260 node=N6688 type=observe q_typed_reliable_context=5.521338 sequence=686.172627
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=261 node=N6538 type=observe q_typed_reliable_context=6.292365 sequence=692.464992
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=262 node=N8234 type=control1 q_typed_reliable_context=6.487763 sequence=698.952756
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=263 node=N6678 type=observe q_typed_reliable_context=1.272223 sequence=700.224979
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=264 node=N4537 type=observe q_typed_reliable_context=5.829889 sequence=706.054867
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=265 node=N689 type=observe q_typed_reliable_context=6.135780 sequence=712.190647
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=266 node=N898 type=observe q_typed_reliable_context=0.916815 sequence=713.107463
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=267 node=N545 type=observe q_typed_reliable_context=3.440979 sequence=716.548442
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=268 node=N2243 type=observe q_typed_reliable_context=6.513913 sequence=723.062354
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=269 node=N8783 type=control1 q_typed_reliable_context=0.867860 sequence=723.930214
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=270 node=N8233 type=control1 q_typed_reliable_context=4.743288 sequence=728.673502
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=271 node=N7433 type=observe q_typed_reliable_context=2.542782 sequence=731.216285
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=272 node=N695 type=observe q_typed_reliable_context=2.742258 sequence=733.958543
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=273 node=N7802 type=observe q_typed_reliable_context=3.458530 sequence=737.417072
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=274 node=N7463 type=observe q_typed_reliable_context=1.912542 sequence=739.329615
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=275 node=N2271 type=observe q_typed_reliable_context=6.662253 sequence=745.991868
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=276 node=N4544 type=observe q_typed_reliable_context=5.375683 sequence=751.367551
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=277 node=N696 type=observe q_typed_reliable_context=3.351062 sequence=754.718613
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=278 node=N2259 type=observe q_typed_reliable_context=5.084415 sequence=759.803028
[b15-r8/moe_experts_within/epoch_010/a0.20] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_experts_within/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r8/moe_experts_within/epoch_010/a0.20] [gmean] 2026-07-21T15:25:43 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=207.296 plan_csv=autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_experts_within/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r8/moe_experts_within/epoch_010/a0.20] [gmean] 2026-07-21T15:25:43 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r8/moe_experts_within/epoch_010/a0.20] [eval iscas99__b15_1] {
[b15-r8/moe_experts_within/epoch_010/a0.20] [eval iscas99__b15_1]   "records": 2,
[b15-r8/moe_experts_within/epoch_010/a0.20] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_experts_within/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r8/moe_experts_within/epoch_010/a0.20] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_experts_within/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r8/moe_experts_within/epoch_010/a0.20] [eval iscas99__b15_1] }
[b15-r8/moe_experts_within/epoch_010/a0.20] [gmean] 2026-07-21T15:25:50 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12680999999999998 plan_sec=207.296 eval_sec=6.512 total_sec=213.821
[b15-r8/moe_experts_within/epoch_010/a0.20] [gmean] 2026-07-21T15:25:50 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12680999999999998 positives=1 negatives=0 elapsed=213.822
