[b15-r8/moe_joint_within/epoch_010/a0.20] [gmean] 2026-07-21T15:25:52 out_dir=autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_joint_within/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75
[b15-r8/moe_joint_within/epoch_010/a0.20] [gmean] 2026-07-21T15:25:52 budgets=iscas99__b15_1:278
[b15-r8/moe_joint_within/epoch_010/a0.20] [gmean] 2026-07-21T15:25:52 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r8/moe_joint_within/epoch_010/a0.20] [gmean] 2026-07-21T15:25:52 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=158 node=N2894 type=control1 q_typed_reliable_context=3.429504 sequence=306.305311
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=159 node=N6674 type=observe q_typed_reliable_context=2.705995 sequence=309.011307
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=160 node=N4529 type=observe q_typed_reliable_context=1.903022 sequence=310.914329
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=161 node=N5617 type=observe q_typed_reliable_context=2.745625 sequence=313.659954
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=162 node=N7624 type=observe q_typed_reliable_context=2.222938 sequence=315.882893
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=163 node=N7465 type=observe q_typed_reliable_context=2.656694 sequence=318.539587
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=164 node=N6948 type=observe q_typed_reliable_context=2.392722 sequence=320.932309
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=165 node=N5627 type=observe q_typed_reliable_context=2.293450 sequence=323.225759
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=166 node=N2106 type=observe q_typed_reliable_context=1.430916 sequence=324.656675
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=167 node=N7473 type=control0 q_typed_reliable_context=2.593010 sequence=327.249685
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=168 node=N2149 type=observe q_typed_reliable_context=5.309584 sequence=332.559269
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=169 node=N7385 type=observe q_typed_reliable_context=4.676769 sequence=337.236037
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=170 node=N723 type=observe q_typed_reliable_context=2.006048 sequence=339.242085
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=171 node=N712 type=observe q_typed_reliable_context=3.387368 sequence=342.629453
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=172 node=N5877 type=observe q_typed_reliable_context=2.500287 sequence=345.129740
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=173 node=N7613 type=observe q_typed_reliable_context=2.388300 sequence=347.518040
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=174 node=N5740 type=observe q_typed_reliable_context=2.462557 sequence=349.980597
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=175 node=N7436 type=observe q_typed_reliable_context=4.458368 sequence=354.438965
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=176 node=N4521 type=observe q_typed_reliable_context=3.219873 sequence=357.658838
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=177 node=N6531 type=observe q_typed_reliable_context=2.424749 sequence=360.083587
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=178 node=N703 type=observe q_typed_reliable_context=4.718970 sequence=364.802557
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=179 node=N7626 type=observe q_typed_reliable_context=4.729457 sequence=369.532014
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=180 node=N5873 type=observe q_typed_reliable_context=2.419855 sequence=371.951869
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=181 node=N725 type=observe q_typed_reliable_context=5.452278 sequence=377.404147
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=182 node=N714 type=observe q_typed_reliable_context=4.700842 sequence=382.104989
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=183 node=N5356 type=observe q_typed_reliable_context=3.477910 sequence=385.582899
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=184 node=N7855 type=control0 q_typed_reliable_context=1.916134 sequence=387.499033
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=185 node=N715 type=observe q_typed_reliable_context=2.847299 sequence=390.346332
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=186 node=N7542 type=control0 q_typed_reliable_context=1.704979 sequence=392.051311
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=187 node=N2952 type=control1 q_typed_reliable_context=1.434208 sequence=393.485518
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=188 node=N2837 type=control1 q_typed_reliable_context=1.161580 sequence=394.647099
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=189 node=N3067 type=control1 q_typed_reliable_context=1.151780 sequence=395.798879
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=190 node=N8790 type=control1 q_typed_reliable_context=1.644769 sequence=397.443648
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=191 node=N8240 type=control1 q_typed_reliable_context=1.575781 sequence=399.019429
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=192 node=N3009 type=control1 q_typed_reliable_context=1.428846 sequence=400.448275
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=193 node=N8789 type=control1 q_typed_reliable_context=1.420607 sequence=401.868882
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=194 node=N8239 type=control1 q_typed_reliable_context=1.579151 sequence=403.448033
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=195 node=N7401 type=observe q_typed_reliable_context=0.755609 sequence=404.203642
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=196 node=N8607 type=control1 q_typed_reliable_context=1.344963 sequence=405.548605
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=197 node=N7453 type=observe q_typed_reliable_context=0.841038 sequence=406.389643
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=198 node=N578 type=observe q_typed_reliable_context=1.096597 sequence=407.486241
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=199 node=N2779 type=control1 q_typed_reliable_context=1.131042 sequence=408.617282
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=200 node=N6685 type=observe q_typed_reliable_context=0.681675 sequence=409.298957
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=201 node=N5473 type=observe q_typed_reliable_context=2.021582 sequence=411.320539
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=202 node=N705 type=observe q_typed_reliable_context=6.178964 sequence=417.499503
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=203 node=N2181 type=observe q_typed_reliable_context=3.712270 sequence=421.211773
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=204 node=N4505 type=observe q_typed_reliable_context=3.323177 sequence=424.534951
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=205 node=N5456 type=observe q_typed_reliable_context=5.243051 sequence=429.778002
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=206 node=N706 type=observe q_typed_reliable_context=6.503696 sequence=436.281699
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=207 node=N6573 type=observe q_typed_reliable_context=5.214536 sequence=441.496235
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=208 node=N652 type=control1 q_typed_reliable_context=3.871574 sequence=445.367809
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=209 node=N8238 type=control1 q_typed_reliable_context=6.057481 sequence=451.425291
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=210 node=N5879 type=observe q_typed_reliable_context=4.258785 sequence=455.684075
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=211 node=N5725 type=observe q_typed_reliable_context=4.700729 sequence=460.384804
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=212 node=N7439 type=observe q_typed_reliable_context=2.612645 sequence=462.997449
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=213 node=N679 type=observe q_typed_reliable_context=2.610826 sequence=465.608275
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=214 node=N5439 type=observe q_typed_reliable_context=4.387569 sequence=469.995844
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=215 node=N6581 type=observe q_typed_reliable_context=6.437337 sequence=476.433181
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=216 node=N5422 type=observe q_typed_reliable_context=5.049324 sequence=481.482504
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=217 node=N8606 type=control1 q_typed_reliable_context=5.811893 sequence=487.294398
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=218 node=N8237 type=control1 q_typed_reliable_context=5.865545 sequence=493.159942
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=219 node=N7405 type=observe q_typed_reliable_context=3.302641 sequence=496.462583
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=220 node=N4497 type=observe q_typed_reliable_context=3.701603 sequence=500.164186
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=221 node=N7550 type=observe q_typed_reliable_context=3.640850 sequence=503.805037
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=222 node=N902 type=control1 q_typed_reliable_context=6.305661 sequence=510.110697
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=223 node=N8605 type=control1 q_typed_reliable_context=5.690536 sequence=515.801233
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=224 node=N2151 type=observe q_typed_reliable_context=5.677132 sequence=521.478365
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=225 node=N5390 type=observe q_typed_reliable_context=5.821240 sequence=527.299605
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=226 node=N5334 type=observe q_typed_reliable_context=5.344901 sequence=532.644507
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=227 node=N6660 type=observe q_typed_reliable_context=5.737491 sequence=538.381997
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=228 node=N5373 type=observe q_typed_reliable_context=2.054110 sequence=540.436107
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=229 node=N1874 type=observe q_typed_reliable_context=5.835560 sequence=546.271667
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=230 node=N5202 type=observe q_typed_reliable_context=3.090911 sequence=549.362578
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=231 node=N8236 type=control1 q_typed_reliable_context=4.327164 sequence=553.689741
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=232 node=N7383 type=observe q_typed_reliable_context=2.404713 sequence=556.094454
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=233 node=N515 type=control1 q_typed_reliable_context=3.512027 sequence=559.606481
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=234 node=N4513 type=observe q_typed_reliable_context=3.665833 sequence=563.272314
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=235 node=N719 type=observe q_typed_reliable_context=6.388455 sequence=569.660769
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=236 node=N699 type=observe q_typed_reliable_context=6.179825 sequence=575.840594
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=237 node=N4460 type=control0 q_typed_reliable_context=4.507413 sequence=580.348007
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=238 node=N6682 type=observe q_typed_reliable_context=5.961862 sequence=586.309870
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=239 node=N708 type=observe q_typed_reliable_context=5.546958 sequence=591.856828
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=240 node=N734 type=observe q_typed_reliable_context=5.550476 sequence=597.407303
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=241 node=N2159 type=observe q_typed_reliable_context=6.001434 sequence=603.408737
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=242 node=N6932 type=observe q_typed_reliable_context=2.117305 sequence=605.526042
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=243 node=N7380 type=observe q_typed_reliable_context=4.555376 sequence=610.081419
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=244 node=N4421 type=control0 q_typed_reliable_context=3.585447 sequence=613.666866
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=245 node=N4489 type=observe q_typed_reliable_context=6.197183 sequence=619.864049
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=246 node=N6658 type=observe q_typed_reliable_context=6.074529 sequence=625.938578
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=247 node=N1351 type=observe q_typed_reliable_context=2.297920 sequence=628.236498
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=248 node=N765 type=observe q_typed_reliable_context=1.759221 sequence=629.995719
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=249 node=N686 type=observe q_typed_reliable_context=5.023258 sequence=635.018977
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=250 node=N729 type=observe q_typed_reliable_context=4.831654 sequence=639.850631
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=251 node=N7381 type=observe q_typed_reliable_context=4.964816 sequence=644.815446
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=252 node=N1951 type=observe q_typed_reliable_context=0.964403 sequence=645.779850
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=253 node=N684 type=observe q_typed_reliable_context=5.666492 sequence=651.446342
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=254 node=N1598 type=observe q_typed_reliable_context=4.080000 sequence=655.526342
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=255 node=N7472 type=control0 q_typed_reliable_context=5.665182 sequence=661.191524
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=256 node=N8235 type=control1 q_typed_reliable_context=6.339935 sequence=667.531458
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=257 node=N1688 type=observe q_typed_reliable_context=1.735027 sequence=669.266485
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=258 node=N4532 type=control0 q_typed_reliable_context=5.538782 sequence=674.805267
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=259 node=N541 type=observe q_typed_reliable_context=5.875973 sequence=680.681239
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=260 node=N6688 type=observe q_typed_reliable_context=5.521338 sequence=686.202577
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=261 node=N6538 type=observe q_typed_reliable_context=6.292365 sequence=692.494942
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=262 node=N8234 type=control1 q_typed_reliable_context=6.487763 sequence=698.982706
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=263 node=N6678 type=observe q_typed_reliable_context=1.272223 sequence=700.254928
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=264 node=N4537 type=observe q_typed_reliable_context=5.829889 sequence=706.084817
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=265 node=N689 type=observe q_typed_reliable_context=6.135780 sequence=712.220597
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=266 node=N898 type=observe q_typed_reliable_context=0.916815 sequence=713.137413
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=267 node=N545 type=observe q_typed_reliable_context=3.440979 sequence=716.578391
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=268 node=N2243 type=observe q_typed_reliable_context=6.513913 sequence=723.092304
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=269 node=N8783 type=control1 q_typed_reliable_context=0.867860 sequence=723.960164
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=270 node=N8233 type=control1 q_typed_reliable_context=4.743288 sequence=728.703452
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=271 node=N7433 type=observe q_typed_reliable_context=2.542782 sequence=731.246235
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=272 node=N695 type=observe q_typed_reliable_context=2.742258 sequence=733.988493
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=273 node=N7802 type=observe q_typed_reliable_context=3.458530 sequence=737.447022
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=274 node=N7463 type=observe q_typed_reliable_context=1.912542 sequence=739.359565
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=275 node=N2271 type=observe q_typed_reliable_context=6.662253 sequence=746.021818
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=276 node=N4544 type=observe q_typed_reliable_context=5.375683 sequence=751.397501
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=277 node=N696 type=observe q_typed_reliable_context=3.351062 sequence=754.748563
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] [plan] step=278 node=N2259 type=observe q_typed_reliable_context=5.084415 sequence=759.832978
[b15-r8/moe_joint_within/epoch_010/a0.20] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_joint_within/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r8/moe_joint_within/epoch_010/a0.20] [gmean] 2026-07-21T15:29:23 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=211.414 plan_csv=autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_joint_within/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r8/moe_joint_within/epoch_010/a0.20] [gmean] 2026-07-21T15:29:23 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r8/moe_joint_within/epoch_010/a0.20] [eval iscas99__b15_1] {
[b15-r8/moe_joint_within/epoch_010/a0.20] [eval iscas99__b15_1]   "records": 2,
[b15-r8/moe_joint_within/epoch_010/a0.20] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_joint_within/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r8/moe_joint_within/epoch_010/a0.20] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_joint_within/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r8/moe_joint_within/epoch_010/a0.20] [eval iscas99__b15_1] }
[b15-r8/moe_joint_within/epoch_010/a0.20] [gmean] 2026-07-21T15:29:30 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12680999999999998 plan_sec=211.414 eval_sec=6.354 total_sec=217.777
[b15-r8/moe_joint_within/epoch_010/a0.20] [gmean] 2026-07-21T15:29:30 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12680999999999998 positives=1 negatives=0 elapsed=217.778
