[b15-round2/typed_rank/alpha_0p20] [gmean] 2026-07-20T19:00:33 out_dir=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p20
[b15-round2/typed_rank/alpha_0p20] [gmean] 2026-07-20T19:00:33 budgets=iscas99__b15_1:278
[b15-round2/typed_rank/alpha_0p20] [gmean] 2026-07-20T19:00:33 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round2/typed_rank/alpha_0p20] [gmean] 2026-07-20T19:00:33 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=172 node=N2894 type=control1 q_typed_residual_context=1.008748 sequence=489.276743
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=173 node=N2779 type=control1 q_typed_residual_context=0.947294 sequence=490.224038
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=174 node=N2652 type=control1 q_typed_residual_context=0.997191 sequence=491.221229
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=175 node=N2837 type=control1 q_typed_residual_context=1.014941 sequence=492.236170
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=176 node=N5878 type=observe q_typed_residual_context=2.014177 sequence=494.250347
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=177 node=N725 type=observe q_typed_residual_context=1.344889 sequence=495.595237
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=178 node=N705 type=observe q_typed_residual_context=1.313132 sequence=496.908369
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=179 node=N3009 type=control1 q_typed_residual_context=1.063040 sequence=497.971409
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=180 node=N7873 type=control1 q_typed_residual_context=0.896894 sequence=498.868303
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=181 node=N7414 type=control1 q_typed_residual_context=1.171598 sequence=500.039901
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=182 node=N3067 type=control1 q_typed_residual_context=1.931409 sequence=501.971310
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=183 node=N8790 type=control1 q_typed_residual_context=1.372827 sequence=503.344137
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=184 node=N5874 type=observe q_typed_residual_context=1.879657 sequence=505.223794
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=185 node=N8240 type=control1 q_typed_residual_context=0.871654 sequence=506.095448
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=186 node=N8789 type=control1 q_typed_residual_context=1.090920 sequence=507.186369
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=187 node=N8239 type=control1 q_typed_residual_context=1.500151 sequence=508.686519
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=188 node=N754 type=observe q_typed_residual_context=1.794406 sequence=510.480925
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=189 node=N8607 type=control1 q_typed_residual_context=1.089187 sequence=511.570112
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=190 node=N1987 type=observe q_typed_residual_context=0.834963 sequence=512.405075
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=191 node=N7589 type=control1 q_typed_residual_context=6.159844 sequence=518.564919
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=192 node=N1688 type=observe q_typed_residual_context=6.083543 sequence=524.648461
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=193 node=N765 type=observe q_typed_residual_context=6.202641 sequence=530.851102
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=194 node=N652 type=control1 q_typed_residual_context=2.286235 sequence=533.137338
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=195 node=N8238 type=control1 q_typed_residual_context=6.219238 sequence=539.356576
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=196 node=N1599 type=observe q_typed_residual_context=5.120618 sequence=544.477194
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=197 node=N8606 type=control1 q_typed_residual_context=7.110750 sequence=551.587944
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=198 node=N8237 type=control1 q_typed_residual_context=7.115860 sequence=558.703804
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=199 node=N902 type=control1 q_typed_residual_context=7.028661 sequence=565.732465
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=200 node=N8605 type=control1 q_typed_residual_context=7.103780 sequence=572.836245
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=201 node=N8236 type=control1 q_typed_residual_context=7.332500 sequence=580.168745
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=202 node=N5473 type=observe q_typed_residual_context=7.181935 sequence=587.350679
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=203 node=N2151 type=observe q_typed_residual_context=7.302689 sequence=594.653368
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=204 node=N703 type=observe q_typed_residual_context=3.034555 sequence=597.687923
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=205 node=N719 type=observe q_typed_residual_context=6.185420 sequence=603.873343
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=206 node=N763 type=observe q_typed_residual_context=6.019318 sequence=609.892661
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=207 node=N679 type=observe q_typed_residual_context=6.992311 sequence=616.884972
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=208 node=N7441 type=control0 q_typed_residual_context=6.209891 sequence=623.094863
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=209 node=N7432 type=observe q_typed_residual_context=4.099707 sequence=627.194570
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=210 node=N706 type=observe q_typed_residual_context=2.463771 sequence=629.658340
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=211 node=N1351 type=observe q_typed_residual_context=7.108466 sequence=636.766806
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=212 node=N734 type=observe q_typed_residual_context=6.183266 sequence=642.950073
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=213 node=N7439 type=observe q_typed_residual_context=5.006175 sequence=647.956247
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=214 node=N5334 type=observe q_typed_residual_context=2.341808 sequence=650.298055
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=215 node=N5202 type=observe q_typed_residual_context=6.836681 sequence=657.134737
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=216 node=N5456 type=observe q_typed_residual_context=6.493170 sequence=663.627906
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=217 node=N5439 type=observe q_typed_residual_context=6.614594 sequence=670.242501
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=218 node=N6673 type=observe q_typed_residual_context=6.253898 sequence=676.496399
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=219 node=N7382 type=observe q_typed_residual_context=6.702520 sequence=683.198918
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=220 node=N708 type=observe q_typed_residual_context=5.494329 sequence=688.693247
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=221 node=N729 type=observe q_typed_residual_context=6.252525 sequence=694.945772
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=222 node=N7696 type=control0 q_typed_residual_context=4.091676 sequence=699.037447
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=223 node=N756 type=observe q_typed_residual_context=1.542440 sequence=700.579887
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=224 node=N684 type=observe q_typed_residual_context=6.889309 sequence=707.469196
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=225 node=N7380 type=observe q_typed_residual_context=6.895448 sequence=714.364645
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=226 node=N699 type=observe q_typed_residual_context=4.950285 sequence=719.314930
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=227 node=N2271 type=observe q_typed_residual_context=6.024518 sequence=725.339448
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=228 node=N764 type=observe q_typed_residual_context=3.184602 sequence=728.524051
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=229 node=N5735 type=observe q_typed_residual_context=5.319320 sequence=733.843371
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=230 node=N2243 type=observe q_typed_residual_context=6.947893 sequence=740.791264
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=231 node=N689 type=observe q_typed_residual_context=6.146308 sequence=746.937572
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=232 node=N6677 type=observe q_typed_residual_context=5.491633 sequence=752.429204
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=233 node=N2259 type=observe q_typed_residual_context=4.961584 sequence=757.390788
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=234 node=N515 type=control1 q_typed_residual_context=6.257252 sequence=763.648041
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=235 node=N686 type=observe q_typed_residual_context=6.760951 sequence=770.408992
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=236 node=N2267 type=observe q_typed_residual_context=5.132829 sequence=775.541821
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=237 node=N7447 type=observe q_typed_residual_context=4.623099 sequence=780.164919
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=238 node=N5160 type=observe q_typed_residual_context=4.101916 sequence=784.266836
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=239 node=N5390 type=observe q_typed_residual_context=6.963450 sequence=791.230286
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=240 node=N5373 type=observe q_typed_residual_context=7.103362 sequence=798.333648
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=241 node=N5422 type=observe q_typed_residual_context=6.503923 sequence=804.837571
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=242 node=N5094 type=observe q_typed_residual_context=5.889203 sequence=810.726774
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=243 node=N7443 type=observe q_typed_residual_context=6.147821 sequence=816.874595
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=244 node=N6581 type=observe q_typed_residual_context=2.122809 sequence=818.997404
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=245 node=N5111 type=observe q_typed_residual_context=7.003644 sequence=826.001048
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=246 node=N2159 type=observe q_typed_residual_context=7.077493 sequence=833.078541
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=247 node=N2263 type=observe q_typed_residual_context=3.157168 sequence=836.235709
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=248 node=N6537 type=observe q_typed_residual_context=6.882718 sequence=843.118427
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=249 node=N6660 type=observe q_typed_residual_context=1.967966 sequence=845.086393
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=250 node=N695 type=observe q_typed_residual_context=3.526419 sequence=848.612812
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=251 node=N4900 type=observe q_typed_residual_context=2.665571 sequence=851.278383
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=252 node=N2247 type=observe q_typed_residual_context=4.644777 sequence=855.923160
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=253 node=N697 type=observe q_typed_residual_context=5.823494 sequence=861.746654
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=254 node=N6658 type=observe q_typed_residual_context=3.006514 sequence=864.753168
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=255 node=N696 type=observe q_typed_residual_context=1.808198 sequence=866.561366
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=256 node=N2251 type=observe q_typed_residual_context=3.082446 sequence=869.643812
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=257 node=N1352 type=observe q_typed_residual_context=3.042905 sequence=872.686717
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=258 node=N680 type=observe q_typed_residual_context=2.528838 sequence=875.215555
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=259 node=N7444 type=observe q_typed_residual_context=1.655257 sequence=876.870812
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=260 node=N7452 type=observe q_typed_residual_context=4.387278 sequence=881.258090
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=261 node=N6656 type=observe q_typed_residual_context=6.510958 sequence=887.769048
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=262 node=N2216 type=observe q_typed_residual_context=3.709657 sequence=891.478704
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=263 node=N2255 type=observe q_typed_residual_context=5.334968 sequence=896.813672
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=264 node=N7422 type=observe q_typed_residual_context=4.758060 sequence=901.571732
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=265 node=N2218 type=observe q_typed_residual_context=4.079473 sequence=905.651205
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=266 node=N6730 type=control1 q_typed_residual_context=6.719719 sequence=912.370925
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=267 node=N8235 type=control1 q_typed_residual_context=7.231671 sequence=919.602596
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=268 node=N732 type=observe q_typed_residual_context=6.643419 sequence=926.246015
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=269 node=N6736 type=control1 q_typed_residual_context=3.764364 sequence=930.010379
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=270 node=N8234 type=control1 q_typed_residual_context=5.192226 sequence=935.202604
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=271 node=N6593 type=control1 q_typed_residual_context=4.203490 sequence=939.406095
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=272 node=N2185 type=observe q_typed_residual_context=2.570668 sequence=941.976762
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=273 node=N8783 type=control1 q_typed_residual_context=5.784803 sequence=947.761565
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=274 node=N5726 type=control1 q_typed_residual_context=1.972489 sequence=949.734055
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=275 node=N6685 type=observe q_typed_residual_context=1.676970 sequence=951.411025
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=276 node=N8233 type=control1 q_typed_residual_context=4.092344 sequence=955.503369
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=277 node=N733 type=observe q_typed_residual_context=7.072450 sequence=962.575819
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] [plan] step=278 node=N2201 type=observe q_typed_residual_context=7.158993 sequence=969.734811
[b15-round2/typed_rank/alpha_0p20] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p20/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round2/typed_rank/alpha_0p20] [gmean] 2026-07-20T19:03:23 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=170.057 plan_csv=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p20/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round2/typed_rank/alpha_0p20] [gmean] 2026-07-20T19:03:23 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round2/typed_rank/alpha_0p20] [eval iscas99__b15_1] {
[b15-round2/typed_rank/alpha_0p20] [eval iscas99__b15_1]   "records": 2,
[b15-round2/typed_rank/alpha_0p20] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p20/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round2/typed_rank/alpha_0p20] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p20/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round2/typed_rank/alpha_0p20] [eval iscas99__b15_1] }
[b15-round2/typed_rank/alpha_0p20] [gmean] 2026-07-20T19:03:30 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11947000000000008 plan_sec=170.057 eval_sec=6.707 total_sec=176.777
[b15-round2/typed_rank/alpha_0p20] [gmean] 2026-07-20T19:03:30 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11947000000000008 positives=1 negatives=0 elapsed=176.777
