[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:54:08 out_dir=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_balanced/alpha_0p05
[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:54:08 budgets=iscas99__b15_1:278
[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:54:08 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:54:08 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=170 node=N725 type=observe q_typed_residual_context=1.531968 sequence=412.398719
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=171 node=N7436 type=observe q_typed_residual_context=1.672229 sequence=414.070948
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=172 node=N705 type=observe q_typed_residual_context=2.438439 sequence=416.509387
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=173 node=N5422 type=observe q_typed_residual_context=2.412358 sequence=418.921745
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=174 node=N706 type=observe q_typed_residual_context=2.420938 sequence=421.342683
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=175 node=N765 type=observe q_typed_residual_context=4.885584 sequence=426.228267
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=176 node=N679 type=observe q_typed_residual_context=4.982311 sequence=431.210578
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=177 node=N5456 type=observe q_typed_residual_context=6.250915 sequence=437.461493
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=178 node=N6538 type=observe q_typed_residual_context=6.277217 sequence=443.738710
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=179 node=N5439 type=observe q_typed_residual_context=4.441864 sequence=448.180573
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=180 node=N7439 type=observe q_typed_residual_context=1.319688 sequence=449.500261
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=181 node=N5202 type=observe q_typed_residual_context=3.574001 sequence=453.074262
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=182 node=N2072 type=observe q_typed_residual_context=6.240575 sequence=459.314837
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=183 node=N763 type=observe q_typed_residual_context=3.327015 sequence=462.641852
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=184 node=N5390 type=observe q_typed_residual_context=6.668338 sequence=469.310190
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=185 node=N699 type=observe q_typed_residual_context=6.069101 sequence=475.379291
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=186 node=N5334 type=observe q_typed_residual_context=1.542426 sequence=476.921717
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=187 node=N756 type=observe q_typed_residual_context=6.249415 sequence=483.171132
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=188 node=N734 type=observe q_typed_residual_context=7.329550 sequence=490.500682
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=189 node=N7383 type=observe q_typed_residual_context=1.502334 sequence=492.003016
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=190 node=N719 type=observe q_typed_residual_context=5.113069 sequence=497.116085
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=191 node=N708 type=observe q_typed_residual_context=5.537271 sequence=502.653356
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=192 node=N5373 type=observe q_typed_residual_context=2.902749 sequence=505.556105
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=193 node=N2151 type=observe q_typed_residual_context=1.156907 sequence=506.713012
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=194 node=N7379 type=observe q_typed_residual_context=1.230544 sequence=507.943556
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=195 node=N6668 type=observe q_typed_residual_context=1.283601 sequence=509.227157
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=196 node=N1351 type=observe q_typed_residual_context=1.361764 sequence=510.588921
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=197 node=N684 type=observe q_typed_residual_context=2.860789 sequence=513.449710
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=198 node=N7382 type=observe q_typed_residual_context=2.267926 sequence=515.717636
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=199 node=N2159 type=observe q_typed_residual_context=1.134452 sequence=516.852088
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=200 node=N729 type=observe q_typed_residual_context=1.074893 sequence=517.926981
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=201 node=N6682 type=observe q_typed_residual_context=0.089013 sequence=518.015994
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=202 node=N686 type=observe q_typed_residual_context=6.097691 sequence=524.113685
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=203 node=N7380 type=observe q_typed_residual_context=5.432322 sequence=529.546007
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=204 node=N689 type=observe q_typed_residual_context=4.536952 sequence=534.082958
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=205 node=N2243 type=observe q_typed_residual_context=4.574927 sequence=538.657885
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=206 node=N6660 type=observe q_typed_residual_context=2.951095 sequence=541.608980
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=207 node=N5735 type=observe q_typed_residual_context=2.453306 sequence=544.062286
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=208 node=N2271 type=observe q_typed_residual_context=2.777359 sequence=546.839644
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=209 node=N5094 type=observe q_typed_residual_context=2.484005 sequence=549.323649
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=210 node=N7381 type=observe q_typed_residual_context=0.611203 sequence=549.934852
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=211 node=N7694 type=control0 q_typed_residual_context=0.038138 sequence=549.972990
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=212 node=N2259 type=observe q_typed_residual_context=5.104530 sequence=555.077520
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=213 node=N5160 type=observe q_typed_residual_context=2.589058 sequence=557.666578
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=214 node=N7473 type=control0 q_typed_residual_context=1.047595 sequence=558.714173
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=215 node=N6658 type=observe q_typed_residual_context=1.220189 sequence=559.934362
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=216 node=N759 type=observe q_typed_residual_context=2.598624 sequence=562.532986
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=217 node=N2267 type=observe q_typed_residual_context=5.878121 sequence=568.411106
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=218 node=N5111 type=observe q_typed_residual_context=6.685092 sequence=575.096198
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=219 node=N2263 type=observe q_typed_residual_context=5.989733 sequence=581.085931
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=220 node=N7433 type=observe q_typed_residual_context=7.019252 sequence=588.105183
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=221 node=N6537 type=observe q_typed_residual_context=5.715678 sequence=593.820861
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=222 node=N695 type=observe q_typed_residual_context=4.612703 sequence=598.433564
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=223 node=N2251 type=observe q_typed_residual_context=5.788551 sequence=604.222115
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=224 node=N696 type=observe q_typed_residual_context=6.059243 sequence=610.281358
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=225 node=N7409 type=observe q_typed_residual_context=1.259280 sequence=611.540637
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=226 node=N6656 type=observe q_typed_residual_context=6.576047 sequence=618.116684
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=227 node=N697 type=observe q_typed_residual_context=6.016610 sequence=624.133294
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=228 node=N2247 type=observe q_typed_residual_context=6.281518 sequence=630.414812
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=229 node=N1352 type=observe q_typed_residual_context=6.457690 sequence=636.872501
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=230 node=N680 type=observe q_typed_residual_context=6.052340 sequence=642.924841
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=231 node=N7873 type=control1 q_typed_residual_context=1.008814 sequence=643.933655
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=232 node=N1879 type=observe q_typed_residual_context=1.597911 sequence=645.531567
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=233 node=N7443 type=observe q_typed_residual_context=3.459742 sequence=648.991309
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=234 node=N732 type=observe q_typed_residual_context=6.815307 sequence=655.806616
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=235 node=N758 type=observe q_typed_residual_context=2.976581 sequence=658.783198
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=236 node=N2216 type=observe q_typed_residual_context=3.009735 sequence=661.792933
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=237 node=N2218 type=observe q_typed_residual_context=5.424262 sequence=667.217195
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=238 node=N2255 type=observe q_typed_residual_context=7.023804 sequence=674.240999
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=239 node=N2952 type=control1 q_typed_residual_context=1.008507 sequence=675.249507
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=240 node=N7542 type=control0 q_typed_residual_context=7.706249 sequence=682.955756
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=241 node=N7452 type=observe q_typed_residual_context=0.638430 sequence=683.594186
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=242 node=N2185 type=observe q_typed_residual_context=5.630063 sequence=689.224249
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=243 node=N1599 type=observe q_typed_residual_context=4.618570 sequence=693.842819
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=244 node=N717 type=observe q_typed_residual_context=6.306819 sequence=700.149638
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=245 node=N3009 type=control1 q_typed_residual_context=5.091144 sequence=705.240782
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=246 node=N6685 type=observe q_typed_residual_context=1.132848 sequence=706.373629
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=247 node=N2205 type=observe q_typed_residual_context=7.058224 sequence=713.431854
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=248 node=N735 type=observe q_typed_residual_context=5.834219 sequence=719.266072
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=249 node=N2203 type=observe q_typed_residual_context=6.468985 sequence=725.735057
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=250 node=N7440 type=observe q_typed_residual_context=6.668106 sequence=732.403163
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=251 node=N733 type=observe q_typed_residual_context=6.843412 sequence=739.246575
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=252 node=N2201 type=observe q_typed_residual_context=6.859254 sequence=746.105828
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=253 node=N7698 type=control0 q_typed_residual_context=0.976381 sequence=747.082210
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=254 node=N764 type=observe q_typed_residual_context=5.372078 sequence=752.454287
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=255 node=N2226 type=observe q_typed_residual_context=3.275537 sequence=755.729824
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=256 node=N4900 type=observe q_typed_residual_context=2.381339 sequence=758.111163
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=257 node=N2212 type=observe q_typed_residual_context=6.857476 sequence=764.968640
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=258 node=N2779 type=control1 q_typed_residual_context=0.917537 sequence=765.886177
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=259 node=N8790 type=control1 q_typed_residual_context=6.050377 sequence=771.936554
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=260 node=N1348 type=observe q_typed_residual_context=6.223984 sequence=778.160538
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=261 node=N2214 type=observe q_typed_residual_context=5.358799 sequence=783.519337
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=262 node=N8240 type=control1 q_typed_residual_context=6.362095 sequence=789.881431
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=263 node=N8470 type=observe q_typed_residual_context=4.394209 sequence=794.275640
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=264 node=N6562 type=observe q_typed_residual_context=6.072819 sequence=800.348458
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=265 node=N2222 type=observe q_typed_residual_context=4.551029 sequence=804.899487
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=266 node=N8789 type=control1 q_typed_residual_context=7.506674 sequence=812.406161
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=267 node=N1347 type=observe q_typed_residual_context=5.612067 sequence=818.018228
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=268 node=N2220 type=observe q_typed_residual_context=5.470546 sequence=823.488774
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=269 node=N8239 type=control1 q_typed_residual_context=6.444042 sequence=829.932816
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=270 node=N2207 type=observe q_typed_residual_context=4.938272 sequence=834.871089
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=271 node=N4460 type=control0 q_typed_residual_context=2.109964 sequence=836.981053
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=272 node=N4758 type=observe q_typed_residual_context=5.945278 sequence=842.926330
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=273 node=N8607 type=control1 q_typed_residual_context=6.516904 sequence=849.443234
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=274 node=N6684 type=observe q_typed_residual_context=4.616722 sequence=854.059956
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=275 node=N4766 type=observe q_typed_residual_context=2.176299 sequence=856.236255
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=276 node=N730 type=observe q_typed_residual_context=5.952940 sequence=862.189195
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=277 node=N2209 type=observe q_typed_residual_context=6.661997 sequence=868.851192
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=278 node=N2894 type=control1 q_typed_residual_context=4.738757 sequence=873.589948
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_balanced/alpha_0p05/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:56:54 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=166.824 plan_csv=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_balanced/alpha_0p05/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:56:54 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round2/typed_balanced/alpha_0p05] [eval iscas99__b15_1] {
[b15-round2/typed_balanced/alpha_0p05] [eval iscas99__b15_1]   "records": 2,
[b15-round2/typed_balanced/alpha_0p05] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_balanced/alpha_0p05/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round2/typed_balanced/alpha_0p05] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_balanced/alpha_0p05/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round2/typed_balanced/alpha_0p05] [eval iscas99__b15_1] }
[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:57:01 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12198000000000009 plan_sec=166.824 eval_sec=6.095 total_sec=172.934
[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:57:01 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12198000000000009 positives=1 negatives=0 elapsed=172.934
