[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:00:33 out_dir=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p50
[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:00:33 budgets=iscas99__b15_1:278
[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:00:33 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:00:33 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=172 node=N2721 type=control1 q_typed_residual_context=3.268222 sequence=680.814520
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=173 node=N2894 type=control1 q_typed_residual_context=3.263600 sequence=684.078121
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=174 node=N2952 type=control1 q_typed_residual_context=3.676347 sequence=687.754467
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=175 node=N7442 type=control0 q_typed_residual_context=2.430335 sequence=690.184802
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=176 node=N2779 type=control1 q_typed_residual_context=3.369382 sequence=693.554184
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=177 node=N7441 type=control0 q_typed_residual_context=2.277909 sequence=695.832094
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=178 node=N7696 type=control0 q_typed_residual_context=2.235178 sequence=698.067271
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=179 node=N7473 type=control0 q_typed_residual_context=2.073984 sequence=700.141256
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=180 node=N7873 type=control1 q_typed_residual_context=2.023966 sequence=702.165222
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=181 node=N2837 type=control1 q_typed_residual_context=2.678568 sequence=704.843789
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=182 node=N3009 type=control1 q_typed_residual_context=2.573152 sequence=707.416941
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=183 node=N5877 type=observe q_typed_residual_context=2.304689 sequence=709.721630
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=184 node=N7542 type=control0 q_typed_residual_context=1.845955 sequence=711.567585
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=185 node=N3067 type=control1 q_typed_residual_context=1.899394 sequence=713.466979
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=186 node=N7405 type=observe q_typed_residual_context=1.676884 sequence=715.143863
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=187 node=N7454 type=observe q_typed_residual_context=2.510060 sequence=717.653923
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=188 node=N8790 type=control1 q_typed_residual_context=2.739898 sequence=720.393821
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=189 node=N8240 type=control1 q_typed_residual_context=2.813278 sequence=723.207099
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=190 node=N8789 type=control1 q_typed_residual_context=3.090236 sequence=726.297335
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=191 node=N8239 type=control1 q_typed_residual_context=3.186558 sequence=729.483893
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=192 node=N8607 type=control1 q_typed_residual_context=3.261059 sequence=732.744952
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=193 node=N1879 type=observe q_typed_residual_context=1.261607 sequence=734.006559
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=194 node=N5422 type=observe q_typed_residual_context=1.825772 sequence=735.832331
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=195 node=N6581 type=observe q_typed_residual_context=2.221468 sequence=738.053798
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=196 node=N2151 type=observe q_typed_residual_context=2.443747 sequence=740.497546
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=197 node=N706 type=observe q_typed_residual_context=1.670900 sequence=742.168446
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=198 node=N652 type=control1 q_typed_residual_context=1.451493 sequence=743.619939
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=199 node=N5456 type=observe q_typed_residual_context=1.021563 sequence=744.641502
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=200 node=N5875 type=observe q_typed_residual_context=1.450442 sequence=746.091944
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=201 node=N7439 type=observe q_typed_residual_context=2.080228 sequence=748.172172
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=202 node=N703 type=observe q_typed_residual_context=3.727206 sequence=751.899377
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=203 node=N5439 type=observe q_typed_residual_context=7.462873 sequence=759.362251
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=204 node=N8238 type=control1 q_typed_residual_context=7.229044 sequence=766.591295
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=205 node=N6660 type=observe q_typed_residual_context=3.877829 sequence=770.469124
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=206 node=N705 type=observe q_typed_residual_context=3.632267 sequence=774.101391
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=207 node=N8606 type=control1 q_typed_residual_context=3.913981 sequence=778.015372
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=208 node=N8237 type=control1 q_typed_residual_context=3.854709 sequence=781.870081
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=209 node=N1349 type=observe q_typed_residual_context=2.562827 sequence=784.432908
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=210 node=N902 type=control1 q_typed_residual_context=3.651392 sequence=788.084300
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=211 node=N679 type=observe q_typed_residual_context=5.276383 sequence=793.360683
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=212 node=N8605 type=control1 q_typed_residual_context=3.832565 sequence=797.193248
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=213 node=N7472 type=control0 q_typed_residual_context=3.375443 sequence=800.568691
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=214 node=N515 type=control1 q_typed_residual_context=3.895945 sequence=804.464635
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=215 node=N8236 type=control1 q_typed_residual_context=3.926170 sequence=808.390805
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=216 node=N7404 type=observe q_typed_residual_context=2.344262 sequence=810.735067
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=217 node=N4460 type=control0 q_typed_residual_context=1.922050 sequence=812.657117
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=218 node=N5390 type=observe q_typed_residual_context=2.024749 sequence=814.681866
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=219 node=N1598 type=observe q_typed_residual_context=1.523404 sequence=816.205270
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=220 node=N6656 type=observe q_typed_residual_context=6.921280 sequence=823.126550
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=221 node=N719 type=observe q_typed_residual_context=4.854793 sequence=827.981342
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=222 node=N5334 type=observe q_typed_residual_context=2.161967 sequence=830.143310
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=223 node=N7380 type=observe q_typed_residual_context=3.065907 sequence=833.209217
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=224 node=N5726 type=control1 q_typed_residual_context=2.589025 sequence=835.798242
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=225 node=N5373 type=observe q_typed_residual_context=1.613715 sequence=837.411957
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=226 node=N5283 type=observe q_typed_residual_context=1.728605 sequence=839.140562
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=227 node=N6658 type=observe q_typed_residual_context=2.019423 sequence=841.159985
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=228 node=N734 type=observe q_typed_residual_context=1.837474 sequence=842.997459
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=229 node=N699 type=observe q_typed_residual_context=6.354693 sequence=849.352153
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=230 node=N708 type=observe q_typed_residual_context=4.779980 sequence=854.132133
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=231 node=N1351 type=observe q_typed_residual_context=3.068540 sequence=857.200672
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=232 node=N7381 type=observe q_typed_residual_context=3.092123 sequence=860.292796
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=233 node=N8235 type=control1 q_typed_residual_context=3.511324 sequence=863.804120
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=234 node=N6685 type=observe q_typed_residual_context=0.814628 sequence=864.618747
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=235 node=N686 type=observe q_typed_residual_context=2.786206 sequence=867.404954
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=236 node=N729 type=observe q_typed_residual_context=3.039645 sequence=870.444599
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=237 node=N4421 type=control0 q_typed_residual_context=1.620544 sequence=872.065144
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=238 node=N684 type=observe q_typed_residual_context=4.003313 sequence=876.068457
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=239 node=N2159 type=observe q_typed_residual_context=1.272498 sequence=877.340955
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=240 node=N1688 type=observe q_typed_residual_context=0.806193 sequence=878.147147
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=241 node=N6532 type=observe q_typed_residual_context=3.203461 sequence=881.350608
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=242 node=N2271 type=observe q_typed_residual_context=6.962093 sequence=888.312701
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=243 node=N689 type=observe q_typed_residual_context=6.709648 sequence=895.022350
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=244 node=N7444 type=observe q_typed_residual_context=3.587813 sequence=898.610163
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=245 node=N2259 type=observe q_typed_residual_context=4.904100 sequence=903.514262
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=246 node=N6736 type=control1 q_typed_residual_context=7.121490 sequence=910.635752
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=247 node=N8234 type=control1 q_typed_residual_context=5.590668 sequence=916.226420
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=248 node=N5160 type=observe q_typed_residual_context=2.010713 sequence=918.237133
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=249 node=N6593 type=control1 q_typed_residual_context=2.647648 sequence=920.884782
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=250 node=N8783 type=control1 q_typed_residual_context=3.235611 sequence=924.120393
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=251 node=N8233 type=control1 q_typed_residual_context=2.891285 sequence=927.011678
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=252 node=N1987 type=observe q_typed_residual_context=1.033656 sequence=928.045334
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=253 node=N2243 type=observe q_typed_residual_context=2.449541 sequence=930.494875
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=254 node=N5735 type=observe q_typed_residual_context=1.357276 sequence=931.852151
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=255 node=N7391 type=observe q_typed_residual_context=1.838665 sequence=933.690816
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=256 node=N5094 type=observe q_typed_residual_context=5.305277 sequence=938.996092
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=257 node=N2267 type=observe q_typed_residual_context=6.164003 sequence=945.160096
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=258 node=N6680 type=observe q_typed_residual_context=5.639645 sequence=950.799741
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=259 node=N6537 type=observe q_typed_residual_context=6.732535 sequence=957.532275
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=260 node=N5111 type=observe q_typed_residual_context=1.636962 sequence=959.169237
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=261 node=N2263 type=observe q_typed_residual_context=3.724927 sequence=962.894164
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=262 node=N4900 type=observe q_typed_residual_context=5.894944 sequence=968.789108
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=263 node=N2251 type=observe q_typed_residual_context=6.725560 sequence=975.514668
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=264 node=N695 type=observe q_typed_residual_context=6.745714 sequence=982.260382
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=265 node=N696 type=observe q_typed_residual_context=4.985089 sequence=987.245471
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=266 node=N2247 type=observe q_typed_residual_context=3.695358 sequence=990.940829
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=267 node=N697 type=observe q_typed_residual_context=4.034630 sequence=994.975459
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=268 node=N1352 type=observe q_typed_residual_context=4.402670 sequence=999.378129
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=269 node=N680 type=observe q_typed_residual_context=6.313781 sequence=1005.691910
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=270 node=N732 type=observe q_typed_residual_context=6.486767 sequence=1012.178677
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=271 node=N8608 type=control1 q_typed_residual_context=5.361039 sequence=1017.539717
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=272 node=N6743 type=control1 q_typed_residual_context=2.546648 sequence=1020.086365
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=273 node=N7452 type=observe q_typed_residual_context=1.155253 sequence=1021.241618
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=274 node=N2216 type=observe q_typed_residual_context=2.679879 sequence=1023.921497
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=275 node=N2358 type=control1 q_typed_residual_context=2.002833 sequence=1025.924330
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=276 node=N2255 type=observe q_typed_residual_context=3.395237 sequence=1029.319567
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=277 node=N2218 type=observe q_typed_residual_context=3.723518 sequence=1033.043084
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=278 node=N4532 type=control0 q_typed_residual_context=2.336948 sequence=1035.380033
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p50/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:03:21 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=168.297 plan_csv=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p50/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:03:21 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round2/typed_rank/alpha_0p50] [eval iscas99__b15_1] {
[b15-round2/typed_rank/alpha_0p50] [eval iscas99__b15_1]   "records": 2,
[b15-round2/typed_rank/alpha_0p50] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p50/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round2/typed_rank/alpha_0p50] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p50/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round2/typed_rank/alpha_0p50] [eval iscas99__b15_1] }
[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:03:27 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11489000000000005 plan_sec=168.297 eval_sec=6.325 total_sec=174.635
[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:03:27 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11489000000000005 positives=1 negatives=0 elapsed=174.636
