deep_node	original_net	original_kind	original_gate	original_order	deep_gate	boundary_exact	local_truth_exact	global_signature_exact	deep_is_sink	paper_candidate_legal
N6594	P3_U6964	GATE	NAND	5142	NOT	True	True	True	False	True
N6595	P3_U6965	GATE	NAND	5143	NOT	True	True	True	False	True
N6596	P3_U6966	GATE	NAND	5144	NOT	True	True	True	False	True
N6597	P3_U6967	GATE	NAND	5145	NOT	True	True	True	False	True
N6598	P3_U6968	GATE	NAND	5146	NOT	True	True	True	False	True
N6599	P3_U6969	GATE	NAND	5147	NOT	True	True	True	False	True
N6600	P3_U6970	GATE	NAND	5148	NOT	True	True	True	False	True
N6601	P3_U6971	GATE	NAND	5149	NOT	True	True	True	False	True
N6602	P3_U6972	GATE	NAND	5150	NOT	True	True	True	False	True
N6603	P3_U6973	GATE	NAND	5151	NOT	True	True	True	False	True
N6604	P3_U6974	GATE	NAND	5152	NOT	True	True	True	False	True
N6605	P3_U6975	GATE	NAND	5153	NOT	True	True	True	False	True
N6606	P3_U6976	GATE	NAND	5154	NOT	True	True	True	False	True
N6607	P3_U6977	GATE	NAND	5155	NOT	True	True	True	False	True
N6608	P3_U6978	GATE	NAND	5156	NOT	True	True	True	False	True
N6609	P3_U6979	GATE	NAND	5157	NOT	True	True	True	False	True
N6610	P3_U6980	GATE	NAND	5158	NOT	True	True	True	False	True
N6611	P3_U6981	GATE	NAND	5159	NOT	True	True	True	False	True
N6612	P3_U6982	GATE	NAND	5160	NOT	True	True	True	False	True
N6613	P3_U6983	GATE	NAND	5161	NOT	True	True	True	False	True
N6614	P3_U6984	GATE	NAND	5162	NOT	True	True	True	False	True
N6615	P3_U6985	GATE	NAND	5163	NOT	True	True	True	False	True
N6616	P3_U6986	GATE	NAND	5164	NOT	True	True	True	False	True
N6617	P3_U6987	GATE	NAND	5165	NOT	True	True	True	False	True
N6618	P3_U6988	GATE	NAND	5166	NOT	True	True	True	False	True
N6619	P3_U6989	GATE	NAND	5167	NOT	True	True	True	False	True
N6620	P3_U6990	GATE	NAND	5168	NOT	True	True	True	False	True
N6621	P3_U6991	GATE	NAND	5169	NOT	True	True	True	False	True
N6622	P3_U6992	GATE	NAND	5170	NOT	True	True	True	False	True
N6623	P3_U6993	GATE	NAND	5171	NOT	True	True	True	False	True
N6624	P3_U6994	GATE	NAND	5172	NOT	True	True	True	False	True
N6625	P3_U6995	GATE	NAND	5173	NOT	True	True	True	False	True
N6626	P3_U6996	GATE	NAND	5174	NOT	True	True	True	False	True
N6627	P3_U6997	GATE	NAND	5175	NOT	True	True	True	False	True
N6628	P3_U6998	GATE	NAND	5176	NOT	True	True	True	False	True
N6629	P3_U6999	GATE	NAND	5177	NOT	True	True	True	False	True
N6630	P3_U7000	GATE	NAND	5178	NOT	True	True	True	False	True
N6631	P3_U7001	GATE	NAND	5179	NOT	True	True	True	False	True
N6632	P3_U7002	GATE	NAND	5180	NOT	True	True	True	False	True
N6633	P3_U7003	GATE	NAND	5181	NOT	True	True	True	False	True
N6634	P3_U7004	GATE	NAND	5182	NOT	True	True	True	False	True
N6635	P3_U7005	GATE	NAND	5183	NOT	True	True	True	False	True
N6636	P3_U7006	GATE	NAND	5184	NOT	True	True	True	False	True
N6637	P3_U7007	GATE	NAND	5185	NOT	True	True	True	False	True
N6638	P3_U7008	GATE	NAND	5186	NOT	True	True	True	False	True
N6639	P3_U7009	GATE	NAND	5187	NOT	True	True	True	False	True
N6640	P3_U7010	GATE	NAND	5188	NOT	True	True	True	False	True
N6641	P3_U7011	GATE	NAND	5189	NOT	True	True	True	False	True
N6642	P3_U7012	GATE	NAND	5190	NOT	True	True	True	False	True
N6643	P3_U7013	GATE	NAND	5191	NOT	True	True	True	False	True
N6644	P3_U7014	GATE	NAND	5192	NOT	True	True	True	False	True
N6645	P3_U7015	GATE	NAND	5193	NOT	True	True	True	False	True
N6646	P3_U7016	GATE	NAND	5194	NOT	True	True	True	False	True
N6647	P3_U7017	GATE	NAND	5195	NOT	True	True	True	False	True
N6648	P3_U7018	GATE	NAND	5196	NOT	True	True	True	False	True
N6649	P3_U7019	GATE	NAND	5197	NOT	True	True	True	False	True
N6650	P3_U7020	GATE	NAND	5198	NOT	True	True	True	False	True
N6651	P3_U7021	GATE	NAND	5199	NOT	True	True	True	False	True
N6652	P3_U7022	GATE	NAND	5200	NOT	True	True	True	False	True
N6653	P3_U7023	GATE	NAND	5201	NOT	True	True	True	False	True
N6654	P3_U7024	GATE	NAND	5202	NOT	True	True	True	False	True
N6655	P3_U7025	GATE	NAND	5203	NOT	True	True	True	False	True
N6656	P3_U7026	GATE	NAND	5204	NOT	True	True	True	False	True
N6657	P3_U7027	GATE	NAND	5205	NOT	True	True	True	False	True
N6658	P3_U7028	GATE	NAND	5206	NOT	True	True	True	False	True
N6659	P3_U7029	GATE	NAND	5207	NOT	True	True	True	False	True
N6660	P3_U7030	GATE	NAND	5208	NOT	True	True	True	False	True
N6661	P3_U7031	GATE	NAND	5209	NOT	True	True	True	False	True
N6662	P3_U7032	GATE	NAND	5210	NOT	True	True	True	False	True
N6663	P3_U7033	GATE	NAND	5211	NOT	True	True	True	False	True
N6664	P3_U7034	GATE	NAND	5212	NOT	True	True	True	False	True
N6665	P3_U7035	GATE	NAND	5213	NOT	True	True	True	False	True
N6666	P3_U7036	GATE	NAND	5214	NOT	True	True	True	False	True
N6667	P3_U7037	GATE	NAND	5215	NOT	True	True	True	False	True
N6668	P3_U7038	GATE	NAND	5216	NOT	True	True	True	False	True
N6669	P3_U7039	GATE	NAND	5217	NOT	True	True	True	False	True
N6670	P3_U7040	GATE	NAND	5218	NOT	True	True	True	False	True
N6671	P3_U7041	GATE	NAND	5219	NOT	True	True	True	False	True
N6672	P3_U7042	GATE	NAND	5220	NOT	True	True	True	False	True
N6673	P3_U7043	GATE	NAND	5221	NOT	True	True	True	False	True
N6674	P3_U7044	GATE	NAND	5222	NOT	True	True	True	False	True
N6675	P3_U7045	GATE	NAND	5223	NOT	True	True	True	False	True
N6676	P3_U7046	GATE	NAND	5224	NOT	True	True	True	False	True
N6677	P3_U7047	GATE	NAND	5225	NOT	True	True	True	False	True
N6678	P3_U7048	GATE	NAND	5226	NOT	True	True	True	False	True
N6679	P3_U7049	GATE	NAND	5227	NOT	True	True	True	False	True
N6680	P3_U7050	GATE	NAND	5228	NOT	True	True	True	False	True
N6681	P3_U7051	GATE	NAND	5229	NOT	True	True	True	False	True
N6682	P3_U7052	GATE	NAND	5230	NOT	True	True	True	False	True
N6683	P3_U7053	GATE	NAND	5231	NOT	True	True	True	False	True
N6684	P3_U7054	GATE	NAND	5232	NOT	True	True	True	False	True
N6685	P3_U7055	GATE	NAND	5233	NOT	True	True	True	False	True
N6686	P3_U7056	GATE	NAND	5234	NOT	True	True	True	False	True
N6687	P3_U7057	GATE	NAND	5235	NOT	True	True	True	False	True
N6688	P3_U7058	GATE	NAND	5236	NOT	True	True	True	False	True
N6689	P3_U7059	GATE	NAND	5237	NOT	True	True	True	False	True
N6690	P3_U7060	GATE	NAND	5238	NOT	True	True	True	False	True
N6691	P3_U7061	GATE	NAND	5239	NOT	True	True	True	False	True
N6692	P3_U7062	GATE	NAND	5240	NOT	True	True	True	False	True
N6693	P3_U7063	GATE	NAND	5241	NOT	True	True	True	False	True
N6694	P3_U7064	GATE	NAND	5242	NOT	True	True	True	False	True
N6695	P3_U7065	GATE	NAND	5243	NOT	True	True	True	False	True
N6696	P3_U7066	GATE	NAND	5244	NOT	True	True	True	False	True
N6697	P3_U7067	GATE	NAND	5245	NOT	True	True	True	False	True
N6698	P3_U7068	GATE	NAND	5246	NOT	True	True	True	False	True
N6699	P3_U7069	GATE	NAND	5247	NOT	True	True	True	False	True
N6700	P3_U7070	GATE	NAND	5248	NOT	True	True	True	False	True
N6701	P3_U7071	GATE	NAND	5249	NOT	True	True	True	False	True
N6702	P3_U7072	GATE	NAND	5250	NOT	True	True	True	False	True
N6703	P3_U7073	GATE	NAND	5251	NOT	True	True	True	False	True
N6704	P3_U7074	GATE	NAND	5252	NOT	True	True	True	False	True
N6705	P3_U7075	GATE	NAND	5253	NOT	True	True	True	False	True
N6706	P3_U7076	GATE	NAND	5254	NOT	True	True	True	False	True
N6707	P3_U7077	GATE	NAND	5255	NOT	True	True	True	False	True
N6708	P3_U7078	GATE	NAND	5256	NOT	True	True	True	False	True
N6709	P3_U7079	GATE	NAND	5257	NOT	True	True	True	False	True
N6710	P3_U7080	GATE	NAND	5258	NOT	True	True	True	False	True
N6711	P3_U7081	GATE	NAND	5259	NOT	True	True	True	False	True
N6712	P3_U7082	GATE	NAND	5260	NOT	True	True	True	False	True
N6713	P3_U7083	GATE	NAND	5261	NOT	True	True	True	False	True
N6714	P3_U7084	GATE	NAND	5262	NOT	True	True	True	False	True
N6715	P3_U7085	GATE	NAND	5263	NOT	True	True	True	False	True
N6716	P3_U7086	GATE	NAND	5264	NOT	True	True	True	False	True
N6717	P3_U7087	GATE	NAND	5265	NOT	True	True	True	False	True
N6718	P3_U7088	GATE	NAND	5266	NOT	True	True	True	False	True
N6719	P3_U7089	GATE	NAND	5267	NOT	True	True	True	False	True
N6720	P3_U7090	GATE	NAND	5268	NOT	True	True	True	False	True
N6721	P3_U7091	GATE	NAND	5269	NOT	True	True	True	False	True
N6722	P3_U7092	GATE	NAND	5270	NOT	True	True	True	False	True
N6723	P3_U7093	GATE	NAND	5271	NOT	True	True	True	False	True
N6724	P3_U7094	GATE	NOT	5272	NOT	True	True	True	False	True
N6725	P3_U7095	GATE	NOT	5273	NOT	True	True	True	False	True
N6726	P3_U7096	GATE	OR	5274	NOT	True	True	True	False	True
N6727	P3_U7097	GATE	NAND	5275	NOT	True	True	True	False	True
N6728	P3_U7098	GATE	NAND	5276	NOT	True	True	True	False	True
N6729	P3_U7099	GATE	NAND	5277	NOT	True	True	True	False	True
N6730	P3_U7100	GATE	NAND	5278	NOT	True	True	True	False	True
N6731	P3_U7101	GATE	NAND	5279	NOT	True	True	True	False	True
N6732	P3_U7102	GATE	NAND	5280	NOT	True	True	True	False	True
N6733	P3_U7103	GATE	NAND	5281	NOT	True	True	True	False	True
N6734	P3_U7104	GATE	NAND	5282	NOT	True	True	True	False	True
N6735	P3_U7105	GATE	NAND	5283	NOT	True	True	True	False	True
N6736	P3_U7106	GATE	NAND	5284	NOT	True	True	True	False	True
N6737	P3_U7107	GATE	NAND	5285	NOT	True	True	True	False	True
N6738	P3_U7108	GATE	NAND	5286	NOT	True	True	True	False	True
N6739	P3_U7109	GATE	NAND	5287	NOT	True	True	True	False	True
N6740	P3_U7110	GATE	NAND	5288	NOT	True	True	True	False	True
N6741	P3_U7111	GATE	NAND	5289	NOT	True	True	True	False	True
N6742	P3_U7112	GATE	NAND	5290	NOT	True	True	True	False	True
N6743	P3_U7113	GATE	NAND	5291	NOT	True	True	True	False	True
N6744	P3_U7114	GATE	NAND	5292	NOT	True	True	True	False	True
N6745	P3_U7115	GATE	NAND	5293	NOT	True	True	True	False	True
N6746	P3_U7116	GATE	NAND	5294	NOT	True	True	True	False	True
N6747	P3_U7117	GATE	NAND	5295	NOT	True	True	True	False	True
N6748	P3_U7118	GATE	NAND	5296	NOT	True	True	True	False	True
N6749	P3_U7119	GATE	NAND	5297	NOT	True	True	True	False	True
N6750	P3_U7120	GATE	NAND	5298	NOT	True	True	True	False	True
N6751	P3_U7121	GATE	NAND	5299	NOT	True	True	True	False	True
N6752	P3_U7122	GATE	NAND	5300	NOT	True	True	True	False	True
N6753	P3_U7123	GATE	NAND	5301	NOT	True	True	True	False	True
N6754	P3_U7124	GATE	NAND	5302	NOT	True	True	True	False	True
N6755	P3_U7125	GATE	NAND	5303	NOT	True	True	True	False	True
N6756	P3_U7126	GATE	NAND	5304	NOT	True	True	True	False	True
N6757	P3_U7127	GATE	NAND	5305	NOT	True	True	True	False	True
N6758	P3_U7128	GATE	NAND	5306	NOT	True	True	True	False	True
N6759	P3_U7129	GATE	NAND	5307	NOT	True	True	True	False	True
N6760	P3_U7130	GATE	NAND	5308	NOT	True	True	True	False	True
N6761	P3_U7131	GATE	NAND	5309	NOT	True	True	True	False	True
N6762	P3_U7132	GATE	NAND	5310	NOT	True	True	True	False	True
N6763	P3_U7133	GATE	NAND	5311	NOT	True	True	True	False	True
N6764	P3_U7134	GATE	NAND	5312	NOT	True	True	True	False	True
N6765	P3_U7135	GATE	NAND	5313	NOT	True	True	True	False	True
N6766	P3_U7136	GATE	NAND	5314	NOT	True	True	True	False	True
N6767	P3_U7137	GATE	NAND	5315	NOT	True	True	True	False	True
N6768	P3_U7138	GATE	NAND	5316	NOT	True	True	True	False	True
N6769	P3_U7139	GATE	NAND	5317	NOT	True	True	True	False	True
N6770	P3_U7140	GATE	NAND	5318	NOT	True	True	True	False	True
N6771	P3_U7141	GATE	NAND	5319	NOT	True	True	True	False	True
N6772	P3_U7142	GATE	NAND	5320	NOT	True	True	True	False	True
N6773	P3_U7143	GATE	NAND	5321	NOT	True	True	True	False	True
N6774	P3_U7144	GATE	NAND	5322	NOT	True	True	True	False	True
N6775	P3_U7145	GATE	NAND	5323	NOT	True	True	True	False	True
N6776	P3_U7146	GATE	NAND	5324	NOT	True	True	True	False	True
N6777	P3_U7147	GATE	NAND	5325	NOT	True	True	True	False	True
N6778	P3_U7148	GATE	NAND	5326	NOT	True	True	True	False	True
N6779	P3_U7149	GATE	NAND	5327	NOT	True	True	True	False	True
N6780	P3_U7150	GATE	NAND	5328	NOT	True	True	True	False	True
N6781	P3_U7151	GATE	NAND	5329	NOT	True	True	True	False	True
N6782	P3_U7152	GATE	NAND	5330	NOT	True	True	True	False	True
N6783	P3_U7153	GATE	NAND	5331	NOT	True	True	True	False	True
N6784	P3_U7154	GATE	NAND	5332	NOT	True	True	True	False	True
N6785	P3_U7155	GATE	NAND	5333	NOT	True	True	True	False	True
N6786	P3_U7156	GATE	NAND	5334	NOT	True	True	True	False	True
N6787	P3_U7157	GATE	NAND	5335	NOT	True	True	True	False	True
N6788	P3_U7158	GATE	NAND	5336	NOT	True	True	True	False	True
N6789	P3_U7159	GATE	NAND	5337	NOT	True	True	True	False	True
N6790	P3_U7160	GATE	NAND	5338	NOT	True	True	True	False	True
N6791	P3_U7161	GATE	NAND	5339	NOT	True	True	True	False	True
N6792	P3_U7162	GATE	NAND	5340	NOT	True	True	True	False	True
N6793	P3_U7163	GATE	NAND	5341	NOT	True	True	True	False	True
N6794	P3_U7164	GATE	NAND	5342	NOT	True	True	True	False	True
N6795	P3_U7165	GATE	NAND	5343	NOT	True	True	True	False	True
N6796	P3_U7166	GATE	NAND	5344	NOT	True	True	True	False	True
N6797	P3_U7167	GATE	NAND	5345	NOT	True	True	True	False	True
N6798	P3_U7168	GATE	NAND	5346	NOT	True	True	True	False	True
N6799	P3_U7169	GATE	NAND	5347	NOT	True	True	True	False	True
N6800	P3_U7170	GATE	NAND	5348	NOT	True	True	True	False	True
N6801	P3_U7171	GATE	NAND	5349	NOT	True	True	True	False	True
N6802	P3_U7172	GATE	NAND	5350	NOT	True	True	True	False	True
N6803	P3_U7173	GATE	NAND	5351	NOT	True	True	True	False	True
N6804	P3_U7174	GATE	NAND	5352	NOT	True	True	True	False	True
N6805	P3_U7175	GATE	NAND	5353	NOT	True	True	True	False	True
N6806	P3_U7176	GATE	NAND	5354	NOT	True	True	True	False	True
N6807	P3_U7177	GATE	NAND	5355	NOT	True	True	True	False	True
N6808	P3_U7178	GATE	NAND	5356	NOT	True	True	True	False	True
N6809	P3_U7179	GATE	NAND	5357	NOT	True	True	True	False	True
N6810	P3_U7180	GATE	NAND	5358	NOT	True	True	True	False	True
N6811	P3_U7181	GATE	NAND	5359	NOT	True	True	True	False	True
N6812	P3_U7182	GATE	NAND	5360	NOT	True	True	True	False	True
N6813	P3_U7183	GATE	NAND	5361	NOT	True	True	True	False	True
N6814	P3_U7184	GATE	NAND	5362	NOT	True	True	True	False	True
N6815	P3_U7185	GATE	NAND	5363	NOT	True	True	True	False	True
N6816	P3_U7186	GATE	NAND	5364	NOT	True	True	True	False	True
N6817	P3_U7187	GATE	NAND	5365	NOT	True	True	True	False	True
N6818	P3_U7188	GATE	NAND	5366	NOT	True	True	True	False	True
N6819	P3_U7189	GATE	NAND	5367	NOT	True	True	True	False	True
N6820	P3_U7190	GATE	NAND	5368	NOT	True	True	True	False	True
N6821	P3_U7191	GATE	NAND	5369	NOT	True	True	True	False	True
N6822	P3_U7192	GATE	NAND	5370	NOT	True	True	True	False	True
N6823	P3_U7193	GATE	NAND	5371	NOT	True	True	True	False	True
N6824	P3_U7194	GATE	NAND	5372	NOT	True	True	True	False	True
N6825	P3_U7195	GATE	NAND	5373	NOT	True	True	True	False	True
N6826	P3_U7196	GATE	NAND	5374	NOT	True	True	True	False	True
N6827	P3_U7197	GATE	NAND	5375	NOT	True	True	True	False	True
N6828	P3_U7198	GATE	NAND	5376	NOT	True	True	True	False	True
N6829	P3_U7199	GATE	NAND	5377	NOT	True	True	True	False	True
N6830	P3_U7200	GATE	NAND	5378	NOT	True	True	True	False	True
N6831	P3_U7201	GATE	NAND	5379	NOT	True	True	True	False	True
N6832	P3_U7202	GATE	NAND	5380	NOT	True	True	True	False	True
N6833	P3_U7203	GATE	NAND	5381	NOT	True	True	True	False	True
N6834	P3_U7204	GATE	NAND	5382	NOT	True	True	True	False	True
N6835	P3_U7205	GATE	NAND	5383	NOT	True	True	True	False	True
N6836	P3_U7206	GATE	NAND	5384	NOT	True	True	True	False	True
N6837	P3_U7207	GATE	NAND	5385	NOT	True	True	True	False	True
N6838	P3_U7208	GATE	NAND	5386	NOT	True	True	True	False	True
N6839	P3_U7209	GATE	NAND	5387	NOT	True	True	True	False	True
N6840	P3_U7210	GATE	NAND	5388	NOT	True	True	True	False	True
N6841	P3_U7211	GATE	NAND	5389	NOT	True	True	True	False	True
N6842	P3_U7212	GATE	NAND	5390	NOT	True	True	True	False	True
N6843	P3_U7213	GATE	NAND	5391	NOT	True	True	True	False	True
N6844	P3_U7214	GATE	NAND	5392	NOT	True	True	True	False	True
N6845	P3_U7215	GATE	NAND	5393	NOT	True	True	True	False	True
N6846	P3_U7216	GATE	NAND	5394	NOT	True	True	True	False	True
N6847	P3_U7217	GATE	NAND	5395	NOT	True	True	True	False	True
N6848	P3_U7218	GATE	NAND	5396	NOT	True	True	True	False	True
N6849	P3_U7219	GATE	NAND	5397	NOT	True	True	True	False	True
N6850	P3_U7220	GATE	NAND	5398	NOT	True	True	True	False	True
N6851	P3_U7221	GATE	NAND	5399	NOT	True	True	True	False	True
N6852	P3_U7222	GATE	NAND	5400	NOT	True	True	True	False	True
N6853	P3_U7223	GATE	NAND	5401	NOT	True	True	True	False	True
N6854	P3_U7224	GATE	NAND	5402	NOT	True	True	True	False	True
N6855	P3_U7225	GATE	NAND	5403	NOT	True	True	True	False	True
N6856	P3_U7226	GATE	NAND	5404	NOT	True	True	True	False	True
N6857	P3_U7227	GATE	NAND	5405	NOT	True	True	True	False	True
N6858	P3_U7228	GATE	NAND	5406	NOT	True	True	True	False	True
N6859	P3_U7229	GATE	NAND	5407	NOT	True	True	True	False	True
N6860	P3_U7230	GATE	NAND	5408	NOT	True	True	True	False	True
N6861	P3_U7231	GATE	NAND	5409	NOT	True	True	True	False	True
N6862	P3_U7232	GATE	NAND	5410	NOT	True	True	True	False	True
N6863	P3_U7233	GATE	NAND	5411	NOT	True	True	True	False	True
N6864	P3_U7234	GATE	NAND	5412	NOT	True	True	True	False	True
N6865	P3_U7235	GATE	NAND	5413	NOT	True	True	True	False	True
N6866	P3_U7236	GATE	NAND	5414	NOT	True	True	True	False	True
N6867	P3_U7237	GATE	NAND	5415	NOT	True	True	True	False	True
N6868	P3_U7238	GATE	NAND	5416	NOT	True	True	True	False	True
N6869	P3_U7239	GATE	NAND	5417	NOT	True	True	True	False	True
N6870	P3_U7240	GATE	NAND	5418	NOT	True	True	True	False	True
N6871	P3_U7241	GATE	NAND	5419	NOT	True	True	True	False	True
N6872	P3_U7242	GATE	NAND	5420	NOT	True	True	True	False	True
N6873	P3_U7243	GATE	NAND	5421	NOT	True	True	True	False	True
N6874	P3_U7244	GATE	NAND	5422	NOT	True	True	True	False	True
N6875	P3_U7245	GATE	NAND	5423	NOT	True	True	True	False	True
N6876	P3_U7246	GATE	NAND	5424	NOT	True	True	True	False	True
N6877	P3_U7247	GATE	NAND	5425	NOT	True	True	True	False	True
N6878	P3_U7248	GATE	NAND	5426	NOT	True	True	True	False	True
N6879	P3_U7249	GATE	NAND	5427	NOT	True	True	True	False	True
N6880	P3_U7250	GATE	NAND	5428	NOT	True	True	True	False	True
N6881	P3_U7251	GATE	NAND	5429	NOT	True	True	True	False	True
N6882	P3_U7252	GATE	NAND	5430	NOT	True	True	True	False	True
N6883	P3_U7253	GATE	NAND	5431	NOT	True	True	True	False	True
N6884	P3_U7254	GATE	NAND	5432	NOT	True	True	True	False	True
N6885	P3_U7255	GATE	NAND	5433	NOT	True	True	True	False	True
N6886	P3_U7256	GATE	NAND	5434	NOT	True	True	True	False	True
N6887	P3_U7257	GATE	NAND	5435	NOT	True	True	True	False	True
N6888	P3_U7258	GATE	NAND	5436	NOT	True	True	True	False	True
N6889	P3_U7259	GATE	NAND	5437	NOT	True	True	True	False	True
N6890	P3_U7260	GATE	NAND	5438	NOT	True	True	True	False	True
N6891	P3_U7261	GATE	NAND	5439	NOT	True	True	True	False	True
N6892	P3_U7262	GATE	NAND	5440	NOT	True	True	True	False	True
N6893	P3_U7263	GATE	NAND	5441	NOT	True	True	True	False	True
N6894	P3_U7264	GATE	NAND	5442	NOT	True	True	True	False	True
N6895	P3_U7265	GATE	NAND	5443	NOT	True	True	True	False	True
N6896	P3_U7266	GATE	NAND	5444	NOT	True	True	True	False	True
N6897	P3_U7267	GATE	NAND	5445	NOT	True	True	True	False	True
N6898	P3_U7268	GATE	NAND	5446	NOT	True	True	True	False	True
N6899	P3_U7269	GATE	NAND	5447	NOT	True	True	True	False	True
N6900	P3_U7270	GATE	NAND	5448	NOT	True	True	True	False	True
N6901	P3_U7271	GATE	NAND	5449	NOT	True	True	True	False	True
N6902	P3_U7272	GATE	NAND	5450	NOT	True	True	True	False	True
N6903	P3_U7273	GATE	NAND	5451	NOT	True	True	True	False	True
N6904	P3_U7274	GATE	NAND	5452	NOT	True	True	True	False	True
N6905	P3_U7275	GATE	NAND	5453	NOT	True	True	True	False	True
N6906	P3_U7276	GATE	NAND	5454	NOT	True	True	True	False	True
N6907	P3_U7277	GATE	NAND	5455	NOT	True	True	True	False	True
N6908	P3_U7278	GATE	NAND	5456	NOT	True	True	True	False	True
N6909	P3_U7279	GATE	NAND	5457	NOT	True	True	True	False	True
N6910	P3_U7280	GATE	NAND	5458	NOT	True	True	True	False	True
N6911	P3_U7281	GATE	NAND	5459	NOT	True	True	True	False	True
N6912	P3_U7282	GATE	NAND	5460	NOT	True	True	True	False	True
N6913	P3_U7283	GATE	NAND	5461	NOT	True	True	True	False	True
N6914	P3_U7284	GATE	NAND	5462	NOT	True	True	True	False	True
N6915	P3_U7285	GATE	NAND	5463	NOT	True	True	True	False	True
N6916	P3_U7286	GATE	NAND	5464	NOT	True	True	True	False	True
N6917	P3_U7287	GATE	NAND	5465	NOT	True	True	True	False	True
N6918	P3_U7288	GATE	NAND	5466	NOT	True	True	True	False	True
N6919	P3_U7289	GATE	NAND	5467	NOT	True	True	True	False	True
N6920	P3_U7290	GATE	NAND	5468	NOT	True	True	True	False	True
N6921	P3_U7291	GATE	NAND	5469	NOT	True	True	True	False	True
N6922	P3_U7292	GATE	NAND	5470	NOT	True	True	True	False	True
N6923	P3_U7293	GATE	NAND	5471	NOT	True	True	True	False	True
N6924	P3_U7294	GATE	NAND	5472	NOT	True	True	True	False	True
N6925	P3_U7295	GATE	NAND	5473	NOT	True	True	True	False	True
N6926	P3_U7296	GATE	NAND	5474	NOT	True	True	True	False	True
N6927	P3_U7297	GATE	NAND	5475	NOT	True	True	True	False	True
N6928	P3_U7298	GATE	NAND	5476	NOT	True	True	True	False	True
N6929	P3_U7299	GATE	NAND	5477	NOT	True	True	True	False	True
N6930	P3_U7300	GATE	NAND	5478	NOT	True	True	True	False	True
N6931	P3_U7301	GATE	NAND	5479	NOT	True	True	True	False	True
N6932	P3_U7302	GATE	NAND	5480	NOT	True	True	True	False	True
N6933	P3_U7303	GATE	NAND	5481	NOT	True	True	True	False	True
N6934	P3_U7304	GATE	NAND	5482	NOT	True	True	True	False	True
N6935	P3_U7305	GATE	NAND	5483	NOT	True	True	True	False	True
N6936	P3_U7306	GATE	NAND	5484	NOT	True	True	True	False	True
N6937	P3_U7307	GATE	NAND	5485	NOT	True	True	True	False	True
N6938	P3_U7308	GATE	NAND	5486	NOT	True	True	True	False	True
N6939	P3_U7309	GATE	NAND	5487	NOT	True	True	True	False	True
N6940	P3_U7310	GATE	NAND	5488	NOT	True	True	True	False	True
N6941	P3_U7311	GATE	NAND	5489	NOT	True	True	True	False	True
N6942	P3_U7312	GATE	NAND	5490	NOT	True	True	True	False	True
N6943	P3_U7313	GATE	NAND	5491	NOT	True	True	True	False	True
N6944	P3_U7314	GATE	NAND	5492	NOT	True	True	True	False	True
N6945	P3_U7315	GATE	NAND	5493	NOT	True	True	True	False	True
N6946	P3_U7316	GATE	NAND	5494	NOT	True	True	True	False	True
N6947	P3_U7317	GATE	NAND	5495	NOT	True	True	True	False	True
N6948	P3_U7318	GATE	NAND	5496	NOT	True	True	True	False	True
N6949	P3_U7319	GATE	NAND	5497	NOT	True	True	True	False	True
N6950	P3_U7320	GATE	NAND	5498	NOT	True	True	True	False	True
N6951	P3_U7321	GATE	NAND	5499	NOT	True	True	True	False	True
N6952	P3_U7322	GATE	NAND	5500	NOT	True	True	True	False	True
N6953	P3_U7323	GATE	NAND	5501	NOT	True	True	True	False	True
N6954	P3_U7324	GATE	NAND	5502	NOT	True	True	True	False	True
N6955	P3_U7325	GATE	NAND	5503	NOT	True	True	True	False	True
N6956	P3_U7326	GATE	NAND	5504	NOT	True	True	True	False	True
N6957	P3_U7327	GATE	NAND	5505	NOT	True	True	True	False	True
N6958	P3_U7328	GATE	NAND	5506	NOT	True	True	True	False	True
N6959	P3_U7329	GATE	NAND	5507	NOT	True	True	True	False	True
N6960	P3_U7330	GATE	NAND	5508	NOT	True	True	True	False	True
N6961	P3_U7331	GATE	NAND	5509	NOT	True	True	True	False	True
N6962	P3_U7332	GATE	NAND	5510	NOT	True	True	True	False	True
N6963	P3_U7333	GATE	NAND	5511	NOT	True	True	True	False	True
N6964	P3_U7334	GATE	NAND	5512	NOT	True	True	True	False	True
N6965	P3_U7335	GATE	NAND	5513	NOT	True	True	True	False	True
N6966	P3_U7336	GATE	NAND	5514	NOT	True	True	True	False	True
N6967	P3_U7337	GATE	NAND	5515	NOT	True	True	True	False	True
N6968	P3_U7338	GATE	NAND	5516	NOT	True	True	True	False	True
N6969	P3_U7339	GATE	NAND	5517	NOT	True	True	True	False	True
N6970	P3_U7340	GATE	NAND	5518	NOT	True	True	True	False	True
N6971	P3_U7341	GATE	NAND	5519	NOT	True	True	True	False	True
N6972	P3_U7342	GATE	NAND	5520	NOT	True	True	True	False	True
N6973	P3_U7343	GATE	NAND	5521	NOT	True	True	True	False	True
N6974	P3_U7344	GATE	NAND	5522	NOT	True	True	True	False	True
N6975	P3_U7345	GATE	NAND	5523	NOT	True	True	True	False	True
N6976	P3_U7346	GATE	NAND	5524	NOT	True	True	True	False	True
N6977	P3_U7347	GATE	NAND	5525	NOT	True	True	True	False	True
N6978	P3_U7348	GATE	NAND	5526	NOT	True	True	True	False	True
N6979	P3_U7349	GATE	NAND	5527	NOT	True	True	True	False	True
