step,node,type,q_pred,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,bounded_residual_hybrid_pred,step_value,sequence_score,lookahead_score,objective_score,objective,planner,score_adjusted,diversity_penalty,candidate_strategy,original_net,recovery_status,recovery_source_gate,recovery_synthetic_branch,safe_insertable
47,N27590,observe,0.3814639151096344,0.3814639151096344,0.10261493176221848,0.0010261493176221847,-0.1256570667028427,1.0068432092666626,0.10261493176221848,-0.017588745802640915,-0.09065815806388855,-0.056536734104156494,29994.38671875,13501.37109375,16493.015625,29908.92578125,13458.697265625,16450.228515625,0.002849231008440256,0.0031607032287865877,0.0025942563079297543,0.2849231008440256,-0.6494164392352104,-1.4815100450068712,0.10261493176221848,9.784435361623764,0.1814911887049675,0.1814911887049675,cumulative,beam,0.10261493176221848,0.0,hard_fault_cluster,,missing_mapping,,,False
48,N1483,control0,0.3891039490699768,0.3891039490699768,0.07887625694274902,0.0007887625694274902,-0.12071417272090912,1.010582447052002,0.07887625694274902,-0.018353968858718872,-0.09397560358047485,-0.057619862258434296,29912.5625,13459.2119140625,16453.349609375,29992.390625,13532.2109375,16460.1796875,-0.0026687157806009054,-0.005423721857368946,-0.00041511780000291765,-0.26687157806009054,-0.7459381818771362,-1.5630322098731995,0.07887625694274902,9.863311618566513,0.14897070080041885,0.14897070080041885,cumulative,beam,0.07887625694274902,0.0,hard_fault_cluster,U3351,structural_exact,NAND,False,True
49,N12132,control1,0.3916224539279938,0.3916224539279938,0.07009444385766983,0.0007009444385766983,-0.11925920844078064,1.0170979499816895,0.07009444385766983,-0.019412577152252197,-0.0966724380850792,-0.05695664882659912,29988.96875,13531.84765625,16457.12109375,29885.177734375,13488.009765625,16397.16796875,0.003460973035544157,0.0032396086025983095,0.0036429897882044315,0.3460973035544157,-0.8540653213858604,-1.66945961676538,0.07009444385766983,9.933406062424183,0.10977049171924591,0.10977049171924591,cumulative,beam,0.07009444385766983,0.0,hard_fault_cluster,,missing_mapping,,,False
50,N15942,observe,0.3472629487514496,0.3472629487514496,0.03967604786157608,0.0003967604786157608,-0.16016508638858795,1.080090880393982,0.03967604786157608,-0.02133035473525524,-0.09445688873529434,-0.047644443809986115,29886.357421875,13488.259765625,16398.09765625,29578.7890625,13258.9140625,16319.8740234375,0.010291262529790401,0.017003357410430908,0.004770286846905947,1.0291262529790401,-1.0132685452699661,-1.8530937414616346,0.03967604786157608,9.973082110285759,0.1289452612400055,0.1289452612400055,cumulative,beam,0.03967604786157608,0.0,hard_fault_cluster,,missing_mapping,,,False
51,N15948,observe,0.32986360788345337,0.32986360788345337,0.08926921337842941,0.0008926921337842941,-0.15661658346652985,1.0887993574142456,0.08926921337842941,-0.022303137928247452,-0.09555740654468536,-0.045461468398571014,29578.8515625,13258.994140625,16319.857421875,29456.61328125,13153.4755859375,16303.13671875,0.004132624249905348,0.007958262227475643,0.0010245618177577853,0.4132624249905348,-1.0522452220320702,-1.9357966501265764,0.08926921337842941,10.062351323664188,0.20883183926343918,0.20883183926343918,cumulative,beam,0.08926921337842941,0.0,hard_fault_cluster,,missing_mapping,,,False
52,N15679,observe,0.31282705068588257,0.31282705068588257,0.11956262588500977,0.0011956262588500976,-0.1563456654548645,1.0984441041946411,0.11956262588500977,-0.022991402074694633,-0.09679960459470749,-0.0444464385509491,29455.12109375,13153.04296875,16302.0791015625,29368.2734375,13085.2939453125,16282.978515625,0.0029484739061444998,0.005150825250893831,0.001171665615402162,0.29484739061445,-1.0811334773898125,-1.9946385249495506,0.11956262588500977,10.181913949549198,0.25554411113262177,0.25554411113262177,cumulative,beam,0.11956262588500977,0.0,hard_fault_cluster,,missing_mapping,,,False
53,N15946,observe,0.3053271472454071,0.3053271472454071,0.135981485247612,0.00135981485247612,-0.1617678701877594,1.104731559753418,0.135981485247612,-0.023141995072364807,-0.0968400090932846,-0.043960049748420715,29369.73046875,13085.740234375,16283.990234375,29291.828125,13032.494140625,16259.333984375,0.002652470488101244,0.00406901678070426,0.0015141405165195465,0.2652470488101244,-1.0734864622354507,-2.004021245986223,0.135981485247612,10.31789543479681,0.2786659598350525,0.2786659598350525,cumulative,beam,0.135981485247612,0.0,hard_fault_cluster,,missing_mapping,,,False
54,N6737,control0,0.3084384500980377,0.3084384500980377,0.1426844745874405,0.0014268447458744048,-0.16646604239940643,1.0974090099334717,0.1426844745874405,-0.023386752232909203,-0.0987025797367096,-0.04522193223237991,29290.82421875,13032.048828125,16258.7744140625,29586.734375,13174.306640625,16412.427734375,-0.010102486237883568,-0.010915997438132763,-0.009450485929846764,-1.0102486237883568,-1.098581738770008,-2.028651852160692,0.1426844745874405,10.46057990938425,0.28081652522087097,0.28081652522087097,cumulative,beam,0.1426844745874405,0.0,hard_fault_cluster,R2358_U211,structural_exact,NAND,False,True
55,N12117,control1,0.31650546193122864,0.31650546193122864,0.13813205063343048,0.001381320506334305,-0.16747568547725677,1.102059006690979,0.13813205063343048,-0.024386141449213028,-0.10403800010681152,-0.047781869769096375,29586.2734375,13174.4248046875,16411.849609375,29613.671875,13240.1416015625,16373.53125,-0.0009260523365810513,-0.004988209810107946,0.002334798453375697,-0.09260523365810513,-1.1984230875968933,-2.1285663805902004,0.13813205063343048,10.598711960017681,0.2760493755340576,0.2760493755340576,cumulative,beam,0.13813205063343048,0.0,hard_fault_cluster,,missing_mapping,,,False
56,N12112,control1,0.3230043351650238,0.3230043351650238,0.13791732490062714,0.0013791732490062714,-0.16907508671283722,1.108022689819336,0.13791732490062714,-0.025036800652742386,-0.10765942186117172,-0.04961731284856796,29613.701171875,13240.154296875,16373.546875,29594.1875,13274.12109375,16320.06640625,0.0006589406402781606,-0.002565438160672784,0.0032662726007401943,0.06589406402781606,-1.2577400505542755,-2.192195061594248,0.13791732490062714,10.736629284918308,0.2755052149295807,0.2755052149295807,cumulative,beam,0.13791732490062714,0.0,hard_fault_cluster,,missing_mapping,,,False
57,N12137,control1,0.32866212725639343,0.32866212725639343,0.13758789002895355,0.0013758789002895355,-0.17015977203845978,1.1128422021865845,0.13758789002895355,-0.025562308728694916,-0.11072644591331482,-0.05126208811998367,29594.21484375,13274.1328125,16320.08203125,29561.74609375,13295.654296875,16266.091796875,0.0010971316369250417,-0.0016213100170716643,0.0033082084264606237,0.10971316369250417,-1.3058007806539536,-2.243623349815607,0.13758789002895355,10.874217174947262,0.27461300790309906,0.27461300790309906,cumulative,beam,0.13758789002895355,0.0,hard_fault_cluster,,missing_mapping,,,False
58,N26713,observe,0.33469027280807495,0.33469027280807495,0.1370251178741455,0.001370251178741455,-0.17049624025821686,1.113478422164917,0.1370251178741455,-0.025500260293483734,-0.11109267175197601,-0.05189979821443558,29561.6875,13295.001953125,16266.685546875,29608.01171875,13339.2490234375,16268.763671875,-0.0015670356806367636,-0.0033280979841947556,-0.00012775343202520162,-0.15670356806367636,-1.299522489309311,-2.237400144338608,0.1370251178741455,11.011242292821407,0.30437783896923065,0.30437783896923065,cumulative,beam,0.1370251178741455,0.0,hard_fault_cluster,,missing_mapping,,,False
59,N15949,observe,0.3187072277069092,0.3187072277069092,0.16735272109508514,0.0016735272109508514,-0.18393729627132416,1.1207826137542725,0.16735272109508514,-0.025052502751350403,-0.10631097853183746,-0.04802160710096359,29609.46875,13340.1962890625,16269.271484375,29288.59765625,13125.607421875,16162.990234375,0.010836772620677948,0.01608588546514511,0.006532637402415276,1.0836772620677948,-1.2171149402856827,-2.183216441422701,0.16735272109508514,11.178595013916492,0.3356621414422989,0.3356621414422989,cumulative,beam,0.16735272109508514,0.0,hard_fault_cluster,,missing_mapping,,,False
60,N15686,observe,0.320656955242157,0.320656955242157,0.16830942034721375,0.0016830942034721374,-0.18355637788772583,1.1224281787872314,0.16830942034721375,-0.02519586868584156,-0.10714806616306305,-0.04847075045108795,29287.51171875,13125.431640625,16162.080078125,29339.001953125,13155.3447265625,16183.6572265625,-0.001758095226250589,-0.0022790173534303904,-0.0013350477674975991,-0.1758095226250589,-1.2288492694497108,-2.1969024688005447,0.16830942034721375,11.346904434263706,0.3389652967453003,0.3389652967453003,cumulative,beam,0.16830942034721375,0.0,hard_fault_cluster,,missing_mapping,,,False
61,N15535,observe,0.32271015644073486,0.32271015644073486,0.17065587639808655,0.0017065587639808655,-0.1843416541814804,1.1239650249481201,0.17065587639808655,-0.025301747024059296,-0.10774928331375122,-0.04878303408622742,29338.77734375,13155.1943359375,16183.583984375,29347.01953125,13166.970703125,16180.0478515625,-0.00028093153377994895,-0.0008951876079663634,0.00021850121265742928,-0.028093153377994895,-1.235553801059723,-2.206519477069378,0.17065587639808655,11.517560310661793,0.3596179485321045,0.3596179485321045,cumulative,beam,0.17065587639808655,0.0,hard_fault_cluster,,missing_mapping,,,False
62,N15959,observe,0.31457293033599854,0.31457293033599854,0.18895822763442993,0.0018895822763442993,-0.19247625768184662,1.1287552118301392,0.18895822763442993,-0.025030747056007385,-0.10517226159572601,-0.04679793119430542,29348.37890625,13167.2724609375,16181.107421875,29139.814453125,13028.00390625,16111.810546875,0.007106506731361151,0.010576872155070305,0.00428257929161191,0.7106506731361151,-1.1853612661361694,-2.1736463457345963,0.18895822763442993,11.706518538296223,0.3975561261177063,0.3975561261177063,cumulative,beam,0.18895822763442993,0.0,hard_fault_cluster,,missing_mapping,,,False
63,N15953,observe,0.3108017146587372,0.3108017146587372,0.20859789848327637,0.0020859789848327636,-0.19599202275276184,1.1322672367095947,0.20859789848327637,-0.024957828223705292,-0.10420087724924088,-0.04594630002975464,29139.525390625,13028.001953125,16111.5234375,29048.8203125,12960.47265625,16088.3486328125,0.0031127850525081158,0.005183396395295858,0.0014383993111550808,0.3112785052508116,-1.154917687177658,-2.1605665385723114,0.20859789848327637,11.915116436779499,0.39484918117523193,0.39484918117523193,cumulative,beam,0.20859789848327637,0.0,hard_fault_cluster,,missing_mapping,,,False
64,N12122,control1,0.3227251172065735,0.3227251172065735,0.18625128269195557,0.0018625128269195556,-0.19222332537174225,1.133591890335083,0.18625128269195557,-0.02584056928753853,-0.10979831218719482,-0.04921799153089523,29047.22265625,12960.140625,16087.08203125,29218.99609375,13096.5654296875,16122.431640625,-0.005913592409342527,-0.010526491329073906,-0.0021973911207169294,-0.5913592409342527,-1.2642137557268143,-2.254096135497093,0.18625128269195557,12.101367719471455,0.3622801601886749,0.3622801601886749,cumulative,beam,0.18625128269195557,0.0,hard_fault_cluster,,missing_mapping,,,False
65,N12107,control1,0.3283359110355377,0.3283359110355377,0.17602887749671936,0.0017602887749671935,-0.18912291526794434,1.1375691890716553,0.17602887749671936,-0.02632213570177555,-0.11310255527496338,-0.05128911882638931,29219.03125,13096.580078125,16122.451171875,29271.33984375,13168.9716796875,16102.3671875,-0.0017902234103530645,-0.00552751962095499,0.0012457153061404824,-0.17902234103530645,-1.3186155036091805,-2.3038140535354614,0.17602887749671936,12.277396596968174,0.34327712655067444,0.34327712655067444,cumulative,beam,0.17602887749671936,0.0,hard_fault_cluster,,missing_mapping,,,False
66,N12127,control1,0.3317340612411499,0.3317340612411499,0.16724824905395508,0.0016724824905395507,-0.1868325024843216,1.1410975456237793,0.16724824905395508,-0.02665061503648758,-0.11553506553173065,-0.05290589481592178,29271.373046875,13168.986328125,16102.38671875,29290.5625,13217.826171875,16072.736328125,-0.0006555706495419145,-0.003708701813593507,0.0018413661746308208,-0.06555706495419145,-1.3567157089710236,-2.3379750549793243,0.16724824905395508,12.444644846022129,0.3269110172986984,0.3269110172986984,cumulative,beam,0.16724824905395508,0.0,hard_fault_cluster,,missing_mapping,,,False
67,N12273,control1,0.3341936469078064,0.3341936469078064,0.15966276824474335,0.0015966276824474334,-0.1849208027124405,1.144100546836853,0.15966276824474335,-0.026903539896011353,-0.11741961538791656,-0.054163992404937744,29290.5703125,13217.8359375,16072.7333984375,29301.890625,13258.4404296875,16043.451171875,-0.0003864831815008074,-0.0030719470232725143,0.001821857294999063,-0.03864831815008074,-1.3865906745195389,-2.364413160830736,0.15966276824474335,12.604307614266872,0.3132352977991104,0.3132352977991104,cumulative,beam,0.15966276824474335,0.0,hard_fault_cluster,,missing_mapping,,,False
68,N12278,control1,0.3359363079071045,0.3359363079071045,0.15357252955436707,0.0015357252955436706,-0.183384507894516,1.1470119953155518,0.15357252955436707,-0.027107849717140198,-0.11890314519405365,-0.055135972797870636,29301.923828125,13258.455078125,16043.46875,29310.3203125,13291.345703125,16018.974609375,-0.0002865506103262305,-0.002480728318914771,0.00152673595584929,-0.028655061032623053,-1.410200446844101,-2.38563884049654,0.15357252955436707,12.75788014382124,0.30280134081840515,0.30280134081840515,cumulative,beam,0.15357252955436707,0.0,hard_fault_cluster,,missing_mapping,,,False
69,N762,observe,0.3391236364841461,0.3391236364841461,0.14910311996936798,0.0014910311996936799,-0.1812504380941391,1.1455082893371582,0.14910311996936798,-0.026775680482387543,-0.11792166531085968,-0.05518955737352371,29310.8828125,13290.8857421875,16019.998046875,29397.984375,13341.3427734375,16056.642578125,-0.002971645910292864,-0.0037963632494211197,-0.0022874241694808006,-0.2971645910292864,-1.382956638932228,-2.3539151959121227,0.14910311996936798,12.906983263790607,0.39977915585041046,0.39977915585041046,cumulative,beam,0.14910311996936798,0.0,hard_fault_cluster,U2630,structural_exact,AND,False,True
70,N26673,observe,0.30835336446762085,0.30835336446762085,0.2506760358810425,0.0025067603588104248,-0.20570939779281616,1.1554553508758545,0.2506760358810425,-0.025802403688430786,-0.10702106356620789,-0.04618086665868759,29397.28125,13341.5693359375,16055.7109375,29088.890625,13029.775390625,16059.1162109375,0.010490447282791138,0.023370109498500824,-0.0002120911085512489,1.0490447282791138,-1.1741089820861816,-2.2287075221538544,0.2506760358810425,13.15765929967165,0.6044353246688843,0.6044353246688843,cumulative,beam,0.2506760358810425,0.0,hard_fault_cluster,,missing_mapping,,,False
71,N14941,observe,0.2967629134654999,0.2967629134654999,0.3537592887878418,0.003537592887878418,-0.21123284101486206,1.1657524108886719,0.3537592887878418,-0.0250394344329834,-0.10146031528711319,-0.04252752661705017,29090.6796875,13029.826171875,16060.853515625,28729.12109375,12795.1767578125,15933.9443359375,0.012428674846887589,0.01800863817334175,0.007901770994067192,1.2428674846887589,-0.9844317436218262,-2.1240655183792114,0.3537592887878418,13.511418588459492,0.6816526353359222,0.6816526353359222,cumulative,beam,0.3537592887878418,0.0,hard_fault_cluster,,missing_mapping,,,False
72,N10912,observe,0.30103540420532227,0.30103540420532227,0.32789334654808044,0.0032789334654808044,-0.20852765440940857,1.1595733165740967,0.32789334654808044,-0.025218689814209938,-0.1033547967672348,-0.044057466089725494,28729.080078125,12795.4404296875,15933.6396484375,28848.859375,12835.5986328125,16013.259765625,-0.004169270396232605,-0.0031384776812046766,-0.004996982403099537,-0.4169270396232605,-1.0344023182988167,-2.1500023156404495,0.32789334654808044,13.839311935007572,0.6527489423751831,0.6527489423751831,cumulative,beam,0.32789334654808044,0.0,hard_fault_cluster,,missing_mapping,,,False
73,N15956,observe,0.30454021692276,0.30454021692276,0.32485559582710266,0.0032485559582710265,-0.20862530171871185,1.1550277471542358,0.32485559582710266,-0.02528916671872139,-0.10409720242023468,-0.044656217098236084,28848.53125,12835.7724609375,16012.7578125,28876.94921875,12842.703125,16034.2451171875,-0.0009850750211626291,-0.0005399491055868566,-0.0013418865855783224,-0.09850750211626291,-1.0490333288908005,-2.1589458361268044,0.32485559582710266,14.164167530834675,0.6527242660522461,0.6527242660522461,cumulative,beam,0.32485559582710266,0.0,hard_fault_cluster,,missing_mapping,,,False
74,N15958,observe,0.3061351776123047,0.3061351776123047,0.32786867022514343,0.0032786867022514344,-0.2090136557817459,1.1521810293197632,0.32786867022514343,-0.02530663087964058,-0.10431447625160217,-0.044842615723609924,28876.994140625,12842.708984375,16034.28515625,28874.041015625,12835.94921875,16038.091796875,0.00010226566519122571,0.0005263504572212696,-0.00023740631877444685,0.01022656651912257,-1.0506133884191513,-2.1606506630778313,0.32786867022514343,14.492036201059818,0.6192068457603455,0.6192068457603455,cumulative,beam,0.32786867022514343,0.0,hard_fault_cluster,,missing_mapping,,,False
75,N15669,observe,0.3153342604637146,0.3153342604637146,0.291338175535202,0.00291338175535202,-0.20751352608203888,1.1470575332641602,0.291338175535202,-0.025661354884505272,-0.10709892213344574,-0.04676856845617294,28873.734375,12835.8212890625,16037.912109375,29034.740234375,12936.40234375,16098.337890625,-0.005576204974204302,-0.007835965603590012,-0.003767683869227767,-0.5576204974204302,-1.127739779651165,-2.2065365612506866,0.291338175535202,14.78337437659502,0.5364202558994293,0.5364202558994293,cumulative,beam,0.291338175535202,0.0,hard_fault_cluster,,missing_mapping,,,False
76,N12102,control1,0.3247516453266144,0.3247516453266144,0.2450820803642273,0.0024508208036422728,-0.20319510996341705,1.1454179286956787,0.2450820803642273,-0.026397578418254852,-0.11230117082595825,-0.050107017159461975,29033.2890625,12936.2021484375,16097.0869140625,29178.8984375,13065.912109375,16112.986328125,-0.005015255883336067,-0.010026896372437477,-0.000987719977274537,-0.5015255883336067,-1.2492578327655792,-2.2921328395605087,0.2450820803642273,15.028456456959248,0.4548674523830414,0.4548674523830414,cumulative,beam,0.2450820803642273,0.0,hard_fault_cluster,,missing_mapping,,,False
77,N12268,control1,0.32991233468055725,0.32991233468055725,0.20840902626514435,0.0020840902626514434,-0.1993088573217392,1.1463053226470947,0.20840902626514435,-0.026809711009263992,-0.11557722091674805,-0.05239146947860718,29178.921875,13065.927734375,16112.994140625,29247.703125,13149.55078125,16098.15234375,-0.0023572237696498632,-0.006400085054337978,0.0009211073047481477,-0.23572237696498632,-1.3262567520141602,-2.3422925136983395,0.20840902626514435,15.236865483224392,0.401886448264122,0.401886448264122,cumulative,beam,0.20840902626514435,0.0,hard_fault_cluster,,missing_mapping,,,False
78,N22345,observe,0.3292842507362366,0.3292842507362366,0.19347742199897766,0.0019347742199897766,-0.19328811764717102,1.147984266281128,0.19347742199897766,-0.02668815478682518,-0.11483307182788849,-0.05197136849164963,29248.96875,13149.642578125,16099.326171875,29312.0703125,13203.5263671875,16108.544921875,-0.002157394541427493,-0.004097737837582827,-0.0005726171075366437,-0.2157394541427493,-1.3273537904024124,-2.3334500566124916,0.19347742199897766,15.43034290522337,0.3733171820640564,0.3733171820640564,cumulative,beam,0.19347742199897766,0.0,hard_fault_cluster,,missing_mapping,,,False
79,N12263,control1,0.3338738977909088,0.3338738977909088,0.17983976006507874,0.0017983976006507873,-0.19105538725852966,1.1479257345199585,0.17983976006507874,-0.026994984596967697,-0.11781073361635208,-0.054287366569042206,29310.77734375,13203.455078125,16107.3212890625,29338.078125,13256.4482421875,16081.630859375,-0.0009314246708527207,-0.004013583064079285,0.0015949535882100463,-0.09314246708527207,-1.3717329651117325,-2.3675570860505104,0.17983976006507874,15.610182665288448,0.35543450713157654,0.35543450713157654,cumulative,beam,0.17983976006507874,0.0,hard_fault_cluster,,missing_mapping,,,False
80,N10934,control1,0.3336013853549957,0.3336013853549957,0.1755947470664978,0.001755947470664978,-0.18885557353496552,1.1519584655761719,0.1755947470664978,-0.02724863961338997,-0.1187150627374649,-0.05442327260971069,29339.005859375,13256.55078125,16082.455078125,29340.857421875,13289.072265625,16051.78515625,-6.310924800345674e-05,-0.0024532387033104897,0.0019070422276854515,-0.006310924800345674,-1.3973107486963272,-2.3929756581783295,0.1755947470664978,15.785777412354946,0.34232383966445923,0.34232383966445923,cumulative,beam,0.1755947470664978,0.0,hard_fault_cluster,,missing_mapping,,,False
81,N758,observe,0.33745276927948,0.33745276927948,0.1667238473892212,0.0016672384738922119,-0.18386559188365936,1.1506189107894897,0.1667238473892212,-0.02697964385151863,-0.11806929111480713,-0.054636918008327484,29340.0390625,13288.5400390625,16051.498046875,29458.919921875,13365.5927734375,16093.3271484375,-0.004051830153912306,-0.005798434838652611,-0.002605931367725134,-0.4051830153912306,-1.3806216269731522,-2.3686286956071854,0.1667238473892212,15.952501259744167,0.3637091815471649,0.3637091815471649,cumulative,beam,0.1667238473892212,0.0,hard_fault_cluster,U2626,structural_exact,AND,False,True
82,N16068,observe,0.32144224643707275,0.32144224643707275,0.1958167552947998,0.001958167552947998,-0.19887641072273254,1.1543443202972412,0.1958167552947998,-0.026180654764175415,-0.11162364482879639,-0.05010025203227997,29459.76953125,13366.1025390625,16093.66796875,29115.5703125,13125.75,15989.8212890625,0.011683703400194645,0.017982246354222298,0.006452641915529966,1.1683703400194645,-1.2679044008255005,-2.2805252075195312,0.1958167552947998,16.148318015038967,0.42853063344955444,0.42853063344955444,cumulative,beam,0.1958167552947998,0.0,hard_fault_cluster,,missing_mapping,,,False
83,N15960,observe,0.31696343421936035,0.31696343421936035,0.23271387815475464,0.0023271387815475466,-0.20407620072364807,1.1556733846664429,0.23271387815475464,-0.02575933188199997,-0.10860545188188553,-0.04814281314611435,29116.01171875,13125.958984375,15990.0537109375,28987.779296875,13015.466796875,15972.3125,0.0044041890650987625,0.00841783732175827,0.0011095154331997037,0.44041890650987625,-1.1875459253787994,-2.2288363724946976,0.23271387815475464,16.38103189319372,0.4401147663593292,0.4401147663593292,cumulative,beam,0.23271387815475464,0.0,hard_fault_cluster,,missing_mapping,,,False
84,N14814,observe,0.32320064306259155,0.32320064306259155,0.2073751986026764,0.002073751986026764,-0.20074768364429474,1.151254415512085,0.2073751986026764,-0.025851253420114517,-0.10977053642272949,-0.04914849251508713,28986.98828125,13014.90234375,15972.0849609375,29129.283203125,13089.900390625,16039.3828125,-0.004908923991024494,-0.005762474611401558,-0.00421346677467227,-0.4908923991024494,-1.2264957278966904,-2.2454679384827614,0.2073751986026764,16.588407091796398,0.4095391631126404,0.4095391631126404,cumulative,beam,0.2073751986026764,0.0,hard_fault_cluster,,missing_mapping,,,False
85,N13757,observe,0.3246755301952362,0.3246755301952362,0.202163964509964,0.00202163964509964,-0.19860917329788208,1.148923635482788,0.202163964509964,-0.025840602815151215,-0.1098824143409729,-0.049313947558403015,29129.0078125,13090.1708984375,16038.8369140625,29183.400390625,13122.126953125,16061.2734375,-0.0018672994337975979,-0.0024412251077592373,-0.0013988871360197663,-0.1867299433797598,-1.2329726815223694,-2.2462883815169334,0.202163964509964,16.790571056306362,0.4019569158554077,0.4019569158554077,cumulative,beam,0.202163964509964,0.0,hard_fault_cluster,,missing_mapping,,,False
86,N13740,observe,0.3251655697822571,0.3251655697822571,0.19979295134544373,0.0019979295134544372,-0.19685883820056915,1.1471132040023804,0.19979295134544373,-0.025806739926338196,-0.10988098382949829,-0.04943205416202545,29183.384765625,13122.1337890625,16061.2509765625,29219.1875,13143.9423828125,16075.244140625,-0.0012268191203474998,-0.0016619700472801924,-0.0008712374838069081,-0.12268191203474998,-1.2337678372859955,-2.2439474537968636,0.19979295134544373,16.990364007651806,0.3856084644794464,0.3856084644794464,cumulative,beam,0.19979295134544373,0.0,hard_fault_cluster,,missing_mapping,,,False
87,N12331,control1,0.33114999532699585,0.33114999532699585,0.18581551313400269,0.0018581551313400268,-0.19234511256217957,1.1472163200378418,0.18581551313400269,-0.02641063556075096,-0.11386242508888245,-0.05184406787157059,29218.619140625,13143.97265625,16074.646484375,29302.40625,13230.7900390625,16071.6171875,-0.002867592964321375,-0.006605109665542841,0.0001884518569568172,-0.2867592964321375,-1.3080317229032516,-2.307805597782135,0.18581551313400269,17.17617952078581,0.3621354401111603,0.3621354401111603,cumulative,beam,0.18581551313400269,0.0,hard_fault_cluster,,missing_mapping,,,False
88,N12316,control1,0.33375298976898193,0.33375298976898193,0.1763199269771576,0.001763199269771576,-0.1890251785516739,1.149613857269287,0.1763199269771576,-0.026774685829877853,-0.11625711619853973,-0.05329187959432602,29302.4453125,13230.806640625,16071.6376953125,29334.587890625,13285.9873046875,16048.6005859375,-0.0010969247668981552,-0.004170619882643223,0.0014334014849737287,-0.10969247668981552,-1.3515347987413406,-2.345985136926174,0.1763199269771576,17.352499447762966,0.34546366333961487,0.34546366333961487,cumulative,beam,0.1763199269771576,0.0,hard_fault_cluster,,missing_mapping,,,False
89,N12336,control1,0.33551523089408875,0.33551523089408875,0.16914373636245728,0.0016914373636245728,-0.18653784692287445,1.1522016525268555,0.16914373636245728,-0.027027487754821777,-0.1179029792547226,-0.05427777022123337,29334.625,13286.00390625,16048.6201171875,29350.1484375,13326.552734375,16023.595703125,-0.00052918482106179,-0.0030519957654178143,0.00155928754247725,-0.052918482106179,-1.381403386592865,-2.3724124282598495,0.16914373636245728,17.521643184125423,0.332554429769516,0.332554429769516,cumulative,beam,0.16914373636245728,0.0,hard_fault_cluster,,missing_mapping,,,False
90,N12321,control1,0.33684927225112915,0.33684927225112915,0.16341069340705872,0.0016341069340705871,-0.18459253013134003,1.1546549797058105,0.16341069340705872,-0.02722080424427986,-0.11911530792713165,-0.054978854954242706,29350.18359375,13326.568359375,16023.6142578125,29358.41796875,13357.8134765625,16000.603515625,-0.000280556152574718,-0.0023445733822882175,0.0014360519126057625,-0.0280556152574718,-1.4040147513151169,-2.392564006149769,0.16341069340705872,17.685053877532482,0.3222545385360718,0.3222545385360718,cumulative,beam,0.16341069340705872,0.0,hard_fault_cluster,,missing_mapping,,,False
91,N12079,control1,0.33786720037460327,0.33786720037460327,0.1588435173034668,0.001588435173034668,-0.18295130133628845,1.157027006149292,0.1588435173034668,-0.02737496793270111,-0.12005800008773804,-0.05551041662693024,29358.474609375,13357.84375,16000.630859375,29362.69921875,13382.259765625,15980.439453125,-0.00014389744319487363,-0.0018278410425409675,0.0012619131011888385,-0.014389744319487363,-1.4216262698173523,-2.4085291624069214,0.1588435173034668,17.84389739483595,0.314020112156868,0.314020112156868,cumulative,beam,0.1588435173034668,0.0,hard_fault_cluster,,missing_mapping,,,False
92,N12074,control1,0.3386281132698059,0.3386281132698059,0.15517659485340118,0.0015517659485340118,-0.1815868467092514,1.1591312885284424,0.15517659485340118,-0.027505721896886826,-0.12081864476203918,-0.05591683089733124,29362.728515625,13382.2734375,15980.455078125,29364.2421875,13401.1552734375,15963.0869140625,-5.15507890668232e-05,-0.0014109587064012885,0.0010868378449231386,-0.00515507890668232,-1.436264306306839,-2.4219952188432217,0.15517659485340118,17.99907398968935,0.30735647678375244,0.30735647678375244,cumulative,beam,0.15517659485340118,0.0,hard_fault_cluster,,missing_mapping,,,False
93,N12049,control1,0.33908212184906006,0.33908212184906006,0.15217988193035126,0.0015217988193035126,-0.18035314977169037,1.160960078239441,0.15217988193035126,-0.02761850506067276,-0.12144944071769714,-0.05623849481344223,29364.2734375,13401.169921875,15963.103515625,29364.3671875,13416.5673828125,15947.80078125,-3.192655185557669e-06,-0.0011489639291539788,0.0009586315136402845,-0.0003192655185557669,-1.4487105458974838,-2.433565516024828,0.15217988193035126,18.1512538716197,0.30177704989910126,0.30177704989910126,cumulative,beam,0.15217988193035126,0.0,hard_fault_cluster,,missing_mapping,,,False
94,N12054,control1,0.3395344614982605,0.3395344614982605,0.14959716796875,0.0014959716796875,-0.17923890054225922,1.162549614906311,0.14959716796875,-0.027718525379896164,-0.12200874090194702,-0.056523628532886505,29364.3984375,13416.58203125,15947.8154296875,29363.73046875,13429.46484375,15934.265625,2.2747572074877098e-05,-0.0009602156933397055,0.0008496338850818574,0.00227475720748771,-1.4597057551145554,-2.443815842270851,0.14959716796875,18.30085103958845,0.2974300682544708,0.2974300682544708,cumulative,beam,0.14959716796875,0.0,hard_fault_cluster,,missing_mapping,,,False
