* Log file for the circuit autoresearch/deeptpi_table2_restored_bench/max_aig.bench.
test   61: 00101110001010000010100011110100111000111010001110001100000010100010111001111001111000110110101111010010111110010011010100100110001001101101010000011000001110011000010111011101000011001110000001010100011011110111011011101000110000010111110110001001100101110111011111110011011000110000001011000100011111010011010111111101010110001010100001110000100011000000000001001001011111010111000100100101111000011001100010000001000100110101100110101011010110001001100011110101000101100100000111001101000011111111110100111000 001010011010010000000110101010101011001001001110111110100011110110110111001011100110010000101011110100111111011000111110000111101    2 faults detected
test   62: 10111001000010101111101010100001011111100111100101110011000010010111101100001110011110001010110110001011101111101110101110101011001111010010011101001111100101110100011101100000000000100111101010001010111001000100110010011011000011011111101100101011001001101101110010000001011000110010001110111101101000101100101010110010100100000001000011001011001111001000100010100101010011000011100101111111011110101001111011011000100101111000110001011001100011110110001010000110000100010100011000111110101111111111000011100000 001011110010110100110011001010001110111000101101101000100001010000100100110110110100101001001011001110011111001100001011111001000    2 faults detected
test   63: 10010001101101110101010000110001010111000000110000100110000000010101011011111110111010011100000010100111101110110011100001001011101100101011101111101000110111010011101010111110001000001111111110111011110100110111111101111011100111011100101110111100000010101110110110100000011010100101010111011001011100011011011111111101101111001011000000111001000110111010010000001101110101001101000100011111010101100011100111011110100111101101011101110010110111010000100000000000000001011110011110110000001100010011000110001010 111000111111000100101000001010010111111101011001101110011000001110010111111001110100010001010100001110101101011111111011011101100    1 faults detected
test   64: 10011001100101101111010101101110101011100000110111010101100011110111011111111101111000100100110101011001000011110011011100000001110101001111001110101110111011111011010011111011101011111001011110100101011000100110001001111101111011111010110101111110111000010101110000001111111010101111011111001100110100101010001000110101000001000111111010101000101111100001111001011000011001110011011110011011011100011110100111011001010010110100111101111001110111001000100101110110011010111001101111100000100111001000011100000010 101011010111001111011101100111011001011001001101111001011001010010011110101110010110000101110110110111111010001101001110001010001    8 faults detected
test   65: 11111011010111101000010110000110010011101110110100111101001001000100001000010100001001100000011000110010000100100100000111111011111110001011100111001110101011110011111100111110001110001101000111011001111011111011110011001011000101100000111101001000100111010111001011111000000111011001010001100111000010001011110101010101110100011111101111001000011111101110001011111111111100100111001001011011011010111101100110101000111101001100101110110011001110001101100001001001011110001000101101010111001010101011101111100110 111001111111110101011101101111111111101000010000011010110101000110100000001010000001011011010111111010001000000111101111001101101    1 faults detected
test   66: 10010110110001101101100000101010100011010111001001101100010100111010100001100101001001000111010110001011110001111011101000100111000101101101010110100100010010100101111001010111100111010110111001100111010100010110010100001100000110001110111011100110111101110000000101001100010110001110111111110010110011001110110110101101011011111011101001011110001001000110111011111100101001110010110010101110010000001001101100000010101000100111101010010011111101011101010010111100110011101101000000100010111010101101101001100001 110010101100110111000011001101101111111101101111100111001100100111001111011011101011011000000101110111100010010010100001011000000    1 faults detected
test   67: 11011111110100010000100010100000101101101110011000101000011101100111101010110000000001001111111101011101010011000110111011100100000000101001110001011100011111100000010010111010100000110101100100101011000010000110111111101110111110000100110000000011011101000110100001010101101011110111011101110000100010111110111000011100100000010110110111110111110111111110011001101100111101100000111110110100101011001000111001011111111101011001001111001111011010101000010010111110111010000101000000011011011000010000110111011010 001011111110010010010110010000110100101111000101000100001001111010000010101111101101011001101011010100101010010010001101000011111    2 faults detected
test   68: 00110111010011001111111100011100111011001000010110000010010000000000000110010111101001110111001000010100001011110101010010110101110000001001100011110101111011100000100011101010100100100001000000111000111100110011011101001010100100101010111011100010001110001010010000011001111001101000101001110001011011110110100111001110100000111010110001101011111100101100011111010001011110011000110110110111001001101001110000010000100111111000011101011101110001111100100010110011011111000110100011111110110011111010001100111111 011110010100110011100111110110010101001011101111111001100100111010101001110000001101001011101011001100011011101100101001011111101    1 faults detected
test   69: 01010011001000101010000000001001011000110110111100101111000100000000110111001011110100000010101010000011001011010101101111010011001010101101110100010010111111001100000001110100110111001101001001000110001011101000100000101001010001011101111010110100001110110100100000100110101000000001101110010001100110110111101000010110111001011111110001101100100001001111101110000000001111110111110011000101000010111010001100111111100100010001111000110011100100010011000110011100111000111001001110001010011011010000110000111101 000101011111001001111100110010111000010101110101111011100000000000111001011011000001110000001101010010001101000000001010001101100    4 faults detected
test   70: 11000011000000001110001001111001111001111011010010010001100101001001100111101001011001000010011110011000000100000110110101001101100011111110000010111110111111010101111000111110010001001111110110100011100000101010011110000101010001001100101100001101111010010000110101110011011010110111110111010100000100010011010100001101000111001111110000111000000110100101010101101010101011010010101101111111100111100001011000011010101000001100110101101011101100101010100000010110101011010101011101110010101110011011010011111101 110001110100100000110111111011101000100111111101000011000001010011100110111101001010001101110000100001110100111011010101110101110    7 faults detected
test   71: 11010101111101101010001001101001110010100100011001101010010010100001101110001100010001011010111110000011010010010111101010010001011001111110001111110011100101000000000101110111000010010001111000100111000011000111110011100011101111001101010101000101000111100011001000101100101101100001011000101101100100011111100111010001111010010011101010011010101000011101000111010100001111110101100101100100101101100101101111011111100100101110110111101001111110101101101011001100111011011110000110010000111011100010010101101001 000001000101101100101110101000010000110111000101101110000011111010010100001011001110111111011000111001111110101111010001101111101    1 faults detected
test   72: 10101100101011001111001110101000000001010001110010011100000001110010001000001010111011100110100100100111110101111011000001100010011000100110101111100110100100101111010001000001111100001010011000001000110111100001101000011100001100101011100010100011101101000110011001111101010101110010010011111011101101110101110100111000011101001100100110010110111110011110011011100100011001100100101101010100111111110101000110111101010100100010011100010000100001000001101110110101010111010000001001101000100100101101101111111000 010101000010010111100100100100010010011101011111001011001001001011010000010000000110011110100110011000010111101110100101101110000    1 faults detected
test   73: 00011110110010111001011011101010111011111010011010111001111101111110010111011010000010110100101011110110101001000000101110010111101011001011100110101101100001100111010100010011110110011010010001001101111001111111010000011100111101100010010001111110101110111001010001110011001101001011001111111100111001000100100100000010111101101111011010000101101011001101110001001010011011100111110010010110001000100110010111111000101101010010101110100001000000011011010010100100101011101000110101000110111001000101111100111101 111000011111001011101010100101101110000111010101100010001010111010001010100010111100010010110011101110101010001001010001111011100   12 faults detected
test   74: 11010111101110001000111110000010011111000011001000011100111001000011100101010010010011110110001001011010001000110110101110000101100110110000100101110110110011110001011000110110110001101110101111111101101001111100110010100000000011011101101011011110101010000111011111101011011100001001010001000100111100000100011010111010100011010000011010111000011001010101111111010001011101111101111101100011101011011000101101100001011001000001010111110111101011111101101110111010110001101100000000111110100001100101111010110110 101000111101011101100010011011001111111100110001011010110110001101000010001110101010011001000010001100011101110010011111110110100    2 faults detected
test   75: 11001110011000101000000000111100001000000010101010111111101000110011000011100101110000001001000100011000000111101110010111101110011000010111000101101001111110100001111101111111110010010101011101111011101100110100011000011110100010010101001011100011011010110001010101011101110111101011010010011100000000110101100000111010101110101001001000010100111101110101000100111001011011111101100110101111111101001010111111001101011101100010001101101100001001100100011100010001100010001001100001101001000101101101011100111111 110000100011100011111110010101111100100001100110000100011111110111000101101001000010011011000000111011010000111101111100001111101    1 faults detected
test   76: 00100110101110001001010101001101110011000001010111100110011111100000001001011011101010100001100011010101100010010110001110100111001011010001000100101110101100110100001000010100101011110000000110000111011010100010101010001010111111100001000110100110010100001111011110100011010111111100100100110101000001011100101100000100110011111000110101101110100110010111011011000101010000000001110100101000011001011010100110101001010100100010010101110111001100101100110001111100100111010010001011011010001000010000000001011011 000100100011111011000001111010111100000101000111100000100010010101101101000010001111101111100000101001010100000100111010100100101    2 faults detected
test   77: 10011001110001110001110010100100000110001010000111000111100010011010101011111110011100000100010101010111011000111001111100010000011001010101111101111110111000001110101100111011000101101001000000010110100110011111001010100101100000000100100001110110000001010000101001010000110011010100000010101101010111011000000011101111100001100000100010101001111111001111010111010000100001010010100111100010110101101000110011001000011010110101001010001001001111001110001100011010000001100000000111001010001100000101000010011011 010101001111111000110000011000001010100010111001111101010000000000111111100011110010100100010011001000100010010011000100111001001    1 faults detected
test   78: 11010101111000010110111111111011010001000100000001011000101011010001111110010101110011100111011001010011001111000111101111010000110010001100111100011000110010111001000100011000011100000010100010001001101000011010110000011000000110101010001001101101011111100100000100010001111110111001011110100001000001000111111111011111000000110001100000001110110110110101101001000000100001111010000110010111101110101010100111111101010110010001001000001110010011100110010010101110001111011010110011111111011010011010111111011000 100000111001010001110101000100011000000011001101010000010001100111010000010011000011010101000000100011110000111010010001101011111    1 faults detected
test   79: 11111111111100101110111101010110101001010100100101110011011010000011011010000001011100000111010001001110110001010101001000000011010111111011100011111101001111110101111001011111010101111100010110100010110000101010010000010101100001010101101111010011101011101000010110011110111100101000001000000001100001011011100010110001001110010110101000001000110100011001010010101110010101010101010010100011101110100101000101000110010001010101000000111001110011110100100111101111110011111000110010100010100101010110111010111100 001001111110111111001011111110001101000101110111110110001010111000101001000001100000101000011001111001101100110110011111100111100    1 faults detected
test   80: 10011100000000101100000010011100011100010010110001111100010100101100010000111100110011010101010111010100111110001100011001001101011001000011001010111001011000001101010000010010001110001011110001010001001100101111000011101011101001111010100100101101100001111110010001000100011111100101000010110101101101100001010100010100111010100111011111101111011001001011001101000000010110111110000011100100101011000100111110111000001101010111000100100011110101001101001010001001001011111001100100100010010001111110011110010110 101100000110011101101000101001000011110000101110001101000010000001010110001000011100011110010110100101000001000101000100100111001    5 faults detected
test   81: 01000111000100100111001010001110001100101100110011010100000010110010001110111011011011011101111010110111111110110000110100101011010100101010001110111101110101010101111011100111101001001110111111100110000100111001011001010011110001110111001111001000110010011011001100000100100111100100111111100010001101110001101100101011100110010010100101011011101111010111100100010011101110101011001001111011011101101010101111110000100101111011001111000001111000100111000111111011010000000001011011110011100110111100000010010101 010110011011000011111101001001001110101010100110010011111111011001100000000001010000010001111100100110101011110001000101001100001    6 faults detected
test   82: 11001010110100000100101101100001100010110000001010110100011001010100001000111001010111011001010011111101110100010111011111111000100011010101011101000000010111111010100010001110101101001111010111010010110111101000000110001111110100111110111001000100110100110100100100011101110000010110000001101011101011110110000000100110010100110010111011100110101011011101001001101101011110010011101100000011111000110101001001001010001001000101000000001110110010100111011110011001101000110100110001111000101011100010100000110001 000001001010011100001100010101010110011111111001001110111111000100111000100101100100001011001001000100101110001101100010110100101    1 faults detected
test   83: 00111111101011010001001010011001011111100011111110100011011101111101101100000100111000010010001100010011111011011001010111010011000110101011001000111011010010100011000011001100000101100010010011000100000000101100110110101011011010111101000101111011101011010111101000000100100001110101000100100111000010100111111110010011011101011010111011000101101001100111000110000010111011001011110010111010101100100001010110101011001110001110010101101100011110001000000000000100011101001101111011000100011001000101100100010000 010001000101101000001000111010110100001011010111011010000101000100010100111110110111100111101110001110110001001011101110111010100    2 faults detected
test   84: 10101111100100111101111011000010100110010001111111010110110101100011011101001110100010011100000001011100100000100000001010001111110011101000000100101101011100000101001000100111010011111001110110001111101001011110000110100101000101101110111000111010011111100100110001011000000101011100101001010111101000110111110011111011110000001000011011100011100110001110000101001010111110110001000000001101100001111010010110101001011111100110110010101100110011000100100010111101111011111001100000000100011111001010101111000010 101000000111110011100001010111001110100100000000110100111110001100010100001111101011011110001110110100011111011111011101111001110    4 faults detected
test   85: 00000001101000101010111111010101111110101011110110101101101111110000101000001111011101110010001110110001111110011000000000111001100101100010111110110001010000100011111010000110010100000011101001000100000100110100001010011110010110101010111111010001100000011001111110101101010110101011000011100110011001110100001000110001000010111011011100110011111110100100100000011100001010001011001110110001100001011000000100111001110100111110101001110011000110000100111101010101110011100001000010111010010010100110111111111101 111010100100001100111010000101100001100000101111110101000111100100111100110011000111011001100111111100011000111101010000011110001    1 faults detected
test   86: 01001011011111111011011011010011101001100111011010110000011111001101100110101101000011010010110011001101111010111010000001101110101111001000100001010101111011101010100101110111100000111101001101001110111111010111101111001010110010000011000101000111001001101110001001111000100011000111101100101111011011011011110011111100000110111011101100000000000010001110110110010100011101001001101011010101010011100000001111100000011000000010001011110011101011011001100111010100111110111000000111101100100000010110000110011110 100000000011000001101111101001000001111111010110101100110100000010000101001101001111110111101011010001100010100000110011010001001    1 faults detected
test   87: 10010101010111101111100101001100110001101000010000101111111010000110011111001101110010001001110101011111111101100111101100010101000000101010101000110111000011100011001111011110010011010010011110010010111101111100101111010111111000011000001111110101001100110000011010001010111100111001001001001001111010111110101100110100011110010011001010111011111101010000111101110110101011000000111010010010111101110100110011010010101111010010110111100000010001110110011010110111111000001011001110100111001000110110001100111110 011000101101010001101110100111001101011011111001110111011000101101101011010001101001111110011111001010010001101101101001001111100    2 faults detected
test   88: 10110101100000100001101101110110111000100001110000110010000000111000100001101101111101001011101010000101111101101001000110100110111010001100111011010111110001101010011011100010100110111100111010011001010010110100001111011110000000100111101001000000011110010101110011110000001110101000100110110110011101110100111101110011101101110101100011010001101100101111011101000000111010001101011111110001001111110100100011011010011001000110111100100010110001001011011001111111111001010101111011110101111001110111000111000001 001011100101100110110101111110111010011100111011010100100011111000110111111101010100101000000100110110110110110001000010001000111    2 faults detected
test   89: 01110011110000110101111011110011001011000011000100011000111001001100101111110110100100100110110011100101011000100111010011001110001000000111011001011010001110000011010111010001100110110000111010100111110101101111000011100011100111001101001010101001100111100111100001011111011010101000100000011001010010111100101000100100000111110011011101001110100000111000010000000001000001000011100001101011001000100111110001001000101000010101000011011001101110101011101001001011011101111010111001011100000111100000110100011011 110011001010001110011100100001010101110011100010110110011010011000110111101110011010001001011010001010111001011111001010011111100    2 faults detected
test   90: 00101110111110100001010001101100110111111001101101110111101010111100110100010011000000011011010001000011111010110000011111000101011110110010010011000100110100011111000100101001111111000011110011101011011010111010010011001010011010000000011110011000001010011001001101100000011111000101011011101010101001000100101101100000100101001101010110100001011100110111111000010101101010110100111011101111001011111110100110110111110000010111010000100100111110100100100111100001011101111010101100010010010111000011111100111111 100111111101001100100110011010111100111000110101101001111110111000011111111111000001001000011000100111101001111000010101110011101   15 faults detected
test   91: 01001011111010101111010010010110101010110110010110110111100100011001000101101100010010110011101101011000010011110100111000010111110100100010101011011001111000110100001000010010010111110110000011101011100000011111000100110000110011001010011010011100101011000110111100010101011000001110101010110110111011010111100101111001011000101110010100100110110110000111001110000100111010000101000001100100010001100000111111110110011100101010100101010111001010101011000000010010110010010100010111100001000010110001000101110000 010011101111110000100000001000000010000111100010000101000100011100110010101110101011011100110111010111100001001010001110010110100    1 faults detected
test   92: 00001110100110011000110001100010110000001100001010000010011010110011000000000010011000111111100000110111000001100011100010010111111011111101110011111001001110100011110100000000011011101011100001100011101100010110010001000001011001011010011111110100100110010001110110100111001001000101011111010000100110010111101111100010111000010111100000100110110010011001101111101000000010111111100110101001011110000000001011111011101010110110110001111111001000110100001011011011010100000111111011111111000010111001000100001110 110010000010101101011111010111100001101101000101100100111100101100000000000000100100000100100001100000001011010011010100001110100    1 faults detected
test   93: 01001010101101010000000101010001101110111001000011010011001001001011100011111001101010101011110111001101000101001101001100111011111100001100011011001000000001011110001011001110111111101111111010000100101111001110111001000000010110011001100000111100000111110010101000110000010100111000100001011100000000101110011111111110111111110000000010000111110110101101100101101001011010001100101111001110010111101010001011111011001011001100111010000000000011111111001110011110001110110011100100100000100001100011010110011111 111101110100000101010100111110101100111101101100011101101011110010011011000000100010101101000010110110100101100011110000011001100    3 faults detected
test   94: 01001101111011001001001111011101100010110011111100000111000010100100011000111001000001001001101110111011001011110100100001111110100011010111010000010101010101110101100110011001101111010101000010100011011101011101010101001010101100100010101011100010111010000101011011001100000101110010010110011110010101001011010011000111110101110000101010111111001010001011010011101000011001101000000110011110000100011111001101100011010101100100101010100010110111011001010000010011001101110011110000001001000001111101010011111111 101110100110101111000011100100011110111001001111111001000110110111101101110110010100001000000000111000111001100000101000111101110    1 faults detected
test   95: 11011101101100001110111100101110110011011000001100000100110111011001100110111010100100000010010000101110010000100000100010110100111111100111000010100000001011111000100011100101000001001010001110000100100100100111000101010011011000000111000101001000101100010000000100001011110111110011100100011001100011000100010100010101100110101110001111001101101111110110001110001111100010001100010111110011111111001011111000110101101101101011000001101001110111111100111001011010100110001101100111010101000000000010001010010000 000101110100000010001101011101100100011100000011000110001000010000110011100010101111010000101000111001000010110110011111010010000    2 faults detected
test   96: 00110110101011101101011000010000011100111001110111000000010010100110110110010100010000100000100110000001111101101111010111101000001101010111110111100110001101011100011111101101011111011110010001010011100110000001101110100000100101100100000011001111111110001000010001111011101011001100101111111100001001111100101001001011001100110000000110001111011000100011010100100100000111001100000110001010000000000110100101100011011001000110101001100110100110010000011001111100010011000101011000101001101111010000011011011011 101111110110010111111111111000010000001111101110101001010001000010000111001111010000000110011110010100100000011110100110110110110    1 faults detected
test   97: 01001011000000101101100110001011010101000101011100101110110111110110111011111101111111110000101011111010001110110101000001001011100001100001011000000101011010111101110110101011010000010111001101110001011010000001100100111001100100010010110100111010001101001110101000010010110111110011011100000100110010111100110011111011010101100000111011110110001001110001111001011000111010111111010000010100110010110111011100000110110100011001100110001111001110001000111110010010010011101010111000011001110101111110100000111101 110110101001111110001011010011111001110101001101110000111011000111111000111111111011101110010010010011000010111000100011111101101    1 faults detected
test   98: 10101000001001000101011001010000100011101000110011110100000111111011101110101010110100011101000100001010011110000100101110000001110010011010100110111101111001010011011001011100011000101101000110100000011111001010110001010100100111111011010101010001000011010101110100001100001101110111100101000111101111101100011001000100000100000011110100011000100000111000010010011010011111010010101110111101001110110111011001100011000000001100100110100100011000110001101010110100000011110001010100110110101000000000100000110010 000001000010111110010111010100010100100011000100100001100010000011001100000101000101101101001101010101100111110001001110100000101    4 faults detected
test   99: 10100011011001100000100010011010010100110111001101101001010010001100111000111000000100010111110100100001100001011100011001001011110111111000111100000101101011000000101101100100101100011010111100110111011100000110100011101001011100010100110000001010000111100011111100001101110001100001110001000111100110000110010111110110011110010000110000011101000110100011101011001101011000100011010001001110101010101100101001111010110110000100000011011111111010000100100000001100001101110001100000000000101011100110000010001001 001011010100110000110011101110011001111110110100101100110001111100100010011101010000100000101011010100110100000000101001110001100    1 faults detected
test  100: 11111001101001011011101110000010001110011010101010101101111000001010100001010101000110001011001001110100100101001000011010100101111101001111010001110010100101100011101001001011100011000001011111001011110100001100100011100111010001001110000100111011111001010001011011010010101111110111011101011010010001000011001010110010011001000111001100101011111100010010110010110001111001010101110111001000011100010000100000110111011000011000010111000010100101011010011010001101001011010000010001001001111101000010111100111101 100010110100000111011000001111110011001101100100001010100010111010000110000010101010010010001010001111100110110010111100110011101    2 faults detected
test  101: 00111000110000110111110101001000001001010101110011101010110101101100110010110111111110110101001010010010001000001111000101011011011110100111111100010001000001011100101010110000001111010110011100000100011010100110000011101010101101001011001111100010000110000101110011100110110110111011001110011011011011000110011111101011100000101110001011000000011100011011110001101111001110111101010100010101111101110101100011110000010010100100110100010100011110001000001101010001010100110110110101010000101001101001111010010110 101100111000101000111100111110110000011001100001000111100100101100111111111101011011000100110111011000001011111111000010101100100    5 faults detected
test  102: 10000101100101001110011100110100000000011110010000001001010110111101011100011010001001111010100001000001000010101001001100001111010111100001010100101100110011011011101110100100011010001110010000111110110001111010101110000100100110011110011101111000110100000000001111100110011100000010111001000000100110000001001111101101110110101001101101110001101110011000101001100101011111010000011011110010001111000000100010000000001010101011100000000010100101111010110010010011010111111101000100001111110011101111000000110011 001000001000000000110001001010010111001111111001110000100010011011100101001101111101010010000100000110001011011011010000011100101    4 faults detected
test  103: 00001101001001010110111000101110010111111000011111100110000100001000001010001010101000001101100111111111101100101001110100000111111100001111011001010001010010001100000100101011011011011000001000010111100011100011011001110010010110101100100111111011100110000001111010000101111101110011000001001100101000100010000011111000100000101100110100101100101000100101001111011001100001010000111010110010001111100100111100001101001001111000010011111000110001001110001110010001011000011101000111000101101111101001011001100000 000110000001101111011100011111000000010111001001100111011111101010010001101000000001010111001100011101000101010101101100111110100    1 faults detected
test  104: 00011000110101011001011101010101000111001001000101010010000010111000011101000111101010010111011111011001111011101000111100110001011110011011111011010001100101010000011011100010001000010001110011010000111110110000000111000011001001101011011111000011111101101110100000111001001000100110011000000101100000000111001011110111101011111110111010010101001110001100111111111110110011011100001100010101100010110111000011110010110101111101010010100000111000011110000000101001111111111110000011001001111011001101100000000000 001011100011001001110100100010011101001010111111011100001010110010001111001111110101101000100001000010101011101000110110011000000    1 faults detected
test  105: 00111101001111001110111001011001001111011000100110101101000101111000111011100111110100001111000101110001111101100110110001000010100100001011101110110110011000111111111011101111100111001101110001011110011000111110010101010101000110001101110001100100000110000011011101000100011111111101101110110010010001110001111011100001110111111001110110100001101101010100001101110101011010110000010000000000111000101101110100101101010010101001000010100110100100001000011101101100110101100110010100000100010001010111001000001011 111111101110101110111100100110000011111011011011110100100100101010011011111111010100011001010101001101011110111100110110101000101    3 faults detected
test  106: 00111000010100111001101011010000000001000100110100001010101000010011001010000000110011010010100101100111110100011011000001111110101110010000100111000001101110111001100111011000000101000110011101111011100110111001000000001100111001011110110111100110011111100111100110011000011110010100001100011100101011101010111110011101001111110110100010100001100011100111010110100011001000100000100110100001101100111100100001000101000011001010111001011000000001001010000100111101001011010100101011111100000110101001011011110111 110010111011000100010001001111100111011001100011011001010100110001010000100010100001110010100100000000011011110111000110101101111    7 faults detected
test  107: 10111010010100111001100000110101101000101100011010110101110000001110011011010000011111011000101000100001110011110100100010001010100101000111001110101010000001010101111001101101110001010110100100010010111111100111100011010110110101001110011111001001010001101100100100101100001110111100101111110000001011110011101001111011001111110101111100010101111100101010010000011111111011110011101011100101001110110000011001101101011111110110010000100110010101111011000101101111001011110010100101001111110011111110100101101101 111101001000111110101000000111010110001110010111001111110101011001110001111010111000001011101001010100101010010111001110001111001    3 faults detected
test  108: 11011000100100100111100000001001101111001010011100000001100111110011011011010100010110111111010011001100010011010010100111000110110001110101000111111001110011100011101111001111110111111110010111101011101111110100111001010111100010000100111110011110000111100111110010000000001001111000101010110101000110001110001100000100100110101100000011000101100011111111110000110110110100100100010011111111010011001101110010100100101001000111111000000010100101001110011010100100011010001101000011110001010010111001101111100111 111011010101101111101111110101010111001100010110101011111010111110100111100001101111100001011100101110001100001110010011110101100    7 faults detected
test  109: 11010011101101100101011110001000011011010101001111010100110111000000101010100010010111110100100001001101101011011100001100110011110101001000010101111101101010100111001011111101010001010111011111000001010110100001111101010001010010100010100111100001111101101101001111101100111110101001000100011000100101110111100100101101111111001111011010010001110000001101100111101001010111101110101111110100010001110001100010010110101110100000101000100001111110000000000001000000011000011111011011111100000000110110100111011100 100111111011011000000100000110101101111100101111001001101000010111011010011111001010000100111000101101000000100001011001001111111    5 faults detected
test  110: 10100110100100100011110111010011001101011000010100011101110111000010111100101100101100011011010001011101110110111101101100010010010010100001110011001110101100011010011111101110011001001100101100011111101110101100011101100010010011101011110101100010100110001100111000010000100100001100110100110100100100000111101111110001100110010011111100001010010010100000001110001110000100001011110110001100100100010001110011101100001101100010010100010100011111010001101001111101011001011110110100011000111000101100011100010010 111111100110010101011000010100101010110101111010110011111110110110110100101011001011111011001100011110110111111010010101101010100    2 faults detected
test  111: 00001100101101010010011000101011100010101011101000110011101011101000100000001111001100001000100101100001111001011000010000010111101110011000100001110111000111000010111001110111010100000110100010000010001101000101010000100100010001110100101000101110000001101111100001110100110011110000110011010111011001110100101100111001010100010100110111011101000111110101010011100101000001100001111110101101001101001100100100110111101100010100111100101011111100111011110001100110000100000010000011010011011000001100000000110000 010111110101001010110110000111001111101100111000110001001111011101111010010001110010001000101011111110000101101001110111001000101    1 faults detected
test  112: 10100111001010111101111101101010010101000101001110011001001101100110010011011100100111111001010001001000101001110111000101100110011001000000100001101000111100011111001100000000011100111000001010001111011100101111111001010010010110110100100010000110101100001000110100010001110101111011110100110111010011110100110000111101001000101001100100010010000001001101110010110100001011001000100110110100111011110010100100101111000110110011001010010101101111000010001010011100101010110101000001011010010000000000010000111111 100110111010011011111100001101011000110111001011000011011010000100010100011110100011010101101100110101110010100110000100100001100    4 faults detected
test  113: 10001110010001001011101111101011101001100101110100010010100110000110011110101010001100101000001100010011010100110101000100011110010001101101101011000000100111101100100110110000010011111101101100100010000110111011001100110110110010001010111010011111111010100011011110111111101011111110111110111011110100110100001011010101101010001001111110000101100001010101000010000001001000101001010011110100001001000010001111101000101110110001001000111011001000010010010100010011110001010010010000001110111001110011000000111111 110010010011101010001000111100010100000101000010110101000000001010011100100101110000100110001001111111111010111111111010010101100    8 faults detected
test  114: 00000000010001101111111111001101010111110011010100001110001000111011100010110000011001111000100001100000101100011110110100111011111001010011100000111001101001110101100110000100001001000100000010101010000111110111111111111000001001011111001010110101001101011010110001010100001111110010101100110001110000001110100111000000000101000000111111110111110110101011100111010100111100101111011111101101100000011100111110011011000000111100101110010101001100101101011110110110101111101110111101101001100100110010010000001111 000011010001101110000110111111101101100011011110011101111000111111111000111111001001001111010011001000000010110001111001010101001    1 faults detected
test  115: 11001111001100000101010000010000100100111001100000010011010111010101110000001010111110000100001000011000100011110010100011000010010010001111000111011110000010001000101100001000100110101000110000111111110101000011111000011110010001001011001000011001011001100111011101101000010010000100011110000000010111000000110101011110010000001111001100111110110001011011100000000100000101011110011001010000001001100000101100100110010011100000000001000010001110000011000011111001111111111001010011000101001101110000111100111111 101000100001000001100001001010110010110110010000001111101011100111000111001100100111100000101110100010100100001000011110100111101    2 faults detected
test  116: 01101110111000100100001101111110000011010011010010110000000011010010101001010001011100000001001011010010110000010100111010101110011001111011001011111110111010000010011111111001001111001100011000000001011101101100001100001010100100000000101111011110101110100011001100100010000010011100000100011000000110111011000111101010111001101000100001101111111111111011010110000000000100111101010100100101100111011111101100101000010010001000110000001111010010000001110011110000100000011011111000011101000001110001110101010100 000001010110111100010100011000010010001100000011100001100111111101100100110110111111001111001100101000011001010011011010110111100    1 faults detected
test  117: 10001010010101011001001110001001011100010000010100100011100100010110011001100100011100011100001010011001010110011101010101101011101101101110101110011100001010100011000100110101011110010101000100011001000011010111111010010101100010110000100001011001000011100011011111010100000000110010011011000100110100011010011100000101110100101001000010001100000001010001101101110110010010001001111100011011001010100100000111100001011110110100010011011110001100011111111000000111001010110001000001101001011011001100110000111111 110110000011000001111011010011010111100010011000110010011000000001000000010110011000101100100001000010111011100010001010101001100    1 faults detected
test  118: 11001110100110001011101000110111111011110101100011100100011010000111100101111100101100100111010011000110010000111011000001001010000010101100000101110100111010010010110001111100101110001101010000111100011010000000001010111001101011101001110110000110000111101011001010100001010111010011000110101000101100111001100111110011001110011111000001101101110101100111110011010001011110100100110100101001101011100100111101001000010011110010100000011110110001001111000100101101011110100010011111001110100001001100000111011101 011001011011001011000111100011000010111001110000100000100010100100100111010001101011001110010100111110101100111100101101100101101    3 faults detected
test  119: 11001000010000100110011000100111100101010010001111001110100110110001100101010011110101101111110010000001011110011100010110011110111001111100110101101001010100000100101010111001100101010000111111101111110111111110011100011100001001000010111000010000000111000010111011010100010110011011001000000001101101010000101001101110010001011100101000010001010011011101110100101100111111101100110000011010101110111001001011000111011000110000011100110010001110011001011110000000111000001110000000010101001000001001100000110111 010111001000011010010110001111011101010100101101110111110010111110011001110101000110110110001010000010101000101011000101010001101    1 faults detected
test  120: 00010011011010011101101011110111101010010001001111110011010110011111010111001011001011101011110011101011111101000001001100010001010011101111001010110111011101011011010100000010111001110101111001100111100011110011101001010010111011100011000110011101110010101000101111110001011110001100111100111111010011001100011100000010100000101001010100011110000001110000110001000011110010110100100010000110110100111001000011110011011011000101101101010101001100000011100011101010011000010100011001011000111101111100110000110010 101001011010010111011010110000111010100001101000111011100011000101001101000000000000101110011011011010110110011110110001101100101    2 faults detected
test  121: 01111010001000111111101001001001100100110110010001100100001010110011110101000011001010101000100101000011000101111011101011101110100010110111100111000001110110100001001100111100101110100101000001011101010111000001001101100100111000010110001001110100110101010001000101101010011001001101001100011111101111110101110000111111101110011011110101110111111010011101000001100001110000001110011010100101110010110011011111000000010110010010111110000000101110011001111110100110000100110101111111010110011101101111110001110100 100001111001000111011011110111110011101011110001101011100000011101101001101101100111001100100010010001010011111101011111111001101    1 faults detected
