benchmark_id,sequence_id,step,net,type,insertion_sequence,delta_test_coverage,status
subckt_0038,structural:subckt_0038:00,31,new_n48649_,CP1,"[{""net"":""new_n48697_"",""type"":""OP""},{""net"":""__buf_split_15401"",""type"":""CP1""},{""net"":""new_n48646_"",""type"":""OP""},{""net"":""new_n48604_"",""type"":""OP""},{""net"":""new_n48632_"",""type"":""OP""},{""net"":""new_n48668_"",""type"":""OP""},{""net"":""new_n47894_"",""type"":""CP0""},{""net"":""new_n48714_"",""type"":""OP""},{""net"":""new_n48689_"",""type"":""OP""},{""net"":""new_n50731_"",""type"":""CP1""},{""net"":""new_n48606_"",""type"":""OP""},{""net"":""new_n48623_"",""type"":""OP""},{""net"":""new_n48634_"",""type"":""OP""},{""net"":""new_n48682_"",""type"":""OP""},{""net"":""new_n48575_"",""type"":""CP1""},{""net"":""new_n48707_"",""type"":""OP""},{""net"":""__buf_split_13524"",""type"":""CP1""},{""net"":""new_n89427_"",""type"":""CP0""},{""net"":""new_n48640_"",""type"":""OP""},{""net"":""__buf_split_15409"",""type"":""OP""},{""net"":""new_n48612_"",""type"":""OP""},{""net"":""new_n48732_"",""type"":""CP0""},{""net"":""__buf_split_15426"",""type"":""CP0""},{""net"":""new_n48607_"",""type"":""OP""},{""net"":""new_n48693_"",""type"":""OP""},{""net"":""new_n48667_"",""type"":""OP""},{""net"":""__buf_split_22218"",""type"":""CP1""},{""net"":""new_n47891_"",""type"":""CP1""},{""net"":""new_n47890_"",""type"":""CP1""},{""net"":""new_n48709_"",""type"":""OP""},{""net"":""new_n48649_"",""type"":""CP1""}]",0.0,ok
subckt_0038,structural:subckt_0038:00,32,new_n48613_,OP,"[{""net"":""new_n48697_"",""type"":""OP""},{""net"":""__buf_split_15401"",""type"":""CP1""},{""net"":""new_n48646_"",""type"":""OP""},{""net"":""new_n48604_"",""type"":""OP""},{""net"":""new_n48632_"",""type"":""OP""},{""net"":""new_n48668_"",""type"":""OP""},{""net"":""new_n47894_"",""type"":""CP0""},{""net"":""new_n48714_"",""type"":""OP""},{""net"":""new_n48689_"",""type"":""OP""},{""net"":""new_n50731_"",""type"":""CP1""},{""net"":""new_n48606_"",""type"":""OP""},{""net"":""new_n48623_"",""type"":""OP""},{""net"":""new_n48634_"",""type"":""OP""},{""net"":""new_n48682_"",""type"":""OP""},{""net"":""new_n48575_"",""type"":""CP1""},{""net"":""new_n48707_"",""type"":""OP""},{""net"":""__buf_split_13524"",""type"":""CP1""},{""net"":""new_n89427_"",""type"":""CP0""},{""net"":""new_n48640_"",""type"":""OP""},{""net"":""__buf_split_15409"",""type"":""OP""},{""net"":""new_n48612_"",""type"":""OP""},{""net"":""new_n48732_"",""type"":""CP0""},{""net"":""__buf_split_15426"",""type"":""CP0""},{""net"":""new_n48607_"",""type"":""OP""},{""net"":""new_n48693_"",""type"":""OP""},{""net"":""new_n48667_"",""type"":""OP""},{""net"":""__buf_split_22218"",""type"":""CP1""},{""net"":""new_n47891_"",""type"":""CP1""},{""net"":""new_n47890_"",""type"":""CP1""},{""net"":""new_n48709_"",""type"":""OP""},{""net"":""new_n48649_"",""type"":""CP1""},{""net"":""new_n48613_"",""type"":""OP""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,1,II776,CP0,"[{""net"":""II776"",""type"":""CP0""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,2,II846,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,3,II781,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,4,__buf_split_141,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,5,II743,OP,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,6,P_10,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,7,__aig_and_68,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,8,II997,CP0,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,9,__aig_not_175,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,10,II961,CP0,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,11,__buf_split_177,OP,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,12,__buf_split_149,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,13,__buf_split_45,OP,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,14,II672,OP,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,15,__buf_split_43,OP,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,16,__buf_split_182,OP,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,17,__buf_split_41,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,18,II902,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,19,__aig_not_220,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,20,__aig_not_198,OP,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,21,__buf_split_189,OP,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""},{""net"":""__buf_split_189"",""type"":""OP""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,22,__buf_split_44,CP0,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""},{""net"":""__buf_split_189"",""type"":""OP""},{""net"":""__buf_split_44"",""type"":""CP0""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,23,__aig_not_199,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""},{""net"":""__buf_split_189"",""type"":""OP""},{""net"":""__buf_split_44"",""type"":""CP0""},{""net"":""__aig_not_199"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,24,II716,CP0,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""},{""net"":""__buf_split_189"",""type"":""OP""},{""net"":""__buf_split_44"",""type"":""CP0""},{""net"":""__aig_not_199"",""type"":""CP1""},{""net"":""II716"",""type"":""CP0""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,25,__buf_split_188,CP0,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""},{""net"":""__buf_split_189"",""type"":""OP""},{""net"":""__buf_split_44"",""type"":""CP0""},{""net"":""__aig_not_199"",""type"":""CP1""},{""net"":""II716"",""type"":""CP0""},{""net"":""__buf_split_188"",""type"":""CP0""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,26,__buf_split_38,CP0,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""},{""net"":""__buf_split_189"",""type"":""OP""},{""net"":""__buf_split_44"",""type"":""CP0""},{""net"":""__aig_not_199"",""type"":""CP1""},{""net"":""II716"",""type"":""CP0""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__buf_split_38"",""type"":""CP0""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,27,__buf_split_31,CP0,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""},{""net"":""__buf_split_189"",""type"":""OP""},{""net"":""__buf_split_44"",""type"":""CP0""},{""net"":""__aig_not_199"",""type"":""CP1""},{""net"":""II716"",""type"":""CP0""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__buf_split_38"",""type"":""CP0""},{""net"":""__buf_split_31"",""type"":""CP0""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,28,II849,CP0,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""},{""net"":""__buf_split_189"",""type"":""OP""},{""net"":""__buf_split_44"",""type"":""CP0""},{""net"":""__aig_not_199"",""type"":""CP1""},{""net"":""II716"",""type"":""CP0""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__buf_split_38"",""type"":""CP0""},{""net"":""__buf_split_31"",""type"":""CP0""},{""net"":""II849"",""type"":""CP0""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,29,__aig_and_74,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""},{""net"":""__buf_split_189"",""type"":""OP""},{""net"":""__buf_split_44"",""type"":""CP0""},{""net"":""__aig_not_199"",""type"":""CP1""},{""net"":""II716"",""type"":""CP0""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__buf_split_38"",""type"":""CP0""},{""net"":""__buf_split_31"",""type"":""CP0""},{""net"":""II849"",""type"":""CP0""},{""net"":""__aig_and_74"",""type"":""CP1""}]",0.0,ok
subckt_0350,structural:subckt_0350:00,30,__buf_split_146,CP1,"[{""net"":""II776"",""type"":""CP0""},{""net"":""II846"",""type"":""CP1""},{""net"":""II781"",""type"":""CP1""},{""net"":""__buf_split_141"",""type"":""CP1""},{""net"":""II743"",""type"":""OP""},{""net"":""P_10"",""type"":""CP1""},{""net"":""__aig_and_68"",""type"":""CP1""},{""net"":""II997"",""type"":""CP0""},{""net"":""__aig_not_175"",""type"":""CP1""},{""net"":""II961"",""type"":""CP0""},{""net"":""__buf_split_177"",""type"":""OP""},{""net"":""__buf_split_149"",""type"":""CP1""},{""net"":""__buf_split_45"",""type"":""OP""},{""net"":""II672"",""type"":""OP""},{""net"":""__buf_split_43"",""type"":""OP""},{""net"":""__buf_split_182"",""type"":""OP""},{""net"":""__buf_split_41"",""type"":""CP1""},{""net"":""II902"",""type"":""CP1""},{""net"":""__aig_not_220"",""type"":""CP1""},{""net"":""__aig_not_198"",""type"":""OP""},{""net"":""__buf_split_189"",""type"":""OP""},{""net"":""__buf_split_44"",""type"":""CP0""},{""net"":""__aig_not_199"",""type"":""CP1""},{""net"":""II716"",""type"":""CP0""},{""net"":""__buf_split_188"",""type"":""CP0""},{""net"":""__buf_split_38"",""type"":""CP0""},{""net"":""__buf_split_31"",""type"":""CP0""},{""net"":""II849"",""type"":""CP0""},{""net"":""__aig_and_74"",""type"":""CP1""},{""net"":""__buf_split_146"",""type"":""CP1""}]",0.0,ok
