[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [gmean] 2026-07-21T10:16:45 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_toplist_sa/best_final_horizon/old2_new1
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [gmean] 2026-07-21T10:16:45 budgets=iscas99__b15_1:278
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [gmean] 2026-07-21T10:16:45 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [gmean] 2026-07-21T10:16:45 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=146 node=N2106 type=observe q_typed_residual_context=2.633182 sequence=405.558043
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=147 node=N7385 type=observe q_typed_residual_context=2.033814 sequence=407.591858
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=148 node=N3525 type=control1 q_typed_residual_context=1.021581 sequence=408.613439
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=149 node=N642 type=control1 q_typed_residual_context=1.802476 sequence=410.415915
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=150 node=N694 type=observe q_typed_residual_context=1.419357 sequence=411.835271
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=151 node=N1607 type=control1 q_typed_residual_context=1.831072 sequence=413.666344
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=152 node=N2360 type=observe q_typed_residual_context=0.841314 sequence=414.507658
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=153 node=N647 type=control1 q_typed_residual_context=1.755573 sequence=416.263231
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=154 node=N1586 type=control1 q_typed_residual_context=1.986009 sequence=418.249240
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=155 node=N628 type=control1 q_typed_residual_context=0.834264 sequence=419.083504
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=156 node=N1987 type=observe q_typed_residual_context=0.894745 sequence=419.978249
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=157 node=N5740 type=observe q_typed_residual_context=1.408523 sequence=421.386772
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=158 node=N6534 type=observe q_typed_residual_context=1.258717 sequence=422.645489
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=159 node=N1598 type=observe q_typed_residual_context=0.726697 sequence=423.372186
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=160 node=N7679 type=observe q_typed_residual_context=2.024684 sequence=425.396870
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=161 node=N7614 type=observe q_typed_residual_context=1.265877 sequence=426.662747
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=162 node=N5028 type=observe q_typed_residual_context=1.185911 sequence=427.848659
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=163 node=N8003 type=control0 q_typed_residual_context=0.837131 sequence=428.685790
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=164 node=N7402 type=observe q_typed_residual_context=1.166081 sequence=429.851871
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=165 node=N5473 type=observe q_typed_residual_context=1.358340 sequence=431.210211
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=166 node=N1688 type=observe q_typed_residual_context=0.636117 sequence=431.846329
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=167 node=N715 type=observe q_typed_residual_context=0.491334 sequence=432.337662
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=168 node=N7627 type=observe q_typed_residual_context=1.873753 sequence=434.211416
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=169 node=N5878 type=observe q_typed_residual_context=1.727167 sequence=435.938582
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=170 node=N5874 type=observe q_typed_residual_context=2.057113 sequence=437.995695
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=171 node=N723 type=observe q_typed_residual_context=2.056565 sequence=440.052260
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=172 node=N714 type=observe q_typed_residual_context=2.344405 sequence=442.396665
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=173 node=N722 type=observe q_typed_residual_context=2.728446 sequence=445.125111
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=174 node=N703 type=observe q_typed_residual_context=3.151722 sequence=448.276833
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=175 node=N7436 type=observe q_typed_residual_context=3.389887 sequence=451.666719
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=176 node=N7442 type=control0 q_typed_residual_context=1.571251 sequence=453.237971
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=177 node=N2652 type=control1 q_typed_residual_context=1.959632 sequence=455.197603
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=178 node=N2721 type=control1 q_typed_residual_context=0.907275 sequence=456.104877
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=179 node=N2894 type=control1 q_typed_residual_context=0.677910 sequence=456.782787
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=180 node=N2952 type=control1 q_typed_residual_context=0.729510 sequence=457.512297
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=181 node=N2779 type=control1 q_typed_residual_context=0.864774 sequence=458.377070
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=182 node=N6673 type=observe q_typed_residual_context=1.530123 sequence=459.907193
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=183 node=N5356 type=observe q_typed_residual_context=1.675200 sequence=461.582393
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=184 node=N712 type=observe q_typed_residual_context=2.276062 sequence=463.858455
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=185 node=N5456 type=observe q_typed_residual_context=1.693779 sequence=465.552235
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=186 node=N705 type=observe q_typed_residual_context=2.262009 sequence=467.814244
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=187 node=N7405 type=observe q_typed_residual_context=1.167308 sequence=468.981552
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=188 node=N1879 type=observe q_typed_residual_context=1.282208 sequence=470.263760
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=189 node=N5422 type=observe q_typed_residual_context=2.421112 sequence=472.684872
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=190 node=N679 type=observe q_typed_residual_context=4.701758 sequence=477.386630
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=191 node=N7473 type=control0 q_typed_residual_context=2.425906 sequence=479.812536
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=192 node=N6668 type=observe q_typed_residual_context=2.330138 sequence=482.142674
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=193 node=N5439 type=observe q_typed_residual_context=1.187222 sequence=483.329897
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=194 node=N7439 type=observe q_typed_residual_context=5.282820 sequence=488.612716
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=195 node=N6678 type=observe q_typed_residual_context=0.992891 sequence=489.605607
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=196 node=N699 type=observe q_typed_residual_context=1.423580 sequence=491.029187
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=197 node=N5202 type=observe q_typed_residual_context=1.782697 sequence=492.811884
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=198 node=N719 type=observe q_typed_residual_context=4.829290 sequence=497.641174
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=199 node=N2837 type=control1 q_typed_residual_context=2.389063 sequence=500.030237
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=200 node=N2151 type=observe q_typed_residual_context=1.043957 sequence=501.074194
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=201 node=N5390 type=observe q_typed_residual_context=0.818986 sequence=501.893181
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=202 node=N3009 type=control1 q_typed_residual_context=2.413405 sequence=504.306586
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=203 node=N7589 type=control1 q_typed_residual_context=1.124457 sequence=505.431042
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=204 node=N7380 type=observe q_typed_residual_context=1.935450 sequence=507.366492
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=205 node=N3067 type=control1 q_typed_residual_context=1.799143 sequence=509.165635
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=206 node=N2075 type=observe q_typed_residual_context=0.661090 sequence=509.826725
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=207 node=N5334 type=observe q_typed_residual_context=1.307071 sequence=511.133796
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=208 node=N734 type=observe q_typed_residual_context=3.413440 sequence=514.547237
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=209 node=N6660 type=observe q_typed_residual_context=2.711711 sequence=517.258948
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=210 node=N708 type=observe q_typed_residual_context=2.780812 sequence=520.039760
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=211 node=N7383 type=observe q_typed_residual_context=1.847192 sequence=521.886952
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=212 node=N1351 type=observe q_typed_residual_context=1.663106 sequence=523.550058
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=213 node=N8790 type=control1 q_typed_residual_context=1.709746 sequence=525.259803
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=214 node=N5373 type=observe q_typed_residual_context=1.143056 sequence=526.402859
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=215 node=N8240 type=control1 q_typed_residual_context=2.138200 sequence=528.541060
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=216 node=N7855 type=control0 q_typed_residual_context=1.270295 sequence=529.811355
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=217 node=N8789 type=control1 q_typed_residual_context=3.699725 sequence=533.511080
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=218 node=N8239 type=control1 q_typed_residual_context=2.541654 sequence=536.052734
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=219 node=N8607 type=control1 q_typed_residual_context=2.263843 sequence=538.316577
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=220 node=N6658 type=observe q_typed_residual_context=1.579858 sequence=539.896435
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=221 node=N689 type=observe q_typed_residual_context=2.356812 sequence=542.253247
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=222 node=N686 type=observe q_typed_residual_context=2.471334 sequence=544.724581
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=223 node=N6685 type=observe q_typed_residual_context=1.025402 sequence=545.749983
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=224 node=N684 type=observe q_typed_residual_context=4.305982 sequence=550.055965
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=225 node=N7381 type=observe q_typed_residual_context=4.142054 sequence=554.198019
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=226 node=N729 type=observe q_typed_residual_context=2.232082 sequence=556.430102
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=227 node=N8238 type=control1 q_typed_residual_context=2.119612 sequence=558.549714
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=228 node=N652 type=control1 q_typed_residual_context=1.863802 sequence=560.413516
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=229 node=N5735 type=observe q_typed_residual_context=1.499247 sequence=561.912763
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=230 node=N8606 type=control1 q_typed_residual_context=2.276868 sequence=564.189631
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=231 node=N6682 type=observe q_typed_residual_context=1.200225 sequence=565.389856
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=232 node=N2271 type=observe q_typed_residual_context=6.146807 sequence=571.536663
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=233 node=N8237 type=control1 q_typed_residual_context=5.670040 sequence=577.206703
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=234 node=N902 type=control1 q_typed_residual_context=3.903518 sequence=581.110221
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=235 node=N8605 type=control1 q_typed_residual_context=3.939631 sequence=585.049852
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=236 node=N8236 type=control1 q_typed_residual_context=3.327202 sequence=588.377054
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=237 node=N5094 type=observe q_typed_residual_context=3.115369 sequence=591.492423
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=238 node=N7433 type=observe q_typed_residual_context=2.592087 sequence=594.084511
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=239 node=N515 type=control1 q_typed_residual_context=6.452577 sequence=600.537088
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=240 node=N2259 type=observe q_typed_residual_context=6.017419 sequence=606.554507
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=241 node=N4460 type=control0 q_typed_residual_context=7.074658 sequence=613.629165
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=242 node=N2159 type=observe q_typed_residual_context=7.134181 sequence=620.763347
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=243 node=N2267 type=observe q_typed_residual_context=2.239962 sequence=623.003308
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=244 node=N6656 type=observe q_typed_residual_context=7.020463 sequence=630.023772
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=245 node=N695 type=observe q_typed_residual_context=3.643209 sequence=633.666981
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=246 node=N5111 type=observe q_typed_residual_context=2.319201 sequence=635.986182
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=247 node=N2263 type=observe q_typed_residual_context=2.211150 sequence=638.197332
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=248 node=N5160 type=observe q_typed_residual_context=2.133741 sequence=640.331073
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=249 node=N7444 type=observe q_typed_residual_context=1.985147 sequence=642.316220
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=250 node=N4421 type=control0 q_typed_residual_context=4.390454 sequence=646.706675
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=251 node=N6736 type=control1 q_typed_residual_context=6.816675 sequence=653.523350
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=252 node=N2251 type=observe q_typed_residual_context=6.745917 sequence=660.269268
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=253 node=N6677 type=observe q_typed_residual_context=3.485282 sequence=663.754550
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=254 node=N2247 type=observe q_typed_residual_context=6.358575 sequence=670.113125
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=255 node=N697 type=observe q_typed_residual_context=6.558074 sequence=676.671199
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=256 node=N696 type=observe q_typed_residual_context=3.730934 sequence=680.402132
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=257 node=N1352 type=observe q_typed_residual_context=2.170216 sequence=682.572348
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=258 node=N4900 type=observe q_typed_residual_context=1.222498 sequence=683.794846
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=259 node=N6537 type=observe q_typed_residual_context=1.130742 sequence=684.925588
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=260 node=N2243 type=observe q_typed_residual_context=1.622795 sequence=686.548384
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=261 node=N7452 type=observe q_typed_residual_context=1.802927 sequence=688.351311
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=262 node=N680 type=observe q_typed_residual_context=3.511602 sequence=691.862912
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=263 node=N6657 type=observe q_typed_residual_context=1.427560 sequence=693.290472
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=264 node=N2218 type=observe q_typed_residual_context=4.706877 sequence=697.997350
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=265 node=N2255 type=observe q_typed_residual_context=5.022814 sequence=703.020164
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=266 node=N6659 type=observe q_typed_residual_context=1.645012 sequence=704.665176
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=267 node=N7440 type=observe q_typed_residual_context=2.917834 sequence=707.583010
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=268 node=N2216 type=observe q_typed_residual_context=5.928783 sequence=713.511793
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=269 node=N717 type=observe q_typed_residual_context=6.921406 sequence=720.433199
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=270 node=N2185 type=observe q_typed_residual_context=6.590934 sequence=727.024133
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=271 node=N4359 type=control0 q_typed_residual_context=2.571364 sequence=729.595497
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=272 node=N4367 type=control0 q_typed_residual_context=7.005396 sequence=736.600893
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=273 node=N6730 type=control1 q_typed_residual_context=7.137430 sequence=743.738322
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=274 node=N8235 type=control1 q_typed_residual_context=6.815093 sequence=750.553415
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=275 node=N758 type=observe q_typed_residual_context=2.597584 sequence=753.150999
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=276 node=N4532 type=control0 q_typed_residual_context=2.315278 sequence=755.466277
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=277 node=N733 type=observe q_typed_residual_context=6.889029 sequence=762.355306
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] [plan] step=278 node=N2203 type=observe q_typed_residual_context=1.440751 sequence=763.796057
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_toplist_sa/best_final_horizon/old2_new1/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [gmean] 2026-07-21T10:21:57 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=312.683 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_toplist_sa/best_final_horizon/old2_new1/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [gmean] 2026-07-21T10:21:57 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [eval iscas99__b15_1] {
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [eval iscas99__b15_1]   "records": 2,
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_toplist_sa/best_final_horizon/old2_new1/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_toplist_sa/best_final_horizon/old2_new1/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [eval iscas99__b15_1] }
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [gmean] 2026-07-21T10:22:04 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12409000000000014 plan_sec=312.683 eval_sec=6.614 total_sec=319.315
[b15-anchor/prefix_toplist_sa/best_final_horizon/old2_new1] [gmean] 2026-07-21T10:22:04 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12409000000000014 positives=1 negatives=0 elapsed=319.316
