[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [gmean] 2026-07-21T10:03:49 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_cql_sa/epoch_012/old1_new1
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [gmean] 2026-07-21T10:03:49 budgets=iscas99__b15_1:278
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [gmean] 2026-07-21T10:03:49 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [gmean] 2026-07-21T10:03:49 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=151 node=N3525 type=control1 q_typed_residual_context=5.969395 sequence=425.267182
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=152 node=N630 type=control1 q_typed_residual_context=3.145318 sequence=428.412500
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=153 node=N6534 type=observe q_typed_residual_context=3.718682 sequence=432.131182
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=154 node=N1607 type=control1 q_typed_residual_context=5.979584 sequence=438.110766
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=155 node=N647 type=control1 q_typed_residual_context=6.065632 sequence=444.176399
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=156 node=N7679 type=observe q_typed_residual_context=4.574655 sequence=448.751054
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=157 node=N1586 type=control1 q_typed_residual_context=1.884474 sequence=450.635528
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=158 node=N2149 type=observe q_typed_residual_context=4.173777 sequence=454.809305
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=159 node=N7385 type=observe q_typed_residual_context=2.256865 sequence=457.066170
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=160 node=N5356 type=observe q_typed_residual_context=2.982780 sequence=460.048951
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=161 node=N712 type=observe q_typed_residual_context=4.354973 sequence=464.403923
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=162 node=N5878 type=observe q_typed_residual_context=2.830211 sequence=467.234134
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=163 node=N5876 type=observe q_typed_residual_context=1.691538 sequence=468.925672
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=164 node=N725 type=observe q_typed_residual_context=1.974723 sequence=470.900395
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=165 node=N714 type=observe q_typed_residual_context=3.040757 sequence=473.941153
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=166 node=N7627 type=observe q_typed_residual_context=2.834532 sequence=476.775684
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_residual_context=1.235749 sequence=478.011433
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=168 node=N5874 type=observe q_typed_residual_context=3.974747 sequence=481.986180
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=169 node=N723 type=observe q_typed_residual_context=4.998808 sequence=486.984988
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=170 node=N715 type=observe q_typed_residual_context=6.844107 sequence=493.829095
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=171 node=N1879 type=observe q_typed_residual_context=5.425804 sequence=499.254899
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=172 node=N2072 type=observe q_typed_residual_context=5.360249 sequence=504.615149
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=173 node=N6673 type=observe q_typed_residual_context=1.420746 sequence=506.035895
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=174 node=N5473 type=observe q_typed_residual_context=6.959639 sequence=512.995534
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=175 node=N2151 type=observe q_typed_residual_context=7.672362 sequence=520.667896
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=176 node=N5456 type=observe q_typed_residual_context=1.431452 sequence=522.099348
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=177 node=N5866 type=observe q_typed_residual_context=6.802536 sequence=528.901884
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=178 node=N705 type=observe q_typed_residual_context=2.625559 sequence=531.527443
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=179 node=N7442 type=control0 q_typed_residual_context=6.376545 sequence=537.903989
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=180 node=N7405 type=observe q_typed_residual_context=4.636593 sequence=542.540582
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=181 node=N1987 type=observe q_typed_residual_context=5.239682 sequence=547.780264
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=182 node=N5422 type=observe q_typed_residual_context=6.043899 sequence=553.824163
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=183 node=N703 type=observe q_typed_residual_context=6.285133 sequence=560.109296
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=184 node=N6682 type=observe q_typed_residual_context=5.036325 sequence=565.145621
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=185 node=N5439 type=observe q_typed_residual_context=5.965194 sequence=571.110815
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=186 node=N5202 type=observe q_typed_residual_context=6.603507 sequence=577.714322
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=187 node=N2652 type=control1 q_typed_residual_context=6.393489 sequence=584.107811
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=188 node=N679 type=observe q_typed_residual_context=2.456165 sequence=586.563976
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=189 node=N7439 type=observe q_typed_residual_context=3.369071 sequence=589.933047
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=190 node=N5390 type=observe q_typed_residual_context=2.927778 sequence=592.860825
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=191 node=N2721 type=control1 q_typed_residual_context=7.040207 sequence=599.901032
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=192 node=N2894 type=control1 q_typed_residual_context=1.925382 sequence=601.826415
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=193 node=N6668 type=observe q_typed_residual_context=0.958181 sequence=602.784596
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=194 node=N5334 type=observe q_typed_residual_context=0.940267 sequence=603.724863
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=195 node=N719 type=observe q_typed_residual_context=3.078826 sequence=606.803689
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=196 node=N7473 type=control0 q_typed_residual_context=2.101197 sequence=608.904885
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=197 node=N2952 type=control1 q_typed_residual_context=4.903413 sequence=613.808298
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=198 node=N7380 type=observe q_typed_residual_context=1.435970 sequence=615.244268
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=199 node=N2779 type=control1 q_typed_residual_context=1.661343 sequence=616.905611
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=200 node=N5373 type=observe q_typed_residual_context=0.779426 sequence=617.685037
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=201 node=N6660 type=observe q_typed_residual_context=2.152081 sequence=619.837118
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=202 node=N708 type=observe q_typed_residual_context=2.508906 sequence=622.346024
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=203 node=N734 type=observe q_typed_residual_context=2.460175 sequence=624.806199
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=204 node=N7873 type=control1 q_typed_residual_context=1.295333 sequence=626.101532
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=205 node=N699 type=observe q_typed_residual_context=2.205516 sequence=628.307048
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=206 node=N2837 type=control1 q_typed_residual_context=1.469440 sequence=629.776488
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=207 node=N7383 type=observe q_typed_residual_context=1.397447 sequence=631.173935
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=208 node=N3009 type=control1 q_typed_residual_context=1.306016 sequence=632.479951
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=209 node=N2159 type=observe q_typed_residual_context=0.954580 sequence=633.434531
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=210 node=N7589 type=control1 q_typed_residual_context=0.948695 sequence=634.383225
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=211 node=N6658 type=observe q_typed_residual_context=1.077900 sequence=635.461126
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=212 node=N1351 type=observe q_typed_residual_context=1.596816 sequence=637.057942
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=213 node=N1688 type=observe q_typed_residual_context=0.850896 sequence=637.908838
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=214 node=N686 type=observe q_typed_residual_context=2.218770 sequence=640.127608
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=215 node=N729 type=observe q_typed_residual_context=2.422396 sequence=642.550004
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=216 node=N7381 type=observe q_typed_residual_context=2.814641 sequence=645.364645
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=217 node=N684 type=observe q_typed_residual_context=2.638409 sequence=648.003055
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=218 node=N6656 type=observe q_typed_residual_context=2.074414 sequence=650.077469
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=219 node=N689 type=observe q_typed_residual_context=3.020648 sequence=653.098117
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=220 node=N8790 type=control1 q_typed_residual_context=2.271143 sequence=655.369260
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=221 node=N3067 type=control1 q_typed_residual_context=1.928546 sequence=657.297806
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=222 node=N8240 type=control1 q_typed_residual_context=2.007142 sequence=659.304948
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=223 node=N8789 type=control1 q_typed_residual_context=1.948729 sequence=661.253677
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=224 node=N8239 type=control1 q_typed_residual_context=2.114586 sequence=663.368263
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=225 node=N4460 type=control0 q_typed_residual_context=1.220972 sequence=664.589235
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=226 node=N8607 type=control1 q_typed_residual_context=4.128268 sequence=668.717503
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=227 node=N2243 type=observe q_typed_residual_context=3.174020 sequence=671.891523
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=228 node=N5735 type=observe q_typed_residual_context=1.621959 sequence=673.513482
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=229 node=N7433 type=observe q_typed_residual_context=2.480000 sequence=675.993481
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=230 node=N2271 type=observe q_typed_residual_context=2.477352 sequence=678.470833
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=231 node=N5094 type=observe q_typed_residual_context=2.458209 sequence=680.929042
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=232 node=N1598 type=observe q_typed_residual_context=1.184356 sequence=682.113398
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=233 node=N6659 type=observe q_typed_residual_context=1.869804 sequence=683.983202
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=234 node=N2259 type=observe q_typed_residual_context=5.729033 sequence=689.712235
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=235 node=N5160 type=observe q_typed_residual_context=4.059950 sequence=693.772185
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=236 node=N5111 type=observe q_typed_residual_context=2.856033 sequence=696.628217
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=237 node=N6537 type=observe q_typed_residual_context=2.445063 sequence=699.073280
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=238 node=N2267 type=observe q_typed_residual_context=2.054793 sequence=701.128073
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=239 node=N6685 type=observe q_typed_residual_context=2.169915 sequence=703.297988
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=240 node=N2263 type=observe q_typed_residual_context=5.184780 sequence=708.482768
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=241 node=N695 type=observe q_typed_residual_context=4.581201 sequence=713.063970
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=242 node=N4900 type=observe q_typed_residual_context=2.258542 sequence=715.322512
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=243 node=N2251 type=observe q_typed_residual_context=4.338025 sequence=719.660537
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=244 node=N696 type=observe q_typed_residual_context=4.034267 sequence=723.694804
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=245 node=N6657 type=observe q_typed_residual_context=0.857665 sequence=724.552469
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=246 node=N7444 type=observe q_typed_residual_context=2.661649 sequence=727.214118
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=247 node=N697 type=observe q_typed_residual_context=2.882679 sequence=730.096797
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=248 node=N2247 type=observe q_typed_residual_context=7.169964 sequence=737.266760
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=249 node=N7452 type=observe q_typed_residual_context=6.937124 sequence=744.203885
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=250 node=N1352 type=observe q_typed_residual_context=2.741018 sequence=746.944903
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=251 node=N680 type=observe q_typed_residual_context=2.821867 sequence=749.766770
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=252 node=N6680 type=observe q_typed_residual_context=0.934261 sequence=750.701031
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=253 node=N732 type=observe q_typed_residual_context=5.203857 sequence=755.904887
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=254 node=N2216 type=observe q_typed_residual_context=6.158552 sequence=762.063440
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=255 node=N7440 type=observe q_typed_residual_context=1.956975 sequence=764.020415
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=256 node=N2218 type=observe q_typed_residual_context=4.829493 sequence=768.849908
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=257 node=N4421 type=control0 q_typed_residual_context=6.932791 sequence=775.782699
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=258 node=N4359 type=control0 q_typed_residual_context=6.929191 sequence=782.711890
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=259 node=N4367 type=control0 q_typed_residual_context=7.018988 sequence=789.730878
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=260 node=N6684 type=observe q_typed_residual_context=4.823278 sequence=794.554156
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=261 node=N2255 type=observe q_typed_residual_context=6.736099 sequence=801.290255
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=262 node=N2185 type=observe q_typed_residual_context=6.859462 sequence=808.149717
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=263 node=N717 type=observe q_typed_residual_context=6.490480 sequence=814.640197
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=264 node=N2203 type=observe q_typed_residual_context=4.921442 sequence=819.561639
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=265 node=N733 type=observe q_typed_residual_context=4.015831 sequence=823.577470
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=266 node=N2205 type=observe q_typed_residual_context=3.989903 sequence=827.567372
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=267 node=N6562 type=observe q_typed_residual_context=2.607381 sequence=830.174754
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=268 node=N735 type=observe q_typed_residual_context=4.502244 sequence=834.676998
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=269 node=N2201 type=observe q_typed_residual_context=6.990775 sequence=841.667772
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=270 node=N2226 type=observe q_typed_residual_context=6.985286 sequence=848.653059
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=271 node=N652 type=control1 q_typed_residual_context=4.928225 sequence=853.581283
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=272 node=N4532 type=control0 q_typed_residual_context=1.029536 sequence=854.610820
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=273 node=N2212 type=observe q_typed_residual_context=7.090172 sequence=861.700991
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=274 node=N8238 type=control1 q_typed_residual_context=5.529248 sequence=867.230239
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=275 node=N6679 type=observe q_typed_residual_context=1.330769 sequence=868.561008
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=276 node=N6956 type=control0 q_typed_residual_context=6.329587 sequence=874.890595
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=277 node=N1348 type=observe q_typed_residual_context=7.211154 sequence=882.101749
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] [plan] step=278 node=N8606 type=control1 q_typed_residual_context=2.654166 sequence=884.755915
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_cql_sa/epoch_012/old1_new1/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [gmean] 2026-07-21T10:07:43 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=233.914 plan_csv=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_cql_sa/epoch_012/old1_new1/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [gmean] 2026-07-21T10:07:43 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [eval iscas99__b15_1] {
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [eval iscas99__b15_1]   "records": 2,
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_cql_sa/epoch_012/old1_new1/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_cql_sa/epoch_012/old1_new1/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [eval iscas99__b15_1] }
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [gmean] 2026-07-21T10:07:49 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12157000000000018 plan_sec=233.914 eval_sec=6.23 total_sec=240.167
[b15-anchor/prefix_cql_sa/epoch_012/old1_new1] [gmean] 2026-07-21T10:07:49 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12157000000000018 positives=1 negatives=0 elapsed=240.167
