[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 budgets=iscas99__b15_1:278
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N3180 type=control1 q_typed_residual_context=5.406435 sequence=208.083331
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N785 type=observe q_typed_residual_context=5.621242 sequence=213.704573
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N2580 type=control1 q_typed_residual_context=2.815710 sequence=216.520283
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N3410 type=control1 q_typed_residual_context=3.260990 sequence=219.781273
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N636 type=control1 q_typed_residual_context=3.218351 sequence=222.999623
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N634 type=control1 q_typed_residual_context=5.160849 sequence=228.160472
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N630 type=control1 q_typed_residual_context=2.986267 sequence=231.146739
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N620 type=control1 q_typed_residual_context=3.505601 sequence=234.652340
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N649 type=control1 q_typed_residual_context=5.067362 sequence=239.719702
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N642 type=control1 q_typed_residual_context=5.954589 sequence=245.674291
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N616 type=control1 q_typed_residual_context=6.038507 sequence=251.712798
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N614 type=control1 q_typed_residual_context=6.042348 sequence=257.755147
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N610 type=control1 q_typed_residual_context=4.419754 sequence=262.174901
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N647 type=control1 q_typed_residual_context=5.868206 sequence=268.043107
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N1607 type=control1 q_typed_residual_context=5.855932 sequence=273.899039
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N3525 type=control1 q_typed_residual_context=5.754289 sequence=279.653328
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N578 type=observe q_typed_residual_context=1.171529 sequence=280.824858
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N1586 type=control1 q_typed_residual_context=1.157705 sequence=281.982563
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N7853 type=control0 q_typed_residual_context=0.824106 sequence=282.806669
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N3295 type=control1 q_typed_residual_context=1.365323 sequence=284.171992
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N7424 type=control1 q_typed_residual_context=1.097479 sequence=285.269471
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N1552 type=observe q_typed_residual_context=1.005651 sequence=286.275122
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N5867 type=observe q_typed_residual_context=1.317772 sequence=287.592894
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N2157 type=observe q_typed_residual_context=4.459317 sequence=292.052211
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N7385 type=observe q_typed_residual_context=6.814388 sequence=298.866599
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N2952 type=control1 q_typed_residual_context=2.364821 sequence=301.231420
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N7465 type=observe q_typed_residual_context=2.526849 sequence=303.758269
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N2102 type=observe q_typed_residual_context=1.067548 sequence=304.825817
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N7680 type=observe q_typed_residual_context=1.581042 sequence=306.406859
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N7627 type=observe q_typed_residual_context=1.348261 sequence=307.755121
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N694 type=observe q_typed_residual_context=2.915330 sequence=310.670451
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N2721 type=control1 q_typed_residual_context=1.539014 sequence=312.209465
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N7624 type=observe q_typed_residual_context=1.199737 sequence=313.409202
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N4521 type=observe q_typed_residual_context=1.485434 sequence=314.894637
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N6948 type=observe q_typed_residual_context=1.674509 sequence=316.569146
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N5627 type=observe q_typed_residual_context=2.543808 sequence=319.112953
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N7500 type=observe q_typed_residual_context=0.845483 sequence=319.958436
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_residual_context=1.020589 sequence=320.979025
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N2894 type=control1 q_typed_residual_context=0.767926 sequence=321.746951
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N2779 type=control1 q_typed_residual_context=0.718286 sequence=322.465237
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N6675 type=observe q_typed_residual_context=0.785265 sequence=323.250502
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N5617 type=observe q_typed_residual_context=1.148826 sequence=324.399327
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N725 type=observe q_typed_residual_context=1.408474 sequence=325.807802
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N2149 type=observe q_typed_residual_context=1.505585 sequence=327.313386
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N7436 type=observe q_typed_residual_context=3.304236 sequence=330.617622
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N723 type=observe q_typed_residual_context=3.453319 sequence=334.070942
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N7453 type=observe q_typed_residual_context=0.379536 sequence=334.450477
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N7614 type=observe q_typed_residual_context=1.724627 sequence=336.175104
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N5877 type=observe q_typed_residual_context=2.128767 sequence=338.303871
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N706 type=observe q_typed_residual_context=2.513931 sequence=340.817802
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N6531 type=observe q_typed_residual_context=2.262169 sequence=343.079971
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N722 type=observe q_typed_residual_context=4.534708 sequence=347.614679
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N7402 type=observe q_typed_residual_context=4.134626 sequence=351.749305
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N7681 type=observe q_typed_residual_context=3.308886 sequence=355.058192
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N4529 type=observe q_typed_residual_context=3.482992 sequence=358.541184
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N705 type=observe q_typed_residual_context=4.700505 sequence=363.241689
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N5873 type=observe q_typed_residual_context=3.417081 sequence=366.658770
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N5356 type=observe q_typed_residual_context=2.714581 sequence=369.373351
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N715 type=observe q_typed_residual_context=3.435700 sequence=372.809051
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N5473 type=observe q_typed_residual_context=3.484241 sequence=376.293292
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N714 type=observe q_typed_residual_context=4.123634 sequence=380.416926
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N3009 type=control1 q_typed_residual_context=2.578228 sequence=382.995154
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N8790 type=control1 q_typed_residual_context=3.626846 sequence=386.622000
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N8240 type=control1 q_typed_residual_context=2.413889 sequence=389.035888
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N7442 type=control0 q_typed_residual_context=1.204979 sequence=390.240867
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N8789 type=control1 q_typed_residual_context=1.697393 sequence=391.938261
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N7401 type=observe q_typed_residual_context=0.832379 sequence=392.770639
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N7855 type=control0 q_typed_residual_context=1.522101 sequence=394.292740
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N8607 type=control1 q_typed_residual_context=4.257793 sequence=398.550534
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N6538 type=observe q_typed_residual_context=0.922193 sequence=399.472726
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N8239 type=control1 q_typed_residual_context=4.625022 sequence=404.097748
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N652 type=control1 q_typed_residual_context=6.401916 sequence=410.499665
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N1949 type=observe q_typed_residual_context=0.972186 sequence=411.471851
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N5879 type=observe q_typed_residual_context=3.216788 sequence=414.688640
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N2837 type=control1 q_typed_residual_context=0.307349 sequence=414.995988
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N8606 type=control1 q_typed_residual_context=2.037322 sequence=417.033310
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N2181 type=observe q_typed_residual_context=1.669454 sequence=418.702764
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N6573 type=observe q_typed_residual_context=1.370926 sequence=420.073690
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N6581 type=observe q_typed_residual_context=2.509789 sequence=422.583479
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N712 type=observe q_typed_residual_context=2.772221 sequence=425.355700
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N5725 type=observe q_typed_residual_context=3.019904 sequence=428.375604
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N8238 type=control1 q_typed_residual_context=6.188637 sequence=434.564241
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N902 type=control1 q_typed_residual_context=6.395483 sequence=440.959724
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N8605 type=control1 q_typed_residual_context=6.279228 sequence=447.238952
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N8236 type=control1 q_typed_residual_context=6.451840 sequence=453.690793
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N8237 type=control1 q_typed_residual_context=6.620764 sequence=460.311557
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N5740 type=observe q_typed_residual_context=6.098533 sequence=466.410090
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N7550 type=observe q_typed_residual_context=6.248840 sequence=472.658930
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N4489 type=observe q_typed_residual_context=5.812558 sequence=478.471488
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N679 type=observe q_typed_residual_context=5.723768 sequence=484.195256
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N5456 type=observe q_typed_residual_context=5.703016 sequence=489.898272
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N7405 type=observe q_typed_residual_context=1.518655 sequence=491.416927
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N5422 type=observe q_typed_residual_context=2.703006 sequence=494.119932
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N703 type=observe q_typed_residual_context=3.829235 sequence=497.949167
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N6660 type=observe q_typed_residual_context=6.417449 sequence=504.366616
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N4497 type=observe q_typed_residual_context=5.250728 sequence=509.617344
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N719 type=observe q_typed_residual_context=4.780286 sequence=514.397630
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N5334 type=observe q_typed_residual_context=6.064205 sequence=520.461835
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N7439 type=observe q_typed_residual_context=5.792730 sequence=526.254565
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N1874 type=observe q_typed_residual_context=3.750790 sequence=530.005355
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N7512 type=observe q_typed_residual_context=6.076024 sequence=536.081379
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N5439 type=observe q_typed_residual_context=5.506004 sequence=541.587382
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N2151 type=observe q_typed_residual_context=5.742074 sequence=547.329457
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N6658 type=observe q_typed_residual_context=1.387210 sequence=548.716667
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N5202 type=observe q_typed_residual_context=0.768542 sequence=549.485208
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N734 type=observe q_typed_residual_context=5.290857 sequence=554.776065
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N7380 type=observe q_typed_residual_context=6.223222 sequence=560.999287
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N4505 type=observe q_typed_residual_context=2.045349 sequence=563.044636
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N5390 type=observe q_typed_residual_context=3.462860 sequence=566.507496
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N6932 type=observe q_typed_residual_context=5.802295 sequence=572.309792
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N6688 type=observe q_typed_residual_context=1.090036 sequence=573.399828
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N699 type=observe q_typed_residual_context=3.183491 sequence=576.583318
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N6656 type=observe q_typed_residual_context=3.838427 sequence=580.421745
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N6685 type=observe q_typed_residual_context=6.380953 sequence=586.802698
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N2159 type=observe q_typed_residual_context=6.078090 sequence=592.880788
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N1854 type=observe q_typed_residual_context=6.041168 sequence=598.921956
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N7383 type=observe q_typed_residual_context=6.857380 sequence=605.779337
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N708 type=observe q_typed_residual_context=1.788239 sequence=607.567576
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N1688 type=observe q_typed_residual_context=5.791189 sequence=613.358765
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N4513 type=observe q_typed_residual_context=6.345613 sequence=619.704377
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N1351 type=observe q_typed_residual_context=2.025233 sequence=621.729610
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N539 type=observe q_typed_residual_context=3.459170 sequence=625.188779
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N541 type=observe q_typed_residual_context=4.349914 sequence=629.538693
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N515 type=control1 q_typed_residual_context=5.182082 sequence=634.720775
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N8235 type=control1 q_typed_residual_context=6.008448 sequence=640.729223
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N543 type=observe q_typed_residual_context=5.277718 sequence=646.006941
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N533 type=observe q_typed_residual_context=5.681501 sequence=651.688442
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N545 type=observe q_typed_residual_context=5.857880 sequence=657.546322
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N537 type=observe q_typed_residual_context=6.052909 sequence=663.599230
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N729 type=observe q_typed_residual_context=6.332938 sequence=669.932168
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N898 type=observe q_typed_residual_context=5.678498 sequence=675.610666
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N535 type=observe q_typed_residual_context=1.517832 sequence=677.128498
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N684 type=observe q_typed_residual_context=4.662522 sequence=681.791020
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N7381 type=observe q_typed_residual_context=5.286445 sequence=687.077464
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N689 type=observe q_typed_residual_context=2.481368 sequence=689.558832
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N2271 type=observe q_typed_residual_context=3.557898 sequence=693.116730
