[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T11:44:42 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_rank/epoch_010/q_typed_residual_context/alpha_0p05_weight_0p75
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T11:44:42 budgets=iscas99__b15_1:278
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T11:44:42 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T11:44:42 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N7532 type=observe q_typed_residual_context=5.661449 sequence=249.182659
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N3295 type=control1 q_typed_residual_context=3.058113 sequence=252.240773
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N630 type=control1 q_typed_residual_context=4.324461 sequence=256.565233
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N7537 type=observe q_typed_residual_context=1.198714 sequence=257.763948
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N785 type=observe q_typed_residual_context=2.975430 sequence=260.739378
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N3467 type=control1 q_typed_residual_context=5.083353 sequence=265.822731
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N649 type=control1 q_typed_residual_context=2.509499 sequence=268.332230
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N610 type=control1 q_typed_residual_context=1.427827 sequence=269.760057
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N7424 type=control1 q_typed_residual_context=1.071213 sequence=270.831270
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_residual_context=2.866726 sequence=273.697996
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N645 type=control1 q_typed_residual_context=4.113610 sequence=277.811606
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N647 type=control1 q_typed_residual_context=4.145644 sequence=281.957250
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N1586 type=control1 q_typed_residual_context=4.330065 sequence=286.287315
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N7736 type=control0 q_typed_residual_context=2.731375 sequence=289.018690
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N1607 type=control1 q_typed_residual_context=1.926809 sequence=290.945499
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N3525 type=control1 q_typed_residual_context=2.073253 sequence=293.018752
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N5046 type=observe q_typed_residual_context=1.488598 sequence=294.507350
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N7535 type=observe q_typed_residual_context=1.112521 sequence=295.619871
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N7534 type=observe q_typed_residual_context=1.731746 sequence=297.351617
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N2894 type=control1 q_typed_residual_context=1.765846 sequence=299.117463
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N7465 type=observe q_typed_residual_context=1.280879 sequence=300.398342
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N7500 type=observe q_typed_residual_context=1.260329 sequence=301.658670
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N7453 type=observe q_typed_residual_context=5.564182 sequence=307.222852
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N7614 type=observe q_typed_residual_context=4.143101 sequence=311.365953
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N1552 type=observe q_typed_residual_context=1.206912 sequence=312.572865
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N7385 type=observe q_typed_residual_context=1.019555 sequence=313.592420
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N722 type=observe q_typed_residual_context=1.133005 sequence=314.725425
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N7681 type=observe q_typed_residual_context=1.749948 sequence=316.475373
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N2157 type=observe q_typed_residual_context=2.539575 sequence=319.014948
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N6538 type=observe q_typed_residual_context=0.729872 sequence=319.744820
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N7442 type=control0 q_typed_residual_context=1.614812 sequence=321.359632
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N6688 type=observe q_typed_residual_context=1.011894 sequence=322.371526
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N5873 type=observe q_typed_residual_context=1.130052 sequence=323.501578
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N2102 type=observe q_typed_residual_context=0.633663 sequence=324.135241
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N5867 type=observe q_typed_residual_context=1.553417 sequence=325.688658
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N4529 type=observe q_typed_residual_context=2.335851 sequence=328.024509
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N5617 type=observe q_typed_residual_context=2.035135 sequence=330.059644
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N6948 type=observe q_typed_residual_context=2.836536 sequence=332.896180
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N5627 type=observe q_typed_residual_context=2.670156 sequence=335.566335
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N6531 type=observe q_typed_residual_context=1.402676 sequence=336.969011
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N7402 type=observe q_typed_residual_context=1.208422 sequence=338.177433
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N694 type=observe q_typed_residual_context=2.059334 sequence=340.236767
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N7627 type=observe q_typed_residual_context=1.748912 sequence=341.985679
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N7679 type=observe q_typed_residual_context=1.820779 sequence=343.806457
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N5356 type=observe q_typed_residual_context=1.573546 sequence=345.380004
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N2149 type=observe q_typed_residual_context=1.075364 sequence=346.455368
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N2837 type=control1 q_typed_residual_context=0.942601 sequence=347.397969
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N3009 type=control1 q_typed_residual_context=0.940915 sequence=348.338884
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N723 type=observe q_typed_residual_context=1.098698 sequence=349.437583
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N2779 type=control1 q_typed_residual_context=0.778019 sequence=350.215602
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N7589 type=control1 q_typed_residual_context=0.866135 sequence=351.081737
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N3067 type=control1 q_typed_residual_context=0.985904 sequence=352.067642
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N8790 type=control1 q_typed_residual_context=1.003977 sequence=353.071619
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N2952 type=control1 q_typed_residual_context=1.068562 sequence=354.140181
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N8240 type=control1 q_typed_residual_context=1.214370 sequence=355.354551
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N2721 type=control1 q_typed_residual_context=1.251375 sequence=356.605926
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N2652 type=control1 q_typed_residual_context=1.273646 sequence=357.879572
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N8789 type=control1 q_typed_residual_context=1.250810 sequence=359.130382
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N8239 type=control1 q_typed_residual_context=1.283154 sequence=360.413535
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N8607 type=control1 q_typed_residual_context=1.338559 sequence=361.752095
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N8238 type=control1 q_typed_residual_context=1.296617 sequence=363.048711
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N8606 type=control1 q_typed_residual_context=1.264425 sequence=364.313136
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N8237 type=control1 q_typed_residual_context=1.261844 sequence=365.574980
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N902 type=control1 q_typed_residual_context=1.299690 sequence=366.874670
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N8605 type=control1 q_typed_residual_context=1.235120 sequence=368.109790
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N652 type=control1 q_typed_residual_context=1.152898 sequence=369.262688
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N5877 type=observe q_typed_residual_context=0.672044 sequence=369.934731
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N7401 type=observe q_typed_residual_context=0.645413 sequence=370.580145
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N515 type=control1 q_typed_residual_context=1.434488 sequence=372.014633
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N712 type=observe q_typed_residual_context=1.321784 sequence=373.336417
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N6673 type=observe q_typed_residual_context=1.343779 sequence=374.680196
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N8236 type=control1 q_typed_residual_context=1.338773 sequence=376.018968
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N4489 type=observe q_typed_residual_context=1.092814 sequence=377.111783
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N714 type=observe q_typed_residual_context=1.926373 sequence=379.038155
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N725 type=observe q_typed_residual_context=4.855606 sequence=383.893761
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N7436 type=observe q_typed_residual_context=2.622156 sequence=386.515917
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N715 type=observe q_typed_residual_context=1.730931 sequence=388.246848
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N7855 type=control0 q_typed_residual_context=3.284882 sequence=391.531730
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N5740 type=observe q_typed_residual_context=4.615386 sequence=396.147116
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N5879 type=observe q_typed_residual_context=3.736872 sequence=399.883988
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N4460 type=control0 q_typed_residual_context=1.634919 sequence=401.518907
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N4521 type=observe q_typed_residual_context=5.888577 sequence=407.407484
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N5473 type=observe q_typed_residual_context=2.187102 sequence=409.594586
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N6581 type=observe q_typed_residual_context=6.701123 sequence=416.295708
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N6573 type=observe q_typed_residual_context=5.711947 sequence=422.007655
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N703 type=observe q_typed_residual_context=3.978574 sequence=425.986229
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N706 type=observe q_typed_residual_context=6.078641 sequence=432.064870
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N5725 type=observe q_typed_residual_context=6.032997 sequence=438.097867
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N7550 type=observe q_typed_residual_context=4.912422 sequence=443.010288
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N719 type=observe q_typed_residual_context=5.483439 sequence=448.493727
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N7405 type=observe q_typed_residual_context=2.627481 sequence=451.121208
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N8235 type=control1 q_typed_residual_context=5.094435 sequence=456.215643
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N679 type=observe q_typed_residual_context=4.474666 sequence=460.690309
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N8234 type=control1 q_typed_residual_context=3.280919 sequence=463.971228
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N5456 type=observe q_typed_residual_context=1.621131 sequence=465.592359
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N6660 type=observe q_typed_residual_context=2.532074 sequence=468.124434
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N705 type=observe q_typed_residual_context=2.623140 sequence=470.747574
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N4505 type=observe q_typed_residual_context=2.333511 sequence=473.081084
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N734 type=observe q_typed_residual_context=5.231822 sequence=478.312906
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N7404 type=observe q_typed_residual_context=7.090236 sequence=485.403142
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N5439 type=observe q_typed_residual_context=1.954956 sequence=487.358098
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N2151 type=observe q_typed_residual_context=4.202108 sequence=491.560206
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N6656 type=observe q_typed_residual_context=2.334392 sequence=493.894599
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N7439 type=observe q_typed_residual_context=1.298350 sequence=495.192948
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N5422 type=observe q_typed_residual_context=4.107181 sequence=499.300130
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N6593 type=control1 q_typed_residual_context=7.006352 sequence=506.306482
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N1874 type=observe q_typed_residual_context=1.604667 sequence=507.911148
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N5334 type=observe q_typed_residual_context=6.715286 sequence=514.626434
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N8783 type=control1 q_typed_residual_context=5.156449 sequence=519.782884
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N8233 type=control1 q_typed_residual_context=4.258780 sequence=524.041663
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N4513 type=observe q_typed_residual_context=3.369989 sequence=527.411652
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N4359 type=control0 q_typed_residual_context=3.250511 sequence=530.662163
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N2181 type=observe q_typed_residual_context=4.599407 sequence=535.261570
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N4421 type=control0 q_typed_residual_context=6.068907 sequence=541.330477
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N699 type=observe q_typed_residual_context=6.072792 sequence=547.403268
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N6658 type=observe q_typed_residual_context=7.022148 sequence=554.425416
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N1351 type=observe q_typed_residual_context=1.540793 sequence=555.966209
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N2159 type=observe q_typed_residual_context=2.553112 sequence=558.519321
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N5390 type=observe q_typed_residual_context=1.443627 sequence=559.962949
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N6932 type=observe q_typed_residual_context=2.212238 sequence=562.175187
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N7380 type=observe q_typed_residual_context=3.975863 sequence=566.151050
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N5373 type=observe q_typed_residual_context=3.352970 sequence=569.504020
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N4497 type=observe q_typed_residual_context=5.556969 sequence=575.060989
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N686 type=observe q_typed_residual_context=2.834375 sequence=577.895364
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N4532 type=control0 q_typed_residual_context=4.644853 sequence=582.540217
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N6743 type=control1 q_typed_residual_context=6.062951 sequence=588.603168
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N8608 type=control1 q_typed_residual_context=5.580746 sequence=594.183915
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N765 type=observe q_typed_residual_context=1.706270 sequence=595.890185
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N7383 type=observe q_typed_residual_context=3.551070 sequence=599.441255
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N531 type=observe q_typed_residual_context=1.844153 sequence=601.285408
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N533 type=observe q_typed_residual_context=2.499139 sequence=603.784547
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N535 type=observe q_typed_residual_context=4.460508 sequence=608.245055
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N537 type=observe q_typed_residual_context=6.166257 sequence=614.411311
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N539 type=observe q_typed_residual_context=6.593718 sequence=621.005029
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=268 node=N541 type=observe q_typed_residual_context=6.900675 sequence=627.905704
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=269 node=N543 type=observe q_typed_residual_context=6.990243 sequence=634.895946
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=270 node=N545 type=observe q_typed_residual_context=6.996275 sequence=641.892221
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=271 node=N684 type=observe q_typed_residual_context=1.761224 sequence=643.653445
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=272 node=N1951 type=observe q_typed_residual_context=6.866390 sequence=650.519835
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=273 node=N729 type=observe q_typed_residual_context=6.419110 sequence=656.938945
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=274 node=N898 type=observe q_typed_residual_context=6.138726 sequence=663.077671
