[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/best_final_horizon/q_typed_reliable_context/alpha_0p20_weight_0p75
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 budgets=iscas99__b15_1:278
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N636 type=control1 q_typed_reliable_context=4.127160 sequence=215.514003
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N7518 type=observe q_typed_reliable_context=3.184599 sequence=218.698602
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N2040 type=observe q_typed_reliable_context=1.697224 sequence=220.395826
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N7537 type=observe q_typed_reliable_context=1.915635 sequence=222.311461
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N7535 type=observe q_typed_reliable_context=1.904689 sequence=224.216150
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N7534 type=observe q_typed_reliable_context=1.820560 sequence=226.036710
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N7532 type=observe q_typed_reliable_context=1.673819 sequence=227.710530
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N3410 type=control1 q_typed_reliable_context=1.880392 sequence=229.590922
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=1.892919 sequence=231.483841
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N7424 type=control1 q_typed_reliable_context=1.438699 sequence=232.922540
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N1552 type=observe q_typed_reliable_context=0.791478 sequence=233.714017
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N630 type=control1 q_typed_reliable_context=2.536834 sequence=236.250851
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N642 type=control1 q_typed_reliable_context=4.891635 sequence=241.142487
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N649 type=control1 q_typed_reliable_context=4.266843 sequence=245.409330
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N3180 type=control1 q_typed_reliable_context=2.360735 sequence=247.770065
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N5867 type=observe q_typed_reliable_context=1.829006 sequence=249.599071
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N2157 type=observe q_typed_reliable_context=3.857587 sequence=253.456658
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N3295 type=control1 q_typed_reliable_context=2.649629 sequence=256.106287
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N3525 type=control1 q_typed_reliable_context=3.379072 sequence=259.485359
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N3467 type=control1 q_typed_reliable_context=2.922458 sequence=262.407817
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N7454 type=observe q_typed_reliable_context=2.963961 sequence=265.371778
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N1586 type=control1 q_typed_reliable_context=2.677602 sequence=268.049380
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N1607 type=control1 q_typed_reliable_context=2.221736 sequence=270.271115
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N647 type=control1 q_typed_reliable_context=5.486272 sequence=275.757388
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N2102 type=observe q_typed_reliable_context=4.076571 sequence=279.833959
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N7402 type=observe q_typed_reliable_context=3.774618 sequence=283.608577
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N7482 type=observe q_typed_reliable_context=4.231843 sequence=287.840420
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N694 type=observe q_typed_reliable_context=3.996490 sequence=291.836911
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N2652 type=control1 q_typed_reliable_context=3.664722 sequence=295.501632
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N2721 type=control1 q_typed_reliable_context=3.355421 sequence=298.857053
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N7442 type=control0 q_typed_reliable_context=3.975988 sequence=302.833041
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N2894 type=control1 q_typed_reliable_context=3.429504 sequence=306.262546
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N6674 type=observe q_typed_reliable_context=2.705995 sequence=308.968541
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N4529 type=observe q_typed_reliable_context=1.903022 sequence=310.871564
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N5617 type=observe q_typed_reliable_context=2.745625 sequence=313.617189
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N7624 type=observe q_typed_reliable_context=2.222938 sequence=315.840127
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N7465 type=observe q_typed_reliable_context=2.656694 sequence=318.496821
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N6948 type=observe q_typed_reliable_context=2.392722 sequence=320.889543
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N5627 type=observe q_typed_reliable_context=2.293450 sequence=323.182993
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N2106 type=observe q_typed_reliable_context=1.430916 sequence=324.613909
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N7473 type=control0 q_typed_reliable_context=2.593010 sequence=327.206919
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N2149 type=observe q_typed_reliable_context=5.309584 sequence=332.516503
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N7385 type=observe q_typed_reliable_context=4.676769 sequence=337.193271
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N723 type=observe q_typed_reliable_context=2.006048 sequence=339.199320
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N712 type=observe q_typed_reliable_context=3.387368 sequence=342.586687
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N5877 type=observe q_typed_reliable_context=2.500287 sequence=345.086974
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N7613 type=observe q_typed_reliable_context=2.388300 sequence=347.475274
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N5740 type=observe q_typed_reliable_context=2.462557 sequence=349.937831
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N7436 type=observe q_typed_reliable_context=4.458368 sequence=354.396199
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N4521 type=observe q_typed_reliable_context=3.219873 sequence=357.616072
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N6531 type=observe q_typed_reliable_context=2.424749 sequence=360.040821
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N703 type=observe q_typed_reliable_context=4.718970 sequence=364.759792
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N7626 type=observe q_typed_reliable_context=4.729457 sequence=369.489248
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N5873 type=observe q_typed_reliable_context=2.419855 sequence=371.909104
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N725 type=observe q_typed_reliable_context=5.452278 sequence=377.361382
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N714 type=observe q_typed_reliable_context=4.700842 sequence=382.062224
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N5356 type=observe q_typed_reliable_context=3.477910 sequence=385.540133
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N7855 type=control0 q_typed_reliable_context=1.916134 sequence=387.456267
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N715 type=observe q_typed_reliable_context=2.847299 sequence=390.303566
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N7542 type=control0 q_typed_reliable_context=1.704979 sequence=392.008545
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N2952 type=control1 q_typed_reliable_context=1.434208 sequence=393.442753
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N2837 type=control1 q_typed_reliable_context=1.161580 sequence=394.604333
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N3067 type=control1 q_typed_reliable_context=1.151780 sequence=395.756113
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N8790 type=control1 q_typed_reliable_context=1.644769 sequence=397.400882
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N8240 type=control1 q_typed_reliable_context=1.575781 sequence=398.976663
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N3009 type=control1 q_typed_reliable_context=1.428846 sequence=400.405509
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N8789 type=control1 q_typed_reliable_context=1.420607 sequence=401.826117
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N8239 type=control1 q_typed_reliable_context=1.579151 sequence=403.405268
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N7401 type=observe q_typed_reliable_context=0.755609 sequence=404.160877
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N8607 type=control1 q_typed_reliable_context=1.344963 sequence=405.505839
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N7453 type=observe q_typed_reliable_context=0.841038 sequence=406.346877
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N578 type=observe q_typed_reliable_context=1.096597 sequence=407.443474
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N2779 type=control1 q_typed_reliable_context=1.131042 sequence=408.574516
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N6685 type=observe q_typed_reliable_context=0.681675 sequence=409.256191
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N5473 type=observe q_typed_reliable_context=2.021582 sequence=411.277772
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N705 type=observe q_typed_reliable_context=6.178964 sequence=417.456737
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N2181 type=observe q_typed_reliable_context=3.712270 sequence=421.169007
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N4505 type=observe q_typed_reliable_context=3.323177 sequence=424.492185
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N5456 type=observe q_typed_reliable_context=5.243051 sequence=429.735236
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N706 type=observe q_typed_reliable_context=6.503696 sequence=436.238932
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N6573 type=observe q_typed_reliable_context=5.214536 sequence=441.453469
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N652 type=control1 q_typed_reliable_context=3.871574 sequence=445.325043
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N8238 type=control1 q_typed_reliable_context=6.057481 sequence=451.382524
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N5879 type=observe q_typed_reliable_context=4.258785 sequence=455.641309
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N5725 type=observe q_typed_reliable_context=4.700729 sequence=460.342038
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N7439 type=observe q_typed_reliable_context=2.612645 sequence=462.954683
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N679 type=observe q_typed_reliable_context=2.610826 sequence=465.565509
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N5439 type=observe q_typed_reliable_context=4.387569 sequence=469.953078
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N6581 type=observe q_typed_reliable_context=6.437337 sequence=476.390415
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N5422 type=observe q_typed_reliable_context=5.049324 sequence=481.439738
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N8606 type=control1 q_typed_reliable_context=5.811893 sequence=487.251631
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N8237 type=control1 q_typed_reliable_context=5.865545 sequence=493.117176
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N7405 type=observe q_typed_reliable_context=3.302641 sequence=496.419817
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N4497 type=observe q_typed_reliable_context=3.701603 sequence=500.121420
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N7550 type=observe q_typed_reliable_context=3.640850 sequence=503.762271
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N902 type=control1 q_typed_reliable_context=6.305661 sequence=510.067931
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N8605 type=control1 q_typed_reliable_context=5.690536 sequence=515.758467
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N2151 type=observe q_typed_reliable_context=5.677132 sequence=521.435599
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N5390 type=observe q_typed_reliable_context=5.821240 sequence=527.256839
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N5334 type=observe q_typed_reliable_context=5.344901 sequence=532.601740
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N6660 type=observe q_typed_reliable_context=5.737491 sequence=538.339231
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N5373 type=observe q_typed_reliable_context=2.054110 sequence=540.393341
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N1874 type=observe q_typed_reliable_context=5.835560 sequence=546.228901
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N5202 type=observe q_typed_reliable_context=3.090911 sequence=549.319811
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N8236 type=control1 q_typed_reliable_context=4.327164 sequence=553.646975
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N7383 type=observe q_typed_reliable_context=2.404713 sequence=556.051688
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N515 type=control1 q_typed_reliable_context=3.512027 sequence=559.563715
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N4513 type=observe q_typed_reliable_context=3.665833 sequence=563.229548
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N719 type=observe q_typed_reliable_context=6.388455 sequence=569.618003
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N699 type=observe q_typed_reliable_context=6.179825 sequence=575.797828
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N4460 type=control0 q_typed_reliable_context=4.507413 sequence=580.305241
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N6682 type=observe q_typed_reliable_context=5.961862 sequence=586.267104
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N708 type=observe q_typed_reliable_context=5.546958 sequence=591.814062
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N734 type=observe q_typed_reliable_context=5.550476 sequence=597.364537
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N2159 type=observe q_typed_reliable_context=6.001434 sequence=603.365971
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N6932 type=observe q_typed_reliable_context=2.117305 sequence=605.483276
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N7380 type=observe q_typed_reliable_context=4.555376 sequence=610.038653
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N4421 type=control0 q_typed_reliable_context=3.585447 sequence=613.624100
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N4489 type=observe q_typed_reliable_context=6.197183 sequence=619.821283
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N6658 type=observe q_typed_reliable_context=6.074529 sequence=625.895812
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N1351 type=observe q_typed_reliable_context=2.297920 sequence=628.193732
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N765 type=observe q_typed_reliable_context=1.759221 sequence=629.952952
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N686 type=observe q_typed_reliable_context=5.023258 sequence=634.976210
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N729 type=observe q_typed_reliable_context=4.831654 sequence=639.807864
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N7381 type=observe q_typed_reliable_context=4.964816 sequence=644.772680
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N1951 type=observe q_typed_reliable_context=0.964403 sequence=645.737084
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N684 type=observe q_typed_reliable_context=5.666492 sequence=651.403576
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N1598 type=observe q_typed_reliable_context=4.080000 sequence=655.483576
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N7472 type=control0 q_typed_reliable_context=5.665182 sequence=661.148757
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N8235 type=control1 q_typed_reliable_context=6.339935 sequence=667.488692
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N1688 type=observe q_typed_reliable_context=1.735027 sequence=669.223719
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N4532 type=control0 q_typed_reliable_context=5.538782 sequence=674.762501
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N541 type=observe q_typed_reliable_context=5.875973 sequence=680.638473
