[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:55:23 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p50
[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:55:23 budgets=iscas99__b15_1:278
[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:55:23 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:55:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=180 node=N7681 type=observe q_typed_reliable_context=2.068848 sequence=442.667130
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=181 node=N714 type=observe q_typed_reliable_context=3.050468 sequence=445.717597
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=182 node=N2837 type=control1 q_typed_reliable_context=1.597623 sequence=447.315220
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=183 node=N3009 type=control1 q_typed_reliable_context=1.142755 sequence=448.457975
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=184 node=N7589 type=control1 q_typed_reliable_context=1.387726 sequence=449.845702
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=185 node=N7855 type=control0 q_typed_reliable_context=1.127379 sequence=450.973081
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=186 node=N3067 type=control1 q_typed_reliable_context=1.138775 sequence=452.111856
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=187 node=N8790 type=control1 q_typed_reliable_context=1.406041 sequence=453.517897
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=188 node=N8240 type=control1 q_typed_reliable_context=2.176764 sequence=455.694662
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=189 node=N6673 type=observe q_typed_reliable_context=3.599321 sequence=459.293983
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=190 node=N8789 type=control1 q_typed_reliable_context=2.177652 sequence=461.471634
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=191 node=N8239 type=control1 q_typed_reliable_context=2.556136 sequence=464.027771
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=192 node=N8607 type=control1 q_typed_reliable_context=2.595730 sequence=466.623501
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=193 node=N7512 type=control1 q_typed_reliable_context=2.313343 sequence=468.936844
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=194 node=N5356 type=observe q_typed_reliable_context=1.860745 sequence=470.797589
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=195 node=N715 type=observe q_typed_reliable_context=3.886422 sequence=474.684011
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=196 node=N5877 type=observe q_typed_reliable_context=3.790523 sequence=478.474534
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=197 node=N7627 type=observe q_typed_reliable_context=3.828984 sequence=482.303518
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=198 node=N5873 type=observe q_typed_reliable_context=2.341503 sequence=484.645021
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=199 node=N5740 type=observe q_typed_reliable_context=6.940067 sequence=491.585088
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=200 node=N7401 type=observe q_typed_reliable_context=7.093225 sequence=498.678313
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=201 node=N703 type=observe q_typed_reliable_context=3.458125 sequence=502.136438
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=202 node=N652 type=control1 q_typed_reliable_context=5.507507 sequence=507.643944
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=203 node=N7472 type=control0 q_typed_reliable_context=2.384968 sequence=510.028912
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=204 node=N8238 type=control1 q_typed_reliable_context=5.798250 sequence=515.827162
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=205 node=N8606 type=control1 q_typed_reliable_context=3.932555 sequence=519.759717
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=206 node=N6667 type=observe q_typed_reliable_context=4.241099 sequence=524.000816
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=207 node=N4460 type=control0 q_typed_reliable_context=3.893577 sequence=527.894393
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=208 node=N2181 type=observe q_typed_reliable_context=3.076237 sequence=530.970631
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=209 node=N8237 type=control1 q_typed_reliable_context=6.605706 sequence=537.576336
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=210 node=N5473 type=observe q_typed_reliable_context=5.975339 sequence=543.551675
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=211 node=N679 type=observe q_typed_reliable_context=6.793288 sequence=550.344963
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=212 node=N7405 type=observe q_typed_reliable_context=6.358574 sequence=556.703537
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=213 node=N6573 type=observe q_typed_reliable_context=5.575855 sequence=562.279393
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=214 node=N4497 type=observe q_typed_reliable_context=1.659360 sequence=563.938752
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=215 node=N759 type=observe q_typed_reliable_context=5.378190 sequence=569.316942
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=216 node=N5725 type=observe q_typed_reliable_context=2.420618 sequence=571.737559
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=217 node=N706 type=observe q_typed_reliable_context=4.926651 sequence=576.664210
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=218 node=N719 type=observe q_typed_reliable_context=4.278362 sequence=580.942573
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=219 node=N705 type=observe q_typed_reliable_context=6.064556 sequence=587.007128
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=220 node=N902 type=control1 q_typed_reliable_context=6.773279 sequence=593.780407
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=221 node=N8605 type=control1 q_typed_reliable_context=6.517866 sequence=600.298274
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=222 node=N8236 type=control1 q_typed_reliable_context=6.549808 sequence=606.848082
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=223 node=N4421 type=control0 q_typed_reliable_context=5.995968 sequence=612.844050
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=224 node=N515 type=control1 q_typed_reliable_context=6.946140 sequence=619.790190
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=225 node=N734 type=observe q_typed_reliable_context=6.870675 sequence=626.660865
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=226 node=N4359 type=control0 q_typed_reliable_context=7.060997 sequence=633.721862
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=227 node=N5456 type=observe q_typed_reliable_context=7.000570 sequence=640.722432
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=228 node=N2151 type=observe q_typed_reliable_context=6.924699 sequence=647.647131
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=229 node=N7550 type=observe q_typed_reliable_context=6.546944 sequence=654.194075
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=230 node=N7439 type=observe q_typed_reliable_context=3.409841 sequence=657.603916
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=231 node=N4367 type=control0 q_typed_reliable_context=5.742806 sequence=663.346722
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=232 node=N4489 type=observe q_typed_reliable_context=6.789141 sequence=670.135863
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=233 node=N5439 type=observe q_typed_reliable_context=6.680522 sequence=676.816385
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=234 node=N4532 type=control0 q_typed_reliable_context=6.099109 sequence=682.915493
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=235 node=N5202 type=observe q_typed_reliable_context=6.616601 sequence=689.532095
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=236 node=N6581 type=observe q_typed_reliable_context=6.404549 sequence=695.936644
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=237 node=N1874 type=observe q_typed_reliable_context=2.171668 sequence=698.108312
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=238 node=N4442 type=control0 q_typed_reliable_context=3.672615 sequence=701.780927
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=239 node=N5334 type=observe q_typed_reliable_context=3.702114 sequence=705.483041
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=240 node=N1951 type=observe q_typed_reliable_context=1.315899 sequence=706.798940
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=241 node=N5390 type=observe q_typed_reliable_context=5.164523 sequence=711.963463
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=242 node=N5422 type=observe q_typed_reliable_context=5.762710 sequence=717.726173
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=243 node=N7382 type=observe q_typed_reliable_context=7.026832 sequence=724.753005
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=244 node=N4469 type=control0 q_typed_reliable_context=5.922209 sequence=730.675214
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=245 node=N6677 type=observe q_typed_reliable_context=6.623185 sequence=737.298399
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=246 node=N4565 type=observe q_typed_reliable_context=5.646053 sequence=742.944452
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=247 node=N689 type=observe q_typed_reliable_context=3.753368 sequence=746.697820
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=248 node=N699 type=observe q_typed_reliable_context=6.037379 sequence=752.735199
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=249 node=N5373 type=observe q_typed_reliable_context=5.901636 sequence=758.636835
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=250 node=N7380 type=observe q_typed_reliable_context=6.120919 sequence=764.757754
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=251 node=N708 type=observe q_typed_reliable_context=5.666417 sequence=770.424172
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=252 node=N4505 type=observe q_typed_reliable_context=4.745595 sequence=775.169767
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=253 node=N6660 type=observe q_typed_reliable_context=3.336267 sequence=778.506034
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=254 node=N2159 type=observe q_typed_reliable_context=5.978682 sequence=784.484717
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=255 node=N1351 type=observe q_typed_reliable_context=3.917656 sequence=788.402373
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=256 node=N7383 type=observe q_typed_reliable_context=2.239848 sequence=790.642221
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=257 node=N4436 type=control0 q_typed_reliable_context=4.095383 sequence=794.737604
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=258 node=N4338 type=control0 q_typed_reliable_context=6.770070 sequence=801.507674
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=259 node=N5665 type=control0 q_typed_reliable_context=7.117671 sequence=808.625345
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=260 node=N5671 type=control0 q_typed_reliable_context=7.093907 sequence=815.719252
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=261 node=N5715 type=control0 q_typed_reliable_context=7.076985 sequence=822.796237
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=262 node=N4391 type=control0 q_typed_reliable_context=7.093182 sequence=829.889419
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=263 node=N729 type=observe q_typed_reliable_context=5.616745 sequence=835.506163
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=264 node=N7720 type=control0 q_typed_reliable_context=3.198471 sequence=838.704634
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=265 node=N6947 type=control0 q_typed_reliable_context=6.634503 sequence=845.339138
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=266 node=N4879 type=control0 q_typed_reliable_context=6.708783 sequence=852.047921
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=267 node=N2348 type=control0 q_typed_reliable_context=3.558978 sequence=855.606899
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=268 node=N6688 type=observe q_typed_reliable_context=5.414116 sequence=861.021015
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=269 node=N1598 type=observe q_typed_reliable_context=5.807190 sequence=866.828204
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=270 node=N1688 type=observe q_typed_reliable_context=6.984800 sequence=873.813004
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=271 node=N1854 type=observe q_typed_reliable_context=6.870890 sequence=880.683894
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=272 node=N6678 type=observe q_typed_reliable_context=6.610735 sequence=887.294629
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=273 node=N765 type=observe q_typed_reliable_context=6.207411 sequence=893.502040
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=274 node=N686 type=observe q_typed_reliable_context=5.969414 sequence=899.471454
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=275 node=N764 type=observe q_typed_reliable_context=3.893127 sequence=903.364581
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=276 node=N763 type=observe q_typed_reliable_context=5.437818 sequence=908.802399
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=277 node=N898 type=observe q_typed_reliable_context=6.116824 sequence=914.919223
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=278 node=N758 type=observe q_typed_reliable_context=4.871259 sequence=919.790482
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p50/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:58:38 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=194.276 plan_csv=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p50/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:58:38 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-alpha-boundary/a0.50] [eval iscas99__b15_1] {
[b15-alpha-boundary/a0.50] [eval iscas99__b15_1]   "records": 2,
[b15-alpha-boundary/a0.50] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p50/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-alpha-boundary/a0.50] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p50/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-alpha-boundary/a0.50] [eval iscas99__b15_1] }
[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:58:44 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12403000000000008 plan_sec=194.276 eval_sec=6.236 total_sec=200.528
[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:58:44 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12403000000000008 positives=1 negatives=0 elapsed=200.528
