[b15-alpha-boundary/a0.25] [gmean] 2026-07-21T14:55:23 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p25
[b15-alpha-boundary/a0.25] [gmean] 2026-07-21T14:55:23 budgets=iscas99__b15_1:278
[b15-alpha-boundary/a0.25] [gmean] 2026-07-21T14:55:23 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-alpha-boundary/a0.25] [gmean] 2026-07-21T14:55:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=180 node=N7453 type=observe q_typed_reliable_context=0.535571 sequence=345.112262
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=181 node=N7500 type=observe q_typed_reliable_context=0.644760 sequence=345.757021
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=182 node=N8790 type=control1 q_typed_reliable_context=1.355351 sequence=347.112373
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=183 node=N7614 type=observe q_typed_reliable_context=0.735229 sequence=347.847602
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=184 node=N8240 type=control1 q_typed_reliable_context=2.020497 sequence=349.868099
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=185 node=N3067 type=control1 q_typed_reliable_context=1.238460 sequence=351.106559
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=186 node=N7401 type=observe q_typed_reliable_context=0.891468 sequence=351.998027
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=187 node=N8789 type=control1 q_typed_reliable_context=1.056411 sequence=353.054439
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=188 node=N7681 type=observe q_typed_reliable_context=1.049477 sequence=354.103915
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=189 node=N8239 type=control1 q_typed_reliable_context=1.294702 sequence=355.398618
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=190 node=N6688 type=observe q_typed_reliable_context=0.993530 sequence=356.392148
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=191 node=N4521 type=observe q_typed_reliable_context=1.534131 sequence=357.926279
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=192 node=N8607 type=control1 q_typed_reliable_context=2.034211 sequence=359.960489
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=193 node=N5879 type=observe q_typed_reliable_context=2.406417 sequence=362.366906
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=194 node=N714 type=observe q_typed_reliable_context=2.166518 sequence=364.533424
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=195 node=N6673 type=observe q_typed_reliable_context=1.810757 sequence=366.344181
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=196 node=N5873 type=observe q_typed_reliable_context=1.287827 sequence=367.632008
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=197 node=N5740 type=observe q_typed_reliable_context=1.198111 sequence=368.830119
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=198 node=N5877 type=observe q_typed_reliable_context=0.908967 sequence=369.739087
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=199 node=N715 type=observe q_typed_reliable_context=1.983710 sequence=371.722796
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=200 node=N725 type=observe q_typed_reliable_context=1.917569 sequence=373.640365
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=201 node=N705 type=observe q_typed_reliable_context=1.936898 sequence=375.577263
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=202 node=N652 type=control1 q_typed_reliable_context=1.806019 sequence=377.383282
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=203 node=N8238 type=control1 q_typed_reliable_context=2.582308 sequence=379.965590
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=204 node=N8606 type=control1 q_typed_reliable_context=2.188078 sequence=382.153669
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=205 node=N8237 type=control1 q_typed_reliable_context=1.908871 sequence=384.062539
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=206 node=N7436 type=observe q_typed_reliable_context=1.084017 sequence=385.146556
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=207 node=N6667 type=observe q_typed_reliable_context=2.624824 sequence=387.771380
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=208 node=N6573 type=observe q_typed_reliable_context=4.024797 sequence=391.796177
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=209 node=N4460 type=control0 q_typed_reliable_context=1.657192 sequence=393.453369
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=210 node=N4421 type=control0 q_typed_reliable_context=2.298926 sequence=395.752295
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=211 node=N902 type=control1 q_typed_reliable_context=4.747963 sequence=400.500258
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=212 node=N8605 type=control1 q_typed_reliable_context=7.003305 sequence=407.503564
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=213 node=N5473 type=observe q_typed_reliable_context=6.263273 sequence=413.766836
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=214 node=N703 type=observe q_typed_reliable_context=6.059873 sequence=419.826710
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=215 node=N5725 type=observe q_typed_reliable_context=3.170513 sequence=422.997222
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=216 node=N4497 type=observe q_typed_reliable_context=1.582743 sequence=424.579965
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=217 node=N706 type=observe q_typed_reliable_context=1.712328 sequence=426.292294
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=218 node=N8236 type=control1 q_typed_reliable_context=2.466728 sequence=428.759021
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=219 node=N4359 type=control0 q_typed_reliable_context=2.841378 sequence=431.600400
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=220 node=N4367 type=control0 q_typed_reliable_context=3.410939 sequence=435.011339
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=221 node=N515 type=control1 q_typed_reliable_context=5.756260 sequence=440.767599
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=222 node=N5456 type=observe q_typed_reliable_context=6.843049 sequence=447.610648
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=223 node=N2181 type=observe q_typed_reliable_context=2.434445 sequence=450.045093
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=224 node=N7439 type=observe q_typed_reliable_context=1.406443 sequence=451.451537
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=225 node=N679 type=observe q_typed_reliable_context=1.511239 sequence=452.962775
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=226 node=N5439 type=observe q_typed_reliable_context=1.224751 sequence=454.187526
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=227 node=N6581 type=observe q_typed_reliable_context=6.053326 sequence=460.240853
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=228 node=N5422 type=observe q_typed_reliable_context=1.359786 sequence=461.600639
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=229 node=N4505 type=observe q_typed_reliable_context=1.461026 sequence=463.061665
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=230 node=N2151 type=observe q_typed_reliable_context=1.516236 sequence=464.577900
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=231 node=N7404 type=observe q_typed_reliable_context=1.835828 sequence=466.413728
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=232 node=N5390 type=observe q_typed_reliable_context=1.253352 sequence=467.667080
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=233 node=N1874 type=observe q_typed_reliable_context=1.261108 sequence=468.928188
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=234 node=N4532 type=control0 q_typed_reliable_context=1.018245 sequence=469.946433
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=235 node=N753 type=observe q_typed_reliable_context=5.439752 sequence=475.386186
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=236 node=N5334 type=observe q_typed_reliable_context=5.151897 sequence=480.538083
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=237 node=N5373 type=observe q_typed_reliable_context=5.806573 sequence=486.344656
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=238 node=N699 type=observe q_typed_reliable_context=5.469568 sequence=491.814224
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=239 node=N3009 type=control1 q_typed_reliable_context=5.271944 sequence=497.086168
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=240 node=N7432 type=observe q_typed_reliable_context=4.792232 sequence=501.878400
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=241 node=N7807 type=observe q_typed_reliable_context=3.634229 sequence=505.512629
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=242 node=N4513 type=observe q_typed_reliable_context=5.032287 sequence=510.544916
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=243 node=N719 type=observe q_typed_reliable_context=4.136339 sequence=514.681255
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=244 node=N8235 type=control1 q_typed_reliable_context=6.143465 sequence=520.824721
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=245 node=N708 type=observe q_typed_reliable_context=5.085155 sequence=525.909876
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=246 node=N6660 type=observe q_typed_reliable_context=5.331126 sequence=531.241002
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=247 node=N734 type=observe q_typed_reliable_context=2.622075 sequence=533.863076
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=248 node=N7542 type=control0 q_typed_reliable_context=1.120405 sequence=534.983481
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=249 node=N8234 type=control1 q_typed_reliable_context=4.833898 sequence=539.817380
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=250 node=N6593 type=control1 q_typed_reliable_context=2.465134 sequence=542.282514
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=251 node=N2159 type=observe q_typed_reliable_context=2.227312 sequence=544.509826
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=252 node=N7720 type=control0 q_typed_reliable_context=1.929251 sequence=546.439076
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=253 node=N8783 type=control1 q_typed_reliable_context=5.453756 sequence=551.892833
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=254 node=N8233 type=control1 q_typed_reliable_context=4.446174 sequence=556.339007
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=255 node=N7380 type=observe q_typed_reliable_context=1.896372 sequence=558.235379
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=256 node=N4469 type=control0 q_typed_reliable_context=1.024178 sequence=559.259557
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=257 node=N4489 type=observe q_typed_reliable_context=6.166936 sequence=565.426492
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=258 node=N8608 type=control1 q_typed_reliable_context=6.771509 sequence=572.198001
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=259 node=N765 type=observe q_typed_reliable_context=5.011448 sequence=577.209450
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=260 node=N1351 type=observe q_typed_reliable_context=6.568590 sequence=583.778040
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=261 node=N686 type=observe q_typed_reliable_context=5.816482 sequence=589.594522
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=262 node=N7383 type=observe q_typed_reliable_context=3.050250 sequence=592.644772
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=263 node=N1951 type=observe q_typed_reliable_context=0.722001 sequence=593.366773
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=264 node=N684 type=observe q_typed_reliable_context=1.818810 sequence=595.185583
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=265 node=N5665 type=control0 q_typed_reliable_context=0.701359 sequence=595.886943
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=266 node=N4442 type=control0 q_typed_reliable_context=0.803125 sequence=596.690068
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=267 node=N5671 type=control0 q_typed_reliable_context=0.817311 sequence=597.507379
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=268 node=N6741 type=control1 q_typed_reliable_context=0.614162 sequence=598.121541
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=269 node=N535 type=observe q_typed_reliable_context=1.859341 sequence=599.980882
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=270 node=N6743 type=control1 q_typed_reliable_context=1.041223 sequence=601.022105
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=271 node=N1598 type=observe q_typed_reliable_context=1.747544 sequence=602.769649
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=272 node=N6678 type=observe q_typed_reliable_context=3.641704 sequence=606.411353
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=273 node=N689 type=observe q_typed_reliable_context=4.616676 sequence=611.028029
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=274 node=N1854 type=observe q_typed_reliable_context=2.514301 sequence=613.542330
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=275 node=N7512 type=observe q_typed_reliable_context=5.441764 sequence=618.984094
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=276 node=N1688 type=observe q_typed_reliable_context=4.153254 sequence=623.137348
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=277 node=N4436 type=control0 q_typed_reliable_context=2.420566 sequence=625.557914
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] [plan] step=278 node=N6947 type=control0 q_typed_reliable_context=1.108998 sequence=626.666912
[b15-alpha-boundary/a0.25] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p25/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-alpha-boundary/a0.25] [gmean] 2026-07-21T14:58:40 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=196.643 plan_csv=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p25/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-alpha-boundary/a0.25] [gmean] 2026-07-21T14:58:40 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-alpha-boundary/a0.25] [eval iscas99__b15_1] {
[b15-alpha-boundary/a0.25] [eval iscas99__b15_1]   "records": 2,
[b15-alpha-boundary/a0.25] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p25/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-alpha-boundary/a0.25] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p25/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-alpha-boundary/a0.25] [eval iscas99__b15_1] }
[b15-alpha-boundary/a0.25] [gmean] 2026-07-21T14:58:47 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12270000000000014 plan_sec=196.643 eval_sec=6.909 total_sec=203.562
[b15-alpha-boundary/a0.25] [gmean] 2026-07-21T14:58:47 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12270000000000014 positives=1 negatives=0 elapsed=203.562
