[b15-reencode/i64/b0.25] [gmean] 2026-07-21T14:49:24 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_0p25
[b15-reencode/i64/b0.25] [gmean] 2026-07-21T14:49:24 budgets=iscas99__b15_1:278
[b15-reencode/i64/b0.25] [gmean] 2026-07-21T14:49:24 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reencode/i64/b0.25] [gmean] 2026-07-21T14:49:24 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=181 node=N8239 type=control1 q_typed_reliable_context=1.002382 sequence=303.569498
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=182 node=N8607 type=control1 q_typed_reliable_context=0.877637 sequence=304.447135
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=183 node=N4489 type=observe q_typed_reliable_context=0.724429 sequence=305.171564
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=184 node=N652 type=control1 q_typed_reliable_context=1.165110 sequence=306.336674
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=185 node=N694 type=observe q_typed_reliable_context=1.327262 sequence=307.663936
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=186 node=N1881 type=observe q_typed_reliable_context=0.410976 sequence=308.074912
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=187 node=N8238 type=control1 q_typed_reliable_context=0.987448 sequence=309.062360
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=188 node=N8606 type=control1 q_typed_reliable_context=0.959198 sequence=310.021559
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=189 node=N1987 type=observe q_typed_reliable_context=0.491478 sequence=310.513037
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=190 node=N8237 type=control1 q_typed_reliable_context=0.907403 sequence=311.420439
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=191 node=N4460 type=control0 q_typed_reliable_context=1.150987 sequence=312.571426
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] latent_reencode step=192 interval=64 blend=0.25
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=192 node=N902 type=control1 q_typed_reliable_context=1.168062 sequence=313.739489
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=193 node=N5874 type=observe q_typed_reliable_context=1.318752 sequence=315.058241
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=194 node=N6948 type=observe q_typed_reliable_context=1.207067 sequence=316.265308
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=195 node=N7402 type=observe q_typed_reliable_context=1.747168 sequence=318.012476
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=196 node=N7626 type=observe q_typed_reliable_context=1.513804 sequence=319.526280
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=197 node=N5740 type=observe q_typed_reliable_context=1.181317 sequence=320.707596
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=198 node=N679 type=observe q_typed_reliable_context=3.306575 sequence=324.014172
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=199 node=N725 type=observe q_typed_reliable_context=3.062490 sequence=327.076662
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=200 node=N6688 type=observe q_typed_reliable_context=1.104070 sequence=328.180732
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=201 node=N2072 type=observe q_typed_reliable_context=1.088175 sequence=329.268907
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=202 node=N4421 type=control0 q_typed_reliable_context=2.758534 sequence=332.027441
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=203 node=N4359 type=control0 q_typed_reliable_context=2.033221 sequence=334.060662
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=204 node=N8605 type=control1 q_typed_reliable_context=2.146634 sequence=336.207296
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=205 node=N6677 type=observe q_typed_reliable_context=1.210470 sequence=337.417766
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=206 node=N7436 type=observe q_typed_reliable_context=1.411503 sequence=338.829268
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=207 node=N712 type=observe q_typed_reliable_context=1.846225 sequence=340.675493
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=208 node=N4521 type=observe q_typed_reliable_context=0.914972 sequence=341.590465
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=209 node=N5873 type=observe q_typed_reliable_context=1.642275 sequence=343.232740
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=210 node=N723 type=observe q_typed_reliable_context=2.448818 sequence=345.681558
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=211 node=N7401 type=observe q_typed_reliable_context=0.705600 sequence=346.387158
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=212 node=N1598 type=observe q_typed_reliable_context=0.882764 sequence=347.269922
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=213 node=N6675 type=observe q_typed_reliable_context=0.662406 sequence=347.932329
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=214 node=N5202 type=observe q_typed_reliable_context=1.573170 sequence=349.505499
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=215 node=N2106 type=observe q_typed_reliable_context=1.003497 sequence=350.508996
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=216 node=N714 type=observe q_typed_reliable_context=1.434480 sequence=351.943476
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=217 node=N8236 type=control1 q_typed_reliable_context=1.738713 sequence=353.682189
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=218 node=N6573 type=observe q_typed_reliable_context=1.179474 sequence=354.861663
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=219 node=N4367 type=control0 q_typed_reliable_context=1.665492 sequence=356.527154
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=220 node=N4442 type=control0 q_typed_reliable_context=2.326394 sequence=358.853549
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=221 node=N4532 type=control0 q_typed_reliable_context=6.097742 sequence=364.951291
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=222 node=N515 type=control1 q_typed_reliable_context=6.867715 sequence=371.819005
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=223 node=N5456 type=observe q_typed_reliable_context=6.735506 sequence=378.554511
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=224 node=N715 type=observe q_typed_reliable_context=6.481842 sequence=385.036353
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=225 node=N4469 type=control0 q_typed_reliable_context=6.901625 sequence=391.937978
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=226 node=N7550 type=observe q_typed_reliable_context=6.059225 sequence=397.997203
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=227 node=N4497 type=observe q_typed_reliable_context=4.738747 sequence=402.735950
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=228 node=N706 type=observe q_typed_reliable_context=5.003204 sequence=407.739154
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=229 node=N5473 type=observe q_typed_reliable_context=6.607028 sequence=414.346182
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=230 node=N6667 type=observe q_typed_reliable_context=6.418175 sequence=420.764356
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=231 node=N7439 type=observe q_typed_reliable_context=4.085765 sequence=424.850121
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=232 node=N703 type=observe q_typed_reliable_context=4.384340 sequence=429.234461
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=233 node=N7720 type=control0 q_typed_reliable_context=6.093430 sequence=435.327891
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=234 node=N8235 type=control1 q_typed_reliable_context=6.942790 sequence=442.270682
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=235 node=N4436 type=control0 q_typed_reliable_context=6.539671 sequence=448.810353
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=236 node=N4338 type=control0 q_typed_reliable_context=6.747535 sequence=455.557888
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=237 node=N5726 type=control1 q_typed_reliable_context=7.113734 sequence=462.671622
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=238 node=N8234 type=control1 q_typed_reliable_context=3.393152 sequence=466.064774
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=239 node=N5665 type=control0 q_typed_reliable_context=6.288927 sequence=472.353701
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=240 node=N734 type=observe q_typed_reliable_context=6.957627 sequence=479.311328
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=241 node=N705 type=observe q_typed_reliable_context=6.368640 sequence=485.679968
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=242 node=N4529 type=observe q_typed_reliable_context=2.922590 sequence=488.602558
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=243 node=N5671 type=control0 q_typed_reliable_context=6.702706 sequence=495.305264
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=244 node=N5715 type=control0 q_typed_reliable_context=7.269341 sequence=502.574605
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=245 node=N719 type=observe q_typed_reliable_context=7.065911 sequence=509.640515
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=246 node=N4391 type=control0 q_typed_reliable_context=5.317736 sequence=514.958251
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=247 node=N7432 type=observe q_typed_reliable_context=3.769187 sequence=518.727438
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=248 node=N6947 type=control0 q_typed_reliable_context=7.173668 sequence=525.901106
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=249 node=N8783 type=control1 q_typed_reliable_context=7.151294 sequence=533.052400
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=250 node=N2151 type=observe q_typed_reliable_context=6.444041 sequence=539.496441
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=251 node=N1874 type=observe q_typed_reliable_context=5.204765 sequence=544.701206
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=252 node=N8233 type=control1 q_typed_reliable_context=6.879906 sequence=551.581113
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=253 node=N6678 type=observe q_typed_reliable_context=5.237477 sequence=556.818590
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=254 node=N4879 type=control0 q_typed_reliable_context=5.659110 sequence=562.477700
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=255 node=N2348 type=control0 q_typed_reliable_context=5.901389 sequence=568.379089
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] latent_reencode step=256 interval=64 blend=0.25
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=256 node=N1688 type=observe q_typed_reliable_context=4.784186 sequence=573.163275
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=257 node=N7512 type=observe q_typed_reliable_context=1.158335 sequence=574.321609
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=258 node=N5727 type=control0 q_typed_reliable_context=2.842773 sequence=577.164382
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=259 node=N729 type=observe q_typed_reliable_context=1.279580 sequence=578.443962
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=260 node=N8608 type=control1 q_typed_reliable_context=0.600330 sequence=579.044292
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=261 node=N699 type=observe q_typed_reliable_context=1.574349 sequence=580.618641
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=262 node=N5422 type=observe q_typed_reliable_context=0.870957 sequence=581.489598
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=263 node=N1949 type=observe q_typed_reliable_context=3.471983 sequence=584.961580
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=264 node=N2181 type=observe q_typed_reliable_context=3.683162 sequence=588.644743
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=265 node=N5334 type=observe q_typed_reliable_context=3.876616 sequence=592.521359
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=266 node=N1478 type=control0 q_typed_reliable_context=2.403145 sequence=594.924504
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=267 node=N6952 type=observe q_typed_reliable_context=5.217221 sequence=600.141725
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=268 node=N4385 type=control0 q_typed_reliable_context=1.787676 sequence=601.929401
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=269 node=N756 type=observe q_typed_reliable_context=5.223625 sequence=607.153026
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=270 node=N3142 type=control0 q_typed_reliable_context=4.079263 sequence=611.232289
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=271 node=N1854 type=observe q_typed_reliable_context=7.436224 sequence=618.668514
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=272 node=N758 type=observe q_typed_reliable_context=5.204811 sequence=623.873325
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=273 node=N3147 type=control0 q_typed_reliable_context=3.999083 sequence=627.872408
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=274 node=N7380 type=observe q_typed_reliable_context=7.166280 sequence=635.038688
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=275 node=N3152 type=control0 q_typed_reliable_context=2.969041 sequence=638.007730
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=276 node=N764 type=observe q_typed_reliable_context=7.131993 sequence=645.139722
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=277 node=N3157 type=control0 q_typed_reliable_context=5.742613 sequence=650.882335
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] [plan] step=278 node=N759 type=observe q_typed_reliable_context=7.110697 sequence=657.993032
[b15-reencode/i64/b0.25] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_0p25/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reencode/i64/b0.25] [gmean] 2026-07-21T14:52:43 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=198.253 plan_csv=autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_0p25/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reencode/i64/b0.25] [gmean] 2026-07-21T14:52:43 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-reencode/i64/b0.25] [eval iscas99__b15_1] {
[b15-reencode/i64/b0.25] [eval iscas99__b15_1]   "records": 2,
[b15-reencode/i64/b0.25] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_0p25/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-reencode/i64/b0.25] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_0p25/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-reencode/i64/b0.25] [eval iscas99__b15_1] }
[b15-reencode/i64/b0.25] [gmean] 2026-07-21T14:52:50 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12487999999999999 plan_sec=198.253 eval_sec=7.436 total_sec=205.705
[b15-reencode/i64/b0.25] [gmean] 2026-07-21T14:52:50 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12487999999999999 positives=1 negatives=0 elapsed=205.706
