[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/epoch_010/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 budgets=iscas99__b15_1:278
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_residual_context=1.095343 sequence=227.247026
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N636 type=control1 q_typed_residual_context=1.463398 sequence=228.710424
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N6948 type=observe q_typed_residual_context=0.766628 sequence=229.477051
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_residual_context=2.921686 sequence=232.398737
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N2083 type=observe q_typed_residual_context=2.261124 sequence=234.659861
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N7537 type=observe q_typed_residual_context=3.915577 sequence=238.575438
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N3295 type=control1 q_typed_residual_context=3.719700 sequence=242.295138
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N3467 type=control1 q_typed_residual_context=1.545393 sequence=243.840531
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N630 type=control1 q_typed_residual_context=1.537441 sequence=245.377971
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N642 type=control1 q_typed_residual_context=2.867823 sequence=248.245794
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_residual_context=2.183824 sequence=250.429619
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N7624 type=observe q_typed_residual_context=1.601028 sequence=252.030647
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N5046 type=observe q_typed_residual_context=1.925736 sequence=253.956383
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N3525 type=control1 q_typed_residual_context=1.965580 sequence=255.921962
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N5878 type=observe q_typed_residual_context=1.626130 sequence=257.548092
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N1411 type=control0 q_typed_residual_context=1.171672 sequence=258.719764
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N7736 type=control0 q_typed_residual_context=1.045106 sequence=259.764869
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N7847 type=control0 q_typed_residual_context=1.131714 sequence=260.896583
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N647 type=control1 q_typed_residual_context=1.324875 sequence=262.221458
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N1586 type=control1 q_typed_residual_context=3.645559 sequence=265.867018
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N7854 type=control0 q_typed_residual_context=1.266954 sequence=267.133972
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N1607 type=control1 q_typed_residual_context=2.397603 sequence=269.531575
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N628 type=control1 q_typed_residual_context=1.461062 sequence=270.992637
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N7453 type=observe q_typed_residual_context=0.594058 sequence=271.586695
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N7853 type=control0 q_typed_residual_context=0.914650 sequence=272.501346
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N2652 type=control1 q_typed_residual_context=1.199531 sequence=273.700876
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N7500 type=observe q_typed_residual_context=1.287604 sequence=274.988480
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N2721 type=control1 q_typed_residual_context=0.989427 sequence=275.977907
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N7627 type=observe q_typed_residual_context=0.738491 sequence=276.716397
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N7721 type=control0 q_typed_residual_context=0.768897 sequence=277.485294
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N7852 type=control0 q_typed_residual_context=1.082270 sequence=278.567564
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N7385 type=observe q_typed_residual_context=1.218564 sequence=279.786128
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N2952 type=control1 q_typed_residual_context=1.649588 sequence=281.435716
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N2894 type=control1 q_typed_residual_context=1.279050 sequence=282.714766
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N2102 type=observe q_typed_residual_context=1.298552 sequence=284.013318
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N2779 type=control1 q_typed_residual_context=1.670322 sequence=285.683639
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N6534 type=observe q_typed_residual_context=1.376656 sequence=287.060296
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N2837 type=control1 q_typed_residual_context=0.920958 sequence=287.981253
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N694 type=observe q_typed_residual_context=1.891536 sequence=289.872789
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N7482 type=observe q_typed_residual_context=1.451789 sequence=291.324578
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N3009 type=control1 q_typed_residual_context=1.573113 sequence=292.897691
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N7589 type=control1 q_typed_residual_context=1.158766 sequence=294.056457
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N3067 type=control1 q_typed_residual_context=1.143137 sequence=295.199594
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N8790 type=control1 q_typed_residual_context=1.307218 sequence=296.506812
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N5617 type=observe q_typed_residual_context=0.830460 sequence=297.337272
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N7442 type=control0 q_typed_residual_context=1.066946 sequence=298.404219
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N5873 type=observe q_typed_residual_context=0.903022 sequence=299.307241
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N8240 type=control1 q_typed_residual_context=0.988473 sequence=300.295713
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N4489 type=observe q_typed_residual_context=0.876949 sequence=301.172662
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N8789 type=control1 q_typed_residual_context=1.196904 sequence=302.369567
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N5876 type=observe q_typed_residual_context=1.154543 sequence=303.524110
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N8239 type=control1 q_typed_residual_context=1.780663 sequence=305.304774
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N8607 type=control1 q_typed_residual_context=1.610149 sequence=306.914923
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N7512 type=control1 q_typed_residual_context=1.421881 sequence=308.336804
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N652 type=control1 q_typed_residual_context=2.015996 sequence=310.352800
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N8238 type=control1 q_typed_residual_context=2.339592 sequence=312.692392
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N8606 type=control1 q_typed_residual_context=2.738264 sequence=315.430655
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N722 type=observe q_typed_residual_context=2.786600 sequence=318.217255
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N902 type=control1 q_typed_residual_context=3.137902 sequence=321.355157
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N7405 type=observe q_typed_residual_context=4.664761 sequence=326.019918
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N8237 type=control1 q_typed_residual_context=2.994888 sequence=329.014806
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N8605 type=control1 q_typed_residual_context=2.474203 sequence=331.489009
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N2157 type=observe q_typed_residual_context=3.229779 sequence=334.718789
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N5356 type=observe q_typed_residual_context=5.693358 sequence=340.412146
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N515 type=control1 q_typed_residual_context=2.969279 sequence=343.381425
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N7614 type=observe q_typed_residual_context=4.769682 sequence=348.151107
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N5874 type=observe q_typed_residual_context=1.508993 sequence=349.660100
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N8236 type=control1 q_typed_residual_context=1.237897 sequence=350.897997
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N2149 type=observe q_typed_residual_context=3.274421 sequence=354.172417
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N5867 type=observe q_typed_residual_context=3.534230 sequence=357.706648
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N5726 type=control1 q_typed_residual_context=1.452088 sequence=359.158736
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N5627 type=observe q_typed_residual_context=3.551088 sequence=362.709823
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N7402 type=observe q_typed_residual_context=1.432978 sequence=364.142801
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N723 type=observe q_typed_residual_context=2.351776 sequence=366.494577
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N4529 type=observe q_typed_residual_context=2.736301 sequence=369.230879
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N714 type=observe q_typed_residual_context=2.170757 sequence=371.401635
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N6673 type=observe q_typed_residual_context=2.885356 sequence=374.286991
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N725 type=observe q_typed_residual_context=2.936745 sequence=377.223736
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N712 type=observe q_typed_residual_context=3.093520 sequence=380.317256
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N8235 type=control1 q_typed_residual_context=2.427855 sequence=382.745111
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N7436 type=observe q_typed_residual_context=1.683439 sequence=384.428550
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N5473 type=observe q_typed_residual_context=1.727709 sequence=386.156259
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N715 type=observe q_typed_residual_context=1.908578 sequence=388.064837
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N7855 type=control0 q_typed_residual_context=1.396821 sequence=389.461659
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N8234 type=control1 q_typed_residual_context=1.341468 sequence=390.803127
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N7472 type=control0 q_typed_residual_context=1.157656 sequence=391.960783
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N626 type=control1 q_typed_residual_context=1.011467 sequence=392.972250
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N624 type=control1 q_typed_residual_context=0.866977 sequence=393.839226
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N6593 type=control1 q_typed_residual_context=0.867006 sequence=394.706232
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N8783 type=control1 q_typed_residual_context=0.953461 sequence=395.659693
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N8233 type=control1 q_typed_residual_context=1.200618 sequence=396.860312
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N8608 type=control1 q_typed_residual_context=1.181261 sequence=398.041573
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N771 type=observe q_typed_residual_context=0.606508 sequence=398.648082
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N6743 type=control1 q_typed_residual_context=0.510526 sequence=399.158607
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N6741 type=control1 q_typed_residual_context=0.598153 sequence=399.756760
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N2358 type=control1 q_typed_residual_context=0.642100 sequence=400.398860
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N6667 type=observe q_typed_residual_context=0.961973 sequence=401.360833
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N7401 type=observe q_typed_residual_context=0.824242 sequence=402.185075
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N5456 type=observe q_typed_residual_context=0.673686 sequence=402.858761
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N703 type=observe q_typed_residual_context=1.070931 sequence=403.929692
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N7550 type=observe q_typed_residual_context=1.720974 sequence=405.650666
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N5740 type=observe q_typed_residual_context=0.995543 sequence=406.646209
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N4537 type=observe q_typed_residual_context=0.882052 sequence=407.528262
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N705 type=observe q_typed_residual_context=2.077284 sequence=409.605546
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N5422 type=observe q_typed_residual_context=2.338332 sequence=411.943878
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N706 type=observe q_typed_residual_context=2.724906 sequence=414.668784
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N6668 type=observe q_typed_residual_context=2.204491 sequence=416.873275
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N679 type=observe q_typed_residual_context=1.613373 sequence=418.486648
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N5439 type=observe q_typed_residual_context=2.194236 sequence=420.680883
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N4521 type=observe q_typed_residual_context=1.081141 sequence=421.762025
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N7439 type=observe q_typed_residual_context=2.012490 sequence=423.774515
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N4460 type=control0 q_typed_residual_context=1.783256 sequence=425.557771
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N4421 type=control0 q_typed_residual_context=0.919702 sequence=426.477474
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N4359 type=control0 q_typed_residual_context=0.735312 sequence=427.212785
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N4367 type=control0 q_typed_residual_context=0.604623 sequence=427.817409
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N4532 type=control0 q_typed_residual_context=0.562013 sequence=428.379421
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N4442 type=control0 q_typed_residual_context=0.534557 sequence=428.913978
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N764 type=observe q_typed_residual_context=0.380959 sequence=429.294937
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N5334 type=observe q_typed_residual_context=0.844994 sequence=430.139931
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N719 type=observe q_typed_residual_context=1.004696 sequence=431.144627
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N5202 type=observe q_typed_residual_context=0.830912 sequence=431.975540
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N734 type=observe q_typed_residual_context=1.088441 sequence=433.063981
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N7380 type=observe q_typed_residual_context=0.950783 sequence=434.014763
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N4497 type=observe q_typed_residual_context=1.005156 sequence=435.019919
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N765 type=observe q_typed_residual_context=0.295592 sequence=435.315511
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N1874 type=observe q_typed_residual_context=1.120165 sequence=436.435675
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N5390 type=observe q_typed_residual_context=0.860799 sequence=437.296474
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N2151 type=observe q_typed_residual_context=0.483066 sequence=437.779541
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N5373 type=observe q_typed_residual_context=0.653969 sequence=438.433510
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N699 type=observe q_typed_residual_context=1.235061 sequence=439.668570
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N7383 type=observe q_typed_residual_context=1.147708 sequence=440.816278
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N7720 type=control0 q_typed_residual_context=1.031398 sequence=441.847676
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N2276 type=control1 q_typed_residual_context=1.185603 sequence=443.033279
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N2159 type=observe q_typed_residual_context=0.665140 sequence=443.698419
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N6952 type=observe q_typed_residual_context=1.102863 sequence=444.801283
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N6728 type=control1 q_typed_residual_context=0.751338 sequence=445.552621
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=268 node=N4469 type=control0 q_typed_residual_context=0.669732 sequence=446.222353
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=269 node=N5665 type=control0 q_typed_residual_context=0.675404 sequence=446.897757
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=270 node=N4505 type=observe q_typed_residual_context=0.751905 sequence=447.649662
