[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:49:24 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_1p00
[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:49:24 budgets=iscas99__b15_1:278
[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:49:24 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:49:24 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=181 node=N8607 type=control1 q_typed_reliable_context=6.396074 sequence=404.379962
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=182 node=N5878 type=observe q_typed_reliable_context=5.318076 sequence=409.698038
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=183 node=N2837 type=control1 q_typed_reliable_context=6.186605 sequence=415.884643
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=184 node=N3352 type=control1 q_typed_reliable_context=7.060615 sequence=422.945258
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=185 node=N652 type=control1 q_typed_reliable_context=6.200593 sequence=429.145851
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=186 node=N8238 type=control1 q_typed_reliable_context=7.108510 sequence=436.254361
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=187 node=N8606 type=control1 q_typed_reliable_context=7.090869 sequence=443.345230
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=188 node=N8237 type=control1 q_typed_reliable_context=5.673424 sequence=449.018654
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=189 node=N902 type=control1 q_typed_reliable_context=5.667771 sequence=454.686425
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=190 node=N4421 type=control0 q_typed_reliable_context=3.376957 sequence=458.063382
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=191 node=N4359 type=control0 q_typed_reliable_context=7.138668 sequence=465.202050
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] latent_reencode step=192 interval=64 blend=1
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=192 node=N8605 type=control1 q_typed_reliable_context=7.053750 sequence=472.255799
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=193 node=N3124 type=control1 q_typed_reliable_context=3.800975 sequence=476.056774
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=194 node=N3009 type=control1 q_typed_reliable_context=5.796647 sequence=481.853422
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=195 node=N1607 type=control1 q_typed_reliable_context=4.555814 sequence=486.409235
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=196 node=N515 type=control1 q_typed_reliable_context=4.499611 sequence=490.908846
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=197 node=N3067 type=control1 q_typed_reliable_context=3.915677 sequence=494.824524
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=198 node=N7421 type=control1 q_typed_reliable_context=1.825494 sequence=496.650018
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=199 node=N1879 type=observe q_typed_reliable_context=1.485324 sequence=498.135342
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=200 node=N8236 type=control1 q_typed_reliable_context=1.817540 sequence=499.952882
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=201 node=N5726 type=control1 q_typed_reliable_context=2.336612 sequence=502.289494
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=202 node=N8235 type=control1 q_typed_reliable_context=1.765845 sequence=504.055340
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=203 node=N8234 type=control1 q_typed_reliable_context=3.093204 sequence=507.148544
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=204 node=N1987 type=observe q_typed_reliable_context=1.599646 sequence=508.748190
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=205 node=N6593 type=control1 q_typed_reliable_context=1.427866 sequence=510.176056
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=206 node=N8783 type=control1 q_typed_reliable_context=2.803455 sequence=512.979511
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=207 node=N8233 type=control1 q_typed_reliable_context=2.771793 sequence=515.751305
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=208 node=N6531 type=observe q_typed_reliable_context=2.670584 sequence=518.421889
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=209 node=N8052 type=control0 q_typed_reliable_context=1.545705 sequence=519.967594
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=210 node=N5740 type=observe q_typed_reliable_context=1.609612 sequence=521.577207
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=211 node=N4367 type=control0 q_typed_reliable_context=1.476617 sequence=523.053824
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=212 node=N7698 type=control0 q_typed_reliable_context=1.334423 sequence=524.388247
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=213 node=N4532 type=control0 q_typed_reliable_context=1.503898 sequence=525.892146
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=214 node=N4442 type=control0 q_typed_reliable_context=1.555797 sequence=527.447943
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=215 node=N4469 type=control0 q_typed_reliable_context=1.574408 sequence=529.022351
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=216 node=N7720 type=control0 q_typed_reliable_context=2.527779 sequence=531.550130
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=217 node=N8608 type=control1 q_typed_reliable_context=2.014104 sequence=533.564234
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=218 node=N4436 type=control0 q_typed_reliable_context=2.521509 sequence=536.085742
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=219 node=N4338 type=control0 q_typed_reliable_context=3.089547 sequence=539.175289
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=220 node=N5665 type=control0 q_typed_reliable_context=3.724662 sequence=542.899951
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=221 node=N5671 type=control0 q_typed_reliable_context=4.984613 sequence=547.884564
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=222 node=N5715 type=control0 q_typed_reliable_context=4.169871 sequence=552.054436
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=223 node=N4391 type=control0 q_typed_reliable_context=2.960113 sequence=555.014549
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=224 node=N6947 type=control0 q_typed_reliable_context=2.181452 sequence=557.196001
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=225 node=N4879 type=control0 q_typed_reliable_context=3.532523 sequence=560.728524
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=226 node=N2348 type=control0 q_typed_reliable_context=2.710970 sequence=563.439494
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=227 node=N5727 type=control0 q_typed_reliable_context=2.544822 sequence=565.984316
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=228 node=N4385 type=control0 q_typed_reliable_context=7.432332 sequence=573.416648
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=229 node=N3142 type=control0 q_typed_reliable_context=6.320650 sequence=579.737297
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=230 node=N3147 type=control0 q_typed_reliable_context=4.621249 sequence=584.358546
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=231 node=N3152 type=control0 q_typed_reliable_context=3.594835 sequence=587.953381
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=232 node=N3157 type=control0 q_typed_reliable_context=3.458844 sequence=591.412225
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=233 node=N3162 type=control0 q_typed_reliable_context=3.242057 sequence=594.654282
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=234 node=N3167 type=control0 q_typed_reliable_context=3.430150 sequence=598.084433
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=235 node=N3172 type=control0 q_typed_reliable_context=3.740373 sequence=601.824806
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=236 node=N3177 type=control0 q_typed_reliable_context=4.895054 sequence=606.719860
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=237 node=N5617 type=observe q_typed_reliable_context=5.941560 sequence=612.661420
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=238 node=N3199 type=control0 q_typed_reliable_context=5.116822 sequence=617.778242
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=239 node=N3204 type=control0 q_typed_reliable_context=4.798625 sequence=622.576866
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=240 node=N3209 type=control0 q_typed_reliable_context=3.718639 sequence=626.295506
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=241 node=N3214 type=control0 q_typed_reliable_context=2.861388 sequence=629.156894
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=242 node=N7514 type=control1 q_typed_reliable_context=2.390052 sequence=631.546945
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=243 node=N3219 type=control0 q_typed_reliable_context=2.962920 sequence=634.509865
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=244 node=N3224 type=control0 q_typed_reliable_context=5.108629 sequence=639.618495
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=245 node=N4497 type=observe q_typed_reliable_context=5.521646 sequence=645.140140
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=246 node=N3229 type=control0 q_typed_reliable_context=2.005814 sequence=647.145954
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=247 node=N3234 type=control0 q_typed_reliable_context=1.386693 sequence=648.532647
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=248 node=N712 type=observe q_typed_reliable_context=2.893469 sequence=651.426116
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=249 node=N3372 type=control0 q_typed_reliable_context=3.326605 sequence=654.752721
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=250 node=N5356 type=observe q_typed_reliable_context=6.049243 sequence=660.801964
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=251 node=N7405 type=observe q_typed_reliable_context=5.888866 sequence=666.690830
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=252 node=N2358 type=control1 q_typed_reliable_context=5.818986 sequence=672.509816
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=253 node=N3377 type=control0 q_typed_reliable_context=2.868557 sequence=675.378373
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=254 node=N3382 type=control0 q_typed_reliable_context=4.700030 sequence=680.078403
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=255 node=N3387 type=control0 q_typed_reliable_context=5.433672 sequence=685.512074
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] latent_reencode step=256 interval=64 blend=1
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=256 node=N3392 type=control0 q_typed_reliable_context=5.193620 sequence=690.705694
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=257 node=N6743 type=control1 q_typed_reliable_context=2.421452 sequence=693.127146
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=258 node=N7513 type=control1 q_typed_reliable_context=2.119282 sequence=695.246428
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=259 node=N2276 type=control1 q_typed_reliable_context=3.260115 sequence=698.506544
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=260 node=N2332 type=control1 q_typed_reliable_context=2.843230 sequence=701.349774
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=261 node=N7414 type=control1 q_typed_reliable_context=1.276359 sequence=702.626133
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=262 node=N3397 type=control0 q_typed_reliable_context=0.816940 sequence=703.443074
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=263 node=N3402 type=control0 q_typed_reliable_context=0.867894 sequence=704.310967
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=264 node=N1598 type=observe q_typed_reliable_context=0.847975 sequence=705.158942
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=265 node=N3407 type=control0 q_typed_reliable_context=1.801855 sequence=706.960797
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=266 node=N1688 type=observe q_typed_reliable_context=1.564304 sequence=708.525101
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=267 node=N6741 type=control1 q_typed_reliable_context=1.093428 sequence=709.618529
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=268 node=N7925 type=control0 q_typed_reliable_context=1.088850 sequence=710.707379
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=269 node=N7700 type=control0 q_typed_reliable_context=0.971410 sequence=711.678789
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=270 node=N703 type=observe q_typed_reliable_context=1.707556 sequence=713.386345
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=271 node=N722 type=observe q_typed_reliable_context=2.793832 sequence=716.180177
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=272 node=N5866 type=observe q_typed_reliable_context=2.561157 sequence=718.741334
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=273 node=N5876 type=observe q_typed_reliable_context=1.647521 sequence=720.388855
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=274 node=N5077 type=observe q_typed_reliable_context=1.580037 sequence=721.968893
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=275 node=N3434 type=control0 q_typed_reliable_context=2.055795 sequence=724.024688
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=276 node=N3439 type=control0 q_typed_reliable_context=1.907481 sequence=725.932169
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=277 node=N3444 type=control0 q_typed_reliable_context=1.905335 sequence=727.837504
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=278 node=N3449 type=control0 q_typed_reliable_context=1.980591 sequence=729.818095
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_1p00/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:52:39 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=195.087 plan_csv=autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_1p00/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:52:39 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-reencode/i64/b1.00] [eval iscas99__b15_1] {
[b15-reencode/i64/b1.00] [eval iscas99__b15_1]   "records": 2,
[b15-reencode/i64/b1.00] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_1p00/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-reencode/i64/b1.00] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_1p00/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-reencode/i64/b1.00] [eval iscas99__b15_1] }
[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:52:46 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.10697000000000001 plan_sec=195.087 eval_sec=6.595 total_sec=201.695
[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:52:46 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.10697000000000001 positives=1 negatives=0 elapsed=201.696
