[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:40:53 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_rank/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:40:53 budgets=iscas99__b15_1:278
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:40:53 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:40:53 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N2040 type=observe q_typed_residual_context=3.671555 sequence=229.733516
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N645 type=control1 q_typed_residual_context=1.878016 sequence=231.611532
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N616 type=control1 q_typed_residual_context=2.652875 sequence=234.264407
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_residual_context=2.845669 sequence=237.110076
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N614 type=control1 q_typed_residual_context=2.632639 sequence=239.742715
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N610 type=control1 q_typed_residual_context=2.328755 sequence=242.071470
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N3467 type=control1 q_typed_residual_context=1.428820 sequence=243.500290
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N785 type=observe q_typed_residual_context=1.145808 sequence=244.646098
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N7465 type=observe q_typed_residual_context=0.691100 sequence=245.337198
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N630 type=control1 q_typed_residual_context=1.498576 sequence=246.835773
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N6538 type=observe q_typed_residual_context=0.775659 sequence=247.611432
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_residual_context=1.317390 sequence=248.928823
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_residual_context=1.497583 sequence=250.426406
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N3525 type=control1 q_typed_residual_context=0.618807 sequence=251.045213
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N3410 type=control1 q_typed_residual_context=0.928736 sequence=251.973948
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N1607 type=control1 q_typed_residual_context=1.601251 sequence=253.575199
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N7614 type=observe q_typed_residual_context=0.738994 sequence=254.314193
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N7402 type=observe q_typed_residual_context=1.309678 sequence=255.623870
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N647 type=control1 q_typed_residual_context=1.356456 sequence=256.980327
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N1586 type=control1 q_typed_residual_context=1.304572 sequence=258.284898
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N6948 type=observe q_typed_residual_context=1.386499 sequence=259.671397
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N7853 type=control0 q_typed_residual_context=0.955089 sequence=260.626487
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N3295 type=control1 q_typed_residual_context=0.685411 sequence=261.311898
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N3180 type=control1 q_typed_residual_context=0.537554 sequence=261.849452
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N2102 type=observe q_typed_residual_context=0.489031 sequence=262.338482
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N2652 type=control1 q_typed_residual_context=0.641953 sequence=262.980435
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N2721 type=control1 q_typed_residual_context=0.542656 sequence=263.523091
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N7482 type=observe q_typed_residual_context=0.731626 sequence=264.254717
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N2894 type=control1 q_typed_residual_context=1.056382 sequence=265.311100
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N7624 type=observe q_typed_residual_context=0.930289 sequence=266.241389
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N2952 type=control1 q_typed_residual_context=0.589430 sequence=266.830819
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N2779 type=control1 q_typed_residual_context=0.509834 sequence=267.340653
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N578 type=observe q_typed_residual_context=0.477189 sequence=267.817843
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N5627 type=observe q_typed_residual_context=0.594839 sequence=268.412681
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N2157 type=observe q_typed_residual_context=1.172953 sequence=269.585634
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N1411 type=control0 q_typed_residual_context=0.469906 sequence=270.055540
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N7852 type=control0 q_typed_residual_context=0.907561 sequence=270.963101
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N7820 type=control0 q_typed_residual_context=0.408981 sequence=271.372081
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N2837 type=control1 q_typed_residual_context=1.046445 sequence=272.418526
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N3009 type=control1 q_typed_residual_context=0.909290 sequence=273.327816
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N5617 type=observe q_typed_residual_context=0.948054 sequence=274.275870
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N7589 type=control1 q_typed_residual_context=0.636346 sequence=274.912216
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N3067 type=control1 q_typed_residual_context=0.510469 sequence=275.422686
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N8790 type=control1 q_typed_residual_context=0.712411 sequence=276.135097
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N8240 type=control1 q_typed_residual_context=0.771673 sequence=276.906770
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N8789 type=control1 q_typed_residual_context=0.921856 sequence=277.828626
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N5878 type=observe q_typed_residual_context=1.385134 sequence=279.213760
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N8239 type=control1 q_typed_residual_context=1.037742 sequence=280.251502
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N8607 type=control1 q_typed_residual_context=0.942329 sequence=281.193832
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N7414 type=control1 q_typed_residual_context=0.668341 sequence=281.862173
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N652 type=control1 q_typed_residual_context=0.699041 sequence=282.561214
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N8238 type=control1 q_typed_residual_context=1.335199 sequence=283.896413
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N4529 type=observe q_typed_residual_context=0.842383 sequence=284.738796
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N8606 type=control1 q_typed_residual_context=0.734692 sequence=285.473488
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N8237 type=control1 q_typed_residual_context=0.743388 sequence=286.216876
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N902 type=control1 q_typed_residual_context=0.877417 sequence=287.094292
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N8605 type=control1 q_typed_residual_context=0.839722 sequence=287.934014
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N8236 type=control1 q_typed_residual_context=0.800304 sequence=288.734318
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N515 type=control1 q_typed_residual_context=0.943550 sequence=289.677868
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N5876 type=observe q_typed_residual_context=1.054698 sequence=290.732566
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N6736 type=control1 q_typed_residual_context=0.537913 sequence=291.270479
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N7855 type=control0 q_typed_residual_context=0.968337 sequence=292.238815
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N7442 type=control0 q_typed_residual_context=1.062745 sequence=293.301561
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N2106 type=observe q_typed_residual_context=1.040911 sequence=294.342472
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N7385 type=observe q_typed_residual_context=1.207652 sequence=295.550124
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N6531 type=observe q_typed_residual_context=1.021767 sequence=296.571892
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N2149 type=observe q_typed_residual_context=1.922852 sequence=298.494743
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N723 type=observe q_typed_residual_context=1.856019 sequence=300.350762
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N694 type=observe q_typed_residual_context=1.735427 sequence=302.086189
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N7500 type=observe q_typed_residual_context=1.061140 sequence=303.147328
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N7453 type=observe q_typed_residual_context=1.057299 sequence=304.204627
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N7401 type=observe q_typed_residual_context=1.111464 sequence=305.316091
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N5356 type=observe q_typed_residual_context=1.124205 sequence=306.440296
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N7628 type=observe q_typed_residual_context=1.017273 sequence=307.457569
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N5874 type=observe q_typed_residual_context=0.853457 sequence=308.311025
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N5873 type=observe q_typed_residual_context=1.081525 sequence=309.392550
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N4460 type=control0 q_typed_residual_context=1.484576 sequence=310.877126
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N4521 type=observe q_typed_residual_context=1.102411 sequence=311.979537
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N712 type=observe q_typed_residual_context=1.687160 sequence=313.666697
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N8235 type=control1 q_typed_residual_context=0.885405 sequence=314.552102
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N6688 type=observe q_typed_residual_context=0.939514 sequence=315.491616
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N6673 type=observe q_typed_residual_context=1.493854 sequence=316.985471
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N725 type=observe q_typed_residual_context=1.096372 sequence=318.081843
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N679 type=observe q_typed_residual_context=1.072990 sequence=319.154833
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N7436 type=observe q_typed_residual_context=1.002211 sequence=320.157044
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N4421 type=control0 q_typed_residual_context=1.044089 sequence=321.201133
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N5473 type=observe q_typed_residual_context=0.831549 sequence=322.032683
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N705 type=observe q_typed_residual_context=1.255809 sequence=323.288492
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N5740 type=observe q_typed_residual_context=0.833623 sequence=324.122115
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N7405 type=observe q_typed_residual_context=0.881438 sequence=325.003553
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N4359 type=control0 q_typed_residual_context=0.938581 sequence=325.942134
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N6573 type=observe q_typed_residual_context=0.839544 sequence=326.781678
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N6581 type=observe q_typed_residual_context=1.057944 sequence=327.839622
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N706 type=observe q_typed_residual_context=1.305509 sequence=329.145131
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N5725 type=observe q_typed_residual_context=1.079060 sequence=330.224191
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N8234 type=control1 q_typed_residual_context=1.051246 sequence=331.275437
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N8783 type=control1 q_typed_residual_context=1.156289 sequence=332.431727
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N8233 type=control1 q_typed_residual_context=1.130212 sequence=333.561939
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N4537 type=observe q_typed_residual_context=0.987372 sequence=334.549310
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N715 type=observe q_typed_residual_context=1.212954 sequence=335.762265
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N628 type=control1 q_typed_residual_context=0.945224 sequence=336.707489
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N5456 type=observe q_typed_residual_context=0.895134 sequence=337.602623
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N714 type=observe q_typed_residual_context=1.459511 sequence=339.062134
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N6593 type=control1 q_typed_residual_context=0.879754 sequence=339.941888
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N8608 type=control1 q_typed_residual_context=0.986676 sequence=340.928565
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N5439 type=observe q_typed_residual_context=0.842719 sequence=341.771284
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N6660 type=observe q_typed_residual_context=0.995158 sequence=342.766441
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N703 type=observe q_typed_residual_context=1.258141 sequence=344.024582
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N2358 type=control1 q_typed_residual_context=1.004266 sequence=345.028848
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N5422 type=observe q_typed_residual_context=0.827062 sequence=345.855910
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N4489 type=observe q_typed_residual_context=0.834590 sequence=346.690500
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N626 type=control1 q_typed_residual_context=0.749797 sequence=347.440296
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N624 type=control1 q_typed_residual_context=0.765366 sequence=348.205662
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N6743 type=control1 q_typed_residual_context=1.056282 sequence=349.261944
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N4442 type=control0 q_typed_residual_context=0.782686 sequence=350.044630
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N7404 type=observe q_typed_residual_context=0.777399 sequence=350.822030
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N5390 type=observe q_typed_residual_context=1.364230 sequence=352.186259
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N2151 type=observe q_typed_residual_context=1.091907 sequence=353.278166
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N6658 type=observe q_typed_residual_context=1.017332 sequence=354.295498
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N1874 type=observe q_typed_residual_context=1.027523 sequence=355.323022
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N5373 type=observe q_typed_residual_context=0.861315 sequence=356.184336
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N5334 type=observe q_typed_residual_context=0.834974 sequence=357.019311
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N7804 type=observe q_typed_residual_context=1.002705 sequence=358.022016
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N4532 type=control0 q_typed_residual_context=0.492419 sequence=358.514435
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N4469 type=control0 q_typed_residual_context=0.595717 sequence=359.110152
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N7439 type=observe q_typed_residual_context=0.489863 sequence=359.600015
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N7720 type=control0 q_typed_residual_context=0.389276 sequence=359.989291
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N8046 type=control0 q_typed_residual_context=0.174241 sequence=360.163532
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N7925 type=control0 q_typed_residual_context=0.158878 sequence=360.322409
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N2276 type=control1 q_typed_residual_context=0.859469 sequence=361.181878
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N2181 type=observe q_typed_residual_context=0.802247 sequence=361.984125
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N4436 type=control0 q_typed_residual_context=0.698704 sequence=362.682829
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N4497 type=observe q_typed_residual_context=0.533423 sequence=363.216253
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N719 type=observe q_typed_residual_context=1.433387 sequence=364.649640
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N699 type=observe q_typed_residual_context=1.621566 sequence=366.271206
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=266 node=N6656 type=observe q_typed_residual_context=2.754592 sequence=369.025798
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=267 node=N6932 type=observe q_typed_residual_context=2.328336 sequence=371.354134
