[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:55:23 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p40
[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:55:23 budgets=iscas99__b15_1:278
[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:55:23 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:55:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=180 node=N771 type=observe q_typed_reliable_context=0.263942 sequence=315.307043
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=181 node=N7401 type=observe q_typed_reliable_context=0.964170 sequence=316.271213
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=182 node=N8240 type=control1 q_typed_reliable_context=1.038320 sequence=317.309533
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=183 node=N8789 type=control1 q_typed_reliable_context=1.062540 sequence=318.372073
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=184 node=N6534 type=observe q_typed_reliable_context=1.084533 sequence=319.456606
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=185 node=N725 type=observe q_typed_reliable_context=1.270915 sequence=320.727521
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=186 node=N714 type=observe q_typed_reliable_context=1.179902 sequence=321.907423
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=187 node=N8239 type=control1 q_typed_reliable_context=1.210656 sequence=323.118079
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=188 node=N8607 type=control1 q_typed_reliable_context=1.032397 sequence=324.150477
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=189 node=N7624 type=observe q_typed_reliable_context=1.117100 sequence=325.267576
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=190 node=N7589 type=control1 q_typed_reliable_context=1.412685 sequence=326.680261
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=191 node=N652 type=control1 q_typed_reliable_context=1.608883 sequence=328.289145
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=192 node=N8238 type=control1 q_typed_reliable_context=1.856916 sequence=330.146061
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=193 node=N8606 type=control1 q_typed_reliable_context=1.997777 sequence=332.143838
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=194 node=N5879 type=observe q_typed_reliable_context=1.830169 sequence=333.974007
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=195 node=N4489 type=observe q_typed_reliable_context=0.913065 sequence=334.887073
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=196 node=N7627 type=observe q_typed_reliable_context=1.842855 sequence=336.729928
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=197 node=N5740 type=observe q_typed_reliable_context=0.746685 sequence=337.476613
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=198 node=N712 type=observe q_typed_reliable_context=2.022767 sequence=339.499381
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=199 node=N8237 type=control1 q_typed_reliable_context=1.549312 sequence=341.048692
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=200 node=N902 type=control1 q_typed_reliable_context=1.708061 sequence=342.756753
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=201 node=N8605 type=control1 q_typed_reliable_context=1.684869 sequence=344.441622
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=202 node=N5877 type=observe q_typed_reliable_context=1.200558 sequence=345.642180
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=203 node=N8236 type=control1 q_typed_reliable_context=1.482636 sequence=347.124816
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=204 node=N6948 type=observe q_typed_reliable_context=1.573037 sequence=348.697853
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=205 node=N5627 type=observe q_typed_reliable_context=1.411611 sequence=350.109464
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=206 node=N4532 type=control0 q_typed_reliable_context=1.088098 sequence=351.197561
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=207 node=N7405 type=observe q_typed_reliable_context=0.386521 sequence=351.584082
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=208 node=N5356 type=observe q_typed_reliable_context=0.982695 sequence=352.566777
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=209 node=N679 type=observe q_typed_reliable_context=1.157744 sequence=353.724522
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=210 node=N6667 type=observe q_typed_reliable_context=1.243987 sequence=354.968508
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=211 node=N4521 type=observe q_typed_reliable_context=1.119601 sequence=356.088110
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=212 node=N5473 type=observe q_typed_reliable_context=0.967327 sequence=357.055437
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=213 node=N715 type=observe q_typed_reliable_context=1.385022 sequence=358.440458
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=214 node=N703 type=observe q_typed_reliable_context=1.382755 sequence=359.823213
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=215 node=N5456 type=observe q_typed_reliable_context=0.827848 sequence=360.651061
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=216 node=N6673 type=observe q_typed_reliable_context=1.540716 sequence=362.191777
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=217 node=N7439 type=observe q_typed_reliable_context=1.324889 sequence=363.516667
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=218 node=N5725 type=observe q_typed_reliable_context=1.544889 sequence=365.061555
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=219 node=N706 type=observe q_typed_reliable_context=2.295398 sequence=367.356954
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=220 node=N719 type=observe q_typed_reliable_context=1.811720 sequence=369.168674
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=221 node=N705 type=observe q_typed_reliable_context=1.858497 sequence=371.027171
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=222 node=N4529 type=observe q_typed_reliable_context=1.772133 sequence=372.799304
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=223 node=N7550 type=observe q_typed_reliable_context=2.493648 sequence=375.292952
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=224 node=N734 type=observe q_typed_reliable_context=3.731960 sequence=379.024911
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=225 node=N7694 type=control0 q_typed_reliable_context=0.058235 sequence=379.083146
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=226 node=N7404 type=observe q_typed_reliable_context=1.308313 sequence=380.391459
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=227 node=N5439 type=observe q_typed_reliable_context=1.085599 sequence=381.477058
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=228 node=N2151 type=observe q_typed_reliable_context=1.819642 sequence=383.296699
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=229 node=N6581 type=observe q_typed_reliable_context=1.877605 sequence=385.174305
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=230 node=N5334 type=observe q_typed_reliable_context=1.210293 sequence=386.384598
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=231 node=N5422 type=observe q_typed_reliable_context=0.974083 sequence=387.358681
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=232 node=N4497 type=observe q_typed_reliable_context=1.400764 sequence=388.759445
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=233 node=N1874 type=observe q_typed_reliable_context=1.824184 sequence=390.583629
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=234 node=N7512 type=observe q_typed_reliable_context=1.835064 sequence=392.418693
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=235 node=N7380 type=observe q_typed_reliable_context=1.323148 sequence=393.741842
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=236 node=N7720 type=control0 q_typed_reliable_context=1.003569 sequence=394.745410
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=237 node=N5390 type=observe q_typed_reliable_context=0.999229 sequence=395.744640
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=238 node=N5283 type=observe q_typed_reliable_context=1.078559 sequence=396.823198
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=239 node=N7696 type=control0 q_typed_reliable_context=0.071879 sequence=396.895078
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=240 node=N8235 type=control1 q_typed_reliable_context=1.724436 sequence=398.619514
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=241 node=N6660 type=observe q_typed_reliable_context=1.663003 sequence=400.282517
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=242 node=N5373 type=observe q_typed_reliable_context=1.347695 sequence=401.630212
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=243 node=N699 type=observe q_typed_reliable_context=2.388720 sequence=404.018932
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=244 node=N708 type=observe q_typed_reliable_context=3.223364 sequence=407.242296
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=245 node=N4505 type=observe q_typed_reliable_context=3.488889 sequence=410.731184
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=246 node=N6658 type=observe q_typed_reliable_context=2.255904 sequence=412.987088
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=247 node=N1351 type=observe q_typed_reliable_context=1.514178 sequence=414.501266
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=248 node=N515 type=control1 q_typed_reliable_context=0.998152 sequence=415.499418
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=249 node=N7381 type=observe q_typed_reliable_context=2.007235 sequence=417.506653
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=250 node=N6736 type=control1 q_typed_reliable_context=0.896394 sequence=418.403047
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=251 node=N6730 type=control1 q_typed_reliable_context=0.822383 sequence=419.225429
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=252 node=N7441 type=control0 q_typed_reliable_context=0.052627 sequence=419.278056
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=253 node=N2159 type=observe q_typed_reliable_context=2.535449 sequence=421.813505
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=254 node=N8234 type=control1 q_typed_reliable_context=1.665529 sequence=423.479033
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=255 node=N8233 type=control1 q_typed_reliable_context=1.197674 sequence=424.676707
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=256 node=N6677 type=observe q_typed_reliable_context=1.188522 sequence=425.865230
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=257 node=N729 type=observe q_typed_reliable_context=4.016335 sequence=429.881565
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=258 node=N684 type=observe q_typed_reliable_context=4.748772 sequence=434.630337
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=259 node=N531 type=observe q_typed_reliable_context=3.030637 sequence=437.660975
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=260 node=N533 type=observe q_typed_reliable_context=2.104896 sequence=439.765871
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=261 node=N535 type=observe q_typed_reliable_context=2.463135 sequence=442.229005
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=262 node=N537 type=observe q_typed_reliable_context=2.491767 sequence=444.720772
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=263 node=N539 type=observe q_typed_reliable_context=1.498101 sequence=446.218873
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=264 node=N541 type=observe q_typed_reliable_context=1.493618 sequence=447.712491
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=265 node=N543 type=observe q_typed_reliable_context=1.501292 sequence=449.213783
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=266 node=N4513 type=observe q_typed_reliable_context=2.180741 sequence=451.394524
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=267 node=N545 type=observe q_typed_reliable_context=3.505862 sequence=454.900387
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=268 node=N2181 type=observe q_typed_reliable_context=0.369866 sequence=455.270253
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=269 node=N8783 type=control1 q_typed_reliable_context=2.351433 sequence=457.621686
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=270 node=N8608 type=control1 q_typed_reliable_context=3.902109 sequence=461.523795
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=271 node=N686 type=observe q_typed_reliable_context=1.826471 sequence=463.350266
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=272 node=N898 type=observe q_typed_reliable_context=2.341915 sequence=465.692181
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=273 node=N2243 type=observe q_typed_reliable_context=3.779899 sequence=469.472080
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=274 node=N689 type=observe q_typed_reliable_context=4.333979 sequence=473.806059
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=275 node=N6741 type=control1 q_typed_reliable_context=1.402488 sequence=475.208547
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=276 node=N7444 type=observe q_typed_reliable_context=2.585912 sequence=477.794459
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=277 node=N6594 type=control1 q_typed_reliable_context=1.768726 sequence=479.563185
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=278 node=N6743 type=control1 q_typed_reliable_context=1.122986 sequence=480.686170
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p40/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:58:42 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=198.559 plan_csv=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p40/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:58:42 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-alpha-boundary/a0.40] [eval iscas99__b15_1] {
[b15-alpha-boundary/a0.40] [eval iscas99__b15_1]   "records": 2,
[b15-alpha-boundary/a0.40] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p40/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-alpha-boundary/a0.40] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p40/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-alpha-boundary/a0.40] [eval iscas99__b15_1] }
[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:58:49 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11752000000000018 plan_sec=198.559 eval_sec=6.571 total_sec=205.146
[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:58:49 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11752000000000018 positives=1 negatives=0 elapsed=205.147
