[b15-alpha-boundary/a0.30] [gmean] 2026-07-21T14:55:23 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p30
[b15-alpha-boundary/a0.30] [gmean] 2026-07-21T14:55:23 budgets=iscas99__b15_1:278
[b15-alpha-boundary/a0.30] [gmean] 2026-07-21T14:55:23 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-alpha-boundary/a0.30] [gmean] 2026-07-21T14:55:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=180 node=N7453 type=observe q_typed_reliable_context=0.535571 sequence=345.246313
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=181 node=N7500 type=observe q_typed_reliable_context=0.644760 sequence=345.891073
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=182 node=N8790 type=control1 q_typed_reliable_context=1.355352 sequence=347.246425
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=183 node=N7614 type=observe q_typed_reliable_context=0.735230 sequence=347.981655
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=184 node=N8240 type=control1 q_typed_reliable_context=2.020497 sequence=350.002152
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=185 node=N3067 type=control1 q_typed_reliable_context=1.238460 sequence=351.240612
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=186 node=N7401 type=observe q_typed_reliable_context=0.891468 sequence=352.132080
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=187 node=N8789 type=control1 q_typed_reliable_context=1.056411 sequence=353.188492
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=188 node=N7681 type=observe q_typed_reliable_context=1.049476 sequence=354.237968
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=189 node=N8239 type=control1 q_typed_reliable_context=1.294702 sequence=355.532670
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=190 node=N6688 type=observe q_typed_reliable_context=0.993530 sequence=356.526200
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=191 node=N4521 type=observe q_typed_reliable_context=1.534131 sequence=358.060331
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=192 node=N8607 type=control1 q_typed_reliable_context=2.034211 sequence=360.094541
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=193 node=N5879 type=observe q_typed_reliable_context=2.406416 sequence=362.500957
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=194 node=N714 type=observe q_typed_reliable_context=2.166518 sequence=364.667475
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=195 node=N6673 type=observe q_typed_reliable_context=1.810756 sequence=366.478231
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=196 node=N5873 type=observe q_typed_reliable_context=1.287827 sequence=367.766058
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=197 node=N5740 type=observe q_typed_reliable_context=1.198109 sequence=368.964167
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=198 node=N5877 type=observe q_typed_reliable_context=0.908970 sequence=369.873137
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=199 node=N715 type=observe q_typed_reliable_context=1.983712 sequence=371.856849
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=200 node=N725 type=observe q_typed_reliable_context=1.917569 sequence=373.774417
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=201 node=N705 type=observe q_typed_reliable_context=1.936897 sequence=375.711314
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=202 node=N652 type=control1 q_typed_reliable_context=1.806019 sequence=377.517334
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=203 node=N8238 type=control1 q_typed_reliable_context=2.582308 sequence=380.099642
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=204 node=N8606 type=control1 q_typed_reliable_context=2.188079 sequence=382.287721
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=205 node=N8237 type=control1 q_typed_reliable_context=1.908871 sequence=384.196592
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=206 node=N7436 type=observe q_typed_reliable_context=1.084014 sequence=385.280606
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=207 node=N6667 type=observe q_typed_reliable_context=2.624822 sequence=387.905428
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=208 node=N6573 type=observe q_typed_reliable_context=4.024800 sequence=391.930228
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=209 node=N4460 type=control0 q_typed_reliable_context=1.657191 sequence=393.587419
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=210 node=N4421 type=control0 q_typed_reliable_context=2.298891 sequence=395.886310
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=211 node=N902 type=control1 q_typed_reliable_context=4.747985 sequence=400.634295
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=212 node=N8605 type=control1 q_typed_reliable_context=7.003309 sequence=407.637604
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=213 node=N5473 type=observe q_typed_reliable_context=6.263283 sequence=413.900887
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=214 node=N703 type=observe q_typed_reliable_context=6.059873 sequence=419.960761
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=215 node=N5725 type=observe q_typed_reliable_context=3.170509 sequence=423.131270
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=216 node=N4497 type=observe q_typed_reliable_context=1.582736 sequence=424.714006
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=217 node=N706 type=observe q_typed_reliable_context=1.712333 sequence=426.426339
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=218 node=N8236 type=control1 q_typed_reliable_context=2.466735 sequence=428.893074
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=219 node=N4359 type=control0 q_typed_reliable_context=2.841383 sequence=431.734457
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=220 node=N4367 type=control0 q_typed_reliable_context=3.410958 sequence=435.145415
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=221 node=N515 type=control1 q_typed_reliable_context=5.756267 sequence=440.901682
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=222 node=N5456 type=observe q_typed_reliable_context=6.843042 sequence=447.744724
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=223 node=N2181 type=observe q_typed_reliable_context=2.434407 sequence=450.179131
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=224 node=N7439 type=observe q_typed_reliable_context=1.406438 sequence=451.585569
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=225 node=N679 type=observe q_typed_reliable_context=1.511248 sequence=453.096817
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=226 node=N5439 type=observe q_typed_reliable_context=1.224757 sequence=454.321574
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=227 node=N6581 type=observe q_typed_reliable_context=6.053334 sequence=460.374908
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=228 node=N5422 type=observe q_typed_reliable_context=1.359783 sequence=461.734691
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=229 node=N4505 type=observe q_typed_reliable_context=1.461038 sequence=463.195729
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=230 node=N2151 type=observe q_typed_reliable_context=1.516236 sequence=464.711965
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=231 node=N7404 type=observe q_typed_reliable_context=1.835830 sequence=466.547796
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=232 node=N5390 type=observe q_typed_reliable_context=1.253351 sequence=467.801146
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=233 node=N1874 type=observe q_typed_reliable_context=1.261108 sequence=469.062254
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=234 node=N4532 type=control0 q_typed_reliable_context=1.018242 sequence=470.080497
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=235 node=N753 type=observe q_typed_reliable_context=5.439754 sequence=475.520250
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=236 node=N5334 type=observe q_typed_reliable_context=5.151900 sequence=480.672150
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=237 node=N5373 type=observe q_typed_reliable_context=5.806575 sequence=486.478725
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=238 node=N699 type=observe q_typed_reliable_context=5.469592 sequence=491.948317
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=239 node=N3009 type=control1 q_typed_reliable_context=5.271949 sequence=497.220266
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=240 node=N7432 type=observe q_typed_reliable_context=4.792241 sequence=502.012507
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=241 node=N7807 type=observe q_typed_reliable_context=3.634233 sequence=505.646740
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=242 node=N4513 type=observe q_typed_reliable_context=5.032288 sequence=510.679028
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=243 node=N719 type=observe q_typed_reliable_context=4.136309 sequence=514.815337
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=244 node=N8235 type=control1 q_typed_reliable_context=6.143489 sequence=520.958825
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=245 node=N708 type=observe q_typed_reliable_context=5.085161 sequence=526.043986
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=246 node=N6660 type=observe q_typed_reliable_context=5.331197 sequence=531.375183
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=247 node=N734 type=observe q_typed_reliable_context=2.622094 sequence=533.997277
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=248 node=N7542 type=control0 q_typed_reliable_context=1.120408 sequence=535.117685
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=249 node=N8234 type=control1 q_typed_reliable_context=4.833892 sequence=539.951577
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=250 node=N6593 type=control1 q_typed_reliable_context=2.465137 sequence=542.416714
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=251 node=N2159 type=observe q_typed_reliable_context=2.227315 sequence=544.644029
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=252 node=N7720 type=control0 q_typed_reliable_context=1.929263 sequence=546.573291
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=253 node=N8783 type=control1 q_typed_reliable_context=5.453734 sequence=552.027025
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=254 node=N8233 type=control1 q_typed_reliable_context=4.446185 sequence=556.473210
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=255 node=N7380 type=observe q_typed_reliable_context=1.896375 sequence=558.369585
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=256 node=N4469 type=control0 q_typed_reliable_context=1.024175 sequence=559.393760
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=257 node=N4489 type=observe q_typed_reliable_context=6.166869 sequence=565.560629
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=258 node=N8608 type=control1 q_typed_reliable_context=6.771507 sequence=572.332137
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=259 node=N765 type=observe q_typed_reliable_context=5.011460 sequence=577.343596
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=260 node=N1351 type=observe q_typed_reliable_context=6.568580 sequence=583.912177
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=261 node=N686 type=observe q_typed_reliable_context=5.816483 sequence=589.728660
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=262 node=N7383 type=observe q_typed_reliable_context=3.050250 sequence=592.778910
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=263 node=N1951 type=observe q_typed_reliable_context=0.722001 sequence=593.500911
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=264 node=N684 type=observe q_typed_reliable_context=1.818813 sequence=595.319723
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=265 node=N5665 type=control0 q_typed_reliable_context=0.701364 sequence=596.021087
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=266 node=N4442 type=control0 q_typed_reliable_context=0.803126 sequence=596.824213
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=267 node=N5671 type=control0 q_typed_reliable_context=0.817316 sequence=597.641529
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=268 node=N6741 type=control1 q_typed_reliable_context=0.614162 sequence=598.255691
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=269 node=N535 type=observe q_typed_reliable_context=1.859340 sequence=600.115031
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=270 node=N6743 type=control1 q_typed_reliable_context=1.041227 sequence=601.156257
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=271 node=N1598 type=observe q_typed_reliable_context=1.747546 sequence=602.903803
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=272 node=N6678 type=observe q_typed_reliable_context=3.641722 sequence=606.545525
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=273 node=N689 type=observe q_typed_reliable_context=4.616677 sequence=611.162202
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=274 node=N1854 type=observe q_typed_reliable_context=2.514300 sequence=613.676502
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=275 node=N7512 type=observe q_typed_reliable_context=5.441762 sequence=619.118264
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=276 node=N1688 type=observe q_typed_reliable_context=4.153280 sequence=623.271543
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=277 node=N4436 type=control0 q_typed_reliable_context=2.420585 sequence=625.692128
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] [plan] step=278 node=N6947 type=control0 q_typed_reliable_context=1.109002 sequence=626.801130
[b15-alpha-boundary/a0.30] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p30/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-alpha-boundary/a0.30] [gmean] 2026-07-21T14:58:47 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=203.841 plan_csv=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p30/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-alpha-boundary/a0.30] [gmean] 2026-07-21T14:58:47 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-alpha-boundary/a0.30] [eval iscas99__b15_1] {
[b15-alpha-boundary/a0.30] [eval iscas99__b15_1]   "records": 2,
[b15-alpha-boundary/a0.30] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p30/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-alpha-boundary/a0.30] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p30/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-alpha-boundary/a0.30] [eval iscas99__b15_1] }
[b15-alpha-boundary/a0.30] [gmean] 2026-07-21T14:58:54 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12270000000000014 plan_sec=203.841 eval_sec=6.687 total_sec=210.544
[b15-alpha-boundary/a0.30] [gmean] 2026-07-21T14:58:54 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12270000000000014 positives=1 negatives=0 elapsed=210.545
