[b15-r9/horizon_joint_late/a0.20/d64] [gmean] 2026-07-21T16:34:26 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_64
[b15-r9/horizon_joint_late/a0.20/d64] [gmean] 2026-07-21T16:34:26 budgets=iscas99__b15_1:278
[b15-r9/horizon_joint_late/a0.20/d64] [gmean] 2026-07-21T16:34:26 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_joint_late/a0.20/d64] [gmean] 2026-07-21T16:34:26 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=163 node=N5874 type=observe q_typed_reliable_context=1.164670 sequence=287.854764
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=164 node=N628 type=control1 q_typed_reliable_context=1.136334 sequence=288.991098
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=165 node=N7385 type=observe q_typed_reliable_context=1.672519 sequence=290.663617
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=166 node=N7882 type=control1 q_typed_reliable_context=1.427772 sequence=292.091389
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=167 node=N763 type=observe q_typed_reliable_context=0.938640 sequence=293.030029
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=168 node=N2151 type=observe q_typed_reliable_context=2.117519 sequence=295.147548
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=169 node=N722 type=observe q_typed_reliable_context=2.460242 sequence=297.607789
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=170 node=N7726 type=control0 q_typed_reliable_context=2.197320 sequence=299.805109
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=171 node=N7627 type=observe q_typed_reliable_context=1.356735 sequence=301.161844
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=172 node=N712 type=observe q_typed_reliable_context=1.475066 sequence=302.636910
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=173 node=N725 type=observe q_typed_reliable_context=1.875362 sequence=304.512272
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=174 node=N7681 type=observe q_typed_reliable_context=1.459926 sequence=305.972197
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=175 node=N2952 type=control1 q_typed_reliable_context=1.118933 sequence=307.091130
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=176 node=N2837 type=control1 q_typed_reliable_context=1.051341 sequence=308.142472
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=177 node=N2721 type=control1 q_typed_reliable_context=1.041473 sequence=309.183945
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=178 node=N3009 type=control1 q_typed_reliable_context=1.119885 sequence=310.303830
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=179 node=N2894 type=control1 q_typed_reliable_context=1.170704 sequence=311.474534
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=180 node=N3067 type=control1 q_typed_reliable_context=1.275929 sequence=312.750463
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=181 node=N8790 type=control1 q_typed_reliable_context=1.357443 sequence=314.107906
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=182 node=N8240 type=control1 q_typed_reliable_context=1.297732 sequence=315.405638
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=183 node=N8789 type=control1 q_typed_reliable_context=1.176151 sequence=316.581788
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=184 node=N8239 type=control1 q_typed_reliable_context=1.269852 sequence=317.851641
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=185 node=N8607 type=control1 q_typed_reliable_context=1.286754 sequence=319.138394
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=186 node=N5028 type=observe q_typed_reliable_context=0.917190 sequence=320.055584
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=187 node=N2779 type=control1 q_typed_reliable_context=1.632966 sequence=321.688550
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=188 node=N7589 type=control1 q_typed_reliable_context=0.984357 sequence=322.672907
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=189 node=N6948 type=observe q_typed_reliable_context=0.871486 sequence=323.544393
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=190 node=N7401 type=observe q_typed_reliable_context=0.918737 sequence=324.463130
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=191 node=N2652 type=control1 q_typed_reliable_context=1.297114 sequence=325.760244
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=192 node=N7512 type=control1 q_typed_reliable_context=1.481408 sequence=327.241652
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=193 node=N8606 type=control1 q_typed_reliable_context=1.325374 sequence=328.567026
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=194 node=N4521 type=observe q_typed_reliable_context=0.867502 sequence=329.434528
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=195 node=N8238 type=control1 q_typed_reliable_context=1.301356 sequence=330.735885
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=196 node=N902 type=control1 q_typed_reliable_context=1.624316 sequence=332.360201
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=197 node=N652 type=control1 q_typed_reliable_context=1.389847 sequence=333.750048
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=198 node=N8605 type=control1 q_typed_reliable_context=1.448114 sequence=335.198162
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=199 node=N8236 type=control1 q_typed_reliable_context=1.355459 sequence=336.553621
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=200 node=N5356 type=observe q_typed_reliable_context=0.997405 sequence=337.551026
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=201 node=N714 type=observe q_typed_reliable_context=1.528434 sequence=339.079460
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=202 node=N8237 type=control1 q_typed_reliable_context=1.430103 sequence=340.509564
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=203 node=N626 type=control1 q_typed_reliable_context=1.134025 sequence=341.643589
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=204 node=N624 type=control1 q_typed_reliable_context=1.097527 sequence=342.741116
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=205 node=N515 type=control1 q_typed_reliable_context=1.201996 sequence=343.943112
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=206 node=N8235 type=control1 q_typed_reliable_context=0.850937 sequence=344.794050
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=207 node=N5873 type=observe q_typed_reliable_context=1.111588 sequence=345.905638
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=208 node=N5726 type=control1 q_typed_reliable_context=0.682029 sequence=346.587667
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=209 node=N5740 type=observe q_typed_reliable_context=0.722399 sequence=347.310066
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=210 node=N715 type=observe q_typed_reliable_context=1.321524 sequence=348.631590
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=211 node=N7405 type=observe q_typed_reliable_context=1.089340 sequence=349.720930
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=212 node=N6673 type=observe q_typed_reliable_context=2.016056 sequence=351.736986
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=213 node=N7855 type=control0 q_typed_reliable_context=1.256451 sequence=352.993438
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=214 node=N8234 type=control1 q_typed_reliable_context=1.866085 sequence=354.859523
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=215 node=N6593 type=control1 q_typed_reliable_context=2.165356 sequence=357.024879
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=216 node=N8783 type=control1 q_typed_reliable_context=2.676516 sequence=359.701395
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=217 node=N8233 type=control1 q_typed_reliable_context=2.312170 sequence=362.013565
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=218 node=N5473 type=observe q_typed_reliable_context=0.945833 sequence=362.959398
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=219 node=N703 type=observe q_typed_reliable_context=1.976749 sequence=364.936148
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=220 node=N7550 type=observe q_typed_reliable_context=1.705231 sequence=366.641379
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=221 node=N4489 type=observe q_typed_reliable_context=1.051715 sequence=367.693093
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=222 node=N8608 type=control1 q_typed_reliable_context=1.655570 sequence=369.348663
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=223 node=N5077 type=observe q_typed_reliable_context=1.097538 sequence=370.446202
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=224 node=N6573 type=observe q_typed_reliable_context=0.836289 sequence=371.282491
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=225 node=N5390 type=observe q_typed_reliable_context=1.035506 sequence=372.317996
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=226 node=N6667 type=observe q_typed_reliable_context=1.312068 sequence=373.630064
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=227 node=N7439 type=observe q_typed_reliable_context=0.753519 sequence=374.383583
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=228 node=N5422 type=observe q_typed_reliable_context=1.010558 sequence=375.394141
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=229 node=N705 type=observe q_typed_reliable_context=1.311606 sequence=376.705747
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=230 node=N4529 type=observe q_typed_reliable_context=0.883262 sequence=377.589009
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=231 node=N706 type=observe q_typed_reliable_context=1.468625 sequence=379.057634
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=232 node=N5456 type=observe q_typed_reliable_context=0.899178 sequence=379.956812
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=233 node=N679 type=observe q_typed_reliable_context=1.569164 sequence=381.525976
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=234 node=N7404 type=observe q_typed_reliable_context=1.253301 sequence=382.779277
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=235 node=N5439 type=observe q_typed_reliable_context=0.938225 sequence=383.717502
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=236 node=N6581 type=observe q_typed_reliable_context=1.816226 sequence=385.533728
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=237 node=N5373 type=observe q_typed_reliable_context=0.881131 sequence=386.414859
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=238 node=N5334 type=observe q_typed_reliable_context=1.106076 sequence=387.520935
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=239 node=N7382 type=observe q_typed_reliable_context=1.268417 sequence=388.789352
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=240 node=N7472 type=control0 q_typed_reliable_context=0.757539 sequence=389.546891
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=241 node=N4460 type=control0 q_typed_reliable_context=0.684314 sequence=390.231205
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=242 node=N2358 type=control1 q_typed_reliable_context=0.873581 sequence=391.104786
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=243 node=N4497 type=observe q_typed_reliable_context=1.179060 sequence=392.283845
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=244 node=N1874 type=observe q_typed_reliable_context=1.490386 sequence=393.774232
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=245 node=N719 type=observe q_typed_reliable_context=1.678538 sequence=395.452770
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=246 node=N6660 type=observe q_typed_reliable_context=1.687430 sequence=397.140199
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=247 node=N699 type=observe q_typed_reliable_context=2.347384 sequence=399.487584
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=248 node=N734 type=observe q_typed_reliable_context=2.219278 sequence=401.706861
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=249 node=N708 type=observe q_typed_reliable_context=2.279528 sequence=403.986389
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=250 node=N7380 type=observe q_typed_reliable_context=1.952893 sequence=405.939282
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=251 node=N1949 type=observe q_typed_reliable_context=0.778198 sequence=406.717480
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=252 node=N2159 type=observe q_typed_reliable_context=1.175710 sequence=407.893191
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=253 node=N6932 type=observe q_typed_reliable_context=1.452149 sequence=409.345340
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=254 node=N6741 type=control1 q_typed_reliable_context=0.673728 sequence=410.019068
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=255 node=N6743 type=control1 q_typed_reliable_context=0.651034 sequence=410.670101
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=256 node=N764 type=observe q_typed_reliable_context=0.611465 sequence=411.281566
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=257 node=N4537 type=observe q_typed_reliable_context=1.737204 sequence=413.018770
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=258 node=N1351 type=observe q_typed_reliable_context=0.911145 sequence=413.929915
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=259 node=N686 type=observe q_typed_reliable_context=1.367212 sequence=415.297127
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=260 node=N729 type=observe q_typed_reliable_context=1.843168 sequence=417.140295
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=261 node=N7381 type=observe q_typed_reliable_context=1.755357 sequence=418.895652
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=262 node=N6658 type=observe q_typed_reliable_context=0.766323 sequence=419.661975
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=263 node=N684 type=observe q_typed_reliable_context=1.518369 sequence=421.180344
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=264 node=N6688 type=observe q_typed_reliable_context=0.572061 sequence=421.752405
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=265 node=N4359 type=control0 q_typed_reliable_context=0.729465 sequence=422.481870
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=266 node=N4421 type=control0 q_typed_reliable_context=0.431004 sequence=422.912874
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=267 node=N4505 type=observe q_typed_reliable_context=0.762884 sequence=423.675758
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=268 node=N4367 type=control0 q_typed_reliable_context=0.886319 sequence=424.562077
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=269 node=N4532 type=control0 q_typed_reliable_context=0.655104 sequence=425.217181
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=270 node=N4442 type=control0 q_typed_reliable_context=0.610411 sequence=425.827592
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=271 node=N2181 type=observe q_typed_reliable_context=0.589421 sequence=426.417013
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=272 node=N6678 type=observe q_typed_reliable_context=0.478260 sequence=426.895273
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=273 node=N1854 type=observe q_typed_reliable_context=0.353874 sequence=427.249147
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=274 node=N765 type=observe q_typed_reliable_context=0.537429 sequence=427.786576
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=275 node=N759 type=observe q_typed_reliable_context=0.526242 sequence=428.312818
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=276 node=N2276 type=control1 q_typed_reliable_context=1.261229 sequence=429.574047
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=277 node=N689 type=observe q_typed_reliable_context=1.376567 sequence=430.950615
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] [plan] step=278 node=N4469 type=control0 q_typed_reliable_context=0.699124 sequence=431.649739
[b15-r9/horizon_joint_late/a0.20/d64] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.20/d64] [gmean] 2026-07-21T16:38:55 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=269.19 plan_csv=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.20/d64] [gmean] 2026-07-21T16:38:55 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r9/horizon_joint_late/a0.20/d64] [eval iscas99__b15_1] {
[b15-r9/horizon_joint_late/a0.20/d64] [eval iscas99__b15_1]   "records": 2,
[b15-r9/horizon_joint_late/a0.20/d64] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r9/horizon_joint_late/a0.20/d64] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r9/horizon_joint_late/a0.20/d64] [eval iscas99__b15_1] }
[b15-r9/horizon_joint_late/a0.20/d64] [gmean] 2026-07-21T16:39:04 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11918000000000006 plan_sec=269.19 eval_sec=8.35 total_sec=277.556
[b15-r9/horizon_joint_late/a0.20/d64] [gmean] 2026-07-21T16:39:04 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11918000000000006 positives=1 negatives=0 elapsed=277.557
