[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:34:26 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_128
[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:34:26 budgets=iscas99__b15_1:278
[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:34:26 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:34:26 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=163 node=N2779 type=control1 q_typed_reliable_context=1.773688 sequence=298.360495
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=164 node=N7624 type=observe q_typed_reliable_context=1.940457 sequence=300.300952
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=165 node=N7735 type=control0 q_typed_reliable_context=1.073521 sequence=301.374473
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=166 node=N7734 type=control0 q_typed_reliable_context=0.956245 sequence=302.330718
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=167 node=N5867 type=observe q_typed_reliable_context=1.005948 sequence=303.336666
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=168 node=N7733 type=control0 q_typed_reliable_context=1.160469 sequence=304.497135
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=169 node=N7728 type=control0 q_typed_reliable_context=1.106850 sequence=305.603986
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=170 node=N5876 type=observe q_typed_reliable_context=0.687554 sequence=306.291540
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=171 node=N7589 type=control1 q_typed_reliable_context=1.317909 sequence=307.609449
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=172 node=N4529 type=observe q_typed_reliable_context=0.225660 sequence=307.835109
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=173 node=N722 type=observe q_typed_reliable_context=1.871411 sequence=309.706521
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=174 node=N5874 type=observe q_typed_reliable_context=1.116910 sequence=310.823431
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=175 node=N7402 type=observe q_typed_reliable_context=0.779766 sequence=311.603197
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=176 node=N8790 type=control1 q_typed_reliable_context=1.326870 sequence=312.930067
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=177 node=N6673 type=observe q_typed_reliable_context=1.924402 sequence=314.854469
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=178 node=N2157 type=observe q_typed_reliable_context=1.497800 sequence=316.352270
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=179 node=N723 type=observe q_typed_reliable_context=1.818716 sequence=318.170985
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=180 node=N712 type=observe q_typed_reliable_context=1.667938 sequence=319.838923
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=181 node=N8240 type=control1 q_typed_reliable_context=1.425720 sequence=321.264644
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=182 node=N628 type=control1 q_typed_reliable_context=1.067289 sequence=322.331932
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=183 node=N8789 type=control1 q_typed_reliable_context=1.459301 sequence=323.791234
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=184 node=N8239 type=control1 q_typed_reliable_context=1.899119 sequence=325.690353
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=185 node=N8607 type=control1 q_typed_reliable_context=2.124425 sequence=327.814778
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=186 node=N3067 type=control1 q_typed_reliable_context=1.932537 sequence=329.747315
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=187 node=N3009 type=control1 q_typed_reliable_context=1.547022 sequence=331.294337
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=188 node=N652 type=control1 q_typed_reliable_context=1.605849 sequence=332.900186
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=189 node=N8238 type=control1 q_typed_reliable_context=1.369298 sequence=334.269483
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=190 node=N8606 type=control1 q_typed_reliable_context=1.310949 sequence=335.580433
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=191 node=N2837 type=control1 q_typed_reliable_context=1.355871 sequence=336.936304
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=192 node=N8237 type=control1 q_typed_reliable_context=1.647139 sequence=338.583443
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=193 node=N902 type=control1 q_typed_reliable_context=1.977454 sequence=340.560896
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=194 node=N8605 type=control1 q_typed_reliable_context=1.643725 sequence=342.204622
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=195 node=N7626 type=observe q_typed_reliable_context=1.217612 sequence=343.422233
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=196 node=N8236 type=control1 q_typed_reliable_context=1.316195 sequence=344.738428
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=197 node=N515 type=control1 q_typed_reliable_context=1.122283 sequence=345.860711
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=198 node=N5356 type=observe q_typed_reliable_context=1.082225 sequence=346.942936
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=199 node=N7436 type=observe q_typed_reliable_context=1.392045 sequence=348.334981
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=200 node=N4521 type=observe q_typed_reliable_context=1.447551 sequence=349.782532
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=201 node=N714 type=observe q_typed_reliable_context=1.870800 sequence=351.653333
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=202 node=N7681 type=observe q_typed_reliable_context=1.417858 sequence=353.071190
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=203 node=N5873 type=observe q_typed_reliable_context=1.689277 sequence=354.760468
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=204 node=N626 type=control1 q_typed_reliable_context=1.212430 sequence=355.972897
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=205 node=N624 type=control1 q_typed_reliable_context=1.140024 sequence=357.112921
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=206 node=N5726 type=control1 q_typed_reliable_context=1.156266 sequence=358.269187
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=207 node=N7732 type=control0 q_typed_reliable_context=1.274529 sequence=359.543716
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=208 node=N8235 type=control1 q_typed_reliable_context=1.536631 sequence=361.080347
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=209 node=N7731 type=control0 q_typed_reliable_context=1.334327 sequence=362.414675
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=210 node=N8234 type=control1 q_typed_reliable_context=1.591981 sequence=364.006656
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=211 node=N7730 type=control0 q_typed_reliable_context=1.415653 sequence=365.422309
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=212 node=N7729 type=control0 q_typed_reliable_context=1.373768 sequence=366.796076
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=213 node=N6593 type=control1 q_typed_reliable_context=1.181905 sequence=367.977981
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=214 node=N8783 type=control1 q_typed_reliable_context=1.774409 sequence=369.752390
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=215 node=N8233 type=control1 q_typed_reliable_context=1.591266 sequence=371.343656
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=216 node=N8608 type=control1 q_typed_reliable_context=1.631007 sequence=372.974662
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=217 node=N2358 type=control1 q_typed_reliable_context=1.728047 sequence=374.702710
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=218 node=N6531 type=observe q_typed_reliable_context=1.052078 sequence=375.754788
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=219 node=N6743 type=control1 q_typed_reliable_context=0.564635 sequence=376.319423
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=220 node=N6741 type=control1 q_typed_reliable_context=0.612829 sequence=376.932252
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=221 node=N725 type=observe q_typed_reliable_context=1.542566 sequence=378.474818
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=222 node=N715 type=observe q_typed_reliable_context=2.272041 sequence=380.746859
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=223 node=N7385 type=observe q_typed_reliable_context=1.620606 sequence=382.367465
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=224 node=N7855 type=control0 q_typed_reliable_context=1.606747 sequence=383.974212
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=225 node=N5473 type=observe q_typed_reliable_context=1.265063 sequence=385.239276
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=226 node=N705 type=observe q_typed_reliable_context=2.523081 sequence=387.762357
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=227 node=N5740 type=observe q_typed_reliable_context=1.222306 sequence=388.984662
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=228 node=N7405 type=observe q_typed_reliable_context=0.854538 sequence=389.839200
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=229 node=N2276 type=control1 q_typed_reliable_context=1.594994 sequence=391.434194
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=230 node=N6668 type=observe q_typed_reliable_context=0.841211 sequence=392.275405
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=231 node=N679 type=observe q_typed_reliable_context=1.576457 sequence=393.851862
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=232 node=N7550 type=observe q_typed_reliable_context=1.558707 sequence=395.410569
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=233 node=N6573 type=observe q_typed_reliable_context=1.170780 sequence=396.581349
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=234 node=N4489 type=observe q_typed_reliable_context=1.524470 sequence=398.105819
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=235 node=N703 type=observe q_typed_reliable_context=1.457352 sequence=399.563171
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=236 node=N5456 type=observe q_typed_reliable_context=0.948401 sequence=400.511572
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=237 node=N5422 type=observe q_typed_reliable_context=1.117816 sequence=401.629388
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=238 node=N706 type=observe q_typed_reliable_context=1.713927 sequence=403.343315
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=239 node=N6660 type=observe q_typed_reliable_context=1.186020 sequence=404.529335
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=240 node=N5439 type=observe q_typed_reliable_context=0.935444 sequence=405.464779
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=241 node=N4513 type=observe q_typed_reliable_context=1.319232 sequence=406.784011
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=242 node=N2151 type=observe q_typed_reliable_context=1.353054 sequence=408.137065
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=243 node=N7439 type=observe q_typed_reliable_context=1.447257 sequence=409.584322
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=244 node=N4460 type=control0 q_typed_reliable_context=1.318151 sequence=410.902473
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=245 node=N6678 type=observe q_typed_reliable_context=0.916535 sequence=411.819008
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=246 node=N5202 type=observe q_typed_reliable_context=1.103853 sequence=412.922861
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=247 node=N719 type=observe q_typed_reliable_context=1.529281 sequence=414.452143
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=248 node=N5334 type=observe q_typed_reliable_context=1.294409 sequence=415.746552
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=249 node=N734 type=observe q_typed_reliable_context=1.659112 sequence=417.405663
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=250 node=N7382 type=observe q_typed_reliable_context=1.309099 sequence=418.714763
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=251 node=N1874 type=observe q_typed_reliable_context=1.083295 sequence=419.798058
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=252 node=N7512 type=observe q_typed_reliable_context=0.928051 sequence=420.726108
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=253 node=N6728 type=control1 q_typed_reliable_context=1.163427 sequence=421.889536
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=254 node=N4497 type=observe q_typed_reliable_context=1.450435 sequence=423.339970
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=255 node=N4421 type=control0 q_typed_reliable_context=1.003137 sequence=424.343107
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=256 node=N4367 type=control0 q_typed_reliable_context=0.785883 sequence=425.128989
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=257 node=N1598 type=observe q_typed_reliable_context=0.701500 sequence=425.830490
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=258 node=N5390 type=observe q_typed_reliable_context=0.913193 sequence=426.743682
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=259 node=N699 type=observe q_typed_reliable_context=1.386405 sequence=428.130087
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=260 node=N4532 type=control0 q_typed_reliable_context=0.691652 sequence=428.821739
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=261 node=N6688 type=observe q_typed_reliable_context=0.752889 sequence=429.574629
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=262 node=N6656 type=observe q_typed_reliable_context=0.964186 sequence=430.538815
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=263 node=N6952 type=observe q_typed_reliable_context=1.124875 sequence=431.663690
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=264 node=N5373 type=observe q_typed_reliable_context=0.790033 sequence=432.453723
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=265 node=N6932 type=observe q_typed_reliable_context=1.122688 sequence=433.576410
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=266 node=N708 type=observe q_typed_reliable_context=1.346269 sequence=434.922679
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=267 node=N7380 type=observe q_typed_reliable_context=0.991485 sequence=435.914163
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=268 node=N4442 type=control0 q_typed_reliable_context=0.749416 sequence=436.663579
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=269 node=N6685 type=observe q_typed_reliable_context=0.701675 sequence=437.365254
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=270 node=N1351 type=observe q_typed_reliable_context=1.127664 sequence=438.492919
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=271 node=N4505 type=observe q_typed_reliable_context=0.997845 sequence=439.490763
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=272 node=N4469 type=control0 q_typed_reliable_context=0.959780 sequence=440.450543
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=273 node=N684 type=observe q_typed_reliable_context=1.321282 sequence=441.771825
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=274 node=N7383 type=observe q_typed_reliable_context=0.895002 sequence=442.666827
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=275 node=N531 type=observe q_typed_reliable_context=0.722856 sequence=443.389684
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=276 node=N533 type=observe q_typed_reliable_context=0.965736 sequence=444.355420
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=277 node=N535 type=observe q_typed_reliable_context=0.956417 sequence=445.311836
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=278 node=N537 type=observe q_typed_reliable_context=0.935993 sequence=446.247830
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_128/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:38:15 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=229.305 plan_csv=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_128/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:38:15 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r9/horizon_joint_late/a0.20/d128] [eval iscas99__b15_1] {
[b15-r9/horizon_joint_late/a0.20/d128] [eval iscas99__b15_1]   "records": 2,
[b15-r9/horizon_joint_late/a0.20/d128] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_128/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r9/horizon_joint_late/a0.20/d128] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_128/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r9/horizon_joint_late/a0.20/d128] [eval iscas99__b15_1] }
[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:38:22 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12323000000000006 plan_sec=229.305 eval_sec=6.177 total_sec=235.498
[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:38:22 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12323000000000006 positives=1 negatives=0 elapsed=235.499
