[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:29:47 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_only_late/best_final_horizon/alpha_0p20_decay_128
[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:29:47 budgets=iscas99__b15_1:278
[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:29:47 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:29:47 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=165 node=N4521 type=observe q_typed_reliable_context=1.319645 sequence=309.083087
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=166 node=N7626 type=observe q_typed_reliable_context=2.581499 sequence=311.664586
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=167 node=N5603 type=observe q_typed_reliable_context=2.993274 sequence=314.657860
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=168 node=N714 type=observe q_typed_reliable_context=2.154067 sequence=316.811928
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=169 node=N722 type=observe q_typed_reliable_context=1.956296 sequence=318.768224
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=170 node=N7385 type=observe q_typed_reliable_context=1.819102 sequence=320.587326
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=171 node=N5874 type=observe q_typed_reliable_context=2.424072 sequence=323.011398
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=172 node=N6673 type=observe q_typed_reliable_context=3.413734 sequence=326.425132
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=173 node=N715 type=observe q_typed_reliable_context=2.645393 sequence=329.070525
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=174 node=N7613 type=observe q_typed_reliable_context=2.258872 sequence=331.329397
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=175 node=N5740 type=observe q_typed_reliable_context=2.644439 sequence=333.973836
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=176 node=N703 type=observe q_typed_reliable_context=2.669596 sequence=336.643432
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=177 node=N7436 type=observe q_typed_reliable_context=2.061124 sequence=338.704556
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=178 node=N6531 type=observe q_typed_reliable_context=2.086846 sequence=340.791402
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=179 node=N5356 type=observe q_typed_reliable_context=1.958614 sequence=342.750016
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=180 node=N7681 type=observe q_typed_reliable_context=2.104132 sequence=344.854149
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=181 node=N2157 type=observe q_typed_reliable_context=1.333905 sequence=346.188054
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=182 node=N1949 type=observe q_typed_reliable_context=0.860740 sequence=347.048793
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=183 node=N5873 type=observe q_typed_reliable_context=2.813399 sequence=349.862193
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=184 node=N5473 type=observe q_typed_reliable_context=2.565245 sequence=352.427438
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=185 node=N7401 type=observe q_typed_reliable_context=1.967026 sequence=354.394464
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=186 node=N706 type=observe q_typed_reliable_context=2.277269 sequence=356.671732
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=187 node=N723 type=observe q_typed_reliable_context=3.912883 sequence=360.584615
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=188 node=N2149 type=observe q_typed_reliable_context=3.307501 sequence=363.892116
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=189 node=N7589 type=control1 q_typed_reliable_context=1.517417 sequence=365.409533
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=190 node=N2181 type=observe q_typed_reliable_context=2.615535 sequence=368.025067
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=191 node=N6668 type=observe q_typed_reliable_context=3.557226 sequence=371.582293
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=192 node=N725 type=observe q_typed_reliable_context=3.380273 sequence=374.962566
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=193 node=N8790 type=control1 q_typed_reliable_context=6.512845 sequence=381.475411
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=194 node=N705 type=observe q_typed_reliable_context=5.812000 sequence=387.287411
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=195 node=N6573 type=observe q_typed_reliable_context=5.776331 sequence=393.063742
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=196 node=N4529 type=observe q_typed_reliable_context=4.776491 sequence=397.840233
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=197 node=N7550 type=observe q_typed_reliable_context=3.992581 sequence=401.832814
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=198 node=N5725 type=observe q_typed_reliable_context=5.170752 sequence=407.003565
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=199 node=N8240 type=control1 q_typed_reliable_context=3.646124 sequence=410.649690
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=200 node=N712 type=observe q_typed_reliable_context=4.793331 sequence=415.443021
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=201 node=N8789 type=control1 q_typed_reliable_context=3.393888 sequence=418.836909
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=202 node=N5456 type=observe q_typed_reliable_context=2.608200 sequence=421.445109
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=203 node=N7439 type=observe q_typed_reliable_context=2.893217 sequence=424.338327
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=204 node=N6688 type=observe q_typed_reliable_context=1.481732 sequence=425.820058
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=205 node=N8239 type=control1 q_typed_reliable_context=2.799483 sequence=428.619541
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=206 node=N679 type=observe q_typed_reliable_context=2.258338 sequence=430.877879
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=207 node=N8607 type=control1 q_typed_reliable_context=2.311221 sequence=433.189099
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=208 node=N5439 type=observe q_typed_reliable_context=1.943775 sequence=435.132874
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=209 node=N6660 type=observe q_typed_reliable_context=2.048555 sequence=437.181428
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=210 node=N4505 type=observe q_typed_reliable_context=1.605471 sequence=438.786899
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=211 node=N2151 type=observe q_typed_reliable_context=3.570154 sequence=442.357054
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=212 node=N719 type=observe q_typed_reliable_context=2.848598 sequence=445.205652
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=213 node=N7432 type=observe q_typed_reliable_context=2.368168 sequence=447.573819
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=214 node=N5422 type=observe q_typed_reliable_context=1.565756 sequence=449.139575
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=215 node=N5202 type=observe q_typed_reliable_context=1.716747 sequence=450.856322
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=216 node=N1874 type=observe q_typed_reliable_context=2.154644 sequence=453.010966
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=217 node=N7512 type=observe q_typed_reliable_context=1.402813 sequence=454.413779
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=218 node=N6656 type=observe q_typed_reliable_context=1.667619 sequence=456.081398
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=219 node=N5334 type=observe q_typed_reliable_context=1.146063 sequence=457.227461
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=220 node=N734 type=observe q_typed_reliable_context=1.526761 sequence=458.754222
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=221 node=N7382 type=observe q_typed_reliable_context=1.401119 sequence=460.155341
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=222 node=N3067 type=control1 q_typed_reliable_context=0.879941 sequence=461.035282
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=223 node=N4497 type=observe q_typed_reliable_context=0.873626 sequence=461.908907
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=224 node=N5390 type=observe q_typed_reliable_context=1.787015 sequence=463.695922
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=225 node=N754 type=observe q_typed_reliable_context=1.507424 sequence=465.203346
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=226 node=N2894 type=control1 q_typed_reliable_context=2.030751 sequence=467.234097
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=227 node=N699 type=observe q_typed_reliable_context=1.674420 sequence=468.908517
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=228 node=N6952 type=observe q_typed_reliable_context=3.321285 sequence=472.229802
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=229 node=N6932 type=observe q_typed_reliable_context=3.538596 sequence=475.768399
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=230 node=N8238 type=control1 q_typed_reliable_context=4.918359 sequence=480.686757
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=231 node=N5373 type=observe q_typed_reliable_context=3.217077 sequence=483.903835
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=232 node=N708 type=observe q_typed_reliable_context=5.833749 sequence=489.737584
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=233 node=N7380 type=observe q_typed_reliable_context=4.200506 sequence=493.938090
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=234 node=N8606 type=control1 q_typed_reliable_context=3.273262 sequence=497.211351
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=235 node=N8237 type=control1 q_typed_reliable_context=3.867824 sequence=501.079176
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=236 node=N1854 type=observe q_typed_reliable_context=2.106507 sequence=503.185683
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=237 node=N4513 type=observe q_typed_reliable_context=1.256509 sequence=504.442192
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=238 node=N902 type=control1 q_typed_reliable_context=2.429246 sequence=506.871438
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=239 node=N6658 type=observe q_typed_reliable_context=1.500909 sequence=508.372347
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=240 node=N684 type=observe q_typed_reliable_context=1.325701 sequence=509.698048
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=241 node=N2159 type=observe q_typed_reliable_context=1.108692 sequence=510.806740
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=242 node=N1351 type=observe q_typed_reliable_context=1.522040 sequence=512.328781
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=243 node=N1688 type=observe q_typed_reliable_context=1.121453 sequence=513.450234
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=244 node=N3009 type=control1 q_typed_reliable_context=1.279242 sequence=514.729476
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=245 node=N8605 type=control1 q_typed_reliable_context=2.275470 sequence=517.004946
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=246 node=N8236 type=control1 q_typed_reliable_context=2.310168 sequence=519.315114
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=247 node=N515 type=control1 q_typed_reliable_context=2.569003 sequence=521.884118
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=248 node=N1598 type=observe q_typed_reliable_context=1.097170 sequence=522.981288
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=249 node=N765 type=observe q_typed_reliable_context=1.061191 sequence=524.042479
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=250 node=N2837 type=control1 q_typed_reliable_context=1.819432 sequence=525.861911
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=251 node=N1864 type=control1 q_typed_reliable_context=1.422563 sequence=527.284474
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=252 node=N8235 type=control1 q_typed_reliable_context=2.429466 sequence=529.713940
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=253 node=N7383 type=observe q_typed_reliable_context=1.755867 sequence=531.469808
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=254 node=N4460 type=control0 q_typed_reliable_context=1.233460 sequence=532.703268
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=255 node=N763 type=observe q_typed_reliable_context=1.289166 sequence=533.992434
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=256 node=N729 type=observe q_typed_reliable_context=1.746437 sequence=535.738871
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=257 node=N686 type=observe q_typed_reliable_context=1.440771 sequence=537.179642
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=258 node=N752 type=observe q_typed_reliable_context=1.426593 sequence=538.606235
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=259 node=N2652 type=control1 q_typed_reliable_context=1.861915 sequence=540.468150
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=260 node=N898 type=observe q_typed_reliable_context=1.639402 sequence=542.107552
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=261 node=N4537 type=observe q_typed_reliable_context=2.901663 sequence=545.009215
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=262 node=N2779 type=control1 q_typed_reliable_context=1.637227 sequence=546.646442
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=263 node=N689 type=observe q_typed_reliable_context=1.856682 sequence=548.503124
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=264 node=N2271 type=observe q_typed_reliable_context=3.395807 sequence=551.898931
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=265 node=N7381 type=observe q_typed_reliable_context=3.361483 sequence=555.260414
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=266 node=N695 type=observe q_typed_reliable_context=5.450733 sequence=560.711147
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=267 node=N7463 type=observe q_typed_reliable_context=5.851200 sequence=566.562347
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=268 node=N2243 type=observe q_typed_reliable_context=2.710881 sequence=569.273228
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=269 node=N4489 type=observe q_typed_reliable_context=4.032314 sequence=573.305542
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=270 node=N696 type=observe q_typed_reliable_context=5.573386 sequence=578.878928
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=271 node=N2259 type=observe q_typed_reliable_context=6.651629 sequence=585.530557
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=272 node=N5000 type=observe q_typed_reliable_context=6.572163 sequence=592.102720
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=273 node=N6678 type=observe q_typed_reliable_context=2.424670 sequence=594.527390
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=274 node=N6666 type=observe q_typed_reliable_context=6.947491 sequence=601.474881
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=275 node=N7422 type=observe q_typed_reliable_context=6.692870 sequence=608.167751
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=276 node=N697 type=observe q_typed_reliable_context=2.549163 sequence=610.716914
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=277 node=N2267 type=observe q_typed_reliable_context=5.439145 sequence=616.156059
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=278 node=N2263 type=observe q_typed_reliable_context=7.051653 sequence=623.207712
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_only_late/best_final_horizon/alpha_0p20_decay_128/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:34:01 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=254.025 plan_csv=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_only_late/best_final_horizon/alpha_0p20_decay_128/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:34:01 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r9/horizon_only_late/a0.20/d128] [eval iscas99__b15_1] {
[b15-r9/horizon_only_late/a0.20/d128] [eval iscas99__b15_1]   "records": 2,
[b15-r9/horizon_only_late/a0.20/d128] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_only_late/best_final_horizon/alpha_0p20_decay_128/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r9/horizon_only_late/a0.20/d128] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_only_late/best_final_horizon/alpha_0p20_decay_128/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r9/horizon_only_late/a0.20/d128] [eval iscas99__b15_1] }
[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:34:09 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12336000000000003 plan_sec=254.025 eval_sec=7.861 total_sec=261.896
[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:34:09 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12336000000000003 positives=1 negatives=0 elapsed=261.897
