[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:29:47 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_64
[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:29:47 budgets=iscas99__b15_1:278
[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:29:47 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:29:47 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=163 node=N3180 type=control1 q_typed_reliable_context=0.932567 sequence=300.988817
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=164 node=N2721 type=control1 q_typed_reliable_context=0.912125 sequence=301.900942
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=165 node=N2894 type=control1 q_typed_reliable_context=0.736113 sequence=302.637054
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=166 node=N2952 type=control1 q_typed_reliable_context=0.748287 sequence=303.385341
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=167 node=N5356 type=observe q_typed_reliable_context=1.528924 sequence=304.914265
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=168 node=N7385 type=observe q_typed_reliable_context=1.315162 sequence=306.229427
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=169 node=N6534 type=observe q_typed_reliable_context=1.014542 sequence=307.243969
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=170 node=N578 type=observe q_typed_reliable_context=0.728048 sequence=307.972017
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=171 node=N7453 type=observe q_typed_reliable_context=0.707786 sequence=308.679803
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=172 node=N694 type=observe q_typed_reliable_context=1.262801 sequence=309.942605
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=173 node=N7500 type=observe q_typed_reliable_context=1.123158 sequence=311.065763
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=174 node=N2106 type=observe q_typed_reliable_context=1.018169 sequence=312.083931
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=175 node=N705 type=observe q_typed_reliable_context=1.613809 sequence=313.697741
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=176 node=N2837 type=control1 q_typed_reliable_context=1.378483 sequence=315.076224
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=177 node=N5740 type=observe q_typed_reliable_context=1.384536 sequence=316.460759
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=178 node=N7401 type=observe q_typed_reliable_context=1.481366 sequence=317.942125
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=179 node=N7551 type=observe q_typed_reliable_context=1.521896 sequence=319.464021
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=180 node=N7442 type=control0 q_typed_reliable_context=1.352659 sequence=320.816680
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=181 node=N6677 type=observe q_typed_reliable_context=1.967830 sequence=322.784510
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=182 node=N703 type=observe q_typed_reliable_context=1.525658 sequence=324.310168
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=183 node=N5873 type=observe q_typed_reliable_context=1.299191 sequence=325.609359
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=184 node=N4529 type=observe q_typed_reliable_context=1.440838 sequence=327.050197
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=185 node=N725 type=observe q_typed_reliable_context=2.324027 sequence=329.374225
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=186 node=N712 type=observe q_typed_reliable_context=2.278868 sequence=331.653093
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=187 node=N1951 type=observe q_typed_reliable_context=1.131093 sequence=332.784186
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=188 node=N7855 type=control0 q_typed_reliable_context=1.855975 sequence=334.640161
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=189 node=N723 type=observe q_typed_reliable_context=2.823972 sequence=337.464132
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=190 node=N714 type=observe q_typed_reliable_context=3.019034 sequence=340.483166
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=191 node=N7542 type=control0 q_typed_reliable_context=1.892298 sequence=342.375464
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=192 node=N8790 type=control1 q_typed_reliable_context=2.994810 sequence=345.370273
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=193 node=N8240 type=control1 q_typed_reliable_context=2.401409 sequence=347.771682
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=194 node=N8789 type=control1 q_typed_reliable_context=3.718009 sequence=351.489692
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=195 node=N5879 type=observe q_typed_reliable_context=5.237752 sequence=356.727444
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=196 node=N5877 type=observe q_typed_reliable_context=0.857631 sequence=357.585074
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=197 node=N8239 type=control1 q_typed_reliable_context=1.611482 sequence=359.196556
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=198 node=N8607 type=control1 q_typed_reliable_context=4.108514 sequence=363.305070
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=199 node=N2181 type=observe q_typed_reliable_context=3.011641 sequence=366.316711
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=200 node=N7436 type=observe q_typed_reliable_context=1.270537 sequence=367.587248
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=201 node=N6667 type=observe q_typed_reliable_context=2.119719 sequence=369.706966
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=202 node=N5473 type=observe q_typed_reliable_context=1.492613 sequence=371.199579
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=203 node=N6573 type=observe q_typed_reliable_context=1.595897 sequence=372.795476
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=204 node=N715 type=observe q_typed_reliable_context=2.933060 sequence=375.728536
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=205 node=N4497 type=observe q_typed_reliable_context=5.509388 sequence=381.237924
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=206 node=N5725 type=observe q_typed_reliable_context=2.695765 sequence=383.933690
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=207 node=N7550 type=observe q_typed_reliable_context=2.819223 sequence=386.752913
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=208 node=N3067 type=control1 q_typed_reliable_context=5.506179 sequence=392.259092
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=209 node=N706 type=observe q_typed_reliable_context=4.246151 sequence=396.505243
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=210 node=N652 type=control1 q_typed_reliable_context=5.316575 sequence=401.821818
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=211 node=N8238 type=control1 q_typed_reliable_context=3.882757 sequence=405.704575
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=212 node=N8606 type=control1 q_typed_reliable_context=4.694533 sequence=410.399108
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=213 node=N8237 type=control1 q_typed_reliable_context=5.134877 sequence=415.533986
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=214 node=N902 type=control1 q_typed_reliable_context=6.034702 sequence=421.568688
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=215 node=N5456 type=observe q_typed_reliable_context=5.009094 sequence=426.577782
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=216 node=N7439 type=observe q_typed_reliable_context=6.030706 sequence=432.608489
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=217 node=N6673 type=observe q_typed_reliable_context=4.468148 sequence=437.076637
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=218 node=N2151 type=observe q_typed_reliable_context=6.627756 sequence=443.704393
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=219 node=N719 type=observe q_typed_reliable_context=6.669527 sequence=450.373920
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=220 node=N679 type=observe q_typed_reliable_context=6.533775 sequence=456.907695
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=221 node=N8605 type=control1 q_typed_reliable_context=5.640460 sequence=462.548155
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=222 node=N8236 type=control1 q_typed_reliable_context=4.752455 sequence=467.300610
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=223 node=N4513 type=observe q_typed_reliable_context=4.109282 sequence=471.409891
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=224 node=N734 type=observe q_typed_reliable_context=5.801991 sequence=477.211883
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=225 node=N7404 type=observe q_typed_reliable_context=7.021388 sequence=484.233271
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=226 node=N515 type=control1 q_typed_reliable_context=6.458007 sequence=490.691278
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=227 node=N5439 type=observe q_typed_reliable_context=5.341039 sequence=496.032318
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=228 node=N5334 type=observe q_typed_reliable_context=6.451911 sequence=502.484229
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=229 node=N1874 type=observe q_typed_reliable_context=5.310473 sequence=507.794702
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=230 node=N6581 type=observe q_typed_reliable_context=5.591671 sequence=513.386374
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=231 node=N5422 type=observe q_typed_reliable_context=6.489507 sequence=519.875880
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=232 node=N699 type=observe q_typed_reliable_context=6.131076 sequence=526.006956
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=233 node=N4460 type=control0 q_typed_reliable_context=6.258559 sequence=532.265515
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=234 node=N7432 type=observe q_typed_reliable_context=5.908491 sequence=538.174006
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=235 node=N4505 type=observe q_typed_reliable_context=2.299201 sequence=540.473208
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=236 node=N4421 type=control0 q_typed_reliable_context=1.863171 sequence=542.336378
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=237 node=N5390 type=observe q_typed_reliable_context=3.190023 sequence=545.526401
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=238 node=N708 type=observe q_typed_reliable_context=6.074984 sequence=551.601385
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=239 node=N6660 type=observe q_typed_reliable_context=6.461087 sequence=558.062473
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=240 node=N5373 type=observe q_typed_reliable_context=2.725344 sequence=560.787817
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=241 node=N2159 type=observe q_typed_reliable_context=5.926936 sequence=566.714753
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=242 node=N7380 type=observe q_typed_reliable_context=3.165781 sequence=569.880534
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=243 node=N4489 type=observe q_typed_reliable_context=1.734952 sequence=571.615486
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=244 node=N4359 type=control0 q_typed_reliable_context=2.411494 sequence=574.026980
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=245 node=N765 type=observe q_typed_reliable_context=5.876555 sequence=579.903534
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=246 node=N1351 type=observe q_typed_reliable_context=5.235194 sequence=585.138728
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=247 node=N7383 type=observe q_typed_reliable_context=5.352683 sequence=590.491411
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=248 node=N684 type=observe q_typed_reliable_context=4.570849 sequence=595.062260
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=249 node=N686 type=observe q_typed_reliable_context=3.425178 sequence=598.487438
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=250 node=N6730 type=control1 q_typed_reliable_context=1.458059 sequence=599.945497
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=251 node=N8235 type=control1 q_typed_reliable_context=2.577916 sequence=602.523413
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=252 node=N729 type=observe q_typed_reliable_context=2.604319 sequence=605.127732
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=253 node=N6736 type=control1 q_typed_reliable_context=2.202748 sequence=607.330480
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=254 node=N6734 type=control1 q_typed_reliable_context=2.572103 sequence=609.902583
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=255 node=N8234 type=control1 q_typed_reliable_context=2.222855 sequence=612.125438
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=256 node=N1854 type=observe q_typed_reliable_context=1.001748 sequence=613.127185
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=257 node=N6593 type=control1 q_typed_reliable_context=4.418469 sequence=617.545654
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=258 node=N8783 type=control1 q_typed_reliable_context=3.430121 sequence=620.975776
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=259 node=N8233 type=control1 q_typed_reliable_context=4.000585 sequence=624.976361
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=260 node=N6743 type=control1 q_typed_reliable_context=0.944725 sequence=625.921087
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=261 node=N8608 type=control1 q_typed_reliable_context=6.079048 sequence=632.000135
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=262 node=N535 type=observe q_typed_reliable_context=3.822951 sequence=635.823086
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=263 node=N4532 type=control0 q_typed_reliable_context=1.992302 sequence=637.815388
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=264 node=N754 type=observe q_typed_reliable_context=2.853465 sequence=640.668853
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=265 node=N689 type=observe q_typed_reliable_context=5.950395 sequence=646.619248
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=266 node=N4442 type=control0 q_typed_reliable_context=5.282144 sequence=651.901392
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=267 node=N4469 type=control0 q_typed_reliable_context=6.027281 sequence=657.928673
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=268 node=N7720 type=control0 q_typed_reliable_context=6.028364 sequence=663.957037
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=269 node=N2358 type=control1 q_typed_reliable_context=5.440115 sequence=669.397153
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=270 node=N541 type=observe q_typed_reliable_context=1.805899 sequence=671.203052
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=271 node=N4436 type=control0 q_typed_reliable_context=5.455645 sequence=676.658696
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=272 node=N543 type=observe q_typed_reliable_context=5.891204 sequence=682.549901
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=273 node=N3009 type=control1 q_typed_reliable_context=7.371946 sequence=689.921847
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=274 node=N2779 type=control1 q_typed_reliable_context=6.053948 sequence=695.975794
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=275 node=N2652 type=control1 q_typed_reliable_context=1.135818 sequence=697.111612
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=276 node=N7512 type=observe q_typed_reliable_context=0.707727 sequence=697.819339
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=277 node=N545 type=observe q_typed_reliable_context=5.226349 sequence=703.045688
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=278 node=N4367 type=control0 q_typed_reliable_context=6.707028 sequence=709.752717
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:34:18 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=271.019 plan_csv=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:34:18 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r9/horizon_joint_late/a0.05/d64] [eval iscas99__b15_1] {
[b15-r9/horizon_joint_late/a0.05/d64] [eval iscas99__b15_1]   "records": 2,
[b15-r9/horizon_joint_late/a0.05/d64] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r9/horizon_joint_late/a0.05/d64] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r9/horizon_joint_late/a0.05/d64] [eval iscas99__b15_1] }
[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:34:26 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12108000000000008 plan_sec=271.019 eval_sec=7.429 total_sec=278.464
[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:34:26 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12108000000000008 positives=1 negatives=0 elapsed=278.465
