[b15-r9/horizon_joint_late/a0.20/d0] [gmean] 2026-07-21T16:34:26 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_none
[b15-r9/horizon_joint_late/a0.20/d0] [gmean] 2026-07-21T16:34:26 budgets=iscas99__b15_1:278
[b15-r9/horizon_joint_late/a0.20/d0] [gmean] 2026-07-21T16:34:26 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_joint_late/a0.20/d0] [gmean] 2026-07-21T16:34:26 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=163 node=N2779 type=control1 q_typed_reliable_context=1.939164 sequence=323.523593
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=164 node=N2106 type=observe q_typed_reliable_context=1.773465 sequence=325.297059
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=165 node=N2721 type=control1 q_typed_reliable_context=3.711392 sequence=329.008450
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=166 node=N4529 type=observe q_typed_reliable_context=2.297692 sequence=331.306143
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_reliable_context=3.324802 sequence=334.630945
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=168 node=N5077 type=observe q_typed_reliable_context=2.486644 sequence=337.117589
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=169 node=N5878 type=observe q_typed_reliable_context=1.632041 sequence=338.749630
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=170 node=N722 type=observe q_typed_reliable_context=2.372106 sequence=341.121736
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=171 node=N5876 type=observe q_typed_reliable_context=1.354058 sequence=342.475793
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=172 node=N5866 type=observe q_typed_reliable_context=1.354658 sequence=343.830452
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=173 node=N712 type=observe q_typed_reliable_context=1.480367 sequence=345.310819
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=174 node=N7627 type=observe q_typed_reliable_context=1.376556 sequence=346.687374
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=175 node=N7385 type=observe q_typed_reliable_context=1.462500 sequence=348.149875
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=176 node=N5356 type=observe q_typed_reliable_context=0.840906 sequence=348.990780
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=177 node=N4521 type=observe q_typed_reliable_context=1.536036 sequence=350.526816
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=178 node=N5028 type=observe q_typed_reliable_context=1.168183 sequence=351.694999
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=179 node=N7854 type=control0 q_typed_reliable_context=0.748115 sequence=352.443114
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=180 node=N7853 type=control0 q_typed_reliable_context=0.733982 sequence=353.177096
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=181 node=N7852 type=control0 q_typed_reliable_context=0.752514 sequence=353.929610
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=182 node=N7847 type=control0 q_typed_reliable_context=0.716098 sequence=354.645708
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=183 node=N640 type=control1 q_typed_reliable_context=0.429689 sequence=355.075397
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=184 node=N623 type=control1 q_typed_reliable_context=0.322153 sequence=355.397550
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=185 node=N8790 type=control1 q_typed_reliable_context=0.873184 sequence=356.270734
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=186 node=N8240 type=control1 q_typed_reliable_context=1.176000 sequence=357.446734
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=187 node=N8607 type=control1 q_typed_reliable_context=1.624969 sequence=359.071703
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=188 node=N8789 type=control1 q_typed_reliable_context=1.573820 sequence=360.645522
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=189 node=N8239 type=control1 q_typed_reliable_context=1.595748 sequence=362.241270
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=190 node=N3067 type=control1 q_typed_reliable_context=1.597962 sequence=363.839232
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=191 node=N8238 type=control1 q_typed_reliable_context=1.665125 sequence=365.504358
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=192 node=N8606 type=control1 q_typed_reliable_context=1.620743 sequence=367.125101
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=193 node=N652 type=control1 q_typed_reliable_context=1.493796 sequence=368.618897
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=194 node=N8237 type=control1 q_typed_reliable_context=1.590445 sequence=370.209342
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=195 node=N902 type=control1 q_typed_reliable_context=1.826304 sequence=372.035646
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=196 node=N3009 type=control1 q_typed_reliable_context=1.761125 sequence=373.796771
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=197 node=N8605 type=control1 q_typed_reliable_context=1.783654 sequence=375.580425
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=198 node=N515 type=control1 q_typed_reliable_context=2.218726 sequence=377.799151
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=199 node=N8236 type=control1 q_typed_reliable_context=1.535567 sequence=379.334717
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=200 node=N6673 type=observe q_typed_reliable_context=2.046629 sequence=381.381347
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=201 node=N723 type=observe q_typed_reliable_context=2.138487 sequence=383.519834
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=202 node=N715 type=observe q_typed_reliable_context=2.714409 sequence=386.234243
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=203 node=N2837 type=control1 q_typed_reliable_context=1.636602 sequence=387.870844
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=204 node=N2652 type=control1 q_typed_reliable_context=2.187243 sequence=390.058087
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=205 node=N7589 type=control1 q_typed_reliable_context=1.430078 sequence=391.488166
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=206 node=N6736 type=control1 q_typed_reliable_context=0.825996 sequence=392.314162
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=207 node=N5726 type=control1 q_typed_reliable_context=1.163789 sequence=393.477951
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=208 node=N5874 type=observe q_typed_reliable_context=1.318272 sequence=394.796223
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=209 node=N6730 type=control1 q_typed_reliable_context=0.755598 sequence=395.551820
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=210 node=N8235 type=control1 q_typed_reliable_context=1.460992 sequence=397.012812
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=211 node=N8783 type=control1 q_typed_reliable_context=1.941299 sequence=398.954111
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=212 node=N8233 type=control1 q_typed_reliable_context=2.212308 sequence=401.166419
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=213 node=N8234 type=control1 q_typed_reliable_context=2.073540 sequence=403.239959
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=214 node=N6593 type=control1 q_typed_reliable_context=2.067659 sequence=405.307618
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=215 node=N8608 type=control1 q_typed_reliable_context=1.971872 sequence=407.279490
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=216 node=N5740 type=observe q_typed_reliable_context=1.449337 sequence=408.728827
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=217 node=N706 type=observe q_typed_reliable_context=2.287826 sequence=411.016652
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=218 node=N7855 type=control0 q_typed_reliable_context=1.374911 sequence=412.391563
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=219 node=N6743 type=control1 q_typed_reliable_context=1.060814 sequence=413.452377
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=220 node=N6741 type=control1 q_typed_reliable_context=1.037274 sequence=414.489651
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=221 node=N2358 type=control1 q_typed_reliable_context=1.962124 sequence=416.451775
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=222 node=N7401 type=observe q_typed_reliable_context=0.802521 sequence=417.254296
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=223 node=N6667 type=observe q_typed_reliable_context=3.627993 sequence=420.882289
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=224 node=N5473 type=observe q_typed_reliable_context=1.631998 sequence=422.514286
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=225 node=N703 type=observe q_typed_reliable_context=2.440160 sequence=424.954446
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=226 node=N7550 type=observe q_typed_reliable_context=1.968879 sequence=426.923325
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=227 node=N4513 type=observe q_typed_reliable_context=1.382748 sequence=428.306073
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=228 node=N6594 type=control1 q_typed_reliable_context=0.645188 sequence=428.951261
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=229 node=N5456 type=observe q_typed_reliable_context=1.072477 sequence=430.023738
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=230 node=N6739 type=control1 q_typed_reliable_context=0.637999 sequence=430.661737
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=231 node=N6592 type=control1 q_typed_reliable_context=0.637410 sequence=431.299147
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=232 node=N6729 type=control1 q_typed_reliable_context=0.685693 sequence=431.984839
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=233 node=N2276 type=control1 q_typed_reliable_context=1.211436 sequence=433.196275
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=234 node=N2332 type=control1 q_typed_reliable_context=1.000425 sequence=434.196700
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=235 node=N6728 type=control1 q_typed_reliable_context=1.346412 sequence=435.543112
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=236 node=N705 type=observe q_typed_reliable_context=2.235883 sequence=437.778995
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=237 node=N7405 type=observe q_typed_reliable_context=0.843770 sequence=438.622765
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=238 node=N6573 type=observe q_typed_reliable_context=1.403680 sequence=440.026445
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=239 node=N2008 type=observe q_typed_reliable_context=0.920773 sequence=440.947217
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=240 node=N679 type=observe q_typed_reliable_context=1.335598 sequence=442.282815
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=241 node=N6731 type=control1 q_typed_reliable_context=1.080572 sequence=443.363387
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=242 node=N5439 type=observe q_typed_reliable_context=1.986146 sequence=445.349532
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=243 node=N6682 type=observe q_typed_reliable_context=0.792092 sequence=446.141624
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=244 node=N5422 type=observe q_typed_reliable_context=1.271701 sequence=447.413325
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=245 node=N5202 type=observe q_typed_reliable_context=1.313965 sequence=448.727290
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=246 node=N2072 type=observe q_typed_reliable_context=0.780861 sequence=449.508151
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=247 node=N7380 type=observe q_typed_reliable_context=1.490042 sequence=450.998193
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=248 node=N5390 type=observe q_typed_reliable_context=1.276753 sequence=452.274945
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=249 node=N1949 type=observe q_typed_reliable_context=0.772896 sequence=453.047842
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=250 node=N5334 type=observe q_typed_reliable_context=1.156365 sequence=454.204206
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=251 node=N2181 type=observe q_typed_reliable_context=0.731773 sequence=454.935980
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=252 node=N6660 type=observe q_typed_reliable_context=1.151390 sequence=456.087370
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=253 node=N5373 type=observe q_typed_reliable_context=1.166315 sequence=457.253685
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=254 node=N7439 type=observe q_typed_reliable_context=1.077613 sequence=458.331298
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=255 node=N708 type=observe q_typed_reliable_context=1.328872 sequence=459.660170
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=256 node=N6685 type=observe q_typed_reliable_context=0.779817 sequence=460.439987
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=257 node=N4497 type=observe q_typed_reliable_context=0.892947 sequence=461.332934
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=258 node=N6588 type=control1 q_typed_reliable_context=1.869660 sequence=463.202595
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=259 node=N1688 type=observe q_typed_reliable_context=0.775117 sequence=463.977711
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=260 node=N1987 type=observe q_typed_reliable_context=0.773087 sequence=464.750798
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=261 node=N1874 type=observe q_typed_reliable_context=1.555841 sequence=466.306639
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=262 node=N6677 type=observe q_typed_reliable_context=1.049334 sequence=467.355973
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=263 node=N6735 type=control1 q_typed_reliable_context=0.920792 sequence=468.276765
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=264 node=N6688 type=observe q_typed_reliable_context=0.751644 sequence=469.028409
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=265 node=N699 type=observe q_typed_reliable_context=1.337993 sequence=470.366402
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=266 node=N1598 type=observe q_typed_reliable_context=0.806721 sequence=471.173123
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=267 node=N734 type=observe q_typed_reliable_context=0.972803 sequence=472.145926
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=268 node=N6740 type=control1 q_typed_reliable_context=1.020405 sequence=473.166330
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=269 node=N1854 type=observe q_typed_reliable_context=0.822485 sequence=473.988815
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=270 node=N719 type=observe q_typed_reliable_context=1.320913 sequence=475.309729
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=271 node=N4505 type=observe q_typed_reliable_context=1.286987 sequence=476.596716
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=272 node=N689 type=observe q_typed_reliable_context=1.334538 sequence=477.931253
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=273 node=N752 type=observe q_typed_reliable_context=0.777792 sequence=478.709045
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=274 node=N763 type=observe q_typed_reliable_context=0.732592 sequence=479.441636
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=275 node=N531 type=observe q_typed_reliable_context=0.653498 sequence=480.095135
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=276 node=N533 type=observe q_typed_reliable_context=1.111758 sequence=481.206893
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=277 node=N756 type=observe q_typed_reliable_context=0.703901 sequence=481.910794
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] [plan] step=278 node=N537 type=observe q_typed_reliable_context=1.166338 sequence=483.077132
[b15-r9/horizon_joint_late/a0.20/d0] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_none/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.20/d0] [gmean] 2026-07-21T16:38:19 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=233.194 plan_csv=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_none/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.20/d0] [gmean] 2026-07-21T16:38:19 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r9/horizon_joint_late/a0.20/d0] [eval iscas99__b15_1] {
[b15-r9/horizon_joint_late/a0.20/d0] [eval iscas99__b15_1]   "records": 2,
[b15-r9/horizon_joint_late/a0.20/d0] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_none/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r9/horizon_joint_late/a0.20/d0] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_none/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r9/horizon_joint_late/a0.20/d0] [eval iscas99__b15_1] }
[b15-r9/horizon_joint_late/a0.20/d0] [gmean] 2026-07-21T16:38:27 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.11840000000000006 plan_sec=233.194 eval_sec=7.637 total_sec=240.846
[b15-r9/horizon_joint_late/a0.20/d0] [gmean] 2026-07-21T16:38:27 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.11840000000000006 positives=1 negatives=0 elapsed=240.846
