[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:34:26 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p10_decay_128
[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:34:26 budgets=iscas99__b15_1:278
[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:34:26 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:34:26 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=163 node=N2149 type=observe q_typed_reliable_context=3.238633 sequence=358.651956
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=164 node=N7628 type=observe q_typed_reliable_context=2.282985 sequence=360.934941
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=165 node=N4489 type=observe q_typed_reliable_context=1.840483 sequence=362.775424
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=166 node=N2106 type=observe q_typed_reliable_context=1.663127 sequence=364.438551
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=167 node=N7442 type=control0 q_typed_reliable_context=2.186709 sequence=366.625259
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=168 node=N694 type=observe q_typed_reliable_context=2.267294 sequence=368.892553
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=169 node=N7873 type=control1 q_typed_reliable_context=1.809746 sequence=370.702299
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=170 node=N2837 type=control1 q_typed_reliable_context=2.414275 sequence=373.116574
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=171 node=N771 type=observe q_typed_reliable_context=4.934213 sequence=378.050787
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=172 node=N5740 type=observe q_typed_reliable_context=1.422602 sequence=379.473389
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=173 node=N7385 type=observe q_typed_reliable_context=1.469507 sequence=380.942896
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=174 node=N6533 type=observe q_typed_reliable_context=1.011699 sequence=381.954595
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=175 node=N2652 type=control1 q_typed_reliable_context=0.561715 sequence=382.516311
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=176 node=N3467 type=control1 q_typed_reliable_context=0.621190 sequence=383.137500
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=177 node=N3009 type=control1 q_typed_reliable_context=0.601004 sequence=383.738505
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=178 node=N7589 type=control1 q_typed_reliable_context=0.776172 sequence=384.514676
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=179 node=N3067 type=control1 q_typed_reliable_context=1.276027 sequence=385.790703
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=180 node=N8790 type=control1 q_typed_reliable_context=1.116103 sequence=386.906807
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=181 node=N8240 type=control1 q_typed_reliable_context=1.474915 sequence=388.381722
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=182 node=N8789 type=control1 q_typed_reliable_context=1.994388 sequence=390.376110
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=183 node=N8239 type=control1 q_typed_reliable_context=3.821953 sequence=394.198063
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=184 node=N8607 type=control1 q_typed_reliable_context=4.138168 sequence=398.336231
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=185 node=N714 type=observe q_typed_reliable_context=3.289765 sequence=401.625995
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=186 node=N652 type=control1 q_typed_reliable_context=3.411782 sequence=405.037777
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=187 node=N8238 type=control1 q_typed_reliable_context=5.925314 sequence=410.963091
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=188 node=N8606 type=control1 q_typed_reliable_context=1.318479 sequence=412.281570
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=189 node=N7405 type=observe q_typed_reliable_context=1.281714 sequence=413.563284
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=190 node=N5356 type=observe q_typed_reliable_context=2.152151 sequence=415.715435
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=191 node=N8237 type=control1 q_typed_reliable_context=3.445521 sequence=419.160956
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=192 node=N902 type=control1 q_typed_reliable_context=5.784636 sequence=424.945592
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=193 node=N7648 type=observe q_typed_reliable_context=5.231401 sequence=430.176993
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=194 node=N8605 type=control1 q_typed_reliable_context=1.314718 sequence=431.491710
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=195 node=N4529 type=observe q_typed_reliable_context=2.491057 sequence=433.982768
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=196 node=N4460 type=control0 q_typed_reliable_context=1.888111 sequence=435.870878
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=197 node=N712 type=observe q_typed_reliable_context=3.057043 sequence=438.927921
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=198 node=N8236 type=control1 q_typed_reliable_context=3.052984 sequence=441.980905
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=199 node=N515 type=control1 q_typed_reliable_context=3.403251 sequence=445.384156
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=200 node=N7551 type=observe q_typed_reliable_context=2.276827 sequence=447.660983
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=201 node=N5873 type=observe q_typed_reliable_context=1.965045 sequence=449.626028
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=202 node=N725 type=observe q_typed_reliable_context=3.276062 sequence=452.902090
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=203 node=N715 type=observe q_typed_reliable_context=4.277041 sequence=457.179131
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=204 node=N7624 type=observe q_typed_reliable_context=2.080316 sequence=459.259447
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=205 node=N4421 type=control0 q_typed_reliable_context=2.926059 sequence=462.185506
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=206 node=N7436 type=observe q_typed_reliable_context=4.057812 sequence=466.243318
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=207 node=N723 type=observe q_typed_reliable_context=2.839227 sequence=469.082545
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=208 node=N703 type=observe q_typed_reliable_context=2.795954 sequence=471.878499
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=209 node=N4359 type=control0 q_typed_reliable_context=4.339450 sequence=476.217949
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=210 node=N5617 type=observe q_typed_reliable_context=1.944440 sequence=478.162389
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=211 node=N5879 type=observe q_typed_reliable_context=1.622374 sequence=479.784763
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=212 node=N5627 type=observe q_typed_reliable_context=1.991061 sequence=481.775824
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=213 node=N5877 type=observe q_typed_reliable_context=2.359168 sequence=484.134992
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=214 node=N6673 type=observe q_typed_reliable_context=1.912448 sequence=486.047440
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=215 node=N4521 type=observe q_typed_reliable_context=3.011184 sequence=489.058624
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=216 node=N5473 type=observe q_typed_reliable_context=2.155099 sequence=491.213722
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=217 node=N2151 type=observe q_typed_reliable_context=3.602227 sequence=494.815950
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=218 node=N706 type=observe q_typed_reliable_context=5.191701 sequence=500.007651
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=219 node=N6688 type=observe q_typed_reliable_context=3.451255 sequence=503.458906
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=220 node=N5456 type=observe q_typed_reliable_context=3.498040 sequence=506.956946
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=221 node=N5725 type=observe q_typed_reliable_context=4.009176 sequence=510.966122
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=222 node=N705 type=observe q_typed_reliable_context=3.170114 sequence=514.136236
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=223 node=N7439 type=observe q_typed_reliable_context=3.539460 sequence=517.675697
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=224 node=N5439 type=observe q_typed_reliable_context=2.282841 sequence=519.958538
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=225 node=N8235 type=control1 q_typed_reliable_context=3.698335 sequence=523.656873
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=226 node=N6581 type=observe q_typed_reliable_context=5.879456 sequence=529.536329
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=227 node=N5422 type=observe q_typed_reliable_context=2.489781 sequence=532.026111
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=228 node=N679 type=observe q_typed_reliable_context=3.478199 sequence=535.504310
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=229 node=N4497 type=observe q_typed_reliable_context=2.908662 sequence=538.412972
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=230 node=N7401 type=observe q_typed_reliable_context=1.454142 sequence=539.867114
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=231 node=N5390 type=observe q_typed_reliable_context=1.944483 sequence=541.811598
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=232 node=N5334 type=observe q_typed_reliable_context=2.422806 sequence=544.234403
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=233 node=N2181 type=observe q_typed_reliable_context=1.053411 sequence=545.287814
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=234 node=N6656 type=observe q_typed_reliable_context=1.897104 sequence=547.184918
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=235 node=N5202 type=observe q_typed_reliable_context=2.101787 sequence=549.286705
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=236 node=N1874 type=observe q_typed_reliable_context=2.022645 sequence=551.309351
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=237 node=N5373 type=observe q_typed_reliable_context=2.024702 sequence=553.334053
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=238 node=N7383 type=observe q_typed_reliable_context=1.867044 sequence=555.201097
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=239 node=N4513 type=observe q_typed_reliable_context=1.584118 sequence=556.785215
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=240 node=N734 type=observe q_typed_reliable_context=2.022777 sequence=558.807991
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=241 node=N699 type=observe q_typed_reliable_context=3.328969 sequence=562.136961
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=242 node=N6660 type=observe q_typed_reliable_context=5.389623 sequence=567.526583
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=243 node=N719 type=observe q_typed_reliable_context=5.400692 sequence=572.927275
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=244 node=N708 type=observe q_typed_reliable_context=5.517904 sequence=578.445179
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=245 node=N7380 type=observe q_typed_reliable_context=3.555360 sequence=582.000539
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=246 node=N2159 type=observe q_typed_reliable_context=3.267947 sequence=585.268487
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=247 node=N1951 type=observe q_typed_reliable_context=1.527881 sequence=586.796368
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=248 node=N4505 type=observe q_typed_reliable_context=2.849434 sequence=589.645802
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=249 node=N6658 type=observe q_typed_reliable_context=2.856038 sequence=592.501840
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=250 node=N1351 type=observe q_typed_reliable_context=2.809151 sequence=595.310991
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=251 node=N686 type=observe q_typed_reliable_context=2.528518 sequence=597.839509
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=252 node=N729 type=observe q_typed_reliable_context=2.243632 sequence=600.083141
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=253 node=N8234 type=control1 q_typed_reliable_context=4.314035 sequence=604.397176
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=254 node=N7381 type=observe q_typed_reliable_context=2.933855 sequence=607.331032
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=255 node=N531 type=observe q_typed_reliable_context=1.406321 sequence=608.737352
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=256 node=N533 type=observe q_typed_reliable_context=1.147983 sequence=609.885336
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=257 node=N8783 type=control1 q_typed_reliable_context=1.864901 sequence=611.750237
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=258 node=N8233 type=control1 q_typed_reliable_context=1.449024 sequence=613.199260
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=259 node=N535 type=observe q_typed_reliable_context=0.198131 sequence=613.397391
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=260 node=N6593 type=control1 q_typed_reliable_context=0.747868 sequence=614.145259
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=261 node=N537 type=observe q_typed_reliable_context=0.814977 sequence=614.960235
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=262 node=N539 type=observe q_typed_reliable_context=0.512774 sequence=615.473009
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=263 node=N541 type=observe q_typed_reliable_context=0.657888 sequence=616.130898
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=264 node=N543 type=observe q_typed_reliable_context=0.641862 sequence=616.772759
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=265 node=N1854 type=observe q_typed_reliable_context=0.604092 sequence=617.376851
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=266 node=N545 type=observe q_typed_reliable_context=0.464187 sequence=617.841038
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=267 node=N7720 type=control0 q_typed_reliable_context=1.347939 sequence=619.188977
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=268 node=N684 type=observe q_typed_reliable_context=1.284224 sequence=620.473201
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=269 node=N8608 type=control1 q_typed_reliable_context=1.252183 sequence=621.725384
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=270 node=N4469 type=control0 q_typed_reliable_context=0.398511 sequence=622.123895
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=271 node=N2358 type=control1 q_typed_reliable_context=0.670679 sequence=622.794575
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=272 node=N6678 type=observe q_typed_reliable_context=0.806519 sequence=623.601094
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=273 node=N898 type=observe q_typed_reliable_context=1.259690 sequence=624.860784
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=274 node=N4532 type=control0 q_typed_reliable_context=0.871435 sequence=625.732219
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=275 node=N4442 type=control0 q_typed_reliable_context=0.926892 sequence=626.659111
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=276 node=N4537 type=observe q_typed_reliable_context=0.916714 sequence=627.575825
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=277 node=N689 type=observe q_typed_reliable_context=1.155770 sequence=628.731595
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=278 node=N2243 type=observe q_typed_reliable_context=1.521531 sequence=630.253126
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p10_decay_128/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:38:36 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=250.309 plan_csv=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p10_decay_128/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:38:36 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r9/horizon_joint_late/a0.10/d128] [eval iscas99__b15_1] {
[b15-r9/horizon_joint_late/a0.10/d128] [eval iscas99__b15_1]   "records": 2,
[b15-r9/horizon_joint_late/a0.10/d128] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p10_decay_128/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r9/horizon_joint_late/a0.10/d128] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p10_decay_128/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r9/horizon_joint_late/a0.10/d128] [eval iscas99__b15_1] }
[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:38:44 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12196000000000007 plan_sec=250.309 eval_sec=7.188 total_sec=257.511
[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:38:44 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12196000000000007 positives=1 negatives=0 elapsed=257.512
