[b15-r9/horizon_joint_late/a0.05/d0] [gmean] 2026-07-21T16:29:47 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_none
[b15-r9/horizon_joint_late/a0.05/d0] [gmean] 2026-07-21T16:29:47 budgets=iscas99__b15_1:278
[b15-r9/horizon_joint_late/a0.05/d0] [gmean] 2026-07-21T16:29:47 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_joint_late/a0.05/d0] [gmean] 2026-07-21T16:29:47 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=163 node=N5627 type=observe q_typed_reliable_context=2.176310 sequence=352.276199
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=164 node=N7465 type=observe q_typed_reliable_context=2.107121 sequence=354.383319
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=165 node=N3467 type=control1 q_typed_reliable_context=0.555797 sequence=354.939117
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_reliable_context=0.666750 sequence=355.605867
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=167 node=N6674 type=observe q_typed_reliable_context=1.671399 sequence=357.277266
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=168 node=N2580 type=control1 q_typed_reliable_context=1.583874 sequence=358.861140
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=169 node=N2894 type=control1 q_typed_reliable_context=1.034775 sequence=359.895915
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=170 node=N725 type=observe q_typed_reliable_context=0.545769 sequence=360.441684
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=171 node=N712 type=observe q_typed_reliable_context=1.430419 sequence=361.872104
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=172 node=N7402 type=observe q_typed_reliable_context=1.514270 sequence=363.386374
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=173 node=N723 type=observe q_typed_reliable_context=1.996634 sequence=365.383007
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=174 node=N7626 type=observe q_typed_reliable_context=1.217059 sequence=366.600067
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=175 node=N5877 type=observe q_typed_reliable_context=0.869728 sequence=367.469794
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=176 node=N714 type=observe q_typed_reliable_context=1.542738 sequence=369.012533
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=177 node=N7436 type=observe q_typed_reliable_context=1.871362 sequence=370.883895
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=178 node=N7442 type=control0 q_typed_reliable_context=1.095794 sequence=371.979688
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=179 node=N2102 type=observe q_typed_reliable_context=2.070696 sequence=374.050384
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=180 node=N694 type=observe q_typed_reliable_context=2.839462 sequence=376.889847
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=181 node=N4529 type=observe q_typed_reliable_context=3.179609 sequence=380.069456
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=182 node=N6531 type=observe q_typed_reliable_context=1.659841 sequence=381.729296
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=183 node=N5873 type=observe q_typed_reliable_context=2.455822 sequence=384.185118
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=184 node=N5356 type=observe q_typed_reliable_context=2.070614 sequence=386.255733
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=185 node=N705 type=observe q_typed_reliable_context=2.777489 sequence=389.033222
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=186 node=N7855 type=control0 q_typed_reliable_context=4.152138 sequence=393.185360
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=187 node=N5473 type=observe q_typed_reliable_context=2.691492 sequence=395.876852
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=188 node=N715 type=observe q_typed_reliable_context=4.946291 sequence=400.823143
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=189 node=N7542 type=control0 q_typed_reliable_context=5.672232 sequence=406.495375
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=190 node=N7405 type=observe q_typed_reliable_context=2.873985 sequence=409.369359
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=191 node=N5879 type=observe q_typed_reliable_context=2.282662 sequence=411.652022
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=192 node=N3009 type=control1 q_typed_reliable_context=1.092735 sequence=412.744757
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=193 node=N2779 type=control1 q_typed_reliable_context=3.341882 sequence=416.086640
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=194 node=N8790 type=control1 q_typed_reliable_context=6.007760 sequence=422.094400
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=195 node=N8240 type=control1 q_typed_reliable_context=5.834422 sequence=427.928822
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=196 node=N8789 type=control1 q_typed_reliable_context=3.566629 sequence=431.495451
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=197 node=N8239 type=control1 q_typed_reliable_context=3.467267 sequence=434.962719
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=198 node=N8607 type=control1 q_typed_reliable_context=3.886889 sequence=438.849607
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=199 node=N6682 type=observe q_typed_reliable_context=1.691269 sequence=440.540876
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=200 node=N5740 type=observe q_typed_reliable_context=3.517213 sequence=444.058089
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=201 node=N703 type=observe q_typed_reliable_context=6.081569 sequence=450.139658
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=202 node=N4505 type=observe q_typed_reliable_context=5.689387 sequence=455.829044
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=203 node=N6573 type=observe q_typed_reliable_context=5.429737 sequence=461.258782
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=204 node=N7550 type=observe q_typed_reliable_context=2.886954 sequence=464.145736
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=205 node=N5456 type=observe q_typed_reliable_context=5.423962 sequence=469.569697
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=206 node=N5725 type=observe q_typed_reliable_context=5.366122 sequence=474.935819
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=207 node=N706 type=observe q_typed_reliable_context=3.972343 sequence=478.908163
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=208 node=N7439 type=observe q_typed_reliable_context=6.031371 sequence=484.939534
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=209 node=N5422 type=observe q_typed_reliable_context=2.883323 sequence=487.822857
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=210 node=N679 type=observe q_typed_reliable_context=6.388040 sequence=494.210898
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=211 node=N6685 type=observe q_typed_reliable_context=6.009873 sequence=500.220771
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=212 node=N5439 type=observe q_typed_reliable_context=5.635878 sequence=505.856649
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=213 node=N652 type=control1 q_typed_reliable_context=5.950625 sequence=511.807274
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=214 node=N4513 type=observe q_typed_reliable_context=5.110013 sequence=516.917287
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=215 node=N2151 type=observe q_typed_reliable_context=4.619729 sequence=521.537017
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=216 node=N7404 type=observe q_typed_reliable_context=5.691201 sequence=527.228217
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=217 node=N5390 type=observe q_typed_reliable_context=3.046696 sequence=530.274913
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=218 node=N4460 type=control0 q_typed_reliable_context=4.195289 sequence=534.470202
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=219 node=N8238 type=control1 q_typed_reliable_context=6.064042 sequence=540.534244
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=220 node=N2181 type=observe q_typed_reliable_context=3.877012 sequence=544.411256
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=221 node=N7401 type=observe q_typed_reliable_context=6.017124 sequence=550.428380
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=222 node=N6581 type=observe q_typed_reliable_context=1.423115 sequence=551.851495
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=223 node=N1874 type=observe q_typed_reliable_context=2.060792 sequence=553.912287
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=224 node=N8606 type=control1 q_typed_reliable_context=5.349003 sequence=559.261290
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=225 node=N699 type=observe q_typed_reliable_context=5.243477 sequence=564.504767
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=226 node=N8237 type=control1 q_typed_reliable_context=4.646947 sequence=569.151714
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=227 node=N5373 type=observe q_typed_reliable_context=2.113181 sequence=571.264895
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=228 node=N902 type=control1 q_typed_reliable_context=5.957381 sequence=577.222276
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=229 node=N708 type=observe q_typed_reliable_context=6.619092 sequence=583.841368
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=230 node=N4497 type=observe q_typed_reliable_context=5.813504 sequence=589.654872
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=231 node=N4421 type=control0 q_typed_reliable_context=3.109561 sequence=592.764433
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=232 node=N8605 type=control1 q_typed_reliable_context=5.468220 sequence=598.232653
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=233 node=N8236 type=control1 q_typed_reliable_context=7.181621 sequence=605.414275
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=234 node=N5334 type=observe q_typed_reliable_context=5.621664 sequence=611.035939
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=235 node=N719 type=observe q_typed_reliable_context=6.417866 sequence=617.453804
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=236 node=N6660 type=observe q_typed_reliable_context=7.341786 sequence=624.795591
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=237 node=N734 type=observe q_typed_reliable_context=4.087821 sequence=628.883411
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=238 node=N2159 type=observe q_typed_reliable_context=4.800971 sequence=633.684382
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=239 node=N6932 type=observe q_typed_reliable_context=1.925799 sequence=635.610181
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=240 node=N4359 type=control0 q_typed_reliable_context=5.514024 sequence=641.124205
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=241 node=N4367 type=control0 q_typed_reliable_context=6.017111 sequence=647.141315
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=242 node=N515 type=control1 q_typed_reliable_context=6.239636 sequence=653.380952
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=243 node=N7512 type=observe q_typed_reliable_context=5.983930 sequence=659.364882
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=244 node=N7380 type=observe q_typed_reliable_context=6.023058 sequence=665.387939
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=245 node=N4489 type=observe q_typed_reliable_context=3.777228 sequence=669.165168
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=246 node=N765 type=observe q_typed_reliable_context=4.796702 sequence=673.961870
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=247 node=N1351 type=observe q_typed_reliable_context=5.595750 sequence=679.557621
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=248 node=N686 type=observe q_typed_reliable_context=4.848373 sequence=684.405994
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=249 node=N7383 type=observe q_typed_reliable_context=2.616728 sequence=687.022722
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=250 node=N1951 type=observe q_typed_reliable_context=0.907626 sequence=687.930348
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=251 node=N684 type=observe q_typed_reliable_context=4.617287 sequence=692.547635
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=252 node=N1598 type=observe q_typed_reliable_context=1.921942 sequence=694.469577
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=253 node=N537 type=observe q_typed_reliable_context=5.910929 sequence=700.380505
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=254 node=N6678 type=observe q_typed_reliable_context=4.108821 sequence=704.489327
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=255 node=N4532 type=control0 q_typed_reliable_context=6.050694 sequence=710.540021
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=256 node=N6688 type=observe q_typed_reliable_context=0.826260 sequence=711.366281
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=257 node=N1854 type=observe q_typed_reliable_context=0.695423 sequence=712.061704
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=258 node=N1688 type=observe q_typed_reliable_context=1.354156 sequence=713.415860
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=259 node=N729 type=observe q_typed_reliable_context=6.181402 sequence=719.597262
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=260 node=N764 type=observe q_typed_reliable_context=0.540085 sequence=720.137347
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=261 node=N689 type=observe q_typed_reliable_context=4.537293 sequence=724.674641
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=262 node=N4537 type=observe q_typed_reliable_context=0.825495 sequence=725.500136
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=263 node=N754 type=observe q_typed_reliable_context=0.686822 sequence=726.186957
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=264 node=N695 type=observe q_typed_reliable_context=1.337042 sequence=727.523999
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=265 node=N898 type=observe q_typed_reliable_context=1.169572 sequence=728.693571
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=266 node=N545 type=observe q_typed_reliable_context=2.644756 sequence=731.338327
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=267 node=N6538 type=observe q_typed_reliable_context=0.880255 sequence=732.218582
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=268 node=N2271 type=observe q_typed_reliable_context=6.595512 sequence=738.814094
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=269 node=N7463 type=observe q_typed_reliable_context=1.471367 sequence=740.285461
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=270 node=N7381 type=observe q_typed_reliable_context=5.889503 sequence=746.174964
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=271 node=N2259 type=observe q_typed_reliable_context=1.174917 sequence=747.349881
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=272 node=N4544 type=observe q_typed_reliable_context=2.159192 sequence=749.509073
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=273 node=N5000 type=observe q_typed_reliable_context=3.771269 sequence=753.280341
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=274 node=N8235 type=control1 q_typed_reliable_context=2.043142 sequence=755.323483
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=275 node=N680 type=observe q_typed_reliable_context=1.021300 sequence=756.344783
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=276 node=N697 type=observe q_typed_reliable_context=1.420681 sequence=757.765464
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=277 node=N2267 type=observe q_typed_reliable_context=1.969874 sequence=759.735338
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] [plan] step=278 node=N2243 type=observe q_typed_reliable_context=2.080293 sequence=761.815631
[b15-r9/horizon_joint_late/a0.05/d0] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_none/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.05/d0] [gmean] 2026-07-21T16:33:42 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=234.195 plan_csv=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_none/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r9/horizon_joint_late/a0.05/d0] [gmean] 2026-07-21T16:33:42 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r9/horizon_joint_late/a0.05/d0] [eval iscas99__b15_1] {
[b15-r9/horizon_joint_late/a0.05/d0] [eval iscas99__b15_1]   "records": 2,
[b15-r9/horizon_joint_late/a0.05/d0] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_none/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r9/horizon_joint_late/a0.05/d0] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_none/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r9/horizon_joint_late/a0.05/d0] [eval iscas99__b15_1] }
[b15-r9/horizon_joint_late/a0.05/d0] [gmean] 2026-07-21T16:33:49 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.1266600000000001 plan_sec=234.195 eval_sec=7.904 total_sec=242.112
[b15-r9/horizon_joint_late/a0.05/d0] [gmean] 2026-07-21T16:33:49 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.1266600000000001 positives=1 negatives=0 elapsed=242.112
