[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N7879 type=control1 q_typed_residual_context=2.264791 sequence=376.651501
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_residual_context=1.967356 sequence=378.618857
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N7877 type=control1 q_typed_residual_context=1.718300 sequence=380.337157
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N7454 type=observe q_typed_residual_context=1.038973 sequence=381.376130
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N694 type=observe q_typed_residual_context=2.609944 sequence=383.986074
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N616 type=control1 q_typed_residual_context=2.317390 sequence=386.303464
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N7402 type=observe q_typed_residual_context=5.060799 sequence=391.364263
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N2102 type=observe q_typed_residual_context=1.543752 sequence=392.908015
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N7679 type=observe q_typed_residual_context=1.530925 sequence=394.438941
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N7424 type=control1 q_typed_residual_context=1.755094 sequence=396.194034
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N636 type=control1 q_typed_residual_context=3.059803 sequence=399.253837
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N7856 type=control1 q_typed_residual_context=1.438338 sequence=400.692175
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N5878 type=observe q_typed_residual_context=1.792893 sequence=402.485069
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N5603 type=observe q_typed_residual_context=0.900007 sequence=403.385075
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N2149 type=observe q_typed_residual_context=3.611533 sequence=406.996608
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N2106 type=observe q_typed_residual_context=1.948352 sequence=408.944960
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N2580 type=control1 q_typed_residual_context=2.795400 sequence=411.740359
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N6674 type=observe q_typed_residual_context=1.313162 sequence=413.053522
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N7385 type=observe q_typed_residual_context=1.271851 sequence=414.325373
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N2157 type=observe q_typed_residual_context=2.195511 sequence=416.520883
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N5876 type=observe q_typed_residual_context=5.478178 sequence=421.999062
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N7627 type=observe q_typed_residual_context=1.369938 sequence=423.368999
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N7892 type=control1 q_typed_residual_context=1.064343 sequence=424.433342
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N5740 type=observe q_typed_residual_context=2.162790 sequence=426.596133
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N714 type=observe q_typed_residual_context=3.567822 sequence=430.163955
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N649 type=control1 q_typed_residual_context=2.792551 sequence=432.956506
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N642 type=control1 q_typed_residual_context=3.382681 sequence=436.339187
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N630 type=control1 q_typed_residual_context=3.794104 sequence=440.133291
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N7401 type=observe q_typed_residual_context=3.522142 sequence=443.655434
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N3525 type=control1 q_typed_residual_context=1.791738 sequence=445.447172
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N1607 type=control1 q_typed_residual_context=1.640388 sequence=447.087560
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_residual_context=2.026541 sequence=449.114101
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N3295 type=control1 q_typed_residual_context=2.179062 sequence=451.293163
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N3467 type=control1 q_typed_residual_context=1.852543 sequence=453.145706
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N6531 type=observe q_typed_residual_context=1.343796 sequence=454.489502
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N1586 type=control1 q_typed_residual_context=2.084228 sequence=456.573730
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N5874 type=observe q_typed_residual_context=3.426800 sequence=460.000530
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N7442 type=control0 q_typed_residual_context=1.857230 sequence=461.857760
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N723 type=observe q_typed_residual_context=3.267793 sequence=465.125553
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N712 type=observe q_typed_residual_context=2.088886 sequence=467.214439
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_residual_context=1.782420 sequence=468.996859
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N2721 type=control1 q_typed_residual_context=1.427645 sequence=470.424503
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N2894 type=control1 q_typed_residual_context=1.596343 sequence=472.020846
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N5473 type=observe q_typed_residual_context=2.040060 sequence=474.060907
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N715 type=observe q_typed_residual_context=1.966719 sequence=476.027626
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N7614 type=observe q_typed_residual_context=1.091498 sequence=477.119124
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N2952 type=control1 q_typed_residual_context=1.888078 sequence=479.007202
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N2779 type=control1 q_typed_residual_context=0.891049 sequence=479.898251
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N7436 type=observe q_typed_residual_context=0.999551 sequence=480.897802
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N725 type=observe q_typed_residual_context=1.414376 sequence=482.312178
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N703 type=observe q_typed_residual_context=6.358470 sequence=488.670648
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N1599 type=observe q_typed_residual_context=2.352582 sequence=491.023229
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N1879 type=observe q_typed_residual_context=1.424897 sequence=492.448126
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N1598 type=observe q_typed_residual_context=1.045948 sequence=493.494075
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N7405 type=observe q_typed_residual_context=4.776778 sequence=498.270853
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N5356 type=observe q_typed_residual_context=6.943411 sequence=505.214264
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N7873 type=control1 q_typed_residual_context=7.086180 sequence=512.300444
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N6668 type=observe q_typed_residual_context=5.756964 sequence=518.057407
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N705 type=observe q_typed_residual_context=2.167193 sequence=520.224601
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N2837 type=control1 q_typed_residual_context=2.371052 sequence=522.595653
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N5456 type=observe q_typed_residual_context=0.736851 sequence=523.332504
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N706 type=observe q_typed_residual_context=5.235966 sequence=528.568470
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N6538 type=observe q_typed_residual_context=1.946519 sequence=530.514989
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N5422 type=observe q_typed_residual_context=5.932277 sequence=536.447265
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N3009 type=control1 q_typed_residual_context=5.900257 sequence=542.347522
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N679 type=observe q_typed_residual_context=3.793676 sequence=546.141198
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N3067 type=control1 q_typed_residual_context=2.615614 sequence=548.756812
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N6660 type=observe q_typed_residual_context=0.775163 sequence=549.531974
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N8790 type=control1 q_typed_residual_context=1.151141 sequence=550.683115
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N8240 type=control1 q_typed_residual_context=1.712703 sequence=552.395818
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N5439 type=observe q_typed_residual_context=1.474085 sequence=553.869904
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N8789 type=control1 q_typed_residual_context=3.703742 sequence=557.573646
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N7439 type=observe q_typed_residual_context=3.442373 sequence=561.016019
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N5202 type=observe q_typed_residual_context=2.627439 sequence=563.643458
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N7542 type=control0 q_typed_residual_context=3.358378 sequence=567.001836
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N8239 type=control1 q_typed_residual_context=6.530837 sequence=573.532674
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N8607 type=control1 q_typed_residual_context=6.487716 sequence=580.020390
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N2072 type=observe q_typed_residual_context=2.457695 sequence=582.478085
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N5390 type=observe q_typed_residual_context=4.881611 sequence=587.359696
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N756 type=observe q_typed_residual_context=2.936392 sequence=590.296088
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N708 type=observe q_typed_residual_context=1.803924 sequence=592.100012
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N719 type=observe q_typed_residual_context=6.562900 sequence=598.662912
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N2151 type=observe q_typed_residual_context=6.732020 sequence=605.394932
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N652 type=control1 q_typed_residual_context=0.879287 sequence=606.274219
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N7383 type=observe q_typed_residual_context=2.471897 sequence=608.746116
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N8238 type=control1 q_typed_residual_context=1.573155 sequence=610.319271
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N5373 type=observe q_typed_residual_context=1.873374 sequence=612.192645
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N8606 type=control1 q_typed_residual_context=4.592449 sequence=616.785094
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N699 type=observe q_typed_residual_context=5.863606 sequence=622.648700
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N8237 type=control1 q_typed_residual_context=5.181363 sequence=627.830063
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N902 type=control1 q_typed_residual_context=4.169141 sequence=631.999205
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N6656 type=observe q_typed_residual_context=5.764484 sequence=637.763688
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N734 type=observe q_typed_residual_context=3.373651 sequence=641.137340
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N5334 type=observe q_typed_residual_context=3.174886 sequence=644.312226
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N7380 type=observe q_typed_residual_context=3.527668 sequence=647.839894
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N2159 type=observe q_typed_residual_context=1.757391 sequence=649.597285
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N6658 type=observe q_typed_residual_context=1.095881 sequence=650.693166
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N4460 type=control0 q_typed_residual_context=0.252141 sequence=650.945307
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N1351 type=observe q_typed_residual_context=3.672558 sequence=654.617865
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N686 type=observe q_typed_residual_context=3.638889 sequence=658.256755
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N729 type=observe q_typed_residual_context=2.232511 sequence=660.489265
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N8605 type=control1 q_typed_residual_context=2.495018 sequence=662.984283
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N8236 type=control1 q_typed_residual_context=1.839575 sequence=664.823858
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N4421 type=control0 q_typed_residual_context=0.314980 sequence=665.138837
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N7381 type=observe q_typed_residual_context=6.798671 sequence=671.937508
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N515 type=control1 q_typed_residual_context=2.735968 sequence=674.673476
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N684 type=observe q_typed_residual_context=4.261696 sequence=678.935171
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N754 type=observe q_typed_residual_context=1.052219 sequence=679.987391
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N689 type=observe q_typed_residual_context=4.458199 sequence=684.445590
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N5726 type=control1 q_typed_residual_context=5.494455 sequence=689.940045
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N4359 type=control0 q_typed_residual_context=1.498217 sequence=691.438262
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N6682 type=observe q_typed_residual_context=5.913158 sequence=697.351421
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N2271 type=observe q_typed_residual_context=5.246898 sequence=702.598318
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N4367 type=control0 q_typed_residual_context=4.380750 sequence=706.979068
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N4532 type=control0 q_typed_residual_context=6.358761 sequence=713.337829
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N5160 type=observe q_typed_residual_context=5.472057 sequence=718.809886
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N4442 type=control0 q_typed_residual_context=6.632791 sequence=725.442677
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N7433 type=observe q_typed_residual_context=4.699982 sequence=730.142659
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N2259 type=observe q_typed_residual_context=3.049593 sequence=733.192252
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N5094 type=observe q_typed_residual_context=5.174641 sequence=738.366892
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N6736 type=control1 q_typed_residual_context=6.702544 sequence=745.069437
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N6730 type=control1 q_typed_residual_context=6.227392 sequence=751.296829
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N8235 type=control1 q_typed_residual_context=6.006350 sequence=757.303179
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N2267 type=observe q_typed_residual_context=5.811703 sequence=763.114882
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N8234 type=control1 q_typed_residual_context=6.152074 sequence=769.266956
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N6593 type=control1 q_typed_residual_context=3.212771 sequence=772.479728
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N8783 type=control1 q_typed_residual_context=1.827367 sequence=774.307095
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N8233 type=control1 q_typed_residual_context=3.580020 sequence=777.887114
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N5111 type=observe q_typed_residual_context=2.085588 sequence=779.972702
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N6743 type=control1 q_typed_residual_context=5.927598 sequence=785.900300
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N8608 type=control1 q_typed_residual_context=6.146532 sequence=792.046832
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N6741 type=control1 q_typed_residual_context=4.842510 sequence=796.889342
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N5735 type=observe q_typed_residual_context=6.023570 sequence=802.912912
